Probeset	Symbol	Name	Asym		Sym		p53Sym		FC	pfp	Localization
NM_001079844_at	Gpc6	glypican 6	6.91	P	7.04	P	5.51	P	1.4	0.021	secreted
XM_001473254_at	LOC100045283	Derived by automated computational analysis using gene prediction method: GNOMON. Supporting evidence includes similarity to: 6 mRNAs, 74 ESTs, 7 Proteins	6.91	P	7.04	P	5.51	P	1.4	0.021	secreted
NM_183312_at	Synm	synemin, intermediate filament protein	6.04	P	5.31	P	4.63	P	1.4	0.021	cytoplasmic
NM_146007_at	Col6a2	collagen, type VI, alpha 2	9.59	P	9.38	P	8.2	P	1.4	0.021	secreted
NM_001145887_at	Tiam1	T-cell lymphoma invasion and metastasis 1	8.73	P	8.14	P	7.36	P	1.4	0.024	cytoplasmic
NM_029770_at	Unc5b	unc-5 homolog B (C. elegans)	10.19	P	9.5	P	8.81	P	1.4	0.024	type I
NM_001083810_at	Prr5l	proline rich 5 like	6.29	P	5.92	P	4.92	! PA	1.4	0.024	cytoplasmic
NM_023132_at	Renbp	renin binding protein	8.66	P	8.31	P	7.27	A	1.4	0.024	cytoplasmic
NM_178679_at	Zfp365	zinc finger protein 365	7.92	P	7.25	P	6.55	P	1.4	0.024	cytoplasmic
NM_010917_at	Nid1	nidogen 1	8.82	P	9.18	P	7.47	P	1.3	0.025	type I
NM_010070_at	Dok1	docking protein 1	10.69	P	10.26	P	9.34	P	1.4	0.025	cytoplasmic
NM_008803_at	Pde8a	phosphodiesterase 8A	5.78	P	5.76	P	4.42	! MA	1.4	0.025	cytoplasmic
NM_026840_at	Pdgfrl	platelet-derived growth factor receptor-like	9	P	8.51	P	7.64	P	1.4	0.025	secreted
NM_001122892_at	Fyn	Fyn proto-oncogene	9.98	P	10.03	P	8.65	P	1.3	0.026	cytoplasmic
NM_001105246_at	Pcdh19	protocadherin 19	8.98	P	9.29	P	7.63	P	1.4	0.025	type I, type II, multipass
NM_001105245_at	Pcdh19	protocadherin 19	8.7	P	9.03	P	7.45	P	1.2	0.037	type I, type II, multipass
XM_887910_at	A930035D04Rik	Derived by automated computational analysis using gene prediction method: GNOMON. Supporting evidence includes similarity to: 1 mRNA, 22 ESTs, 1 Protein	6.01	P	5.98	P	4.66	P	1.3	0.025	cytoplasmic
NM_173733_at	Suox	sulfite oxidase	7.62	P	7.62	P	6.28	P	1.3	0.026	cytoplasmic
NM_026268_at	Dusp6	dual specificity phosphatase 6	11.39	P	10.47	P	10.04	P	1.3	0.026	cytoplasmic
NM_007792_at	Csrp2	cysteine and glycine-rich protein 2	10.27	P	10.59	P	8.95	P	1.3	0.026	cytoplasmic
NM_020561_at	Smpdl3a	sphingomyelin phosphodiesterase, acid-like 3A	5.41	! AMA	5.69	! PMM	4.06	A	1.3	0.026	secreted
NM_027533_at	Tspan2	tetraspanin 2	7.86	P	7.27	P	6.54	P	1.3	0.026	multipass
NM_177846_at	Lcmt2	leucine carboxyl methyltransferase 2	6.12	P	5.59	! APP	4.79	A	1.3	0.026	cytoplasmic, secreted
NM_019877_at	Copz2	coatomer protein complex, subunit zeta 2	8.92	P	8.37	P	7.57	P	1.3	0.026	type II
NM_172118_at	Myl9	myosin, light polypeptide 9, regulatory	12.88	P	12.78	P	11.56	P	1.3	0.026	cytoplasmic
NM_025855_at	Echdc1	enoyl Coenzyme A hydratase domain containing 1	8.68	P	8.79	P	7.36	P	1.3	0.026	cytoplasmic
NM_177429_at	Ofd1	oral-facial-digital syndrome 1 gene homolog (human)	6.99	P	6.98	P	5.67	P	1.3	0.027	cytoplasmic
NM_026166_at	1200009F10Rik	RIKEN cDNA 1200009F10 gene	9.78	P	8.89	P	8.47	P	1.3	0.028	cytoplasmic, type II
NM_201239_at	Rnase4	ribonuclease, RNase A family 4	6.5	P	5.91	P	5.11	! PA	1.4	0.028	secreted
NM_001037098_at	Nacc2	nucleus accumbens associated 2, BEN and BTB (POZ) domain containing	8.16	P	7.28	P	6.86	P	1.3	0.028	cytoplasmic
NM_029344_at	Acyp2	acylphosphatase 2, muscle type	6	P	6.72	P	4.66	A	1.3	0.029	cytoplasmic
NM_172543_at	Fam117a	family with sequence similarity 117, memberA	8.52	P	8.1	P	7.21	P	1.3	0.029	cytoplasmic
NM_007897_at	Ebf1	early B-cell factor 1	7.63	P	7.93	P	6.32	P	1.3	0.029	cytoplasmic
NM_015772_at	Sall2	sal-like 2 (Drosophila)	7.93	P	7.5	P	6.64	P	1.3	0.029	cytoplasmic
NM_001136062_at	Eno3	enolase 3, beta muscle	10.58	P	9.89	P	9.29	P	1.3	0.029	cytoplasmic
NM_199302_at	Lrsam1	leucine rich repeat and sterile alpha motif containing 1	7.86	P	7.01	P	6.56	P	1.3	0.029	cytoplasmic
NM_001081235_at	Mn1	meningioma 1	6.33	P	6.41	P	5.03	! MP	1.3	0.031	cytoplasmic
NM_009368_at	Tgfb3	transforming growth factor, beta 3	8.96	P	8.71	P	7.66	P	1.3	0.032	cytoplasmic, secreted
NM_008813_at	Enpp1	ectonucleotide pyrophosphatase/phosphodiesterase 1	8.12	P	8.1	P	6.82	P	1.3	0.032	type II
NM_027739_at	B4galnt1	beta-1,4-N-acetyl-galactosaminyl transferase 1	6.8	P	6.17	! APA	5.52	A	1.3	0.032	type II
NM_011812_at	Fbln5	fibulin 5	8.26	P	8.3	P	6.97	P	1.3	0.032	secreted
NM_026514_at	Cdc42ep3	CDC42 effector protein (Rho GTPase binding) 3	10.08	P	10.32	P	8.8	P	1.3	0.032	cytoplasmic
NM_201361_at	Fam82a1	family with sequence similarity 82, member A1	6.09	P	5.51	P	4.81	P	1.3	0.032	cytoplasmic, type II
NM_026902_at	Mcts1	malignant T cell amplified sequence 1	10.49	P	10.37	P	9.22	P	1.3	0.033	cytoplasmic
NM_010027_at	Ddt	D-dopachrome tautomerase	9.41	P	9.23	P	8.13	! PM	1.3	0.033	cytoplasmic
NM_026887_at	Ap1s2	adaptor-related protein complex 1, sigma 2 subunit	7.52	P	6.88	P	6.24	! PA	1.3	0.033	cytoplasmic
NM_023794_at	Etv5	ets variant gene 5	8.02	! PPM	8.24	! PAM	6.73	A	1.3	0.034	cytoplasmic
NM_025872_at	Golt1b	golgi transport 1 homolog B (S. cerevisiae)	8.64	P	8.39	P	7.39	P	1.3	0.035	multipass
NM_177244_at	Fastkd1	FAST kinase domains 1	7.37	P	7.15	P	6.11	P	1.3	0.034	cytoplasmic
NM_001003948_at	5033414K04Rik	RIKEN cDNA 5033414K04 gene	5.42	P	5.68	P	4.14	! PA	1.3	0.034	cytoplasmic
NM_145466_at	A2ld1	AIG2-like domain 1	8.02	P	8.08	P	6.77	P	1.3	0.035	cytoplasmic
NM_001159610_at	Lrrc57	leucine rich repeat containing 57	6.16	P	5.64	P	4.88	P	1.3	0.035	cytoplasmic
NM_011593_at	Timp1	tissue inhibitor of metalloproteinase 1	11.49	P	11.11	P	10.25	P	1.2	0.035	secreted
NM_019840_at	Pde4b	phosphodiesterase 4B, cAMP specific	5.89	P	5.26	P	4.63	P	1.3	0.035	cytoplasmic
NM_145220_at	Appl2	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2	8.26	P	7.43	P	7	P	1.3	0.035	cytoplasmic
NM_009061_at	Rgs2	regulator of G-protein signaling 2	7.8	P	8.16	P	6.55	P	1.2	0.035	cytoplasmic
NM_021272_at	Fabp7	fatty acid binding protein 7, brain	6.19	P	6	! PPA	4.91	A	1.3	0.035	cytoplasmic
NM_175194_at	Slc25a16	solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16	8.35	P	8.15	P	7.08	P	1.3	0.035	cytoplasmic
NM_008287_at	Hrsp12	heat-responsive protein 12	8.62	P	7.91	P	7.36	P	1.3	0.035	cytoplasmic
NM_018763_at	Chst2	carbohydrate sulfotransferase 2	7.78	P	8.13	P	6.54	P	1.2	0.035	type II
NM_010097_at	Sparcl1	SPARC-like 1	5.98	P	6.03	! PPA	4.73	A	1.2	0.036	secreted
NM_019971_at	Pdgfc	platelet-derived growth factor, C polypeptide	9.14	P	8.28	P	7.91	P	1.2	0.037	cytoplasmic
NM_026280_at	Mxra7	matrix-remodelling associated 7	7.7	! MMM	7.46	! MMM	6.42	! MM	1.3	0.037	type II
NM_026667_at	Fam114a1	family with sequence similarity 114, member A1	8.81	P	8.35	P	7.57	P	1.2	0.037	cytoplasmic
NM_010874_at	Nat2	N-acetyltransferase 2 (arylamine N-acetyltransferase)	7.88	P	7.92	P	6.64	P	1.2	0.038	cytoplasmic
NM_026446_at	Rgs19	regulator of G-protein signaling 19	8.78	P	8.51	P	7.56	P	1.2	0.038	cytoplasmic
NM_028000_at	Ppapdc1b	phosphatidic acid phosphatase type 2 domain containing 1B	8.74	P	8.41	P	7.53	P	1.2	0.041	multipass
NM_008750_at	Nxn	nucleoredoxin	8.86	P	8.25	P	7.64	P	1.2	0.041	cytoplasmic
NM_172307_at	Mbtps2	membrane-bound transcription factor peptidase, site 2	8.38	P	8.86	P	7.16	P	1.2	0.042	cytoplasmic, multipass
NM_010217_at	Ctgf	connective tissue growth factor	13.56	P	13.47	P	12.36	P	1.2	0.042	secreted
XM_979045_at	BC030863	Derived by automated computational analysis using gene prediction method: GNOMON. Supporting evidence includes similarity to: 4 mRNAs, 143 ESTs, 1 Protein	7.47	P	6.88	P	6.27	! MA	1.2	0.043	cytoplasmic
NM_009931_at	Col4a1	collagen, type IV, alpha 1	11.25	P	11.05	P	10.05	P	1.2	0.043	secreted
NM_019521_at	Gas6	growth arrest specific 6	6.58	P	6.14	P	5.37	! PA	1.2	0.043	secreted
NM_013888_at	Dnajc12	DnaJ (Hsp40) homolog, subfamily C, member 12	6.71	P	7.18	P	5.49	! MA	1.2	0.043	cytoplasmic
NM_025931_at	Rabl4	RAB, member of RAS oncogene family-like 4	8.73	P	7.92	P	7.54	P	1.2	0.043	cytoplasmic
NM_138601_at	D10Jhu81e	DNA segment, Chr 10, Johns Hopkins University 81 expressed	9.28	P	9.04	P	8.09	P	1.2	0.044	cytoplasmic
NM_177699_at	Fhod1	formin homology 2 domain containing 1	8.53	P	8.02	! PPM	7.36	A	1.2	0.044	cytoplasmic
NM_011894_at	Sh3bp5	SH3-domain binding protein 5 (BTK-associated)	7.09	P	6.87	P	5.91	! PA	1.2	0.044	cytoplasmic, secreted
XM_001479775_at	LOC100047944	Derived by automated computational analysis using gene prediction method: GNOMON. Supporting evidence includes similarity to: 9 mRNAs, 84 ESTs, 37 Proteins	8.79	P	8.54	P	7.61	P	1.2	0.044	cytoplasmic
NM_033079_at	D6Mm5e	DNA segment, Chr 6, Miriam Meisler 5, expressed	6.34	P	5.84	! PAA	5.15	! PA	1.2	0.044	cytoplasmic
NM_009365_at	Tgfb1i1	transforming growth factor beta 1 induced transcript 1	10.08	P	9.77	P	8.9	P	1.2	0.044	cytoplasmic
NM_001081205_at	Nipal1	NIPA-like domain containing 1	7.27	P	6.6	P	6.07	P	1.2	0.045	multipass
NM_028307_at	Tdrkh	tudor and KH domain containing protein	7.68	P	8.15	P	6.51	A	1.2	0.046	type II
NM_029494_at	Rab30	RAB30, member RAS oncogene family	6.81	P	6.13	! PAP	5.64	! PA	1.2	0.046	cytoplasmic
NM_027875_at	Syde1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	9.39	P	9.42	P	8.22	P	1.2	0.046	cytoplasmic
XM_001476728_at	LOC100046741	Derived by automated computational analysis using gene prediction method: GNOMON. Supporting evidence includes similarity to: 1 mRNA, 88 ESTs, 3 Proteins	8.85	P	8.27	P	7.68	P	1.2	0.046	cytoplasmic
NM_026740_at	Slc46a1	solute carrier family 46, member 1	6.85	P	6.6	P	5.69	P	1.2	0.046	multipass
XM_904152_at	LOC230628	Derived by automated computational analysis using gene prediction method: GNOMON. Supporting evidence includes similarity to: 16 ESTs, 1 Protein	6.44	A	7.16	! PAA	5.24	A	1.2	0.047	secreted
NM_010222_at	Fkbp7	FK506 binding protein 7	9.2	P	8.31	P	8.03	P	1.2	0.047	secreted
NM_139307_at	Vasn	vasorin	9.68	P	8.91	P	8.52	P	1.2	0.047	type I
NM_031877_at	Wasf1	WASP family 1	8.33	P	8.62	P	7.17	P	1.2	0.047	cytoplasmic
NM_011125_at	Pltp	phospholipid transfer protein	9.01	P	8.19	P	7.83	P	1.2	0.047	cytoplasmic, secreted
NM_028235_at	Ttc30b	tetratricopeptide repeat domain 30B	6.7	P	6.05	P	5.51	! PM	1.2	0.048	multipass
NM_027924_at	Pdgfd	platelet-derived growth factor, D polypeptide	7.37	P	8.04	P	6.19	P	1.2	0.05	secreted
NM_201529_at	Lmo7	LIM domain only 7	6.68	P	6.81	P	5.51	P	1.2	0.05	cytoplasmic
NM_013807_at	Plk3	polo-like kinase 3 (Drosophila)	7.05	! PMA	6.97	! PPA	5.9	A	1.2	0.05	cytoplasmic
