Ref Seq	Gene Symbol	Regulation	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene_assignment
ENST00000253680	HSH2D	down	3823583	-0.322928984	8.410287375	-2.791288104	0.011525887	0.265188523	-3.288564351	ENST00000253680 // HSH2D // hematopoietic SH2 domain containing // 19p13.11 // 84941 /// ENST00000397369 // HSH2D // hematopoietic SH2 domain containing // 19p13.11 // 84941 /// BC025237 // HSH2D // hematopoietic SH2 domain containing // 19p13.11 // 84941 /// ENST00000397372 // HSH2D // hematopoietic SH2 domain containing // 19p13.11 // 84941 /// AK131222 // HSH2D // hematopoietic SH2 domain containing // 19p13.11 // 84941
NM_173511	ALS2CR13	down	2523354	-0.189383707	7.15581477	-2.790888399	0.011535966	0.265188523	-3.289381809	NM_173511 // ALS2CR13 // amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13 // 2q33.1 // 150864 /// ENST00000303116 // ALS2CR13 // amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13 // 2q33.1 // 150864 /// BC106906 // ALS2CR13 // amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13 // 2q33.1 // 150864 /// ENST00000392238 // ALS2CR13 // amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13 // 2q33.1 // 150864 /// ENST00000261012 // ALS2CR13 // amyotrophic lateral sclerosis 2 (juvenile) chromosome region, candidate 13 // 2q33.1 // 150864
NM_018297	NGLY1	down	2666566	-0.222798864	9.319940502	-2.790263305	0.011551745	0.265188523	-3.290660127	NM_018297 // NGLY1 // N-glycanase 1 // 3p24.2 // 55768 /// ENST00000280700 // NGLY1 // N-glycanase 1 // 3p24.2 // 55768 /// BC007226 // NGLY1 // N-glycanase 1 // 3p24.2 // 55768 /// ENST00000308710 // NGLY1 // N-glycanase 1 // 3p24.2 // 55768 /// ENST00000396649 // NGLY1 // N-glycanase 1 // 3p24.2 // 55768 /// ENST00000280699 // NGLY1 // N-glycanase 1 // 3p24.2 // 55768
NM_006738	AKAP13	down	3606304	-0.188539838	9.467643426	-2.790223927	0.011552739	0.265188523	-3.290740651	NM_006738 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// NM_007200 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// NM_144767 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// NM_001444 // FABP5 // fatty acid binding protein 5 (psoriasis-associated) // 8q21.13 // 2171 /// ENST00000394518 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// ENST00000361243 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// AF406992 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// BC070303 // FABP5 // fatty acid binding protein 5 (psoriasis-associated) // 8q21.13 // 2171 /// ENST00000394516 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// ENST00000361695 // AKAP13 // A kinase (PRKA) anchor protein 13 // 15q24-q25 // 11214 /// ENST00000297258 // FABP5 // fatty acid binding protein 5 (psoriasis-associated) // 8q21.13 // 2171 /// ENST00000297258 // FABP5L7 // fatty acid binding protein 5-like 7 // 11q12.1 // 728641
NM_004810	GRAP2	down	3946095	-0.511576952	6.468782655	-2.7887245	0.011590676	0.265733288	-3.293806481	NM_004810 // GRAP2 // GRB2-related adaptor protein 2 // 22q13.2 // 9402 /// ENST00000344138 // GRAP2 // GRB2-related adaptor protein 2 // 22q13.2 // 9402 /// BC026002 // GRAP2 // GRB2-related adaptor protein 2 // 22q13.2 // 9402
NM_030978	ARPC5L	down	3188993	-0.18702069	9.855826946	-2.786690821	0.01164232	0.266550639	-3.297963592	NM_030978 // ARPC5L // actin related protein 2/3 complex, subunit 5-like // 9q33.3 // 81873 /// ENST00000353214 // ARPC5L // actin related protein 2/3 complex, subunit 5-like // 9q33.3 // 81873 /// ENST00000259477 // ARPC5L // actin related protein 2/3 complex, subunit 5-like // 9q33.3 // 81873 /// AK056174 // ARPC5L // actin related protein 2/3 complex, subunit 5-like // 9q33.3 // 81873
NM_016019	LUC7L2	up	3026988	0.117947896	10.45770052	2.786199763	0.011654823	0.266550639	-3.298967192	NM_016019 // LUC7L2 // LUC7-like 2 (S. cerevisiae) // 7q34 // 51631 /// ENST00000354926 // LUC7L2 // LUC7-like 2 (S. cerevisiae) // 7q34 // 51631 /// BC042625 // LUC7L2 // LUC7-like 2 (S. cerevisiae) // 7q34 // 51631 /// ENST00000263545 // LUC7L2 // LUC7-like 2 (S. cerevisiae) // 7q34 // 51631
NM_001956	EDN2	up	2408643	0.223543671	7.065400914	2.777339811	0.011882627	0.271428794	-3.317062121	NM_001956 // EDN2 // endothelin 2 // 1p34 // 1907 /// ENST00000372587 // EDN2 // endothelin 2 // 1p34 // 1907 /// M65199 // EDN2 // endothelin 2 // 1p34 // 1907
NM_138797	ANKRD54	down	3960246	-0.174377645	8.199394332	-2.774301291	0.011961728	0.27290244	-3.323262256	NM_138797 // ANKRD54 // ankyrin repeat domain 54 // 22q13.1 // 129138 /// ENST00000215941 // ANKRD54 // ankyrin repeat domain 54 // 22q13.1 // 129138 /// BC014641 // ANKRD54 // ankyrin repeat domain 54 // 22q13.1 // 129138
NM_001776	ENTPD1	down	3259253	-0.192795674	10.2911697	-2.771481256	0.012035591	0.274253144	-3.329014035	NM_001776 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// NM_001098175 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371207 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371203 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371205 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371206 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// AJ133133 // ENTPD1 // ectonucleoside triphosphate diphosphohydrolase 1 // 10q24 // 953 /// ENST00000371202 // LOC100127889 // hypothetical protein LOC100127889 // 10q23.33 // 100127889
NM_030912	TRIM8	down	3261820	-0.214986299	8.90320715	-2.770915093	0.012050472	0.274258193	-3.330168494	NM_030912 // TRIM8 // tripartite motif-containing 8 // 10q24.3 // 81603 /// ENST00000369896 // TRIM8 // tripartite motif-containing 8 // 10q24.3 // 81603 /// ENST00000302424 // TRIM8 // tripartite motif-containing 8 // 10q24.3 // 81603 /// AF281046 // TRIM8 // tripartite motif-containing 8 // 10q24.3 // 81603
NM_003128	SPTBN1	down	2482505	-0.251803287	9.457290291	-2.769199873	0.012095664	0.274952225	-3.333665382	NM_003128 // SPTBN1 // spectrin, beta, non-erythrocytic 1 // 2p21 // 6711 /// NM_178313 // SPTBN1 // spectrin, beta, non-erythrocytic 1 // 2p21 // 6711 /// ENST00000356805 // SPTBN1 // spectrin, beta, non-erythrocytic 1 // 2p21 // 6711 /// ENST00000333896 // SPTBN1 // spectrin, beta, non-erythrocytic 1 // 2p21 // 6711 /// AF327441 // SPTBN1 // spectrin, beta, non-erythrocytic 1 // 2p21 // 6711 /// ENST00000389980 // SPTBN1 // spectrin, beta, non-erythrocytic 1 // 2p21 // 6711
NM_015608	C10orf137	down	3269587	-0.322357755	8.792156951	-2.765569377	0.012191853	0.276802407	-3.341064029	NM_015608 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098 /// ENST00000337623 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098 /// BC026172 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098 /// ENST00000356792 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098 /// ENST00000392732 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098 /// ENST00000368815 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098 /// ENST00000368812 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098 /// ENST00000368813 // C10orf137 // chromosome 10 open reading frame 137 // 10q26.13-q26.2 // 26098
NM_003764	STX11	down	2929127	-0.270682219	7.986288764	-2.764000301	0.012233651	0.277414714	-3.344260414	NM_003764 // STX11 // syntaxin 11 // 6q24.2 // 8676 /// ENST00000367568 // STX11 // syntaxin 11 // 6q24.2 // 8676 /// BC033519 // STX11 // syntaxin 11 // 6q24.2 // 8676
NM_000889	ITGB7	down	3456049	-0.25115258	10.86996515	-2.762121088	0.01228389	0.278216734	-3.34808758	NM_000889 // ITGB7 // integrin, beta 7 // 12q13.13 // 3695 /// ENST00000267082 // ITGB7 // integrin, beta 7 // 12q13.13 // 3695 /// BC015916 // ITGB7 // integrin, beta 7 // 12q13.13 // 3695 /// ENST00000338737 // ITGB7 // integrin, beta 7 // 12q13.13 // 3695
NM_022904	FLJ21438	down	3853453	-0.256292349	9.662755317	-2.760563757	0.012325674	0.278340455	-3.351258376	NM_022904 // FLJ21438 // hypothetical protein FLJ21438 // 19p13.12 // 64926 /// BC030281 // FLJ21438 // hypothetical protein FLJ21438 // 19p13.12 // 64926 /// ENST00000343625 // FLJ21438 // hypothetical protein FLJ21438 // 19p13.12 // 64926 /// AK024488 // FLJ21438 // hypothetical protein FLJ21438 // 19p13.12 // 64926
NM_015089	PARC	up	2907754	0.186729684	7.941728588	2.760390883	0.012330321	0.278340455	-3.351610309	NM_015089 // PARC // p53-associated parkin-like cytoplasmic protein // 6p21.1 // 23113 /// ENST00000252050 // PARC // p53-associated parkin-like cytoplasmic protein // 6p21.1 // 23113 /// AY145132 // PARC // p53-associated parkin-like cytoplasmic protein // 6p21.1 // 23113 /// ENST00000354495 // PARC // p53-associated parkin-like cytoplasmic protein // 6p21.1 // 23113 /// ENST00000372647 // PARC // p53-associated parkin-like cytoplasmic protein // 6p21.1 // 23113 /// ENST00000354351 // PARC // p53-associated parkin-like cytoplasmic protein // 6p21.1 // 23113
NM_015900	PLA1A	up	2638077	0.346980991	9.772866185	2.760254503	0.012333987	0.278340455	-3.351887941	NM_015900 // PLA1A // phospholipase A1 member A // 3q13.13-q13.2 // 51365 /// ENST00000273371 // PLA1A // phospholipase A1 member A // 3q13.13-q13.2 // 51365 /// AF035268 // PLA1A // phospholipase A1 member A // 3q13.13-q13.2 // 51365
NM_198868	TBC1D9B	down	2890326	-0.162212404	8.316026952	-2.757173548	0.012417104	0.279878527	-3.358158388	NM_198868 // TBC1D9B // TBC1 domain family, member 9B (with GRAM domain) // 5q35.3 // 23061 /// NM_015043 // TBC1D9B // TBC1 domain family, member 9B (with GRAM domain) // 5q35.3 // 23061 /// ENST00000356834 // TBC1D9B // TBC1 domain family, member 9B (with GRAM domain) // 5q35.3 // 23061 /// ENST00000355235 // TBC1D9B // TBC1 domain family, member 9B (with GRAM domain) // 5q35.3 // 23061 /// ENST00000393390 // TBC1D9B // TBC1 domain family, member 9B (with GRAM domain) // 5q35.3 // 23061 /// BC129994 // TBC1D9B // TBC1 domain family, member 9B (with GRAM domain) // 5q35.3 // 23061 /// AK021734 // LOC153811 // hypothetical protein LOC153811 // 5q35.3 // 153811
NM_018144	SEC61A2	up	3235414	0.230472588	8.1148492	2.755437385	0.012464176	0.280601455	-3.361690572	NM_018144 // SEC61A2 // Sec61 alpha 2 subunit (S. cerevisiae) // 10p14 // 55176 /// ENST00000298428 // SEC61A2 // Sec61 alpha 2 subunit (S. cerevisiae) // 10p14 // 55176 /// ENST00000379033 // SEC61A2 // Sec61 alpha 2 subunit (S. cerevisiae) // 10p14 // 55176 /// ENST00000304267 // SEC61A2 // Sec61 alpha 2 subunit (S. cerevisiae) // 10p14 // 55176 /// ENST00000379041 // SEC61A2 // Sec61 alpha 2 subunit (S. cerevisiae) // 10p14 // 55176 /// AK057532 // SEC61A2 // Sec61 alpha 2 subunit (S. cerevisiae) // 10p14 // 55176
NR_000034	TMEM185B	up	2573232	0.141275482	9.782541684	2.754618111	0.012486448	0.280764994	-3.36335704	NR_000034 // TMEM185B // transmembrane protein 185B (pseudogene) // 2q14.2 // 79134 /// BC080607 // TMEM185B // transmembrane protein 185B (pseudogene) // 2q14.2 // 79134 /// ENST00000315425 // TMEM185B // transmembrane protein 185B (pseudogene) // 2q14.2 // 79134 /// AK090980 // LOC151146 // hypothetical protein LOC151146 // 2q14.2 // 151146
NM_001039570	KREMEN1	up	3941793	0.229901973	5.965244795	2.752938759	0.01253222	0.281238466	-3.366772319	NM_001039570 // KREMEN1 // kringle containing transmembrane protein 1 // 22q12.1 // 83999 /// NM_001039571 // KREMEN1 // kringle containing transmembrane protein 1 // 22q12.1 // 83999 /// ENST00000400338 // KREMEN1 // kringle containing transmembrane protein 1 // 22q12.1 // 83999 /// ENST00000400335 // KREMEN1 // kringle containing transmembrane protein 1 // 22q12.1 // 83999 /// ENST00000327813 // KREMEN1 // kringle containing transmembrane protein 1 // 22q12.1 // 83999 /// AK056425 // KREMEN1 // kringle containing transmembrane protein 1 // 22q12.1 // 83999
NM_001077268	ZFYVE19	up	3590129	0.149514138	8.043031062	2.752742827	0.012537571	0.281238466	-3.367170726	NM_001077268 // ZFYVE19 // zinc finger, FYVE domain containing 19 // 15q15.1 // 84936 /// ENST00000355341 // ZFYVE19 // zinc finger, FYVE domain containing 19 // 15q15.1 // 84936 /// ENST00000299173 // ZFYVE19 // zinc finger, FYVE domain containing 19 // 15q15.1 // 84936 /// ENST00000336455 // ZFYVE19 // zinc finger, FYVE domain containing 19 // 15q15.1 // 84936 /// AB209224 // ZFYVE19 // zinc finger, FYVE domain containing 19 // 15q15.1 // 84936
NM_007013	WWP1	up	3105777	0.297252588	8.797487824	2.751906538	0.012560434	0.281413889	-3.368871097	NM_007013 // WWP1 // WW domain containing E3 ubiquitin protein ligase 1 // 8q21 // 11059 /// ENST00000265428 // WWP1 // WW domain containing E3 ubiquitin protein ligase 1 // 8q21 // 11059 /// BC036065 // WWP1 // WW domain containing E3 ubiquitin protein ligase 1 // 8q21 // 11059 /// ENST00000341922 // WWP1 // WW domain containing E3 ubiquitin protein ligase 1 // 8q21 // 11059 /// ENST00000349423 // WWP1 // WW domain containing E3 ubiquitin protein ligase 1 // 8q21 // 11059
NM_000701	ATP1A1	up	2353477	0.146872831	11.7504473	2.740763462	0.012868889	0.287979868	-3.391506596	NM_000701 // ATP1A1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide // 1p21 // 476 /// NM_001001586 // ATP1A1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide // 1p21 // 476 /// ENST00000295598 // ATP1A1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide // 1p21 // 476 /// ENST00000339159 // ATP1A1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide // 1p21 // 476 /// ENST00000369494 // ATP1A1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide // 1p21 // 476 /// BC003077 // ATP1A1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide // 1p21 // 476 /// ENST00000369496 // ATP1A1 // ATPase, Na+/K+ transporting, alpha 1 polypeptide // 1p21 // 476
NM_022104	PCIF1	down	3887165	-0.150373284	8.251033683	-2.73963421	0.012900548	0.28834343	-3.393798316	NM_022104 // PCIF1 // PDX1 C-terminal inhibiting factor 1 // 20q13.12 // 63935 /// ENST00000372409 // PCIF1 // PDX1 C-terminal inhibiting factor 1 // 20q13.12 // 63935 /// AB050014 // PCIF1 // PDX1 C-terminal inhibiting factor 1 // 20q13.12 // 63935
NM_013368	SERTAD3	down	3862650	-0.23042029	7.280558805	-2.737025362	0.012973973	0.289475716	-3.399091206	NM_013368 // SERTAD3 // SERTA domain containing 3 // 19q13.2 // 29946 /// NM_203344 // SERTAD3 // SERTA domain containing 3 // 19q13.2 // 29946 /// ENST00000392028 // SERTAD3 // SERTA domain containing 3 // 19q13.2 // 29946 /// ENST00000322354 // SERTAD3 // SERTA domain containing 3 // 19q13.2 // 29946 /// AF192529 // SERTAD3 // SERTA domain containing 3 // 19q13.2 // 29946
NM_021727	FADS3	up	3375582	0.221188637	7.808250387	2.736706849	0.012982964	0.289475716	-3.399737264	NM_021727 // FADS3 // fatty acid desaturase 3 // 11q12-q13.1 // 3995 /// ENST00000278829 // FADS3 // fatty acid desaturase 3 // 11q12-q13.1 // 3995 /// ENST00000337189 // FADS3 // fatty acid desaturase 3 // 11q12-q13.1 // 3995 /// AB209356 // FADS3 // fatty acid desaturase 3 // 11q12-q13.1 // 3995
NM_152624	DCP2	down	2824354	-0.210368733	8.456237938	-2.736134381	0.01299914	0.289475716	-3.400898352	NM_152624 // DCP2 // DCP2 decapping enzyme homolog (S. cerevisiae) // 5q22.2 // 167227 /// ENST00000389063 // DCP2 // DCP2 decapping enzyme homolog (S. cerevisiae) // 5q22.2 // 167227 /// AY135173 // DCP2 // DCP2 decapping enzyme homolog (S. cerevisiae) // 5q22.2 // 167227 /// ENST00000389064 // DCP2 // DCP2 decapping enzyme homolog (S. cerevisiae) // 5q22.2 // 167227
NM_006676	USP20	up	3191176	0.132265368	7.546271237	2.735640878	0.0130131	0.289475716	-3.4018992	NM_006676 // USP20 // ubiquitin specific peptidase 20 // 9q34.11 // 10868 /// NM_001008563 // USP20 // ubiquitin specific peptidase 20 // 9q34.11 // 10868 /// NM_001110303 // USP20 // ubiquitin specific peptidase 20 // 9q34.11 // 10868 /// ENST00000315480 // USP20 // ubiquitin specific peptidase 20 // 9q34.11 // 10868 /// ENST00000358355 // USP20 // ubiquitin specific peptidase 20 // 9q34.11 // 10868 /// ENST00000372429 // USP20 // ubiquitin specific peptidase 20 // 9q34.11 // 10868 /// AY074877 // USP20 // ubiquitin specific peptidase 20 // 9q34.11 // 10868
NM_014630	ZNF592	down	3605832	-0.14677755	8.58974031	-2.734804175	0.013036801	0.289658519	-3.403595896	NM_014630 // ZNF592 // zinc finger protein 592 // 15q25.3 // 9640 /// ENST00000299927 // ZNF592 // zinc finger protein 592 // 15q25.3 // 9640 /// D86966 // ZNF592 // zinc finger protein 592 // 15q25.3 // 9640
NM_080881	DBN1	down	2888800	-0.174228725	7.992717169	-2.733961896	0.013060701	0.289845315	-3.405303673	NM_080881 // DBN1 // drebrin 1 // 5q35.3 // 1627 /// NM_004395 // DBN1 // drebrin 1 // 5q35.3 // 1627 /// ENST00000292385 // DBN1 // drebrin 1 // 5q35.3 // 1627 /// ENST00000309007 // DBN1 // drebrin 1 // 5q35.3 // 1627 /// ENST00000393563 // DBN1 // drebrin 1 // 5q35.3 // 1627 /// AL110225 // DBN1 // drebrin 1 // 5q35.3 // 1627
NM_017641	KIF21A	up	3450775	0.240263436	8.48928366	2.728511643	0.013216369	0.292952411	-3.416348964	NM_017641 // KIF21A // kinesin family member 21A // 12q12 // 55605 /// ENST00000361961 // KIF21A // kinesin family member 21A // 12q12 // 55605 /// AB290166 // KIF21A // kinesin family member 21A // 12q12 // 55605 /// ENST00000361418 // KIF21A // kinesin family member 21A // 12q12 // 55605 /// ENST00000395670 // KIF21A // kinesin family member 21A // 12q12 // 55605 /// ENST00000341813 // KIF21A // kinesin family member 21A // 12q12 // 55605
NM_002232	KCNA3	down	2427619	-0.666890096	6.786892556	-2.727387724	0.013248689	0.293204004	-3.418625478	NM_002232 // KCNA3 // potassium voltage-gated channel, shaker-related subfamily, member 3 // 1p13.3 // 3738 /// ENST00000369769 // KCNA3 // potassium voltage-gated channel, shaker-related subfamily, member 3 // 1p13.3 // 3738 /// M85217 // KCNA3 // potassium voltage-gated channel, shaker-related subfamily, member 3 // 1p13.3 // 3738
NM_207396	RNF207	up	2318170	0.166792533	7.714593791	2.726772966	0.013266399	0.293204004	-3.419870508	NM_207396 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// ENST00000377939 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// ENST00000377948 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// ENST00000377956 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// ENST00000289214 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// AK056658 // RNF207 // ring finger protein 207 // 1p36.31 // 388591 /// AK128450 // LOC100128518 // hypothetical protein LOC100128518 // 1p36.31 // 100128518
NM_012383	OSTF1	down	3175119	-0.177542446	10.21819913	-2.726483803	0.013274738	0.293204004	-3.42045609	NM_012383 // OSTF1 // osteoclast stimulating factor 1 // 9q13-q21.2 // 26578 /// ENST00000346234 // OSTF1 // osteoclast stimulating factor 1 // 9q13-q21.2 // 26578 /// AK291511 // OSTF1 // osteoclast stimulating factor 1 // 9q13-q21.2 // 26578
NM_001098491	ZNF419	up	3843275	0.160377788	7.261679693	2.725210758	0.013311506	0.293669398	-3.423033801	NM_001098491 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// NM_024691 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// NM_001098492 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// NM_001098493 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// NM_001098494 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// NM_001098495 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// NM_001098496 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// NM_001023561 // ZNF749 // zinc finger protein 749 // 19q13.43 // 388567 /// ENST00000221735 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// ENST00000347466 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// BC008297 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744 /// ENST00000284020 // ZNF419 // zinc finger protein 419 // 19q13.43 // 79744
NM_181078	IL21R	up	3654227	0.186918329	9.857101332	2.72348128	0.013361612	0.294427607	-3.426534884	NM_181078 // IL21R // interleukin 21 receptor // 16p11 // 50615 /// NM_021798 // IL21R // interleukin 21 receptor // 16p11 // 50615 /// NM_181079 // IL21R // interleukin 21 receptor // 16p11 // 50615 /// ENST00000337929 // IL21R // interleukin 21 receptor // 16p11 // 50615 /// ENST00000395754 // IL21R // interleukin 21 receptor // 16p11 // 50615 /// ENST00000395755 // IL21R // interleukin 21 receptor // 16p11 // 50615 /// BC004348 // IL21R // interleukin 21 receptor // 16p11 // 50615
NM_130398	EXO1	up	2388219	0.285179201	9.194330491	2.721846443	0.013409142	0.295074451	-3.429843496	NM_130398 // EXO1 // exonuclease 1 // 1q42-q43 // 9156 /// NM_006027 // EXO1 // exonuclease 1 // 1q42-q43 // 9156 /// NM_003686 // EXO1 // exonuclease 1 // 1q42-q43 // 9156 /// ENST00000366548 // EXO1 // exonuclease 1 // 1q42-q43 // 9156 /// ENST00000348581 // EXO1 // exonuclease 1 // 1q42-q43 // 9156 /// ENST00000391848 // EXO1 // exonuclease 1 // 1q42-q43 // 9156 /// BC007491 // EXO1 // exonuclease 1 // 1q42-q43 // 9156 /// ENST00000366547 // EXO1 // exonuclease 1 // 1q42-q43 // 9156
NM_014860	SUPT7L	up	2546008	0.181337436	8.888531003	2.721387541	0.013422512	0.295074451	-3.430772074	NM_014860 // SUPT7L // suppressor of Ty 7 (S. cerevisiae)-like // 2pter-p25.1 // 9913 /// ENST00000337768 // SUPT7L // suppressor of Ty 7 (S. cerevisiae)-like // 2pter-p25.1 // 9913 /// AF224759 // SUPT7L // suppressor of Ty 7 (S. cerevisiae)-like // 2pter-p25.1 // 9913
NM_001085458	CTNND1	up	3331487	0.28832883	9.366564285	2.720769252	0.013440547	0.295124118	-3.432023063	NM_001085458 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085459 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001331 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085461 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085460 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085462 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085467 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085463 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085464 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085466 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085468 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085465 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_001085469 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// NM_015959 // TXNDC14 // thioredoxin domain containing 14 // 11cen-q22.3 // 51075 /// ENST00000399050 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// ENST00000360682 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// ENST00000278422 // TXNDC14 // thioredoxin domain containing 14 // 11cen-q22.3 // 51075 /// AF062328 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// AF132965 // TXNDC14 // thioredoxin domain containing 14 // 11cen-q22.3 // 51075 /// ENST00000361332 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// ENST00000361796 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// ENST00000361391 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// ENST00000358694 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// ENST00000399039 // CTNND1 // catenin (cadherin-associated protein), delta 1 // 11q11 // 1500 /// ENST00000319399 // TXNDC14 // thioredoxin domain containing 14 // 11cen-q22.3 // 51075 /// ENST00000378312 // TXNDC14 // thioredoxin domain containing 14 // 11cen-q22.3 // 51075
NM_007122	USF1	down	2440523	-0.221495681	8.552041937	-2.718917159	0.013494708	0.295965992	-3.435769677	NM_007122 // USF1 // upstream transcription factor 1 // 1q22-q23 // 7391 /// NM_207005 // USF1 // upstream transcription factor 1 // 1q22-q23 // 7391 /// ENST00000368021 // USF1 // upstream transcription factor 1 // 1q22-q23 // 7391 /// ENST00000368020 // USF1 // upstream transcription factor 1 // 1q22-q23 // 7391 /// ENST00000368019 // USF1 // upstream transcription factor 1 // 1q22-q23 // 7391 /// AL832119 // USF1 // upstream transcription factor 1 // 1q22-q23 // 7391
