ProbeUID	ProbeName	GeneName	SystematicName	Description	AverageLog	Average P-value
10556	A_68_P20193899	Gulp1	chr1:044492659-044492718	PROMOTER	0.96590424	2.61E-13
132829	A_68_P29513201	Btd	chr14:030472732-030472791	INSIDE	0.862572489	2.74E-13
170652	A_68_P32130509	Chuk	chr19:044165401-044165453	PROMOTER	0.895370025	2.75E-13
172439	A_68_P32241175	Gata1	chrX:007124069-007124124	INSIDE	0.823133978	2.77E-13
38784	A_68_P30572260	Ube2l3	chr16:017064904-017064958	DOWNSTREAM	0.754457262	2.79E-13
53969	A_68_P25095582	Grin2d-Kdelr1	chr7:045739435-045739480	DIVERGENT_PROMOTER	0.762416398	2.93E-13
190453	A_68_P32289005	Rgn	chrX:019704724-019704783	PROMOTER	0.75392444	2.96E-13
116694	A_68_P29649844	Ebpl	chr14:060314772-060314828	PROMOTER	0.775729335	3.01E-13
86345	A_68_P30507825	Dnase1	chr16:003947662-003947717	PROMOTER	0.792086439	3.25E-13
237435	A_68_P23440905	Mxra8	chr4:154683786-154683838	INSIDE	0.805552235	3.26E-13
158093	A_68_P31789939	Gnal	chr18:067214904-067214953	INSIDE	0.919050241	3.35E-13
150512	A_68_P28547072	Kcnh5	chr12:076094472-076094531	INSIDE	0.756327394	3.40E-13
48582	A_68_P27918655	Olfr397	chr11:073779494-073779553	PROMOTER	0.796390311	3.47E-13
71743	A_68_P26886369	Cyp8b1	chr9:121767380-121767439	PROMOTER	0.807342216	3.51E-13
61862	A_68_P23917048	Fgf5	chr5:098496669-098496726	INSIDE	0.88225321	3.52E-13
192295	A_68_P30788355	Col8a1	chr16:057677907-057677966	PROMOTER	0.91838599	3.57E-13
66231	A_68_P21007453	Il15ra	chr2:011623247-011623299	PROMOTER	0.766551746	3.60E-13
119676	A_68_P28054319	Fbxl20	chr11:097899972-097900026	INSIDE	0.855929215	3.64E-13
216281	A_68_P32553109	Stard8	chrX:095241154-095241208	PROMOTER	0.819374583	3.67E-13
179819	A_68_P28882233	Hist1h3e	chr13:023571740-023571799	PROMOTER	0.799312335	3.90E-13
17570	A_68_P30658275	Slc12a8	chr16:033432644-033432692	PROMOTER	0.78217084	3.95E-13
66705	A_68_P25583537	Olfr530	chr7:140225280-140225335	PROMOTER	0.790784112	3.95E-13
114074	A_68_P29959659	Tm9sf2	chr14:121240829-121240883	PROMOTER	0.769106959	4.12E-13
52553	A_68_P24603577	Emx1	chr6:085155616-085155663	INSIDE	0.882362647	4.45E-13
3533	A_68_P24774345	Plxnd1	chr6:115964898-115964952	PROMOTER	0.93388961	4.60E-13
128623	A_68_P26350516	Elof1	chr9:021864531-021864588	INSIDE	0.75144801	4.60E-13
83807	A_68_P23993068	Sez6l	chr5:112818979-112819033	PROMOTER	0.788298167	4.61E-13
184376	A_68_P28066783	Krt14	chr11:100025223-100025272	PROMOTER	1.068911517	4.83E-13
113059	A_68_P24324875	Rbm28	chr6:029104994-029105041	INSIDE	0.771176035	4.90E-13
187805	A_68_P25960293	Ap1m1	chr8:075169634-075169692	INSIDE	0.82294721	4.99E-13
208946	A_68_P29080118	Agtpbp1	chr13:059552702-059552754	INSIDE	1.399254866	5.03E-13
208823	A_68_P24299376	Tas2r118	chr6:023921741-023921795	PROMOTER	1.011596386	5.19E-13
215785	A_68_P21818564	Wfdc2	chr2:164253573-164253626	PROMOTER	0.955437193	5.28E-13
207672	A_68_P30213276	Eif3s3	chr15:051693767-051693826	INSIDE	0.757295291	5.29E-13
84844	A_68_P20745880	Ralgps2	chr1:158778014-158778073	PROMOTER	0.779502949	5.31E-13
6701	A_68_P23570399	Il6	chr5:030344532-030344586	INSIDE	0.799840924	5.38E-13
216716	A_68_P24396733	Tas2r139	chr6:042072166-042072225	DOWNSTREAM	0.879334532	5.39E-13
131124	A_68_P32227611	Sfxn4	chr19:060918549-060918608	PROMOTER	0.903324632	5.64E-13
44108	A_68_P21873471	Npepl1	chr2:173753473-173753517	INSIDE	0.748738351	5.67E-13
158045	A_68_P31934042	Men1	chr19:006336469-006336528	INSIDE	0.771400048	5.74E-13
198215	A_68_P28730643	Wars	chr12:109346967-109347026	PROMOTER	0.863600469	6.05E-13
231114	A_68_P24624553	Podxl2	chr6:088812887-088812946	INSIDE	0.784743312	6.21E-13
86151	A_68_P25644696	Tmem28	chr8:009770263-009770321	INSIDE	0.767138784	6.28E-13
170621	A_68_P21483580	Cat	chr2:103286036-103286080	PROMOTER	0.825027049	6.39E-13
238541	A_68_P21400074	Olfr1028	chr2:085746439-085746498	PROMOTER	0.753062864	6.41E-13
197771	A_68_P22400966	Chi3l3	chr3:106298660-106298717	PROMOTER	0.823411512	6.44E-13
50300	A_68_P24882360	Mgst1	chr6:138105303-138105362	INSIDE	0.88416981	6.47E-13
112629	A_68_P25391252	Olfr686	chr7:105077612-105077669	INSIDE	0.780619584	6.54E-13
130689	A_68_P28871058	Olfr1370	chr13:021078583-021078642	DOWNSTREAM	0.947440816	6.60E-13
89150	A_68_P20335902	Tmem169	chr1:072219122-072219181	INSIDE	0.816580407	6.61E-13
70144	A_68_P26349578	BC010787	chr9:021677568-021677623	INSIDE	0.755507343	6.61E-13
57459	A_68_P31955585	Ms4a7	chr19:011401539-011401598	INSIDE	0.872933003	6.67E-13
77767	A_68_P28248081	Ddx1	chr12:013275301-013275356	PROMOTER	0.755089113	6.72E-13
114437	A_68_P24879630	Eps8	chr6:137617517-137617573	PROMOTER	0.760271544	6.85E-13
22900	A_68_P26756460	Clstn2	chr9:097845380-097845439	PROMOTER	0.787339295	6.92E-13
237091	A_68_P31791344	Cidea	chr18:067466920-067466979	PROMOTER	0.787815079	7.02E-13
92022	A_68_P30229372	Enpp2	chr15:054754182-054754241	PROMOTER	0.898882832	7.02E-13
3718	A_68_P26203073	Plcg2	chr8:120379370-120379417	PROMOTER	0.795000319	7.06E-13
36743	A_68_P32470777	Mpp1	chrX:071383083-071383142	INSIDE	0.942791464	7.07E-13
90388	A_68_P23966388	Brdt	chr5:107571197-107571256	PROMOTER	0.768653621	7.14E-13
99518	A_68_P22342454	Tnfaip8l2	chr3:095226803-095226862	INSIDE	0.896336238	7.24E-13
109534	A_68_P20819695	Hsd17b7	chr1:171809108-171809167	PROMOTER	0.963137283	7.41E-13
151066	A_68_P32721216	Lhfpl1	chrX:140593104-140593156	INSIDE	0.748906059	7.72E-13
157712	A_68_P21615842	Bub1	chr2:127521164-127521223	INSIDE	0.793573832	7.73E-13
112986	A_68_P26803399	Abhd14a	chr9:106301989-106302039	INSIDE	0.798284256	7.73E-13
12038	A_68_P25922751	Tll1	chr8:067096129-067096188	INSIDE	1.010955123	7.92E-13
99392	A_68_P23314127	BC013712	chr4:132069981-132070039	PROMOTER	0.958208347	7.94E-13
82551	A_68_P27104604	Atg5	chr10:043958215-043958274	INSIDE	0.829131059	8.55E-13
219974	A_68_P21115133	Lcn2-Ptges2	chr2:032214356-032214407	DIVERGENT_PROMOTER	0.764281594	8.65E-13
142319	A_68_P28190425	BC032265	chr11:121238257-121238316	INSIDE	0.753052507	8.66E-13
135555	A_68_P20630352	Prelp	chr1:135741337-135741396	PROMOTER	1.003907599	8.68E-13
177606	A_68_P31663349	Spink3	chr18:043865477-043865536	PROMOTER	0.905209055	8.78E-13
189579	A_68_P30978876	Cldn14	chr16:093897818-093897877	PROMOTER	0.784214623	9.08E-13
11305	A_68_P29619780	Ltb4r1	chr14:054719252-054719310	PROMOTER	0.759038145	9.16E-13
202234	A_68_P21283770	Grb14	chr2:064821690-064821741	INSIDE	0.85278734	9.18E-13
232404	A_68_P30294148	Sla	chr15:066645126-066645185	PROMOTER	0.773135697	9.35E-13
151145	A_68_P30475242	Ccnt1	chr15:098397088-098397147	PROMOTER	0.754459957	9.46E-13
164579	A_68_P28518518	Nin	chr12:071029323-071029379	INSIDE	0.889454061	9.74E-13
177196	A_68_P26820666	Camp	chr9:109706154-109706199	INSIDE	0.788752419	1.08E-12
237840	A_68_P23567831	Hlxb9	chr5:029814446-029814505	PROMOTER	0.851205402	1.09E-12
239724	A_68_P28880581	V1rh16	chr13:023244176-023244232	PROMOTER	0.844753871	1.09E-12
127949	A_68_P20567344	Htr5b	chr1:123357349-123357402	PROMOTER	0.845055242	1.10E-12
217826	A_68_P27466127	Trhde	chr10:114204916-114204965	INSIDE	0.752756681	1.14E-12
84427	A_68_P32388187	Cxx1a	chrX:049840323-049840382	PROMOTER	0.942911134	1.16E-12
165254	A_68_P30006037	Il7r	chr15:009477528-009477587	PROMOTER	0.963635051	1.17E-12
195539	A_68_P29730839	Kctd4	chr14:074683937-074683996	PROMOTER	0.953926339	1.17E-12
164501	A_68_P26744240	AI427122	chr9:095657479-095657538	PROMOTER	0.95295869	1.17E-12
178714	A_68_P25637645	Efnb2	chr8:008663623-008663682	PROMOTER	0.788848154	1.23E-12
71072	A_68_P20742463	Nphs2	chr1:158142094-158142153	PROMOTER	0.920808829	1.30E-12
118841	A_68_P30999101	Mx1	chr16:097573055-097573109	PROMOTER	0.812539454	1.30E-12
143921	A_68_P22694592	Rps20	chr4:003763787-003763846	PROMOTER	0.783899427	1.31E-12
173695	A_68_P30963204	Ifnar1	chr16:091375519-091375578	INSIDE	0.90933126	1.34E-12
51443	A_68_P25420930	Galntl4	chr7:111576542-111576596	PROMOTER	0.767433788	1.44E-12
224552	A_68_P32467339	Atp6ap1	chrX:070550458-070550509	INSIDE	0.779947464	1.53E-12
90720	A_68_P25426500	Tead1	chr7:112548429-112548478	INSIDE	0.783081082	1.59E-12
193725	A_68_P25244601	EG244071	chr7:076286633-076286692	INSIDE	0.768514254	1.61E-12
16579	A_68_P27917308	Olfr382	chr11:073332681-073332740	INSIDE	0.963289238	1.62E-12
100352	A_68_P26023042	Hook2	chr8:087879453-087879508	PROMOTER	0.784190695	1.64E-12
88940	A_68_P31121141	Def6	chr17:027937044-027937094	INSIDE	0.90208144	1.64E-12
5490	A_68_P26322129	Josd3	chr9:015058207-015058266	INSIDE	0.803421138	1.68E-12
237014	A_68_P22647413	Ptgfr	chr3:151773322-151773381	INSIDE	0.841213377	1.70E-12
180828	A_68_P29701951	Reep4	chr14:069279732-069279783	PROMOTER	0.771765546	1.72E-12
81522	A_68_P28071207	Ptrf	chr11:100784973-100785028	INSIDE	0.786414306	1.77E-12
96165	A_68_P31473610	Epc1	chr18:006494491-006494550	PROMOTER	0.821274611	1.77E-12
127711	A_68_P27558682	OTTMUSG00000005065	chr11:004527577-004527636	INSIDE	0.912420942	1.90E-12
18057	A_68_P28538309	Prkch	chr12:074502623-074502676	PROMOTER	0.750426175	1.91E-12
169131	A_68_P24537497	Jmjd1a	chr6:071567860-071567919	PROMOTER	0.930184809	1.92E-12
132079	A_68_P29054310	Rab24	chr13:055329757-055329806	INSIDE	0.866944985	1.96E-12
101318	A_68_P26976016	Nhsl1	chr10:018214829-018214875	INSIDE	0.943005446	2.01E-12
202817	A_68_P22767944	Ggh	chr4:020163353-020163411	PROMOTER	1.099860068	2.03E-12
232275	A_68_P21819270	Spint4	chr2:164389849-164389905	INSIDE	0.778554211	2.17E-12
140346	A_68_P27005228	Rps12	chr10:023477869-023477928	PROMOTER	1.177610044	2.23E-12
233545	A_68_P24400278	Olfr450	chr6:042746689-042746748	PROMOTER	1.010966916	2.32E-12
50968	A_68_P30795087	Olfr204	chr16:059258956-059259015	PROMOTER	0.789834033	2.45E-12
119369	A_68_P26915920	Plekhg1	chr10:006473363-006473417	INSIDE	0.89928653	2.60E-12
101717	A_68_P26648638	Hcrtr2	chr9:076111868-076111927	PROMOTER	0.766240105	2.62E-12
120881	A_68_P23798797	Sgcb	chr5:073926943-073926991	PROMOTER	0.820018511	2.63E-12
221668	A_68_P31128443	Tbc1d22b	chr17:029276169-029276228	PROMOTER	0.864807451	2.63E-12
229901	A_68_P30725564	Btla	chr16:045138805-045138864	PROMOTER	0.961878583	2.69E-12
79991	A_68_P23615086	Stk32b	chr5:038004782-038004833	INSIDE	0.801931876	2.94E-12
101212	A_68_P31098030	Pkd1	chr17:024279703-024279760	INSIDE	0.967869889	2.95E-12
214298	A_68_P23506442	Sema3c	chr5:017088212-017088271	INSIDE	0.824120135	3.06E-12
221986	A_68_P23091486	C87499	chr4:088108799-088108858	PROMOTER	1.385455089	3.17E-12
36799	A_68_P29621264	Mcpt4	chr14:055015179-055015229	INSIDE	1.063018036	3.27E-12
171407	A_68_P20170231	Il1r1	chr1:040170139-040170198	INSIDE	0.821015909	3.30E-12
77947	A_68_P21911122	Dnajc5	chr2:181451461-181451520	INSIDE	0.804371246	3.44E-12
128660	A_68_P31537145	Dsc3	chr18:020150362-020150420	PROMOTER	0.856064723	3.48E-12
78820	A_68_P24966290	Zik1	chr7:009371329-009371388	PROMOTER	0.797015818	3.54E-12
121774	A_68_P22341474	Rfx5	chr3:095042423-095042482	INSIDE	1.064642403	3.71E-12
102530	A_68_P24023699	Fbxo21	chr5:118234806-118234865	PROMOTER	0.807348119	3.87E-12
210340	A_68_P29528336	Ppyr1	chr14:032981180-032981235	INSIDE	0.762699143	3.89E-12
43883	A_68_P23308786	Mecr	chr4:131140696-131140755	DOWNSTREAM	1.012109356	3.91E-12
102954	A_68_P25952102	Klhl26	chr8:073407621-073407680	PROMOTER	0.889263896	3.99E-12
52530	A_68_P20972057	Ccdc3	chr2:005055733-005055792	INSIDE	0.918294109	4.25E-12
137328	A_68_P30058752	Acot10	chr15:020610541-020610600	INSIDE	0.830059732	4.30E-12
217856	A_68_P32099759	Pde6c	chr19:038198529-038198583	INSIDE	0.829563661	4.33E-12
68010	A_68_P31929972	Sipa1	chr19:005661756-005661812	INSIDE	0.848697664	4.35E-12
161010	A_68_P23175447	C8a	chr4:104376682-104376741	PROMOTER	0.907694385	4.35E-12
112355	A_68_P31921509	Rps6kb2	chr19:004166487-004166537	PROMOTER	0.814801631	4.55E-12
91930	A_68_P26526541	Idh3a	chr9:054381310-054381369	PROMOTER	0.779738763	4.57E-12
31167	A_68_P31661267	Dpysl3	chr18:043522363-043522422	PROMOTER	0.815394805	4.60E-12
212554	A_68_P27943723	Og9x	chr11:078319446-078319499	PROMOTER	0.755853438	4.90E-12
130447	A_68_P20778502	Vamp4	chr1:164408494-164408553	INSIDE	0.969807972	5.11E-12
54969	A_68_P22694745	Mos	chr4:003799736-003799791	PROMOTER	0.753133326	5.12E-12
233975	A_68_P31106114	Narfl	chr17:025496759-025496813	PROMOTER	0.825035185	5.13E-12
80321	A_68_P27804840	Shroom1	chr11:053296163-053296219	PROMOTER	0.754199834	5.14E-12
162631	A_68_P28902246	Prlpc1	chr13:027445351-027445410	INSIDE	1.13986925	5.16E-12
172491	A_68_P32185193	Pdcd4	chr19:053953434-053953493	INSIDE	0.93422016	5.25E-12
211511	A_68_P21940357	Fabp5	chr3:009992076-009992131	PROMOTER	0.808824978	5.32E-12
32818	A_68_P24020333	Rfc5	chr5:117649732-117649782	INSIDE	0.925432051	5.53E-12
145303	A_68_P25505005	Itgal	chr7:127089621-127089680	INSIDE	0.750358694	5.62E-12
70203	A_68_P30506397	Zfp263	chr16:003657348-003657407	PROMOTER	0.757127434	5.71E-12
161706	A_68_P29054786	Slc34a1	chr13:055409005-055409056	PROMOTER	0.884090485	5.86E-12
9082	A_68_P24971933	Zfp551	chr7:011328986-011329041	PROMOTER	0.916229225	5.89E-12
22488	A_68_P31462767	Map3k8	chr18:004354222-004354281	PROMOTER	0.964311651	5.92E-12
238520	A_68_P31502469	Cabyr	chr18:012885102-012885161	INSIDE	0.786814436	6.01E-12
120231	A_68_P27996752	Epx	chr11:087692332-087692376	PROMOTER	0.761301072	6.04E-12
126643	A_68_P29157495	Ankrd32	chr13:077553093-077553152	INSIDE	1.021385933	6.17E-12
23135	A_68_P25372582	Stard10	chr7:101191625-101191678	PROMOTER	0.763854114	6.19E-12
27004	A_68_P21071583	Dpp7	chr2:025176379-025176430	INSIDE	0.77040455	6.32E-12
29935	A_68_P31752314	Myoz3	chr18:060720252-060720308	PROMOTER	0.799674418	6.33E-12
78689	A_68_P25926122	Klhl2	chr8:067781874-067781933	PROMOTER	0.845946837	6.33E-12
93657	A_68_P28326638	Tmem18	chr12:031167948-031168001	PROMOTER	0.772312167	6.37E-12
141059	A_68_P26397727	Adamts8	chr9:030687056-030687115	PROMOTER	0.75356038	6.50E-12
148577	A_68_P29700867	Slc39a14	chr14:069088692-069088751	PROMOTER	0.891418964	6.62E-12
69230	A_68_P31188386	Gpr110	chr17:042735047-042735106	PROMOTER	1.033828769	6.84E-12
143687	A_68_P30784301	Tomm70a	chr16:057045008-057045067	INSIDE	0.861005135	6.87E-12
83617	A_68_P27080363	Rev3l	chr10:039424012-039424071	INSIDE	0.865395383	6.94E-12
190	A_68_P25405539	Tub	chr7:108799369-108799428	PROMOTER	1.023110371	7.04E-12
92973	A_68_P26657810	Gcm1	chr9:077834475-077834534	PROMOTER	0.974930977	7.20E-12
116901	A_68_P29561447	Sftpa1	chr14:040037356-040037411	PROMOTER	0.895142558	7.38E-12
212955	A_68_P32119277	Marveld1	chr19:042199459-042199518	PROMOTER	0.773857549	7.45E-12
206922	A_68_P24637122	Hdac11	chr6:091122559-091122606	INSIDE	1.115421078	7.57E-12
200579	A_68_P27972090	Ccl5	chr11:083348372-083348430	PROMOTER	0.836336763	7.67E-12
162520	A_68_P27446097	Csrp2	chr10:110321605-110321664	PROMOTER	0.892640135	7.78E-12
202442	A_68_P21761444	Pxmp4-Zfp341	chr2:154304623-154304668	DIVERGENT_PROMOTER	0.80937783	7.90E-12
115075	A_68_P22180909	P2ry1	chr3:061088109-061088167	PROMOTER	0.865295865	8.02E-12
9885	A_68_P29600624	Ear14	chr14:050126492-050126551	DOWNSTREAM	0.760986388	8.13E-12
124080	A_68_P31041987	Park2	chr17:010688438-010688497	INSIDE	0.765031901	8.32E-12
125846	A_68_P32470510	Gab3	chrX:071338105-071338164	PROMOTER	0.860822035	8.42E-12
14844	A_68_P27624019	Meis1	chr11:018922300-018922359	PROMOTER	0.807134998	8.76E-12
147361	A_68_P25663111	Tubgcp3	chr8:012677398-012677457	PROMOTER	1.075427633	8.85E-12
200360	A_68_P31965285	Olfr1489	chr19:013701418-013701477	DOWNSTREAM	0.748054374	9.19E-12
196621	A_68_P25588215	Tmem80	chr7:141185381-141185433	INSIDE	0.851515348	9.75E-12
154449	A_68_P26906074	Vip	chr10:004712079-004712138	PROMOTER	0.783787178	9.76E-12
206055	A_68_P27475770	Kcnmb4	chr10:115875990-115876049	INSIDE	0.797852712	9.77E-12
34731	A_68_P29597142	Tlr11	chr14:049280135-049280194	PROMOTER	0.815280075	9.93E-12
179637	A_68_P32368414	Cova1	chrX:045536571-045536630	PROMOTER	0.939323216	1.02E-11
134242	A_68_P22970060	AI597013	chr4:062862986-062863045	INSIDE	0.911101168	1.04E-11
66356	A_68_P21139936	Olfr348	chr2:036605681-036605740	PROMOTER	1.01397432	1.06E-11
153021	A_68_P26892119	Zfp105	chr9:122773774-122773831	INSIDE	0.852200216	1.08E-11
3598	A_68_P26714877	Rasgrf1	chr9:089704753-089704812	PROMOTER	0.807016515	1.11E-11
73562	A_68_P24617785	AB041550	chr6:087692243-087692302	PROMOTER	0.9720306	1.13E-11
20450	A_68_P23230637	Tesk2	chr4:116220557-116220616	INSIDE	0.751026698	1.13E-11
120149	A_68_P30811326	Arl13b-Pros1	chr16:062790869-062790928	DIVERGENT_PROMOTER	0.849449376	1.15E-11
39225	A_68_P32346688	Odz1	chrX:039520349-039520408	PROMOTER	0.786452658	1.16E-11
152310	A_68_P25094062	Fut1	chr7:045487775-045487830	INSIDE	0.751340529	1.19E-11
225831	A_68_P30986143	Kcnj15	chr16:095367923-095367979	INSIDE	0.85956046	1.20E-11
67872	A_68_P29515529	Dph3-Oxnad1	chr14:030914858-030914908	DIVERGENT_PROMOTER	0.820846485	1.24E-11
22882	A_68_P29302875	Kif2a	chr13:108141371-108141430	INSIDE	0.774306957	1.32E-11
161499	A_68_P22905430	Baat	chr4:049525313-049525372	INSIDE	0.963553082	1.33E-11
6183	A_68_P21611749	Ncaph	chr2:126823196-126823255	INSIDE	0.787969734	1.40E-11
45314	A_68_P30578518	Zdhhc8	chr16:018151544-018151603	PROMOTER	0.919728075	1.59E-11
92279	A_68_P25194956	Lrrc28	chr7:067518142-067518201	INSIDE	0.779154791	1.60E-11
40713	A_68_P25948068	Atp13a1	chr8:072734867-072734918	INSIDE	0.915989108	1.63E-11
186712	A_68_P32069119	Tmem23	chr19:032312099-032312158	INSIDE	1.011816439	1.64E-11
157485	A_68_P25495197	Il4ra	chr7:125343763-125343813	INSIDE	0.797882542	1.65E-11
33622	A_68_P27296949	Slc41a2	chr10:082766408-082766467	INSIDE	0.844556489	1.70E-11
102423	A_68_P28314947	Tssc1	chr12:029338889-029338943	INSIDE	0.756434422	1.72E-11
24289	A_68_P30795161	Olfr206	chr16:059286166-059286225	DOWNSTREAM	0.789154934	1.79E-11
201950	A_68_P24437064	Dfna5h	chr6:050194324-050194381	PROMOTER	0.778055589	1.82E-11
171589	A_68_P31056435	Tcte2	chr17:013503209-013503267	PROMOTER	0.979781703	1.84E-11
131219	A_68_P28036772	Dlx3	chr11:094936657-094936701	INSIDE	0.848633648	1.86E-11
197304	A_68_P23610092	Ppp2r2c	chr5:037157630-037157680	INSIDE	0.93162411	1.89E-11
180280	A_68_P25879797	Spata4	chr8:056098759-056098818	PROMOTER	0.759665132	1.93E-11
173739	A_68_P25414343	Adm	chr7:110417727-110417778	PROMOTER	0.754931073	1.94E-11
46411	A_68_P30398214	Upk3a	chr15:084841177-084841236	PROMOTER	0.970840589	2.00E-11
221236	A_68_P32131672	Scd4	chr19:044385715-044385770	PROMOTER	0.901172031	2.13E-11
193419	A_68_P24843233	Clec1b	chr6:129360117-129360176	PROMOTER	0.788472375	2.16E-11
222243	A_68_P22165646	Pfn2	chr3:057934354-057934413	INSIDE	0.746436868	2.21E-11
155503	A_68_P22332177	Smcp	chr3:092675571-092675630	PROMOTER	0.773312524	2.47E-11
122508	A_68_P31627739	Pcdhb4	chr18:037431776-037431835	PROMOTER	0.846675097	2.53E-11
44419	A_68_P24052436	Anapc5	chr5:123086729-123086780	PROMOTER	0.767228257	2.61E-11
3911	A_68_P26473382	Fxyd2	chr9:045155440-045155499	PROMOTER	0.902966968	2.65E-11
6611	A_68_P23152981	Raver2	chr4:100568570-100568629	INSIDE	1.219145763	2.66E-11
182580	A_68_P24895725	Aebp2	chr6:140588843-140588902	INSIDE	0.795529535	2.73E-11
115943	A_68_P28701420	Serpina5	chr12:104504422-104504476	INSIDE	0.9049196	2.83E-11
42989	A_68_P29596532	Olfr728	chr14:049066386-049066441	PROMOTER	0.778558854	2.90E-11
23598	A_68_P22894873	Alg2	chr4:047493792-047493848	INSIDE	0.790058242	2.90E-11
116906	A_68_P31945442	Scgb1a1	chr19:009155482-009155541	PROMOTER	0.760110727	2.94E-11
120080	A_68_P28733686	Rtl1	chr12:110040112-110040163	INSIDE	0.756674221	2.97E-11
99073	A_68_P27784480	Cnot6	chr11:049559378-049559435	PROMOTER	0.790146563	2.98E-11
181945	A_68_P26588647	Rbpms2	chr9:065422338-065422383	PROMOTER	0.991798511	3.08E-11
80771	A_68_P29262725	Ptcd2	chr13:100441663-100441721	INSIDE	0.917036572	3.14E-11
182	A_68_P21389120	Itgav	chr2:083523940-083523999	PROMOTER	0.797159056	3.14E-11
8016	A_68_P28961834	Muted	chr13:038641747-038641806	INSIDE	0.794010683	3.19E-11
231788	A_68_P27687350	Il9r-3300001G02Rik	chr11:032100644-032100703	DIVERGENT_PROMOTER	0.937084605	3.35E-11
103960	A_68_P28142769	Slc39a11	chr11:113387062-113387121	PROMOTER	1.00530627	3.45E-11
122705	A_68_P20600066	Mcm6	chr1:130186350-130186409	INSIDE	0.749475072	3.46E-11
208597	A_68_P32268385	Cask	chrX:013008449-013008503	PROMOTER	0.987492239	3.48E-11
137392	A_68_P28940983	Prpf4b	chr13:034879724-034879783	PROMOTER	0.818918654	3.75E-11
3547	A_68_P25542188	Bccip	chr7:133547701-133547745	INSIDE	0.919117433	4.04E-11
218599	A_68_P21608685	Slc27a2	chr2:126246751-126246809	INSIDE	0.983040146	4.05E-11
115115	A_68_P25024689	Eif3s12	chr7:028688782-028688841	INSIDE	0.757623535	4.31E-11
200961	A_68_P24776914	Olfr211	chr6:116456092-116456148	PROMOTER	0.810573751	4.51E-11
187893	A_68_P20266450	Als2cr13	chr1:059856408-059856467	PROMOTER	0.763490215	4.55E-11
239212	A_68_P28958218	Riok1	chr13:038045719-038045778	INSIDE	0.784473804	4.65E-11
93475	A_68_P25436589	Cyp2r1	chr7:114355883-114355942	PROMOTER	0.750021802	5.15E-11
65118	A_68_P28194523	Rab10	chr12:003307541-003307593	INSIDE	0.839033454	5.18E-11
56600	A_68_P27263178	Col6a2	chr10:076069393-076069444	PROMOTER	0.756210846	5.64E-11
133075	A_68_P28036274	Pdk2	chr11:094856036-094856090	INSIDE	0.792684795	5.66E-11
151079	A_68_P21853394	Pfdn4	chr2:170184372-170184431	PROMOTER	0.775970227	5.69E-11
65225	A_68_P26319139	Fut4	chr9:014501650-014501694	INSIDE	0.809351586	5.94E-11
87654	A_68_P20840567	Olfr432	chr1:175884140-175884199	PROMOTER	0.975125861	6.10E-11
136102	A_68_P24925827	Sspn	chr6:145886633-145886692	PROMOTER	0.833619256	6.28E-11
84910	A_68_P29510212	Stab1	chr14:030000907-030000956	PROMOTER	0.891544945	6.52E-11
188849	A_68_P28033369	Mycbpap	chr11:094317429-094317488	INSIDE	0.923618079	6.62E-11
223075	A_68_P23303300	Laptm5	chr4:130185086-130185143	PROMOTER	1.129602774	6.63E-11
142171	A_68_P25313070	Sytl2	chr7:090220962-090221021	PROMOTER	0.761722216	6.68E-11
17206	A_68_P27934863	Blmh	chr11:076762432-076762487	INSIDE	0.746300895	6.78E-11
170612	A_68_P24591610	Znhit4-Rtkn	chr6:083098446-083098505	DIVERGENT_PROMOTER	0.793867955	6.91E-11
52554	A_68_P30244851	Derl1	chr15:057724675-057724734	PROMOTER	1.083131456	7.27E-11
28025	A_68_P26429032	Pknox2	chr9:036898072-036898127	PROMOTER	0.799290066	7.61E-11
91633	A_68_P30481644	Accn2	chr15:099500223-099500269	INSIDE	0.748108764	7.61E-11
51474	A_68_P27546534	Olfr798	chr10:129027377-129027436	DOWNSTREAM	0.770449626	8.38E-11
209323	A_68_P30295306	Ndrl	chr15:066802722-066802779	PROMOTER	1.13558521	8.43E-11
199372	A_68_P29723687	Esd	chr14:073465947-073465997	PROMOTER	0.853682375	8.67E-11
122291	A_68_P31161060	Ier3	chr17:035424468-035424520	PROMOTER	1.024666545	8.88E-11
90990	A_68_P21426774	Phf21a	chr2:091980228-091980287	PROMOTER	0.82615527	8.94E-11
219355	A_68_P24239844	Phf14	chr6:011878053-011878109	INSIDE	0.86348166	8.97E-11
111187	A_68_P26596770	Tpm1	chr9:066850040-066850099	PROMOTER	0.773066011	9.38E-11
170534	A_68_P27385144	Wdr51b	chr10:098553438-098553497	INSIDE	0.85553164	9.66E-11
98655	A_68_P23174723	C8b	chr4:104263607-104263666	PROMOTER	0.857307583	9.74E-11
189512	A_68_P31201739	Gm323-Nfkbie	chr17:045013618-045013675	DIVERGENT_PROMOTER	0.753013115	9.93E-11
74637	A_68_P23242201	Olfr1337	chr4:118285951-118286009	PROMOTER	0.774972676	1.01E-10
214821	A_68_P29848006	Klf12	chr14:099032929-099032988	PROMOTER	0.798085364	1.02E-10
129319	A_68_P32396644	Tmem32	chrX:052945579-052945638	PROMOTER	0.848158903	1.09E-10
85074	A_68_P28556969	Max	chr12:077883956-077884015	PROMOTER	0.770174155	1.10E-10
