Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1368128_at	1368128_at	"phospholipase A2, group IIA (platelets, synovial fluid)"	3.37	1.75	0.52	5.37506E-06
RAE230A:1387902_a_at	1387902_a_at	"Rat anti-acetylcholine receptor antibody gene, kappa-chain, VJC region, complete cds"	2.7	1.4	0.52	
RAE230A:1367612_at	1367612_at	microsomal glutathione S-transferase 1	1.73	0.89	0.51	0.000320901
RAE230A:1371922_at	1371922_at	Transcribed sequences	2.26	1.16	0.51	1.34659E-05
RAE230A:1394225_at	1394225_at	no description	2.23	1.14	0.51	
RAE230A:1371084_at	1371084_at	tonin	4.37	2.23	0.51	
RAE230A:1374438_at	1374438_at	"Similar to mKIAA1046 protein (LOC307774), mRNA"	1.51	0.77	0.51	1.32464E-05
RAE230A:1368008_at	1368008_at	prominin	2.5	1.27	0.51	2.50008E-07
RAE230A:1369747_at	1369747_at	N-Acetyltransferase-2	3.48	1.75	0.5	0.000351981
RAE230A:1376742_at	1376742_at	Transcribed sequences	2.37	1.18	0.5	
RAE230A:1370313_at	1370313_at	brain acyl-CoA hydrolase	1.74	0.86	0.49	4.42406E-06
RAE230A:1377463_at	1377463_at	"Similar to Alpha-mannosidase IIx (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase) (MAN IIx) (Mannosidase alpha class 2A member 2) (LOC308757), mRNA"	1.7	0.84	0.49	
RAE230A:1392209_at	1392209_at	"beta-1,6-N-acetylglucosaminyltransferase"	2.23	1.08	0.48	0.000338591
RAE230A:1369861_at	1369861_at	"gamma-aminobutyric acid A receptor, alpha 6"	2.75	1.33	0.48	
RAE230A:1368236_at	1368236_at	meprin 1 alpha	2.63	1.27	0.48	5.39275E-08
RAE230A:1373751_at	1373751_at	"Similar to Kif21b (LOC289397), mRNA"	1.62	0.78	0.48	
RAE230A:1378658_at	1378658_at	parturition-related protein PRP3	1.64	0.78	0.48	1.67204E-06
RAE230A:1377140_at	1377140_at	"Similar to hypothetical protein (LOC307138), mRNA"	2.03	0.96	0.47	0.000495245
RAE230A:1370422_at	1370422_at	receptor-interacting serine-threonine kinase 3	2.1	0.99	0.47	0.000302538
RAE230A:1372308_at	1372308_at	Transcribed sequence with weak similarity to protein sp:O60315 (H.sapiens) SIP1_HUMAN Zinc finger homeobox protein 1b	2.08	0.98	0.47	0.000244352
RAE230A:1387826_at	1387826_at	pyridoxal kinase	2.14	1	0.47	
RAE230A:1369888_at	1369888_at	glucagon	2.4	1.12	0.47	1.05233E-06
RAE230A:1388876_at	1388876_at	phospholamban	2.04	0.95	0.47	3.72734E-05
RAE230A:1372665_at	1372665_at	phosphoserine aminotransferase 1	2.25	1.04	0.46	0.000281594
RAE230A:1373646_at	1373646_at	Transcribed sequence with weak similarity to protein sp:P24407 (H.sapiens) RAB8_HUMAN RAS-RELATED PROTEIN RAB-8	1.95	0.9	0.46	0.000141204
RAE230A:1380674_at	1380674_at	no description	2.32	1.07	0.46	
RAE230A:1387177_at	1387177_at	vasopressive intestinal peptide receptor 2	1.98	0.9	0.45	
RAE230A:1371360_at	1371360_at	Transcribed sequence with moderate similarity to protein sp:Q92597 (H.sapiens) NDR1_HUMAN NDRG1 protein	1.5	0.67	0.45	2.62263E-08
RAE230A:1374158_at	1374158_at	Transcribed sequences	1.75	0.78	0.45	
RAE230A:1377351_at	1377351_at	"Similar to Sushi domain (SCR repeat) containing (LOC306810), mRNA"	2.19	0.95	0.43	
RAE230A:1376468_at	1376468_at	"Similar to histidyl-tRNA synthetase (LOC307492), mRNA"	2.17	0.94	0.43	0.000263386
RAE230A:1375633_at	1375633_at	"LOC361792 (LOC361792), mRNA"	1.71	0.74	0.43	2.32015E-10
RAE230A:1377092_at	1377092_at	Transcribed sequences	2.52	1.09	0.43	7.99242E-05
RAE230A:1387011_at	1387011_at	lipocalin 2	1.72	0.74	0.43	0.000047542
RAE230A:1370881_at	1370881_at	thiosulfate sulfurtransferase	2.87	1.23	0.43	3.49511E-08
RAE230A:1370138_at	1370138_at	lymphoid enhancer binding factor 1	0.22	0.09	0.41	
RAE230A:1371242_at	1371242_at	metabotropic glutamate receptor 8	1.91	0.78	0.41	1.10168E-06
RAE230A:1368224_at	1368224_at	Serine protease inhibitor	3.3	1.32	0.4	
RAE230A:1376914_at	1376914_at	Transcribed sequences	2.1	0.84	0.4	0.000198559
RAE230A:1387054_at	1387054_at	"ATP-binding cassette, sub-family G (WHITE), member 1"	2.03	0.81	0.4	4.23183E-05
RAE230A:1369661_at	1369661_at	dynamin 2	1.67	0.66	0.4	
RAE230A:1369628_at	1369628_at	synaptic vesicle glycoprotein 2 b	3.05	1.2	0.39	1.2736E-09
RAE230A:1374057_at	1374057_at	Transcribed sequences	2.83	1.1	0.39	9.2743E-08
RAE230A:1368437_at	1368437_at	carbonic anhydrase 4	4.44	1.71	0.39	1.90594E-10
RAE230A:1376845_at	1376845_at	putative ISG12(b) protein	1.62	0.62	0.38	3.1443E-10
RAE230A:1368007_at	1368007_at	deleted in malignant brain tumors 1	3.04	1.15	0.38	0
RAE230A:1387599_a_at	1387599_a_at	"NAD(P)H dehydrogenase, quinone 1"	2.8	1.04	0.37	5.2989E-11
RAE230A:1368281_at	1368281_at	dipeptidase 1	5.54	2.05	0.37	1.96577E-08
RAE230A:1384334_at	1384334_at	no description	2.01	0.74	0.37	2.61677E-06
RAE230A:1368762_at	1368762_at	ubiquitin D	1.96	0.72	0.37	1.00543E-06
RAE230A:1374284_at	1374284_at	Transcribed sequences	2.82	1.03	0.37	2.41433E-06
RAE230A:1383014_at	1383014_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	3.23	1.15	0.36	3.29695E-06
RAE230A:1387459_at	1387459_at	"protein kinase (cAMP dependent, catalytic) inhibitor beta"	3.43	1.2	0.35	
RAE230A:1389499_at	1389499_at	Transcribed sequence with weak similarity to protein pir:A48133 (H.sapiens) A48133 pre-mRNA splicing SRp75 - human	2.98	1.04	0.35	
RAE230A:1375045_at	1375045_at	no description	3.43	1.19	0.35	0.000105403
RAE230A:1369854_a_at	1369854_a_at	carcinoembryonic antigen-related cell adhesion molecule 1	2.56	0.87	0.34	
RAE230A:1368282_at	1368282_at	dipeptidase 1	5.21	1.77	0.34	2.21946E-05
RAE230A:1371078_at	1371078_at	"RT1 class Ib, locus Aw2"	2.2	0.74	0.34	8.63527E-07
RAE230A:1374787_at	1374787_at	"potassium voltage-gated channel, subfamily F, member 1"	2.62	0.88	0.34	
RAE230A:1387999_at	1387999_at	"solute carrier family 18, member 1"	2.61	0.86	0.33	0.000171679
RAE230A:1387843_at	1387843_at	follistatin	4.54	1.48	0.33	
RAE230A:1370547_at	1370547_at	pregnancy-zone protein	3.09	1	0.32	9.49101E-07
RAE230A:1372374_at	1372374_at	"Similar to Carbonic anhydrase I (Carbonate dehydratase I) (CA-I) (LOC310218), mRNA"	44.67	14.43	0.32	9.9365E-14
RAE230A:1391059_at	1391059_at	prepro-Neuropeptide W polypeptide	5.39	1.7	0.32	
RAE230A:1386977_at	1386977_at	carbonic anhydrase 3	6.34	1.96	0.31	
RAE230A:1368023_at	1368023_at	quiescin Q6	3.46	1.03	0.3	0.000195501
RAE230A:1369195_at	1369195_at	fatty acid binding protein 1	3.87	1.12	0.29	4.44089E-16
RAE230A:1373386_at	1373386_at	Transcribed sequence with moderate similarity to protein pir:A43424 (H.sapiens) A43424 gap junction protein Cx26 - human	2.18	0.63	0.29	1.24652E-09
RAE230A:1386953_at	1386953_at	hydroxysteroid 11-beta dehydrogenase 1	3.03	0.86	0.28	2.20078E-08
RAE230A:1387988_at	1387988_at	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1"	14.97	4.15	0.28	5.62107E-10
RAE230A:1370405_at	1370405_at	mast cell protease 1	6.3	1.73	0.27	
RAE230A:1370987_at	1370987_at	sialophorin	2.45	0.66	0.27	5.72602E-05
RAE230A:1369756_a_at	1369756_a_at	"solute carrier family 4, member 4"	4.68	1.23	0.26	1.61501E-10
RAE230A:1375923_at	1375923_at	Transcribed sequences	3.29	0.86	0.26	
RAE230A:1370631_at	1370631_at	pancreatitis-associated protein 3	3.54	0.88	0.25	3.74926E-06
RAE230A:1394228_at	1394228_at	Transcribed sequence with weak similarity to protein ref:NP_060531.1 (H.sapiens) hypothetical protein FLJ10330 [Homo sapiens]	6.54	1.55	0.24	0
RAE230A:1368467_at	1368467_at	"cytochrome P450, subfamily IVF, polypeptide 14 (leukotriene B4 omega hydroxylase)"	13.19	3.04	0.23	2.03491E-11
RAE230A:1375479_at	1375479_at	scaffolding protein SLIPR	2.9	0.66	0.23	2.94341E-05
RAE230A:1368745_at	1368745_at	"solute carrier family 10, member 2"	6.84	1.49	0.22	0.000195461
RAE230A:1375535_at	1375535_at	Transcribed sequences	30.11	6.24	0.21	1.34337E-14
RAE230A:1368626_at	1368626_at	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"	2.49	0.51	0.2	
RAE230A:1371089_at	1371089_at	"glutathione-S-transferase, alpha type2"	2.65	0.54	0.2	
RAE230A:1384473_at	1384473_at	Transcribed sequences	5.42	1.05	0.19	
RAE230A:1370464_at	1370464_at	"ATP-binding cassette, sub-family B (MDR/TAP), member 1A"	8.25	1.57	0.19	2.61902E-13
RAE230A:1369985_at	1369985_at	crystallin beta B1	7.04	1.28	0.18	
RAE230A:1370583_s_at	1370583_s_at	P-glycoprotein/multidrug resistance 1	5.99	1	0.17	0
RAE230A:1368238_at	1368238_at	pancreatitis-associated protein	3.81	0.6	0.16	0.000188227
RAE230A:1387959_at	1387959_at	lysophospholipase	4.35	0.68	0.16	7.06934E-09
RAE230A:1370465_at	1370465_at	"ATP-binding cassette, sub-family B (MDR/TAP), member 1A"	6.36	0.99	0.16	0
RAE230A:1369111_at	1369111_at	fatty acid binding protein 1	5.73	0.74	0.13	0
RAE230A:1386158_at	1386158_at	no description	7.43	0.89	0.12	
RAE230A:1374684_at	1374684_at	"LRRGT00193 mRNA, complete cds"	366.73	35.78	0.1	
RAE230A:1389937_at	1389937_at	Transcribed sequences	6.21	0.6	0.1	
RAE230A:1377494_at	1377494_at	"Similar to retrovirus integration site (LOC315532), mRNA"	3.07	0.24	0.08	6.77236E-15
RAE230A:1376814_at	1376814_at	Transcribed sequences	5.04	0.39	0.08	1.34872E-07
RAE230A:1374338_at	1374338_at	"Similar to RIKEN cDNA 1110038F21 (LOC361993), mRNA"	19.74	1.48	0.07	1.97892E-05
RAE230A:1375052_at	1375052_at	"Similar to 3300001A09Rik protein (LOC300806), mRNA"	14.86	1	0.07	0.000115012
RAE230A:1371273_at	1371273_at	gene for T cell receptor eta chain	4.91	0.33	0.07	
RAE230A:1370467_at	1370467_at	"solute carrier family 13, member 1"	10.56	0.69	0.07	7.57702E-06
RAE230A:1387989_at	1387989_at	"glutamate receptor, metabotropic 6"	7.45	0.31	0.04	
RAE230A:1376815_at	1376815_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	5.57	0.18	0.03	
