Probe Set ID	Gene Title	Gene Symbol	Chromosomal Location	FFPE FD	FFPE p value	FF FD	FF p value
1556336_at	RNA binding motif protein, X-linked	RBMX	chrXq26.3	+2.59367910930202	1.48061E-05	+2.06336635860272	0.000287883
1556429_a_at	WD repeat domain 67	WDR67	chr8q24.13	+1.91189063518748	0.000421243	+2.16595009105185	0.000320898
1556650_at	CDNA FLJ13011 fis, clone NT2RP3000561	---	---	+2.88785839104499	0.000227729	+3.36358566101486	0.00010261
1556682_s_at	Full length insert cDNA clone ZD73H04	---	---	+3.9041270431049	0.000686757	+4.53153554118319	4.38064E-05
1556694_a_at	CDNA FLJ37138 fis, clone BRACE2023718	---	---	+2.21146130664054	0.007697316	+3.20427951035849	0.000931547
1556821_x_at	deleted in lymphocytic leukemia, 2	DLEU2	chr13q14.3	+1.62450479271247	0.008272249	+1.90527599608787	0.001676702
1556850_at	Centrosomal protein 290kDa	CEP290	chr12q21.32	+1.73507737430414	0.000557297	+1.6993699982773	0.000575356
1556936_at	Homo sapiens, clone IMAGE:5309572, mRNA	---	---	+1.88556907183648	0.000542676	+2.98969849726988	2.97022E-05
1556964_s_at	CDNA FLJ34002 fis, clone FCBBF1000206	---	---	+2.43682052735038	0.002241914	+2.35381347443753	0.005014335
1557012_a_at	CDNA clone IMAGE:4816709	---	---	+1.84037530124975	0.000561347	+2.10672207190967	0.000854856
1557059_at	Hypothetical protein LOC254128	LOC254128	chr2q14.2	+1.73507737430414	0.006026273	+1.75321144263207	0.008537704
1557066_at	LUC7-like (S. cerevisiae)	LUC7L	chr16p13.3	+1.55293775000208	0.005346954	+1.52097875324101	0.007752526
1557091_at	likely ortholog of MEF2-activating SAP transcriptional regulator	FLJ36070	chr19q13.33	+1.7111900513652	0.001413649	+1.78385703884019	0.000791131
1557129_a_at	family with sequence similarity 111, member B	FAM111B	chr11q12.1	+3.94493081797344	0.001049899	+2.85798827948219	0.001952517
1557217_a_at	Fanconi anemia, complementation group B	FANCB	chrXp22.2	+9.06307108236639	0.000513219	+6.40855902071698	0.000894336
1557218_s_at	Fanconi anemia, complementation group B	FANCB	chrXp22.2	+1.99308052565574	0.005501152	+3.22656703688851	8.7227E-06
1557452_at	Full length insert cDNA clone ZC19A03	---	---	+2.41998817843859	0.000252788	+1.58556827322057	0.004006266
1557681_s_at	chromosome 14 open reading frame 174	C14orf174	chr14q24.3	+1.60213975517924	0.003413935	+1.68763159226004	0.009704063
1557830_at	CDNA FLJ10112 fis, clone HEMBA1002750	---	---	+1.83400808640934	0.007010557	+2.47083727425386	0.003190217
1557836_at	ELMO/CED-12 domain containing 2	ELMOD2	chr4q31.1	+2.28152743173685	0.001027664	+2.24233215605702	0.003090572
1558041_a_at	hypothetical protein LOC653319	LOC653319	chr16q22.1	+1.71713087287551	0.001010929	+1.85317612378074	0.000585911
1558076_at	ankyrin repeat domain 32	ANKRD32	chr5q15	+2.33755449712249	0.00010552	+2.36198532285906	0.001153235
1558093_s_at	matrin 3	MATR3	chr5q31.2	+1.87254449486898	0.003531849	+1.69349062472505	0.009356998
1558102_at	CDNA FLJ30876 fis, clone FEBRA2004412	---	---	+3.58010028371189	2.7906E-05	+2.88785839104499	5.41277E-05
1558170_at	CDNA FLJ25128 fis, clone CBR06579	---	---	+4.75682846001088	2.38266E-06	+4.43827788827138	2.34993E-05
1558369_at	M-phase phosphoprotein 9	MPHOSPH9	chr12q24.31	+2.35381347443754	0.001394458	+1.93187265784969	0.004888767
1558388_a_at	CDNA clone IMAGE:4817707	---	---	+4.82323131076304	0.005516249	+48.5029301283327	6.35985E-07
1558449_at	Homo sapiens, clone IMAGE:4723759, mRNA	---	---	+1.72907446261573	0.000823908	+1.48452357062905	0.002094246
1558473_at	CDNA FLJ39083 fis, clone NT2RP7018802	---	---	+6.86852349150203	3.65321E-06	+5.5404378724437	5.60537E-05
1558604_a_at	MRNA; clone CD 43T7	---	---	+2.12874036490672	0.001447502	+1.63580411711556	0.002687838
1558645_at	mindbomb homolog 1 (Drosophila)	MIB1	chr18q11.2	+2.18101546533052	0.008903923	+1.61328351844425	0.002190454
1558682_at	high mobility group AT-hook 2	HMGA2	chr12q15	+2.70382166605625	3.15655E-05	+4.5630548634737	1.08638E-06
1558683_a_at	high mobility group AT-hook 2	HMGA2	chr12q15	+5.35171021914445	4.3938E-06	+8.22491061324853	8.51426E-06
1558714_at	CDNA clone IMAGE:5294683	---	---	+9.91766159951189	8.26277E-09	+6.520578659221	8.18327E-08
1558727_at	Chromosome 13 open reading frame 21	C13orf21	chr13q14.11	+2.28944832119737	0.000252522	+2.77983643968467	0.000435921
1558750_a_at	CDNA FLJ34964 fis, clone NTONG2004095	---	---	+2.02791895958006	0.000128021	+2.63901582154579	1.88411E-05
1558791_at	hypothetical protein LOC286467	LOC286467	chrXq26.2	+2.33755449712249	0.003747162	+2.58470566127498	0.009783545
1558964_at	FAT tumor suppressor homolog 3 (Drosophila)	FAT3	chr11q14.3	+4.87364105470077	0.000146757	+26.4464101809348	2.46966E-07
1559266_s_at	chromosome 10 open reading frame 140 /// hypothetical protein LOC730417	C10orf140 /// LOC730417	chr10p12.31	+3.50642288526414	0.008676351	+4.8065441981074	0.003267989
1559274_at	CDNA FLJ40940 fis, clone UTERU2008130	---	---	+2.08493152168224	9.11695E-06	+2.21913894413569	9.18424E-06
1559275_x_at	CDNA FLJ40940 fis, clone UTERU2008130	---	---	+3.29436406907029	4.23391E-05	+3.116658318642	4.10185E-05
1559360_at	MRNA; cDNA DKFZp666E199 (from clone DKFZp666E199)	---	---	+3.18214593501967	0.000156067	+3.07375036257602	0.000223343
1559548_at	Activin A receptor, type IIB	ACVR2B	chr3p22	+1.82133966718396	0.000388446	+4.27226163219141	5.50278E-07
1559661_at	odz, odd Oz/ten-m homolog 3 (Drosophila)	ODZ3	chr4q35.1	+3.43426174575101	0.002016637	+4.53153554118319	0.000572137
1559678_s_at	Hypothetical protein LOC730495	LOC730495	---	+1.74110112659225	0.005869598	+2.04202425141439	0.000393452
1559948_at	CDNA FLJ20447 fis, clone KAT05276	---	---	+1.91852823865053	0.001131343	+1.8276629004588	0.005165821
1559950_at	family with sequence similarity 66, member C	FAM66C	chr12p13.31	+2.85798827948219	1.95979E-06	+3.20427951035849	4.49146E-06
1559952_x_at	family with sequence similarity 66, member C	FAM66C	chr12p13.31	+3.01049349482213	5.95761E-06	+3.51859630368974	1.53342E-05
1560116_a_at	neural precursor cell expressed, developmentally down-regulated 1	NEDD1	chr12q23.1	+2.18101546533052	0.000116228	+1.78385703884019	0.001145705
1560238_at	Homo sapiens, clone IMAGE:5247201, mRNA	---	---	+2.12137548273643	0.001213949	+2.75108363627949	6.59761E-05
1560258_a_at	Homo sapiens, clone IMAGE:5590287, mRNA	---	---	+3.29436406907029	0.000122783	+2.18858740252148	0.000765636
1560288_at	CDNA clone IMAGE:5271897	---	---	+1.68179283050743	0.008797694	+2.25792880961226	0.000778807
1560316_s_at	glucocorticoid induced transcript 1	GLCCI1	chr7p21.3	+2.73208051350879	3.54692E-05	+1.9656411970905	0.004157932
1560402_at	growth arrest-specific 5	GAS5	chr1q25.1	+2.32946717293691	0.000895101	+1.81503831063432	0.001872255
1560859_at	fibroblast growth factor receptor 2 (bacteria-expressed kinase, keratinocyte growth factor receptor, craniofacial dysostosis 1, Crouzon syndrome, Pfeiffer syndrome, Jackson-Weiss syndrome)	FGFR2	chr10q26	+1.83400808640934	0.001613359	+2.62988552041014	0.000332296
1561054_a_at	coiled-coil domain containing 14	CCDC14	chr3q21.1	+2.37841423000544	0.000233523	+1.95884059517385	0.006556218
1561340_at	CDNA clone IMAGE:4838684	---	---	+2.47083727425386	0.000815064	+11.7941537383288	9.44939E-07
1561418_at	Homo sapiens, clone IMAGE:5403381, mRNA	---	---	+2.80888975147599	0.005623217	+2.91804068848035	0.004740798
1561633_at	high mobility group AT-hook 2	HMGA2	chr12q15	+3.95862662566083	2.35079E-05	+3.83705647730106	0.000194407
1561657_at	Full length insert cDNA clone YZ55H04	---	---	+2.33755449712249	0.000139964	+2.03495938420537	0.00027814
1561689_at	MRNA; cDNA DKFZp547G1518 (from clone DKFZp547G1518)	---	---	+2.04202425141439	0.00070411	+1.84037530124975	0.009575446
1561690_at	CDNA clone IMAGE:5303966	---	---	+3.05251841792112	5.98589E-06	+2.1361308160957	0.00050468
1562073_at	CDNA clone IMAGE:4830065	---	---	+4.45368647291474	3.44601E-05	+1.87904549842802	0.009624201
1562309_s_at	PHD finger protein 21B	PHF21B	chr22q13.31	+2.4032720990537	0.002587291	+2.54030196507758	0.00064826
1562342_at	MRNA; cDNA DKFZp667G1416 (from clone DKFZp667G1416)	---	---	+11.9174197049816	0.000364186	+3.97236998174814	0.004807944
1562367_at	chromosome 15 open reading frame 54	C15orf54	chr15q14	+2.09943336724613	0.001237903	+2.37018554188316	0.000517127
1562469_at	hypothetical locus LOC401237	FLJ22536	chr6p22.3	+1.85960988522632	0.004637983	+2.11403608112276	0.000217355
1562590_at	protogenin homolog (Gallus gallus)	PRTG	chr15q21.3	+2.1361308160957	4.66787E-05	+4.54726789294405	7.74424E-09
1562720_at	Homo sapiens, clone IMAGE:5194896, mRNA	---	---	+4.57889664239474	6.53913E-06	+5.27803164309158	2.37776E-05
1562991_at	zinc finger protein 292	ZNF292	chr6q15	+1.77153503820472	0.009680644	+1.93857963387013	0.002312318
1563467_at	MRNA; cDNA DKFZp451G0810 (from clone DKFZp451G0810)	---	---	+6.02098698964427	0.000342897	+7.72749063139877	7.23343E-05
1563677_at	---	---	---	+9.71355907516037	6.78689E-08	+3.44618463884807	0.000197414
1563906_at	sine oculis binding protein homolog (Drosophila)	SOBP	chr6q21	+2.35381347443753	0.001397559	+3.77113814367296	0.00090265
1564083_at	MRNA; cDNA DKFZp313A1040 (from clone DKFZp313A1040)	---	---	+2.00694349701901	0.000481664	+1.62450479271247	0.004487381
1564359_a_at	Hypothetical protein LOC339260	LOC339260	chr17p11.2	+4.65893434587382	0.000229714	+11.55143356418	6.40738E-05
1564360_a_at	Hypothetical protein LOC339260	LOC339260	chr17p11.2	+8.25346543441087	1.50483E-07	+10.6663894167296	1.84374E-07
1564383_s_at	FLJ35934 protein	FLJ35934	chr17p11.2	+2.07771820659533	0.001849632	+4.37717480504296	1.03571E-06
1564567_at	CDNA: FLJ23224 fis, clone ADSU02206	---	---	+2.57576325901965	3.19357E-05	+2.2657677705916	0.000553971
1565690_at	CDNA clone IMAGE:5303725	---	---	+1.72907446261573	0.009823814	+1.73507737430414	0.003625874
1565934_at	Prematurely terminated mRNA decay factor-like	LOC91431	chr4q25	+1.80875875512218	2.05965E-05	+2.74156560995941	1.06869E-06
1565935_at	prematurely terminated mRNA decay factor-like	LOC91431	chr4q25	+1.6993699982773	0.000225908	+1.9656411970905	0.000264165
1565951_s_at	choroideremia-like (Rab escort protein 2)	CHML	chr1q42-qter	+1.77768536233314	0.00272327	+2.97935492624541	0.00046178
1566082_at	Hypothetical LOC644215	LOC644215	chr10q24.1	+3.24900958542494	2.7724E-05	+2.07771820659533	0.000365604
1566498_at	MRNA; cDNA DKFZp666M113 (from clone DKFZp666M113)	---	---	+5.81589006928124	3.74765E-06	+6.49801917084988	1.76552E-05
1566499_at	MRNA; cDNA DKFZp666M113 (from clone DKFZp666M113)	---	---	+2.28152743173685	0.000688017	+4	0.000195757
1566880_at	MRNA; cDNA DKFZp667L198 (from clone DKFZp667L198)	---	---	+1.6993699982773	0.001904083	+1.72907446261573	0.002009445
1566881_at	CDNA FLJ20016 fis, clone ADSE00529	---	---	+3.10587550000416	0.000207011	+2.46228882668983	0.002056553
1566882_at	CDNA FLJ20016 fis, clone ADSE00529	---	---	+20.6061060721572	3.14658E-06	+7.75431853548052	0.000166758
1567100_at	Full length insert cDNA clone YB38D04	---	---	+8.72406186132206	4.10396E-07	+4.24275096547287	7.59637E-05
1567101_at	Full length insert cDNA clone YB38D04	---	---	+5.81589006928124	3.22662E-07	+2.82842712474619	4.13967E-05
1567223_at	high mobility group AT-hook 2	HMGA2	chr12q15	+11.3924015647766	2.13079E-07	+18.8305077955003	2.94086E-07
1567224_at	high mobility group AT-hook 2	HMGA2	chr12q15	+15.5624791585966	1.03261E-08	+24.0006238285731	2.98458E-08
1568286_at	High mobility group AT-hook 2	HMGA2	chr12q15	+22.3933738495231	3.23879E-07	+11.55143356418	5.97397E-06
1568287_at	high mobility group AT-hook 2	HMGA2	chr12q15	+50.387710500429	2.10047E-09	+23.8348394099632	2.68254E-08
1568868_at	cytochrome P450, family 27, subfamily C, polypeptide 1	CYP27C1	chr2q14.3	+3.20427951035849	0.000421748	+6.49801917084988	4.85231E-05
1568873_at	zinc finger protein 519	ZNF519	chr18p11.21	+5.02805349808731	0.000500339	+2.54912125463852	0.005853141
1568920_at	CDNA clone IMAGE:5261128	---	---	+1.61328351844425	0.001526204	+1.72907446261573	0.003631593
1569062_s_at	IQ motif containing GTPase activating protein 3	IQGAP3	chr1q22-q23.1	+1.80875875512218	0.003259731	+3.53081198516262	1.27326E-05
1569353_at	CP110 protein	CP110	chr16p12.3	+1.82133966718396	0.000410142	+1.85317612378074	0.001007559
1569436_at	hypothetical gene supported by BC025370	LOC400128	chr13q14.11	+3.07375036257602	2.76785E-05	+2.31337636781057	0.000334414
1569476_at	DKFZP434L187 protein	DKFZP434L187	chr15q13.2	+5.38893430746276	8.63068E-05	+12.1257325320832	7.14705E-06
1569656_at	Homo sapiens, clone IMAGE:4480133, mRNA	---	---	+2.61171957417784	0.001120691	+7.64756254074994	7.19417E-07
1569736_at	CDNA clone IMAGE:5264099	---	---	+2.89788430910976	2.64603E-05	+9.88334909701543	1.87407E-08
1569794_at	CDNA clone IMAGE:4824066	---	---	+1.9656411970905	0.0005016	+2.51402674904366	0.000100568
1570318_at	CDNA clone IMAGE:4792986	---	---	+3.04195750648202	8.43391E-05	+2.9485384345822	7.04724E-05
200034_s_at	ribosomal protein L6	RPL6	chr12q24.1	+1.52097875324101	0.001120417	+1.91189063518748	0.000163316
200038_s_at	ribosomal protein L17	RPL17	chr18q21	+1.46916863327831	0.000679747	+1.63580411711556	0.000253618
200057_s_at	non-POU domain containing, octamer-binding	NONO	chrXq13.1	+2.41161565538152	7.05558E-06	+1.7111900513652	0.000469368
200061_s_at	ribosomal protein S24	RPS24	chr10q22-q23	+1.9656411970905	6.70086E-05	+1.57461595313841	0.004812634
200069_at	squamous cell carcinoma antigen recognized by T cells 3	SART3	chr12q24.1	+3.61751751024435	2.9814E-05	+2.17346972505212	0.000813537
200074_s_at	ribosomal protein L14 /// ribosomal protein L14-like /// similar to 60S ribosomal protein L14 (CAG-ISL 7)	LOC649821 /// RPL14 /// RPL14L	chr12q14.2 /// chr3p22-p21.2	+1.43395524801583	0.002464343	+1.49484924863494	0.005999196
200089_s_at	ribosomal protein L4	RPL4	chr15q22	+1.38510946811093	0.008751851	+1.53155799709438	0.004210594
200597_at	eukaryotic translation initiation factor 3, subunit A	EIF3A	chr10q26	+1.54756499354239	0.005227346	+1.89868424190104	0.001155409
200630_x_at	SET translocation (myeloid leukemia-associated)	SET	chr9q34	+1.45397251732031	0.000615041	+1.36131411649947	0.008991273
200631_s_at	SET translocation (myeloid leukemia-associated)	SET	chr9q34	+1.79626474576787	0.004766611	+1.58556827322057	0.00845451
200644_at	MARCKS-like 1	MARCKSL1	chr1p35.1	+4.31691294601771	4.75942E-06	+6.02098698964427	1.81285E-06
200687_s_at	splicing factor 3b, subunit 3, 130kDa	SF3B3	chr16q22.1	+1.52625920896056	0.005992566	+1.74110112659225	0.004346459
200726_at	protein phosphatase 1, catalytic subunit, gamma isoform	PPP1CC	chr12q24.1-q24.2	+2.25011696937762	3.13081E-05	+2.67585510957222	5.48936E-05
200783_s_at	stathmin 1/oncoprotein 18	STMN1	chr1p36.1-p35	+3.34035167771348	5.67054E-06	+5.75573432004328	2.87411E-07
200832_s_at	stearoyl-CoA desaturase (delta-9-desaturase)	SCD	chr10q23-q24	+3.23776886618963	9.25257E-05	+4.42292261328107	4.42944E-05
200853_at	H2A histone family, member Z	H2AFZ	chr4q24	+3.138336391587	0.001781852	+2.91804068848035	0.005118598
200870_at	serine/threonine kinase receptor associated protein	STRAP	chr12p12.3	+2.09216987958506	0.00107385	+1.89211529345119	0.009937727
200875_s_at	nucleolar protein 5A (56kDa with KKE/D repeat)	NOL5A	chr20p13	+1.83400808640934	0.001939896	+2.25011696937762	0.000200696
200877_at	chaperonin containing TCP1, subunit 4 (delta)	CCT4	chr2p15	+2.23457427614444	0.004147132	+2.45376995450761	0.003035154
200943_at	high-mobility group nucleosome binding domain 1	HMGN1	chr21q22.3|21q22.2	+1.95884059517385	0.001091861	+2.18101546533052	0.003765704
200944_s_at	high-mobility group nucleosome binding domain 1	HMGN1	chr21q22.3|21q22.2	+2.10672207190967	1.15441E-05	+1.6077019814863	0.007895252
200962_at	ribosomal protein L31	RPL31	chr2q11.2	+2.62078680771673	0.005562884	+2.71320865489534	0.002260612
201051_at	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	ANP32A	chr15q22.3-q23	+1.51047258556283	0.001587567	+1.97931331283041	0.000628296
201074_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMARCC1	chr3p23-p21	+2.78948733270081	0.001818599	+2.33755449712249	0.003126003
201075_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	SMARCC1	chr3p23-p21	+1.89211529345119	0.008136863	+2.56685179512581	0.000136517
201112_s_at	CSE1 chromosome segregation 1-like (yeast)	CSE1L	chr20q13	+2.21913894413569	0.000194307	+1.9656411970905	0.003777906
201129_at	splicing factor, arginine/serine-rich 7, 35kDa	SFRS7	chr2p22.1	+2.15845647300885	0.004219482	+2.17346972505212	0.004951021
201154_x_at	ribosomal protein L4	RPL4	chr15q22	+1.4896774631227	0.002625282	+1.94530989482457	0.000538637
201218_at	C-terminal binding protein 2	CTBP2	chr10q26.13	+2.25792880961226	0.002000288	+2.11403608112276	0.006932586
201219_at	C-terminal binding protein 2	CTBP2	chr10q26.13	+2.2657677705916	5.52736E-05	+2.38667148606344	0.000153037
201220_x_at	C-terminal binding protein 2	CTBP2	chr10q26.13	+1.44894215455488	0.006744538	+1.99308052565574	0.001238438
201241_at	DEAD (Asp-Glu-Ala-Asp) box polypeptide 1	DDX1	chr2p24	+1.77768536233314	5.17253E-05	+1.6077019814863	0.003035483
201291_s_at	topoisomerase (DNA) II alpha 170kDa	TOP2A	chr17q21-q22	+13.0864329369245	3.82348E-08	+7.94473996349629	2.05274E-07
201292_at	topoisomerase (DNA) II alpha 170kDa	TOP2A	chr17q21-q22	+5.27803164309158	2.94611E-05	+8.33972608672897	1.60998E-06
201309_x_at	chromosome 5 open reading frame 13	C5orf13	chr5q22.1	+3.54307007640944	1.26086E-05	+3.00007797857164	0.000303993
201310_s_at	chromosome 5 open reading frame 13	C5orf13	chr5q22.1	+3.31727818325777	3.27015E-05	+2.83824671240077	0.000566712
201340_s_at	ectodermal-neural cortex (with BTB-like domain)	ENC1	chr5q12-q13.3	+2.87786716002164	0.002440949	+4.3319001821037	0.000277855
201341_at	ectodermal-neural cortex (with BTB-like domain)	ENC1	chr5q12-q13.3	+4.27226163219141	0.000969821	+4.5315355411832	8.43267E-05
201417_at	SRY (sex determining region Y)-box 4	SOX4	chr6p22.3	+4.02782220022687	1.44191E-09	+2.71320865489535	1.41993E-07
201446_s_at	TIA1 cytotoxic granule-associated RNA binding protein	TIA1	chr2p13	+2.9485384345822	4.68803E-05	+2.27363394647203	0.001834984
201447_at	TIA1 cytotoxic granule-associated RNA binding protein	TIA1	chr2p13	+3.09512998708478	0.000331849	+2.47941539987797	0.008310113
201456_s_at	BUB3 budding uninhibited by benzimidazoles 3 homolog (yeast)	BUB3	chr10q26	+1.91852823865053	0.000679131	+2.01391110011344	0.000529962
201476_s_at	ribonucleotide reductase M1 polypeptide	RRM1	chr11p15.5	+2.20381023175322	2.95064E-05	+2.38667148606344	4.7325E-05
201548_s_at	jumonji, AT rich interactive domain 1B	JARID1B	chr1q32.1	+1.5691681957935	0.001470817	+3.18214593501967	1.46457E-06
201549_x_at	jumonji, AT rich interactive domain 1B	JARID1B	chr1q32.1	+2.07052984768275	0.000467893	+2.69446715373138	2.77255E-05
201636_at	fragile X mental retardation, autosomal homolog 1	FXR1	chr3q28	+3.10587550000416	1.07685E-05	+1.57461595313841	0.009303415
201663_s_at	structural maintenance of chromosomes 4	SMC4	chr3q26.1	+2.84810039119414	0.000293375	+2.48802330659694	0.002702238
201681_s_at	discs, large homolog 5 (Drosophila)	DLG5	chr10q23	+2.56685179512581	1.94207E-07	+3.02094517112565	2.97904E-07
201726_at	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	ELAVL1	chr19p13.2	+1.62450479271247	0.000221674	+1.98618499087407	0.00015661
201833_at	histone deacetylase 2	HDAC2	chr6q21	+1.98618499087407	0.000603492	+3.10587550000416	2.82592E-05
201890_at	ribonucleotide reductase M2 polypeptide	RRM2	chr2p25-p24	+9.88334909701544	3.0509E-06	+4.37717480504296	0.00011824
201896_s_at	proline/serine-rich coiled-coil 1	PSRC1	chr1p13.3	+2.30537269359773	0.000167377	+4.28709385014517	4.6141E-07
201915_at	SEC63 homolog (S. cerevisiae)	SEC63	chr6q21	+2.59367910930202	2.44797E-05	+1.84676462145879	0.006978467
201930_at	minichromosome maintenance complex component 6	MCM6	chr2q21	+2.95877501849767	0.000298288	+3.3519485386718	0.000195592
201946_s_at	chaperonin containing TCP1, subunit 2 (beta)	CCT2	chr12q15	+1.89868424190104	4.56522E-05	+1.95884059517385	5.80279E-05
201947_s_at	chaperonin containing TCP1, subunit 2 (beta)	CCT2	chr12q15	+1.6759742693359	0.00065977	+2.48802330659694	3.40294E-05
201969_at	nuclear autoantigenic sperm protein (histone-binding)	NASP	chr1p34.1	+1.77768536233314	0.000127211	+2.07052984768275	7.23714E-05
201970_s_at	nuclear autoantigenic sperm protein (histone-binding)	NASP	chr1p34.1	+2.12137548273643	0.00010758	+2.51402674904366	0.000120684
202016_at	mesoderm specific transcript homolog (mouse)	MEST	chr7q32	+11.1193457587387	2.41405E-07	+5.18735821860404	9.00631E-06
202028_s_at	ribosomal protein L38	RPL38	chr17q23-q25	+1.3660402567544	0.005898223	+1.3995858655952	0.006151968
202049_s_at	zinc finger, MYM-type 4	ZMYM4	chr1p32-p34	+1.641483217621	0.001519363	+1.72907446261573	0.000921776
202094_at	baculoviral IAP repeat-containing 5 (survivin)	BIRC5	chr17q25	+1.7111900513652	0.005550051	+5.18735821860404	3.43231E-07
202095_s_at	baculoviral IAP repeat-containing 5 (survivin)	BIRC5	chr17q25	+2.29739670999407	0.000876702	+9.71355907516038	2.7003E-07
202192_s_at	growth arrest-specific 7	GAS7	chr17p13.1	+2.21913894413569	0.00846084	+2.35381347443753	0.000484772
202202_s_at	laminin, alpha 4	LAMA4	chr6q21	+2.76063470679326	0.005753376	+3.43426174575101	0.003939503
202236_s_at	solute carrier family 16, member 1 (monocarboxylic acid transporter 1)	SLC16A1	chr1p12	+7.2350350204887	3.59863E-06	+4.70762694887507	0.001428417
202268_s_at	NEDD8 activating enzyme E1 subunit 1	NAE1	chr16q22	+1.88556907183648	8.0651E-05	+1.87254449486898	0.002192384
202330_s_at	uracil-DNA glycosylase	UNG	chr12q23-q24.1	+1.86606598307362	0.001426942	+2.22684323645737	0.000332229
202396_at	transcription elongation regulator 1	TCERG1	chr5q31	+3.82378127037497	0.000146881	+2.67585510957223	0.001682384
202406_s_at	TIA1 cytotoxic granule-associated RNA binding protein-like 1	TIAL1	chr10q	+1.43395524801583	0.001671069	+1.53687518128801	0.008725657
202409_at	insulin-like growth factor 2 (somatomedin A) /// INS-IGF2	IGF2 /// INS-IGF2	chr11p15.5	+2.61171957417783	0.005676486	+24.2514650641664	5.51033E-05
202410_x_at	insulin-like growth factor 2 (somatomedin A) /// INS-IGF2	IGF2 /// INS-IGF2	chr11p15.5	+2.32946717293691	0.004449577	+31.0172741419221	2.42351E-06
202470_s_at	cleavage and polyadenylation specific factor 6, 68kDa	CPSF6	chr12q15	+3.27160823423113	2.97623E-07	+2.28152743173685	1.07522E-05
202503_s_at	KIAA0101	KIAA0101	chr15q22.31	+9.64646262152609	1.4693E-05	+9.03171523844905	1.43744E-05
202532_s_at	dihydrofolate reductase	DHFR	chr5q11.2-q13.2	+2.27363394647203	0.004115396	+2.47941539987797	0.001687603
202560_s_at	chromosome 1 open reading frame 77	C1orf77	chr1q21.3	+1.95884059517385	7.00747E-06	+1.63580411711556	0.001830939
202589_at	thymidylate synthetase	TYMS	chr18p11.32	+4.89056111076827	0.000496167	+7.43843954090529	9.23743E-05
202690_s_at	small nuclear ribonucleoprotein D1 polypeptide 16kDa	SNRPD1	chr18q11.2	+1.75929815184487	0.000107074	+2.76063470679326	7.08526E-06
202705_at	cyclin B2	CCNB2	chr15q22.2	+2.08493152168224	4.08397E-05	+8.02777398807603	4.47167E-10
202786_at	serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	STK39	chr2q24.3	+4.37717480504296	0.002737534	+3.86374531569938	0.00132696
202911_at	mutS homolog 6 (E. coli)	MSH6	chr2p16	+2.9485384345822	0.00024592	+3.01049349482213	0.000207604
202946_s_at	BTB (POZ) domain containing 3	BTBD3	chr20p12.2	+2.67585510957222	0.009136599	+4.12673271720544	0.002337233
202954_at	ubiquitin-conjugating enzyme E2C	UBE2C	chr20q13.12	+5.02805349808731	5.80795E-08	+5.73582099206331	3.38017E-08
203046_s_at	timeless homolog (Drosophila)	TIMELESS	chr12q12-q13	+2.41161565538152	6.2085E-05	+4.69133979692752	1.31326E-06
203050_at	tumor protein p53 binding protein 1	TP53BP1	chr15q15-q21	+1.37554181813974	0.003935152	+1.7111900513652	0.00046889
203087_s_at	kinesin heavy chain member 2A	KIF2A	chr5q12-q13	+2.9485384345822	0.000504817	+1.8276629004588	0.008932928
203105_s_at	dynamin 1-like	DNM1L	chr12p11.21	+1.89211529345119	0.00070724	+1.80875875512218	0.001991377
203184_at	fibrillin 2 (congenital contractural arachnodactyly)	FBN2	chr5q23-q31	+4.30197756182951	0.000158136	+11.0808757448874	1.28752E-06
203203_s_at	KRR1, small subunit (SSU) processome component, homolog (yeast)	KRR1	chr12q21.2	+1.62450479271247	0.004816239	+1.46408569594563	0.009485267
203209_at	replication factor C (activator 1) 5, 36.5kDa	RFC5	chr12q24.2-q24.3	+2.44528055538414	0.000123134	+2.9485384345822	3.81025E-05
203213_at	cell division cycle 2, G1 to S and G2 to M	CDC2	chr10q21.1	+3.98616105131147	3.16448E-07	+8.36867951834024	1.03755E-08
203222_s_at	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	TLE1	chr9q21.32	+1.7111900513652	0.003699367	+1.87904549842802	0.002502196
203255_at	F-box protein 11	FBXO11	chr2p16.3	+3.34035167771348	1.69786E-05	+2.69446715373138	0.000134211
203276_at	lamin B1	LMNB1	chr5q23.3-q31.1	+4.67510899424498	0.000198539	+5.44525646599789	0.000237772
203278_s_at	PHD finger protein 21A	PHF21A	chr11p11.2	+1.38991821984234	0.008354788	+1.73507737430414	0.000236472
203298_s_at	jumonji, AT rich interactive domain 2	JARID2	chr6p24-p23	+3.01049349482213	1.77936E-05	+3.931282394181	5.94935E-06
203316_s_at	small nuclear ribonucleoprotein polypeptide E	SNRPE	chr1q32	+2.11403608112276	7.83966E-05	+2.12874036490672	0.000604881
203346_s_at	metal response element binding transcription factor 2	MTF2	chr1p22.1	+2.14354692507259	0.000101877	+1.89868424190104	0.001250314
