Gene	GeneID	Probeset	Is.Sense	Fold.change	P.Adj	Symbol	Symbol.alt	Chromosome	Alternative symbols	Official full name
CLDN2	9075	ADXCRAG_NM_020384_at	TRUE	-1.377762285	0.001359777	CLDN2	CLDN2	Xq22.3-q23	SP82	claudin 2
NF1	4763	ADXCRAD_AK025833_at	TRUE	-0.739744552	0.001365684	NF1	NF1	17q11.2	DKFZp686J1293|FLJ21220|NFNS|VRNF|WSS	neurofibromin 1
VAV3	10451	ADXCRIH.866.C1_at	FALSE	0.709230907	0.001394848	VAV3	VAV3	1p13.3	FLJ40431	vav 3 guanine nucleotide exchange factor
PRDX5	25824	ADXCRIH.314.C1_x_at	TRUE	1.220238469	0.001394848	PRDX5	PRDX5	11q13	ACR1|AOEB166|B166|MGC117264|MGC142283|MGC142285|PLP|PMP20|PRDX6|PRXV	peroxiredoxin 5
ZNF141	7700	ADXCRAG_BC036854_x_at	FALSE	0.802138113	0.001422587	ZNF141	ZNF141	4p16.3	D4S90|pHZ-44	zinc finger protein 141
PLAGL2	5326	ADXCRPDRC.16547.C1_s_at	TRUE	0.601514242	0.001422587	PLAGL2	PLAGL2	20q11.21	FLJ23283|ZNF900	pleiomorphic adenoma gene-like 2
NXN	64359	ADXCRAD_BM726154_at	TRUE	-0.821864216	0.001451385	NXN	NXN	17p13.3	FLJ12614|NRX|TRG-4	nucleoredoxin
ENGASE	64772	ADXCRPD.10510.C1_s_at	TRUE	0.71052403	0.001451385	ENGASE	ENGASE	17q25.3	DKFZp434P174|FLJ21865	endo-beta-N-acetylglucosaminidase
ANTXR2	118429	ADXCRPD.7328.C1_at	TRUE	-0.810659	0.001476098	ANTXR2	ANTXR2	4q21.21	CMG-2|CMG2|FLJ31074|ISH|JHF|MGC111533|MGC45856	anthrax toxin receptor 2
PIGZ	80235	ADXCRAG_BC044640_at	TRUE	1.111806433	0.001478099	PIGZ	PIGZ	3q29	FLJ12768|GPI-MT-IV|MGC52163|PIG-Z|SMP3	phosphatidylinositol glycan anchor biosynthesis, class Z
PTPRD	5789	ADXCRAG_AL049338_s_at	TRUE	1.024373861	0.001500272	PTPRD	PTPRD	9p23-p24.3	HPTP|HPTPD|HPTPDELTA|MGC119750|MGC119751|MGC119752|MGC119753|PTPD|RPTPDELTA	protein tyrosine phosphatase, receptor type, D
MLLT3	4300	ADXCRPD.14537.C1_at	FALSE	0.623528683	0.001549778	MLLT3	MLLT3	9p22	AF9|FLJ2035|YEATS3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
MALL	7851	ADXCRPD.9365.C1_x_at	TRUE	-0.859985805	0.001559297	MALL	MALL	2q13	BENE|MGC4419	mal, T-cell differentiation protein-like
EREG	2069	ADXCRPD.10770.C1_s_at	TRUE	1.362816728	0.001619008	EREG	EREG	4q13.3	ER	epiregulin
NFS1	9054	RDCR137_F09_at	TRUE	0.624642064	0.001643163	NFS1	NFS1	20q11.22	IscS|NIFS	NFS1 nitrogen fixation 1 homolog (S. cerevisiae)
MYO1D	4642	ADXCRPDRC.10868.C1_at	TRUE	0.760781985	0.00170641	MYO1D	MYO1D	17q11-q12	KIAA0727|myr4	myosin ID
IQGAP2	10788	ADXCRAG_NM_006633_s_at	TRUE	-0.914239385	0.001727674	IQGAP2	IQGAP2	5q13.3		IQ motif containing GTPase activating protein 2
BMP4	652	ADXCRAD_BX389615_s_at	TRUE	-0.942678203	0.001765775	BMP4	BMP4	14q22-q23	BMP2B|BMP2B1|MCOPS6|OFC11|ZYME	bone morphogenetic protein 4
ETS2	2114	ADXCRIH.2576.C1_s_at	TRUE	0.69877079	0.001806799	ETS2	ETS2	21q22.3|21q22.2	ETS2IT1	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
FMOD	2331	RDCR071_B07_at	FALSE	0.893771528	0.001816334	FMOD	FMOD	1q32	SLRR2E	fibromodulin
DDX27	55661	ADXCRPD.5568.C1_x_at	TRUE	0.719042287	0.001863006	DDX27	DDX27	20q13.13	DKFZp667N057|DRS1|FLJ12917|FLJ20596|FLJ22238|MGC1018|MGC163147|PP3241|RHLP|Rrp3p|dJ686N3.1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
PHLDA1	22822	ADXCRPDRC.1367.C1_x_at	TRUE	-0.952769665	0.001863006	PHLDA1	PHLDA1	12q15	DT1P1B11|MGC131738|PHRIP|TDAG51	pleckstrin homology-like domain, family A, member 1
KIAA1211	57482	ADXCRAD_CN357423_s_at	TRUE	-0.649348071	0.001876308	KIAA1211	KIAA1211	4q12	DKFZp564H1363	KIAA1211
ARL4C	10123	ADXCRAD_CN417795_s_at	TRUE	-0.635450989	0.001941565	ARL4C	ARL4C	2q37.1	ARL7|LAK	ADP-ribosylation factor-like 4C
PTRH2	51651	ADXCRPD.1485.C1_at	TRUE	0.742943449	0.001966032	PTRH2	PTRH2	17q23.1	BIT1|FLJ32471|PTH2	peptidyl-tRNA hydrolase 2
ZNRF3	84133	ADXCRPD.10855.C1_at	TRUE	0.862146851	0.002107647	ZNRF3	ZNRF3	22q12.1	BK747E2.3|RNF203	zinc and ring finger 3
BCAS1	8537	ADXCRAD_AK024968_x_at	TRUE	-0.611218979	0.002180156	BCAS1	BCAS1	20q13.2	AIBC1|NABC1	breast carcinoma amplified sequence 1
ABCC6	368	ADXCRAD_BX956564_at	TRUE	1.066631183	0.002180156	ABCC6	ABCC6	16p13.1	ABC34|ARA|EST349056|MLP1|MOATE|MRP6|PXE|PXE1|URG7	ATP-binding cassette, sub-family C (CFTR/MRP), member 6
FIBCD1	84929	ADXCRAD_BF792773_at	TRUE	-0.85089752	0.002191489	FIBCD1	FIBCD1	9q34.12	FLJ14810	fibrinogen C domain containing 1
DAPK2	23604	ADXCRPD.5127.C1_s_at	TRUE	0.722334032	0.002204008	DAPK2	DAPK2	15q22.31	DRP-1|DRP1|MGC119312	death-associated protein kinase 2
PHF16	9767	ADXCRPD.5267.C1_x_at	TRUE	0.821419806	0.002261377	PHF16	PHF16	Xp11.23	JADE3|KIAA0215|MGC138748|MGC138749	PHD finger protein 16
PRRX1	5396	RDCR273_G11_s_at	TRUE	-0.843285669	0.002303368	PRRX1	PRRX1	1q24	PHOX1|PMX1|PRX1	paired related homeobox 1
LEFTY1	10637	ADXCRIH.2802.C1_s_at	TRUE	1.350730915	0.002319431	LEFTY1	LEFTY1	1q42.1	LEFTB|LEFTYB	left-right determination factor 1
CCDC43	124808	ADXCRAD_W58249_at	TRUE	0.781675039	0.002332268	CCDC43	CCDC43	17q21.31	FLJ31795	coiled-coil domain containing 43
TFCP2L1	29842	ADXCRPD.4887.C1_at	TRUE	0.656047356	0.002352021	TFCP2L1	TFCP2L1	2q14	CRTR1|LBP-9|LBP9	transcription factor CP2-like 1
SDR16C5	195814	ADXCRAD_AW383157_s_at	TRUE	-0.668848894	0.002352021	SDR16C5	SDR16C5	8q12.1	FLJ33105|RDH#2|RDH-E2|RDHE2	short chain dehydrogenase/reductase family 16C, member 5
TNIK	23043	ADXCRAG_XM_039796_at	TRUE	-0.600829484	0.002352021	TNIK	TNIK	3q26.31		TRAF2 and NCK interacting kinase
SCEL	8796	ADXCRAD_BX095638_at	TRUE	-1.132682432	0.00236982	SCEL	SCEL	13q22	FLJ21667|MGC22531	sciellin
BCL9L	283149	ADXCRAD_CX752067_s_at	TRUE	-0.720018337	0.002437337	BCL9L	BCL9L	11q23.3	BCL9-2|DLNB11	B-cell CLL/lymphoma 9-like
ACOX1	51	RDCR105_G08_at	TRUE	0.751204396	0.002437337	ACOX1	ACOX1	17q24-q25|17q25.1	ACOX|MGC1198|PALMCOX|SCOX	acyl-CoA oxidase 1, palmitoyl
PCDH21	92211	ADXCRAD_BC038799_at	FALSE	1.405888529	0.002522011	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
KRT6B	3854	ADXCRAD_BM018764_s_at	TRUE	-0.834276007	0.002531887	KRT6B	KRT6B	12q13.13	CK6B|K6B|KRTL1|PC2	keratin 6B
GPR160	26996	ADXCRPD.14823.C1_at	FALSE	0.648685433	0.002572155	GPR160	GPR160	3q26.2-q27	GPCR1|GPCR150	G protein-coupled receptor 160
SLC26A2	1836	ADXCRAD_AW960781_s_at	TRUE	1.321571892	0.002624429	SLC26A2	SLC26A2	5q31-q34	D5S1708|DTD|DTDST|EDM4|MST153|MSTP157	solute carrier family 26 (sulfate transporter), member 2
LOC283070	283070	ADXCRAD_BQ188989_at	TRUE	0.870968305	0.002713837	LOC283070		10p13		hypothetical LOC283070
GRM8	2918	ADXCRPD.14762.C1_at	FALSE	0.827181816	0.002745741	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
ELOVL5	60481	ADXCRIH.1549.C1_at	FALSE	0.590455075	0.002796542	ELOVL5	ELOVL5	6p21.1-p12.1	HELO1|dJ483K16.1	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)
MCAM	4162	ADXCRAD_M29277_x_at	TRUE	0.656726364	0.002929895	MCAM	MCAM	11q23.3	CD146|MUC18	melanoma cell adhesion molecule
LSAMP	4045	ADXCRAD_AL119305_x_at	TRUE	-0.875944002	0.002929895	LSAMP	LSAMP	3q13.2-q21	FLJ34254|FLJ35396|FLJ37216|FLJ54658|IGLON3|LAMP	limbic system-associated membrane protein
SCIN	85477	ADXCRAD_NM_033128_x_at	TRUE	-0.89407933	0.002929895	SCIN	SCIN	7p21.3	KIAA1905	scinderin
CFTR	1080	ADXCRIH.1654.C1_at	FALSE	1.084919156	0.002953211	CFTR	CFTR	7q31.2	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
FLJ23867	200058	ADXCRAG_AL832927_s_at	TRUE	-0.802420858	0.002961946	FLJ23867		1q25.2		hypothetical protein FLJ23867
PHLDA1	22822	ADXCRAG_AF220656_s_at	TRUE	-0.786178085	0.002989521	PHLDA1	PHLDA1	12q15	DT1P1B11|MGC131738|PHRIP|TDAG51	pleckstrin homology-like domain, family A, member 1
KCTD1	284252	ADXCRAD_BX344003_s_at	TRUE	-0.741243988	0.003010952	KCTD1	KCTD1	18q11.2	C18orf5	potassium channel tetramerisation domain containing 1
POFUT1	23509	ADXCRAD_CF128606_x_at	TRUE	0.942636095	0.003011444	POFUT1	POFUT1	20q11	FUT12|KIAA0180|MGC2482|O-FUT|O-Fuc-T|O-FucT-1	protein O-fucosyltransferase 1
PTPRD	5789	ADXCRAG_BC045786_at	TRUE	1.197498507	0.003011444	PTPRD	PTPRD	9p23-p24.3	HPTP|HPTPD|HPTPDELTA|MGC119750|MGC119751|MGC119752|MGC119753|PTPD|RPTPDELTA	protein tyrosine phosphatase, receptor type, D
CCDC14	64770	ADXCRPDRC.7426.C1_s_at	TRUE	0.770708842	0.003015368	CCDC14	CCDC14	3q21.1	DKFZp434L1050|FLJ12892|FLJ41065	coiled-coil domain containing 14
ZIC2	7546	ADXCRAD_CA427365_s_at	TRUE	-0.599159902	0.003015774	ZIC2	ZIC2	13q32	HPE5	Zic family member 2
SPRED1	161742	ADXCRIH.3809.C1_s_at	TRUE	-0.904488892	0.003015774	SPRED1	SPRED1	15q14	FLJ33903|NFLS	sprouty-related, EVH1 domain containing 1
QPRT	23475	ADXCRPD.893.C1_s_at	TRUE	0.80511649	0.003044813	QPRT	QPRT	16p11.2	QPRTase	quinolinate phosphoribosyltransferase
SLC26A3	1811	ADXCRIH.409.C1_at	TRUE	1.813691406	0.003095308	SLC26A3	SLC26A3	7q31	CLD|DRA	solute carrier family 26, member 3
GRM8	2918	ADXCRAD_BC041397_at	FALSE	0.971328673	0.003148499	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
FLJ38028	400643	ADXCRIH.825.C1_s_at	TRUE	1.353972344	0.003219368	LOC400643		18p11.31	FLJ38028	hypothetical LOC400643
SRGAP2P1	653464	ADXCRAG_BC036880_x_at	TRUE	-0.710195992	0.003253865	SRGAP2P1	SRGAP2P1	1p11.2	MGC131678	SLIT-ROBO Rho GTPase activating protein 2 pseudogene 1
BECN1	8678	ADXCRAD_AJ709876_x_at	TRUE	0.628136484	0.003286183	BECN1	BECN1	17q21	ATG6|VPS30|beclin1	beclin 1, autophagy related
CCDC88B	283234	ADXCRAD_BE280962_s_at	TRUE	0.827088938	0.003339077	CCDC88B	CCDC88B	11q12.3	BRLZ|CCDC88|DKFZp434G0920|FLJ00354|FLJ37970|HKRP3|gipie	coiled-coil domain containing 88B
TRIB2	28951	ADXCRAD_CX783483_s_at	TRUE	-0.651233001	0.003377563	TRIB2	TRIB2	2p24.3	C5FW|FLJ57420|GS3955|TRB2	tribbles homolog 2 (Drosophila)
LOC647979	647979	ADXCRPD.9551.C1_at	FALSE	0.60909583	0.003377563	LOC647979		20q11.23		hypothetical LOC647979
SLC6A6	6533	ADXCRAD_BG150485_at	FALSE	0.702747574	0.003624708	SLC6A6	SLC6A6	3p25-p24	MGC10619|MGC131729|TAUT	solute carrier family 6 (neurotransmitter transporter, taurine), member 6
SNHG11	128439	ADXCRPD.17586.C1_s_at	TRUE	0.601925452	0.003639311	SNHG11	SNHG11	20q11.23	C20orf198|NCRNA00101	small nucleolar RNA host gene 11 (non-protein coding)
CTTNBP2	83992	ADXCRAD_NM_033427_s_at	TRUE	1.0118562	0.003688078	CTTNBP2	CTTNBP2	7q31	C7orf8|CORTBP2|FLJ34229|KIAA1758|MGC104579|Orf4	cortactin binding protein 2
PIN4	5303	ADXCRAD_CV027290_s_at	TRUE	1.002673969	0.003690879	PIN4	PIN4	Xq13	EPVH|MGC138486|PAR14|PAR17	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)
SPAG1	6674	ADXCRIH.2456.C1_s_at	TRUE	1.042171972	0.003727905	SPAG1	SPAG1	8q22.2	FLJ32920|HSD-3.8|SP75|TPIS	sperm associated antigen 1
LOC728342	728342	ADXCRPD.8082.C1_at	TRUE	0.859435989	0.003727905	LOC728342		5q23.1		hypothetical protein LOC728342
PRDX5	25824	ADXCRIH.314.C1_at	TRUE	1.296166408	0.003734306	PRDX5	PRDX5	11q13	ACR1|AOEB166|B166|MGC117264|MGC142283|MGC142285|PLP|PMP20|PRDX6|PRXV	peroxiredoxin 5
INPP5D	3635	ADXCRPD.4801.C2_s_at	TRUE	0.632651343	0.003801863	INPP5D	INPP5D	2q37.1	MGC104855|MGC142140|MGC142142|SHIP|SHIP1|SIP-145|hp51CN	inositol polyphosphate-5-phosphatase, 145kDa
ABCC6P1	653190	ADXCRAD_BG563265_at	TRUE	0.595746199	0.003832648	ABCC6P1	ABCC6P1	16p12.3		ATP-binding cassette, sub-family C, member 6 pseudogene 1
GRM8	2918	ADXCRPD.12172.C1_x_at	FALSE	0.631452025	0.003847473	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
ZDHHC23	254887	ADXCRPD.8884.C1_s_at	FALSE	0.673280432	0.003847473	ZDHHC23	ZDHHC23	3q13.31	MGC42530|NIDD	zinc finger, DHHC-type containing 23
EREG	2069	ADXCRPD.1861.C1_at	FALSE	0.978322333	0.003847473	EREG	EREG	4q13.3	ER	epiregulin
GPR160	26996	ADXCRPDRC.14823.C1_s_at	TRUE	0.88937948	0.00387614	GPR160	GPR160	3q26.2-q27	GPCR1|GPCR150	G protein-coupled receptor 160
PLEKHN1	84069	ADXCRAG_NM_032129_s_at	TRUE	-0.65397841	0.003954451	PLEKHN1	PLEKHN1	1p36.33	DKFZp434H2010|MGC120613|MGC120616|RP11-54O7.7	pleckstrin homology domain containing, family N member 1
FAM84A	151354	ADXCRAD_AI453545_s_at	FALSE	0.947983664	0.003972881	FAM84A	FAM84A	2p24.3	FLJ35392|NSE1|PP11517	family with sequence similarity 84, member A
TDGF1	6997	ADXCRPD.5052.C1_s_at	TRUE	1.511884179	0.004003649	TDGF1	TDGF1	3p21.31	CR|CRGF|CRIPTO	teratocarcinoma-derived growth factor 1
SLC39A11	201266	ADXCRPDRC.13096.C1_s_at	TRUE	0.838421511	0.00404399	SLC39A11	SLC39A11	17q21.31	C17orf26|ZIP11	solute carrier family 39 (metal ion transporter), member 11
RIOK3	8780	ADXCRAD_BM983725_x_at	TRUE	-0.628079353	0.0041045	RIOK3	RIOK3	18q11.2	DKFZp779L1370|SUDD	RIO kinase 3 (yeast)
LOC100134229	100134229	ADXCRAD_AK026372_x_at	TRUE	0.848169231	0.004121797	LOC100134229		7q34	FLJ22719	hypothetical LOC100134229
E2F1	1869	ADXCRPD.5596.C1_s_at	TRUE	0.808786785	0.004136535	E2F1	E2F1	20q11.2	E2F-1|RBAP1|RBBP3|RBP3	E2F transcription factor 1
RPRD1B	58490	ADXCRPD.4318.C1_s_at	TRUE	0.937133406	0.004152915	RPRD1B	RPRD1B	20q11.21-q12	C20orf77|CREPT|DKFZp434P0735|FLJ44520|NET60|dJ1057B20.2	regulation of nuclear pre-mRNA domain containing 1B
POFUT1	23509	ADXCRPDRC.5238.C1_at	FALSE	0.649292818	0.004152915	POFUT1	POFUT1	20q11	FUT12|KIAA0180|MGC2482|O-FUT|O-Fuc-T|O-FucT-1	protein O-fucosyltransferase 1
ERRFI1	54206	ADXCRIH.3118.C1_at	TRUE	-0.606187198	0.004197627	ERRFI1	ERRFI1	1p36	GENE-33|MIG-6|MIG6|RALT	ERBB receptor feedback inhibitor 1
CCDC43	124808	ADXCRAD_W58249_x_at	TRUE	0.641214142	0.004258323	CCDC43	CCDC43	17q21.31	FLJ31795	coiled-coil domain containing 43
GRM8	2918	ADXCRAD_BC041397_x_at	FALSE	0.976485138	0.004356146	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
PDRG1	81572	ADXCRAD_CA748661_at	FALSE	0.732883468	0.00447798	PDRG1	PDRG1	20q11.21	C20orf126|PDRG	p53 and DNA-damage regulated 1
PLCB4	5332	ADXCRPDRC.11819.C1_at	TRUE	0.817815002	0.004501869	PLCB4	PLCB4	20p12	FLJ16169|PI-PLC	phospholipase C, beta 4
LIG3	3980	ADXCRPD.6061.C1_at	TRUE	0.656353883	0.004605637	LIG3	LIG3	17q11.2-q12	LIG2	ligase III, DNA, ATP-dependent
S100A16	140576	ADXCRAD_BP397324_x_at	TRUE	-0.597479752	0.004652707	S100A16	S100A16	1q21	DT1P1A7|MGC17528|S100F	S100 calcium binding protein A16
RGNEF	64283	ADXCRAD_BU190155_at	TRUE	-0.596293398	0.004778395	RGNEF		5q13.2	DKFZp686P12164|FLJ21817|KIAA1998|RIP2|p190RHOGEF	190 kDa guanine nucleotide exchange factor
MUC17	140453	ADXCRPDRC.12902.C1_s_at	TRUE	-0.77557774	0.004960149	MUC17	MUC17	7q22.1	MUC3	mucin 17, cell surface associated
SPON1	10418	ADXCRPD.4483.C1_s_at	TRUE	-0.800200919	0.005091658	SPON1	SPON1	11p15.2	KIAA0762|MGC10724|f-spondin	spondin 1, extracellular matrix protein
DACH1	1602	ADXCRSS.Hs#S3013829_at	TRUE	0.76160029	0.005091658	DACH1	DACH1	13q22	DACH|FLJ10138	dachshund homolog 1 (Drosophila)
BTNL9	153579	ADXCRPD.4743.C1_at	TRUE	-0.672707953	0.00520611	BTNL9	BTNL9	5q35.3	BTN3|VDLS1900	butyrophilin-like 9
TLCD1	116238	ADXCRPD.8630.C1_s_at	TRUE	0.599323819	0.005248855	TLCD1	TLCD1	17q11.2		TLC domain containing 1
C7orf36	57002	ADXCRIH.2814.C1_s_at	TRUE	0.704783332	0.005281859	C7orf36	C7orf36	7p14.1		chromosome 7 open reading frame 36
ARMCX3	51566	ADXCRPD.7232.C1_at	FALSE	0.659837898	0.005307483	ARMCX3	ARMCX3	Xq21.33-q22.2	ALEX3|DKFZp781N1954|KIAA0443|MGC12199|dJ545K15.2	armadillo repeat containing, X-linked 3
PAAF1	80227	ADXCRPD.6574.C1_s_at	TRUE	0.718487014	0.005455422	PAAF1	PAAF1	11q13.4	FLJ11848|PAAF|Rpn14|WDR71	proteasomal ATPase-associated factor 1
PPP4R1	9989	ADXCRPD.5630.C1_s_at	TRUE	-0.786011521	0.005515122	PPP4R1	PPP4R1	18p11.22	PP4(Rmeg)|PP4R1	protein phosphatase 4, regulatory subunit 1
ADAM8	101	ADXCRAG_D26579_s_at	TRUE	-0.622114318	0.005556812	ADAM8	ADAM8	10q26.3	CD156|MGC134985|MS2	ADAM metallopeptidase domain 8
DDC	1644	ADXCRAD_CD013938_s_at	TRUE	0.992780625	0.005579475	DDC	DDC	7p12.2	AADC	dopa decarboxylase (aromatic L-amino acid decarboxylase)
SYT7	9066	ADXCRAD_BX094140_at	TRUE	1.128134732	0.005661967	SYT7	SYT7	11q12-q13.1	IPCA-7|MGC150517|PCANAP7|SYT-VII	synaptotagmin VII
EFNA3	1944	ADXCRPD.6725.C1_s_at	TRUE	0.766884364	0.005661967	EFNA3	EFNA3	1q21-q22	EFL2|EPLG3|Ehk1-L|LERK3	ephrin-A3
ASXL1	171023	ADXCRIH.691.C1_s_at	TRUE	0.645183422	0.005682831	ASXL1	ASXL1	20q11.1	KIAA0978|MGC117280|MGC71111	additional sex combs like 1 (Drosophila)
AMACR	23600	ADXCRAD_NM_203382_at	TRUE	0.898941917	0.005844462	AMACR	AMACR	5p13	CBAS4|RACE|RM	alpha-methylacyl-CoA racemase
MLLT6	4302	ADXCRAD_BU526755_at	TRUE	0.605834832	0.005866737	MLLT6	MLLT6	17q21	AF17|FLJ23480	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6
ATP10B	23120	ADXCRIH.2989.C1_at	FALSE	0.710730144	0.005866737	ATP10B	ATP10B	5q34	ATPVB|FLJ21477|KIAA0715	ATPase, class V, type 10B
SPRED1	161742	ADXCRPD.6660.C1_s_at	TRUE	-0.631508938	0.005885443	SPRED1	SPRED1	15q14	FLJ33903|NFLS	sprouty-related, EVH1 domain containing 1
NUAK2	81788	ADXCRAD_AW959311_s_at	TRUE	0.686609352	0.005885443	NUAK2	NUAK2	1q32.1	DKFZp434J037|DKFZp686F01113|FLJ90349|SNARK	NUAK family, SNF1-like kinase, 2
GRM8	2918	ADXCRPD.12172.C1_at	FALSE	0.729630542	0.006029607	GRM8	GRM8	7q31.3-q32.1	FLJ41058|GLUR8|GPRC1H|MGC126724|MGLUR8|mGlu8	glutamate receptor, metabotropic 8
GULP1	51454	ADXCRAG_AF191771_s_at	TRUE	-0.65045649	0.006293611	GULP1	GULP1	2q32.3-q33	CED-6|CED6|FLJ31156|GULP	GULP, engulfment adaptor PTB domain containing 1
RABGAP1L	9910	ADXCRAD_CN307989_s_at	TRUE	-0.682011886	0.006598489	RABGAP1L	RABGAP1L	1q24	DKFZp686E1450|FLJ58037|FLJ79118|FLJ79254|HHL|TBC1D18	RAB GTPase activating protein 1-like
RBM39	9584	ADXCRAD_AL597763_x_at	TRUE	0.764702541	0.006675339	RBM39	RBM39	20q11.22	CAPER|CAPERalpha|CC1.3|DKFZp781C0423|FLJ44170|HCC1|RNPC2|fSAP59	RNA binding motif protein 39
AHR	196	ADXCRIH.2792.C1_s_at	TRUE	-0.680650025	0.006852135	AHR	AHR	7p15	bHLHe76	aryl hydrocarbon receptor
CDKN1B	1027	ADXCRIH.1168.C1_at	FALSE	0.603662206	0.006995366	CDKN1B	CDKN1B	12p13.1-p12	CDKN4|KIP1|MEN1B|MEN4|P27KIP1	cyclin-dependent kinase inhibitor 1B (p27, Kip1)
CD24	100133941	ADXCRIH.339.C1_x_at	TRUE	1.053264733	0.007031412	CD24	CD24	6q21	CD24A|FLJ22950|FLJ43543|MGC75043	CD24 molecule
DNAH2	146754	ADXCRAD_BM711746_s_at	TRUE	-0.662795071	0.007159973	DNAH2	DNAH2	17p13.1	DNAHC2|DNHD3|FLJ46675|KIAA1503	dynein, axonemal, heavy chain 2
PCDH21	92211	ADXCRPDRC.13647.C1_s_at	TRUE	0.641210864	0.007333545	CDHR1	CDHR1	10q23.1	CORD15|DKFZp434A132|KIAA1775|PCDH21|PRCAD	cadherin-related family member 1
AGR3	155465	ADXCRIH.3310.C1_s_at	TRUE	-1.220338385	0.00737008	AGR3	AGR3	7p21.1	AG3|BCMP11|HAG3|PDIA18|hAG-3	anterior gradient homolog 3 (Xenopus laevis)
DHRS11	79154	ADXCRPD.14930.C1_at	FALSE	0.60007183	0.007388934	DHRS11	DHRS11	17q12	ARPG836|FLJ39232|MGC4172|SDR24C1	dehydrogenase/reductase (SDR family) member 11
ABAT	18	ADXCRAD_CB162007_s_at	TRUE	0.842833486	0.007575329	ABAT	ABAT	16p13.2	FLJ17813|FLJ30272|GABA-AT|GABAT|NPD009	4-aminobutyrate aminotransferase
ABCC6	368	ADXCRAD_BU187020_at	TRUE	1.322945057	0.007588929	ABCC6	ABCC6	16p13.1	ABC34|ARA|EST349056|MLP1|MOATE|MRP6|PXE|PXE1|URG7	ATP-binding cassette, sub-family C (CFTR/MRP), member 6
TBXAS1	6916	ADXCRAG_BC041157_at	TRUE	-0.961758578	0.007616321	TBXAS1	TBXAS1	7q34-q35	CYP5|CYP5A1|FLJ52771|GHOSAL|THAS|TS|TXAS|TXS	thromboxane A synthase 1 (platelet)
ACVRL1	94	ADXCRPD.9589.C1_x_at	TRUE	0.997525328	0.007758301	ACVRL1	ACVRL1	12q11-q14	ACVRLK1|ALK-1|ALK1|HHT|HHT2|ORW2|SKR3|TSR-I	activin A receptor type II-like 1
LOC80054	80054	ADXCRAG_BC027959_at	TRUE	0.936670377	0.007804532	LOC80054		19q13.11	FLJ12355	hypothetical LOC80054
NR1I2	8856	ADXCRAD_NM_033013_s_at	TRUE	0.781458868	0.007822337	NR1I2	NR1I2	3q12-q13.3	BXR|ONR1|PAR|PAR1|PAR2|PARq|PRR|PXR|SAR|SXR	nuclear receptor subfamily 1, group I, member 2
SPATA2	9825	ADXCRPD.6633.C1_s_at	TRUE	0.728471381	0.007851784	SPATA2	SPATA2	20q13.13	FLJ13167|KIAA0757|PD1|tamo	spermatogenesis associated 2
CFTR	1080	ADXCRAD_NM_000492_x_at	TRUE	0.760868762	0.007880438	CFTR	CFTR	7q31.2	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)
LDHB	3945	ADXCRIH.744.C1_x_at	TRUE	0.891936725	0.00790707	LDHB	LDHB	12p12.2-p12.1	LDH-H|TRG-5	lactate dehydrogenase B
RAB32	10981	ADXCRPD.4345.C1_at	TRUE	0.93653009	0.008001175	RAB32	RAB32	6q24.3		RAB32, member RAS oncogene family
LOC100134229	100134229	ADXCRAD_AK026372_at	TRUE	0.936818336	0.008041065	LOC100134229		7q34	FLJ22719	hypothetical LOC100134229
MYOF	26509	ADXCRPD.4898.C1_s_at	TRUE	-0.777611476	0.008061804	MYOF	MYOF	10q24	FER1L3|FLJ36571|FLJ90777	myoferlin
FERMT1	55612	ADXCRAG_AY137240_at	TRUE	0.631004354	0.00810989	FERMT1	FERMT1	20p12.3	C20orf42|DTGCU2|FLJ20116|FLJ23423|KIND1|UNC112A|URP1	fermitin family member 1
