Ensembl ID	Gene Name	Description	RefSeq ID	Fold Change	FDR
ENSG00000103254	MGC2494	Homo sapiens hypothetical protein MGC2494 (MGC2494), mRNA	NM_023933	1.5	18.430
ENSG00000197421	GGTL4	Homo sapiens gamma-glutamyltransferase-like 4 (GGTL4), transcript variant 2, mRNA	NM_080839	1.5	29.690
ENSG00000160685	ZFP67	Homo sapiens zinc finger protein 67 homolog (mouse) (ZFP67), mRNA	NM_015872	1.5	197.357
ENSG00000084731	KIF3C	Homo sapiens kinesin family member 3C (KIF3C), mRNA	NM_002254	1.5	13.408
ENSG00000132330	SCLY	Homo sapiens putative selenocysteine lyase (SCLY) mRNA, complete cds.	AF175767	1.5	18.930
ENSG00000171222	SCAND1	Homo sapiens SCAN domain containing 1 (SCAND1), transcript variant 1, mRNA	NM_016558	1.5	62.668
ENSG00000116604	MEF2D	Homo sapiens MADS box transcription enhancer factor 2, polypeptide D (myocyte enhancer factor 2D) (MEF2D), mRNA	NM_005920	1.5	44.953
ENSG00000100065	CARD10	Homo sapiens caspase recruitment domain family, member 10 (CARD10), mRNA	NM_014550	1.5	119.173
ENSG00000125656	CLPP	Homo sapiens ClpP caseinolytic protease, ATP-dependent, proteolytic subunit homolog (E. coli) (CLPP), nuclear gene encoding mitochondrial protein, mRNA	NM_006012	1.5	85.554
ENSG00000100379	A_23_P143676	Unknown		1.5	36.894
ENSG00000100379	FLJ12242	Homo sapiens hypothetical protein FLJ12242 (FLJ12242), mRNA	NM_024681	1.5	36.894
ENSG00000160326	SLC2A6	Homo sapiens solute carrier family 2 (facilitated glucose transporter), member 6 (SLC2A6), mRNA	NM_017585	1.5	43.683
ENSG00000103249	CLCN7	Homo sapiens chloride channel 7 (CLCN7), mRNA	NM_001287	1.5	27.773
ENSG00000140044	JDP2	Homo sapiens jun dimerization protein 2 (JDP2), mRNA	NM_130469	1.5	27.229
ENSG00000197136	PCNXL3	Homo sapiens mRNA; cDNA DKFZp686M14190 (from clone DKFZp686M14190).	BX640978	1.5	47.018
ENSG00000139515	IPF1	Homo sapiens insulin promoter factor 1, homeodomain transcription factor (IPF1), mRNA	NM_000209	1.5	19.922
ENSG00000170619	COMMD5	Homo sapiens COMM domain containing 5 (COMMD5), mRNA	NM_014066	1.5	45.799
ENSG00000011295	TTC19	Homo sapiens tetratricopeptide repeat domain 19 (TTC19), mRNA	NM_017775	1.5	160.744
ENSG00000105699	LISCH7	Homo sapiens liver-specific bHLH-Zip transcription factor (LISCH7), transcript variant 1, mRNA	NM_015925	1.5	113.923
ENSG00000197019	SERTAD1	Homo sapiens SERTA domain containing 1 (SERTAD1), mRNA	NM_013376	1.5	16.562
ENSG00000162542	LOC255104	Homo sapiens hypothetical protein LOC255104 (LOC255104), mRNA	NM_181719	1.5	15.473
ENSG00000123154	MGC4238	Homo sapiens mitogen-activated protein kinase organizer 1 (MGC4238), mRNA	NM_032332	1.5	34.978
ENSG00000116514	IBRDC3	Homo sapiens IBR domain containing 3 (IBRDC3), mRNA	NM_153341	1.5	33.850
ENSG00000143409	FLJ11280	Homo sapiens hypothetical protein FLJ11280 (FLJ11280), mRNA	NM_018379	1.5	31.597
ENSG00000175213	ZNF408	Homo sapiens zinc finger protein 408 (ZNF408), mRNA	NM_024741	1.5	27.642
ENSG00000124067	SLC12A4	Homo sapiens solute carrier family 12 (potassium/chloride transporters), member 4 (SLC12A4), mRNA	NM_005072	1.5	109.287
ENSG00000179632	MAF1	Homo sapiens homolog of yeast MAF1 (MAF1), mRNA	NM_032272	1.5	182.429
ENSG00000142961	MOBKL2C	Homo sapiens MOB1, Mps One Binder kinase activator-like 2C (yeast) (MOBKL2C), transcript variant 1, mRNA	NM_145279	1.5	14.286
ENSG00000137221	TJP4	Homo sapiens tight junction protein 4 (peripheral) (TJP4), mRNA	NM_080604	1.5	32.590
ENSG00000093134	VNN3	Homo sapiens vanin 3 (VNN3), transcript variant 1, mRNA	NM_018399	1.5	47.706
ENSG00000161999	LOC339123	Homo sapiens hypothetical LOC339123 (LOC339123), mRNA	NM_001005920	1.5	53.258
ENSG00000167658	EEF2	Homo sapiens eukaryotic translation elongation factor 2 (EEF2), mRNA	NM_001961	1.5	2841.249
ENSG00000180035	ZNF553	Homo sapiens zinc finger protein 553 (ZNF553), mRNA	NM_152652	1.5	40.379
ENSG00000088899	ProSAPiP1	Homo sapiens ProSAPiP1 protein (ProSAPiP1), mRNA	NM_014731	1.5	188.295
ENSG00000163435	ELF3	Homo sapiens E74-like factor 3 (ets domain transcription factor, epithelial-specific ) (ELF3), mRNA	NM_004433	1.5	242.502
ENSG00000110057	UNC93B1	Homo sapiens unc-93 homolog B1 (C. elegans) (UNC93B1), mRNA	NM_030930	1.5	65.658
ENSG00000007047	MARK4	Homo sapiens MAP/microtubule affinity-regulating kinase 4 (MARK4), mRNA	NM_031417	1.5	24.716
ENSG00000187244	LU	Homo sapiens Lutheran blood group (Auberger b antigen included) (LU), mRNA	NM_005581	1.5	70.637
ENSG00000160447	PKN3	Homo sapiens protein kinase N3 (PKN3), mRNA	NM_013355	1.5	54.642
ENSG00000224032	TIGA1	Homo sapiens TIGA1 (TIGA1), mRNA	NM_053000	1.5	27.389
ENSG00000122386	ZNF205	Homo sapiens zinc finger protein 205 (ZNF205), mRNA	NM_003456	1.5	34.580
ENSG00000143373	KIAA1441	Homo sapiens KIAA1441 protein (KIAA1441), mRNA	NM_020832	1.5	122.568
ENSG00000137834	SMAD6	Homo sapiens SMAD, mothers against DPP homolog 6 (Drosophila) (SMAD6), mRNA	NM_005585	1.5	98.467
ENSG00000185236	RAB11B	Homo sapiens RAB11B, member RAS oncogene family (RAB11B), mRNA	NM_004218	1.5	50.605
ENSG00000011132	APBA3	Homo sapiens amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2) (APBA3), mRNA	NM_004886	1.5	28.360
ENSG00000160813	MGC22793	Homo sapiens hypothetical protein MGC22793 (MGC22793), mRNA	NM_145030	1.5	65.132
ENSG00000186470	BTN3A2	Homo sapiens cDNA clone MGC:71335 IMAGE:6088873, complete cds.	BC067086	1.5	27.805
ENSG00000186470	BTN3A2	Homo sapiens butyrophilin, subfamily 3, member A2 (BTN3A2), mRNA	NM_007047	1.5	27.805
ENSG00000149150	SLC43A1	Homo sapiens solute carrier family 43, member 1 (SLC43A1), mRNA	NM_003627	1.5	459.945
ENSG00000146830	PERQ1	Homo sapiens PERQ amino acid rich, with GYF domain 1 (PERQ1), mRNA	NM_022574	1.5	115.307
ENSG00000204387	C6orf48	Homo sapiens chromosome 6 open reading frame 48 (C6orf48), mRNA	NM_016947	1.5	284.339
ENSG00000129474	JUB	Homo sapiens jub, ajuba homolog (Xenopus laevis) (JUB), transcript variant 1, mRNA	NM_032876	1.5	358.550
ENSG00000186564	FOXD2	Homo sapiens forkhead box D2 (FOXD2), mRNA	NM_004474	1.5	17.373
ENSG00000172663	FLJ21749	Homo sapiens hypothetical protein FLJ21749 (FLJ21749), mRNA	NM_025124	1.5	60.501
ENSG00000182199	SHMT2	Homo sapiens serine hydroxymethyltransferase 2 (mitochondrial) (SHMT2), mRNA	NM_005412	1.5	853.347
ENSG00000136059	VILL	Homo sapiens villin-like (VILL), mRNA	NM_015873	1.5	16.805
ENSG00000006015	FLJ20850	Homo sapiens hypothetical protein FLJ20850 (FLJ20850), mRNA	NM_017967	1.5	75.042
ENSG00000168061	SHD1	Homo sapiens Sac3 homology domain 1 (S. cerevisiae) (SHD1), mRNA	NM_013299	1.5	29.950
ENSG00000196449	YRDC	Homo sapiens ischemia/reperfusion inducible protein (FLJ23476), mRNA	NM_024640	1.5	24.468
ENSG00000149260	CAPN5	Homo sapiens calpain 5 (CAPN5), mRNA	NM_004055	1.5	21.125
ENSG00000075618	FSCN1	Homo sapiens fascin homolog 1, actin-bundling protein (Strongylocentrotus purpuratus) (FSCN1), mRNA	NM_003088	1.5	68.776
ENSG00000175793	SFN	Homo sapiens stratifin (SFN), mRNA	NM_006142	1.5	71.443
ENSG00000076201	PTPN23	Homo sapiens protein tyrosine phosphatase, non-receptor type 23 (PTPN23), mRNA	NM_015466	1.5	28.181
ENSG00000123178	C13orf1	Homo sapiens chromosome 13 open reading frame 1 (C13orf1), mRNA	NM_020456	1.5	21.074
ENSG00000056558	TRAF1	Homo sapiens TNF receptor-associated factor 1 (TRAF1), mRNA	NM_005658	1.5	14.055
ENSG00000183496	RKHD3	Homo sapiens ring finger and KH domain containing 3 (RKHD3), mRNA	NM_032246	1.5	27.631
ENSG00000167680	SEMA6B	Homo sapiens sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B (SEMA6B), transcript variant SEMA6B.3, mRNA	NM_032108	1.5	120.245
ENSG00000162576	MGC3047	Homo sapiens limitrin (MGC3047), mRNA	NM_032348	1.5	38.617
ENSG00000153531	ADPRHL1	Homo sapiens ADP-ribosylhydrolase like 1 (ADPRHL1), transcript variant 2, mRNA	NM_199162	1.5	28.681
ENSG00000153531	ADPRHL1	Homo sapiens ADP-ribosylhydrolase like 1 (ADPRHL1), transcript variant 1, mRNA	NM_138430	1.5	28.681
ENSG00000198026	ZNF335	Homo sapiens zinc finger protein 335 (ZNF335), mRNA	NM_022095	1.5	35.275
ENSG00000146083	RNF44	Homo sapiens ring finger protein 44 (RNF44), mRNA	NM_014901	1.5	39.061
ENSG00000176720	BOK	Homo sapiens Bcl-2 related ovarian killer (BOK) mRNA, complete cds.	AF089746	1.5	20.474
ENSG00000176720	BOK	Homo sapiens BCL2-related ovarian killer (BOK), mRNA	NM_032515	1.5	20.474
ENSG00000170293	CKLFSF8	Homo sapiens chemokine-like factor super family 8 (CKLFSF8), mRNA	NM_178868	1.5	30.250
ENSG00000143674	KIAA1804	Homo sapiens mixed lineage kinase 4 (KIAA1804), mRNA	NM_032435	1.5	42.325
ENSG00000169174	PCSK9	Homo sapiens proprotein convertase subtilisin/kexin type 9 (PCSK9), mRNA	NM_174936	1.5	386.665
ENSG00000160325	C9orf7	Homo sapiens chromosome 9 open reading frame 7 (C9orf7), mRNA	NM_017586	1.5	61.475
ENSG00000136710	MGC12981	Homo sapiens hypothetical protein MGC12981 (MGC12981), mRNA	NM_032357	1.5	27.462
ENSG00000121281	ADCY7	Homo sapiens adenylate cyclase 7 (ADCY7), mRNA	NM_001114	1.5	16.105
ENSG00000132718	SYT11	Homo sapiens synaptotagmin XI (SYT11), mRNA	NM_152280	1.5	15.542
ENSG00000184207	MGC4692	Homo sapiens hypothetical protein MGC4692, mRNA (cDNA clone IMAGE:3533548), partial cds.	BC002330	1.5	127.530
ENSG00000127220	ABHD8	Homo sapiens abhydrolase domain containing 8 (ABHD8), mRNA	NM_024527	1.5	42.086
ENSG00000132855	ANGPTL3	Homo sapiens angiopoietin-like 3 (ANGPTL3), mRNA	NM_014495	-1.5	-157.452
ENSG00000124568	SLC17A1	Homo sapiens solute carrier family 17 (sodium phosphate), member 1 (SLC17A1), mRNA	NM_005074	-1.5	-15.109
ENSG00000119121	TRPM6	Homo sapiens transient receptor potential cation channel, subfamily M, member 6 (TRPM6), mRNA	NM_017662	-1.5	-13.711
ENSG00000132963	C13orf12	Homo sapiens chromosome 13 open reading frame 12 (C13orf12), mRNA	NM_015932	-1.5	-241.565
ENSG00000129680	FLJ12649	Homo sapiens cDNA FLJ12649 fis, clone NT2RM4002044.	AK022711	-1.5	-33.273
ENSG00000129680	FLJ12649	Homo sapiens cDNA FLJ12401 fis, clone MAMMA1002796.	AK022463	-1.5	-33.273
ENSG00000163584	LOC200916	Homo sapiens similar to ribosomal protein L22, mRNA (cDNA clone IMAGE:6735782), partial cds.	BC062731	-1.5	-31.403
ENSG00000226284	ARPC3B	DJ470L14.3 (Novel protein similar to the Arp2/3 protein complex subunit p21-Arc (ARC21)). [Source:Uniprot/SPTREMBL;Acc:Q9H5B6]	ENST00000303246	-1.5	-19.286
ENSG00000101347	SAMHD1	Homo sapiens SAM domain and HD domain 1 (SAMHD1), mRNA	NM_015474	-1.5	-22.929
ENSG00000092208	SIP1	Homo sapiens survival of motor neuron protein interacting protein 1 (SIP1), transcript variant alpha, mRNA	NM_003616	-1.5	-29.028
ENSG00000102078	SLC25A14	Homo sapiens solute carrier family 25 (mitochondrial carrier, brain), member 14 (SLC25A14), nuclear gene encoding mitochondrial protein, transcript variant long, mRNA	NM_003951	-1.5	-13.757
ENSG00000196678	MGC16943	Homo sapiens similar to RIKEN cDNA 4933424N09 gene (MGC16943), mRNA	NM_080663	-1.5	-49.573
ENSG00000173041	FLJ90430	Homo sapiens hypothetical protein FLJ90430 (FLJ90430), mRNA	NM_178558	-1.5	-41.868
ENSG00000183337	BCOR	Homo sapiens BCL6 co-repressor (BCOR), transcript variant 1, mRNA	NM_017745	-1.5	-47.683
ENSG00000151849	CENPJ	Homo sapiens centromere protein J (CENPJ), mRNA	NM_018451	-1.5	-86.559
ENSG00000105173	CCNE1	Homo sapiens cyclin E1 (CCNE1), transcript variant 1, mRNA	NM_001238	-1.5	-37.258
ENSG00000111229	ARPC3	Homo sapiens actin related protein 2/3 complex, subunit 3, 21kDa (ARPC3), mRNA	NM_005719	-1.5	-92.790
ENSG00000166896	KUB3	Homo sapiens Ku70-binding protein 3 (KUB3), mRNA	NM_033276	-1.5	-14.032
ENSG00000147669	POLR2K	Homo sapiens polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa (POLR2K), mRNA	NM_005034	-1.5	-111.034
ENSG00000137871	SUHW4	Homo sapiens suppressor of hairy wing homolog 4 (Drosophila) (SUHW4), transcript variant 1, mRNA	NM_017661	-1.5	-16.754
ENSG00000162819	FLJ32421	Homo sapiens hypothetical protein FLJ32421 (FLJ32421), mRNA	NM_144695	-1.5	-48.306
ENSG00000185697	MYBL1	H.sapiens a-myb mRNA.	X66087	-1.6	-33.083
ENSG00000073792	IMP-2	Homo sapiens IGF-II mRNA-binding protein 2 (IMP-2), mRNA	NM_006548	-1.6	-47.467
ENSG00000197134	ZNF257	Homo sapiens zinc finger protein 257 (ZNF257), mRNA	NM_033468	-1.6	-30.123
ENSG00000109680	TBC1D19	Homo sapiens TBC1 domain family, member 19 (TBC1D19), mRNA	NM_018317	-1.6	-14.370
ENSG00000005483	MLL5	Homo sapiens myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila) (MLL5), mRNA	NM_018682	-1.6	-140.410
ENSG00000198900	TOP1	Homo sapiens topoisomerase (DNA) I (TOP1), mRNA	NM_003286	-1.6	-238.517
ENSG00000104093	DMXL2	Homo sapiens mRNA for KIAA0856 protein, partial cds.	AB020663	-1.6	-172.029
ENSG00000090061	CCNK	Homo sapiens cyclin K (CCNK), mRNA	NM_003858	-1.6	-33.978
ENSG00000001630	CYP51A1	Homo sapiens cytochrome P450, family 51, subfamily A, polypeptide 1 (CYP51A1), mRNA	NM_000786	-1.6	-466.616
ENSG00000154864	FAM38B	Homo sapiens family with sequence similarity 38, member B (FAM38B), mRNA	NM_022068	-1.6	-18.334
ENSG00000189369	GSPT2	Homo sapiens G1 to S phase transition 2 (GSPT2), mRNA	NM_018094	-1.6	-27.676
ENSG00000172795	DCP2	Homo sapiens DCP2 decapping enzyme homolog (S. cerevisiae) (DCP2), mRNA	NM_152624	-1.6	-75.907
ENSG00000111261	MANSC1	Homo sapiens MANSC domain containing 1 (MANSC1), mRNA	NM_018050	-1.6	-17.815
ENSG00000123200	KIAA0853	Homo sapiens KIAA0853 (KIAA0853), mRNA	NM_015070	-1.6	-231.748
ENSG00000100888	CHD8	Homo sapiens chromodomain helicase DNA binding protein 8 (CHD8), mRNA	NM_020920	-1.7	-307.316
ENSG00000158417	EIF5B	Homo sapiens eukaryotic translation initiation factor 5B (EIF5B), mRNA	NM_015904	-1.7	-392.617
ENSG00000184378	ARPM1	Homo sapiens actin related protein M1 (ARPM1), mRNA	NM_032487	-1.7	-13.278
ENSG00000099260	PALMD	Homo sapiens palmdelphin (PALMD), mRNA	NM_017734	-1.7	-44.136
ENSG00000178966	C9orf76	Homo sapiens chromosome 9 open reading frame 76 (C9orf76), mRNA	NM_024945	-1.7	-63.311
ENSG00000162614	NEXN	Homo sapiens nexilin (F actin binding protein) (NEXN), mRNA	NM_144573	-1.7	-21.976
ENSG00000102241	HTATSF1	Homo sapiens HIV TAT specific factor 1 (HTATSF1), mRNA	NM_014500	-1.7	-20.394
ENSG00000198734	F5	Homo sapiens coagulation factor V (proaccelerin, labile factor) (F5), mRNA	NM_000130	-1.8	-317.612
ENSG00000237514	ENST00000308465	Q8VH48 (Q8VH48) Protein tyrosine phosphatase 4a1, complete	THC2162663	-1.9	-15.047
ENSG00000016082	ISL1	Homo sapiens ISL1 transcription factor, LIM/homeodomain, (islet-1) (ISL1), mRNA	NM_002202	-2.0	-16.287
ENSG00000135046	ANXA1	Homo sapiens annexin A1 (ANXA1), mRNA	NM_000700	-2.1	-56.175
ENSG00000184349	EFNA5	Homo sapiens ephrin-A5 (EFNA5), mRNA	NM_001962	-2.2	-16.294
ENSG00000132703	APCS	Homo sapiens amyloid P component, serum (APCS), mRNA	NM_001639	-2.5	-14.765
ENSG00000134389	CFHL5	Homo sapiens complement factor H-related 5 (CFHL5), mRNA	NM_030787	-2.7	-15.118
ENSG00000145416	12:00 AM	Homo sapiens cDNA FLJ20668 fis, clone KAIA585.	AK000675	-3.0	-19.311
ENSG00000155530	FLJ32786	Homo sapiens hypothetical protein FLJ32786 (FLJ32786), mRNA	NM_144648	-4.6	-16.571
