FeatureNumber	ProbeUID	AgilentProbeID	GeneSymbol	SystematicName	Description	logFoldChange	AverageExpression	t.statistic	p.value	adjusted.p.value
18520	16924	A_24_P41160	ENST00000309004	ENST00000309004	PREDICTED: Homo sapiens similar to ribosomal protein L21 isoform 1 (LOC388621), mRNA [XM_371243]	-0.581038699	14.17664088	-5.101045349	5.05164E-05	0.004279059
44774	40826	A_23_P49351	AMDHD2	NM_015944	Homo sapiens amidohydrolase domain containing 2 (AMDHD2), mRNA [NM_015944]	-0.532379383	7.725022091	-5.103214607	5.02624E-05	0.004279059
15892	14601	A_23_P9435	SLC25A25	NM_001006641	Homo sapiens solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25 (SLC25A25), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA [NM_001006641]	-0.512165907	7.84315944	-5.098535037	5.0812E-05	0.004290686
36218	33148	A_24_P180225	HD	NM_002111	Homo sapiens huntingtin (Huntington disease) (HD), mRNA [NM_002111]	-0.3312519	10.21600875	-5.094828015	5.12517E-05	0.004290856
16050	14734	A_23_P41872	B4GALT7	NM_007255	Homo sapiens xylosylprotein beta 1,4-galactosyltransferase, polypeptide 7 (galactosyltransferase I) (B4GALT7), mRNA [NM_007255]	-0.280194219	9.267025603	-5.094515524	5.12889E-05	0.004290856
12531	11416	A_23_P50241	CLPTM1	NM_001294	Homo sapiens cleft lip and palate associated transmembrane protein 1 (CLPTM1), mRNA [NM_001294]	-0.586715216	8.407028972	-5.085095315	5.24245E-05	0.004293106
45171	41020	A_23_P137391	ENO1	NM_001428	Homo sapiens enolase 1, (alpha) (ENO1), mRNA [NM_001428]	-0.584430956	12.95855528	-5.090004127	5.18296E-05	0.004293106
37625	34470	A_24_P332364	A_24_P332364	A_24_P332364	Unknown	-0.4116767	7.083331579	-5.087594745	5.21207E-05	0.004293106
33386	30616	A_23_P57643	GPR175	NM_016372	Homo sapiens G protein-coupled receptor 175 (GPR175), mRNA [NM_016372]	-0.286838997	8.86978257	-5.092900586	5.14818E-05	0.004293106
42313	38699	A_23_P142022	PRPF31	NM_015629	Homo sapiens PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae) (PRPF31), mRNA [NM_015629]	-0.40559936	10.32512448	-5.082782599	5.27072E-05	0.004303254
35043	32086	A_23_P30848	HLA-E	NM_005516	Homo sapiens major histocompatibility complex, class I, E (HLA-E), mRNA [NM_005516]	-0.731466507	13.64915667	-5.077286648	5.33851E-05	0.004319574
2599	2289	A_23_P200598	C1orf166	NM_024544	Homo sapiens chromosome 1 open reading frame 166 (C1orf166), mRNA [NM_024544]	-0.458523059	10.28350794	-5.07887726	5.3188E-05	0.004319574
7344	6729	A_23_P77066	SNRPN	NM_022807	Homo sapiens small nuclear ribonucleoprotein polypeptide N (SNRPN), transcript variant 4, mRNA [NM_022807]	-0.462553443	9.272692789	-5.073691209	5.38334E-05	0.004323207
40039	36555	A_23_P402157	KCTD17	NM_024681	Homo sapiens potassium channel tetramerisation domain containing 17 (KCTD17), mRNA [NM_024681]	-0.245389782	7.763602066	-5.071810879	5.40694E-05	0.004323207
45110	41065	A_24_P84873	A_24_P84873	A_24_P84873	Unknown	-0.594206214	10.68200449	-5.065506773	5.48682E-05	0.004358594
15520	14228	A_23_P131778	MANBAL	NM_022077	Homo sapiens mannosidase, beta A, lysosomal-like (MANBAL), transcript variant 1, mRNA [NM_022077]	-0.346702915	10.49905605	-5.064530769	5.4993E-05	0.004358594
44837	40788	A_24_P66270	LOC653639	XM_934787	PREDICTED: Homo sapiens similar to Acyl-protein thioesterase 2 (Lysophospholipase II) (LPL-I), transcript variant 3 (LOC653639), mRNA [XM_934787]	-0.353657588	8.89767839	-5.062339274	5.52741E-05	0.004368104
31778	29079	A_24_P854199	PHB	NM_002634	Homo sapiens prohibitin (PHB), mRNA [NM_002634]	-0.653619684	10.4226106	-5.060321648	5.55342E-05	0.004373482
19897	18210	A_32_P456537	TCP1	NM_030752	Homo sapiens t-complex 1 (TCP1), transcript variant 1, mRNA [NM_030752]	-0.567989197	9.804816317	-5.059312045	5.56648E-05	0.004373482
6182	5683	A_23_P64954	USP5	NM_003481	Homo sapiens ubiquitin specific peptidase 5 (isopeptidase T) (USP5), mRNA [NM_003481]	-0.606111061	9.044578412	-5.057370942	5.59169E-05	0.004380586
8174	7479	A_23_P155103	ADSL	NM_000026	Homo sapiens adenylosuccinate lyase (ADSL), mRNA [NM_000026]	-0.528822919	9.860111264	-5.051862996	5.66383E-05	0.004398964
34361	31464	A_23_P503233	EDARADD	NM_080738	Homo sapiens EDAR-associated death domain (EDARADD), transcript variant B, mRNA [NM_080738]	-0.489362975	12.60330759	-5.052265239	5.65853E-05	0.004398964
28746	26328	A_24_P853004	A_24_P853004	A_24_P853004	Unknown	-0.494637699	8.952006871	-5.04777249	5.71802E-05	0.004428363
44234	40379	A_23_P34644	FCGR2B	NM_004001	Homo sapiens Fc fragment of IgG, low affinity IIb, receptor (CD32) (FCGR2B), transcript variant 1, mRNA [NM_004001]	-0.60602595	8.438228975	-5.044926807	5.75603E-05	0.004432471
32812	30038	A_23_P251548	TEX261	NM_144582	Homo sapiens testis expressed sequence 261 (TEX261), mRNA [NM_144582]	-0.554805343	8.704694489	-5.03435093	5.89955E-05	0.00445467
27525	25176	A_24_P389218	ARHGEF5	NM_005435	Homo sapiens Rho guanine nucleotide exchange factor (GEF) 5 (ARHGEF5), mRNA [NM_005435]	-0.541261267	8.585104335	-5.036334682	5.87236E-05	0.00445467
1132	865	A_24_P407717	GRB2	NM_002086	Homo sapiens growth factor receptor-bound protein 2 (GRB2), transcript variant 1, mRNA [NM_002086]	-0.534305289	10.95439843	-5.034915024	5.8918E-05	0.00445467
7771	7051	A_24_P43092	37500	NM_001008491	Homo sapiens septin 2 (SEPT2), transcript variant 1, mRNA [NM_001008491]	-0.422706002	8.349203626	-5.036584381	5.86894E-05	0.00445467
11100	10200	A_32_P25176	FLJ42953	NM_207474	Homo sapiens FLJ42953 protein (FLJ42953), mRNA [NM_207474]	-0.385023126	9.493205052	-5.034515291	5.89729E-05	0.00445467
12788	11721	A_23_P102454	INSIG2	NM_016133	Homo sapiens insulin induced gene 2 (INSIG2), mRNA [NM_016133]	-0.603195245	9.066603333	-5.029788831	5.96258E-05	0.004467183
22585	20632	A_24_P364954	FLJ22222	NM_024648	Homo sapiens hypothetical protein FLJ22222 (FLJ22222), transcript variant 1, mRNA [NM_024648]	-0.546675549	8.835631841	-5.027410298	5.9957E-05	0.004467183
37201	34009	A_24_P290293	ENST00000332289	ENST00000332289	PREDICTED: Homo sapiens similar to laminin receptor 1 (ribosomal protein SA) (LOC441506), mRNA [XM_497133]	-0.447142794	13.77974431	-5.030506513	5.95262E-05	0.004467183
43543	39807	A_23_P28878	C20orf27	NM_001039140	Homo sapiens chromosome 20 open reading frame 27 (C20orf27), mRNA [NM_001039140]	-0.432097954	7.693714369	-5.028037847	5.98695E-05	0.004467183
10712	9802	A_24_P221903	C21orf30	AL117578	Homo sapiens mRNA; cDNA DKFZp434C128 (from clone DKFZp434C128). [AL117578]	-0.484125017	6.851003354	-5.022899	6.05905E-05	0.004487343
15593	14207	A_23_P3169	GMPR2	NM_001002000	Homo sapiens guanosine monophosphate reductase 2 (GMPR2), transcript variant 2, mRNA [NM_001002000]	-0.59864147	8.507611468	-5.018209736	6.12562E-05	0.004509603
26509	24235	A_24_P306614	A_24_P306614	A_24_P306614	Unknown	-0.463136329	10.45496402	-5.017272145	6.13902E-05	0.004509603
27492	25113	A_32_P820503	FTH1	NM_002032	Homo sapiens ferritin, heavy polypeptide 1 (FTH1), mRNA [NM_002032]	-0.515389849	14.99213767	-5.014678937	6.17624E-05	0.004524677
19598	17969	A_23_P57497	MYH9	NM_002473	Homo sapiens myosin, heavy polypeptide 9, non-muscle (MYH9), mRNA [NM_002473]	-0.642504711	11.04723094	-5.004716881	6.32133E-05	0.004566938
39066	35719	A_24_P251899	CSNK1A1	NM_001892	Homo sapiens casein kinase 1, alpha 1 (CSNK1A1), transcript variant 2, mRNA [NM_001892]	-0.566483404	11.21739601	-5.008388868	6.26745E-05	0.004566938
14669	13466	A_23_P394304	PDZK1IP1	NM_005764	Homo sapiens PDZK1 interacting protein 1 (PDZK1IP1), mRNA [NM_005764]	-0.527390584	9.190144343	-5.003366067	6.34127E-05	0.004566938
19683	17970	A_23_P39110	RUVBL2	NM_006666	Homo sapiens RuvB-like 2 (E. coli) (RUVBL2), mRNA [NM_006666]	-0.482949762	10.95478581	-5.007630741	6.27854E-05	0.004566938
31507	28893	A_23_P354027	KCTD11	NM_001002914	Homo sapiens potassium channel tetramerisation domain containing 11 (KCTD11), mRNA [NM_001002914]	-0.413123456	10.19028394	-5.004395994	6.32607E-05	0.004566938
32964	30162	A_24_P212565	LOC651831	XM_941086	PREDICTED: Homo sapiens similar to CG31232-PA, isoform A (LOC651831), mRNA [XM_941086]	-0.402698335	8.147390442	-5.002650543	6.35186E-05	0.004566938
42140	38538	A_24_P316489	NDUFA10	NM_004544	Homo sapiens NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa (NDUFA10), nuclear gene encoding mitochondrial protein, mRNA [NM_004544]	-0.803903655	8.71013849	-5.000802396	6.37929E-05	0.004574425
23183	21262	A_23_P128036	MARS	NM_004990	Homo sapiens methionine-tRNA synthetase (MARS), mRNA [NM_004990]	-0.617229217	8.755751135	-4.994056155	6.48044E-05	0.004596939
34914	32009	A_23_P111635	STYXL1	NM_016086	Homo sapiens serine/threonine/tyrosine interacting-like 1 (STYXL1), mRNA [NM_016086]	-0.591380983	9.790717852	-4.995191578	6.4633E-05	0.004596939
18162	16584	A_24_P393461	C1orf43	NM_138740	Homo sapiens chromosome 1 open reading frame 43 (C1orf43), transcript variant 2, mRNA [NM_138740]	-0.728929801	11.41728767	-4.971964583	6.8232E-05	0.00459887
33034	30284	A_24_P101771	A_24_P101771	A_24_P101771	Unknown	-0.640100619	13.97651405	-4.965016493	6.93475E-05	0.00459887
35936	32949	A_23_P126623	PGD	NM_002631	Homo sapiens phosphogluconate dehydrogenase (PGD), mRNA [NM_002631]	-0.620100483	10.73767094	-4.96660662	6.90906E-05	0.00459887
31711	1736	A_23_P212617	TFRC	NM_003234	Homo sapiens transferrin receptor (p90, CD71) (TFRC), mRNA [NM_003234]	-0.582299121	11.04188831	-5.03782711	6.75396E-05	0.00459887
39267	35928	A_24_P835943	A_24_P835943	A_24_P835943	Unknown	-0.520233236	8.110397684	-4.971747623	6.82665E-05	0.00459887
12140	11158	A_23_P38468	TAX1BP3	NM_014604	Homo sapiens Tax1 (human T-cell leukemia virus type I) binding protein 3 (TAX1BP3), mRNA [NM_014604]	-0.470120068	8.951539115	-4.988149885	6.57033E-05	0.00459887
42987	39296	A_23_P165548	HS1BP3	NM_022460	Homo sapiens HS1-binding protein 3 (HS1BP3), mRNA [NM_022460]	-0.468965097	8.961118798	-4.965868677	6.92097E-05	0.00459887
13937	12758	A_23_P423389	CREB3	NM_006368	Homo sapiens cAMP responsive element binding protein 3 (CREB3), mRNA [NM_006368]	-0.454334181	10.20185725	-4.988420024	6.56619E-05	0.00459887
12041	10983	A_23_P106741	PSMD7	NM_002811	Homo sapiens proteasome (prosome, macropain) 26S subunit, non-ATPase, 7 (Mov34 homolog) (PSMD7), mRNA [NM_002811]	-0.44855744	13.17015233	-4.971868266	6.82473E-05	0.00459887
18916	17344	A_23_P56734	HNMT	NM_006895	Homo sapiens histamine N-methyltransferase (HNMT), transcript variant 1, mRNA [NM_006895]	-0.444712029	9.952114515	-4.970022422	6.85419E-05	0.00459887
2367	2017	A_24_P115971	RIC8A	NM_021932	Homo sapiens resistance to inhibitors of cholinesterase 8 homolog A (C. elegans) (RIC8A), mRNA [NM_021932]	-0.431904673	10.95846332	-4.980637979	6.68649E-05	0.00459887
7698	7073	A_24_P40978	ENST00000292543	ENST00000292543	Homo sapiens mRNA for FLJ00352 protein. [AK160381]	-0.427361379	9.016219851	-4.970172997	6.85179E-05	0.00459887
8866	8133	A_24_P75408	A_24_P75408	A_24_P75408	Unknown	-0.389804666	7.657552302	-4.967801324	6.88982E-05	0.00459887
7032	6473	A_23_P17880	DNAL4	NM_005740	Homo sapiens dynein, axonemal, light polypeptide 4 (DNAL4), mRNA [NM_005740]	-0.37052892	8.651148354	-4.9803196	6.69146E-05	0.00459887
23437	21427	A_24_P235131	TRIAD3	NM_207111	Homo sapiens TRIAD3 protein (TRIAD3), transcript variant 1, mRNA [NM_207111]	-0.353370662	9.062271255	-4.975476257	6.76751E-05	0.00459887
10697	9777	A_23_P162970	IPO4	NM_024658	Homo sapiens importin 4 (IPO4), mRNA [NM_024658]	-0.322987283	10.6066036	-4.975664619	6.76453E-05	0.00459887
246	259	A_23_P125771	HCFC1	NM_005334	Homo sapiens host cell factor C1 (VP16-accessory protein) (HCFC1), mRNA [NM_005334]	-0.309881734	8.07944554	-4.985466012	6.6116E-05	0.00459887
33530	30726	A_23_P115683	HPS6	NM_024747	Homo sapiens Hermansky-Pudlak syndrome 6 (HPS6), mRNA [NM_024747]	-0.266186478	12.95711992	-4.967181741	6.89979E-05	0.00459887
27703	25347	A_23_P118038	NUTF2	NM_005796	Homo sapiens nuclear transport factor 2 (NUTF2), mRNA [NM_005796]	-0.32709678	11.0781383	-4.95869329	7.03788E-05	0.004652897
10383	9507	A_24_P24790	A_24_P24790	A_24_P24790	Unknown	-0.53341103	15.05924896	-4.956580319	7.07269E-05	0.00466363
39698	36243	A_23_P91114	PREB	NM_013388	Homo sapiens prolactin regulatory element binding (PREB), mRNA [NM_013388]	-0.34380407	11.27234045	-4.955622297	7.08853E-05	0.00466363
25027	22920	A_23_P171034	NSDHL	NM_015922	Homo sapiens NAD(P) dependent steroid dehydrogenase-like (NSDHL), mRNA [NM_015922]	-0.658846603	7.750544853	-4.948616884	7.20544E-05	0.004729073
19015	17369	A_24_P846755	A_24_P846755	A_24_P846755	Unknown	-0.712039547	8.186305809	-4.94642281	7.24246E-05	0.004730462
28226	25846	A_23_P361773	CCND3	NM_001760	Homo sapiens cyclin D3 (CCND3), mRNA [NM_001760]	-0.307362043	10.13097339	-4.94717655	7.22972E-05	0.004730462
20100	18410	A_32_P233019	SEC22A	NM_012430	Homo sapiens SEC22 vesicle trafficking protein homolog A (S. cerevisiae) (SEC22A), mRNA [NM_012430]	-0.542323727	8.819875895	-4.939671272	7.35759E-05	0.004762146
13942	12767	A_24_P225339	MOBKL2C	NM_145279	Homo sapiens MOB1, Mps One Binder kinase activator-like 2C (yeast) (MOBKL2C), transcript variant 1, mRNA [NM_145279]	-0.337119024	6.973953734	-4.941137409	7.33243E-05	0.004762146
4387	3908	A_24_P296520	UBE2G1	NM_003342	Homo sapiens ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast) (UBE2G1), transcript variant 1, mRNA [NM_003342]	-0.328718567	8.869970669	-4.942378568	7.3112E-05	0.004762146
19170	17500	A_23_P152272	RNPS1	NM_006711	Homo sapiens RNA binding protein S1, serine-rich domain (RNPS1), transcript variant 1, mRNA [NM_006711]	-0.424980088	12.69499275	-4.937057377	7.40265E-05	0.004777532
33986	31093	A_23_P357104	ANXA6	NM_001155	Homo sapiens annexin A6 (ANXA6), transcript variant 1, mRNA [NM_001155]	-0.35807168	11.26378721	-4.935326681	7.43265E-05	0.004785496
37885	34644	A_23_P215265	GNA12	NM_007353	Homo sapiens guanine nucleotide binding protein (G protein) alpha 12 (GNA12), mRNA [NM_007353]	-0.399010521	8.57773287	-4.931466145	7.5E-05	0.004794692
2912	2559	A_24_P43588	MAD2L1BP	NM_001003690	Homo sapiens MAD2L1 binding protein (MAD2L1BP), transcript variant 1, mRNA [NM_001003690]	-0.352409861	11.16166208	-4.932568746	7.4807E-05	0.004794692
2991	2549	A_24_P379820	ITM2C	NM_030926	Homo sapiens integral membrane protein 2C (ITM2C), transcript variant 1, mRNA [NM_030926]	-0.712979044	9.005457374	-4.930042546	7.52499E-05	0.004795948
20408	18659	A_24_P74753	ATP6AP1	NM_001183	Homo sapiens ATPase, H+ transporting, lysosomal accessory protein 1 (ATP6AP1), mRNA [NM_001183]	-0.654092374	11.29552464	-4.924375476	7.62531E-05	0.004795948
2736	2387	A_23_P10699	ENST00000374274	ENST00000374274	full-length cDNA clone CS0DK008YO11 of HeLa cells Cot 25-normalized of Homo sapiens (human). [CR624966]	-0.634402619	8.570554337	-4.922843044	7.65267E-05	0.004795948
8464	7698	A_23_P89798	FECH	NM_001012515	Homo sapiens ferrochelatase (protoporphyria) (FECH), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_001012515]	-0.51368219	9.873115415	-4.926094188	7.59474E-05	0.004795948
4553	4064	A_23_P259823	FLJ20628	NM_017910	Homo sapiens hypothetical protein FLJ20628 (FLJ20628), mRNA [NM_017910]	-0.4891031	7.614942678	-4.92514837	7.61155E-05	0.004795948
34298	31348	A_23_P39131	GLTSCR2	NM_015710	Homo sapiens glioma tumor suppressor candidate region gene 2 (GLTSCR2), mRNA [NM_015710]	-0.479994665	11.47208206	-4.927068458	7.57747E-05	0.004795948
30556	27914	A_23_P131417	HDLBP	NM_005336	Homo sapiens high density lipoprotein binding protein (vigilin) (HDLBP), mRNA [NM_005336]	-0.409483911	12.95071376	-4.920394975	7.69659E-05	0.004795948
30934	28307	A_24_P150931	NXPH3	NM_007225	Homo sapiens neurexophilin 3 (NXPH3), mRNA [NM_007225]	-0.359322292	7.34521689	-4.920662632	7.69178E-05	0.004795948
44364	40459	A_32_P507710	LOC375133	NM_199345	Homo sapiens similar to phosphatidylinositol 4-kinase alpha (LOC375133), mRNA [NM_199345]	-0.281976032	7.761544086	-4.92062125	7.69252E-05	0.004795948
28616	26244	A_23_P166135	XRN2	NM_012255	Homo sapiens 5-3 exoribonuclease 2 (XRN2), mRNA [NM_012255]	-0.528457496	10.17540733	-4.918058084	7.73875E-05	0.004811158
36420	33362	A_24_P65803	C20orf20	NM_018270	Homo sapiens chromosome 20 open reading frame 20 (C20orf20), mRNA [NM_018270]	-0.286784906	8.041612802	-4.91551199	7.78495E-05	0.004817781
37989	34834	A_24_P242688	HADHA	NM_000182	Homo sapiens hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit (HADHA), nuclear gene encoding mitochondrial protein, mRNA [NM_000182]	-0.549657569	10.98947779	-4.91338219	7.82381E-05	0.004823742
8420	7622	A_23_P434421	C10orf9	NM_181698	Homo sapiens chromosome 10 open reading frame 9 (C10orf9), transcript variant 2, mRNA [NM_181698]	-0.482163614	8.847495271	-4.913034366	7.83017E-05	0.004823742
11497	10459	A_24_P115183	CLDN4	NM_001305	Homo sapiens claudin 4 (CLDN4), mRNA [NM_001305]	-0.86606993	10.11919183	-4.905912154	7.96166E-05	0.004844892
15410	14029	A_23_P138835	CAPN1	NM_005186	Homo sapiens calpain 1, (mu/I) large subunit (CAPN1), mRNA [NM_005186]	-0.675760685	10.20544081	-4.898454252	8.10175E-05	0.004844892
33620	30736	A_24_P121535	ACTC	NM_005159	Homo sapiens actin, alpha, cardiac muscle (ACTC), mRNA [NM_005159]	-0.634893227	11.9305755	-4.898643685	8.09816E-05	0.004844892
21037	19183	A_32_P95223	LOC619190	BC050292	Homo sapiens MGC44478, mRNA (cDNA clone MGC:44478 IMAGE:5298330), complete cds. [BC050292]	-0.584683583	10.92799284	-4.908851094	7.90714E-05	0.004844892
40144	36739	A_23_P139998	PHGDHL1	NM_177967	Homo sapiens phosphoglycerate dehydrogenase like 1 (PHGDHL1), mRNA [NM_177967]	-0.458075372	10.26509364	-4.898632747	8.09837E-05	0.004844892
15530	14245	A_24_P256050	A_24_P256050	A_24_P256050	Unknown	-0.445182731	7.395311213	-4.905603842	7.96741E-05	0.004844892
39208	35824	A_23_P305016	TADA3L	NM_006354	Homo sapiens transcriptional adaptor 3 (NGG1 homolog, yeast)-like (TADA3L), transcript variant 1, mRNA [NM_006354]	-0.362323343	9.967211368	-4.899612422	8.07984E-05	0.004844892
20833	18966	A_23_P39336	FKBP8	NM_012181	Homo sapiens FK506 binding protein 8, 38kDa (FKBP8), mRNA [NM_012181]	-0.343970807	7.373663042	-4.900909741	8.05536E-05	0.004844892
9719	8917	A_24_P873414	CR603184	CR603184	full-length cDNA clone CS0DM012YE16 of Fetal liver of Homo sapiens (human). [CR603184]	-0.303200522	11.86477661	-4.900415294	8.06468E-05	0.004844892
1573	1344	A_23_P2960	AKT1	NM_005163	Homo sapiens v-akt murine thymoma viral oncogene homolog 1 (AKT1), transcript variant 1, mRNA [NM_005163]	-0.513523568	8.493459406	-4.891430506	8.23597E-05	0.004884991
36087	33067	A_23_P144113	GNAI2	NM_002070	Homo sapiens guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2 (GNAI2), mRNA [NM_002070]	-0.701380872	9.194822637	-4.887664602	8.30885E-05	0.004906749
33455	30587	A_23_P136173	CSF2RA	NM_172247	Homo sapiens colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage) (CSF2RA), transcript variant 4, mRNA [NM_172247]	-0.571785738	7.619403163	-4.887727376	8.30763E-05	0.004906749
18870	17263	A_23_P362824	CSTF1	NM_001324	Homo sapiens cleavage stimulation factor, 3 pre-RNA, subunit 1, 50kDa (CSTF1), transcript variant 2, mRNA [NM_001324]	-0.259544288	11.06421201	-4.886288454	8.33565E-05	0.004911872
34856	31904	A_24_P41890	A_24_P41890	A_24_P41890	Unknown	-0.822120228	10.47347155	-4.883910101	8.38217E-05	0.004928569
16514	15114	A_23_P250866	TSC22D4	NM_030935	Homo sapiens TSC22 domain family, member 4 (TSC22D4), mRNA [NM_030935]	-0.426442474	9.211415716	-4.877879981	8.50129E-05	0.004966294
9613	8723	A_24_P904903	BAT1	NM_004640	Homo sapiens HLA-B associated transcript 1 (BAT1), transcript variant 1, mRNA [NM_004640]	-0.610488883	8.714219775	-4.875394384	8.55089E-05	0.004984528
34156	31246	A_23_P153853	ECH1	NM_001398	Homo sapiens enoyl Coenzyme A hydratase 1, peroxisomal (ECH1), mRNA [NM_001398]	-0.635623359	10.95948711	-4.872160745	8.61586E-05	0.005011621
13656	12544	A_23_P67913	GMPPA	NM_013335	Homo sapiens GDP-mannose pyrophosphorylase A (GMPPA), transcript variant 1, mRNA [NM_013335]	-0.473502071	7.423619395	-4.868907043	8.68173E-05	0.005026888
28400	26003	A_23_P165442	NRBP1	NM_013392	Homo sapiens nuclear receptor binding protein 1 (NRBP1), mRNA [NM_013392]	-0.338473823	11.4390221	-4.868120105	8.69774E-05	0.005026888
14034	12781	A_24_P263767	ENST00000376793	ENST00000376793	GB|M80470.1|AAA66955.1 MHC class I HLA-J antigen [NP111779]	-0.73195188	12.61058649	-4.859267741	8.8799E-05	0.005040586
30500	27965	A_24_P235643	CUEDC2	NM_024040	Homo sapiens CUE domain containing 2 (CUEDC2), mRNA [NM_024040]	-0.66200646	9.753019934	-4.858428542	8.89737E-05	0.005040586
24285	22192	A_23_P117274	MIPEP	NM_005932	Homo sapiens mitochondrial intermediate peptidase (MIPEP), nuclear gene encoding mitochondrial protein, mRNA [NM_005932]	-0.648094053	8.749771877	-4.854786681	8.97357E-05	0.005040586
9744	8962	A_24_P390928	TRAPPC6A	NM_024108	Homo sapiens trafficking protein particle complex 6A (TRAPPC6A), mRNA [NM_024108]	-0.620749416	11.42191911	-4.855928446	8.94961E-05	0.005040586
30158	27651	A_23_P85240	TLR7	NM_016562	Homo sapiens toll-like receptor 7 (TLR7), mRNA [NM_016562]	-0.598133632	8.562268481	-4.854704387	8.9753E-05	0.005040586
7147	6525	A_24_P319715	PDIA6	NM_005742	Homo sapiens protein disulfide isomerase family A, member 6 (PDIA6), mRNA [NM_005742]	-0.546159053	12.80119946	-4.859536016	8.87432E-05	0.005040586
14450	13224	A_24_P394698	ORC5L	NM_181747	Homo sapiens origin recognition complex, subunit 5-like (yeast) (ORC5L), transcript variant 2, mRNA [NM_181747]	-0.49699809	7.889323646	-4.852757672	9.01632E-05	0.005040586
8935	8106	A_23_P161552	ZNF289	NM_032389	Homo sapiens zinc finger protein 289, ID1 regulated (ZNF289), mRNA [NM_032389]	-0.480449168	9.123895205	-4.856475748	8.93815E-05	0.005040586
44242	40393	A_23_P49924	NT5C3L	NM_052935	Homo sapiens 5-nucleotidase, cytosolic III-like (NT5C3L), mRNA [NM_052935]	-0.438848973	8.764091604	-4.855063984	8.96775E-05	0.005040586
39746	36328	A_24_P239017	UBE2MP1	NR_002837	Homo sapiens ubiquitin-conjugating enzyme E2M pseudogene 1 (UBE2MP1) on chromosome 16 [NR_002837]	-0.364662145	10.38945458	-4.852631608	9.01898E-05	0.005040586
23041	21000	A_23_P140994	DDX19B	NM_007242	Homo sapiens DEAD (Asp-Glu-Ala-As) box polypeptide 19B (DDX19B), transcript variant 1, mRNA [NM_007242]	-0.359436752	8.720822193	-4.853265367	9.0056E-05	0.005040586
10898	9986	A_23_P113405	CNNM3	NM_017623	Homo sapiens cyclin M3 (CNNM3), transcript variant 1, mRNA [NM_017623]	-0.324115623	9.310320415	-4.859016219	8.88513E-05	0.005040586
8621	7831	A_23_P58482	MGAT1	NM_002406	Homo sapiens mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase (MGAT1), mRNA [NM_002406]	-0.347732725	11.59677686	-4.850029703	9.07411E-05	0.005060963
21081	19266	A_23_P28279	ACTR1B	NM_005735	Homo sapiens ARP1 actin-related protein 1 homolog B, centractin beta (yeast) (ACTR1B), mRNA [NM_005735]	-0.366135208	11.0210985	-4.847504169	9.12795E-05	0.005080536
14281	13073	A_24_P195621	A_24_P195621	A_24_P195621	Unknown	-0.72863918	7.841344472	-4.835433828	9.38975E-05	0.005121991
41988	2210	A_24_P161933	CR608347	CR608347	full-length cDNA clone CS0DG002YJ10 of B cells (Ramos cell line) of Homo sapiens (human). [CR608347]	-0.674053341	15.04682669	-4.892735194	9.38914E-05	0.005121991
2143	1757	A_23_P52031	PGM1	NM_002633	Homo sapiens phosphoglucomutase 1 (PGM1), mRNA [NM_002633]	-0.674025843	11.8080581	-4.841103008	9.26586E-05	0.005121991
20949	2526	A_23_P210886	BCL2L1	NM_138578	Homo sapiens BCL2-like 1 (BCL2L1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA [NM_138578]	-0.563986855	8.048052711	-4.898364052	9.26961E-05	0.005121991
32718	30020	A_24_P379858	ACAA1	NM_001607	Homo sapiens acetyl-Coenzyme A acyltransferase 1 (peroxisomal 3-oxoacyl-Coenzyme A thiolase) (ACAA1), nuclear gene encoding mitochondrial protein, mRNA [NM_001607]	-0.557372725	10.38404145	-4.835378598	9.39097E-05	0.005121991
24306	22230	A_23_P54636	ATP6V0D1	NM_004691	Homo sapiens ATPase, H+ transporting, lysosomal 38kDa, V0 subunit d1 (ATP6V0D1), mRNA [NM_004691]	-0.529463883	11.01191326	-4.838923974	9.31328E-05	0.005121991
20782	19028	A_23_P27571	MCOLN1	NM_020533	Homo sapiens mucolipin 1 (MCOLN1), mRNA [NM_020533]	-0.439645844	8.261885526	-4.834436048	9.41173E-05	0.005121991
24910	22713	A_23_P373475	AKT2	NM_001626	Homo sapiens v-akt murine thymoma viral oncogene homolog 2 (AKT2), mRNA [NM_001626]	-0.405292987	7.055500291	-4.840207987	9.28531E-05	0.005121991
15770	14373	A_23_P208400	ADCK4	NM_024876	Homo sapiens aarF domain containing kinase 4 (ADCK4), mRNA [NM_024876]	-0.335707474	7.490815586	-4.836964423	9.35614E-05	0.005121991
