ProbeUID	ProbeName	GeneName	SystematicName	Description	AverageLog	AveragePV
146699	A_68_P28933121	Serpinb9c	chr13:033166897-033166949	INSIDE	1.010334097	2.19E-12
186864	A_68_P21699909	Otor	chr2:142768141-142768194	PROMOTER	1.330322846	2.21E-12
227392	A_68_P28081703	Higd1b	chr11:102650523-102650570	PROMOTER	0.879884573	2.31E-12
12767	A_68_P21404374	Olfr1102	chr2:086801435-086801494	PROMOTER	0.901847904	2.43E-12
28181	A_68_P32119629	Sfrp5	chr19:042253548-042253607	INSIDE	1.178460647	2.54E-12
166940	A_68_P30388440	Pacsin2	chr15:083264422-083264474	PROMOTER	0.91220385	2.67E-12
140961	A_68_P31107328	Pigq	chr17:025667563-025667618	INSIDE	0.904934396	2.79E-12
218813	A_68_P20191538	Tpp2	chr1:043877311-043877370	PROMOTER	0.901684813	2.83E-12
182190	A_68_P22308564	Etv3	chr3:087613736-087613787	INSIDE	1.04704742	3.00E-12
189597	A_68_P21749781	Defb29	chr2:152231849-152231908	PROMOTER	1.4027733	3.02E-12
164246	A_68_P31947864	Rab3il1	chr19:010081757-010081816	PROMOTER	1.042461581	3.25E-12
27837	A_68_P23401304	Clstn1	chr4:148427251-148427310	PROMOTER	0.92544524	3.48E-12
190464	A_68_P28872854	Zfp187	chr13:021448994-021449053	DOWNSTREAM	1.183497865	3.71E-12
203308	A_68_P23441920	Tnfrsf18	chr4:154870431-154870483	INSIDE	0.896580849	3.74E-12
126648	A_68_P25380528	Olfr560	chr7:102632993-102633052	PROMOTER	0.980886017	3.82E-12
207584	A_68_P30328252	Chrac1	chr15:072916305-072916355	PROMOTER	1.031979512	4.09E-12
62084	A_68_P23331215	Cnr2	chr4:135190842-135190901	INSIDE	1.004618201	4.23E-12
44094	A_68_P23336226	Ephb2	chr4:136105521-136105580	INSIDE	0.881939995	4.39E-12
835	A_68_P23069095	Bnc2	chr4:084021114-084021169	PROMOTER	1.184598938	4.63E-12
123194	A_68_P30725580	Btla	chr16:045142512-045142561	PROMOTER	0.958674987	4.73E-12
116725	A_68_P23441845	Sdf4	chr4:154854243-154854302	INSIDE	1.304978907	4.85E-12
227102	A_68_P23981128	Ddx51	chr5:110898276-110898335	INSIDE	0.969415885	4.98E-12
195543	A_68_P25678413	BB014433	chr8:015045254-015045313	INSIDE	1.024832048	4.99E-12
149264	A_68_P29329276	Gpbp1	chr13:112613595-112613650	PROMOTER	0.880794935	5.10E-12
227291	A_68_P32751781	Mageh1	chrX:148382741-148382800	PROMOTER	0.990863392	5.25E-12
28352	A_68_P26403979	Grit	chr9:031955834-031955893	PROMOTER	1.317466087	5.26E-12
6361	A_68_P30718320	Qtrtd1	chr16:043812716-043812775	PROMOTER	0.907700202	5.35E-12
120059	A_68_P20634521	Syt2	chr1:136458492-136458540	PROMOTER	0.868646384	5.45E-12
231040	A_68_P28330102	Lamb1-1	chr12:031847430-031847489	PROMOTER	1.269806393	5.85E-12
66897	A_68_P24448662	Hoxa1	chr6:052087518-052087569	INSIDE	0.924962722	6.25E-12
145313	A_68_P23599435	Adra2c	chr5:035593133-035593191	PROMOTER	1.098598143	6.40E-12
1079	A_68_P32564144	Nono	chrX:097648786-097648845	INSIDE	0.891665056	6.60E-12
17213	A_68_P24866490	Emp1	chr6:135323700-135323757	PROMOTER	0.979655217	7.35E-12
79977	A_68_P24429274	Gimap3	chr6:048700897-048700949	PROMOTER	0.920001681	7.35E-12
67778	A_68_P30305879	Khdrbs3	chr15:068754861-068754920	PROMOTER	0.900296575	7.35E-12
155285	A_68_P20786806	Sele	chr1:165894081-165894140	INSIDE	0.945167471	8.30E-12
189470	A_68_P30723415	Cd200r1	chr16:044682411-044682469	PROMOTER	0.943085753	8.60E-12
36408	A_68_P24535055	Fabp1	chr6:071125173-071125231	PROMOTER	0.977943944	8.75E-12
198875	A_68_P21405702	Olfr1121	chr2:087172315-087172374	PROMOTER	1.040443348	9.07E-12
182325	A_68_P32682750	Plp1	chrX:132169123-132169182	PROMOTER	1.02395745	9.75E-12
206330	A_68_P20470053	Slco6b1	chr1:098832770-098832829	PROMOTER	1.052440609	1.03E-11
90015	A_68_P26440446	Olfr973	chr9:039655246-039655305	PROMOTER	0.962995341	1.07E-11
183536	A_68_P26343216	Fbxl12	chr9:020391018-020391077	INSIDE	0.87326718	1.10E-11
161929	A_68_P28884729	Scgn	chr13:024001104-024001163	PROMOTER	0.962379434	1.12E-11
22483	A_68_P26849178	Stt3b	chr9:115162999-115163058	PROMOTER	1.348724668	1.17E-11
227066	A_68_P26079364	Cx3cl1	chr8:097659020-097659064	PROMOTER	1.100381094	1.19E-11
177402	A_68_P22962265	Mup5	chr4:061323732-061323785	PROMOTER	1.100283556	1.20E-11
178190	A_68_P31357213	Rasgrp3	chr17:075366681-075366740	PROMOTER	0.916203326	1.21E-11
40248	A_68_P25379116	Olfr545	chr7:102373588-102373636	PROMOTER	0.978947492	1.25E-11
184397	A_68_P23310889	Gmeb1	chr4:131523572-131523622	INSIDE	0.947099765	1.40E-11
118496	A_68_P28103543	Ccdc45	chr11:106607038-106607097	INSIDE	1.008390818	1.45E-11
71742	A_68_P31632697	Pcdh1	chr18:038337109-038337157	PROMOTER	0.921614419	1.46E-11
27783	A_68_P23597111	Rgs12	chr5:035261545-035261602	PROMOTER	1.163381794	1.51E-11
228980	A_68_P31598815	Slc25a46	chr18:031755682-031755741	PROMOTER	1.264866556	1.52E-11
216104	A_68_P26144647	Nqo1	chr8:110297377-110297427	PROMOTER	0.935849695	1.52E-11
176551	A_68_P24618523	Cnbp	chr6:087818676-087818735	PROMOTER	0.902392393	1.68E-11
158747	A_68_P27996819	Olfr462	chr11:087704182-087704241	DOWNSTREAM	0.936977468	1.70E-11
59912	A_68_P21074139	Lcn3	chr2:025588920-025588972	INSIDE	0.952754995	1.73E-11
175557	A_68_P32117475	Frat2	chr19:041899297-041899356	INSIDE	1.05042683	1.97E-11
36622	A_68_P30427172	Syt10	chr15:089669894-089669953	PROMOTER	0.870531099	1.97E-11
150512	A_68_P28547072	Kcnh5	chr12:076094472-076094531	INSIDE	0.984304046	2.03E-11
201256	A_68_P29275497	Pik3r1	chr13:102871387-102871446	PROMOTER	1.196100875	2.03E-11
181818	A_68_P25274349	Tm6sf1	chr7:081728575-081728634	PROMOTER	1.221998106	2.06E-11
130081	A_68_P28548333	Gphb5	chr12:076334275-076334334	INSIDE	0.876211588	2.15E-11
121979	A_68_P21968985	Bhlhb5	chr3:018241863-018241922	PROMOTER	1.165445423	2.22E-11
160948	A_68_P32217995	Kcnk18	chr19:059273914-059273970	INSIDE	0.913147028	2.23E-11
146847	A_68_P20765441	Cacybp	chr1:162054266-162054325	PROMOTER	0.982745421	2.28E-11
62405	A_68_P26543325	Edc3	chr9:057502104-057502157	PROMOTER	1.477027534	2.28E-11
122482	A_68_P32536233	Pdk3	chrX:090089316-090089375	PROMOTER	1.033548264	2.33E-11
153294	A_68_P32249046	Sytl5	chrX:009117005-009117064	PROMOTER	0.890604526	2.43E-11
19805	A_68_P27614837	AI553587	chr11:017113286-017113345	INSIDE	1.081177164	2.46E-11
130664	A_68_P27919158	Olfr401	chr11:073936863-073936922	PROMOTER	0.864631885	2.51E-11
174800	A_68_P28030437	Spag9	chr11:093862690-093862749	INSIDE	1.618492015	2.54E-11
238425	A_68_P25025708	Spred3	chr7:028875382-028875430	INSIDE	1.169248513	2.70E-11
97332	A_68_P31677650	Ticam2	chr18:046698591-046698650	INSIDE	0.858472487	2.92E-11
14660	A_68_P21611752	Ncaph	chr2:126823595-126823654	INSIDE	1.300920365	3.06E-11
65467	A_68_P32013850	Trpm3	chr19:022817405-022817463	INSIDE	1.15789262	3.07E-11
123504	A_68_P30999294	ORF9	chr16:097659739-097659786	INSIDE	0.916794571	3.55E-11
173180	A_68_P22317694	Scamp3	chr3:089266374-089266433	INSIDE	0.859455781	4.00E-11
106543	A_68_P26465917	Mcam	chr9:043886836-043886880	INSIDE	1.054184423	4.02E-11
212366	A_68_P30398225	Upk3a	chr15:084843324-084843383	PROMOTER	0.905065712	4.23E-11
142131	A_68_P28188882	Tex19	chr11:120963497-120963542	INSIDE	0.860704137	4.41E-11
213996	A_68_P26906301	Myct1	chr10:004754483-004754541	PROMOTER	0.879501352	4.60E-11
191860	A_68_P31301870	Txndc2	chr17:065544177-065544236	PROMOTER	1.067968953	4.64E-11
200115	A_68_P25553075	Clrn3	chr7:135364811-135364870	INSIDE	1.168806659	4.65E-11
34870	A_68_P21912225	Oprl1	chr2:181639381-181639440	PROMOTER	1.109257515	4.70E-11
208004	A_68_P24126384	Actl6b	chr5:137794567-137794619	INSIDE	1.124194866	4.93E-11
154381	A_68_P23272366	Zc3h12a	chr4:124635596-124635642	PROMOTER	1.055109526	5.00E-11
131011	A_68_P27505077	BC048403	chr10:121144726-121144785	INSIDE	1.246002784	5.50E-11
92926	A_68_P23293619	Trim62	chr4:128383829-128383888	PROMOTER	0.967844524	5.61E-11
60725	A_68_P31956968	Ms4a6d	chr19:011677221-011677280	PROMOTER	1.040017125	5.70E-11
81468	A_68_P27501027	Wif1	chr10:120437675-120437734	INSIDE	0.874970217	5.70E-11
238863	A_68_P31540758	Ttr	chr18:020805219-020805278	PROMOTER	1.479512415	5.95E-11
36984	A_68_P26508170	Pou2af1	chr9:050961187-050961246	PROMOTER	1.294856903	6.50E-11
62846	A_68_P21368956	Neurod1	chr2:079261032-079261090	PROMOTER	0.904648466	6.75E-11
9424	A_68_P21080400	Lcn4	chr2:026498719-026498775	PROMOTER	1.28996695	6.90E-11
91230	A_68_P31141138	Cryaa	chr17:031405776-031405829	PROMOTER	1.349216075	7.05E-11
139303	A_68_P31111062	Ergic1	chr17:026291544-026291595	INSIDE	0.906460157	7.70E-11
113318	A_68_P31083843	V1re3	chr17:020481586-020481645	INSIDE	0.863283241	7.75E-11
50263	A_68_P23417023	Acot7	chr4:151023949-151023996	INSIDE	0.985727022	7.95E-11
191808	A_68_P21568386	Dnajc17	chr2:118899507-118899566	INSIDE	0.899890231	8.05E-11
167927	A_68_P27217190	Arid5b	chr10:067678609-067678662	PROMOTER	1.042330977	8.20E-11
68858	A_68_P32557867	Eda	chrX:096180862-096180921	INSIDE	0.949797624	8.85E-11
17670	A_68_P31490847	Snrpd1	chr18:010616627-010616686	PROMOTER	0.872734301	8.92E-11
211346	A_68_P30574176	Lztr1	chr16:017423694-017423753	INSIDE	0.925058373	9.10E-11
220405	A_68_P21920283	Zfhx4	chr3:005225463-005225517	INSIDE	1.437455772	9.45E-11
69985	A_68_P21562953	Fsip1	chr2:117950981-117951040	PROMOTER	0.989879381	9.85E-11
107154	A_68_P20512335	Serpinb11	chr1:109189483-109189542	PROMOTER	0.97156969	1.15E-10
99931	A_68_P23296648	Zbtb8	chr4:128943538-128943588	PROMOTER	0.879963437	1.16E-10
96	A_68_P29001547	Mylip	chr13:045396492-045396541	PROMOTER	0.905204653	1.19E-10
170091	A_68_P20836735	Olfr1404	chr1:175049052-175049110	PROMOTER	0.90128755	1.29E-10
53664	A_68_P32479513	Prkx	chrX:074049363-074049407	PROMOTER	0.951893974	1.32E-10
31066	A_68_P24854492	Tas2r124	chr6:132718015-132718074	PROMOTER	0.899204452	1.34E-10
177821	A_68_P31190589	Slc25a27	chr17:043128490-043128539	INSIDE	0.89198923	1.44E-10
17735	A_68_P30611435	Lpp	chr16:024740396-024740452	INSIDE	1.175870811	1.48E-10
211934	A_68_P24164143	Arpc1a	chr5:145335205-145335264	PROMOTER	1.131202787	1.49E-10
29541	A_68_P28517164	Spg3a	chr12:070812162-070812220	INSIDE	1.092501398	1.52E-10
124794	A_68_P20840488	Ifi202b-Olfr433	chr1:175873149-175873206	DIVERGENT_PROMOTER	1.019436355	1.56E-10
112503	A_68_P32682227	BC065397	chrX:132092214-132092273	DOWNSTREAM	0.945025013	1.74E-10
233175	A_68_P20788019	Slc19a2	chr1:166086861-166086920	INSIDE	0.879994104	1.77E-10
29029	A_68_P28157933	Acox1	chr11:116014112-116014171	INSIDE	1.421770283	1.78E-10
230959	A_68_P25584749	Cyp2e1	chr7:140615106-140615163	PROMOTER	0.904442605	2.02E-10
229828	A_68_P23201993	Cdkn2c	chr4:109162876-109162934	INSIDE	0.945515295	2.11E-10
143740	A_68_P27924684	Ovca2	chr11:074997232-074997287	PROMOTER	1.071851709	2.19E-10
110742	A_68_P24808243	Phc1	chr6:122309587-122309637	PROMOTER	1.28669447	2.40E-10
106074	A_68_P28185410	Arhgdia	chr11:120393867-120393915	INSIDE	1.197616454	2.52E-10
19823	A_68_P29619186	Nedd8	chr14:054622153-054622211	INSIDE	0.976298973	2.52E-10
144457	A_68_P23883559	Afm	chr5:091595714-091595773	INSIDE	1.037349992	2.59E-10
192024	A_68_P31371514	Fez2	chr17:078320743-078320795	INSIDE	0.982769045	2.84E-10
151439	A_68_P27431013	Pawr	chr10:107733486-107733545	PROMOTER	0.894088136	3.17E-10
97028	A_68_P20353089	Resp18	chr1:075160843-075160888	INSIDE	1.052494927	3.20E-10
20649	A_68_P31959627	Olfr76	chr19:012190207-012190266	PROMOTER	0.999946139	3.28E-10
177703	A_68_P26350539	Elof1	chr9:021870011-021870070	PROMOTER	0.910456623	3.38E-10
16836	A_68_P32460622	Pnma3	chrX:069319098-069319157	INSIDE	1.689321023	3.54E-10
196147	A_68_P22409831	Gstm3	chr3:108098693-108098742	PROMOTER	0.985126479	3.68E-10
141901	A_68_P22653957	St6galnac5	chr3:152923519-152923567	PROMOTER	1.168202686	3.76E-10
235901	A_68_P32055916	Trpd52l3	chr19:030064287-030064346	PROMOTER	1.301296695	3.80E-10
9055	A_68_P22387700	Olfml3	chr3:103866512-103866566	INSIDE	0.949041356	3.84E-10
111087	A_68_P31093921	Tceb2	chr17:023559922-023559970	PROMOTER	0.94078337	3.87E-10
204445	A_68_P25500658	Atp2a1	chr7:126257877-126257935	PROMOTER	0.922887477	3.97E-10
29678	A_68_P26433681	Olfr889	chr9:037866262-037866321	PROMOTER	0.972791531	3.98E-10
55983	A_68_P30380528	Polr3h-Csdc2	chr15:081760260-081760316	DIVERGENT_PROMOTER	0.90465666	4.06E-10
146041	A_68_P23155624	Dnajc6	chr4:101050140-101050199	INSIDE	0.914250663	4.13E-10
216685	A_68_P30346988	Plec1	chr15:076060990-076061034	PROMOTER	0.909624396	4.61E-10
15939	A_68_P27258631	Gstt1	chr10:075229885-075229944	INSIDE	1.042775593	4.66E-10
79079	A_68_P27687860	Mare-Hba-x	chr11:032171962-032172021	DIVERGENT_PROMOTER	0.911184278	4.67E-10
132235	A_68_P20510999	Serpinb12	chr1:108758746-108758805	PROMOTER	0.926011786	4.72E-10
163653	A_68_P25736417	Gpr124	chr8:028547176-028547235	PROMOTER	1.030792961	4.76E-10
31788	A_68_P31606716	Stard4	chr18:033339763-033339816	PROMOTER	1.039650085	4.87E-10
71903	A_68_P20045416	Eya1	chr1:014296301-014296360	PROMOTER	1.29985564	5.30E-10
131780	A_68_P26217168	Crispld2	chr8:122874680-122874739	PROMOTER	0.927566098	5.36E-10
28331	A_68_P32370559	Olfr1322	chrX:046134514-046134571	PROMOTER	0.978503285	5.43E-10
22515	A_68_P29654724	Dleu7	chr14:061250485-061250544	PROMOTER	0.964608573	5.50E-10
145105	A_68_P30496296	Soat2	chr15:101978711-101978755	INSIDE	0.883725961	5.70E-10
178693	A_68_P29529665	Mmrn2	chr14:033206674-033206726	INSIDE	1.213576788	5.80E-10
142144	A_68_P21140534	Olfr356	chr2:036759485-036759533	INSIDE	0.876614207	5.95E-10
178098	A_68_P21428345	Cry2	chr2:092207045-092207093	INSIDE	0.971236881	6.55E-10
64184	A_68_P32143095	Nfkb2	chr19:046361159-046361215	INSIDE	0.907055356	7.30E-10
12253	A_68_P21099483	Trub2	chr2:029614457-029614516	PROMOTER	0.870805262	7.40E-10
123710	A_68_P26980642	Olig3	chr10:019044276-019044328	PROMOTER	1.312160916	7.50E-10
53369	A_68_P20447253	Hdac4	chr1:093977373-093977432	INSIDE	1.217243188	7.60E-10
43159	A_68_P28168303	Socs3	chr11:117786656-117786704	PROMOTER	0.933224115	7.75E-10
15606	A_68_P32300591	Wdr44	chrX:022847259-022847318	PROMOTER	1.302828106	8.10E-10
54215	A_68_P28671861	Ptpn21-Zc3h14	chr12:099142094-099142152	DIVERGENT_PROMOTER	0.87888927	8.10E-10
79170	A_68_P22410919	Gpr61	chr3:108283573-108283632	PROMOTER	1.101118609	8.45E-10
25661	A_68_P24333624	Tsga14	chr6:030644882-030644941	PROMOTER	1.322574158	8.55E-10
132506	A_68_P24994426	Relb	chr7:018788548-018788607	PROMOTER	0.995499611	8.55E-10
139656	A_68_P31375034	Prkcn	chr17:078921359-078921418	PROMOTER	1.166409395	8.75E-10
145643	A_68_P30484204	Dip2b	chr15:099979807-099979859	PROMOTER	1.189147733	8.75E-10
217700	A_68_P25089148	Vrk3	chr7:044617223-044617282	INSIDE	0.9709653	1.12E-09
220426	A_68_P25391267	Olfr686	chr7:105079625-105079684	PROMOTER	1.01521927	1.16E-09
4754	A_68_P25005012	Plaur	chr7:024173225-024173272	INSIDE	1.106917079	1.19E-09
142653	A_68_P26717027	Tbc1d2b	chr9:090070803-090070856	PROMOTER	1.196443415	1.19E-09
17102	A_68_P21750128	Defb27-Defb36	chr2:152295349-152295395	DIVERGENT_PROMOTER	0.85806788	1.26E-09
26903	A_68_P29667783	Msra	chr14:063399265-063399317	INSIDE	1.228114373	1.30E-09
5491	A_68_P31613990	Cdc23	chr18:034774757-034774806	INSIDE	1.592214131	1.31E-09
93572	A_68_P32796671	Ace2	chrX:159479449-159479508	PROMOTER	0.869380131	1.33E-09
151571	A_68_P20594520	Mgat5	chr1:129132341-129132385	PROMOTER	1.32695277	1.35E-09
17558	A_68_P31963501	Olfr1454	chr19:013131873-013131932	DOWNSTREAM	1.118576028	1.37E-09
40743	A_68_P27543993	Itga7	chr10:128337953-128338008	INSIDE	1.453149181	1.52E-09
4875	A_68_P24394650	Ephb6	chr6:041534151-041534204	PROMOTER	0.924414746	1.57E-09
143656	A_68_P30494344	Krt1	chr15:101678920-101678977	PROMOTER	0.920865369	1.58E-09
149188	A_68_P32140301	Npm3	chr19:045804618-045804675	PROMOTER	0.894102215	1.59E-09
11094	A_68_P27134076	Gprc6a	chr10:051319601-051319660	INSIDE	0.955453402	1.70E-09
129443	A_68_P23455513	Pftk1	chr5:005388679-005388738	PROMOTER	0.876010662	1.78E-09
55657	A_68_P26702559	Cyb5r4	chr9:086816940-086816999	PROMOTER	1.408998014	1.85E-09
137852	A_68_P23435062	Tnfrsf14	chr4:153773756-153773802	PROMOTER	0.925437035	1.90E-09
229054	A_68_P21127586	Mapkap1	chr2:034253584-034253643	PROMOTER	0.98465877	2.16E-09
70684	A_68_P22363110	Tbx15	chr3:099380513-099380568	PROMOTER	1.161556711	2.19E-09
100248	A_68_P24811533	Clec4a2	chr6:123089301-123089360	INSIDE	0.982513546	2.26E-09
63239	A_68_P24156258	Grid2ip	chr5:143636861-143636913	INSIDE	0.941416071	2.26E-09
8187	A_68_P30339467	Ly6d	chr15:074589588-074589637	INSIDE	1.233021533	2.29E-09
28281	A_68_P21096017	Ntng2	chr2:029067623-029067677	INSIDE	1.081194003	2.39E-09
19608	A_68_P26139237	Smpd3	chr8:109232033-109232091	PROMOTER	1.629885543	2.41E-09
106057	A_68_P21117424	Ptrh1	chr2:032599218-032599262	INSIDE	0.871515885	2.43E-09
87914	A_68_P22393162	Rhoc	chr3:104915962-104916021	PROMOTER	0.900616841	2.48E-09
63297	A_68_P20271624	Ctla4	chr1:060853927-060853983	INSIDE	1.621963387	2.49E-09
22322	A_68_P31926952	Rab1b	chr19:005104825-005104873	INSIDE	1.244903128	2.50E-09
48680	A_68_P28513207	Rpl36al	chr12:070100422-070100481	DOWNSTREAM	1.003330668	2.53E-09
10295	A_68_P27513168	Usp15	chr10:122601816-122601875	PROMOTER	1.16882763	2.57E-09
215908	A_68_P27783254	Olfr1384	chr11:049353293-049353350	PROMOTER	0.916942429	2.70E-09
63759	A_68_P20633680	Rabif	chr1:136309411-136309470	PROMOTER	1.428767278	2.72E-09
78760	A_68_P27542221	Erbb3	chr10:127991654-127991713	INSIDE	1.648524104	2.85E-09
97133	A_68_P22359350	Hmgcs2	chr3:098365683-098365742	PROMOTER	1.177678374	2.85E-09
138670	A_68_P30478826	Kcnh3	chr15:099053211-099053259	INSIDE	0.902300244	2.90E-09
30328	A_68_P23561082	En2	chr5:028493270-028493321	PROMOTER	0.891516781	3.03E-09
97608	A_68_P21141519	Olfr368	chr2:037154731-037154788	DOWNSTREAM	1.013452521	3.14E-09
94050	A_68_P26759324	Copb2	chr9:098373981-098374040	INSIDE	1.886229369	3.28E-09
11119	A_68_P27352242	Pctk2	chr10:092634735-092634794	PROMOTER	0.88454369	3.29E-09
235790	A_68_P30494863	Krt4	chr15:101751519-101751578	INSIDE	0.974017999	3.29E-09
237154	A_68_P27310802	Pwp1	chr10:085303994-085304053	INSIDE	1.141277882	3.29E-09
26021	A_68_P31145171	Akap8l	chr17:032086884-032086941	PROMOTER	1.098001266	3.31E-09
128501	A_68_P24613264	Aak1	chr6:086959881-086959940	DOWNSTREAM	0.878467028	3.42E-09
46325	A_68_P28070034	Ghdc	chr11:100583104-100583152	INSIDE	0.952585685	3.56E-09
55567	A_68_P24429128	Gimap5	chr6:048674056-048674115	PROMOTER	1.076508498	3.81E-09
205648	A_68_P27532826	Xrcc6bp1	chr10:126302141-126302200	INSIDE	1.310729347	3.81E-09
25811	A_68_P21908941	Eef1a2	chr2:181087375-181087428	PROMOTER	1.080172887	3.85E-09
41185	A_68_P24005522	Gltp	chr5:114952317-114952364	PROMOTER	0.871790562	3.91E-09
177370	A_68_P20451899	Ankmy1	chr1:094732972-094733031	INSIDE	1.028595433	4.01E-09
32053	A_68_P28963736	Slc35b3	chr13:038972603-038972657	PROMOTER	1.053680615	4.04E-09
176844	A_68_P21571386	Ltk	chr2:119452274-119452324	PROMOTER	0.936881651	4.06E-09
205036	A_68_P29055531	Pdlim7	chr13:055526823-055526879	PROMOTER	0.865996611	4.15E-09
89701	A_68_P21771106	Epb4.1l1	chr2:156109562-156109618	PROMOTER	1.125271915	4.34E-09
76993	A_68_P28431149	Ap4s1	chr12:052612406-052612465	PROMOTER	1.250912465	4.44E-09
200242	A_68_P20393462	Col4a4	chr1:082465435-082465490	INSIDE	0.932883727	4.73E-09
19475	A_68_P24164303	Arpc1b	chr5:145365884-145365935	PROMOTER	1.009297241	4.81E-09
181511	A_68_P26504353	Il18	chr9:050320046-050320105	INSIDE	0.922425575	4.86E-09
112519	A_68_P30387873	Arfgap3	chr15:083183238-083183297	PROMOTER	1.740106108	5.15E-09
153622	A_68_P21754275	Asxl1	chr2:153033259-153033312	PROMOTER	1.006310668	5.20E-09
129134	A_68_P22970114	AI597013	chr4:062869778-062869830	INSIDE	1.073811834	5.45E-09
86200	A_68_P21970134	Cyp7b1	chr3:018438340-018438399	PROMOTER	1.780530856	5.50E-09
215007	A_68_P28737506	Dio3	chr12:110722051-110722106	PROMOTER	1.612597685	5.85E-09
8005	A_68_P31201730	Gm323	chr17:045012554-045012598	INSIDE	1.243873459	5.85E-09
144324	A_68_P28604987	Jundm2	chr12:086485296-086485355	PROMOTER	1.310584498	6.05E-09
45860	A_68_P30721010	Ccdc52	chr16:044262447-044262506	PROMOTER	1.015202704	6.10E-09
235415	A_68_P26472059	Tmprss4	chr9:044958102-044958159	PROMOTER	1.207351318	6.20E-09
58749	A_68_P28078031	Lsm12-G6pc3	chr11:102005727-102005771	DIVERGENT_PROMOTER	0.956703561	6.70E-09
64168	A_68_P29599171	Tmem55b	chr14:049850278-049850337	INSIDE	0.872500787	7.10E-09
69127	A_68_P25359994	Uvrag	chr7:099014535-099014594	INSIDE	0.934072216	7.85E-09
138220	A_68_P26492098	Rbm7	chr9:048242001-048242060	INSIDE	1.051750013	7.98E-09
98090	A_68_P24569766	Pap	chr6:078296381-078296440	PROMOTER	1.061372587	8.00E-09
103087	A_68_P30752359	Ccdc54	chr16:050508918-050508977	DOWNSTREAM	0.916706465	1.05E-08
45064	A_68_P32049550	Slc1a1	chr19:028903464-028903523	INSIDE	1.081486063	1.09E-08
191517	A_68_P20349527	Stk36	chr1:074534907-074534951	INSIDE	0.871067672	1.16E-08
187147	A_68_P32470776	Mpp1	chrX:071382922-071382981	INSIDE	0.954684173	1.21E-08
74823	A_68_P24707921	Chl1	chr6:103478820-103478879	INSIDE	1.174115052	1.22E-08
18510	A_68_P25101055	Saa1-Saa2	chr7:046615693-046615752	DIVERGENT_PROMOTER	1.060257163	1.23E-08
162535	A_68_P25950075	Rfxank	chr8:073069723-073069769	PROMOTER	0.928204355	1.29E-08
125861	A_68_P23325576	D4Wsu53e	chr4:134197913-134197971	INSIDE	1.081888016	1.32E-08
223803	A_68_P25701546	Xkr5	chr8:018954810-018954869	PROMOTER	0.914506538	1.33E-08
37241	A_68_P23617886	Nsg1	chr5:038449335-038449388	PROMOTER	0.97834711	1.36E-08
215423	A_68_P25025838	Psmd8	chr7:028894328-028894375	PROMOTER	1.044180349	1.38E-08
23471	A_68_P26440712	Olfr976	chr9:039710343-039710402	PROMOTER	1.065127182	1.55E-08
143697	A_68_P29055742	BC021381	chr13:055557224-055557278	INSIDE	0.995934626	1.56E-08
158468	A_68_P25348869	Gab2	chr7:096952361-096952419	PROMOTER	1.459099831	1.62E-08
209397	A_68_P29612386	Mmp14	chr14:053385520-053385574	PROMOTER	0.883949277	1.63E-08
158331	A_68_P21752132	Dusp15-Ttll9	chr2:152645962-152646011	DIVERGENT_PROMOTER	0.940719934	1.68E-08
7711	A_68_P20982093	Cugbp2	chr2:006804779-006804838	PROMOTER	0.982630257	1.79E-08
104020	A_68_P25925439	Sc4mol	chr8:067628367-067628421	PROMOTER	1.458441347	1.86E-08
62598	A_68_P30490101	Acvr1b	chr15:101003931-101003990	INSIDE	0.904113428	1.94E-08
237531	A_68_P26005873	Inpp4b	chr8:084605738-084605797	PROMOTER	1.288694515	2.02E-08
152993	A_68_P21699767	Snrpb2	chr2:142749168-142749227	PROMOTER	0.924352506	2.06E-08
157987	A_68_P31783755	Grp	chr18:066000691-066000744	INSIDE	1.11428698	2.32E-08
233167	A_68_P20769359	Serpinc1	chr1:162818953-162819012	PROMOTER	1.452884794	2.37E-08
130466	A_68_P31414326	Srbd1	chr17:085953148-085953204	PROMOTER	1.186808471	2.49E-08
185048	A_68_P29542539	Gcap14	chr14:035882214-035882273	PROMOTER	1.191903609	2.50E-08
188222	A_68_P26341787	Olfr869	chr9:019882915-019882974	PROMOTER	0.884346168	2.61E-08
22437	A_68_P22873673	Olfr159	chr4:043790410-043790461	DOWNSTREAM	1.057434861	2.67E-08
23305	A_68_P32239625	Pdzx	chrX:006832617-006832671	INSIDE	1.168389545	2.67E-08
65579	A_68_P28542605	Dbpht2	chr12:075216320-075216379	INSIDE	0.868075682	2.77E-08
229470	A_68_P29011239	Tpmt	chr13:047049427-047049486	INSIDE	0.902932023	2.79E-08
6669	A_68_P27282868	Rkhd1	chr10:079789588-079789632	INSIDE	0.922653474	2.87E-08
76876	A_68_P22695684	Rdhe2	chr4:003946133-003946192	INSIDE	1.269544855	3.00E-08
165112	A_68_P23325207	Tmem57	chr4:134123989-134124048	INSIDE	1.021007752	3.04E-08
31045	A_68_P32215367	Hspa12a	chr19:058849173-058849232	INSIDE	1.061833676	3.20E-08
8601	A_68_P27546117	Olfr790	chr10:128905649-128905708	DOWNSTREAM	0.907270782	3.28E-08
6166	A_68_P25587272	Hras1	chr7:141042582-141042630	DOWNSTREAM	1.048802827	3.30E-08
