Probe Set ID	Gene Title	Gene Symbol	p-value	FC Absolute	Function
212357_at	family with sequence similarity 168, member A	FAM168A	0.047	-1.76	Miscellaneous
212017_at	family with sequence similarity 168, member B	FAM168B	0.029	-3.43	Miscellaneous
213954_at	family with sequence similarity 169, member A	FAM169A	0.016	-2.2	Miscellaneous
223882_at	family with sequence similarity 172, member A	FAM172A	0.001	-1.8	Miscellaneous
212929_s_at	family with sequence similarity 21, member A	FAM21A	0.046	-2.3	Miscellaneous
212929_s_at	family with sequence similarity 21, member B	FAM21B	0.046	-2.3	Miscellaneous
212929_s_at	family with sequence similarity 21, member C	FAM21C	0.046	-2.3	Miscellaneous
212929_s_at	family with sequence similarity 21, member D	FAM21D	0.046	-2.3	Miscellaneous
226330_s_at	family with sequence similarity 48, member A	FAM48A	0.017	-1.53	Miscellaneous
224698_at	family with sequence similarity 62 (C2 domain containing) member B	FAM62B	0.025	-1.99	Miscellaneous
218029_at	family with sequence similarity 65, member A	FAM65A	0.03	-2	Miscellaneous
226356_at	family with sequence similarity 73, member B	FAM73B	0.001	-2.17	Miscellaneous
219002_at	FAST kinase domains 1	FASTKD1	0.024	-2.42	Miscellaneous
1558964_at	FAT tumor suppressor homolog 3 (Drosophila)	FAT3	0.002	-2.98	Miscellaneous
236029_at	FAT tumor suppressor homolog 3 (Drosophila)	FAT3	0.024	-2.65	Miscellaneous
225704_at	fibrosin-like 1	FBRSL1	0.03	-1.98	Miscellaneous
212229_s_at	F-box protein 21	FBXO21	0.042	-1.99	Miscellaneous
225099_at	F-box protein 45	FBXO45	0.047	-1.6	Miscellaneous
212987_at	F-box protein 9	FBXO9	0.021	-4.24	Miscellaneous
212499_s_at	FCF1 small subunit (SSU) processome component homolog (S. cerevisiae) /// mitogen-activated protein kinase 1 interacting protein 1-like	FCF1 /// MAPK1IP1L	0.05	-1.75	Miscellaneous
202305_s_at	fasciculation and elongation protein zeta 2 (zygin II)	FEZ2	0.048	-2.58	Miscellaneous
223262_s_at	FGFR1 oncogene partner 2	FGFR1OP2	0.035	-2.12	Miscellaneous
233898_s_at	FGFR1 oncogene partner 2	FGFR1OP2	0.013	-3.63	Miscellaneous
221007_s_at	FIP1 like 1 (S. cerevisiae)	FIP1L1	0.003	-2	Miscellaneous
202852_s_at	alpha- and gamma-adaptin-binding protein p34	FLJ11506	0.024	-1.82	Miscellaneous
1553292_s_at	uncharacterized serine/threonine-protein kinase SgK494	FLJ25006	0.007	-2.96	Miscellaneous
244547_at	Uncharacterized serine/threonine-protein kinase SgK494	FLJ25006	0.023	-1.51	Miscellaneous
219250_s_at	fibronectin leucine rich transmembrane protein 3	FLRT3	0.012	-1.92	Miscellaneous
222853_at	fibronectin leucine rich transmembrane protein 3	FLRT3	0.027	-2.64	Miscellaneous
242665_at	formin-like 2	FMNL2	0.035	-2.2	Miscellaneous
229272_at	formin binding protein 4	FNBP4	0.018	-1.59	Miscellaneous
1559060_a_at	Folliculin interacting protein 1	FNIP1	0.005	-1.75	Miscellaneous
225924_at	folliculin interacting protein 2	FNIP2	0.044	-2	Miscellaneous
223128_at	FAD-dependent oxidoreductase domain containing 1	FOXRED1	0.029	-1.87	Miscellaneous
226145_s_at	Fraser syndrome 1	FRAS1	0.021	-1.99	Miscellaneous
219907_at	fibroblast growth factor receptor substrate 3	FRS3	0.002	-2.05	Miscellaneous
230904_at	fibronectin type III and SPRY domain containing 1-like	FSD1L	0.042	-1.94	Miscellaneous
201636_at	fragile X mental retardation, autosomal homolog 1	FXR1	0.009	-1.76	Miscellaneous
229519_at	fragile X mental retardation, autosomal homolog 1	FXR1	0.034	-2.02	Miscellaneous
35265_at	fragile X mental retardation, autosomal homolog 2	FXR2	0.035	-1.81	Miscellaneous
201503_at	GTPase activating protein (SH3 domain) binding protein 1	G3BP1	0.024	-2.18	Miscellaneous
206678_at	gamma-aminobutyric acid (GABA) A receptor, alpha 1	GABRA1	0.037	-2.51	Miscellaneous
1557122_s_at	gamma-aminobutyric acid (GABA) A receptor, beta 2	GABRB2	0.008	-4.18	Miscellaneous
229724_at	gamma-aminobutyric acid (GABA) A receptor, beta 3	GABRB3	0.003	-2.47	Miscellaneous
230255_at	gamma-aminobutyric acid (GABA) A receptor, delta	GABRD	0.009	-3.25	Miscellaneous
1568618_a_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	GALNT1	0	-1.81	Miscellaneous
219013_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	GALNT11	0.037	-2.54	Miscellaneous
214626_s_at	glucosidase, alpha; neutral AB	GANAB	0.001	-2.01	Miscellaneous
202177_at	growth arrest-specific 6	GAS6	0.003	-1.57	Miscellaneous
202177_at	similar to growth arrest-specific 6	LOC100133684	0.003	-1.57	Miscellaneous
226271_at	ganglioside-induced differentiation-associated protein 1	GDAP1	0.029	-1.74	Miscellaneous
205721_at	GDNF family receptor alpha 2	GFRA2	0.048	-2.02	Miscellaneous
45572_s_at	golgi associated, gamma adaptin ear containing, ARF binding protein 1	GGA1	0.007	-1.73	Miscellaneous
50277_at	golgi associated, gamma adaptin ear containing, ARF binding protein 1	GGA1	0.007	-1.66	Miscellaneous
229312_s_at	G kinase anchoring protein 1	GKAP1	0.015	-1.56	Miscellaneous
1569886_a_at	galactosidase, beta 1-like 3	GLB1L3	0.017	-1.69	Miscellaneous
207966_s_at	golgi apparatus protein 1	GLG1	0.001	-2.49	Miscellaneous
225918_at	golgi apparatus protein 1	GLG1	0.004	-2.72	Miscellaneous
219445_at	glioma tumor suppressor candidate region gene 1	GLTSCR1	0.015	-1.87	Miscellaneous
218458_at	germ cell-less homolog 1 (Drosophila)	GMCL1	0.023	-1.52	Miscellaneous
214106_s_at	GDP-mannose 4,6-dehydratase	GMDS	0.002	-1.87	Miscellaneous
200745_s_at	guanine nucleotide binding protein (G protein), beta polypeptide 1	GNB1	0.007	-2.15	Miscellaneous
204000_at	guanine nucleotide binding protein (G protein), beta 5	GNB5	0.024	-1.96	Miscellaneous
201948_at	guanine nucleotide binding protein-like 2 (nucleolar)	GNL2	0.026	-1.57	Miscellaneous
225672_at	golgi autoantigen, golgin subfamily a, 2	GOLGA2	0.028	-1.62	Miscellaneous
218241_at	golgi autoantigen, golgin subfamily a, 5	GOLGA5	0.046	-1.69	Miscellaneous
208797_s_at	golgi autoantigen, golgin subfamily a, 8A	GOLGA8A	0.006	-2.42	Miscellaneous
213650_at	golgi autoantigen, golgin subfamily a, 8A	GOLGA8A	0.001	-3.78	Miscellaneous
213650_at	golgi autoantigen, golgin subfamily a, 8B	GOLGA8B	0.001	-3.78	Miscellaneous
218193_s_at	golgi transport 1 homolog B (S. cerevisiae)	GOLT1B	0.023	-1.74	Miscellaneous
1555913_at	gon-4-like (C. elegans)	GON4L	0	-2.25	Miscellaneous
204630_s_at	golgi SNAP receptor complex member 1	GOSR1	0.004	-2.25	Miscellaneous
1556126_s_at	G patch domain containing 2	GPATCH2	0.033	-1.74	Miscellaneous
212487_at	G patch domain containing 8	GPATCH8	0.015	-2.74	Miscellaneous
202756_s_at	glypican 1	GPC1	0.022	-2.4	Miscellaneous
215554_at	glycosylphosphatidylinositol specific phospholipase D1	GPLD1	0.003	-2.43	Miscellaneous
209469_at	glycoprotein M6A	GPM6A	0.035	-6.99	Miscellaneous
239533_at	G protein-coupled receptor 155	GPR155	0.049	-2.18	Miscellaneous
224839_s_at	glutamic pyruvate transaminase (alanine aminotransferase) 2	GPT2	0.01	-1.56	Miscellaneous
239595_at	glutathione peroxidase 2 (gastrointestinal)	GPX2	0.007	1.65	Miscellaneous
212856_at	GRAM domain containing 4	GRAMD4	0.048	-2.09	Miscellaneous
228263_at	GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein	GRASP	0.001	-1.97	Miscellaneous
206730_at	glutamate receptor, ionotrophic, AMPA 3	GRIA3	0	-4.92	Miscellaneous
208032_s_at	glutamate receptor, ionotrophic, AMPA 3	GRIA3	0.039	-1.77	Miscellaneous
217565_at	glutamate receptor, ionotrophic, AMPA 3	GRIA3	0.037	-1.73	Miscellaneous
1555268_a_at	glutamate receptor, ionotropic, delta 1	GRID1	0.048	-1.74	Miscellaneous
207548_at	glutamate receptor, metabotropic 7	GRM7	0.011	-2.36	Miscellaneous
219233_s_at	gasdermin B	GSDMB	0.036	-1.7	Miscellaneous
225609_at	glutathione reductase	GSR	0.036	-1.77	Miscellaneous
201415_at	glutathione synthetase	GSS	0.033	-1.7	Miscellaneous
235405_at	glutathione S-transferase alpha 4	GSTA4	0.006	-2.21	Miscellaneous
213835_x_at	GTP binding protein 3 (mitochondrial)	GTPBP3	0.05	-1.67	Miscellaneous
227235_at	guanylate cyclase 1, soluble, alpha 3	GUCY1A3	0.043	-2.43	Miscellaneous
211555_s_at	guanylate cyclase 1, soluble, beta 3	GUCY1B3	0.001	-2.06	Miscellaneous
201673_s_at	glycogen synthase 1 (muscle)	GYS1	0.006	-1.72	Miscellaneous
214501_s_at	H2A histone family, member Y	H2AFY	0.04	-1.94	Miscellaneous
208629_s_at	hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit	HADHA	0.003	-1.9	Miscellaneous
223353_at	HCCA2 protein	HCCA2	0.023	-1.78	Miscellaneous
227008_at	HD domain containing 3	HDDC3	0.003	-1.9	Miscellaneous
223252_at	hepatoma-derived growth factor-related protein 2	HDGF2	0.009	-2.28	Miscellaneous
228266_s_at	hepatoma-derived growth factor, related protein 3	HDGFRP3	0	-2.09	Miscellaneous
227568_at	HECT domain containing 2	HECTD2	0.041	-2.43	Miscellaneous
203674_at	helicase with zinc finger	HELZ	0.044	-1.8	Miscellaneous
225910_at	helicase with zinc finger	HELZ	0.009	-1.92	Miscellaneous
227564_at	heparan-alpha-glucosaminide N-acetyltransferase	HGSNAT	0.036	-2.12	Miscellaneous
203744_at	high-mobility group box 3	HMGB3	0	-2.11	Miscellaneous
204110_at	histamine N-methyltransferase	HNMT	0.034	1.51	Miscellaneous
214280_x_at	heterogeneous nuclear ribonucleoprotein A1	HNRNPA1	0.018	-2.04	Miscellaneous
211930_at	heterogeneous nuclear ribonucleoprotein A3	HNRNPA3	0.002	-3.66	Miscellaneous
221860_at	heterogeneous nuclear ribonucleoprotein L	HNRNPL	0.011	-2.35	Miscellaneous
225385_s_at	heterogeneous nuclear ribonucleoprotein L-like	HNRPLL	0.036	-2.1	Miscellaneous
224592_x_at	heterochromatin protein 1, binding protein 3	HP1BP3	0.032	-1.92	Miscellaneous
229204_at	Heterochromatin protein 1, binding protein 3	HP1BP3	0.019	-1.95	Miscellaneous
227139_s_at	Hermansky-Pudlak syndrome 3	HPS3	0.029	-2.09	Miscellaneous
203284_s_at	heparan sulfate 2-O-sulfotransferase 1	HS2ST1	0.027	-2.45	Miscellaneous
205466_s_at	heparan sulfate (glucosamine) 3-O-sulfotransferase 1	HS3ST1	0.015	-1.54	Miscellaneous
204515_at	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 1	HSD3B1	0.05	1.51	Miscellaneous
211968_s_at	heat shock protein 90kDa alpha (cytosolic), class A member 1	HSP90AA1	0.012	-3.96	Miscellaneous
202557_at	heat shock protein 70kDa family, member 13	HSPA13	0.016	-3.34	Miscellaneous
208744_x_at	heat shock 105kDa/110kDa protein 1	HSPH1	0.002	-2.99	Miscellaneous
202070_s_at	isocitrate dehydrogenase 3 (NAD+) alpha	IDH3A	0.047	-1.56	Miscellaneous
202439_s_at	iduronate 2-sulfatase	IDS	0.016	-2.13	Miscellaneous
210666_at	iduronate 2-sulfatase	IDS	0.04	-1.53	Miscellaneous
212221_x_at	iduronate 2-sulfatase	IDS	0.048	-5.12	Miscellaneous
202081_at	immediate early response 2	IER2	0.014	-1.78	Miscellaneous
223071_at	immediate early response 3 interacting protein 1	IER3IP1	0.031	-2.5	Miscellaneous
204439_at	interferon-induced protein 44-like	IFI44L	0.002	1.57	Miscellaneous
226757_at	interferon-induced protein with tetratricopeptide repeats 2	IFIT2	0.018	-1.97	Miscellaneous
204786_s_at	interferon (alpha, beta and omega) receptor 2	IFNAR2	0	-2.28	Miscellaneous
215621_s_at	immunoglobulin heavy constant delta	IGHD	0.013	-2.07	Miscellaneous
221548_s_at	integrin-linked kinase-associated serine/threonine phosphatase 2C	ILKAP	0.038	-2.02	Miscellaneous
229582_at	INO80 complex subunit C	INO80C	0.017	-2.37	Miscellaneous
53968_at	integrator complex subunit 5	INTS5	0.011	-1.6	Miscellaneous
214735_at	interaction protein for cytohesin exchange factors 1	IPCEF1	0.012	-6.04	Miscellaneous
238584_at	IQ motif containing with AAA domain 1	IQCA1	0.018	-2.34	Miscellaneous
215130_s_at	IQ motif containing K	IQCK	0.039	1.78	Miscellaneous
214819_at	IQ motif and Sec7 domain 2	IQSEC2	0.05	-1.7	Miscellaneous
213834_at	IQ motif and Sec7 domain 3	IQSEC3	0.012	-2.29	Miscellaneous
225311_at	isovaleryl Coenzyme A dehydrogenase	IVD	0.033	-1.98	Miscellaneous
212447_at	kelch repeat and BTB (POZ) domain containing 2	KBTBD2	0.041	-1.92	Miscellaneous
222471_s_at	potassium channel modulatory factor 1	KCMF1	0.005	-2.54	Miscellaneous
230849_at	potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)	KCNA1	0.011	-3.04	Miscellaneous
239118_at	potassium voltage-gated channel, shaker-related subfamily, member 2	KCNA2	0.042	-2.79	Miscellaneous
205616_at	potassium voltage-gated channel, shaker-related subfamily, member 6	KCNA6	0.036	-2.2	Miscellaneous
211006_s_at	potassium voltage-gated channel, Shab-related subfamily, member 1	KCNB1	0.009	-2.96	Miscellaneous
208477_at	potassium voltage-gated channel, Shaw-related subfamily, member 1	KCNC1	0.004	-2.62	Miscellaneous
230547_at	potassium voltage-gated channel, Shaw-related subfamily, member 1	KCNC1	0.007	-3.11	Miscellaneous
220116_at	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2	KCNN2	0.018	-1.97	Miscellaneous
234103_at	Potassium channel, subfamily T, member 2	KCNT2	0.039	-1.52	Miscellaneous
244455_at	potassium channel, subfamily T, member 2	KCNT2	0.035	-2.2	Miscellaneous
226245_at	potassium channel tetramerisation domain containing 1	KCTD1	0.033	-2.44	Miscellaneous
226518_at	potassium channel tetramerisation domain containing 10	KCTD10	0.044	-2.04	Miscellaneous
228299_at	potassium channel tetramerisation domain containing 20	KCTD20	0.005	-1.94	Miscellaneous
1555575_a_at	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	KDELR1	0.042	-2.04	Miscellaneous
210878_s_at	lysine (K)-specific demethylase 3B	KDM3B	0.019	-1.68	Miscellaneous
212057_at	KIAA0182	KIAA0182	0.018	-1.53	Miscellaneous
212733_at	KIAA0226	KIAA0226	0.048	-2.17	Miscellaneous
212441_at	KIAA0232	KIAA0232	0.015	-3.31	Miscellaneous
202128_at	KIAA0317	KIAA0317	0.019	-1.92	Miscellaneous
204303_s_at	KIAA0427	KIAA0427	0.024	-1.77	Miscellaneous
212456_at	KIAA0664	KIAA0664	0.006	-2.42	Miscellaneous
222920_s_at	KIAA0748	KIAA0748	0.032	-2.19	Miscellaneous
215268_at	hypothetical LOC643314	KIAA0754	0.033	-1.54	Miscellaneous
212794_s_at	KIAA1033	KIAA1033	0.043	-1.69	Miscellaneous
1558293_at	KIAA1107	KIAA1107	0.006	-2.39	Miscellaneous
214098_at	KIAA1107	KIAA1107	0.044	-3.9	Miscellaneous
231807_at	KIAA1217	KIAA1217	0.049	-2.6	Miscellaneous
243589_at	KIAA1267	KIAA1267	0.015	-1.71	Miscellaneous
221874_at	KIAA1324	KIAA1324	0.004	-2.48	Miscellaneous
235956_at	KIAA1377	KIAA1377	0.01	-1.79	Miscellaneous
226254_s_at	KIAA1430	KIAA1430	0.012	-1.98	Miscellaneous
232030_at	KIAA1632	KIAA1632	0.012	-1.81	Miscellaneous
229078_s_at	KIAA1704	KIAA1704	0.001	-1.79	Miscellaneous
229891_x_at	KIAA1704	KIAA1704	0.042	-1.9	Miscellaneous
1569302_at	KIAA1731	KIAA1731	0.004	-2.52	Miscellaneous
229878_at	KIAA1731	KIAA1731	0.03	-1.82	Miscellaneous
243539_at	KIAA1841	KIAA1841	0.036	-2.71	Miscellaneous
237828_at	KIAA1853	KIAA1853	0.001	-2.61	Miscellaneous
225187_at	KIAA1967	KIAA1967	0.031	-2.09	Miscellaneous
224708_at	KIAA2013	KIAA2013	0.004	-2.56	Miscellaneous
209255_at	kelch domain containing 10	KLHDC10	0.048	-1.51	Miscellaneous
209256_s_at	Kelch domain containing 10	KLHDC10	0.033	-1.81	Miscellaneous
210111_s_at	Kelch domain containing 10	KLHDC10	0.046	-2.86	Miscellaneous
221219_s_at	kelch domain containing 4	KLHDC4	0.044	-1.59	Miscellaneous
225961_at	kelch domain containing 5	KLHDC5	0.019	-2.55	Miscellaneous
49329_at	kelch-like 22 (Drosophila)	KLHL22	0.03	-1.96	Miscellaneous
213610_s_at	kelch-like 23 (Drosophila)	KLHL23	0.02	-2.47	Miscellaneous
226158_at	kelch-like 24 (Drosophila)	KLHL24	0.031	-2.39	Miscellaneous
228328_at	kelch-like 28 (Drosophila)	KLHL28	0.007	-3.77	Miscellaneous
226874_at	kelch-like 8 (Drosophila)	KLHL8	0.001	-1.55	Miscellaneous
230359_at	kinase non-catalytic C-lobe domain (KIND) containing 1	KNDC1	0.017	-2.73	Miscellaneous
208975_s_at	karyopherin (importin) beta 1	KPNB1	0.043	-1.77	Miscellaneous
233329_s_at	lysine-rich coiled-coil 1	KRCC1	0.031	-1.59	Miscellaneous
203202_at	KRR1, small subunit (SSU) processome component, homolog (yeast)	KRR1	0.016	-1.71	Miscellaneous
235252_at	Kinase suppressor of ras 1	KSR1	0.029	-1.9	Miscellaneous
210966_x_at	La ribonucleoprotein domain family, member 1	LARP1	0.023	-2.07	Miscellaneous
217810_x_at	leucyl-tRNA synthetase	LARS	0.043	-1.62	Miscellaneous
208117_s_at	LAS1-like (S. cerevisiae)	LAS1L	0.044	-1.88	Miscellaneous
224951_at	LAG1 homolog, ceramide synthase 5	LASS5	0.025	-2.22	Miscellaneous
212442_s_at	LAG1 homolog, ceramide synthase 6	LASS6	0.031	-1.87	Miscellaneous
213261_at	lupus brain antigen 1	LBA1	0.001	-2.63	Miscellaneous
226996_at	lysocardiolipin acyltransferase 1	LCLAT1	0.017	-1.82	Miscellaneous
1559105_at	leucine, glutamate and lysine rich 1	LEKR1	0.016	1.57	Miscellaneous
208936_x_at	lectin, galactoside-binding, soluble, 8	LGALS8	0.04	-1.75	Miscellaneous
241459_at	LIM and calponin homology domains 1	LIMCH1	0.049	-1.6	Miscellaneous
227933_at	leucine rich repeat and Ig domain containing 1	LINGO1	0.006	-2.88	Miscellaneous
232720_at	leucine rich repeat and Ig domain containing 2	LINGO2	0.037	-1.93	Miscellaneous
224629_at	lectin, mannose-binding, 1	LMAN1	0.045	-2.15	Miscellaneous
224036_s_at	limb region 1 homolog (mouse)	LMBR1	0.01	-1.66	Miscellaneous
230653_at	hypothetical protein LOC100132218	LOC100132218 ///	0.032	-1.58	Miscellaneous
230653_at	hypothetical LOC728555	LOC728555	0.032	-1.58	Miscellaneous
243049_at	phosducin-like 3 pseudogene	LOC285359	0.028	-1.57	Miscellaneous
243049_at	phosducin-like 3	PDCL3	0.028	-1.57	Miscellaneous
215123_at	hypothetical LOC642778	LOC642778	0.006	-2.97	Miscellaneous
215123_at	NPIP-like protein ENSP00000283050	LOC729602	0.006	-2.97	Miscellaneous
215123_at	nuclear pore complex interacting protein-like 3	NPIPL3	0.006	-2.97	Miscellaneous
216515_x_at	similar to prothymosin alpha	LOC643287	0.014	-2.05	Miscellaneous
216515_x_at	prothymosin, alpha	PTMA	0.014	-2.05	Miscellaneous
229269_x_at	similar to single stranded DNA binding protein 4	LOC646044	0.044	-1.8	Miscellaneous
229269_x_at	single stranded DNA binding protein 4	SSBP4	0.044	-1.8	Miscellaneous
224597_at	hypothetical LOC647979	LOC647979	0.048	-3.49	Miscellaneous
223458_at	similar to seizure related 6 homolog (mouse)-like 2 isoform 1 /// seizure related 6 homolog (mouse)-like 2	LOC652900 /// SEZ6L2	0.04	-2.01	Miscellaneous
233204_at	similar to FAM133B protein	LOC728153	0.025	-1.72	Miscellaneous
226038_at	LON peptidase N-terminal domain and ring finger 1	LONRF1	0.015	-2.84	Miscellaneous
235977_at	LON peptidase N-terminal domain and ring finger 2	LONRF2	0.027	-1.63	Miscellaneous
213078_x_at	lysophosphatidylcholine acyltransferase 4	LPCAT4	0.003	-1.85	Miscellaneous
40472_at	lysophosphatidylcholine acyltransferase 4	LPCAT4	0.015	-2.29	Miscellaneous
202651_at	lysophosphatidylglycerol acyltransferase 1	LPGAT1	0.045	-1.86	Miscellaneous
203488_at	latrophilin 1	LPHN1	0.027	-1.92	Miscellaneous
219145_at	latrophilin 1	LPHN1	0.008	-3.11	Miscellaneous
47560_at	latrophilin 1	LPHN1	0.012	-3.14	Miscellaneous
219346_at	leucine rich repeat and fibronectin type III domain containing 3	LRFN3	0.015	-1.5	Miscellaneous
201932_at	leucine rich repeat containing 41	LRRC41	0.011	-1.64	Miscellaneous
229584_at	leucine-rich repeat kinase 2	LRRK2	0.045	-1.78	Miscellaneous
238815_at	leucine rich repeat transmembrane neuronal 1	LRRTM1	0.029	-1.64	Miscellaneous
227675_at	leucine rich repeat and sterile alpha motif containing 1	LRSAM1	0.002	-1.52	Miscellaneous
203534_at	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM1	0.008	-2.26	Miscellaneous
202903_at	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM5	0.005	-1.73	Miscellaneous
205036_at	LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM6	0.018	-2.16	Miscellaneous
1558173_a_at	leucine zipper protein 1	LUZP1	0	-3.95	Miscellaneous
225831_at	leucine zipper protein 1	LUZP1	0.036	-1.94	Miscellaneous
224656_s_at	leucine zipper protein 6 /// myotrophin	LUZP6 /// MTPN	0.041	-4.02	Miscellaneous
218729_at	latexin	LXN	0.044	-2.09	Miscellaneous
215566_x_at	lysophospholipase II	LYPLA2	0.047	-1.95	Miscellaneous
1558678_s_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.01	-3.69	Miscellaneous
223577_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.01	-3.73	Miscellaneous
223578_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.003	-3.4	Miscellaneous
223940_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.001	-7.75	Miscellaneous
224559_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.018	-4.69	Miscellaneous
224567_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.008	-4.88	Miscellaneous
224568_x_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.003	-5.67	Miscellaneous
226675_s_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0	-3.92	Miscellaneous
231735_s_at	metastasis associated lung adenocarcinoma transcript 1 (non-protein coding)	MALAT1	0.029	-3.36	Miscellaneous
212643_at	mitogen-activated protein kinase 1 interacting protein 1-like	MAPK1IP1L	0.035	-2.2	Miscellaneous
226394_at	membrane-associated ring finger (C3HC4) 5	40973	0.026	-2.24	Miscellaneous
239359_at	membrane-associated ring finger (C3HC4) 11	40979	0.027	-1.5	Miscellaneous
200644_at	MARCKS-like 1	MARCKSL1	0.036	-1.9	Miscellaneous
210958_s_at	microtubule associated serine/threonine kinase family member 4	MAST4	0.025	-1.52	Miscellaneous
227833_s_at	methyl-CpG binding domain protein 6	MBD6	0.033	-1.57	Miscellaneous
232138_at	Muscleblind-like 2 (Drosophila)	MBNL2	0.036	-1.72	Miscellaneous
210136_at	myelin basic protein	MBP	0.028	-2.95	Miscellaneous
235374_at	Malate dehydrogenase 1, NAD (soluble)	MDH1	0.009	-1.66	Miscellaneous
225160_x_at	Mdm2 p53 binding protein homolog (mouse)	MDM2	0.036	-1.7	Miscellaneous
228764_s_at	magnesium-dependent phosphatase 1	MDP-1	0.017	-1.87	Miscellaneous
203003_at	myocyte enhancer factor 2D	MEF2D	0.007	-1.75	Miscellaneous
225641_at	myocyte enhancer factor 2D	MEF2D	0.04	-2.74	Miscellaneous
227327_at	multiple EGF-like-domains 8	MEGF8	0.049	-1.87	Miscellaneous
223264_at	mesoderm development candidate 1	MESDC1	0.011	-2.3	Miscellaneous
227601_at	methyltransferase like 14	METTL14	0.003	-2.15	Miscellaneous
217868_s_at	methyltransferase like 9	METTL9	0.043	-1.96	Miscellaneous
213123_at	microfibrillar-associated protein 3	MFAP3	0.025	-1.58	Miscellaneous
225478_at	malignant fibrous histiocytoma amplified sequence 1	MFHAS1	0.045	-1.77	Miscellaneous
209215_at	major facilitator superfamily domain containing 10	MFSD10	0.013	-1.53	Miscellaneous
228282_at	major facilitator superfamily domain containing 8	MFSD8	0.037	-1.97	Miscellaneous
203102_s_at	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase	MGAT2	0.018	-1.9	Miscellaneous
244104_at	Mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase	MGAT3	0.004	-1.56	Miscellaneous
226039_at	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A	MGAT4A	0.039	-2.23	Miscellaneous
225102_at	monoglyceride lipase	MGLL	0.05	-1.76	Miscellaneous
209585_s_at	multiple inositol polyphosphate histidine phosphatase, 1	MINPP1	0.044	-2.06	Miscellaneous
200616_s_at	malectin	MLEC	0.005	-1.56	Miscellaneous
223614_at	matrix metallopeptidase 16 (membrane-inserted)	MMP16	0.048	-2.83	Miscellaneous
213171_s_at	matrix metallopeptidase 24 (membrane-inserted)	MMP24	0.003	-1.61	Miscellaneous
203956_at	MORC family CW-type zinc finger 2	MORC2	0.004	-2.06	Miscellaneous
228077_at	methylthioribose-1-phosphate isomerase homolog (S. cerevisiae)	MRI1	0.045	-2.06	Miscellaneous
225255_at	mitochondrial ribosomal protein L35	MRPL35	0.038	-1.86	Miscellaneous
218202_x_at	mitochondrial ribosomal protein L44	MRPL44	0.034	-1.73	Miscellaneous
224015_s_at	mitochondrial ribosomal protein S25	MRPS25	0.011	-2	Miscellaneous
212604_at	mitochondrial ribosomal protein S31	MRPS31	0.012	-1.57	Miscellaneous
237560_at	Mitochondrial ribosomal protein S5	MRPS5	0.004	-1.63	Miscellaneous
223280_x_at	membrane-spanning 4-domains, subfamily A, member 6A	MS4A6A	0.043	1.57	Miscellaneous
222584_at	misato homolog 1 (Drosophila)	MSTO1	0.019	-1.82	Miscellaneous
211783_s_at	metastasis associated 1	MTA1	0.005	-2.11	Miscellaneous
212248_at	metadherin	MTDH	0.037	-2.45	Miscellaneous
227277_at	metadherin	MTDH	0.02	-1.57	Miscellaneous
203346_s_at	metal response element binding transcription factor 2	MTF2	0.029	-1.81	Miscellaneous
214268_s_at	myotubularin related protein 4	MTMR4	0.034	-2.68	Miscellaneous
204837_at	myotubularin related protein 9	MTMR9	0.002	-1.8	Miscellaneous
243774_at	mucin 20, cell surface associated	MUC20	0.022	-1.85	Miscellaneous
218139_s_at	MU-2/AP1M2 domain containing, death-inducing	MUDENG	0.046	-2.15	Miscellaneous
