Probe	ChipID	name	FOLD PL 21-17	FOLD AM 21-17	 RATIO AM vs PL 	P_INT_GEA_R_AGE_TR
RAE230A:1371394_x_at	1371394_x_at	no description	0.49	0.51	1.04	
RAE230A:1367802_at	1367802_at	serum/glucocorticoid regulated kinase	0.74	0.77	1.04	
RAE230A:1388518_at	1388518_at	"Similar to WD repeat-containing F-box protein FBW5 (LOC362082), mRNA"	1.5	1.56	1.04	
RAE230A:1372651_at	1372651_at	Transcribed sequences	1.5	1.56	1.04	
RAE230A:1375575_at	1375575_at	Transcribed sequences	2.02	2.1	1.04	
RAE230A:1367927_at	1367927_at	prohibitin	1.52	1.58	1.04	
RAE230A:1369939_at	1369939_at	"cytochrome c, somatic"	1.55	1.61	1.04	
RAE230A:1375706_at	1375706_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.55	1.61	1.04	
RAE230A:1375428_at	1375428_at	"Similar to cellular repressor of E1A-stimulated genes CREG (LOC289185), mRNA"	0.26	0.27	1.04	
RAE230A:1387606_at	1387606_at	fibroblast growth factor 2	0.52	0.54	1.04	
RAE230A:1368874_a_at	1368874_a_at	"v-maf musculoaponeurotic fibrosarcoma (avian) oncogene family, protein G"	0.53	0.55	1.04	
RAE230A:1368226_at	1368226_at	putative c-Myc-responsive	1.59	1.65	1.04	
RAE230A:1372117_at	1372117_at	Transcribed sequences	0.54	0.56	1.04	
RAE230A:1369976_at	1369976_at	"dynein, cytoplasmic, light chain 1"	1.64	1.7	1.04	
RAE230A:1368132_at	1368132_at	"transducer of ERBB2, 1"	1.44	1.49	1.03	
RAE230A:1367706_at	1367706_at	voltage-dependent anion channel 1	1.46	1.51	1.03	
RAE230A:1375043_at	1375043_at	c-fos oncogene	2.34	2.42	1.03	
RAE230A:1374277_at	1374277_at	Transcribed sequence with weak similarity to protein pir:T31639 (C.elegans) T31639 hypothetical protein Y57A10A.q - Caenorhabditis elegans	0.59	0.61	1.03	
RAE230A:1373145_at	1373145_at	"Similar to Vps41 protein (LOC306991), mRNA"	0.6	0.62	1.03	
RAE230A:1389652_at	1389652_at	Transcribed sequences	1.51	1.56	1.03	
RAE230A:1374925_at	1374925_at	"Similar to signal transducer and activator of transcription 6 (LOC362896), mRNA"	1.52	1.57	1.03	
RAE230A:1390394_at	1390394_at	Transcribed sequences	0.61	0.63	1.03	
RAE230A:1371428_at	1371428_at	"LRRGT00019 mRNA, complete cds"	1.54	1.59	1.03	
RAE230A:1370072_at	1370072_at	membrane metallo endopeptidase	27.26	28.13	1.03	
RAE230A:1387778_at	1387778_at	stromal cell derived factor 4	0.63	0.65	1.03	
RAE230A:1368672_at	1368672_at	arginase 2	4.43	4.57	1.03	
RAE230A:1370503_s_at	1370503_s_at	erythrocyte protein band 4.1-like 3	1.92	1.98	1.03	
RAE230A:1372861_at	1372861_at	"Similar to R31449_3 (LOC314641), mRNA"	0.64	0.66	1.03	
RAE230A:1375969_at	1375969_at	Unknown (protein for MGC:72610)	0.65	0.67	1.03	
RAE230A:1367709_at	1367709_at	CD63 antigen	0.66	0.68	1.03	
RAE230A:1386889_at	1386889_at	stearoyl-Coenzyme A desaturase 2	0.66	0.68	1.03	
RAE230A:1371505_at	1371505_at	"Similar to Heterogeneous nuclear ribonucleoproteins C1/C2 (hnRNP C1 / hnRNP C2) (LOC290046), mRNA"	1.34	1.38	1.03	
RAE230A:1371765_at	1371765_at	"Similar to Histone H2A.1 (LOC303177), mRNA"	0.67	0.69	1.03	
RAE230A:1389435_at	1389435_at	Transcribed sequence with weak similarity to protein ref:NP_061161.1 (H.sapiens) chromosome 5 open reading frame 3 [Homo sapiens]	1.34	1.38	1.03	
RAE230A:1376074_at	1376074_at	Transcribed sequences	0.34	0.35	1.03	
RAE230A:1367764_at	1367764_at	cyclin G1	0.68	0.7	1.03	
RAE230A:1399012_at	1399012_at	"Similar to RIKEN cDNA 1110001M20 (LOC298308), mRNA"	0.69	0.71	1.03	
RAE230A:1386880_at	1386880_at	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	0.7	0.72	1.03	
RAE230A:1389128_at	1389128_at	Transcribed sequence with weak similarity to protein ref:NP_502422.1 (C.elegans) FYVE zinc finger [Caenorhabditis elegans]	0.7	0.72	1.03	
RAE230A:1388960_at	1388960_at	pyrophosphatase	2.45	2.52	1.03	
RAE230A:1371051_at	1371051_at	"glutamate receptor, ionotropic"	0.71	0.73	1.03	
RAE230A:1370447_at	1370447_at	phospholipase B	16.1	16.55	1.03	
RAE230A:1387130_at	1387130_at	"solute carrier family 39 (iron-regulated transporter), member 1"	0.36	0.37	1.03	
RAE230A:1398333_at	1398333_at	endothelial PAS domain protein 1	0.74	0.76	1.03	
RAE230A:1371564_at	1371564_at	Unknown (protein for MGC:72933)	0.75	0.77	1.03	
RAE230A:1370804_at	1370804_at	gamma-aminobutyric acid receptor associated protein	0.76	0.78	1.03	
RAE230A:1375814_at	1375814_at	Transcribed sequences	1.57	1.61	1.03	
RAE230A:1371319_at	1371319_at	"Similar to E25B protein (LOC290364), mRNA"	0.79	0.81	1.03	
RAE230A:1368007_at	1368007_at	deleted in malignant brain tumors 1	2.4	2.46	1.03	
RAE230A:1398435_at	1398435_at	"Similar to putative transmembrane transporter FLIPT 1 (LOC310732), mRNA"	0.4	0.41	1.03	
RAE230A:1378753_at	1378753_at	occludin	1.62	1.66	1.02	
RAE230A:1373050_at	1373050_at	Transcribed sequences	0.42	0.43	1.02	
RAE230A:1370821_at	1370821_at	occludin	1.69	1.73	1.02	
RAE230A:1371894_at	1371894_at	"Similar to N-acetylglucosamine-6-sulfatase precursor (G6S) (Glucosamine-6-sulfatase) (LOC299825), mRNA"	0.43	0.44	1.02	
RAE230A:1372060_at	1372060_at	no description	1.73	1.77	1.02	
RAE230A:1368727_at	1368727_at	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9"	1.35	1.38	1.02	
RAE230A:1371720_at	1371720_at	"Similar to Mrpl20 protein (LOC298685), mRNA"	1.35	1.38	1.02	
RAE230A:1387669_a_at	1387669_a_at	epoxide hydrolase 1	3.2	3.27	1.02	
RAE230A:1368981_at	1368981_at	aquaporin 4	1.93	1.97	1.02	
RAE230A:1370028_at	1370028_at	angiotensin 1 converting enzyme 1	2.91	2.97	1.02	
RAE230A:1372256_at	1372256_at	Transcribed sequence with strong similarity to protein ref:NP_001302.1 (H.sapiens) cysteine-rich protein 1	1.97	2.01	1.02	
RAE230A:1373002_at	1373002_at	Transcribed sequence with moderate similarity to protein ref:NP_076003.1 (M.musculus) muscle protein 637 [Mus musculus]	1.51	1.54	1.02	
RAE230A:1372490_at	1372490_at	Transcribed sequences	1.56	1.59	1.02	
RAE230A:1374333_at	1374333_at	"Similar to RIKEN cDNA 1110007C09 (LOC361224), mRNA"	1.57	1.6	1.02	
RAE230A:1377123_at	1377123_at	"Similar to fatty acid transport protein 4 (LOC311839), mRNA"	1.59	1.62	1.02	
RAE230A:1389746_at	1389746_at	Transcribed sequence with moderate similarity to protein sp:P54802 (H.sapiens) ANAG_HUMAN Alpha-N-acetylglucosaminidase precursor	0.53	0.54	1.02	
RAE230A:1388365_at	1388365_at	"Similar to Ac39/physophilin (LOC291969), mRNA"	0.55	0.56	1.02	
RAE230A:1370295_at	1370295_at	expressed in non-metastatic cells 1	1.69	1.72	1.02	
RAE230A:1374275_at	1374275_at	carbonic anhydrase-related XI protein	0.57	0.58	1.02	
RAE230A:1367981_at	1367981_at	rabaptin 5	0.59	0.6	1.02	
RAE230A:1383080_at	1383080_at	Transcribed sequences	0.6	0.61	1.02	
RAE230A:1368450_at	1368450_at	myosin Va	0.64	0.65	1.02	
RAE230A:1372568_at	1372568_at	Transcribed sequences	0.67	0.68	1.01	
RAE230A:1369430_at	1369430_at	"beta-carotene 15, 15-dioxygenase"	2.7	2.74	1.01	
RAE230A:1372004_at	1372004_at	"Similar to heme-binding protein (LOC362454), mRNA"	0.68	0.69	1.01	
RAE230A:1388941_at	1388941_at	"Similar to X83328 protein (LOC360650), mRNA"	0.68	0.69	1.01	
RAE230A:1388160_a_at	1388160_a_at	NAD+-specific isocitrate dehydrogenase b subunit	1.36	1.38	1.01	
RAE230A:1388501_at	1388501_at	no description	0.68	0.69	1.01	
RAE230A:1389172_at	1389172_at	Transcribed sequence with moderate similarity to protein sp:P20933 (H.sapiens) ASPG_HUMAN N	0.69	0.7	1.01	
RAE230A:1373498_at	1373498_at	"Similar to Vps11 protein (LOC315600), mRNA"	0.7	0.71	1.01	
RAE230A:1388497_at	1388497_at	"Similar to thioesterase superfamily member 2 (LOC291135), mRNA"	1.4	1.42	1.01	
RAE230A:1368869_at	1368869_at	A kinase (PRKA) anchor protein (gravin) 12	0.71	0.72	1.01	
RAE230A:1375929_at	1375929_at	Transcribed sequences	0.71	0.72	1.01	
RAE230A:1386922_at	1386922_at	carbonic anhydrase 2	0.72	0.73	1.01	
RAE230A:1387156_at	1387156_at	17-beta hydroxysteroid dehydrogenase type 2	1.48	1.5	1.01	
RAE230A:1390107_at	1390107_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.51	1.53	1.01	
RAE230A:1374893_at	1374893_at	Transcribed sequences	1.54	1.56	1.01	
RAE230A:1374651_at	1374651_at	"Similar to KIAA0933 protein (LOC304077), mRNA"	1.59	1.61	1.01	
RAE230A:1370623_at	1370623_at	fibrinogen-like 2	1.59	1.61	1.01	
RAE230A:1368520_at	1368520_at	apolipoprotein A-IV	0.8	0.81	1.01	
RAE230A:1372648_at	1372648_at	Transcribed sequences	1.64	1.66	1.01	
RAE230A:1390566_a_at	1390566_a_at	"creatine kinase, mitochondrial 1, ubiquitous"	4.16	4.21	1.01	
RAE230A:1389588_at	1389588_at	"Apyrase (srapy), mRNA"	1.75	1.77	1.01	
RAE230A:1376077_at	1376077_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	1.76	1.78	1.01	
RAE230A:1398251_a_at	1398251_a_at	calcium/calmodulin-dependent protein kinase II beta subunit	2.07	2.09	1.01	
RAE230A:1367670_at	1367670_at	fumarate hydratase 1	1.31	1.32	1.01	
RAE230A:1371463_at	1371463_at	transcription factor INI	1.36	1.37	1.01	
RAE230A:1388711_at	1388711_at	Transcribed sequences	1.37	1.38	1.01	
RAE230A:1398815_at	1398815_at	N-acylaminoacyl-peptide hydrolase	1.38	1.39	1.01	
RAE230A:1376109_at	1376109_at	Transcribed sequence with weak similarity to protein ref:NP_079268.1 (H.sapiens) hypothetical protein FLJ12547 [Homo sapiens]	1.39	1.4	1.01	
RAE230A:1368462_at	1368462_at	"inositol 1,4,5-triphosphate 3-kinase"	1.57	1.58	1.01	
RAE230A:1388480_at	1388480_at	"Similar to Glycolipid transfer protein (LOC288707), mRNA"	1.72	1.73	1.01	
RAE230A:1373049_at	1373049_at	Transcribed sequences	1.72	1.73	1.01	
RAE230A:1398879_at	1398879_at	arrestin-E	1.77	1.78	1.01	
RAE230A:1371984_at	1371984_at	Transcribed sequence with weak similarity to protein ref:NP_006448.1 (H.sapiens) LIM protein	1.81	1.82	1.01	
RAE230A:1367592_at	1367592_at	troponin T2	0.13	0.13	1	
RAE230A:1369327_at	1369327_at	PAPIN	0.32	0.32	1	
RAE230A:1375034_at	1375034_at	"Similar to lysophospholipase 3 (LOC361401), mRNA"	0.29	0.29	1	
RAE230A:1377049_at	1377049_at	NTE-related protein	0.27	0.27	1	
RAE230A:1389540_at	1389540_at	no description	0.29	0.29	1	
RAE230A:1368612_at	1368612_at	integrin beta 4	1.84	1.84	1	
RAE230A:1370186_at	1370186_at	"proteosome (prosome, macropain) subunit, beta type 9"	1.94	1.94	1	
RAE230A:1388271_at	1388271_at	Metallothionein	0.55	0.55	1	
RAE230A:1375367_at	1375367_at	"Similar to PDZ and LIM domain 2 (LOC290354), mRNA"	0.53	0.53	1	
RAE230A:1372870_at	1372870_at	"Similar to Probable RNA-dependent helicase p72 (DEAD-box protein p72) (DEAD-box protein 17) (LOC315133), mRNA"	1.76	1.76	1	
RAE230A:1367689_a_at	1367689_a_at	cd36 antigen	1.64	1.64	1	
RAE230A:1375874_at	1375874_at	"Similar to cDNA sequence BC013529 (LOC361448), mRNA"	0.61	0.61	1	
RAE230A:1387857_at	1387857_at	syntaxin 7	0.64	0.64	1	
RAE230A:1372671_at	1372671_at	"Similar to RIKEN cDNA 0610038L10 gene (LOC317214), mRNA"	1.54	1.54	1	
RAE230A:1372719_at	1372719_at	no description	0.61	0.61	1	
RAE230A:1372431_at	1372431_at	"ribosomal protein, mitochondrial, L12"	1.58	1.58	1	
RAE230A:1373949_at	1373949_at	"Similar to RIKEN cDNA 1110012E06 (LOC362645), mRNA"	0.61	0.61	1	
RAE230A:1388952_at	1388952_at	"Similar to Hypothetical protein MGC18716 (LOC360583), mRNA"	1.54	1.54	1	
RAE230A:1374001_at	1374001_at	Transcribed sequences	0.61	0.61	1	
RAE230A:1369162_at	1369162_at	guanylate cyclase 2C	0.68	0.68	1	
RAE230A:1373933_at	1373933_at	Transcribed sequences	0.66	0.66	1	
RAE230A:1372462_at	1372462_at	"Similar to acetyl CoA transferase-like (LOC308100), mRNA"	0.63	0.63	1	
RAE230A:1368685_at	1368685_at	membrane-spanning proteoglycan NG2	0.53	0.53	1	
RAE230A:1388356_at	1388356_at	"Similar to RIKEN cDNA 2300002L21 (LOC361991), mRNA"	1.47	1.47	1	
RAE230A:1368514_at	1368514_at	monoamine oxidase B	0.72	0.72	1	
RAE230A:1369956_at	1369956_at	interferon gamma receptor	1.41	1.41	1	
RAE230A:1374410_at	1374410_at	Transcribed sequences	1.48	1.48	1	
RAE230A:1368389_at	1368389_at	"amyloid beta (A4) precursor protein-binding, family A, member 3 (X11-like 2)"	0.69	0.69	1	
RAE230A:1390454_at	1390454_at	"Similar to NIPSNAP1 protein (LOC360971), mRNA"	0.63	0.63	1	
RAE230A:1375127_at	1375127_at	"cytochrome c oxidase, subunit Va"	1.57	1.57	1	
RAE230A:1387366_at	1387366_at	interleukin enhancer binding factor 3	0.68	0.68	1	
RAE230A:1389700_at	1389700_at	Transcribed sequences	1.47	1.47	1	
RAE230A:1372449_at	1372449_at	"Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only"	0.7	0.7	1	
RAE230A:1372760_at	1372760_at	no description	0.69	0.69	1	
RAE230A:1398289_a_at	1398289_a_at	corticotropin releasing hormone receptor 1	0.22	0.22	1	
RAE230A:1371557_at	1371557_at	"Similar to PP238 (LOC363291), mRNA"	1.37	1.37	1	
RAE230A:1374321_at	1374321_at	reticulon 3	0.72	0.72	1	
RAE230A:1370224_at	1370224_at	signal transducer and activator of transcription 3	0.76	0.76	1	
RAE230A:1374349_at	1374349_at	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase	0.72	0.72	1	
RAE230A:1390313_at	1390313_at	Transcribed sequences	1.96	1.95	0.99	
RAE230A:1371991_at	1371991_at	"Similar to RIKEN cDNA B230312A22 (LOC298201), mRNA"	1.83	1.82	0.99	
RAE230A:1372779_at	1372779_at	Transcribed sequences	1.62	1.61	0.99	
RAE230A:1388433_at	1388433_at	"keratin complex 1, acidic, gene 19"	1.49	1.48	0.99	
RAE230A:1388326_at	1388326_at	"Similar to NADH dehydrogenase:ubiquinone Fe-S protein 8 (LOC293652), mRNA"	1.49	1.48	0.99	
RAE230A:1386941_at	1386941_at	plectin	1.47	1.46	0.99	
RAE230A:1371739_at	1371739_at	"Similar to leucine zipper-EF-hand containing transmembrane protein 1 (LOC305457), mRNA"	1.44	1.43	0.99	
RAE230A:1390418_at	1390418_at	"Similar to RIKEN cDNA 2310066K23 (LOC316333), mRNA"	1.42	1.41	0.99	
RAE230A:1372156_at	1372156_at	"Similar to RIKEN cDNA 1810014L12 (LOC303330), mRNA"	1.42	1.41	0.99	
RAE230A:1387631_at	1387631_at	NAD-dependent 15-hydroxyprostaglandin dehydrogenase	2.73	2.71	0.99	
RAE230A:1398829_at	1398829_at	FK506-binding protein 1a	1.34	1.33	0.99	
RAE230A:1371403_at	1371403_at	"chaperonin containing TCP1, subunit 3 (gamma)"	1.34	1.33	0.99	
RAE230A:1390746_at	1390746_at	Transcribed sequences	2.28	2.26	0.99	
RAE230A:1390569_at	1390569_at	Transcribed sequences	1.76	1.74	0.99	
RAE230A:1373384_at	1373384_at	"Similar to Ppp2r5c protein (LOC362786), mRNA"	1.67	1.65	0.99	
RAE230A:1370465_at	1370465_at	"ATP-binding cassette, sub-family B (MDR/TAP), member 1A"	1.62	1.6	0.99	
RAE230A:1372041_at	1372041_at	"discs, large homolog 3 (Drosophila)"	1.6	1.58	0.99	
RAE230A:1386864_at	1386864_at	phosphoglycerate mutase 1	1.51	1.49	0.99	
RAE230A:1372485_at	1372485_at	6-pyruvoyl-tetrahydropterin synthase/dimerization cofactor of hepatocyte nuclear factor 1 alpha	1.51	1.49	0.99	
RAE230A:1398898_at	1398898_at	endosulfine alpha	0.74	0.73	0.99	
RAE230A:1368392_at	1368392_at	"solute carrier family 7, member 1"	1.47	1.45	0.99	
RAE230A:1371521_at	1371521_at	pyruvate dehydrogenase E1 alpha-like	0.73	0.72	0.99	
RAE230A:1367756_at	1367756_at	G elongation factor	1.43	1.41	0.99	
RAE230A:1371780_at	1371780_at	Transcribed sequences	1.42	1.4	0.99	
RAE230A:1371386_at	1371386_at	"Similar to Protein C9orf10 (LOC291019), mRNA"	1.42	1.4	0.99	
RAE230A:1387038_at	1387038_at	copper chaperone for superoxide dismutase	0.71	0.7	0.99	
RAE230A:1367933_at	1367933_at	S-adenosylmethionine decarboxylase 1	1.42	1.4	0.99	
RAE230A:1382615_at	1382615_at	"SEC61, alpha subunit (S. cerevisiae)"	1.4	1.38	0.99	
RAE230A:1376708_at	1376708_at	Transcribed sequences	0.7	0.69	0.99	
RAE230A:1388579_at	1388579_at	"Similar to CG4241-PA (LOC290662), mRNA"	0.68	0.67	0.99	
RAE230A:1370527_a_at	1370527_a_at	"casein kinase 1, delta"	1.36	1.34	0.99	
RAE230A:1389003_at	1389003_at	Transcribed sequences	0.67	0.66	0.99	
RAE230A:1372491_at	1372491_at	Transcribed sequence with weak similarity to protein sp:Q64707 (M.musculus) U2R1_MOUSE U2 small nuclear ribonucleoprotein auxiliary factor 35 kDa subunit related-protein 1	0.66	0.65	0.98	
RAE230A:1371786_at	1371786_at	Transcribed sequence with weak similarity to protein sp:P14373 (H.sapiens) RFP_HUMAN Zinc-finger protein RFP	0.65	0.64	0.98	
RAE230A:1376488_at	1376488_at	no description	0.65	0.64	0.98	
RAE230A:1367465_at	1367465_at	defender against cell death 1	1.29	1.27	0.98	
RAE230A:1371844_at	1371844_at	"Similar to hypothetical protein (LOC362013), mRNA"	1.28	1.26	0.98	
RAE230A:1372304_at	1372304_at	"Similar to RIKEN cDNA 1110039H05 (LOC363068), mRNA"	0.63	0.62	0.98	
RAE230A:1370327_at	1370327_at	"hypertension-related, calcium regulated gene"	0.63	0.62	0.98	
RAE230A:1374936_at	1374936_at	"Similar to RIKEN cDNA 5730457F11 (LOC302972), mRNA"	0.62	0.61	0.98	
RAE230A:1368052_at	1368052_at	transmembrane 4 superfamily member 3	1.24	1.22	0.98	
RAE230A:1371456_at	1371456_at	"Similar to ATP-binding cassette, sub-family F (GCN20), member 3 (LOC287982), mRNA"	0.59	0.58	0.98	
RAE230A:1370459_at	1370459_at	A5D3 protein	0.59	0.58	0.98	
RAE230A:1368021_at	1368021_at	alcohol dehydrogenase 1	0.59	0.58	0.98	
RAE230A:1392209_at	1392209_at	"beta-1,6-N-acetylglucosaminyltransferase"	2.91	2.86	0.98	
RAE230A:1370249_at	1370249_at	benzodiazepin receptor	1.72	1.69	0.98	
RAE230A:1389567_at	1389567_at	"Similar to SREBP cleavage activating protein (LOC301024), mRNA"	0.57	0.56	0.98	
RAE230A:1377179_at	1377179_at	"Similar to cDNA sequence BC019216 (LOC362642), mRNA"	0.56	0.55	0.98	
RAE230A:1372436_at	1372436_at	tumor protein D52-like 2	0.56	0.55	0.98	
RAE230A:1373538_at	1373538_at	"Similar to Ubiquitin carboxyl-terminal hydrolase 1 (Ubiquitin thiolesterase 1) (Ubiquitin-specific processing protease 1) (Deubiquitinating enzyme 1) (hUBP) (LOC313387), mRNA"	1.65	1.62	0.98	
RAE230A:1367669_a_at	1367669_a_at	microtubule-associated proteins 1A/1B light chain 3	0.54	0.53	0.98	
RAE230A:1368186_a_at	1368186_a_at	spleen tyrosine kinase	1.57	1.54	0.98	
RAE230A:1372020_at	1372020_at	Transcribed sequence with weak similarity to protein ref:NP_005479.1 (H.sapiens) target of myb1	0.52	0.51	0.98	
RAE230A:1398317_at	1398317_at	"3(2),5-bisphosphate nucleotidase"	1.53	1.5	0.98	
RAE230A:1388148_a_at	1388148_a_at	low density lipoprotein receptor-related protein associated protein 1	0.5	0.49	0.98	
RAE230A:1387773_at	1387773_at	"cytochrome c, somatic"	1.95	1.91	0.98	
RAE230A:1374898_at	1374898_at	Transcribed sequences	1.79	1.75	0.98	
RAE230A:1370826_at	1370826_at	nucleosome assembly protein 1-like 1	1.33	1.3	0.98	
RAE230A:1368372_at	1368372_at	steroid sulfatase	0.42	0.41	0.98	
RAE230A:1367548_at	1367548_at	"Similar to FLJ00052 protein (LOC360819), mRNA"	1.66	1.62	0.98	
RAE230A:1367892_at	1367892_at	pyruvate dehydrogenase kinase 2	0.41	0.4	0.98	
RAE230A:1387195_at	1387195_at	suppression of tumorigenicity 14	1.63	1.59	0.98	
RAE230A:1375003_at	1375003_at	"serine (or cysteine) proteinase inhibitor, clade B (ovalbumin), member 6"	2.38	2.32	0.97	
RAE230A:1388547_at	1388547_at	"Similar to CPE-receptor (LOC304407), mRNA"	1.56	1.52	0.97	
RAE230A:1369193_at	1369193_at	cyclin dependent kinase inhibitor 2B	1.52	1.48	0.97	
RAE230A:1374902_at	1374902_at	"Similar to IQGAP3 (LOC310621), mRNA"	1.51	1.47	0.97	
RAE230A:1367683_at	1367683_at	karyopherin (importin) alpha 2	1.5	1.46	0.97	
RAE230A:1372104_at	1372104_at	"guanine nucleotide binding protein, alpha inhibiting 1"	0.75	0.73	0.97	
RAE230A:1373074_at	1373074_at	"Similar to RIKEN cDNA 2700002I20 (LOC307210), mRNA"	1.48	1.44	0.97	
RAE230A:1371342_at	1371342_at	"Similar to cytochrome c-1 (LOC300047), mRNA"	1.46	1.42	0.97	
RAE230A:1390042_at	1390042_at	"Similar to 1110007F12Rik protein (LOC362334), mRNA"	0.73	0.71	0.97	
RAE230A:1373872_at	1373872_at	Transcribed sequences	1.81	1.76	0.97	
RAE230A:1372556_at	1372556_at	"Ab1-108 mRNA, complete cds"	1.44	1.4	0.97	
RAE230A:1371941_at	1371941_at	"Similar to RIKEN cDNA 5230400G24 (LOC364229), mRNA"	1.43	1.39	0.97	
RAE230A:1388528_at	1388528_at	"Similar to fibrillarin (LOC292747), mRNA"	1.43	1.39	0.97	
RAE230A:1371615_at	1371615_at	diacylglycerol O-acyltransferase homolog 2 (mouse)	0.71	0.69	0.97	
RAE230A:1388679_at	1388679_at	Transcribed sequences	0.35	0.34	0.97	
RAE230A:1387653_at	1387653_at	translin-associated factor X	0.7	0.68	0.97	
RAE230A:1372833_at	1372833_at	Transcribed sequences	0.7	0.68	0.97	
RAE230A:1388642_at	1388642_at	"Similar to EI24 (LOC300514), mRNA"	1.38	1.34	0.97	
RAE230A:1373193_at	1373193_at	Transcribed sequence with moderate similarity to protein ref:NP_004536.1 (H.sapiens) NADH dehydrogenase	1.35	1.31	0.97	
RAE230A:1376608_at	1376608_at	no description	0.67	0.65	0.97	
RAE230A:1374129_at	1374129_at	Transcribed sequence with strong similarity to protein sp:O95190 (H.sapiens) OAZ2_HUMAN Ornithine decarboxylase antizyme 2	0.66	0.64	0.97	
RAE230A:1389032_at	1389032_at	"Similar to mucolipin 1 (LOC288371), mRNA"	0.66	0.64	0.97	
RAE230A:1372973_at	1372973_at	"2,3-oxidosqualene: lanosterol cyclase"	0.66	0.64	0.97	
RAE230A:1376153_at	1376153_at	Transcribed sequences	0.66	0.64	0.97	
RAE230A:1374388_at	1374388_at	"Similar to Swiprosin 1 (LOC298609), mRNA"	1.32	1.28	0.97	
RAE230A:1368358_a_at	1368358_a_at	"protein tyrosine phosphatase, receptor type, R"	2.61	2.53	0.97	
RAE230A:1375633_at	1375633_at	"LOC361792 (LOC361792), mRNA"	1.62	1.57	0.97	
RAE230A:1370282_at	1370282_at	cysteine and glycine-rich protein 2	1.59	1.54	0.97	
RAE230A:1390513_at	1390513_at	no description	3.16	3.06	0.97	
RAE230A:1372600_at	1372600_at	no description	0.63	0.61	0.97	
RAE230A:1372652_at	1372652_at	"Transcribed sequence with weak similarity to protein pdb:1CEE (H.sapiens) B Chain B, Solution Structure Of Cdc42 In Complex With The Gtpase Binding Domain Of Wasp"	0.63	0.61	0.97	
RAE230A:1389125_at	1389125_at	"Similar to mitochondrial ribosomal protein L1 (L1mt) (LOC289491), mRNA"	1.57	1.52	0.97	
RAE230A:1374436_at	1374436_at	"Similar to Shwachman-Bodian-Diamond syndrome protein homolog (Protein 22A3) (LOC288615), mRNA"	1.54	1.49	0.97	
RAE230A:1387009_at	1387009_at	calpain 1	1.49	1.44	0.97	
RAE230A:1390436_at	1390436_at	Transcribed sequence with strong similarity to protein pir:T34556 (H.sapiens) T34556 hypothetical protein DKFZp434N0735.1 - human	1.46	1.41	0.97	
RAE230A:1376775_at	1376775_at	"Similar to RIKEN cDNA 2600010E01 (LOC362171), mRNA"	0.28	0.27	0.96	
RAE230A:1387223_at	1387223_at	kynurenine aminotransferase 2	0.28	0.27	0.96	
RAE230A:1375269_at	1375269_at	"Similar to RIKEN cDNA 2500002K03 gene (LOC362457), mRNA"	0.56	0.54	0.96	
RAE230A:1388318_at	1388318_at	phosphoglycerate kinase 1	1.37	1.32	0.96	
RAE230A:1370119_at	1370119_at	leucocyte specific transcript 1	0.54	0.52	0.96	
RAE230A:1368150_at	1368150_at	"solute carrier family 27 (fatty acid transporter), member 32"	0.52	0.5	0.96	
RAE230A:1389965_at	1389965_at	Transcribed sequence with strong similarity to protein prf:2018199A (E. coli) 2018199A beta lactamase IRT-4 [Escherichia coli]	0.77	0.74	0.96	
RAE230A:1388340_at	1388340_at	Ns5atp9 protein	2.03	1.95	0.96	
RAE230A:1386937_at	1386937_at	ATPase Na+/K+ transporting beta 1 polypeptide	0.76	0.73	0.96	
RAE230A:1374624_at	1374624_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	0.5	0.48	0.96	
RAE230A:1398762_at	1398762_at	syntenin	0.75	0.72	0.96	
RAE230A:1398308_at	1398308_at	erythrocyte protein band 4.1-like 3	1.5	1.44	0.96	
RAE230A:1399097_at	1399097_at	Transcribed sequences	0.75	0.72	0.96	
RAE230A:1389980_at	1389980_at	"Similar to Protein HSPC163 (LOC289324), mRNA"	1.95	1.87	0.96	
RAE230A:1376813_at	1376813_at	"Similar to putative transmembrane protein PTG (LOC362434), mRNA"	0.73	0.7	0.96	
RAE230A:1371928_at	1371928_at	Transcribed sequence with moderate similarity to protein ref:NP_060571.1 (H.sapiens) hypothetical protein FLJ10468 [Homo sapiens]	1.94	1.86	0.96	
