UID	NAME	C1	C3	C2	EH2	EH6	EH3	EH5	EH1	EH4
A_01_P001770	||  || A_01_P001770 ||  || Homo sapiens collaborates/cooperates with ARF (alternate reading frame) protein (CARF), mRNA [NM_017632] ||  ||  || 6267688	-2.13	-1.61	-0.88	0.63	-0.49	0.09	0.05	-0.01	0.28
A_01_P005078	||  || A_01_P005078 ||  || Homo sapiens Down syndrome critical region gene 3 (DSCR3), mRNA. [NM_006052] ||  ||  || 6292657	-0.18	-0.43	-0.59	0.87	0.8	0.48	0.47	1.11	1.36
A_01_P013203	||  || A_01_P013203 ||  || Homo sapiens butyrophilin, subfamily 3, member A1 (BTN3A1), transcript variant 1, mRNA. [NM_007048] ||  ||  || 6274157	-0.9	-1.41	-1.21	0.28	0.47	-0.38	0.91	0.64	1.2
A_01_P019944	||  || A_01_P019944 ||  || Homo sapiens nei endonuclease VIII-like 3 (E. coli) (NEIL3), mRNA. [NM_018248] ||  ||  || 6268842	-0.21	-0.32	-0.48	1.03	0.48	0.84	1.6	0.77	1.38
A_01_P004061	||  || A_01_P004061 ||  || Homo sapiens gap junction protein, alpha 7, 45kDa (connexin 45) (GJA7), mRNA [NM_005497] ||  ||  || 6277130	-1.83	-0.54	-1.61	0.38	-0.05	0.22	0.26	-0.09	0.14
A_01_P011836	||  || A_01_P011836 ||  || Homo sapiens PC4 and SFRS1 interacting protein 1 (PSIP1), mRNA. [NM_033222] ||  ||  || 6270112	-2.15	-2.1	-2.4	-0.58	-1.35	-0.94	-1.11	-1.25	-1.37
A_01_P017028	||  || A_01_P017028 ||  || Homo sapiens dipeptidase 1 (renal) (DPEP1), mRNA. [NM_004413] ||  ||  || 6277016	-0.63	-1.62	-1.25	1.51	0.13	1.2	1.52	0.23	2.03
A_01_P006967	||  || A_01_P006967 ||  || Homo sapiens ribosomal protein L41 (RPL41), mRNA [NM_021104] ||  ||  || 6274055	-1.6	-1.14	-1.11	-0.41	-0.07	-0.39	0	-0.54	-0.15
A_01_P006390	||  || A_01_P006390 ||  || Homo sapiens development and differentiation enhancing factor 1 (DDEF1), mRNA [NM_018482] ||  ||  || 6271713	-2.6	-2.06	-2.41	0.41	-1.32	-0.57	-0.41	-1.03	-0.23
A_01_P001506	||  || A_01_P001506 ||  || Homo sapiens golgi SNAP receptor complex member 2 (GOSR2), transcript variant A, mRNA. [NM_004287] ||  ||  || 6281742	-0.05	-1.3	-0.66	1.05	1.38	1.46	0.97	0.55	0.53
A_01_P007271	||  || A_01_P007271 ||  || Homo sapiens molecule possessing ankyrin repeats induced by lipopolysaccharide (MAIL), homolog of mouse (MAIL), mRNA [NM_031419] ||  ||  || 6289186	-1.82	-1.75	-3.41	2.13	-1.28	2.58	1.66	1.88	2.2
A_01_P005771	||  || A_01_P005771 ||  || ILLUMIGEN_MCQ_41665 Katze_MMPB2 Macaca mulatta cDNA clone IBIUW:27010 5 similar to Bases 5 to 406 highly similar to human SLA (Hs.75367), mRNA sequence [CO725992] ||  ||  || 6283692	-1.89	-0.69	-1.65	2.25	-0.16	2	1.54	0.51	1.32
A_01_P006835	||  || A_01_P006835 ||  || PREDICTED: Macaca mulatta similar to WD repeat and FYVE domain containing 1 (LOC706913), mRNA [XR_013603] ||  ||  || 6282742	-2.21	-1.97	-1.64	-0.23	0.28	-1.04	0.64	-0.42	-0.26
A_01_P009151	||  || A_01_P009151 ||  || Homo sapiens guanylate binding protein 1, interferon-inducible, 67kDa (GBP1), mRNA [NM_002053] ||  ||  || 6267502	-1.7	-1.65	-1.91	0.88	-0.97	1.31	1.23	1.22	2.07
A_01_P010962	||  || A_01_P010962 ||  || Homo sapiens transcription factor A, mitochondrial (TFAM), mRNA. [NM_003201] ||  ||  || 6287034	0.02	0.08	0.49	1.33	1.57	1.5	1.27	0.87	1.11
A_01_P007456	||  || A_01_P007456 ||  || Homo sapiens transmembrane protease, serine 2 (TMPRSS2), mRNA. [NM_005656] ||  ||  || 6288096	-1.99	-2.89	-1.37	0.8	-0.88	-0.35	0.91	0.64	0.84
A_01_P013125	||  || A_01_P013125 ||  || Homo sapiens E3 identified by differential display (EDD), mRNA [NM_015902] ||  ||  || 6279925	-1.46	-1.75	-2.51	-0.66	-0.46	-0.63	-0.37	-0.84	-0.83
A_01_P016801	||  || A_01_P016801 ||  || Homo sapiens HDCMA18P protein (HDCMA18P), mRNA. [NM_016648] ||  ||  || 6273311	-1.97	-1.37	-1.59	0.84	0.13	0.24	-0.85	-0.03	-0.03
A_01_P018389	||  || A_01_P018389 ||  || Homo sapiens Ras-like without CAAX 1 (RIT1), mRNA [NM_006912] ||  ||  || 6280283	-0.8	-1.81	-1.2	0.66	-0.38	0.61	0.59	-0.02	0.67
A_01_P018988	||  || A_01_P018988 ||  || Homo sapiens pyrimidinergic receptor P2Y, G-protein coupled, 6 (P2RY6), transcript variant 2, mRNA [NM_176798] ||  ||  || 6293216	0.13	-0.04	0.71	2.88	1.46	3.01	2.56	1.44	2.71
A_01_P007751	||  || A_01_P007751 ||  ||  ||  ||  || 6275916	-1.82	-1.16	-1.43	0.6	0.93	-0.69	0.07	0.36	0.19
A_01_P018749	||  || A_01_P018749 ||  || ILLUMIGEN_MCQ_10540 Katze_MMPL2 Macaca mulatta cDNA clone IBIUW:9366 5 similar to Bases 1 to 970 highly similar to human TGIF (Hs.161999), mRNA sequence [CN644550] ||  ||  || 6276573	-1.22	-1.45	-1.78	0.53	-0.75	0.12	0.84	0.04	0.37
A_01_P016510	||  || A_01_P016510 ||  || PREDICTED: Homo sapiens KIAA0286 protein (KIAA0286), mRNA [XM_043118] ||  ||  || 6286739	-1.62	-1.49	-1.35	0.3	0.12	0.69	0.12	-0.7	-0.37
A_01_P011271	||  || A_01_P011271 ||  || Homo sapiens IBR domain containing 2 (IBRDC2), mRNA. [NM_182757] ||  ||  || 6271644	-2.56	-1.87	-1.3	0.39	0.39	-0.79	0.82	-0.37	0.89
A_01_P004274	||  || A_01_P004274 ||  || Homo sapiens KDEL (Lys-Asp-Glu-Leu) containing 1 (KDELC1), mRNA. [NM_024089] ||  ||  || 6267221	-1.81	-0.71	-0.85	0.34	0.64	1.23	0.77	-0.09	0.51
A_01_P011361	||  || A_01_P011361 ||  || Homo sapiens runt-related transcription factor 3 (RUNX3), mRNA [NM_004350] ||  ||  || 6282965	-2.21	-0.99	-0.4	2.85	0.25	2.13	2.05	0.84	2.12
A_01_P003061	||  || A_01_P003061 ||  || Homo sapiens hypothetical protein MGC29649 (MGC29649), mRNA. [NM_173810] ||  ||  || 6288477	-0.17	-0.86	-1.21	0.89	0.4	0.64	1.05	0.39	1.4
A_01_P012051	||  || A_01_P012051 ||  || Homo sapiens ribosomal protein L26-like 1 (RPL26L1), mRNA. [NM_016093] ||  ||  || 6277247	-0.24	-0.49	-0.19	0.57	1	0.72	0.6	0.3	0.62
A_01_P017012	||  || A_01_P017012 ||  || Homo sapiens hypothetical protein FLJ10534 (FLJ10534), mRNA [NM_018128] ||  ||  || 6270910	-2.28	-1.47	-1.58	0.65	-0.86	0.32	-0.05	-0.39	-0.04
A_01_P011537	||  || A_01_P011537 ||  || Homo sapiens glutamate receptor, ionotropic, N-methyl D-aspartate-like 1A (GRINL1A), mRNA [NM_015532] ||  ||  || 6287655	-0.84	-1.26	-1.27	-0.38	0.03	0.19	-0.08	0.21	-0.36
A_01_P004257	||  || A_01_P004257 ||  || Homo sapiens nuclear transport factor 2 (NUTF2), mRNA [NM_005796] ||  ||  || 6285103	-0.77	-1.55	-1.48	-0.06	-0.54	0.11	0.2	0.08	0.3
A_01_P014063	||  || A_01_P014063 ||  || Homo sapiens hypothetical protein FLJ12903 (FLJ12903), mRNA [NM_022753] ||  ||  || 6278155	-1.42	-1.31	-0.59	0.35	-0.25	0.28	0.39	-0.13	0.25
A_01_P013216	||  || A_01_P013216 ||  || Homo sapiens general transcription factor IIH, polypeptide 3, 34kDa (GTF2H3), mRNA. [NM_001516] ||  ||  || 6273597	-0.14	-0.34	-1.41	1.81	1.25	1	1.36	0.36	1.49
A_01_P013891	||  || A_01_P013891 ||  || Homo sapiens GTPase, IMAP family member 1 (GIMAP1), mRNA. [NM_130759] ||  ||  || 6267018	-2.24	-1.2	-0.21	2.11	0.73	1.98	1.22	0.48	0.87
A_01_P008140	||  || A_01_P008140 ||  || Homo sapiens acyl-CoA synthetase long-chain family member 3 (ACSL3), transcript variant 1, mRNA. [NM_004457] ||  ||  || 6292241	-1.3	-1.34	-1.62	0.17	1.29	0.09	0.48	-0.55	0.45
A_01_P006566	||  || A_01_P006566 ||  || Homo sapiens nucleoporin 153kDa (NUP153), mRNA [NM_005124] ||  ||  || 6277050	-1.12	-0.95	-1.23	0.04	-0.4	-0.31	-0.19	-0.48	-0.26
A_01_P001947	||  || A_01_P001947 ||  || Homo sapiens Kruppel-like factor 3 (basic) (KLF3), mRNA [NM_016531] ||  ||  || 6276564	-2.23	-1.11	-1.85	0.35	0.65	-0.44	0.75	-0.66	0.45
A_01_P010799	||  || A_01_P010799 ||  || ILLUMIGEN_MCQ_68102 Katze_MMTE Macaca mulatta cDNA clone IBIUW:40808 5 similar to Bases 135 to 738 highly similar to human LEMD3 (Hs.505905), mRNA sequence [DV769280] ||  ||  || 6269043	-2.32	-1.59	-1.43	0.07	-0.56	-0.54	0.35	0.05	-0.72
A_01_P014000	||  || A_01_P014000 ||  || Homo sapiens nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) (NFKB2), mRNA [NM_002502] ||  ||  || 6275504	-1.22	-1.07	-1.32	-0.47	0.03	-0.27	-0.29	0.05	-0.54
A_01_P018128	||  || A_01_P018128 ||  ||  ||  ||  || 6284249	-2.44	-1.71	-1.13	1.52	0.24	2	1.8	-0.6	1.79
A_01_P016548	||  || A_01_P016548 ||  || Homo sapiens GTPase, IMAP family member 2 (GIMAP2), mRNA. [NM_015660] ||  ||  || 6286037	-1.03	-0.64	-1.28	2.73	0.85	2.64	1.82	0.18	1.64
A_01_P009912	||  || A_01_P009912 ||  || Homo sapiens intercellular adhesion molecule 2 (ICAM2), mRNA. [NM_000873] ||  ||  || 6271833	-0.21	0.52	0.16	3.34	1.48	4.04	3.71	1.73	3.47
A_01_P011885	||  || A_01_P011885 ||  || Homo sapiens prefoldin 1 (PFDN1), mRNA. [NM_002622] ||  ||  || 6270606	-1.36	-2.2	-1.42	-0.63	-0.71	-0.66	-0.54	-0.6	-0.48
A_01_P007924	||  || A_01_P007924 ||  || Homo sapiens GA binding protein transcription factor, beta subunit 2, 47kDa (GABPB2), transcript variant gamma-1, mRNA [NM_002041] ||  ||  || 6291040	-1.64	-1.38	-1.55	0.73	-0.45	-0.18	0.51	-0.58	0.41
A_01_P000668	||  || A_01_P000668 ||  || PREDICTED: Macaca mulatta similar to ubiquitin-conjugating enzyme E2L 6 isoform 1 (LOC705561), mRNA [XR_012726] ||  ||  || 6268213	0.43	-1	-1.11	1.75	0.5	2.37	2.39	1.82	2.74
A_01_P008988	||  || A_01_P008988 ||  || Homo sapiens olfactory receptor, family 11, subfamily H, member 1 (OR11H1), mRNA. [NM_001005239] ||  ||  || 6268021	-1.21	-0.35	-1.62	0.25	0.66	-0.05	0.45	0.43	0.43
A_01_P011915	||  || A_01_P011915 ||  || Homo sapiens hypothetical protein FLJ23263 (FLJ23263), mRNA. [NM_025115] ||  ||  || 6280310	-0.83	-0.98	-1.08	0.17	0.12	-0.39	0.44	-0.1	0.31
A_01_P005687	||  || A_01_P005687 ||  || Homo sapiens interferon induced with helicase C domain 1 (IFIH1), mRNA [NM_022168] ||  ||  || 6280658	-1.15	-1.54	-1.75	0.27	-0.83	0.23	0.61	0.91	0.7
A_01_P017590	||  || A_01_P017590 ||  || Homo sapiens interleukin 6 signal transducer (gp130, oncostatin M receptor) (IL6ST), transcript variant 1, mRNA [NM_002184] ||  ||  || 6292798	-0.91	-0.33	-0.48	1.62	0.56	0.66	1.15	0.47	0.68
A_01_P011892	||  || A_01_P011892 ||  || Homo sapiens KIAA0582 (KIAA0582), mRNA [NM_015147] ||  ||  || 6272179	-0.82	-1.34	-1.82	0.3	0.8	0.06	0.24	-0.48	0.18
A_01_P019901	||  || A_01_P019901 ||  || Homo sapiens inhibitor of growth family, member 5 (ING5), mRNA. [NM_032329] ||  ||  || 6271254	-0.59	-1.49	-0.85	0.09	0.39	0.09	0.2	0.03	-0.06
A_01_P002543	||  || A_01_P002543 ||  || Homo sapiens hypothetical protein MDS025 (MDS025), mRNA. [NM_021825] ||  ||  || 6293969	-1.31	-0.95	-1.07	-0.52	-0.32	-0.12	-0.22	0.08	0.05
A_01_P002462	||  || A_01_P002462 ||  || Homo sapiens acyloxyacyl hydrolase (neutrophil) (AOAH), mRNA. [NM_001637] ||  ||  || 6279797	-1.23	-0.08	0.04	3.1	0.44	3.35	2.72	2.19	2.88
A_01_P005036	||  || A_01_P005036 ||  || Homo sapiens interferon, gamma-inducible protein 16 (IFI16), mRNA. [NM_005531] ||  ||  || 6267941	-1.77	-0.85	-1.59	1.35	-0.07	0.23	0.18	-0.12	0.33
A_01_P003569	||  || A_01_P003569 ||  || Homo sapiens cylindromatosis (turban tumor syndrome) (CYLD), mRNA [NM_015247] ||  ||  || 6293371	-1.73	-0.68	-1.54	1.79	-0.46	1.49	1.11	0.71	0.92
A_01_P017369	||  || A_01_P017369 ||  || Homo sapiens zinc finger protein 222 (ZNF222), mRNA. [NM_013360] ||  ||  || 6268304	-2.82	-2.01	-2.36	-1.15	-1.06	-1.39	-1.63	-0.81	-1.04
A_01_P000253	||  || A_01_P000253 ||  || Homo sapiens ribosomal protein L27a (RPL27A), mRNA [NM_000990] ||  ||  || 6268703	-1.28	-0.82	-0.74	0.1	0.03	-0.05	0.06	-0.36	0.07
A_01_P008773	||  || A_01_P008773 ||  || Homo sapiens TBP-like 1 (TBPL1), mRNA [NM_004865] ||  ||  || 6269342	0.45	0.46	0.54	0.94	1.35	1.2	1.41	1.22	1.19
A_01_P003021	||  || A_01_P003021 ||  || Homo sapiens phosphoribosyl pyrophosphate amidotransferase (PPAT), mRNA [NM_002703] ||  ||  || 6290498	-1.17	-0.84	-1.06	1.41	-0.06	0.91	1.23	0	0.74
A_01_P006008	||  || A_01_P006008 ||  || PREDICTED: Macaca mulatta similar to activating signal cointegrator 1 complex subunit 3 isoform a (LOC695429), mRNA [XR_010325] ||  ||  || 6285657	-1.09	-0.92	-1.42	0.65	-0.14	0.76	0.46	-0.39	0.29
A_01_P001255	||  || A_01_P001255 ||  || Homo sapiens CARD only protein (COPl), transcript variant 2, mRNA. [NM_052889] ||  ||  || 6280378	0.13	0.96	0.87	2.39	1.44	2.26	2.55	2.02	2.86
A_01_P018463	||  || A_01_P018463 ||  || PREDICTED: Macaca mulatta similar to coiled-coil domain containing 64 (LOC698147), mRNA [XR_010402] ||  ||  || 6276224	0.01	-0.83	-1.01	3.28	0.93	3.71	3.69	1.09	2.9
A_01_P019463	||  || A_01_P019463 ||  || PREDICTED: Macaca mulatta similar to prolyl 4-hydroxylase, beta subunit (LOC714702), mRNA [XR_014011] ||  ||  || 6290758	-1.41	-1.49	-1.42	-0.28	-0.82	-0.68	-0.51	-0.82	-0.59
A_01_P013672	||  || A_01_P013672 ||  || PREDICTED: Homo sapiens zinc finger protein 21 (KOX 14) (ZNF21), mRNA [XM_092995] ||  ||  || 6269101	-1.98	-2.1	-2.16	-0.54	-0.05	-1.29	-0.82	0.37	-0.32
A_01_P008071	||  || A_01_P008071 ||  || Homo sapiens deleted in lymphocytic leukemia, 1 (DLEU1), mRNA [NM_005887] ||  ||  || 6276605	-0.65	-1.64	-0.38	1.39	0.3	0.91	0.64	0.34	1.06
A_01_P013090	||  || A_01_P013090 ||  || Homo sapiens ARP3 actin-related protein 3 homolog B (yeast) (ACTR3B), mRNA. [NM_020445] ||  ||  || 6274342	-1.59	-1.41	-0.77	0.39	-0.07	-0.42	0.24	-0.23	0.01
A_01_P009356	||  || A_01_P009356 ||  || Homo sapiens neuregulin 2 (NRG2), transcript variant 5, mRNA [NM_013984] ||  ||  || 6269857	-1.6	-1.05	-0.48	0.05	0.55	0.53	-0.1	0.4	0.26
A_01_P007108	||  || A_01_P007108 ||  || Homo sapiens mRNA for KIAA0386 gene, partial cds [AB002384] ||  ||  || 6293251	-1.69	-1.44	-1.48	1.09	0.88	0.02	-0.31	0.23	-0.52
A_01_P007583	||  || A_01_P007583 ||  || Homo sapiens WD repeat domain 33 (WDR33), transcript variant 2, mRNA [NM_001006622] ||  ||  || 6272520	-0.26	-0.6	-0.56	0.53	0.08	0.44	0.67	0.28	0.46
A_01_P000468	||  || A_01_P000468 ||  || Homo sapiens lymphocyte antigen 96 (LY96), mRNA [NM_015364] ||  ||  || 6269957	-1.06	0.74	-0.93	3.38	1.57	3.63	2.62	1.07	3.17
A_01_P012466	||  || A_01_P012466 ||  || Homo sapiens delta-like 1 (Drosophila) (DLL1), mRNA [NM_005618] ||  ||  || 6274750	-2.63	-1.8	-1.9	-0.11	0.64	-1	-0.24	-0.78	-0.56
A_01_P016968	||  || A_01_P016968 ||  ||  ||  ||  || 6271459	-0.93	-0.5	-0.82	0.96	-0.08	1.23	1.27	0.43	0.83
A_01_P011389	||  || A_01_P011389 ||  || PREDICTED: Homo sapiens KIAA0701 protein (KIAA0701), mRNA [XM_045423] ||  ||  || 6286783	-1.69	-2.1	-1.73	-0.38	0.08	-0.47	-0.55	-0.93	-1.04
A_01_P009959	||  || A_01_P009959 ||  || Homo sapiens tigger transposable element derived 7 (TIGD7), mRNA [NM_033208] ||  ||  || 6285852	-1.85	-1.19	-1.31	0.29	-0.34	-0.17	-0.6	0.07	0.61
A_01_P008489	||  || A_01_P008489 ||  || Homo sapiens indoleamine-pyrrole 2,3 dioxygenase (INDO), mRNA. [NM_002164] ||  ||  || 6279879	1.06	-0.76	0.99	4.75	2	5.54	5.2	2.8	4.48
A_01_P004369	||  || A_01_P004369 ||  || Homo sapiens CWF19-like 2, cell cycle control (S. pombe) (CWF19L2), mRNA [NM_152434] ||  ||  || 6290252	-2.45	-1.59	-1.8	0.1	0.73	-1.18	0.06	-0.28	-0.06
A_01_P020152	||  || A_01_P020152 ||  || Homo sapiens similar to hypothetical protein MGC17347 (LOC159090), mRNA [NM_145284] ||  ||  || 6284762	-2.45	-1.56	-1.8	-0.64	0.22	-0.64	-1	-0.45	-0.5
A_01_P017496	||  || A_01_P017496 ||  || Homo sapiens olfactory receptor, family 1, subfamily B, member 1 (OR1B1), mRNA. [NM_001004450] ||  ||  || 6277884	-1.23	-0.56	-1.46	0.7	-0.12	1.5	0.58	0.58	1.6
A_01_P004472	||  || A_01_P004472 ||  || Homo sapiens ADP-ribosylation factor-like 10C (ARL10C), mRNA. [NM_018184] ||  ||  || 6278019	-0.81	-2.04	-1.27	-0.04	-0.26	0.01	0.18	-0.29	-0.09
A_01_P017667	||  || A_01_P017667 ||  || Homo sapiens mannosidase, endo-alpha (MANEA), mRNA. [NM_024641] ||  ||  || 6284489	-1.86	-1.53	-0.13	0.14	0.37	0.84	1	0.96	0.54
A_01_P000700	||  || A_01_P000700 ||  || Homo sapiens putative homeodomain transcription factor 1 (PHTF1), mRNA. [NM_006608] ||  ||  || 6268250	-0.79	-0.86	-0.81	0.43	-0.25	0.36	0.84	0.28	0.18
A_01_P006562	||  || A_01_P006562 ||  || Homo sapiens WW domain binding protein 1 (WBP5), mRNA [NM_016303] ||  ||  || 6268321	-1.56	-1.04	-0.48	0.4	0.01	0.45	-0.03	0.06	0.28
A_01_P007758	||  || A_01_P007758 ||  || Homo sapiens ras homolog gene family, member H (RHOH), mRNA. [NM_004310] ||  ||  || 6288751	-1.41	-1.56	-1.22	3.04	-0.09	2.8	2.28	0.39	1.92
A_01_P008410	||  || A_01_P008410 ||  || Homo sapiens ribonuclease P/MRP 38kDa subunit (RPP38), transcript variant 1, mRNA [NM_183005] ||  ||  || 6276472	-0.86	-1	-1.33	-0.48	0.17	-0.02	0.05	-0.13	0.35
A_01_P003780	||  || A_01_P003780 ||  || Homo sapiens zinc finger protein 584 (ZNF584), mRNA. [NM_173548] ||  ||  || 6267128	-1.4	-1.65	-1.45	-0.91	-0.25	-0.6	-0.12	0.03	0.05
A_01_P003737	||  || A_01_P003737 ||  || Homo sapiens hypothetical protein MGC10198 (MGC10198), mRNA. [NM_152682] ||  ||  || 6278247	-1.36	-1.34	-1.14	-0.37	-0.47	-0.5	0.24	-0.44	-0.24
A_01_P013005	||  || A_01_P013005 ||  || Homo sapiens chromosome 3 open reading frame 23 (C3orf23), mRNA. [NM_173826] ||  ||  || 6293301	-1.49	-1.49	-1.22	-0.65	0.18	-0.46	-0.62	-0.29	-0.22
A_01_P006726	||  || A_01_P006726 ||  || Homo sapiens heat shock 90kDa protein 1, beta (HSPCB), mRNA [NM_007355] ||  ||  || 6284343	-1.49	-1.36	-1.49	-0.19	-0.37	-0.88	-0.11	-0.04	-0.64
A_01_P018089	||  || A_01_P018089 ||  || Homo sapiens splicing factor, arginine/serine-rich 12 (SFRS12), mRNA [NM_139168] ||  ||  || 6287960	-1.27	-1.79	-1.24	-0.05	-0.04	-0.39	-0.69	-0.62	-0.3
A_01_P006221	||  || A_01_P006221 ||  || PREDICTED: Macaca mulatta similar to TBC1 domain family, member 4 (LOC696915), mRNA [XR_010229] ||  ||  || 6272255	-1.87	-1.28	-1.9	0.33	1.74	0.23	-0.02	0.49	-0.55
A_01_P016702	||  || A_01_P016702 ||  || Homo sapiens poly (ADP-ribose) polymerase family, member 14 (PARP14), mRNA. [NM_017554] ||  ||  || 6280528	-0.01	-1.14	-1.09	0.79	0.2	0.87	0.89	0.43	0.92
A_01_P001280	||  || A_01_P001280 ||  || Homo sapiens vaccinia related kinase 1 (VRK1), mRNA [NM_003384] ||  ||  || 6274396	-1.42	-1.56	-1.82	0.95	0.59	-0.56	-0.11	-0.36	-0.23
A_01_P007533	||  || A_01_P007533 ||  || Homo sapiens prostaglandin-endoperoxide synthase 1 (prostaglandin G/H synthase and cyclooxygenase) (PTGS1), transcript variant 1, mRNA [NM_000962] ||  ||  || 6293083	-3.36	-2.43	-2.52	-1.38	-1.44	-1.84	-1.12	-1.82	-1.26
A_01_P004080	||  || A_01_P004080 ||  || Homo sapiens ribonuclease P/MRP 38kDa subunit (RPP38), transcript variant 1, mRNA [NM_183005] ||  ||  || 6293854	-0.98	-1.3	-0.74	0.06	0.57	-0.32	0.17	-0.06	0.08
A_01_P017068	||  || A_01_P017068 ||  || Homo sapiens ribosomal protein S4, X-linked (RPS4X), mRNA [NM_001007] ||  ||  || 6285237	-1.4	-1.48	-1.63	-0.52	0.01	-0.05	-0.29	-0.94	-0.49
A_01_P013504	||  || A_01_P013504 ||  || Homo sapiens six transmembrane epithelial antigen of the prostate 2 (STEAP2), mRNA. [NM_152999] ||  ||  || 6267805	-1.74	-1.68	-1.58	0.14	-0.98	0.53	0.63	-0.44	0.06
A_01_P018207	||  || A_01_P018207 ||  || Homo sapiens ninein (GSK3B interacting protein) (NIN), transcript variant 4, mRNA [NM_016350] ||  ||  || 6269994	-1.99	-2.05	-1.35	-0.24	-0.37	-0.99	-0.9	-0.31	-0.67
A_01_P013310	||  || A_01_P013310 ||  || Homo sapiens WD repeat domain 41 (WDR41), mRNA. [NM_018268] ||  ||  || 6290153	-1.1	-0.97	-1.78	0.56	0.18	0.55	0.24	-0.58	-0.04
A_01_P000799	||  || A_01_P000799 ||  || Homo sapiens KIAA1160 protein (KIAA1160), mRNA. [NM_020701] ||  ||  || 6275145	-0.74	-0.73	-0.81	0.32	0.21	-0.15	0.95	0.38	0.52
A_01_P004636	||  || A_01_P004636 ||  || Homo sapiens endothelial cell-specific molecule 1 (ESM1), mRNA. [NM_007036] ||  ||  || 6276919	-0.95	-0.26	-0.91	2.18	1.61	0.85	0.52	0.59	0.94
A_01_P002859	||  || A_01_P002859 ||  || ILLUMIGEN_MCQ_27134 Katze_MMBR Macaca mulatta cDNA clone IBIUW:8224 5 similar to Bases 1 to 575 highly similar to human RPL19 (Hs.381061), mRNA sequence [CN646799] ||  ||  || 6267308	-1.38	-0.95	-0.9	-0.06	-0.23	-0.47	0.05	-0.3	-0.13
A_01_P012317	||  || A_01_P012317 ||  || Homo sapiens KIAA0863 protein (KIAA0863), mRNA. [NM_014913] ||  ||  || 6292520	-1.76	-1.53	-1.81	-0.82	-0.87	-0.49	-0.28	-1.05	-0.32
A_01_P006066	||  || A_01_P006066 ||  || Homo sapiens adenosine monophosphate deaminase (isoform E) (AMPD3), transcript variant 1, mRNA. [NM_000480] ||  ||  || 6270761	-0.92	-1.48	-1.37	0	0.29	0.62	-0.32	-0.33	-0.24
A_01_P010686	||  || A_01_P010686 ||  || Homo sapiens Gardner-Rasheed feline sarcoma viral (v-fgr) oncogene homolog (FGR), mRNA. [NM_005248] ||  ||  || 6278165	-2	-1.57	-1.83	0.85	0.11	-0.03	-1.14	-0.14	-0.07
A_01_P006257	||  || A_01_P006257 ||  || Homo sapiens KIAA0040 (KIAA0040), mRNA. [NM_014656] ||  ||  || 6281826	-1.48	-1.46	-1.07	-0.15	-0.61	-0.07	-0.27	-0.67	-0.46
A_01_P001807	||  || A_01_P001807 ||  || PREDICTED: Macaca mulatta ATP-binding cassette, sub-family A member 4 (ABCA4), mRNA [XR_012919] ||  ||  || 6278805	-1.75	-1.24	-1.69	-0.18	-0.34	-0.19	-0.03	-1.05	0.03
A_01_P017881	||  || A_01_P017881 ||  || Homo sapiens cDNA PSEC0070 fis, clone NT2RP2001508, highly similar to Source of immunodominant MHC-associated peptides [AK075380] ||  ||  || 6286994	-0.55	-1.96	-1.93	0.25	1.28	0.24	0.42	-0.04	-0.01
A_01_P004173	||  || A_01_P004173 ||  || Homo sapiens sec1 family domain containing 2 (SCFD2), mRNA [NM_152540] ||  ||  || 6292975	-0.29	-1.08	-0.43	1.09	0.38	0.66	0.52	0.27	0.57
A_01_P001543	||  || A_01_P001543 ||  || Homo sapiens zinc finger protein 650 (ZNF650), mRNA. [NM_172070] ||  ||  || 6292869	-1.81	-1.08	-1.75	0.06	0.62	-0.49	-0.02	-0.42	-0.49
A_01_P003773	||  || A_01_P003773 ||  || Homo sapiens hypothetical protein MGC13090 (MGC13090), mRNA [NM_032711] ||  ||  || 6271880	-1.26	-1.64	-0.13	0.74	0.63	1.01	0.39	0.08	1.06
A_01_P016575	||  || A_01_P016575 ||  || ILLUMIGEN_MCQ_35039 Katze_MMPL1 Macaca mulatta cDNA clone IBIUW:12968 5 similar to Bases 25 to 941 highly similar to human ITGAV (Hs.436873), mRNA sequence [CN804774] ||  ||  || 6283320	-1.27	-1.71	-0.44	0.24	-0.15	0.04	0.44	0.18	0.34
A_01_P019586	||  || A_01_P019586 ||  || Homo sapiens v-crk sarcoma virus CT10 oncogene homolog (avian)-like (CRKL), mRNA. [NM_005207] ||  ||  || 6285474	-1.43	-1.64	-1.96	0.03	-1.04	-0.59	-0.01	-0.4	-0.48
A_01_P017914	||  || A_01_P017914 ||  || Homo sapiens golgi SNAP receptor complex member 2 (GOSR2), transcript variant A, mRNA. [NM_004287] ||  ||  || 6273653	0.38	0.22	0.08	1.25	1.69	0.9	1.1	1.1	1.08
A_01_P015366	||  || A_01_P015366 ||  || Homo sapiens hypothetical protein BM-009 (BM-009), mRNA [NM_016623] ||  ||  || 6279369	-1.03	-1.75	-1.08	1.77	0.33	0.33	1.37	-0.27	0.84
A_01_P001259	||  || A_01_P001259 ||  || Homo sapiens ralA binding protein 1 (RALBP1), mRNA [NM_006788] ||  ||  || 6276644	-2.41	-1.78	-1.54	-0.97	-0.17	-0.87	0.35	-0.31	0.05
