Probeset	P Value	FDR	Fold change	Direction	Symbol	Name
201188_s_at	0.0319	0.0286	1.52	UP	ITPR3	Inositol 1,4,5-trisphosphate receptortype 3
1552611_a_at	0.0113	0.0151	1.52	UP	JAK1	Tyrosine-protein kinase JAK1 (JANUSKINASE 1)
239207_at	0.0001	0.0011	1.62	UP	JARID1C	jumonji, AT rich interactive domain 1C
228793_at	0.001	0.0036	1.7	UP	JMJD1C	jumonji domain containing 1C
212492_s_at	0.0011	0.0039	2.14	UP	JMJD2B	jumonji domain containing 2B
203751_x_at	0.0096	0.0137	1.91	UP	JUND	jun D proto-oncogene
213005_s_at	0	0.0004	1.64	UP	KANK1	KN motif and ankyrin repeat domains 1
218569_s_at	0.037	0.0313	1.53	UP	KBTBD4	kelch repeat and BTB (POZ) domain containing 4
226479_at	0.0075	0.0119	1.6	UP	KBTBD6	kelch repeat and BTB (POZ) domain containing 6
207237_at	0.0159	0.0186	1.77	UP	KCNA3	Voltage-gated potassium channel proteinKV1.3
223176_at	0.0401	0.0328	1.88	UP	KCTD20	potassium channel tetramerisation domain containing 20
200922_at	0.0288	0.0268	1.91	UP	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
200698_at	0.0063	0.0107	1.82	UP	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
229850_at	0.0001	0.0011	1.65	UP	KDSR	3-ketodihydrosphingosine reductase
1556186_s_at	0.0001	0.0006	1.62	UP	KIAA0090	KIAA0090
212523_s_at	0.0052	0.0095	1.51	UP	KIAA0146	KIAA0146
202128_at	0.0097	0.0138	1.59	UP	KIAA0317	KIAA0317
212428_at	0.0472	0.0365	1.5	UP	KIAA0368	KIAA0368
212069_s_at	0.0002	0.0013	1.81	UP	KIAA0515	KIAA0515
212311_at	0.0201	0.0213	1.5	UP	KIAA0746	KIAA0746 protein
219724_s_at	0.0038	0.0078	1.58	UP	KIAA0748	KIAA0748
204156_at	0.0119	0.0156	2.41	UP	KIAA0999	Serine/threonine protein kinase KIAA0999
212794_s_at	0.0032	0.0071	1.54	UP	KIAA1033	KIAA1033
223257_at	0.0001	0.0008	1.57	UP	KIAA1333	KIAA1333
223255_at	0.0032	0.0071	1.5	UP	KIAA1333	KIAA1333
223258_s_at	0.0183	0.0202	1.64	UP	KIAA1333	KIAA1333
231956_at	0.008	0.0124	1.71	UP	KIAA1618	KIAA1618
226429_at	0.069	0.0465	1.68	UP	KIAA1704	KIAA1704
225718_at	0	0.0001	1.56	UP	KIAA1715	KIAA1715
229173_at	0	0.0003	1.61	UP	KIAA1715	KIAA1715
228446_at	0.0007	0.003	1.57	UP	KIAA2026	KIAA2026
203943_at	0	0.0001	1.68	UP	KIF3B	kinesin family member 3B
206966_s_at	0	0.0001	1.53	UP	KLF12	Kruppel-like factor 12
229881_at	0.0199	0.0212	1.72	UP	KLF12	Kruppel-like factor 12
203543_s_at	0.0012	0.004	2.22	UP	KLF9	Kruppel-like factor 9
1552733_at	0.0057	0.0101	1.53	UP	KLHDC1	kelch domain containing 1
226370_at	0.0001	0.0011	1.81	UP	KLHL15	kelch-like 15 (Drosophila)
204176_at	0.001	0.0036	1.67	UP	KLHL20	kelch-like 20 (Drosophila)
210635_s_at	0.0675	0.0459	1.64	UP	KLHL20	kelch-like 20 (Drosophila)
222141_at	0.0004	0.0022	1.88	UP	KLHL22	kelch-like 22 (Drosophila)
226001_at	0.0002	0.0014	1.81	UP	KLHL5	kelch-like 5 (Drosophila)
223250_at	0.0032	0.0071	1.52	UP	KLHL7	kelch-like 7 (Drosophila)
213741_s_at	0.0009	0.0034	1.62	UP	KPNA1	karyopherin alpha 1 (importin alpha 5)
225267_at	0.0446	0.0352	1.55	UP	KPNA4	karyopherin alpha 4 (importin alpha 3)
212103_at	0.0034	0.0074	1.71	UP	KPNA6	karyopherin alpha 6 (importin alpha 7)
208975_s_at	0	0.0002	1.6	UP	KPNB1	karyopherin (importin) beta 1
214352_s_at	0.0008	0.0032	1.84	UP	KRAS	v-Ki-ras2 Kirsten rat sarcoma viral oncogene homolog
233329_s_at	0.0338	0.0296	1.87	UP	KRCC1	lysine-rich coiled-coil 1
229785_at	0.0007	0.003	1.56	UP	KRIT1	KRIT1, ankyrin repeat containing
34031_i_at	0.0389	0.0323	2.32	UP	KRIT1	KRIT1, ankyrin repeat containing
203203_s_at	0.0016	0.0047	1.51	UP	KRR1	KRR1, small subunit (SSU) processome component, homolog (yeast)
222714_s_at	0	0.0004	1.73	UP	LACTB2	lactamase, beta 2
226671_at	0	0.0002	1.51	UP	LAMP2	lysosomal-associated membrane protein 2
214039_s_at	0.0138	0.017	1.88	UP	LAPTM4B	lysosomal associated protein transmembrane 4 beta
212193_s_at	0.0001	0.0009	1.86	UP	LARP1	La ribonucleoprotein domain family, member 1
212714_at	0.0077	0.0121	1.55	UP	LARP4	La ribonucleoprotein domain family, member 4
208952_s_at	0.0001	0.0007	1.51	UP	LARP5	La ribonucleoprotein domain family, member 5
212442_s_at	0.0592	0.0422	1.66	UP	LASS6	LAG1 homolog, ceramide synthase 6
212531_at	0.0002	0.0013	3.3	UP	LCN2	lipocalin 2
210948_s_at	0.0255	0.0249	2.9	UP	LEF1	lymphoid enhancer-binding factor 1
224980_at	0	0.0005	1.6	UP	LEMD2	LEM domain containing 2
207170_s_at	0.0326	0.029	1.62	UP	LETMD1	LETM1 domain containing 1
217892_s_at	0.0004	0.0022	1.6	UP	LIMA1	LIM domain and actin binding 1
231976_at	0.0019	0.0053	1.72	UP	LINS1	lines homolog 1 (Drosophila)
1554456_a_at	0.0121	0.0156	2.05	UP	LINS1	lines homolog 1 (Drosophila)
1570585_at	0	0.0005	1.71	UP	LOC196264	myelin protein zero-like 3
233013_x_at	0.0003	0.0019	1.72	UP	LOC220906	hypothetical protein LOC220906
215123_at	0.0079	0.0122	2.27	UP	LOC23117	KIAA0220-like protein
1556102_x_at	0.0005	0.0023	1.51	UP	LOC286434	hypothetical protein LOC286434
225899_x_at	0	0.0001	1.92	UP	LOC388312	hypothetical gene supported by AK128780
232315_at	0.0121	0.0157	1.8	UP	LOC400713	zinc finger-like
235263_at	0.0006	0.0025	1.58	UP	LOC442578	stromal antigen 3-like 3
1559822_s_at	0.0227	0.0231	1.61	UP	LOC644215	hypothetical LOC644215
1557261_at	0.0655	0.045	1.57	UP	LOC652637	similar to junction-mediating and regulatory protein
227383_at	0.0066	0.011	1.52	UP	LOC727820	hypothetical protein LOC727820
205033_s_at	0.0044	0.0085	2.11	UP	LOC728358	defensin, alpha 1
227351_at	0.002	0.0054	1.57	UP	LOC730094	hypothetical LOC730094
221834_at	0.0042	0.0084	1.65	UP	LONP2	LON protease homologue (incyte)
223098_s_at	0.041	0.0333	1.62	UP	LONP2	LON protease homologue (incyte)
202459_s_at	0.0531	0.0393	1.97	UP	LPIN2	lipin 2
1559490_at	0	0.0002	1.64	UP	LRCH3	leucine-rich repeats and calponin homology (CH) domain containing 3
211596_s_at	0.0182	0.0201	1.52	UP	LRIG1	leucine-rich repeats and immunoglobulin-like domains 1
231861_at	0.0028	0.0067	1.54	UP	LRP10	low density lipoprotein receptor-related protein 10
1557360_at	0.0006	0.0027	1.53	UP	LRPPRC	leucine-rich PPR-motif containing
218577_at	0.0255	0.0249	1.53	UP	LRRC40	leucine rich repeat containing 40
229232_at	0.0004	0.002	1.61	UP	LRRC57	leucine rich repeat containing 57
1558517_s_at	0.0025	0.0062	2.23	UP	LRRC8C	leucine rich repeat containing 8 family, member C
215375_x_at	0.0047	0.0089	1.52	UP	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1
223200_s_at	0.0022	0.0057	1.7	UP	LSG1	large subunit GTPase 1 homolog (S. cerevisiae)
202904_s_at	0.0082	0.0125	1.52	UP	LSM5	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)
219922_s_at	0.0183	0.0201	2.08	UP	LTBP3	latent transforming growth factor beta binding protein 3
202018_s_at	0.0003	0.0016	3.81	UP	LTF	lactotransferrin
220099_s_at	0.0397	0.0327	1.54	UP	LUC7L2	LUC7-like 2 (S. cerevisiae)
215967_s_at	0.0014	0.0044	1.58	UP	LY9	lymphocyte antigen 9
210370_s_at	0.0166	0.0191	1.63	UP	LY9	lymphocyte antigen 9
231840_x_at	0.0079	0.0123	1.94	UP	LYRM7	Lyrm7 homolog (mouse)
214894_x_at	0.0107	0.0146	1.58	UP	MACF1	microtubule-actin crosslinking factor 1
208633_s_at	0.0763	0.0497	1.59	UP	MACF1	microtubule-actin crosslinking factor 1
203362_s_at	0.0083	0.0126	1.75	UP	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
1554768_a_at	0.0314	0.0283	1.71	UP	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)
221553_at	0.0016	0.0047	1.58	UP	MAGT1	magnesium transporter 1
220925_at	0.06	0.0426	1.92	UP	MAK10	MAK10 homolog, amino-acid N-acetyltransferase subunit (S. cerevisiae)
210018_x_at	0.0002	0.0013	1.68	UP	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1
208309_s_at	0.002	0.0054	1.8	UP	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1
218918_at	0.0348	0.0301	1.62	UP	MAN1C1	mannosidase, alpha, class 1C, member 1
235103_at	0.0589	0.0421	2.29	UP	MAN2A1	Alpha mannosidase II
202424_at	0.0103	0.0143	1.61	UP	MAP2K2	MEK2
203265_s_at	0.0124	0.0159	1.56	UP	MAP2K4	Mitogen-activated protein kinase kinase 4(MAP2K4)
206854_s_at	0.0534	0.0395	1.5	UP	MAP3K7	Mitogen-activated protein kinase kinasekinase 7 (MAP3K7) (TAK1)
212184_s_at	0.001	0.0036	1.53	UP	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2
210284_s_at	0.0222	0.0228	2.13	UP	MAP3K7IP2	mitogen-activated protein kinase kinase kinase 7 interacting protein 2
218311_at	0.0016	0.0047	1.63	UP	MAP4K3	Mitogen-activated protein kinase kinasekinase kinase 3 (MAP4K3) (KHS2)
222547_at	0	0.0002	1.51	UP	MAP4K4	Mitogen-activated protein kinase kinasekinase kinase 4 (MAP4K4 / HGK)
1558732_at	0.0001	0.0011	1.64	UP	MAP4K4	Mitogen-activated protein kinase kinasekinase kinase 4 (MAP4K4 / HGK)
218181_s_at	0.0075	0.0119	1.63	UP	MAP4K4	Mitogen-activated protein kinase kinasekinase kinase 4 (MAP4K4 / HGK)
212644_s_at	0.0226	0.023	1.61	UP	MAPK1IP1L	mitogen-activated protein kinase 1 interacting protein 1-like
213672_at	0.003	0.0069	1.54	UP	MARS	methionyl-tRNA synthetase
225613_at	0.0059	0.0102	1.65	UP	MAST4	microtubule associated serine/threonine kinase family member 4
242260_at	0.0056	0.01	1.54	UP	MATR3	matrin 3
210734_x_at	0.0747	0.049	1.83	UP	MAX	MYC associated factor X
1558111_at	0.0453	0.0355	2.3	UP	MBNL1	muscleblind-like (Drosophila)
200798_x_at	0.045	0.0354	1.88	UP	MCL1	myeloid cell leukemia sequence 1 (BCL2-related)
220459_at	0.0001	0.0007	1.64	UP	MCM3APAS	minichromosome maintenance complex component 3 associated protein antisense
217599_s_at	0.0002	0.0015	1.74	UP	MDFIC	MyoD family inhibitor domain containing
212693_at	0.003	0.0069	1.5	UP	MDN1	MDN1, midasin homolog (yeast)
210153_s_at	0.0174	0.0196	1.63	UP	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial
210154_at	0.0447	0.0352	1.84	UP	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial
202616_s_at	0	0.0005	1.58	UP	MECP2	methyl CpG binding protein 2 (Rett syndrome)
225452_at	0.0173	0.0195	1.56	UP	MED1	mediator complex subunit 1
212208_at	0.015	0.0179	1.57	UP	MED13L	mediator complex subunit 13-like
202611_s_at	0.0007	0.0029	1.75	UP	MED14	mediator complex subunit 14
221517_s_at	0.0071	0.0115	1.53	UP	MED17	mediator complex subunit 17
232483_at	0.0112	0.015	1.62	UP	MED17	mediator complex subunit 17
209363_s_at	0.0107	0.0146	1.58	UP	MED21	mediator complex subunit 21
242706_s_at	0.0073	0.0117	1.58	UP	MED23	mediator complex subunit 23
207079_s_at	0.0636	0.0442	1.96	UP	MED6	mediator complex subunit 6
210104_at	0.0704	0.0472	1.65	UP	MED6	mediator complex subunit 6
213126_at	0.0368	0.0312	1.53	UP	MED8	mediator complex subunit 8
212830_at	0	0	1.68	UP	MEGF9	multiple EGF-like-domains 9
202645_s_at	0.0279	0.0263	1.51	UP	MEN1	multiple endocrine neoplasia I
209861_s_at	0.0604	0.0427	1.72	UP	METAP2	Methionine aminopeptidase 2
238931_at	0.0001	0.0007	1.67	UP	METT10D	methyltransferase 10 domain containing
225253_s_at	0.0247	0.0244	2.18	UP	METTL2B	methyltransferase like 2B
232194_at	0	0.0003	1.68	UP	METTL4	methyltransferase like 4
219698_s_at	0.0064	0.0108	1.74	UP	METTL4	methyltransferase like 4
225478_at	0.0009	0.0033	1.71	UP	MFHAS1	malignant fibrous histiocytoma amplified sequence 1
226039_at	0.0157	0.0184	1.57	UP	MGAT4A	UDP-GlcNAc:alpha-1,3-D-mannosidebeta-1,4-N-acetylglucosaminyltransferase IV isoenzyme A
231283_at	0.0375	0.0316	1.51	UP	MGAT4A	UDP-GlcNAc:alpha-1,3-D-mannosidebeta-1,4-N-acetylglucosaminyltransferase IV isoenzyme A
224452_s_at	0.0461	0.0359	1.51	UP	MGC12966	hypothetical protein LOC84792
244741_s_at	0.0662	0.0453	1.52	UP	MGC9913	hypothetical protein MGC9913
214972_at	0.0154	0.0181	1.58	UP	MGEA5	meningioma expressed antigen 5 (hyaluronidase)
200898_s_at	0.0374	0.0315	1.67	UP	MGEA5	meningioma expressed antigen 5 (hyaluronidase)
1569057_s_at	0.0105	0.0144	1.77	UP	MIA3	melanoma inhibitory activity family, member 3
224722_at	0.0009	0.0034	1.51	UP	MIB1	mindbomb homolog 1 (Drosophila)
231975_s_at	0.0122	0.0158	1.59	UP	MIER3	mesoderm induction early response 1, family member 3
213189_at	0.0049	0.0091	2.07	UP	MINA	MYC induced nuclear antigen
209585_s_at	0.0181	0.0201	1.53	UP	MINPP1	multiple inositol polyphosphate histidine phosphatase, 1
1560145_at	0.0027	0.0065	1.64	UP	MKLN1	muskelin 1, intracellular mediator containing kelch motifs
235067_at	0.0183	0.0202	1.87	UP	MKLN1	muskelin 1, intracellular mediator containing kelch motifs
212078_s_at	0.0022	0.0058	1.6	UP	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
212076_at	0.0065	0.0109	2.15	UP	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
212079_s_at	0.0147	0.0177	1.66	UP	MLL	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila)
222413_s_at	0	0	1.93	UP	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3
222414_at	0.0342	0.0298	2.29	UP	MLL3	myeloid/lymphoid or mixed-lineage leukemia 3
223189_x_at	0.0652	0.0449	1.69	UP	MLL5	myeloid/lymphoid or mixed-lineage leukemia 5 (trithorax homolog, Drosophila)
204918_s_at	0.0002	0.0015	1.71	UP	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
1569652_at	0.0003	0.0019	1.54	UP	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
204917_s_at	0.0018	0.005	1.92	UP	MLLT3	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3
202519_at	0.0311	0.0282	1.53	UP	MLXIP	MLX interacting protein
203936_s_at	0.0614	0.0432	1.78	UP	MMP9	MMP-9 (gelatinase B)
218212_s_at	0.0011	0.0038	1.52	UP	MOCS2	molybdenum cofactor synthesis 2
218853_s_at	0.0022	0.0058	1.71	UP	MOSPD1	motile sperm domain containing 1
221771_s_at	0.0373	0.0314	1.67	UP	MPHOSPH8	M-phase phosphoprotein 8
221965_at	0.0065	0.0109	1.75	UP	MPHOSPH9	M-phase phosphoprotein 9
203949_at	0.0082	0.0125	2.3	UP	MPO	Myeloperoxidase
226092_at	0	0.0001	1.8	UP	MPP5	PALS1 kinase (celera)
203465_at	0.0086	0.0129	1.6	UP	MRPL19	mitochondrial ribosomal protein L19
223743_s_at	0.0277	0.0262	1.94	UP	MRPL4	mitochondrial ribosomal protein L4
222466_s_at	0.0098	0.0138	1.65	UP	MRPL42	mitochondrial ribosomal protein L42
225580_at	0.0003	0.0017	1.79	UP	MRPL50	mitochondrial ribosomal protein L50
224247_s_at	0.061	0.043	1.6	UP	MRPS10	mitochondrial ribosomal protein S10
212604_at	0.0074	0.0118	1.51	UP	MRPS31	mitochondrial ribosomal protein S31
217942_at	0.0043	0.0085	1.53	UP	MRPS35	mitochondrial ribosomal protein S35
218538_s_at	0.0043	0.0084	1.67	UP	MRS2	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)
1554892_a_at	0.0006	0.0027	2.58	UP	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)
210254_at	0.013	0.0164	1.9	UP	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)
209421_at	0.0169	0.0193	1.85	UP	MSH2	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)
225237_s_at	0.0075	0.0118	2.12	UP	MSI2	musashi homolog 2 (Drosophila)
225238_at	0.0158	0.0184	1.81	UP	MSI2	musashi homolog 2 (Drosophila)
207551_s_at	0.0436	0.0347	1.51	UP	MSL3L1	male-specific lethal 3-like 1 (Drosophila)
222403_at	0.0101	0.0141	1.67	UP	MTCH2	Mitochondrial carrier homologue 2
225341_at	0.0693	0.0467	1.52	UP	MTERFD3	MTERF domain containing 3
203347_s_at	0.0006	0.0026	1.66	UP	MTF2	metal response element binding transcription factor 2
209704_at	0.0066	0.011	1.62	UP	MTF2	metal response element binding transcription factor 2
235689_at	0.0191	0.0207	1.58	UP	MTFMT	mitochondrial methionyl-tRNA formyltransferase
225520_at	0.001	0.0035	1.66	UP	MTHFD1L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like
36920_at	0.0001	0.0007	1.65	UP	MTM1	myotubularin 1
212277_at	0.0101	0.0141	1.58	UP	MTMR4	myotubularin related protein 4
226528_at	0.0003	0.0017	1.53	UP	MTX3	metaxin 3
1558220_at	0.001	0.0035	1.93	UP	MUC20	mucin 20, cell surface associated
1557370_s_at	0.0233	0.0235	1.93	UP	MYCBP2	MYC binding protein 2
228097_at	0.0081	0.0124	1.83	UP	MYLIP	myosin regulatory light chain interacting protein
228242_at	0.0068	0.0112	1.53	UP	N4BP2	NEDD4 binding protein 2
217197_x_at	0.0714	0.0476	1.76	UP	N4BP2L1	NEDD4 binding protein 2-like 1
208751_at	0.0181	0.02	1.93	UP	NAPA	N-ethylmaleimide-sensitive factor attachment protein, alpha
226041_at	0.0133	0.0166	1.58	UP	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D
219158_s_at	0.0151	0.018	2.03	UP	NARG1	TRANSFERASE: Acetyltransferase2280673CD1
1555450_a_at	0.0236	0.0237	1.58	UP	NARG1L	Acetyltransferase homologue FLJ39905
228960_at	0.0009	0.0034	1.56	UP	NARG2	NMDA receptor regulated 2
221207_s_at	0.0121	0.0157	1.56	UP	NBEA	neurobeachin
202905_x_at	0	0.0002	1.69	UP	NBN	nibrin
242191_at	0.0021	0.0056	2.09	UP	NBPF11	neuroblastoma breakpoint family, member 11
214693_x_at	0.0218	0.0225	1.73	UP	NBPF9	neuroblastoma breakpoint family, member 9
201774_s_at	0.0145	0.0175	1.84	UP	NCAPD2	non-SMC condensin I complex, subunit D2
201521_s_at	0.045	0.0354	1.61	UP	NCBP2	nuclear cap binding protein subunit 2, 20kDa
207677_s_at	0.0042	0.0084	1.52	UP	NCF4	neutrophil cytosolic factor 4, 40kDa
204725_s_at	0.0318	0.0286	1.75	UP	NCK1	NCK adaptor protein 1
207700_s_at	0.0047	0.0089	1.65	UP	NCOA3	nuclear receptor coactivator 3
211352_s_at	0.0109	0.0147	2.12	UP	NCOA3	nuclear receptor coactivator 3
209060_x_at	0.014	0.0172	1.72	UP	NCOA3	nuclear receptor coactivator 3
200857_s_at	0.0252	0.0247	1.6	UP	NCOR1	nuclear receptor co-repressor 1
226008_at	0.0128	0.0162	1.82	UP	NDNL2	necdin-like 2
224368_s_at	0.0579	0.0416	1.72	UP	NDRG3	NDRG family member 3
1552417_a_at	0.0027	0.0064	1.66	UP	NEDD1	neural precursor cell expressed, developmentally down-regulated 1
213328_at	0.001	0.0036	1.52	UP	NEK1	Serine/threonine protein kinase NEK1(incyte)
212808_at	0.0264	0.0254	2.02	UP	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein
210556_at	0.0013	0.0042	1.98	UP	NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
210555_s_at	0.0769	0.0499	1.67	UP	NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
213298_at	0.0015	0.0046	1.51	UP	NFIC	nuclear factor I/C (CCAAT-binding transcription factor)
209239_at	0.0346	0.03	1.8	UP	NFKB1	DNA binding subunit of NF-kappa-B (NF-kBKBF1)
210268_at	0.0014	0.0044	1.8	UP	NFX1	nuclear transcription factor, X-box binding 1
218128_at	0.0028	0.0066	1.58	UP	NFYB	nuclear transcription factor Y, beta
218129_s_at	0.021	0.0219	1.65	UP	NFYB	nuclear transcription factor Y, beta
224281_s_at	0.0608	0.0429	1.75	UP	NGRN	neugrin, neurite outgrowth associated
227040_at	0.0105	0.0144	1.5	UP	NHLRC3	NHL repeat containing 3
219031_s_at	0.0101	0.0141	1.88	UP	NIP7	nuclear import 7 homolog (S. cerevisiae)
242352_at	0.0029	0.0068	1.86	UP	NIPBL	Nipped-B homolog (Drosophila)
207108_s_at	0.0626	0.0437	1.59	UP	NIPBL	Nipped-B homolog (Drosophila)
201708_s_at	0.0071	0.0115	2.02	UP	NIPSNAP1	nipsnap homolog 1 (C. elegans)
224436_s_at	0.0198	0.0211	1.66	UP	NIPSNAP3A	nipsnap homolog 3A (C. elegans)
223439_at	0	0.0002	1.7	UP	NKAP	NFKB activating protein
215338_s_at	0.0145	0.0175	1.57	UP	NKTR	natural killer-tumor recognition sequence
218318_s_at	0.0037	0.0077	1.74	UP	NLK	Nemo-like kinase (LAK1)
211822_s_at	0.03	0.0275	1.68	UP	NLRP1	NLR family, pyrin domain containing 1
211824_x_at	0.0315	0.0283	1.86	UP	NLRP1	NLR family, pyrin domain containing 1
205851_at	0.0012	0.004	1.57	UP	NME6	Nucleoside diphosphate kinase 5/6 (NDK5/6) (NM23-H5/H6)
215069_at	0.0004	0.0022	2.23	UP	NMT2	N-myristoyltransferase 2 (NMT2)
205005_s_at	0.025	0.0246	1.88	UP	NMT2	N-myristoyltransferase 2 (NMT2)
202784_s_at	0.0756	0.0494	1.56	UP	NNT	nicotinamide nucleotide transhydrogenase
200874_s_at	0.0375	0.0316	1.61	UP	NOL5A	nucleolar protein 5A (56kDa with KKE/D repeat)
1554082_a_at	0.001	0.0036	1.77	UP	NOL9	nucleolar protein 9
205895_s_at	0.0425	0.0341	1.55	UP	NOLC1	nucleolar and coiled-body phosphoprotein 1
210470_x_at	0.0698	0.0469	1.83	UP	NONO	non-POU domain containing, octamer-binding
225875_s_at	0.0002	0.0015	1.72	UP	NPAL3	NIPA-like domain containing 3
211584_s_at	0.0097	0.0138	1.75	UP	NPAT	nuclear protein, ataxia-telangiectasia locus
235033_at	0.002	0.0054	1.5	UP	NPEPL1	aminopeptidase-like 1 (NPEPL1)
201454_s_at	0.0022	0.0058	1.62	UP	NPEPPS	Puromycin-sensitive aminopeptidase (PSA)
203814_s_at	0.0009	0.0035	1.52	UP	NQO2	NAD(P)H dehydrogenase, quinone 2
209750_at	0.0591	0.0422	1.57	UP	NR1D2	Orphan nuclear receptor NR1D2(REV-ERB-beta)
204791_at	0.0137	0.0169	1.75	UP	NR2C1	Orphan nuclear receptor TR2
202647_s_at	0.0004	0.002	1.6	UP	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog
221803_s_at	0.0409	0.0332	1.69	UP	NRBF2	nuclear receptor binding factor 2
229422_at	0.0188	0.0205	1.55	UP	NRD1	Nardilysin PRECURSOR (NRD convertase)
211376_s_at	0.0757	0.0494	1.65	UP	NSMCE4A	non-SMC element 4 homolog A (S. cerevisiae)
230023_at	0	0.0003	1.79	UP	NSUN4	NOL1/NOP2/Sun domain family, member 4
223177_at	0.0292	0.0271	1.69	UP	NT5DC1	5-nucleotidase domain containing 1
213061_s_at	0.0055	0.0099	1.53	UP	NTAN1	N-terminal asparagine amidase
203675_at	0.0197	0.0211	1.55	UP	NUCB2	nucleobindin 2
224830_at	0.0208	0.0218	1.57	UP	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21
206302_s_at	0.0119	0.0155	1.66	UP	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4
224956_at	0.0491	0.0374	1.67	UP	NUFIP2	nuclear fragile X mental retardation protein interacting protein 2
209073_s_at	0.0078	0.0122	1.55	UP	NUMB	numb homolog (Drosophila)
212709_at	0.0011	0.0038	2.03	UP	NUP160	nucleoporin 160kDa
212247_at	0.0007	0.0028	1.62	UP	NUP205	nucleoporin 205kDa
212316_at	0.0473	0.0365	1.52	UP	NUP210	nucleoporin 210kDa
218622_at	0.0164	0.0189	1.58	UP	NUP37	nucleoporin 37kDa
210793_s_at	0.0008	0.003	1.78	UP	NUP98	nucleoporin 98kDa
203194_s_at	0.044	0.0349	1.6	UP	NUP98	nucleoporin 98kDa
241425_at	0.011	0.0148	1.56	UP	NUPL1	nucleoporin like 1
225071_at	0.0126	0.016	1.58	UP	NUS1	nuclear undecaprenyl pyrophosphate synthase 1 homolog (S. cerevisiae)
204972_at	0.0029	0.0067	1.8	UP	OAS2	2-5-oligoadenylate synthetase 2, 69/71kDa
225617_at	0.0206	0.0217	1.83	UP	ODF2	outer dense fiber of sperm tails 2
221090_s_at	0.0004	0.0019	1.91	UP	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1
225106_s_at	0.0227	0.0231	1.88	UP	OGFOD1	2-oxoglutarate and iron-dependent oxygenase domain containing 1
207564_x_at	0.0658	0.0452	2.03	UP	OGT	O-linked GlcNAc transferase
206357_at	0.0017	0.005	1.62	UP	OPA3	optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)
217529_at	0.008	0.0123	1.52	UP	ORAI2	ORAI calcium release-activated calcium modulator 2
204957_at	0.009	0.0132	1.53	UP	ORC5L	origin recognition complex, subunit 5-like (yeast)
205040_at	0.0356	0.0305	1.71	UP	ORM1	orosomucoid 1
228801_at	0.0214	0.0222	1.97	UP	ORMDL1	ORM1-like 1 (S. cerevisiae)
222586_s_at	0.0121	0.0157	1.71	UP	OSBPL11	oxysterol binding protein-like 11
228986_at	0	0	1.54	UP	OSBPL8	oxysterol binding protein-like 8
235197_s_at	0.0002	0.0012	1.76	UP	OSTM1	osteopetrosis associated transmembrane protein 1
218197_s_at	0.0027	0.0065	2.19	UP	OXR1	oxidation resistance 1
218589_at	0.0346	0.03	1.53	UP	P2RY5	P2Y purinoceptor 5 (P2Y5)
214794_at	0.0004	0.002	1.72	UP	PA2G4	Cell cycle protein (PA2G4)
220001_at	0.0137	0.0169	1.82	UP	PADI4	peptidyl arginine deiminase, type IV
