Probeset ID	Gene	Description	Fold Change
AGI_MM_OLIGO_A_51_P132249	Tfdp1	transcription factor Dp 1	1.879275
AGI_MM_OLIGO_A_51_P230624	2010109K11Rik	RIKEN cDNA 2010109K11 gene	1.87804
AGI_MM_OLIGO_A_51_P445841	Depdc6	DEP domain containing 6	1.872133
AGI_MM_OLIGO_A_51_P162671	Folr2	folate receptor 2 (fetal)	1.869613
AGI_MM_OLIGO_A_51_P447795	Sorbs3	sorbin and SH3 domain containing 3	1.869054
AGI_MM_OLIGO_A_51_P218814	Rpl22l1	ribosomal protein L22 like 1	1.866577
AGI_MM_OLIGO_A_51_P491777	Olfr59	olfactory receptor 59	1.865254
AGI_MM_OLIGO_A_51_P186741	Sh3bgrl	SH3-binding domain glutamic acid-rich protein like	1.864002
AGI_MM_OLIGO_A_51_P342829	Tmem24	transmembrane protein 24	1.863655
AGI_MM_OLIGO_A_51_P323930	Pygo2	pygopus 2	1.86362
AGI_MM_OLIGO_A_51_P472621	Zfp719	zinc finger protein 719	1.851646
AGI_MM_OLIGO_A_51_P265806	Clca2	chloride channel calcium activated 2	1.849352
AGI_MM_OLIGO_A_51_P281433	Unc84a	unc-84 homolog A (C. elegans)	1.845223
AGI_MM_OLIGO_A_51_P512754	Nicn1	nicolin 1	1.84427
AGI_MM_OLIGO_A_51_P330589	5430435G22Rik	RIKEN cDNA 5430435G22 gene	1.841688
AGI_MM_OLIGO_A_51_P474688	2010003J03Rik	RIKEN cDNA 2010003J03 gene	1.840096
AGI_MM_OLIGO_A_51_P501529	Brunol6	bruno-like 6, RNA binding protein (Drosophila)	1.83908
AGI_MM_OLIGO_A_51_P500643	Creb3l2	cAMP responsive element binding protein 3-like 2	1.83908
AGI_MM_OLIGO_A_51_P148675	Dag1	dystroglycan 1	1.834425
AGI_MM_OLIGO_A_51_P507778	4632417N05Rik	RIKEN cDNA 4632417N05 gene	1.83167
AGI_MM_OLIGO_A_51_P219055	Oxa1l	oxidase assembly 1-like	1.829391
AGI_MM_OLIGO_A_51_P266668	2410014A08Rik	RIKEN cDNA 2410014A08 gene	1.828053
AGI_MM_OLIGO_A_51_P259879	Fkrp	fukutin related protein	1.825684
AGI_MM_OLIGO_A_51_P188373	Stim1	stromal interaction molecule 1	1.824784
AGI_MM_OLIGO_A_51_P507832	Pik3cg	phosphoinositide-3-kinase, catalytic, gamma polypeptide	1.824451
AGI_MM_OLIGO_A_51_P497953	Ubn1	ubinuclein 1	1.824052
AGI_MM_OLIGO_A_51_P190604	Nup107	nucleoporin 107	1.821991
AGI_MM_OLIGO_A_51_P358825	Nalp10	NACHT, leucine rich repeat and PYD containing 10	1.820168
AGI_MM_OLIGO_A_51_P493709	2810474C18Rik	RIKEN cDNA 2810474C18 gene	1.819704
AGI_MM_OLIGO_A_51_P180001	Eif2c2	eukaryotic translation initiation factor 2C, 2	1.814684
AGI_MM_OLIGO_A_51_P404077	Fzd2	frizzled homolog 2 (Drosophila)	1.814454
AGI_MM_OLIGO_A_51_P384831	Syt12	synaptotagmin XII	1.814289
AGI_MM_OLIGO_A_51_P213087	Tmem111	transmembrane protein 111	1.813302
AGI_MM_OLIGO_A_51_P399853	Gig1	glucocorticoid induced gene 1	1.810774
AGI_MM_OLIGO_A_51_P150521	Mgat2	mannoside acetylglucosaminyltransferase 2	1.807697
AGI_MM_OLIGO_A_51_P365854	BC022623	cDNA sequence BC022623	1.805869
AGI_MM_OLIGO_A_51_P199964	Frmd6	FERM domain containing 6	1.804761
AGI_MM_OLIGO_A_51_P142450	Tmem25	transmembrane protein 25	1.804729
AGI_MM_OLIGO_A_51_P232897	Cnp1	cyclic nucleotide phosphodiesterase 1	1.803296
AGI_MM_OLIGO_A_51_P333859	A330019N05Rik	RIKEN cDNA A330019N05 gene	1.798626
AGI_MM_OLIGO_A_51_P249076	Speer4f	spermatogenesis associated glutamate (E)-rich protein 4f	1.798205
AGI_MM_OLIGO_A_51_P420037	Nup210	nucleoporin 210	1.797527
AGI_MM_OLIGO_A_51_P228974	Ogfod2	2-oxoglutarate and iron-dependent oxygenase domain containing 2	1.796074
AGI_MM_OLIGO_A_51_P158876	2410015N17Rik	RIKEN cDNA 2410015N17 gene	1.793432
AGI_MM_OLIGO_A_51_P352462	BC034090	cDNA sequence BC034090	1.792789
AGI_MM_OLIGO_A_51_P381387	Pomt2	protein-O-mannosyltransferase 2	1.792436
AGI_MM_OLIGO_A_51_P267634	A730041O15Rik	RIKEN cDNA A730041O15 gene	1.792307
AGI_MM_OLIGO_A_51_P258711	4930415O20Rik	RIKEN cDNA 4930415O20 gene	1.79035
AGI_MM_OLIGO_A_51_P115772	Rragd	Ras-related GTP binding D	1.790286
AGI_MM_OLIGO_A_51_P246124	Egf	epidermal growth factor	1.781388
AGI_MM_OLIGO_A_51_P251217	Zbed4	zinc finger, BED domain containing 4	1.781166
AGI_MM_OLIGO_A_51_P413710	Ap3d1	adaptor-related protein complex 3, delta 1 subunit	1.781134
AGI_MM_OLIGO_A_51_P129149	Gatad2a	GATA zinc finger domain containing 2A	1.780468
AGI_MM_OLIGO_A_51_P345792	4930538D17Rik	RIKEN cDNA 4930538D17 gene	1.777304
AGI_MM_OLIGO_A_51_P205965	Snx15	sorting nexin 15	1.776956
AGI_MM_OLIGO_A_51_P170675	Skil	SKI-like	1.776862
AGI_MM_OLIGO_A_51_P499357	Ubp1	upstream binding protein 1	1.767784
AGI_MM_OLIGO_A_51_P115738	Slc5a5	solute carrier family 5 (sodium iodide symporter), member 5	1.763917
AGI_MM_OLIGO_A_51_P226269	1190002H23Rik	RIKEN cDNA 1190002H23 gene	1.762767
AGI_MM_OLIGO_A_51_P345248	Sfxn2	sideroflexin 2	1.752418
AGI_MM_OLIGO_A_51_P132459	Rpl27a	ribosomal protein L27a	1.749904
AGI_MM_OLIGO_A_51_P273433	Prkg2	protein kinase, cGMP-dependent, type II	1.748924
AGI_MM_OLIGO_A_51_P106538	Htra3	HtrA serine peptidase 3	1.741857
AGI_MM_OLIGO_A_51_P105408	Alg14	asparagine-linked glycosylation 14 homolog (yeast)	1.740341
AGI_MM_OLIGO_A_51_P243194	2610019P18Rik	RIKEN cDNA 2610019P18 gene	1.739857
AGI_MM_OLIGO_A_51_P126647	1810009A15Rik	RIKEN cDNA 1810009A15 gene	1.737589
AGI_MM_OLIGO_A_51_P476618	Slc12a8	solute carrier family 12 (potassium/chloride transporters), member 8	1.737317
AGI_MM_OLIGO_A_51_P295714	1110015K06Rik	RIKEN cDNA 1110015K06 gene	1.735087
AGI_MM_OLIGO_A_51_P168632	Prim1	DNA primase, p49 subunit	1.734726
AGI_MM_OLIGO_A_51_P152797	2810039B14Rik	RIKEN cDNA 2810039B14 gene	1.733974
AGI_MM_OLIGO_A_51_P183205	1700021K19Rik	RIKEN cDNA 1700021K19 gene	1.733884
AGI_MM_OLIGO_A_51_P201390	Tbc1d4	TBC1 domain family, member 4	1.733463
AGI_MM_OLIGO_A_51_P468531	Abcf3	ATP-binding cassette, sub-family F (GCN20), member 3	1.731902
AGI_MM_OLIGO_A_51_P503494	Arc	activity regulated cytoskeletal-associated protein	1.730403
AGI_MM_OLIGO_A_51_P471458	Sult5a1	sulfotransferase family 5A, member 1	1.728668
AGI_MM_OLIGO_A_51_P114878	Ikbkap	inhibitor of kappa light polypeptide enhancer in B-cells, kinase complex-associated protein	1.728369
AGI_MM_OLIGO_A_51_P108978	Myadm	myeloid-associated differentiation marker	1.722504
AGI_MM_OLIGO_A_51_P293849	Gpd1	glycerol-3-phosphate dehydrogenase 1 (soluble)	1.719868
AGI_MM_OLIGO_A_51_P475875	1200011O22Rik	RIKEN cDNA 1200011O22 gene	1.717741
AGI_MM_OLIGO_A_51_P265145	Arhgef10	Rho guanine nucleotide exchange factor (GEF) 10	1.71718
AGI_MM_OLIGO_A_51_P166107	2310051F07Rik	RIKEN cDNA 2310051F07 gene	1.712065
AGI_MM_OLIGO_A_51_P228254	Zdhhc21	zinc finger, DHHC domain containing 21	1.711889
AGI_MM_OLIGO_A_51_P419078			1.709957
AGI_MM_OLIGO_A_51_P333077	D10Ertd641e	DNA segment, Chr 10, ERATO Doi 641, expressed	1.708964
AGI_MM_OLIGO_A_51_P396570	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2	1.708146
AGI_MM_OLIGO_A_51_P124138	Thap2	THAP domain containing, apoptosis associated protein 2	1.707009
AGI_MM_OLIGO_A_51_P323878	Coro7	coronin 7	1.704768
AGI_MM_OLIGO_A_51_P161342	Abcb6	ATP-binding cassette, sub-family B (MDR/TAP), member 6	1.702504
AGI_MM_OLIGO_A_51_P156108	Crlf1	cytokine receptor-like factor 1	1.699582
AGI_MM_OLIGO_A_51_P383139	Slk	STE20-like kinase (yeast)	1.698197
AGI_MM_OLIGO_A_51_P378777	1200013P24Rik	RIKEN cDNA 1200013P24 gene	1.695519
AGI_MM_OLIGO_A_51_P192898			1.69056
AGI_MM_OLIGO_A_51_P143212	Smc4l1	SMC4 structural maintenance of chromosomes 4-like 1 (yeast)	1.689617
AGI_MM_OLIGO_A_51_P149422	Gng13	guanine nucleotide binding protein 13, gamma	1.689218
AGI_MM_OLIGO_A_51_P261351	Mrpl49	mitochondrial ribosomal protein L49	1.688875
AGI_MM_OLIGO_A_51_P332169	Nhsl1	NHS-like 1	1.686397
AGI_MM_OLIGO_A_51_P134333	Map3k7	mitogen activated protein kinase kinase kinase 7	1.684892
AGI_MM_OLIGO_A_51_P322095	Ovol2	ovo-like 2 (Drosophila)	1.684863
AGI_MM_OLIGO_A_51_P319425	Utp20	UTP20, small subunit (SSU) processome component, homolog (yeast)	1.683133
AGI_MM_OLIGO_A_51_P133638	3110021A11Rik	RIKEN cDNA 3110021A11 gene	1.681803
AGI_MM_OLIGO_A_51_P500996	Fbxl20	F-box and leucine-rich repeat protein 20	1.681209
AGI_MM_OLIGO_A_51_P208870	Zdhhc24	zinc finger, DHHC domain containing 24	1.680898
AGI_MM_OLIGO_A_51_P139490	Mgea6	meningioma expressed antigen 6 (coiled-coil proline-rich)	1.680164
AGI_MM_OLIGO_A_51_P188772	Rgnef	Rho-guanine nucleotide exchange factor	1.676137
AGI_MM_OLIGO_A_51_P383800	Fancg	Fanconi anemia, complementation group G	1.671654
AGI_MM_OLIGO_A_51_P286946	2310007H09Rik	RIKEN cDNA 2310007H09 gene	1.670565
AGI_MM_OLIGO_A_51_P357664	Hras1	Harvey rat sarcoma virus oncogene 1	1.666972
AGI_MM_OLIGO_A_51_P200309	Osbpl5	oxysterol binding protein-like 5	1.66514
AGI_MM_OLIGO_A_51_P154550			1.66182
AGI_MM_OLIGO_A_51_P515086			1.661599
AGI_MM_OLIGO_A_51_P213896	Usp15	ubiquitin specific peptidase 15	1.660219
AGI_MM_OLIGO_A_51_P442303	E2f6	E2F transcription factor 6	1.659118
AGI_MM_OLIGO_A_51_P225525	Tmem5	transmembrane protein 5	1.658072
AGI_MM_OLIGO_A_51_P248374	Zdhhc4	zinc finger, DHHC domain containing 4	1.656973
AGI_MM_OLIGO_A_51_P283649	AA881470	EST AA881470	1.65251
AGI_MM_OLIGO_A_51_P296846	Mpped1	metallophosphoesterase domain containing 1	1.652346
AGI_MM_OLIGO_A_51_P275350	Pten	phosphatase and tensin homolog	1.651828
AGI_MM_OLIGO_A_51_P244228	Doc2a	double C2, alpha	1.651828
AGI_MM_OLIGO_A_51_P233947	Tbc1d10b	TBC1 domain family, member 10b	1.646334
AGI_MM_OLIGO_A_51_P288479	Slc25a29	solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29	1.645413
AGI_MM_OLIGO_A_51_P132299	Arhgef17	Rho guanine nucleotide exchange factor (GEF) 17	1.644277
AGI_MM_OLIGO_A_51_P142334	Inppl1	inositol polyphosphate phosphatase-like 1	1.643007
AGI_MM_OLIGO_A_51_P128775	2210410P13Rik	RIKEN cDNA 2210410P13 gene	1.641632
AGI_MM_OLIGO_A_51_P115471	Apol2	apolipoprotein L, 2	1.640877
AGI_MM_OLIGO_A_51_P264064	Incenp	inner centromere protein	1.640097
AGI_MM_OLIGO_A_51_P204160	BC066140	cDNA sequence BC066140	1.630656
AGI_MM_OLIGO_A_51_P106873	Slc39a1	solute carrier family 39 (zinc transporter), member 1	1.629248
AGI_MM_OLIGO_A_51_P277345	Ostf1	osteoclast stimulating factor 1	1.627737
AGI_MM_OLIGO_A_51_P513934	Csde1	cold shock domain containing E1, RNA binding	1.627551
AGI_MM_OLIGO_A_51_P344356	4930507C10Rik	RIKEN cDNA 4930507C10 gene	1.626519
AGI_MM_OLIGO_A_51_P407235	Olfr1111	olfactory receptor 1111	1.622665
AGI_MM_OLIGO_A_51_P403793	Spnb3	spectrin beta 3	1.619696
AGI_MM_OLIGO_A_51_P173622	Ptpn11	protein tyrosine phosphatase, non-receptor type 11	1.618228
AGI_MM_OLIGO_A_51_P347238	Ppil5	peptidylprolyl isomerase (cyclophilin) like 5	1.617233
AGI_MM_OLIGO_A_51_P401471	Eef1g	eukaryotic translation elongation factor 1 gamma	1.617207
AGI_MM_OLIGO_A_51_P316902	9430071P14Rik	RIKEN cDNA 9430071P14 gene	1.616684
AGI_MM_OLIGO_A_51_P209872	Rab6	RAB6, member RAS oncogene family	1.614726
AGI_MM_OLIGO_A_51_P416660	Cdc14b	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	1.614075
AGI_MM_OLIGO_A_51_P166044	Zipro1	zinc finger proliferation 1	1.610332
AGI_MM_OLIGO_A_51_P485098	Prkcb1	protein kinase C, beta 1	1.609373
AGI_MM_OLIGO_A_51_P499201	Npm3	nucleoplasmin 3	1.609192
AGI_MM_OLIGO_A_51_P315890	Kcnk6	potassium inwardly-rectifying channel, subfamily K, member 6	1.606477
AGI_MM_OLIGO_A_51_P499054	Cdc73	Vcell division cycle 73, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)	1.60591
AGI_MM_OLIGO_A_51_P501815	1500032L24Rik	RIKEN cDNA 1500032L24 gene	1.605497
AGI_MM_OLIGO_A_51_P108226	1100001G20Rik	RIKEN cDNA 1100001G20 gene	1.605085
AGI_MM_OLIGO_A_51_P286788	Zfp275	zinc finger protein 275	1.597342
AGI_MM_OLIGO_A_51_P373043	Timm8a1	translocase of inner mitochondrial membrane 8 homolog a1 (yeast)	1.596449
AGI_MM_OLIGO_A_51_P285959	Apba3	amyloid beta (A4) precursor protein-binding, family A, member 3	1.595583
AGI_MM_OLIGO_A_51_P273213	Grhl1	grainyhead-like 1 (Drosophila)	1.593956
AGI_MM_OLIGO_A_51_P236775	Ugcgl1	UDP-glucose ceramide glucosyltransferase-like 1	1.592027
AGI_MM_OLIGO_A_51_P119562	Ndufc1	NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 1	1.591596
AGI_MM_OLIGO_A_51_P227352	Creg2	cellular repressor of E1A-stimulated genes 2	1.588789
AGI_MM_OLIGO_A_51_P406008	Brp16	brain protein 16	1.588108
AGI_MM_OLIGO_A_51_P278489	2700050P07Rik	RIKEN cDNA 2700050P07 gene	1.586269
AGI_MM_OLIGO_A_51_P218196	Msx1	homeo box, msh-like 1	1.585942
AGI_MM_OLIGO_A_51_P129127	H2-T3	histocompatibility 2, T region locus 3	1.583958
AGI_MM_OLIGO_A_51_P171468	Fut11	fucosyltransferase 11	1.57913
AGI_MM_OLIGO_A_51_P257789	Hoxb3	homeo box B3	1.578856
AGI_MM_OLIGO_A_51_P235994	Wdfy3	WD repeat and FYVE domain containing 3	1.577262
AGI_MM_OLIGO_A_51_P346104	Sgta	small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha	1.576864
AGI_MM_OLIGO_A_51_P513224	Cep164	centrosomal protein 164	1.576268
AGI_MM_OLIGO_A_51_P435339	Epor	erythropoietin receptor	1.575821
AGI_MM_OLIGO_A_51_P195393	Arl1	ADP-ribosylation factor-like 1	1.575225
AGI_MM_OLIGO_A_51_P436727	Arrb1	arrestin, beta 1	1.573787
AGI_MM_OLIGO_A_51_P280085	Zfp655	zinc finger protein 655	1.573465
AGI_MM_OLIGO_A_51_P317193	2310005P05Rik	RIKEN cDNA 2310005P05 gene	1.571956
AGI_MM_OLIGO_A_51_P266211	Snrk	SNF related kinase	1.569661
AGI_MM_OLIGO_A_51_P210560	9130017A15Rik	RIKEN cDNA 9130017A15 gene	1.567546
AGI_MM_OLIGO_A_51_P519369	Agtpbp1	ATP/GTP binding protein 1	1.566833
AGI_MM_OLIGO_A_51_P196314	Aco2	aconitase 2, mitochondrial	1.560866
AGI_MM_OLIGO_A_51_P313093	Ick	intestinal cell kinase	1.560696
AGI_MM_OLIGO_A_51_P443403	Smoc1	SPARC related modular calcium binding 1	1.55253
AGI_MM_OLIGO_A_51_P314968	Tor2a	torsin family 2, member A	1.543234
AGI_MM_OLIGO_A_51_P312095	Aak1	AP2 associated kinase 1	1.542781
AGI_MM_OLIGO_A_51_P442324	4932439K10Rik	RIKEN cDNA 4932439K10 gene	1.539954
AGI_MM_OLIGO_A_51_P501538	Adcy9	adenylate cyclase 9	1.538462
AGI_MM_OLIGO_A_51_P341369	Pqlc1	PQ loop repeat containing 1	1.531745
AGI_MM_OLIGO_A_51_P491904	C330002I19Rik	RIKEN cDNA C330002I19 gene	1.524065
AGI_MM_OLIGO_A_51_P121413	Slc35a4	solute carrier family 35, member A4	1.523392
AGI_MM_OLIGO_A_51_P353173	2810405J04Rik	RIKEN cDNA 2810405J04 gene	1.522719
AGI_MM_OLIGO_A_51_P407896	Rab2	RAB2, member RAS oncogene family	1.521699
AGI_MM_OLIGO_A_51_P172811	D8Ertd325e	DNA segment, Chr 8, ERATO Doi 325, expressed	1.521399
AGI_MM_OLIGO_A_51_P322941	A930013K19Rik	RIKEN cDNA A930013K19 gene	1.514509
AGI_MM_OLIGO_A_51_P336622	Dexi	dexamethasone-induced transcript	1.510141
AGI_MM_OLIGO_A_51_P270206	4921537D05Rik	RIKEN cDNA 4921537D05 gene	1.501659
AGI_MM_OLIGO_A_51_P251736	Reep5	receptor accessory protein 5	1.49667
AGI_MM_OLIGO_A_51_P185593	Dmn	desmuslin	1.49276
AGI_MM_OLIGO_A_51_P110841	Mrps35	mitochondrial ribosomal protein S35	1.492649
AGI_MM_OLIGO_A_51_P349662	Taf5l	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor	1.486282
AGI_MM_OLIGO_A_51_P481644	Mbip	MAP3K12 binding inhibitory protein 1	1.482888
AGI_MM_OLIGO_A_51_P200895	2510048O06Rik	RIKEN cDNA 2510048O06 gene	1.478874
AGI_MM_OLIGO_A_51_P252199	Tmem32	transmembrane protein 32	1.477301
AGI_MM_OLIGO_A_51_P215599	Ppp1r14d	protein phosphatase 1, regulatory (inhibitor) subunit 14D	1.462074
AGI_MM_OLIGO_A_51_P188073	Dnajb11	DnaJ (Hsp40) homolog, subfamily B, member 11	1.461305
AGI_MM_OLIGO_A_51_P449956	Dnajc7	DnaJ (Hsp40) homolog, subfamily C, member 7	1.45315
AGI_MM_OLIGO_A_51_P293110	Cd200	Cd200 antigen	1.452433
AGI_MM_OLIGO_A_51_P202074	2810406C15Rik	RIKEN cDNA 2810406C15 gene	1.43767
AGI_MM_OLIGO_A_51_P519319	Cdc25a	cell division cycle 25 homolog A (S. cerevisiae)	1.437546
AGI_MM_OLIGO_A_51_P251465	Exosc1	exosome component 1	1.43248
AGI_MM_OLIGO_A_51_P196862	Amdhd1	amidohydrolase domain containing 1	1.431373
AGI_MM_OLIGO_A_51_P290601	Znhit2	zinc finger, HIT domain containing 2	1.430717
AGI_MM_OLIGO_A_51_P166023	Hip1	huntingtin interacting protein 1	1.429409
AGI_MM_OLIGO_A_51_P103929	Met	met proto-oncogene	1.426045
AGI_MM_OLIGO_A_51_P288257	Cdk5rap3	CDK5 regulatory subunit associated protein 3	1.403371
AGI_MM_OLIGO_A_51_P286410	Ubap2	ubiquitin-associated protein 2	1.376216
