Gene name	Description	Entrez Gene ID	Fold Change	P-value
si:ch211-284g18.3	Si:ch211-284g18.3	334518	1.42	6.67E-07
si:ch211-63o20.5	Si:ch211-63o20.5	566703	1.82	5.79E-07
si:ch211-81a5.3	Si:ch211-81a5.3	334169	1.46	0.00006
si:ch211-81a5.8	Si:ch211-81a5.8	560648	1.73	1.82E-06
si:ch211-85e10.2	Si:ch211-85e10.2	562952	1.43	5.00E-07
si:ch211-89p1.3	Si:ch211-89p1.3	325248	1.35	8.52E-15
si:ch211-8a9.3	Si:ch211-8a9.3	570182	2.01	3.26E-06
si:dkey-110k5.6	Si:dkey-110k5.6	324415	1.57	0.00005
si:dkey-121j17.1	Si:dkey-121j17.1	568757	1.49	5.31E-08
si:dkey-14d8.3	Si:dkey-14d8.3	558154	1.3	3.82E-06
si:dkey-15j16.3	Si:dkey-15j16.3	555845	1.58	0.00001
si:dkey-181f18.3	Si:dkey-181f18.3	557476	1.87	5.65E-08
si:dkey-19f21.3	Si:dkey-19f21.3	557996	1.72	3.51E-08
si:dkey-202g15.7	Si:dkey-202g15.7	333977	1.89	6.86E-09
si:dkey-22l11.5	Si:dkey-22l11.5	325821	1.33	7.52E-08
si:dkey-261e22.2	Si:dkey-261e22.2	561433	1.9	5.83E-06
si:dkey-48h7.2	Si:dkey-48h7.2	567051	1.73	5.96E-06
si:dkey-63j1.8	Si:dkey-63j1.8	325383	1.56	6.40E-07
si:dkey-65m5.3	Si:dkey-65m5.3	568061	1.23	0.00009
si:dkey-6e12.4	Si:dkey-6e12.4	335743	1.4	9.71E-06
si:dkey-71l10.2	Si:dkey-71l10.2	336243	1.87	3.95E-16
si:dkey-73n10.1	Si:dkey-73n10.1	337365	1.63	6.03E-06
si:dkey-90m5.4	Si:dkey-90m5.4	553466	2.18	4.65E-09
si:dkeyp-55f12.3	Si:dkeyp-55f12.3	568418	1.65	2.91E-07
si:dkeyp-72h1.1	Si:dkeyp-72h1.1	799956	1.87	1.28E-06
si:rp71-1g18.1	Si:rp71-1g18.1	559922	1.4	0.00002
si:rp71-36d5.1	Si:rp71-36d5.1	368423	3.16	9.90E-08
sidt2	SID1 transmembrane family, member 2	335416	1.57	1.71E-11
sim1	Single-minded homolog 1 (Drosophila)	260351	2.23	1.14E-11
six4.1	Sine oculis homeobox homolog 4.1	65232	1.37	5.86E-07
slc13a2	Solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2	406537	1.91	3.85E-10
slc16a9a	Solute carrier family 16 (monocarboxylic acid transporters), member 9a	393382	1.65	2.04E-12
slc16a9b	Solute carrier family 16 (monocarboxylic acid transporters), member 9b	445158	2.04	1.21E-06
slc25a25	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	406541	1.23	0.00008
slc25a3	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3	322362	1.73	7.60E-13
slc25a3l	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 3, like	393688	1.41	1.91E-09
slc25a5	Solute carrier family 25 alpha, member 5	192321	1.63	4.13E-07
slc35f1	Solute carrier family 35, member F1	555352	2.14	1.29E-06
slc4a1	Solute carrier family 4, anion exchanger, member 1	84703	1.27	9.67E-08
slc6a3	Solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	80787	2.76	2.87E-06
slc9a3r2	Solute carrier family 9 (sodium/hydrogen exchanger), isoform 3 regulatory factor 2	327272	1.28	2.56E-07
smc3	Structural maintenance of chromosomes 3	324475	1.23	3.86E-07
smg7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	565575	1.54	2.98E-06
smyd3	SET and MYND domain containing 3	569507	1.55	0.00001
ssbp4	Single stranded DNA binding protein 4	321750	1.84	9.22E-06
ssbp4	Single stranded DNA binding protein 4	321750	1.78	1.08E-24
sst3	Somatostatin 3	368218	1.71	1.70E-41
st3gal2l	ST3 beta-galactoside alpha-2,3-sialyltransferase 2, like	445567	1.25	1.30E-10
stc1	Stanniocalcin 1	393511	2.38	6.53E-07
stx5a	Syntaxin 5A	436605	1.44	2.55E-07
syncrip	Synaptotagmin binding, cytoplasmic RNA interacting protein	326663	1.49	4.18E-06
tax1bp1	Tax1 (human T-cell leukemia virus type I) binding protein 1	324152	1.58	0.00004
tbx6	T-box gene 6	30254	1.8	1.61E-11
tcerg1	Transcription elongation regulator 1 (CA150)	323071	1.57	6.47E-09
tcf7l1a	Transcription factor 7-like 1a (T-cell specific, HMG-box)	30523	2.14	9.32E-18
thnsl2	Threonine synthase-like 2 (S. cerevisiae)	641568	1.99	3.80E-09
thrap6	Thyroid hormone receptor associated protein 6	393690	1.38	1.72E-07
tie2	Endothelium-specific receptor tyrosine kinase 2	30747	2.1	2.96E-09
titf1b	Thyroid transcription factor 1b	81883	1.33	1.82E-07
tlr1	Toll-like receptor 1	403127	1.85	6.02E-18
tlr2	Toll-like receptor 2	403125	1.4	0.00005
tlr19	Toll-like receptor 19	403134	1.96	2.54E-15
tmem24	Transmembrane protein 24	474316	1.94	0.00002
tnnc	Troponin C, fast skeletal	58082	2.04	1.23E-07
top1mt	Mitochondrial topoisomerase I	415098	1.37	0.00008
top2a	Topoisomerase (DNA) II alpha	323733	1.81	6.96E-10
tpsn	Tapasin	30163	1.81	6.56E-09
trio	Triple functional domain (PTPRF interacting)	368847	2.22	0.0001
trpn1	Transient receptor potential cation channel, subfamily N, member 1	368273	1.68	0.00001
try	Trypsin	65223	1.55	5.55E-08
ttc8	Tetratricopeptide repeat domain 8	336902	1.69	0.00003
ttll1	Tubulin tyrosine ligase-like family, member 1	393994	1.67	3.09E-07
tube1	Tubulin, epsilon 1	393960	1.58	8.60E-32
twist1a	Twist1a	30175	1.46	1.44E-35
ube4b	Ubiquitination factor E4B, UFD2 homolog (S. cerevisiae)	170784	1.38	6.78E-06
ucp2	Uncoupling protein 2	30414	1.43	1.77E-11
upf1	Upf1 regulator of nonsense transcripts homolog (yeast)	406783	1.58	2.73E-09
uts1	Urotensin 1	563732	1.51	0.00003
v2rl1	Vomeronasal 2 receptor, l1	566039	2	3.23E-11
vamp1	Vesicle-associated membrane protein 1	406707	1.91	1.44E-32
vamp4	Vesicle-associated membrane protein 4	393708	1.2	3.86E-08
vangl1	Vang-like 1 (van gogh, Drosophila)	403076	1.67	8.28E-19
vax1	Ventral anterior homeobox 1	373870	1.72	1.21E-09
vdac1	Voltage-dependent anion channel 1	334582	1.36	2.36E-08
ved	Ventrally expressed dharma/bozozok antagonist	368201	1.63	4.41E-10
vox	Ventral homeobox	64807	2.52	5.74E-06
vsnp	Vasotocin neurophysin	352922	1.91	0.00002
wnt2	Wingless-type MMTV integration site family member 2	30127	1.48	1.26E-07
wnt4a	Wingless-type MMTV integration site family, member 4a	30123	1.32	7.55E-12
wnt4b	Wingless-type MMTV integration site family, member 4b	57928	1.4	2.31E-08
wu:fa02f12	Wu:fa02f12	334748	2.09	2.47E-07
wu:fa03a11	Wu:fa03a11	334759	1.53	0.00007
wu:fa11a02	Wu:fa11a02	334965	1.43	1.70E-06
wu:fa11f09	Wu:fa11f09	335003	1.72	5.53E-08
wu:fa11h11	Wu:fa11h11	335022	1.47	0.00002
wu:fa12e08	Wu:fa12e08	335055	1.46	0.00007
wu:fa12e11	Wu:fa12e11	335057	2.27	3.33E-13
wu:fa30d09	Wu:fa30d09	327117	1.33	0.00006
wu:fa94b01	Wu:fa94b01	336734	2.1	9.13E-15
wu:fa96c08	Wu:fa96c08	337052	2.16	6.94E-07
wu:fa96e12	Wu:fa96e12	337064	1.48	1.47E-07
wu:fb02f05	Wu:fb02f05	337231	1.57	0.00006
wu:fb07a08	Wu:fb07a08	336827	1.35	0.00006
wu:fb07c11	Wu:fb07c11	336837	1.56	0.00002
wu:fb09g03	Wu:fb09g03	336411	1.94	3.62E-10
wu:fb10c05	Wu:fb10c05	336427	2.18	4.94E-06
wu:fb10g08	Wu:fb10g08	336443	1.85	3.08E-06
wu:fb11c02	Wu:fb11c02	336462	1.53	8.10E-07
wu:fb11d07	Wu:fb11d07	336472	1.43	0.00003
wu:fb14c11	Wu:fb14c11	336586	1.5	0.00001
wu:fb16b10	Wu:fb16b10	321462	1.59	2.30E-11
wu:fb22f09	Wu:fb22f09	321604	1.42	0.00002
wu:fb30b04	Wu:fb30b04	321693	2.06	0.00007
wu:fb33c08	Wu:fb33c08	321735	1.33	0.00006
wu:fb34b02	Wu:fb34b02	386926	2.28	1.32E-06
wu:fb38d07	Wu:fb38d07	321918	2.02	3.48E-06
wu:fb51a10	Wu:fb51a10	322134	1.79	1.29E-15
wu:fb51c10	Wu:fb51c10	322143	1.61	6.22E-07
wu:fb51g08	Wu:fb51g08	322156	1.58	7.35E-06
wu:fb53g09	Wu:fb53g09	386948	1.62	6.75E-08
wu:fb59d01	Wu:fb59d01	322379	1.69	8.04E-08
wu:fb59d03	Wu:fb59d03	322381	1.97	2.21E-13
wu:fb62e08	Wu:fb62e08	322479	1.56	0.00005
wu:fb65e06	Wu:fb65e06	322570	1.79	0.00007
wu:fb67c10	Wu:fb67c10	386854	1.22	4.71E-06
wu:fb68e03	Wu:fb68e03	386970	1.83	2.57E-06
wu:fb69c03	Wu:fb69c03	322653	2.45	2.20E-11
wu:fb71c11	Wu:fb71c11	322710	1.84	0.00001
wu:fb71f10	Wu:fb71f10	322718	1.87	5.13E-08
wu:fb72d11	Wu:fb72d11	322746	1.51	0.00003
wu:fb73e03	Wu:fb73e03	322790	2.33	0.00001
wu:fb73f06	Wu:fb73f06	322799	1.65	6.27E-06
wu:fb73h08	Wu:fb73h08	322812	1.39	4.67E-06
wu:fb74f10	Wu:fb74f10	322841	2.57	6.57E-08
wu:fb76e01	Wu:fb76e01	322908	1.39	1.89E-24
wu:fb77c03	Wu:fb77c03	322933	1.69	7.95E-19
wu:fb77g05	Wu:fb77g05	322957	1.51	6.71E-08
wu:fb78c09	Wu:fb78c09	322985	1.82	0.0001
wu:fb78f01	Wu:fb78f01	322996	1.54	7.64E-07
wu:fb79b07	Wu:fb79b07	323023	1.53	0.00002
wu:fb80g02	Wu:fb80g02	323072	1.57	1.61E-07
wu:fb81e07	Wu:fb81e07	323094	1.42	5.44E-06
wu:fb82a05	Wu:fb82a05	323109	1.76	1.50E-06
wu:fb82h08	Wu:fb82h08	323143	1.66	3.26E-10
wu:fb83a09	Wu:fb83a09	323146	1.86	1.15E-11
wu:fb83f02	Wu:fb83f02	323165	2.02	1.29E-13
wu:fb92b08	Wu:fb92b08	323190	1.56	0.00002
wu:fb92g10	Wu:fb92g10	323225	1.77	2.79E-10
wu:fb93c02	Wu:fb93c02	323247	1.5	3.60E-14
wu:fb93d04	Wu:fb93d04	323251	1.51	0.00009
wu:fb97b01	Wu:fb97b01	323394	1.38	0.00008
wu:fb99a03	Wu:fb99a03	386869	1.72	0.00007
wu:fb99h02	Wu:fb99h02	323497	1.37	0.00001
wu:fc01b08	Wu:fc01b08	323510	2.05	0.00003
wu:fc03g05	Wu:fc03g05	323584	1.74	3.91E-07
wu:fc09g05	Wu:fc09g05	323773	1.4	0.00003
wu:fc09h01	Wu:fc09h01	323776	1.66	4.50E-13
wu:fc19g03	Wu:fc19g03	324132	1.39	0.00007
wu:fc21g04	Wu:fc21g04	324207	2.14	5.13E-21
wu:fc23c10	Wu:fc23c10	324269	1.51	0.00002
wu:fc23d01	Wu:fc23d01	324271	4.36	5.36E-22
wu:fc25e12	Wu:fc25e12	324321	1.54	1.42E-06
wu:fc26f04	Wu:fc26f04	324358	1.52	8.42E-06
wu:fc29g09	Wu:fc29g09	324457	1.72	5.53E-08
wu:fc30e02	Wu:fc30e02	324479	1.38	2.80E-06
wu:fc31b01	Wu:fc31b01	324503	1.38	0.00001
wu:fc37c02	Wu:fc37c02	324650	2.96	1.04E-09
wu:fc39d06	Wu:fc39d06	324722	1.47	2.12E-07
wu:fc41e04	Wu:fc41e04	386887	2.03	0.00005
wu:fc43h08	Wu:fc43h08	324808	1.38	9.66E-13
wu:fc46e05	Wu:fc46e05	324881	1.22	0.00002
wu:fc49e05	Wu:fc49e05	324959	1.68	1.77E-11
wu:fc50e08	Wu:fc50e08	324988	1.76	2.06E-10
wu:fc51a09	Wu:fc51a09	324996	1.58	0.00002
wu:fc51f03	Wu:fc51f03	325018	1.81	2.27E-06
wu:fc52h10	Wu:fc52h10	368387	1.37	5.40E-06
wu:fc56b06	Wu:fc56b06	325128	1.53	0.00005
wu:fc56g06	Wu:fc56g06	325156	1.77	7.60E-08
wu:fc58e12	Wu:fc58e12	325190	1.48	2.45E-08
wu:fc59h03	Wu:fc59h03	325214	1.85	0.00001
wu:fc60a10	Wu:fc60a10	325218	1.25	0.00008
wu:fc63a07	Wu:fc63a07	325260	1.46	4.54E-07
wu:fc65g02	Wu:fc65g02	325299	1.43	4.92E-06
wu:fc67h08	Wu:fc67h08	325345	1.64	6.76E-07
wu:fc85c01	Wu:fc85c01	325536	1.55	0.00004
wu:fc87e07	Wu:fc87e07	325555	1.75	3.51E-08
wu:fc95a03	Wu:fc95a03	325639	1.65	7.16E-06
wu:fc96f03	Wu:fc96f03	325659	1.58	3.20E-06
wu:fd02h12	Wu:fd02h12	325694	1.5	8.11E-12
wu:fd11e11	Wu:fd11e11	386799	1.61	8.79E-06
wu:fd14f04	Wu:fd14f04	327146	2.11	3.50E-07
wu:fd15a05	Wu:fd15a05	327161	1.96	2.56E-11
wu:fd18f09	Wu:fd18f09	327226	1.66	0.00001
wu:fd42c11	Wu:fd42c11	325879	1.72	0.00004
wu:fd44b04	Wu:fd44b04	325899	1.28	7.93E-06
wu:fd44g06	Wu:fd44g06	325910	1.37	0.00001
wu:fd49b10	Wu:fd49b10	325939	2.08	0.00001
wu:fd49h06	Wu:fd49h06	325940	1.48	0.00009
wu:fd54c09	Wu:fd54c09	325975	1.96	1.43E-06
wu:fd59a11	Wu:fd59a11	326034	2.13	2.80E-06
wu:fd60e07	Wu:fd60e07	326066	1.62	5.34E-13
wu:fe11h08	Wu:fe11h08	326741	1.74	9.41E-06
wu:fe16b04	Wu:fe16b04	326769	1.42	1.44E-13
wu:fe25f09	Wu:fe25f09	326829	1.48	1.07E-06
wu:fi03f09	Wu:fi03f09	327340	1.67	0.00006
wu:fi06c06	Wu:fi06c06	327405	1.73	0.0001
wu:fi13d03	Wu:fi13d03	327475	1.8	1.24E-07
wu:fi15h08	Wu:fi15h08	327532	1.53	0.00008
wu:fi18f08	Wu:fi18f08	503805	1.63	2.27E-06
wu:fi25e07	Wu:fi25e07	333989	2.11	0.00004
wu:fi27g01	Wu:fi27g01	334034	1.83	6.19E-08
wu:fi28h02	Wu:fi28h02	334056	1.54	1.73E-06
wu:fi31e12	Wu:fi31e12	334103	2.26	2.82E-08
wu:fi36c02	Wu:fi36c02	334211	1.71	5.23E-07
wu:fi39c11	Wu:fi39c11	334285	1.76	3.43E-07
wu:fi41e08	Wu:fi41e08	334338	2.1	3.02E-06
wu:fi48d11	Wu:fi48d11	334408	2.04	4.71E-09
wu:fi59b02	Wu:fi59b02	334427	1.57	2.05E-09
wu:fi71b07	Wu:fi71b07	334450	1.68	4.23E-09
wu:fj02d07	Wu:fj02d07	335329	2.63	2.37E-09
wu:fj08e01	Wu:fj08e01	335388	1.46	4.13E-07
wu:fj09h01	Wu:fj09h01	335413	1.28	0.00001
wu:fj11a06	Wu:fj11a06	335424	1.36	0.00001
wu:fj14d10	Wu:fj14d10	335457	1.81	8.67E-06
wu:fj17a09	Wu:fj17a09	335489	1.58	3.32E-07
wu:fj19a05	Wu:fj19a05	335520	1.73	6.08E-06
wu:fj22c11	Wu:fj22c11	335566	1.94	4.22E-06
wu:fj30f03	Wu:fj30f03	335626	1.77	0.00005
wu:fj34b01	Wu:fj34b01	335831	1.74	1.22E-07
wu:fj34g08	Wu:fj34g08	335853	1.38	0.00003
wu:fj34h05	Wu:fj34h05	335856	1.77	3.84E-06
wu:fj35c01	Wu:fj35c01	335862	2.16	3.03E-06
wu:fj36a06	Wu:fj36a06	386922	1.64	4.39E-07
wu:fj36c06	Wu:fj36c06	335896	1.85	4.93E-08
wu:fj37h01	Wu:fj37h01	335924	2.05	7.19E-09
wu:fj38e08	Wu:fj38e08	335938	1.79	0.00008
wu:fj38g12	Wu:fj38g12	335943	1.87	0.00001
wu:fj39g12	Wu:fj39g12	335958	1.92	4.49E-06
wu:fj42b12	Wu:fj42b12	335992	1.72	5.65E-06
wu:fj44b04	Wu:fj44b04	336030	1.31	0.00001
wu:fj46a10	Wu:fj46a10	336058	1.54	1.75E-08
wu:fj46c01	Wu:fj46c01	336059	1.58	1.69E-07
wu:fj47c02	Wu:fj47c02	336077	1.57	8.67E-06
wu:fj48a08	Wu:fj48a08	336089	2.92	0.00006
wu:fj48b05	Wu:fj48b05	336091	1.72	2.08E-10
wu:fj48e09	Wu:fj48e09	336104	2.11	3.09E-11
wu:fj51c11	Wu:fj51c11	336137	2.1	1.62E-16
wu:fj53b07	Wu:fj53b07	336166	1.45	9.94E-07
wu:fj53f12	Wu:fj53f12	336173	1.69	1.58E-15
wu:fj59h01	Wu:fj59h01	336259	1.46	0.00002
wu:fj59h10	Wu:fj59h10	336261	2.55	0.00002
wu:fj65c10	Wu:fj65c10	337373	1.57	0.00001
wu:fj68b04	Wu:fj68b04	337454	2.6	0.00003
wu:fj84d10	Wu:fj84d10	337575	1.82	1.06E-14
wu:fj86d12	Wu:fj86d12	337604	2.62	1.39E-16
wu:fj90d02	Wu:fj90d02	337641	1.42	7.51E-06
wu:fj92c04	Wu:fj92c04	337652	2.76	2.76E-12
wu:fj98c04	Wu:fj98c04	334519	1.62	0.00002
wu:fk26g04	Wu:fk26g04	336907	1.74	3.27E-08
wu:fk30a05	Wu:fk30a05	336927	1.35	0.00005
wu:fk30d11	Wu:fk30d11	336932	1.8	6.88E-06
wu:fk32g07	Wu:fk32g07	336950	1.42	0.00002
wu:fk53f01	Wu:fk53f01	335660	1.43	1.98E-06
wu:fk55d01	Wu:fk55d01	335679	2.11	0.00007
wu:fk65b04	Wu:fk65b04	335075	1.71	1.11E-06
wu:fk66c02	Wu:fk66c02	335089	1.68	2.84E-11
wu:fk68g02	Wu:fk68g02	335104	2.15	1.98E-13
wu:fk71g01	Wu:fk71g01	335121	15.94	0.0001
wu:fk78a01	Wu:fk78a01	335141	1.87	1.06E-22
wu:fk83a10	Wu:fk83a10	335167	1.25	7.78E-06
wu:fk89d07	Wu:fk89d07	335210	1.83	7.17E-11
wu:fk92d04	Wu:fk92d04	335228	1.53	2.61E-07
wu:fl08f01	Wu:fl08f01	386931	1.55	6.90E-09
wu:fl53h07	Wu:fl53h07	386820	2.35	0.00006
wu:ft63e05	Wu:ft63e05	386849	1.36	4.32E-08
ywhae2	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 2	503763	1.61	1.11E-20
zbtb22	Zinc finger and BTB domain containing 22	64809	1.84	4.97E-12
zdhhc5	Zinc finger, DHHC domain containing 5	352941	1.92	0.00005
zfhx1	Zinc finger homeobox 1	114425	1.98	1.53E-26
zgc:100832	Zgc:100832	445148	2.03	7.88E-10
zgc:100959	Zgc:100959	445225	1.65	0.00004
zgc:100989	Zgc:100989	445318	1.28	7.79E-06
zgc:101576	Zgc:101576	492772	1.22	0.00003
zgc:101596	Zgc:101596	450081	1.65	0.000000159
zgc:101659	Zgc:101659	492798	2.39	2.11E-07
zgc:101696	Zgc:101696	492790	1.19	6.65E-06
zgc:101705	Zgc:101705	450050	1.27	0.00002
zgc:101723	Zgc:101723	449558	1.61	7.39E-11
zgc:101731	Zgc:101731	447892	1.54	1.77E-09
zgc:101745	Zgc:101745	450041	1.91	8.88E-07
zgc:101746	Zgc:101746	450040	1.74	9.68E-08
zgc:101811	Zgc:101811	450028	1.47	2.54E-16
zgc:101858	Zgc:101858	449555	1.32	1.23E-10
zgc:101879	Zgc:101879	447935	1.51	0.00005
zgc:103425	Zgc:103425	450020	1.45	1.69E-07
zgc:103502	Zgc:103502	449996	2.5	0.00003
zgc:103538	Zgc:103538	449816	1.44	0.00001
zgc:103564	Zgc:103564	492461	1.21	9.47E-06
zgc:103566	Zgc:103566	403071	5.58	1.85E-09
zgc:103594	Zgc:103594	447942	2.19	9.71E-24
zgc:103678	Zgc:103678	447924	1.34	0.00009
zgc:103708	Zgc:103708	449768	1.33	4.64E-07
zgc:103728	Zgc:103728	563281	1.6	0.00006
zgc:103747	Zgc:103747	449991	1.78	3.60E-10
zgc:109979	Zgc:109979	553178	1.44	0.00002
zgc:110086	Zgc:110086	407695	1.51	1.37E-06
zgc:110104	Zgc:110104	566219	1.68	2.75E-09
zgc:110161	Zgc:110161	550546	1.27	0.00005
zgc:110175	Zgc:110175	550540	1.69	4.03E-07
zgc:110231	Zgc:110231	553600	1.68	1.76E-06
zgc:110773	Zgc:110773	613246	1.81	9.68E-08
zgc:110788	Zgc:110788	503601	1.59	9.63E-06
zgc:111945	Zgc:111945	553657	1.96	3.37E-07
zgc:112053	Zgc:112053	613140	1.76	0.00002
zgc:112055	Zgc:112055	550356	1.66	1.35E-07
zgc:112072	Zgc:112072	550467	1.53	0.00005
zgc:112141	Zgc:112141	550431	1.64	7.68E-07
zgc:112212	Zgc:112212	564608	1.74	0.00004
zgc:112296	Zgc:112296	554232	1.38	1.82E-06
zgc:112297	Zgc:112297	554137	2.34	1.49E-13
zgc:112332	Zgc:112332	553712	1.34	0.00003
zgc:112425	Zgc:112425	550495	1.65	1.09E-06
zgc:112432	Zgc:112432	550477	1.16	1.40E-06
zgc:112443	Zgc:112443	550392	1.57	5.66E-11
zgc:112983	Zgc:112983	503609	1.65	2.85E-07
zgc:113070	Zgc:113070	503535	1.67	6.37E-07
zgc:114041	Zgc:114041	574425	1.4	0.00007
zgc:114067	Zgc:114067	563324	1.61	0.00001
zgc:114123	Zgc:114123	569174	2.24	2.24E-11
zgc:114188	Zgc:114188	541327	1.71	3.93E-08
zgc:123068	Zgc:123068	403118	1.59	0.00001
zgc:123165	Zgc:123165	327176	2.13	3.70E-12
zgc:123248	Zgc:123248	641571	1.93	3.34E-08
zgc:123251	Zgc:123251	641503	3.26	4.77E-08
zgc:123269	Zgc:123269	571995	2.27	0.00001
zgc:123295	Zgc:123295	641564	2.17	0.00001
zgc:123300	Zgc:123300	641560	2.38	0.00001
zgc:136875	Zgc:136875	678522	1.71	7.07E-06
zgc:136908	Zgc:136908	563679	1.59	5.65E-06
zgc:136962	Zgc:136962	677757	1.33	7.64E-12
zgc:152701	Zgc:152701	568877	2	1.54E-12
zgc:152901	Zgc:152901	566352	2.12	1.36E-13
zgc:152902	Zgc:152902	448949	1.37	2.04E-07
zgc:152921	Zgc:152921	560688	1.21	2.22E-10
zgc:152925	Zgc:152925	767754	1.8	2.58E-06
zgc:152929	Zgc:152929	767667	2.15	4.83E-11
zgc:152965	Zgc:152965	777746	1.33	2.38E-07
zgc:152973	Zgc:152973	569810	1.38	3.32E-08
zgc:153037	Zgc:153037	751622	2.05	0.00005
zgc:153059	Zgc:153059	767736	1.72	0.00001
zgc:153103	Zgc:153103	767686	1.62	1.56E-13
zgc:153105	Zgc:153105	767643	2.17	0.00005
zgc:153256	Zgc:153256	751698	2.69	4.43E-14
zgc:153349	Zgc:153349	555269	3.68	3.44E-16
zgc:153404	Zgc:153404	767765	2.88	0
zgc:153425	Zgc:153425	751740	1.34	0.00003
zgc:153437	Zgc:153437	567109	1.49	9.75E-06
zgc:153447	Zgc:153447	406849	1.87	6.01E-11
zgc:153635	Zgc:153635	564210	1.78	1.22E-16
zgc:153860	Zgc:153860	553512	1.91	9.32E-07
zgc:153898	Zgc:153898	561339	1.67	0.00002
zgc:153918	Zgc:153918	563742	1.44	3.12E-07
zgc:153978	Zgc:153978	751638	1.9	3.97E-11
zgc:154079	Zgc:154079	777750	1.52	3.33E-08
zgc:158179	Zgc:158179	407676	1.67	3.13E-08
zgc:158320	Zgc:158320	780837	1.62	0.00003
zgc:158343	Zgc:158343	568780	1.46	1.75E-15
zgc:158367	Zgc:158367	571403	1.98	5.83E-07
zgc:158385	Zgc:158385	791159	1.73	0.00003
zgc:158448	Zgc:158448	790936	2.41	0.00004
zgc:158474	Zgc:158474	558152	2.49	7.86E-07
zgc:158494	Zgc:158494	386720	1.98	4.91E-07
zgc:158852	Zgc:158852	565497	1.79	0
zgc:158867	Zgc:158867	791129	1.93	2.70E-06
zgc:162081	Zgc:162081	568509	1.38	9.30E-06
zgc:162290	Zgc:162290	100007897	1.5	6.86E-06
zgc:162297	Zgc:162297	555865	1.97	1.39E-09
zgc:162989	Zgc:162989	100037351	2.03	0.00007
zgc:163008	Zgc:163008	323951	1.58	0.00005
zgc:163141	Zgc:163141	568092	1.85	0.00002
zgc:55291	Zgc:55291	406855	1.42	0.00008
zgc:55511	Zgc:55511	393129	1.44	3.02E-06
zgc:55587	Zgc:55587	334167	1.92	5.34E-13
zgc:55652	Zgc:55652	327253	1.49	4.19E-06
zgc:55696	Zgc:55696	393095	1.29	2.80E-09
zgc:55705	Zgc:55705	406351	1.43	2.86E-15
zgc:55733	Zgc:55733	393968	1.35	3.29E-11
zgc:55815	Zgc:55815	393145	1.94	3.18E-07
zgc:55843	Zgc:55843	334383	1.86	6.81E-07
zgc:55876	Zgc:55876	323700	1.78	5.31E-09
zgc:55879	Zgc:55879	334217	1.34	0.00002
zgc:55888	Zgc:55888	393114	2.31	7.45E-09
zgc:56085	Zgc:56085	327506	2.27	3.40E-06
zgc:56140	Zgc:56140	406278	1.43	2.76E-07
zgc:56183	Zgc:56183	393947	1.36	4.58E-06
zgc:56208	Zgc:56208	327336	1.55	3.95E-07
zgc:56326	Zgc:56326	394142	2.42	5.78E-08
zgc:56372	Zgc:56372	394101	1.35	6.37E-09
zgc:56390	Zgc:56390	394058	1.51	2.77E-06
zgc:56533	Zgc:56533	394045	1.42	0.00003
zgc:56706	Zgc:56706	393244	1.56	2.99E-11
zgc:63470	Zgc:63470	393420	1.41	6.70E-06
zgc:63472	Zgc:63472	393568	1.39	0.00004
zgc:63483	Zgc:63483	327613	1.43	0.00002
zgc:63489	Zgc:63489	393602	1.95	3.31E-41
zgc:63554	Zgc:63554	406794	1.43	0.00006
zgc:63610	Zgc:63610	393435	1.81	1.53E-21
zgc:63654	Zgc:63654	394124	1.64	3.21E-12
zgc:63691	Zgc:63691	393456	1.76	0.00005
zgc:63759	Zgc:63759	393460	1.62	3.39E-08
zgc:63910	Zgc:63910	393659	2.76	1.28E-06
zgc:63943	Zgc:63943	393375	1.44	4.95E-06
zgc:63994	Zgc:63994	336282	1.46	0.00001
zgc:64014	Zgc:64014	334644	1.42	3.07E-06
zgc:64155	Zgc:64155	337087	1.4	1.68E-06
zgc:64187	Zgc:64187	393389	3.28	1.61E-06
zgc:64190	Zgc:64190	335628	1.77	1.29E-09
zgc:64214	Zgc:64214	393394	1.86	9.51E-08
zgc:64220	Zgc:64220	394082	2.06	7.31E-12
zgc:65779	Zgc:65779	406612	2.02	3.08E-07
zgc:65780	Zgc:65780	393506	1.44	2.79E-07
zgc:65811	Zgc:65811	393524	3.07	4.82E-12
zgc:65873	Zgc:65873	393514	1.73	0.00001
zgc:65884	Zgc:65884	394171	1.58	6.15E-07
zgc:65888	Zgc:65888	393655	1.52	0.00004
zgc:65895	Zgc:65895	393546	1.38	1.11E-08
zgc:65909	Zgc:65909	393504	1.78	4.16E-25
zgc:66101	Zgc:66101	393513	2.6	8.10E-06
zgc:66110	Zgc:66110	393532	1.33	1.45E-06
zgc:66168	Zgc:66168	337810	3.01	4.94E-17
zgc:66433	Zgc:66433	321250	1.54	0.00008
zgc:73149	Zgc:73149	336812	1.62	5.97E-14
zgc:73218	Zgc:73218	335925	1.17	0.00009
zgc:73277	Zgc:73277	393747	1.63	1.60E-09
