Gene	GeneID	Probeset	Is.Sense	Fold.change	P.Adj	Symbol	Symbol.alt	Chromosome	Alternative symbols	Official full name
ZNRF3	84133	ADXCRPD.10855.C1_at	TRUE	0.650506797	0.006072807	ZNRF3	ZNRF3	22q12.1	BK747E2.3|RNF203	zinc and ring finger 3
RAMP1	10267	ADXCRPD.8370.C1_at	TRUE	-0.753013834	0.006205945	RAMP1	RAMP1	2q36-q37.1		receptor (G protein-coupled) activity modifying protein 1
LOC80054	80054	ADXCRAG_BC027959_at	TRUE	0.81045209	0.006416684	LOC80054		19q13.11	FLJ12355	hypothetical LOC80054
DKC1	1736	ADXCRAD_BU161216_at	TRUE	0.711819543	0.006559453	DKC1	DKC1	Xq28	CBF5|DKC|FLJ97620|NAP57|NOLA4|XAP101	dyskeratosis congenita 1, dyskerin
PRDX5	25824	ADXCRIH.314.C1_x_at	TRUE	0.900211529	0.006575294	PRDX5	PRDX5	11q13	ACR1|AOEB166|B166|MGC117264|MGC142283|MGC142285|PLP|PMP20|PRDX6|PRXV	peroxiredoxin 5
LEFTY1	10637	ADXCRIH.2802.C1_at	TRUE	1.467964544	0.006783166	LEFTY1	LEFTY1	1q42.1	LEFTB|LEFTYB	left-right determination factor 1
STC2	8614	ADXCRAG_BC000658_s_at	TRUE	0.895177378	0.006888599	STC2	STC2	5q35.1	STC-2|STCRP	stanniocalcin 2
PABPC1L	80336	ADXCRPD.4612.C1_s_at	TRUE	0.743462716	0.006975749	PABPC1L	PABPC1L		C20orf119|FLJ11840|FLJ30809|FLJ42053|PABPC1L1|dJ1069P2.3|ePAB	poly(A) binding protein, cytoplasmic 1-like
HEPH	9843	ADXCRAD_CN361719_s_at	TRUE	0.625710002	0.006998835	HEPH	HEPH	Xq11-q12	CPL|KIAA0698	hephaestin
PCCA	5095	ADXCRPD.7006.C1_s_at	TRUE	1.026223435	0.007211514	PCCA	PCCA	13q32		propionyl CoA carboxylase, alpha polypeptide
PIGZ	80235	ADXCRAG_BC044640_at	TRUE	0.826559576	0.007372639	PIGZ	PIGZ	3q29	FLJ12768|GPI-MT-IV|MGC52163|PIG-Z|SMP3	phosphatidylinositol glycan anchor biosynthesis, class Z
HOXC6	3223	ADXCRAD_NM_153693_at	TRUE	-0.915336673	0.007397076	HOXC6	HOXC6	12q13.3	CP25|HHO.C8|HOX3|HOX3C	homeobox C6
TRPM2	7226	ADXCRAG_NM_003307_at	TRUE	0.739917539	0.007606631	TRPM2	TRPM2	21q22.3	EREG1|KNP3|LTRPC2|MGC133383|NUDT9H|NUDT9L1|TRPC7	transient receptor potential cation channel, subfamily M, member 2
PIK3AP1	118788	ADXCRAD_CB161421_s_at	TRUE	-0.760431762	0.007758499	PIK3AP1	PIK3AP1	10q24.1	BCAP|RP11-34E5.3	phosphoinositide-3-kinase adaptor protein 1
GCNT3	9245	ADXCRIH.1160.C1_s_at	TRUE	-1.006288656	0.007758499	GCNT3	GCNT3	15q21.3	C2/4GnT|C24GNT|C2GNT2|C2GNTM|GNTM	glucosaminyl (N-acetyl) transferase 3, mucin type
ANKRD27	84079	ADXCRAD_CN262164_s_at	TRUE	0.58512433	0.007768833	ANKRD27	ANKRD27	19q13.11	DKFZp434L0718|FLJ00040|VARP	ankyrin repeat domain 27 (VPS9 domain)
MOGAT2	80168	ADXCRAD_AK000245_at	FALSE	1.001997702	0.007952723	MOGAT2	MOGAT2	11q13.5	DGAT2L5|FLJ22644|MGAT2|MGC119183|MGC119184|MGC119185	monoacylglycerol O-acyltransferase 2
AHNAK2	113146	ADXCRAG_BC004283_at	TRUE	-0.770676248	0.008161506	AHNAK2	AHNAK2	14q32.33	C14orf78|KIAA2019	AHNAK nucleoprotein 2
FLJ23867	200058	ADXCRAG_AL832927_s_at	TRUE	-0.655784393	0.008188769	FLJ23867		1q25.2		hypothetical protein FLJ23867
CCND2	894	ADXCRPD.13560.C1_at	FALSE	0.703576712	0.008366122	CCND2	CCND2	12p13	KIAK0002|MGC102758	cyclin D2
TBC1D5	9779	ADXCRAD_CD557894_s_at	TRUE	0.689735166	0.008392015	TBC1D5	TBC1D5	3p24.3	KIAA0210	TBC1 domain family, member 5
OLFM4	10562	ADXCRAD_BF758491_x_at	TRUE	1.513141081	0.008614924	OLFM4	OLFM4	13q14.3	GC1|GW112|KIAA4294|OLM4|OlfD|UNQ362|bA209J19.1|hGC-1|hOLfD	olfactomedin 4
CCDC14	64770	ADXCRPDRC.7426.C1_s_at	TRUE	0.595544931	0.008614924	CCDC14	CCDC14	3q21.1	DKFZp434L1050|FLJ12892|FLJ41065	coiled-coil domain containing 14
CBFA2T2	9139	ADXCRPD.9302.C1_s_at	TRUE	0.726860076	0.008626451	CBFA2T2	CBFA2T2	20q11	DKFZp313F2116|EHT|MTGR1|ZMYND3|p85	core-binding factor, runt domain, alpha subunit 2; translocated to, 2
SCEL	8796	ADXCRAD_BX095638_at	TRUE	-0.884625359	0.00863644	SCEL	SCEL	13q22	FLJ21667|MGC22531	sciellin
MUC5AC	4586	ADXCRAD_Z34282_x_at	TRUE	-1.015053786	0.008869296	MUC5AC	MUC5AC	11p15.5	MUC5|TBM|leB	mucin 5AC, oligomeric mucus/gel-forming
C3orf14	57415	ADXCRPDRC.1476.C1_at	TRUE	0.644159215	0.009162795	C3orf14	C3orf14	3p14.2		chromosome 3 open reading frame 14
DKFZP564O0823	25849	ADXCRPD.8977.C1_at	TRUE	0.701150749	0.009612745	PARM1	PARM1	4q13.3-q21.3	Cipar1|DKFZP564O0823|PARM-1|WSC4	prostate androgen-regulated mucin-like protein 1
CEL	1056	ADXCRAG_BC042510_s_at	TRUE	1.394433768	0.00989954	CEL	CEL	9q34.3	BAL|BSDL|BSSL|CELL|CEase|FAP|FAPP|LIPA|MODY8	carboxyl ester lipase (bile salt-stimulated lipase)
