Oligo_id	Entrez gene	Gene Symbol (Clone|gene ID converter)	Description (Clone|gene ID converter)	description	chromosome	RefSeq	gene_id	transcript_id	logFC	AveExpr	t	P.Value	adj.P.Value
H200003052	55529	TMEM55A	Transmembrane protein 55A	-	8	NM_018710	ENSG00000155099	ENST00000285419	-0.3123575	5.987951	-4.097397	6.72E-05	0.002150466
H200012717	2788	GNG7	Guanine nucleotide binding protein (G protein), gamma 7	Guanine nucleotide-binding protein G(I)/G(S)/G(O) gamma-7 subunit. [Source:Uniprot/SWISSPROT;Acc:O60262]	19	NM_052847	ENSG00000176533	ENST00000323883	-0.312839	5.877157	-4.272475	3.37E-05	0.001284901
H200016634	55623	THUMPD1	THUMP domain containing 1	THUMP domain containing 1 [Homo sapiens]. [Source:RefSeq;Acc:NM_017736]	16	NM_017736	ENSG00000066654	ENST00000173569	-0.3129497	7.030397	-3.639785	0.000371529	0.008142677
H200010908	54522	ANKRD16	Ankyrin repeat domain 16	-	10	XM_166138	ENSG00000134461	ENST00000191063, ENST00000256878	-0.315742	6.650828	-2.940091	0.003785129	0.03812511
H200014658	9077	DIRAS3	DIRAS family, GTP-binding RAS-like 3	Rho-related GTP-binding protein RhoI. [Source:Uniprot/SWISSPROT;Acc:O95661]	1	NM_004675	ENSG00000162595	ENST00000294603	-0.3181755	5.319462	-3.42464	0.000788387	0.01349637
H200006579	1524	CX3CR1	Chemokine (C-X3-C motif) receptor 1	CX3C chemokine receptor 1 (C-X3-C CKR-1) (CX3CR1) (Fractalkine receptor) (GPR13) (V28) (Beta chemokine receptor-like 1) (CMK-BRL-1) (CMKBLR1). [Source:Uniprot/SWISSPROT;Acc:P49238]	3	NM_001337	ENSG00000168329	ENST00000358309, ENST00000301979	-0.3196002	5.649103	-4.117737	6.21E-05	0.002074376
H200014084	10234	LRRC17	Leucine rich repeat containing 17	Leucine-rich repeat-containing protein 17 precursor (p37NB) (UNQ3076/PRO9909). [Source:Uniprot/SWISSPROT;Acc:Q8N6Y2]	7	NM_005824	ENSG00000128606	ENST00000249377, ENST00000339431	-0.3202075	6.44445	-3.495004	0.000618705	0.01156906
H200017402	51146	A4GNT	Alpha-1,4-N-acetylglucosaminyltransferase	Alpha-1,4-N-acetylglucosaminyltransferase (EC 2.4.1.-) (Alpha4GnT). [Source:Uniprot/SWISSPROT;Acc:Q9UNA3]	3	NM_016161	ENSG00000118017	ENST00000236709	-0.3207561	6.344279	-3.248506	0.001423193	0.01958545
H200006373	5768	QSOX1	Quiescin Q6 sulfhydryl oxidase 1	quiescin Q6 isoform a [Homo sapiens]. [Source:RefSeq;Acc:NM_002826]	1	NM_002826,NM_001004128	ENSG00000116260	ENST00000335913	-0.3207671	7.496511	-3.488077	0.000633744	0.01171932
H200000249	4620	MYH2	Myosin heavy chain, skeletal muscle, adult 2 (Myosin heavy chain IIa) (MyHC-IIa). [Source:Uniprot/SWISSPROT;Acc:Q9UKX2]	Myosin heavy chain, skeletal muscle, adult 2 (Myosin heavy chain IIa) (MyHC-IIa). [Source:Uniprot/SWISSPROT;Acc:Q9UKX2]	17	NM_017534	ENSG00000125414	ENST00000245503	-0.3228169	6.040656	-3.727545	0.000270739	0.00634495
H200006155	929	CD14	CD14 molecule	Monocyte differentiation antigen CD14 precursor (Myeloid cell-specific leucine-rich glycoprotein). [Source:Uniprot/SWISSPROT;Acc:P08571]	5	NM_000591	ENSG00000170458	ENST00000302014	-0.3295132	7.614632	-3.289436	0.001243211	0.01784933
H200012604	3553	IL1B	Interleukin 1, beta	Interleukin-1 beta precursor (IL-1 beta) (Catabolin). [Source:Uniprot/SWISSPROT;Acc:P01584]	2	NM_000576	ENSG00000125538	ENST00000263341	-0.3296541	5.553462	-4.503019	1.31E-05	0.000664473
H200002954	8819	SAP30	Sin3A-associated protein, 30kDa	sin3 associated polypeptide p30 [Homo sapiens]. [Source:RefSeq;Acc:NM_003864]	4	NM_003864	ENSG00000164105	ENST00000296504	-0.3311436	6.860036	-3.712817	0.000285617	0.006563647
H200005552	11010	GLIPR1	GLI pathogenesis-related 1 (glioma)	Glioma pathogenesis-related protein 1 (GliPR 1) (RTVP-1 protein). [Source:Uniprot/SWISSPROT;Acc:P48060]	12	NM_006851	ENSG00000139278	ENST00000266659	-0.3311648	6.258237	-4.199078	4.51E-05	0.001617247
H200003171	9863	MAGI2	Membrane associated guanylate kinase, WW and PDZ domain containing 2	Atrophin-1 interacting protein 1 (Atrophin-1 interacting protein A) (Membrane associated guanylate kinase inverted-2) (MAGI-2). [Source:Uniprot/SWISSPROT;Acc:Q86UL8]	7	NM_012301	ENSG00000187391	ENST00000344634, ENST00000354212	-0.3321162	6.028623	-3.397807	0.000863897	0.01410238
H200003045	85004	RERG	RAS-like, estrogen-regulated, growth inhibitor	RAS-like, estrogen-regulated, growth inhibitor; RAS-like, estrogen-regulated, growth-inhibitor [Homo sapiens]. [Source:RefSeq;Acc:NM_032918]	12	NM_032918	ENSG00000134533	ENST00000256953	-0.3341759	7.279477	-2.891844	0.004382132	0.04294597
H200010635	8321	FZD1	Frizzled homolog 1 (Drosophila)	Frizzled 1 precursor (Frizzled-1) (Fz-1) (hFz1) (FzE1). [Source:Uniprot/SWISSPROT;Acc:Q9UP38]	7	NM_003505	ENSG00000157240	ENST00000287934	-0.3362771	6.611721	-4.117245	6.22E-05	0.002074376
H200014470	80031	SEMA6D	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	semaphorin 6D isoform 1 precursor [Homo sapiens]. [Source:RefSeq;Acc:NM_020858]	15	NM_153619,NM_153618,NM_153617,NM_153616,NM_020858	ENSG00000137872	ENST00000354744, ENST00000316364, ENST00000358066, ENST00000355997	-0.338078	5.516433	-3.27353	0.001310472	0.01824639
H200005535	5627	PROS1	Protein S (alpha)	Vitamin K-dependent protein S precursor. [Source:Uniprot/SWISSPROT;Acc:P07225]	3	NM_000313	ENSG00000184500	ENST00000348974	-0.3403317	6.547452	-3.737984	0.000260643	0.006169409
H200004204	2743	GLRB	Glycine receptor, beta	Glycine receptor beta chain precursor (Glycine receptor 58 kDa subunit). [Source:Uniprot/SWISSPROT;Acc:P48167]	4	NM_000824	ENSG00000109738	ENST00000264428	-0.3421068	5.742278	-3.960583	0.000113801	0.003206749
H200013788	26040	SETBP1	SET binding protein 1	SET-binding protein (SEB). [Source:Uniprot/SWISSPROT;Acc:Q9Y6X0]	18	NM_015559	ENSG00000152217	ENST00000282030	-0.3422575	6.932734	-3.79763	0.000209453	0.005164318
H200019173	6654	SOS1	Son of sevenless homolog 1 (Drosophila)	Son of sevenless protein homolog 1 (SOS-1). [Source:Uniprot/SWISSPROT;Acc:Q07889]	2	NM_005633	ENSG00000115904	ENST00000263879	-0.3435675	6.057665	-4.287202	3.17E-05	0.001230981
H200009537	116362	RBP7	Retinol binding protein 7, cellular	Retinol-binding protein IV, cellular (CRBP-IV) (CRBP4) (Retinoid binding protein 7). [Source:Uniprot/SWISSPROT;Acc:Q96R05]	1	NM_052960	ENSG00000162444	ENST00000315901, ENST00000294435	-0.3458002	6.387198	-3.696778	0.000302696	0.006889244
H200004771	4066	LYL1	Lymphoblastic leukemia derived sequence 1	Lyl-1 protein (Lymphoblastic leukemia derived sequence 1). [Source:Uniprot/SWISSPROT;Acc:P12980]	19	NM_005583	ENSG00000104903	ENST00000264824	-0.3493897	6.645635	-3.316969	0.001134333	0.01709708
H200004139	56675	NRIP3	Nuclear receptor interacting protein 3	Nuclear receptor interacting protein 3 (Sarcoma antigen NY-SAR-105). [Source:Uniprot/SWISSPROT;Acc:Q9NQ35]	11	NM_020645	ENSG00000175352	ENST00000309166	-0.3508481	5.686675	-3.164883	0.001868694	0.02390918
H200006236	1009	CDH11	Cadherin 11, type 2, OB-cadherin (osteoblast)	Cadherin-11 precursor (Osteoblast-cadherin) (OB-cadherin) (OSF-4). [Source:Uniprot/SWISSPROT;Acc:P55287]	16	NM_033664,NM_001797	ENSG00000140937	ENST00000268603	-0.3558586	7.023637	-3.42862	0.000777728	0.01343709
H200002365	2330	FMO5	Flavin containing monooxygenase 5	Dimethylaniline monooxygenase [N-oxide-forming] 5 (EC 1.14.13.8) (Hepatic flavin-containing monooxygenase 5) (FMO 5) (Dimethylaniline oxidase 5). [Source:Uniprot/SWISSPROT;Acc:P49326]	1	NM_001461	ENSG00000131781	ENST00000254090	-0.3559162	6.133561	-3.51122	0.000584794	0.01124165
H200006324	5825	ABCD3	ATP-binding cassette, sub-family D (ALD), member 3	ATP-binding cassette, sub-family D, member 3 (70 kDa peroxisomal membrane protein) (PMP70). [Source:Uniprot/SWISSPROT;Acc:P28288]	1	NM_002858	ENSG00000117528	ENST00000263889	-0.3561329	7.564465	-3.387428	0.000894883	0.01431208
H200002158	8863	PER3	Period homolog 3 (Drosophila)	Period circadian protein 3 (hPER3). [Source:Uniprot/SWISSPROT;Acc:P56645]	1	NM_016831	ENSG00000049246	ENST00000361923, ENST00000168666	-0.3571689	6.877893	-4.099459	6.67E-05	0.002150466
H200000108	4300	MLLT3	Myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3	AF-9 protein. [Source:Uniprot/SWISSPROT;Acc:P42568]	9	NM_004529	ENSG00000171843	ENST00000304275	-0.3582802	5.995511	-4.431619	1.76E-05	0.000863659
H200004893	84332	DYDC2	DPY30 domain containing 2	-	10	NM_032372	ENSG00000133665	ENST00000256039, ENST00000316132	-0.3585079	5.638254	-3.420921	0.000798469	0.01349984
H200000702	5241	PGR	Progesterone receptor	Progesterone receptor (PR). [Source:Uniprot/SWISSPROT;Acc:P06401]	11	NM_000926	ENSG00000082175	ENST00000325455, ENST00000309109, ENST00000263463	-0.3603835	5.404826	-3.64189	0.000368744	0.008142677
H200000981	10529	NEBL	Nebulette	Nebulette (Actin-binding Z-disk protein). [Source:Uniprot/SWISSPROT;Acc:O76041]	10	NM_006393	ENSG00000078114	ENST00000311749	-0.3608446	6.909198	-4.224472	4.08E-05	0.001507842
H200003891	5813	PURA	Purine-rich element binding protein A	Transcriptional activator protein PUR-alpha (Purine-rich single- stranded DNA-binding protein alpha). [Source:Uniprot/SWISSPROT;Acc:Q00577]	5	NM_005859	ENSG00000185129	ENST00000331327	-0.3639865	6.434832	-4.41837	1.86E-05	0.000863659
H200013414	8660	IRS2	Insulin receptor substrate 2	Insulin receptor substrate-2 (IRS-2). [Source:Uniprot/SWISSPROT;Acc:Q9Y4H2]	13	NM_003749	ENSG00000185950	ENST00000331375	-0.3646694	6.184165	-3.713099	0.000285325	0.006563647
H200013811	6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Possible global transcription activator SNF2L1. [Source:Uniprot/SWISSPROT;Acc:P28370]	X	NM_003069,NM_139035	ENSG00000102038	ENST00000218157, ENST00000339050	-0.3646881	6.567852	-3.594454	0.000436564	0.00930944
H200004077	79901	CYBRD1	Cytochrome b reductase 1	cytochrome b reductase 1; duodenal cytochrome b; cytochrome b reducatse 1 [Homo sapiens]. [Source:RefSeq;Acc:NM_024843]	2	NM_024843	ENSG00000071967	ENST00000321348	-0.3676449	8.534734	-3.024462	0.002917341	0.0328826
H200011925	1295	COL8A1	Collagen, type VIII, alpha 1	Collagen alpha 1(VIII) chain precursor (Endothelial collagen). [Source:Uniprot/SWISSPROT;Acc:P27658]	3	NM_001850,NM_020351	ENSG00000144810	ENST00000261037, ENST00000347398	-0.3709458	6.238787	-3.91657	0.00013443	0.003743475
H200006959	9358	ITGBL1	Integrin, beta-like 1 (with EGF-like repeat domains)	integrin, beta-like 1 (with EGF-like repeat domains) [Homo sapiens]. [Source:RefSeq;Acc:NM_004791]	13	NM_004791	ENSG00000198542	ENST00000355866	-0.3761097	7.057208	-4.042692	8.31E-05	0.00252193
H200010600	57507	ZNF608	Zinc finger protein 608	-	5	NM_020747	ENSG00000168916	ENST00000306315	-0.3761879	5.522297	-4.511739	1.27E-05	0.000664473
H200002500	23303	KIF13B	Kinesin family member 13B	Kinesin-like protein KIF13B (Kinesin-like protein GAKIN). [Source:Uniprot/SWISSPROT;Acc:Q9NQT8]	8	NM_015254	ENSG00000197892	ENST00000361438, ENST00000355514, ENST00000357808	-0.3774366	6.959735	-4.353121	2.43E-05	0.001045958
H200001141	30008	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	EGF-containing fibulin-like extracellular matrix protein 2 precursor (Fibulin-4) (FIBL-4) (UPH1 protein) (UNQ200/PRO226). [Source:Uniprot/SWISSPROT;Acc:O95967]	11	NM_016938	ENSG00000172638	ENST00000307998	-0.3775234	6.44776	-4.684754	6.10E-06	0.00039012
H200002810	51232	CRIM1	Cysteine rich transmembrane BMP regulator 1 (chordin-like)	cysteine-rich motor neuron 1; cysteine-rich repeat-containing protein S52 precursor [Homo sapiens]. [Source:RefSeq;Acc:NM_016441]	2	NM_016441	ENSG00000150938	ENST00000280527	-0.3797458	6.678849	-4.237785	3.87E-05	0.001452669
H200021073	4071	TM4SF1	Transmembrane 4 L six family member 1	Transmembrane 4 superfamily member 1 (Tumor-associated antigen L6) (Membrane component, surface marker 1) (M3S1). [Source:Uniprot/SWISSPROT;Acc:P30408]	3	NM_014220	ENSG00000169908	ENST00000305366	-0.3798529	6.456942	-3.288408	0.001247459	0.01784933
H200001945	116844	LRG1	Leucine-rich alpha-2-glycoprotein 1	Leucine-rich alpha-2-glycoprotein precursor (LRG). [Source:Uniprot/SWISSPROT;Acc:P02750]	19	NM_052972	ENSG00000171236	ENST00000306390	-0.3821739	6.868119	-3.214143	0.001592727	0.02150326
H200014409	57562	KIAA1377	KIAA1377	-	11	NM_020802	ENSG00000110318	ENST00000263468	-0.3840318	5.652587	-4.811078	3.54E-06	0.000310073
H200001854	10468	FST	Follistatin	Follistatin precursor (FS) (Activin-binding protein). [Source:Uniprot/SWISSPROT;Acc:P19883]	5	NM_006350,NM_013409	ENSG00000134363	ENST00000256759	-0.3866292	6.000135	-3.997771	9.88E-05	0.00292195
H200000951	27122	DKK3	Dickkopf homolog 3 (Xenopus laevis)	Dickkopf related protein-3 precursor (Dkk-3) (Dickkopf-3) (hDkk-3) (UNQ258/PRO295). [Source:Uniprot/SWISSPROT;Acc:Q9UBP4]	11	NM_013253,NM_015881	ENSG00000050165	ENST00000326932	-0.387895	6.88726	-3.900626	0.000142745	0.003843725
H200001536	57509	MTUS1	Mitochondrial tumor suppressor 1	mitochondrial tumor suppressor 1 isoform 3; transcription factor MTSG1; erythroid differentiation-related gene; mitochondrial tumor suppressor gene 1; AT2 receptor-interacting protein [Homo sapiens]. [Source:RefSeq;Acc:NM_001001927]	8	NM_001001924,NM_001001925,NM_001001931,NM_001001927,NM_020749	ENSG00000129422	ENST00000297488, ENST00000262102	-0.3888981	6.946824	-3.86935	0.000160497	0.004174693
H200003092	51313	C4orf18	Chromosome 4 open reading frame 18	-	4	NM_016613	ENSG00000164125	ENST00000337222, ENST00000296530, ENST00000322316	-0.389156	8.054084	-3.339843	0.001050715	0.01623444
H200013530	79838	TMC5	Transmembrane channel-like 5	transmembrane channel-like 5 [Homo sapiens]. [Source:RefSeq;Acc:NM_024780]	16	NM_024780	ENSG00000103534	ENST00000219821	-0.3893871	6.255848	-2.974873	0.003402082	0.03550497
H200013841	4013	LOH11CR2A	Loss of heterozygosity, 11, chromosomal region 2, gene A	Loss of heterozygosity 11 chromosomal region 2 gene A protein (Breast cancer suppressor candidate 1) (BCSC-1). [Source:Uniprot/SWISSPROT;Acc:O00534]	11	NM_014622	ENSG00000110002	ENST00000278921	-0.392429	6.202536	-4.419935	1.85E-05	0.000863659
H200001634	2274	FHL2	Four and a half LIM domains 2	Skeletal muscle LIM-protein 3 (SLIM 3) (LIM-domain protein DRAL) (Four and a half LIM domains protein 2) (FHL-2). [Source:Uniprot/SWISSPROT;Acc:Q14192]	2	NM_201557,NM_201555,NM_201556,NM_001450	ENSG00000115641	ENST00000322142, ENST00000344213, ENST00000358129, ENST00000336660	-0.3962054	7.8442	-3.052878	0.002669095	0.03066868
H200017065	27086	FOXP1	Forkhead box P1	Forkhead box protein P1 (HSPC215). [Source:Uniprot/SWISSPROT;Acc:Q9H334]	3	NM_032682	ENSG00000114861	ENST00000342334, ENST00000358280, ENST00000318789, ENST00000356973, ENST00000339693, ENST00000318796	-0.3970223	6.719487	-4.311303	2.88E-05	0.00115459
H200019156	1958	EGR1	Early growth response 1	Early growth response protein 1 (EGR-1) (Krox-24 protein) (ZIF268) (Nerve growth factor-induced protein A) (NGFI-A) (Transcription factor ETR103) (Zinc finger protein 225) (AT225). [Source:Uniprot/SWISSPROT;Acc:P18146]	5	NM_001964	ENSG00000120738	ENST00000239938	-0.397888	7.642954	-2.83022	0.005269772	0.04949822
H200017471	23678	SGK3	Serum/glucocorticoid regulated kinase family, member 3	Serine/threonine-protein kinase Sgk3 (EC 2.7.1.37) (Serum/glucocorticoid regulated kinase 3) (Serum/glucocorticoid regulated kinase-like). [Source:Uniprot/SWISSPROT;Acc:Q96BR1]	8	NM_013257,NM_170709	ENSG00000104205	ENST00000262211, ENST00000345714	-0.4107305	6.957002	-3.278446	0.001289333	0.01816578
H200003296	54741	LEPR	Leptin receptor gene-related protein (OB-R gene related protein) (OB- RGRP). [Source:Uniprot/SWISSPROT;Acc:O15243]	Leptin receptor gene-related protein (OB-R gene related protein) (OB- RGRP). [Source:Uniprot/SWISSPROT;Acc:O15243]	1	NM_017526	ENSG00000116678	ENST00000235319	-0.4114494	6.921618	-4.616096	8.17E-06	0.000483203
H200005661	5586	PKN2	Protein kinase N2	Protein kinase C-like 2 (EC 2.7.1.-) (Protein-kinase C-related kinase 2). [Source:Uniprot/SWISSPROT;Acc:Q16513]	1	NM_006256	ENSG00000065243	ENST00000361935, ENST00000361145	-0.4116078	6.868387	-4.314211	2.85E-05	0.00115459
H200006111	7832	BTG2	BTG family, member 2	BTG2 protein (NGF-inducible anti-proliferative protein PC3). [Source:Uniprot/SWISSPROT;Acc:P78543]	1	NM_006763	ENSG00000159388	ENST00000290551	-0.4120516	7.642217	-3.749879	0.000249572	0.00596703
H200017072	8490	RGS5	Regulator of G-protein signaling 5	Regulator of G-protein signaling 5 (RGS5). [Source:Uniprot/SWISSPROT;Acc:O15539]	1	NM_003617	ENSG00000143248	ENST00000313961	-0.4192319	6.997978	-3.883418	0.000152267	0.004004934
H200004452	85012	TCEAL3	Transcription elongation factor A (SII)-like 3	-	X	NM_032926,NM_001006933,NM_001006938	ENSG00000196507	ENST00000243286	-0.4268985	7.898645	-3.8085	0.000201217	0.005013474
H200001910	22836	RHOBTB3	Rho-related BTB domain containing 3	Rho-related BTB domain-containing protein 3. [Source:Uniprot/SWISSPROT;Acc:O94955]	5	NM_014899	ENSG00000164292	ENST00000296731	-0.4309752	7.301805	-3.86385	0.000163828	0.004215021
H200016296	1733	DIO1	Deiodinase, iodothyronine, type I	Type I iodothyronine deiodinase (EC 1.97.1.10) (Type-I 5deiodinase) (DIOI) (Type 1 DI) (5DI). [Source:Uniprot/SWISSPROT;Acc:P49895]	1	NM_213593,NM_000792	ENSG00000181150	ENST00000322679, ENST00000361921	-0.4334012	5.613321	-3.31109	0.001156804	0.01711347
H200012310	1473	CST5	Cystatin D	Cystatin D precursor. [Source:Uniprot/SWISSPROT;Acc:P28325]	20	NM_001900	ENSG00000170367	ENST00000304710	-0.4445877	5.866688	-2.978556	0.00336368	0.03538591
H200006265	2202	EFEMP1	EGF-containing fibulin-like extracellular matrix protein 1	EGF-containing fibulin-like extracellular matrix protein 1 precursor (Fibulin-3) (FIBL-3) (Fibrillin-like protein) (Extracellular protein S1-5). [Source:Uniprot/SWISSPROT;Acc:Q12805]	2	NM_004105,NM_018894	ENSG00000115380	ENST00000355426, ENST00000309781, ENST00000351020, ENST00000337611	-0.4614701	7.662783	-3.338282	0.001056233	0.01623444
H200003548	2353	FOS	V-fos FBJ murine osteosarcoma viral oncogene homolog	Proto-oncogene protein c-fos (Cellular oncogene fos) (G0/G1 switch regulatory protein 7). [Source:Uniprot/SWISSPROT;Acc:P01100]	14	NM_005252	ENSG00000170345	ENST00000303562	-0.4623906	8.321199	-3.000542	0.003142609	0.03416205
H200001526	25994	HIGD1A	HIG1 domain family, member 1A	-	3	NM_014056	ENSG00000181061	ENST00000321331	-0.4630519	7.804213	-3.962918	0.000112795	0.003206749
H200001968	58475	MS4A7	Membrane-spanning 4-domains, subfamily A, member 7	Membrane-spanning 4-domains subfamily A member 7 (CD20/FC-epsilon-RI- beta family member 4) (Four-span transmembrane protein 2) (CD20 antigen-like 4). [Source:Uniprot/SWISSPROT;Acc:Q9GZW8]	11	NM_021201,NM_206938,NM_206939,NM_206940	ENSG00000166927	ENST00000358246, ENST00000361879, ENST00000300184	-0.4658331	7.131134	-3.553892	0.00050372	0.0102785
H200001940	54829	ASPN	Asporin	Asporin precursor (Periodontal ligament associated protein-1) (PLAP-1) (UNQ215/PRO241). [Source:Uniprot/SWISSPROT;Acc:Q9BXN1]	9	NM_017680	ENSG00000106819	ENST00000223657	-0.469971	8.107595	-2.913105	0.004109158	0.04086713
H200006103	5860	QDPR	Quinoid dihydropteridine reductase	Dihydropteridine reductase (EC 1.5.1.34) (HDHPR) (Quinoid dihydropteridine reductase). [Source:Uniprot/SWISSPROT;Acc:P09417]	4	NM_000320	ENSG00000151552	ENST00000281243	-0.4727157	7.406358	-4.162427	5.21E-05	0.001837267
H200000084	6696	SPP1	Secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	Osteopontin precursor (Bone sialoprotein 1) (Urinary stone protein) (Secreted phosphoprotein 1) (SPP-1) (Nephropontin) (Uropontin). [Source:Uniprot/SWISSPROT;Acc:P10451]	4	NM_000582	ENSG00000118785	ENST00000237623, ENST00000360804, ENST00000359072, ENST00000237622	-0.4817802	7.427017	-3.00525	0.003097044	0.03414
H200000751	4925	NUCB2	Nucleobindin 2	Nucleobindin 2 precursor (DNA-binding protein NEFA). [Source:Uniprot/SWISSPROT;Acc:P80303]	11	NM_005013	ENSG00000070081	ENST00000323688	-0.4907693	7.903714	-3.883398	0.000152279	0.004004934
H200006296	5549	PRELP	Proline/arginine-rich end leucine-rich repeat protein	Prolargin precursor (Proline-arginine-rich end leucine-rich repeat protein). [Source:Uniprot/SWISSPROT;Acc:P51888]	1	NM_002725,NM_201348	ENSG00000188783	ENST00000343110	-0.4983216	6.409984	-4.538309	1.13E-05	0.000618385
H200006184	5108	PCM1	Pericentriolar material 1	pericentriolar material 1 [Homo sapiens]. [Source:RefSeq;Acc:NM_006197]	8	NM_006197	ENSG00000078674	ENST00000325083, ENST00000327578	-0.538508	7.780241	-5.274239	4.43E-07	6.99E-05
H200011423	5570	PKIB	Protein kinase (cAMP-dependent, catalytic) inhibitor beta	cAMP-dependent protein kinase inhibitor, beta form (PKI-beta). [Source:Uniprot/SWISSPROT;Acc:Q9C010]	6	NM_181795,NM_032471,NM_181794	ENSG00000135549	ENST00000258014, ENST00000354275	-0.5425954	7.436066	-3.41683	0.0008097	0.01359263
H200011768	8857	FCGBP	Fc fragment of IgG binding protein	Fc fragment of IgG binding protein; IgG Fc binding protein [Homo sapiens]. [Source:RefSeq;Acc:NM_003890]	19	NM_003890	ENSG00000090920	ENST00000221347	-0.5847872	6.565408	-3.784851	0.000219545	0.005357343
H200014049	8614	STC2	Stanniocalcin 2	Stanniocalcin 2 precursor (STC-2) (Stanniocalcin-related protein) (STCRP) (STC-related protein). [Source:Uniprot/SWISSPROT;Acc:O76061]	5	-	ENSG00000113739	ENST00000265087	-0.6722225	7.732209	-4.360397	2.36E-05	0.001045958
H200000668	10406	WFDC2	WAP four-disulfide core domain 2	WAP four-disulfide core domain protein 2 precursor (Major epididymis- specific protein E4) (Epididymal secretory protein E4) (Putative protease inhibitor WAP5). [Source:Uniprot/SWISSPROT;Acc:Q14508]	20	NM_080734,NM_080735,NM_080733,NM_006103	ENSG00000101443	ENST00000339946, ENST00000342873, ENST00000305614, ENST00000305598	-0.6871232	7.695088	-3.578356	0.000462139	0.009595466
H200017578	64837	KLC2	Kinesin light chain 2	Kinesin light chain 2 (KLC 2). [Source:Uniprot/SWISSPROT;Acc:Q9H0B6]	11	NM_022822	ENSG00000174996	ENST00000316924	-0.7229604	8.192812	-5.834624	3.06E-08	8.04E-06
H200005590	84258	SYT3	Synaptotagmin III	Synaptotagmin III (SytIII). [Source:Uniprot/SWISSPROT;Acc:Q9BQG1]	19	NM_032298	ENSG00000161681	ENST00000338916	-0.8027438	7.528321	-6.033645	1.14E-08	6.74E-06
H200005947	2697	GJA1	Gap junction protein, alpha 1, 43kDa	Gap junction alpha-1 protein (Connexin 43) (Cx43) (Gap junction 43 kDa heart protein). [Source:Uniprot/SWISSPROT;Acc:P17302]	6	NM_000165	ENSG00000152661	ENST00000282561	-0.8306275	8.321318	-4.699917	5.72E-06	0.000386509
H200014952	79929	MAP6D1	MAP6 domain containing 1	-	3	NM_024871	ENSG00000180834	ENST00000318631	-0.8600927	7.952649	-5.662565	7.07E-08	1.67E-05
