NCBI.refseq	mouse.gene.symbol	chr	num.cellline.eligible	num.cellline.mono	num.cellline.mono.trend
NM_011943	Map2k6	chr11	4	0	1
NM_011945	Map3k1	chr13	4	0	0
NM_001081292	Map3k10	chr7	4	0	0
NM_022012	Map3k11	chr19	4	0	0
NM_001163643	Map3k12	chr15	0	0	0
NM_172821	Map3k13	chr16	0	0	0
NM_016896	Map3k14	chr11	1	0	0
NM_011946	Map3k2	chr18	4	0	0
NM_011947	Map3k3	chr11	4	0	0
NM_011948	Map3k4	chr17	4	0	0
NM_008580	Map3k5	chr10	1	0	1
NM_007746	Map3k8	chr18	0	0	0
NM_009006	Map4k2	chr19	4	0	0
NM_001081357	Map4k3	chr17	4	0	0
NM_008696	Map4k4	chr1	4	0	1
NM_201519	Map4k5	chr12	4	0	0
NM_198599	Map6d1	chr16	4	0	1
NM_001038663	Mapk1	chr16	3	0	0
NM_011949	Mapk1	chr16	4	0	0
NM_001081567	Mapk10	chr5	0	0	0
NM_009158	Mapk10	chr5	0	0	0
NM_011161	Mapk11	chr15	4	0	2
NM_013871	Mapk12	chr15	4	1	0
NM_001168508	Mapk14	chr17	0	0	0
NM_011952	Mapk3	chr7	4	0	0
NM_172632	Mapk4	chr18	4	0	1
NM_011841	Mapk7	chr11	3	0	0
NM_016700	Mapk8	chr14	4	0	0
NM_011162	Mapk8ip1	chr2	4	0	0
NM_021921	Mapk8ip2	chr15	0	0	0
NM_177345	Mapkap1	chr2	4	0	0
NM_008551	Mapkapk2	chr1	4	0	1
NM_178907	Mapkapk3	chr9	1	0	0
NM_010765	Mapkapk5	chr5	4	0	0
NM_011941	Mapkbp1	chr2	2	0	0
NM_019920	Mapksp1	chr3	4	0	1
NM_007896	Mapre1	chr2	4	0	0
NM_001162941	Mapre2	chr18	0	0	0
NM_133350	Mapre3	chr5	4	0	0
NM_001038609	Mapt	chr11	0	0	0
NM_010838	Mapt	chr11	0	0	0
NM_145486	March2	chr17	2	0	1
NM_177115	March3	chr18	1	0	0
NM_001164337	March5	chr19	0	0	0
NM_027314	March5	chr19	3	0	1
NM_172606	March6	chr15	4	0	0
NM_020575	March7	chr2	4	0	0
NM_027920	March8	chr6	4	0	0
NM_008538	Marcks	chr10	4	0	0
NM_145515	Mark1	chr1	4	0	0
NM_172279	Mark4	chr7	4	0	1
NM_175439	Mars2	chr1	4	0	1
NM_183195	Marveld1	chr19	4	0	1
NM_008555	Masp1	chr16	1	0	0
NM_199308	Mast3	chr8	3	0	0
NM_175171	Mast4	chr13	1	0	0
NM_025979	Mastl	chr2	0	0	0
NM_145569	Mat2a	chr6	4	0	0
NM_134017	Mat2b	chr11	4	0	0
NM_016762	Matn2	chr15	4	0	1
NM_010771	Matr3	chr18	4	0	0
NM_144888	Mavs	chr2	4	0	0
NM_001146176	Max	chr12	1	0	0
NM_008558	Max	chr12	0	0	0
NM_010772	Maz	chr7	3	0	1
NM_013594	Mbd1	chr18	4	0	0
NM_010773	Mbd2	chr18	4	0	0
NM_013595	Mbd3	chr10	4	0	0
NM_010774	Mbd4	chr6	3	1	0
NM_029924	Mbd5	chr2	4	0	0
NM_033072	Mbd6	chr10	2	0	0
NM_145442	Mbip	chr12	1	1	0
NM_177878	Mblac1	chr5	1	0	1
NM_028372	Mblac2	chr13	4	0	1
NM_020007	Mbnl1	chr3	4	0	0
NM_175341	Mbnl2	chr14	0	0	0
NM_153546	Mboat1	chr13	0	0	0
NM_029934	Mboat7	chr7	4	0	0
NM_001025245	Mbp	chr18	1	0	0
NM_134012	Mbtd1	chr11	4	0	0
NM_172307	Mbtps2	chrX	4	4	0
NM_023061	Mcam	chr9	4	0	0
NM_001009949	Mcart1	chr4	4	0	0
NM_001082412	Mcart6	chrX	0	0	0
NM_001030014	Mcat	chr15	4	0	3
NM_023644	Mccc1	chr3	4	0	0
NM_030026	Mccc2	chr13	4	0	0
NM_028626	Mcee	chr7	4	0	0
NM_139295	Mcfd2	chr17	0	0	0
NM_145132	Mchr1	chr15	1	1	0
NM_008562	Mcl1	chr3	4	0	0
NM_008564	Mcm2	chr6	4	0	0
NM_008563	Mcm3	chr1	4	0	0
NM_019434	Mcm3ap	chr10	4	0	0
NM_008565	Mcm4	chr16	4	0	0
NM_008566	Mcm5	chr8	4	0	0
NM_008567	Mcm6	chr1	4	0	1
NM_008568	Mcm7	chr5	4	0	0
NM_025676	Mcm8	chr2	2	0	1
NM_027830	Mcm9	chr10	1	0	0
NM_053177	Mcoln1	chr8	4	0	0
NM_173189	Mcph1	chr8	3	0	0
NM_026902	Mcts1	chrX	2	2	0
NM_001010833	Mdc1	chr17	4	0	0
NM_175088	Mdfic	chr6	4	0	0
NM_001081160	Mdga1	chr17	4	0	3
NM_207010	Mdga2	chr12	4	0	0
NM_008618	Mdh1	chr11	4	0	0
NM_008617	Mdh2	chr5	4	0	0
NM_010786	Mdm2	chr10	4	0	0
NM_008575	Mdm4	chr1	4	0	1
NM_001081392	Mdn1	chr4	4	0	0
NM_008615	Me1	chr9	4	0	0
NM_145494	Me2	chr18	4	0	0
NM_181407	Me3	chr7	1	0	0
NM_010787	Mea1	chr17	4	0	0
NM_027310	Meaf6	chr4	4	0	0
NM_007963	Mecom	chr3	0	0	0
NM_001081979	Mecp2	chrX	0	0	0
NM_010788	Mecp2	chrX	0	0	0
NM_025297	Mecr	chr4	4	0	1
NM_134027	Med1	chr11	1	0	1
NM_025397	Med11	chr11	4	0	0
NM_021521	Med12	chrX	4	4	0
NM_177855	Med12l	chr3	3	0	0
NM_001080931	Med13	chr11	4	0	0
NM_172424	Med13l	chr5	3	0	0
NM_001048208	Med14	chrX	1	1	0
NM_012005	Med14	chrX	0	0	0
NM_144933	Med17	chr9	4	0	0
NM_026039	Med18	chr4	2	0	0
NM_025885	Med19	chr2	4	0	0
NM_020048	Med20	chr17	4	0	0
NM_025315	Med21	chr6	3	0	1
NM_011513	Med22	chr2	4	0	1
NM_011869	Med24	chr11	4	0	0
NM_029365	Med25	chr7	4	0	2
NM_026896	Med27	chr2	4	0	0
NM_025895	Med28	chr5	4	0	0
NM_026042	Med29	chr7	4	0	0
NM_027212	Med30	chr15	4	0	1
NM_026068	Med31	chr11	4	0	0
NM_026119	Med4	chr14	4	0	0
NM_027213	Med6	chr12	4	0	1
NM_001104530	Med7	chr11	0	0	0
NM_138675	Med9	chr11	4	0	1
NM_001033713	Mef2a	chr7	3	0	2
NM_133665	Mef2d	chr3	4	0	1
NM_001001979	Megf10	chr18	2	0	1
NM_001134399	Megf11	chr9	1	0	0
NM_001162977	Megf6	chr4	1	0	0
NM_001160400	Megf8	chr7	4	0	0
NM_172694	Megf9	chr4	4	0	0
NM_008627	Meis3	chr7	4	0	0
NM_133771	Memo1	chr17	4	0	0
NM_144913	Mepce	chr5	4	0	1
NM_008587	Mertk	chr2	3	0	1
NM_030705	Mesdc1	chr7	3	0	0
NM_023403	Mesdc2	chr7	4	0	0
NM_008589	Mesp2	chr7	0	0	0
NM_008590	Mest	chr6	4	4	0
NM_008591	Met	chr6	0	0	0
NM_175224	Metap1	chr3	4	0	0
NM_025633	Metapl1	chr2	4	0	4
NM_133719	Metrn	chr17	4	0	0
NM_144797	Metrnl	chr11	4	0	0
NM_026197	Mett10d	chr11	4	0	0
NM_001029990	Mett11d1	chr14	4	0	0
NM_029790	Mett5d1	chr2	3	0	1
NM_010792	Mettl1	chr10	4	0	0
NM_028095	Mettl10	chr7	4	0	1
NM_170592	Mettl11a	chr2	4	0	0
NM_144877	Mettl13	chr1	4	0	0
NM_201638	Mettl14	chr3	4	0	2
NM_172567	Mettl2	chr11	4	0	0
NM_019721	Mettl3	chr14	4	0	0
NM_176917	Mettl4	chr17	4	0	3
NM_029280	Mettl5	chr2	1	0	0
NM_025907	Mettl6	chr14	4	0	3
NM_027334	Mettl7a1	chr15	4	0	0
NM_199477	Mettl7a2	chr15	0	0	0
NM_145524	Mettl8	chr2	0	0	0
NM_021554	Mettl9	chr7	4	0	0
NM_001029890	Mex3a	chr3	4	0	0
NM_175366	Mex3b	chr7	1	0	0
NM_001039214	Mex3c	chr18	4	0	0
NM_198615	Mex3d	chr10	4	0	0
NM_027756	Mfap3l	chr8	0	0	0
NM_029409	Mff	chr1	4	0	0
NM_001045489	Mfge8	chr7	4	0	0
NM_008594	Mfge8	chr7	0	0	0
NM_024200	Mfn1	chr3	4	0	0
NM_133201	Mfn2	chr4	4	0	0
NM_008595	Mfng	chr15	1	0	1
NM_025813	Mfsd1	chr3	4	0	0
NM_026660	Mfsd10	chr5	4	2	1
NM_178620	Mfsd11	chr11	4	0	1
NM_029662	Mfsd2a	chr4	2	0	0
NM_027122	Mfsd3	chr15	2	0	0
NM_001114662	Mfsd4	chr1	0	0	0
NM_172510	Mfsd4	chr1	2	0	1
NM_134100	Mfsd5	chr15	4	0	0
NM_133829	Mfsd6	chr1	2	0	0
NM_001081259	Mfsd7b	chr1	1	0	0
NM_145447	Mfsd7c	chr12	0	0	0
NM_028140	Mfsd8	chr3	4	0	0
NM_172499	Mfsd9	chr1	0	0	0
NM_013720	Mga	chr2	0	0	0
NM_001110148	Mgat1	chr11	0	0	0
NM_001110150	Mgat1	chr11	0	0	0
NM_146035	Mgat2	chr12	1	0	0
NM_010795	Mgat3	chr15	4	0	2
NM_173870	Mgat4a	chr1	4	0	2
NM_145926	Mgat4b	chr11	4	0	0
NM_145128	Mgat5	chr1	4	0	1
NM_172948	Mgat5b	chr11	2	0	2
NM_023799	Mgea5	chr19	4	0	0
NM_008598	Mgmt	chr7	4	1	0
NM_029657	Mgrn1	chr16	4	0	0
NM_025569	Mgst3	chr1	4	0	0
NM_144860	Mib1	chr18	4	0	0
NM_145124	Mib2	chr4	4	0	0
NM_177282	Mical2	chr7	1	0	1
NM_153396	Mical3	chr6	2	0	0
NM_177461	Micall1	chr15	4	0	1
NM_174850	Micall2	chr5	1	0	1
NM_011845	Mid2	chrX	4	4	0
NM_021565	Midn	chr10	4	0	0
NM_027422	Mier2	chr10	4	0	0
NM_172593	Mier3	chr13	4	0	1
NM_010798	Mif	chr10	4	0	0
NM_027162	Mif4gd	chr11	0	0	0
NR_029442	Mif4gd	chr11	3	0	1
NM_025910	Mina	chr16	4	0	1
NM_010799	Minpp1	chr19	4	0	0
NM_145374	Mios	chr6	4	0	0
NM_027436	Mipep	chr14	4	0	0
NM_001164370	Mipol1	chr12	4	0	1
NR_030442	Mir677	chr10	0	0	0
NR_030448	Mir680-2	chrX	2	2	0
NR_030460	Mir688	chr15	1	1	0
NR_030484	Mir703	chr5	1	1	0
NR_030491	Mir710	chr8	0	0	0
NR_030494	Mir715	chr17	4	1	1
NM_025993	Mis12	chr11	4	0	0
NM_026913	Mitd1	chr1	3	0	1
NM_001081117	Mki67	chr7	4	0	0
NM_026472	Mki67ip	chr1	4	0	0
NM_021527	Mkks	chr2	0	0	0
NM_001082536	Mkl1	chr15	0	0	0
NM_001122667	Mkl2	chr16	0	0	0
NM_153588	Mkl2	chr16	0	0	0
NM_013791	Mkln1	chr6	4	0	0
NM_021461	Mknk1	chr4	4	0	0
NM_021462	Mknk2	chr10	4	0	0
NM_018810	Mkrn1	chr6	4	0	0
NM_023290	Mkrn2	chr6	4	0	0
NM_001039684	Mks1	chr11	4	0	0
NM_177595	Mkx	chr18	2	0	1
NM_133241	Mlc1	chr15	4	0	0
NM_175403	Mlec	chr5	4	0	0
NM_027973	Mlf1ip	chr8	1	0	0
NM_026810	Mlh1	chr9	4	0	1
NM_175337	Mlh3	chr12	4	2	0
NM_001081049	Mll1	chr9	4	0	0
NM_001033276	Mll2	chr15	2	0	0
NM_001081383	Mll3	chr5	4	0	0
NM_022328	Mllt1	chr17	4	0	0
NM_010804	Mllt10	chr2	3	0	0
NM_019914	Mllt11	chr3	4	0	0
NM_027326	Mllt3	chr4	2	0	0
NM_010806	Mllt4	chr17	4	0	0
NM_139311	Mllt6	chr11	4	0	0
NM_011550	Mlx	chr11	0	0	0
NM_133917	Mlxip	chr5	2	0	0
NM_019966	Mlycd	chr8	3	0	0
NM_133823	Mmaa	chr8	4	0	1
NM_029956	Mmab	chr5	4	0	0
NM_025962	Mmachc	chr4	4	0	0
NM_133839	Mmadhc	chr2	4	0	0
NM_026178	Mmd	chr11	4	0	0
NM_175217	Mmd2	chr5	3	0	0
NM_008604	Mme	chr3	1	1	0
NM_146234	Mmgt1	chrX	4	4	0
NM_175002	Mmgt2	chr11	3	0	0
NM_008606	Mmp11	chr10	3	0	0
NM_008609	Mmp15	chr8	4	0	0
NM_019724	Mmp16	chr4	4	0	0
NM_011846	Mmp17	chr5	1	0	0
NM_008610	Mmp2	chr8	1	0	0
NM_028152	Mms19	chr19	4	0	0
NM_001081235	Mn1	chr5	0	0	0
NM_008612	Mnat1	chr12	4	0	0
NM_008613	Mns1	chr9	4	0	0
NM_010813	Mnt	chr11	1	0	0
NM_001142937	Moap1	chr12	0	0	0
NM_026735	Mobkl1a	chr5	4	0	1
NM_145571	Mobkl1b	chr6	4	0	0
NM_172457	Mobkl2a	chr10	4	0	0
NM_178061	Mobkl2b	chr4	1	0	0
NM_175308	Mobkl2c	chr4	4	0	0
NM_025283	Mobkl3	chr1	4	0	1
NM_028464	Mocs1	chr17	0	0	0
NM_013826	Mocs2	chr13	4	0	0
NM_001160330	Mocs3	chr2	4	0	0
NM_010814	Mog	chr17	1	0	1
NM_020619	Mogs	chr6	4	0	0
NM_028369	Mon1a	chr9	4	0	0
NM_001163024	Mon2	chr10	0	0	0
NM_001159288	Morc2a	chr11	2	0	1
NM_001045529	Morc3	chr16	4	0	0
NM_029413	Morc4	chrX	3	3	0
NM_024431	Morf4l1	chr9	3	0	2
NM_001168225	Morf4l2	chrX	0	0	0
NM_019768	Morf4l2	chrX	1	1	0
NM_001081100	Morn1	chr4	1	0	1
NM_194269	Morn2	chr17	2	1	0
NM_198108	Morn4	chr19	4	0	0
NM_133684	Mosc2	chr1	4	0	1
NM_027409	Mospd1	chrX	4	4	0
NM_029730	Mospd2	chrX	4	4	0
NM_030037	Mospd3	chr5	4	0	1
NM_021509	Moxd1	chr10	1	1	0
NM_194336	Mpa2l	chr5	0	0	0
NM_011900	Mpdu1	chr11	4	0	0
NM_010820	Mpdz	chr4	3	0	1
NM_010821	Mpeg1	chr19	0	0	0
NM_010822	Mpg	chr11	0	0	0
NM_026483	Mphosph10	chr7	4	0	0
NM_023773	Mphosph8	chr14	4	0	0
NM_001081323	Mphosph9	chr5	4	0	0
NM_025837	Mpi	chr9	4	0	0
NM_026530	Mpnd	chr17	4	0	1
NM_016695	Mpp2	chr11	4	0	1
NM_007863	Mpp3	chr11	0	0	0
NM_019579	Mpp5	chr12	4	0	0
NM_001081287	Mpp7	chr18	0	0	0
NM_172630	Mppe1	chr18	4	0	0
NM_001143683	Mpped2	chr2	0	0	0
NM_201245	Mprip	chr11	0	0	0
NM_008622	Mpv17	chr5	4	0	0
NM_033564	Mpv17l	chr16	1	0	1
NM_183170	Mpv17l2	chr8	4	0	2
NM_008624	Mras	chr9	4	0	0
NM_008626	Mrc2	chr11	0	0	0
NM_018736	Mre11a	chr9	4	0	0
NM_001005423	Mreg	chr1	0	0	0
NM_026242	Mrfap1	chr5	4	0	0
NM_175534	Mrgpre	chr7	1	0	1
NM_026423	Mri1	chr8	4	0	0
NM_145433	Mrm1	chr11	4	0	0
NM_027741	Mro	chr18	3	0	0
NM_026401	Mrp63	chr14	0	0	0
NM_053158	Mrpl1	chr5	4	0	2
NM_026154	Mrpl10	chr11	4	0	1
NM_025553	Mrpl11	chr19	4	0	0
NM_027204	Mrpl12	chr11	4	0	0
NM_026759	Mrpl13	chr15	4	0	0
NM_026732	Mrpl14	chr17	4	0	0
NM_001177658	Mrpl15	chr1	4	0	0
NM_025606	Mrpl16	chr19	4	0	0
NM_025301	Mrpl17	chr7	4	0	0
NM_026490	Mrpl19	chr6	4	0	0
NM_025302	Mrpl2	chr17	4	0	0
NM_172252	Mrpl21	chr19	4	0	0
NM_011288	Mrpl23	chr7	4	0	0
NM_026591	Mrpl24	chr3	4	0	0
NM_053161	Mrpl27	chr11	4	0	0
NM_024227	Mrpl28	chr17	4	0	0
NM_027098	Mrpl30	chr1	4	0	0
NM_025796	Mrpl33	chr5	2	2	0
NM_053162	Mrpl34	chr8	4	0	0
NM_025430	Mrpl35	chr6	4	0	0
NM_053163	Mrpl36	chr13	4	0	0
NM_025500	Mrpl37	chr4	4	0	0
NM_024177	Mrpl38	chr11	4	0	1
NM_017404	Mrpl39	chr16	4	0	0
NM_023167	Mrpl4	chr9	4	0	0
NM_010922	Mrpl40	chr16	4	0	0
NM_001031808	Mrpl41	chr2	4	0	1
NM_053164	Mrpl43	chr19	4	0	0
NM_001081210	Mrpl44	chr1	4	0	2
NM_025927	Mrpl45	chr11	4	0	0
NM_023331	Mrpl46	chr7	4	0	0
NM_029017	Mrpl47	chr3	4	0	0
NM_198831	Mrpl48	chr7	1	1	0
NM_026246	Mrpl49	chr19	4	0	0
NM_178603	Mrpl50	chr4	4	0	0
NM_025595	Mrpl51	chr6	4	0	0
NM_026744	Mrpl53	chr6	4	0	0
NM_025317	Mrpl54	chr10	4	0	0
NM_030116	Mrpl9	chr3	4	0	0
NM_001146212	Mrps10	chr17	2	0	0
NM_183086	Mrps10	chr17	0	0	0
NM_026498	Mrps11	chr7	4	0	0
NM_011885	Mrps12	chr7	4	0	1
NM_025474	Mrps14	chr1	4	0	1
NM_025544	Mrps15	chr4	1	0	1
NM_025440	Mrps16	chr14	4	0	0
NM_025450	Mrps17	chr5	4	0	2
NM_026768	Mrps18a	chr17	4	0	0
NM_026826	Mrps18c	chr5	4	0	0
NM_080452	Mrps2	chr2	0	0	0
NM_078479	Mrps21	chr3	4	0	0
NM_025485	Mrps22	chr9	4	0	0
NM_026080	Mrps24	chr11	4	0	0
NM_025578	Mrps25	chr6	4	0	0
NM_173757	Mrps27	chr13	4	0	0
NM_025434	Mrps28	chr3	4	0	0
NM_020560	Mrps31	chr8	4	0	0
NM_010270	Mrps33	chr6	4	0	0
NM_023260	Mrps34	chr17	4	0	0
NM_145573	Mrps35	chr6	0	0	0
NM_025369	Mrps36	chr13	4	0	0
NM_029963	Mrps5	chr2	4	0	0
NM_080456	Mrps6	chr16	4	0	4
NM_025305	Mrps7	chr11	4	0	0
NM_023514	Mrps9	chr1	4	0	1
NM_026422	Mrrf	chr2	4	0	4
NM_001013389	Mrs2	chr13	4	0	0
NM_008628	Msh2	chr17	4	0	0
NM_010829	Msh3	chr13	4	0	0
NM_010830	Msh6	chr17	4	0	0
NM_008629	Msi1	chr5	2	0	0
NM_054043	Msi2	chr11	0	0	0
NM_028722	Msl1	chr11	4	0	1
NM_001100451	Msl2	chr9	4	0	0
NM_010832	Msl3	chrX	4	4	0
NM_001163833	Msl3l2	chr10	1	0	1
NM_010833	Msn	chrX	4	4	0
NM_026322	Msra	chr14	4	0	1
NM_029619	Msrb2	chr2	4	2	2
NM_177092	Msrb3	chr10	4	0	1
NM_144898	Msto1	chr3	4	0	0
NM_054081	Mta1	chr12	4	0	1
NM_011842	Mta2	chr19	4	0	0
NM_024433	Mtap	chr4	4	0	0
NM_008634	Mtap1b	chr13	1	0	0
NM_173013	Mtap1s	chr8	4	0	0
NM_008633	Mtap4	chr9	4	0	0
NM_001048167	Mtap6	chr7	0	0	0
NM_008635	Mtap7	chr10	1	1	0
NM_144941	Mtap7d1	chr4	0	0	0
NM_001081124	Mtap7d2	chrX	2	2	0
NM_001081230	Mtap9	chr3	4	0	0
NM_134092	Mtbp	chr15	4	0	0
NM_019880	Mtch1	chr17	4	0	0
NM_019758	Mtch2	chr2	4	0	0
NM_001039373	Mtcp1	chrX	0	0	0
NM_026002	Mtdh	chr15	4	0	2
NM_178051	Mterfd2	chr1	4	0	1
NM_028832	Mterfd3	chr10	4	1	1
NM_008636	Mtf1	chr4	4	0	0
NM_013827	Mtf2	chr5	4	0	0
NM_027134	Mtfmt	chr9	4	0	0
NM_026182	Mtfr1	chr3	4	0	4
NM_199301	Mtg1	chr7	4	0	0
NM_138745	Mthfd1	chr12	4	0	0
NM_172308	Mthfd1l	chr10	0	0	0
NM_008638	Mthfd2	chr6	4	0	1
NM_026788	Mthfd2l	chr5	4	0	1
NM_001166482	Mthfsd	chr8	0	0	0
NM_172761	Mthfsd	chr8	0	0	0
NM_133767	Mtif2	chr11	4	0	1
NM_029581	Mtif3	chr5	4	0	1
NM_016985	Mtmr1	chrX	4	4	0
NM_172742	Mtmr10	chr7	4	0	0
NM_181409	Mtmr11	chr3	4	0	0
NM_172958	Mtmr12	chr15	4	0	0
NM_026849	Mtmr14	chr6	4	0	0
NM_177893	Mtmr15	chr7	3	0	1
NM_028860	Mtmr3	chr11	4	0	0
NM_133215	Mtmr4	chr11	4	0	0
NM_144843	Mtmr6	chr14	4	0	0
NM_177594	Mtmr9	chr14	4	0	0
NM_026658	Mto1	chr9	4	0	1
NM_026157	Mtpap	chr18	4	0	1
NM_008098	Mtpn	chr6	4	0	4
NM_001081128	Mtr	chr13	4	0	0
NM_145960	Mtrf1	chr14	4	0	0
NM_175374	Mtrf1l	chr10	1	0	0
NM_001163457	Mttp	chr3	0	0	0
NM_016804	Mtx2	chr2	4	0	0
NM_001162945	Mtx3	chr13	4	0	0
NM_023431	Mum1	chr10	4	0	0
NM_027877	Mus81	chr19	4	0	0
NM_008650	Mut	chr17	4	0	0
NM_139063	Muted	chr13	4	0	0
NM_138656	Mvd	chr8	1	0	0
NM_023556	Mvk	chr5	4	0	0
NM_080638	Mvp	chr7	2	0	1
NM_010751	Mxd1	chr6	4	0	0
NM_010753	Mxd4	chr5	4	0	0
NM_010847	Mxi1	chr19	0	0	0
NM_026280	Mxra7	chr11	4	3	1
NM_016776	Mybbp1a	chr11	4	0	0
NM_008651	Mybl1	chr1	4	0	0
NM_175418	Mybpc1	chr10	1	1	0
NM_019660	Mycbp	chr4	4	0	0
NM_207215	Mycbp2	chr14	4	0	0
NM_008506	Mycl1	chr4	3	0	0
NM_010851	Myd88	chr9	1	0	1
NM_001162417	Myef2	chr2	2	2	0
NM_021713	Myg1	chr15	4	0	0
NM_175260	Myh10	chr11	4	0	0
NM_028021	Myh14	chr7	2	0	0
NM_001166210	Myh15	chr16	0	0	0
NM_022410	Myh9	chr15	4	0	0
NM_023402	Myl12b	chr17	4	0	0
NM_010858	Myl4	chr11	0	0	0
NM_010860	Myl6	chr10	4	0	0
NM_172259	Myl6b	chr10	1	0	0
NM_172118	Myl9	chr2	3	1	1
NM_153789	Mylip	chr13	0	0	0
NM_139300	Mylk	chr16	1	0	0
NM_030557	Mynn	chr3	4	0	0
NM_019472	Myo10	chr15	4	0	0
NM_001081397	Myo16	chr8	3	0	0
NM_011586	Myo18a	chr11	4	0	0
NM_025414	Myo19	chr11	4	0	0
NM_001081219	Myo1a	chr10	0	0	0
NM_001161817	Myo1b	chr1	1	1	0
NM_177390	Myo1d	chr11	0	0	0
NM_181072	Myo1e	chr9	3	0	0
NM_010864	Myo5a	chr9	4	0	0
NM_201600	Myo5b	chr18	1	1	0
NM_001039546	Myo6	chr9	4	0	0
NM_173018	Myo9a	chr9	4	0	0
NM_001099634	Myof	chr19	1	1	0
NM_182992	Mypn	chr10	0	0	0
NM_144557	Myrip	chr9	1	0	0
NM_177239	Mysm1	chr4	4	0	0
NM_026370	Myst1	chr7	4	0	0
NM_177619	Myst2	chr11	4	0	0
NM_001081149	Myst3	chr8	4	0	0
NM_017479	Myst4	chr14	4	0	0
NM_145819	Mzf1	chr7	0	0	0
NM_172690	N28178	chr4	0	0	0
NM_030563	N4bp1	chr8	4	0	0
NM_001024917	N4bp2	chr5	4	0	0
NM_133898	N4bp2l1	chr5	1	0	0
NM_201369	N4bp2l2	chr5	4	0	0
NM_026366	N6amt1	chr16	1	0	0
NM_026526	N6amt2	chr14	4	2	0
NM_001177964	NA	chr12	3	3	0
NM_001177981	NA	chr4	0	0	0
NM_001178001	NA	chr6	4	4	0
NM_001184711	NA	chr9	0	0	0
NM_023355	NA	chr11	0	0	0
NM_053089	Naa15	chr3	4	0	0
NM_025832	Naa16	chr14	4	0	1
NM_172722	Naa25	chr5	4	0	0
NM_001081430	Naa30	chr14	1	0	0
NM_030153	Naa35	chr13	4	0	0
NM_133939	Naa38	chr6	4	0	0
NM_027643	Naa40	chr19	4	0	0
NM_028108	Naa50	chr16	4	0	0
NM_001009546	Naaladl1	chr19	0	0	0
NM_008667	Nab1	chr1	4	0	1
NM_001113199	Naca	chr10	1	0	1
NM_001081652	Nacad	chr11	0	0	0
NM_001159637	Nadk	chr4	0	0	0
NM_030221	Nadsyn1	chr7	4	0	0
NM_001163564	Naf1	chr8	4	1	1
NM_008669	Naga	chr15	4	0	0
NM_013792	Naglu	chr11	4	0	1
NM_194335	Naif1	chr2	0	0	0
NM_177393	Nalcn	chr14	1	0	0
NM_021524	Nampt	chr12	4	0	0
NM_026086	Nanp	chr2	0	0	0
NM_053179	Nans	chr4	4	0	0
NM_001146707	Nap1l1	chr10	4	0	0
NM_008671	Nap1l2	chrX	1	1	0
NM_138742	Nap1l3	chrX	1	1	0
NM_008672	Nap1l4	chr7	4	0	0
NM_021432	Nap1l5	chr6	4	4	0
NM_025898	Napa	chr7	4	0	0
NM_019632	Napb	chr2	0	0	0
NM_178728	Napepld	chr5	0	0	0
NM_028017	Napg	chr18	4	0	0
NM_172607	Naprt1	chr15	0	0	0
NM_026272	Narf	chr11	4	0	1
NM_026238	Narfl	chr17	4	0	0
NM_145618	Narg2	chr9	4	0	0
NM_153591	Nars2	chr7	4	0	0
NM_016777	Nasp	chr4	4	0	1
NM_153126	Nat10	chr2	4	0	0
NM_201355	Nat14	chr7	1	0	1
NM_029090	Nat15	chr16	4	0	0
NM_019750	Nat6	chr9	4	0	0
NM_001001985	Nat8l	chr5	1	0	0
NM_025400	Nat9	chr11	4	0	1
NM_173437	Nav1	chr1	1	0	0
NM_001111016	Nav2	chr7	0	0	0
NM_001081035	Nav3	chr10	4	0	1
NM_027706	Nbas	chr12	4	0	0
NM_030595	Nbea	chr3	4	0	0
NM_173444	Nbeal1	chr1	4	0	0
NM_183276	Nbeal2	chr9	0	0	0
NM_013752	Nbn	chr4	4	0	0
NM_008676	Nbr1	chr11	4	0	0
NM_001170867	Ncald	chr15	0	0	0
NM_001170868	Ncald	chr15	0	0	0
NM_134094	Ncald	chr15	0	0	0
NM_001081445	Ncam1	chr9	0	0	0
NM_001113204	Ncam1	chr9	0	0	0
NM_010875	Ncam1	chr9	3	0	2
NM_001113208	Ncam2	chr16	3	0	0
NM_010954	Ncam2	chr16	1	0	0
NM_146171	Ncapd2	chr6	4	0	0
NM_178113	Ncapd3	chr9	4	0	0
NM_019438	Ncapg	chr5	2	0	1
NM_133762	Ncapg2	chr12	1	0	0
NM_144818	Ncaph	chr2	4	0	0
NM_001033201	Ncbp1	chr4	4	0	0
NM_026554	Ncbp2	chr16	4	0	0
NM_011986	Ncdn	chr4	4	0	0
NM_178772	Nceh1	chr3	4	0	0
NM_010877	Ncf2	chr1	0	0	0
NM_010878	Nck1	chr9	4	0	0
NM_010879	Nck2	chr1	4	0	0
NM_016965	Nckap1	chr2	4	0	1
NM_001001884	Nckap5l	chr15	2	0	0
NM_030729	Nckipsd	chr9	3	0	0
NM_010880	Ncl	chr1	4	0	0
NM_134009	Ncln	chr10	4	0	0
NM_010881	Ncoa1	chr12	4	0	0
NM_008678	Ncoa2	chr1	0	0	0
NM_008679	Ncoa3	chr2	4	0	0
NM_001033988	Ncoa4	chr14	1	0	0
NM_144892	Ncoa5	chr2	4	0	0
NM_172495	Ncoa7	chr10	0	0	0
NM_011308	Ncor1	chr11	4	0	0
NM_011424	Ncor2	chr5	4	0	0
