Gene ID	Name	Functional Class	Mean 635	Mean 532	Abundance class	SG enrichment (log2-fold)
AAEL009238	conserved hypothetical protein	UKN	135.6435625	552.9905375	Low	-1.453180106
AAEL016147	tRNA-Ala	RTT	135.639325	179.6753	Low	0.347431659
AAEL010099	4-nitrophenylphosphatase	MET	135.6175563	532.3444875	Low	-1.666711215
AAEL007281	stretchin-mlck	CS	135.6006025	577.16305	Low	-1.68460124
AAEL000521	hypothetical protein	UKN	135.541375	160.9186125	Low	0.428064602
AAEL008804	hypothetical protein	DIV	135.5343513	175.22393	Low	0.328076597
AAEL005174	hypothetical protein	UKN	135.5051413	547.8702625	Low	-1.537402117
AAEL001278	hypothetical protein	UKN	135.48755	160.3782038	Low	0.52116565
AAEL010445	hypothetical protein	UKN	135.479925	137.770525	Low	0.99721705
AAEL003341	hypothetical protein	UKN	135.469075	135.7713763	Low	0.736440777
AAEL005517	hypothetical protein	UKN	135.4559538	127.9300213	Low	0.69828457
AAEL015390	Histone H2A, putative	RTT	135.455825	1141.1115	Low	-2.551346846
AAEL008914	phd finger protein	UKN	135.432785	190.4940125	Low	-0.516298051
AAEL017039	Conserved hypothetical protein (alcohol dehydrogenase 2 [Culex quinquefasciatus] _	MET	135.3970938	180.2079875	Low	0.392389067
AAEL008524	conserved hypothetical protein	DIV	135.37872	141.20355	Low	0.867271091
AAEL000540	fasciclin, putative	DIV	135.3767005	192.0470715	Low	-0.046332755
AAEL014615	cytochrome P450	RSM	135.37511	111.1794275	Low	1.106254405
AAEL009322	hypothetical protein	UKN	135.3689075	170.695525	Low	0.603986432
AAEL013572	N-acetylgalactosaminyltransferase I, putative	MET	135.3618475	170.339195	Low	0.345935033
AAEL000276	conserved hypothetical protein	UKN	135.3455813	271.3176125	Low	-0.401270658
AAEL005491	abc transporter	TRP	135.342355	109.0085767	Low	1.147939362
AAEL004326	conserved hypothetical protein	DIV	135.301825	179.59105	Low	0.332885761
AAEL002322	conserved hypothetical protein	UKN	135.2900906	349.7325625	Low	-0.733006178
AAEL007052	lipase	MET	135.2900013	141.5072113	Low	0.720830969
AAEL016166	tRNA-Cys	RTT	135.26897	173.9302	Low	0.35047081
AAEL010964	conserved hypothetical protein	UKN	135.2661113	237.7810594	Low	-0.198007467
AAEL012667	hypothetical protein	UKN	135.2562383	160.0803867	Low	0.369068177
AAEL003302	conserved hypothetical protein	UKN	135.2537088	176.247215	Low	0.320385411
AAEL006374	conserved hypothetical protein	TRP	135.2394519	255.2948188	Low	-0.33619402
AAEL005759	conserved hypothetical protein	DIV	135.2076563	183.8032875	Low	0.418357529
AAEL007545	hypothetical protein	UKN	135.20665	170.1877138	Low	0.418994213
AAEL002939	conserved hypothetical protein	UKN	135.2053481	431.4938313	Low	-1.118551995
AAEL007495	phosphoglycerate mutase	DIV	135.1519663	355.0582792	Low	-0.900212258
AAEL016613	tRNA-Ser	RTT	135.1503	179.711225	Low	0.23751951
AAEL010074	hypothetical protein	DIV	135.1446325	178.121875	Low	0.024684901
AAEL007034	conserved hypothetical protein	RSM	135.1407725	53.3176075	Low	3.050831879
AAEL012608	conserved hypothetical protein	UKN	135.1122075	128.9783575	Low	0.65830494
AAEL006801	conserved hypothetical protein	DIV	135.057775	124.9441625	Low	0.735884534
AAEL004267	parkin (ubiquitin E3 ligase prkn)	DIV	135.0351888	465.5181125	Low	-1.127188687
AAEL013905	conserved hypothetical protein	UKN	134.9862994	338.171595	Low	-0.843471809
AAEL002498	conserved hypothetical protein	UKN	134.9426588	195.6359625	Low	0.209445744
AAEL006472	rabconnectin	CS	134.91976	177.0769838	Low	0.329590937
AAEL008773	laminin A chain, putative	CS	134.9172208	190.1138333	Low	0.274835208
AAEL006973	ubiquitin conjugating enzyme 7 interacting protein	DIV	134.8746375	123.9996875	Low	0.823202573
AAEL003054	conserved hypothetical protein	DIV	134.7367638	255.1529713	Low	-0.362824337
AAEL007104	voltage-gated potassium channel	TRP	134.7323688	155.5269075	Low	0.270238953
AAEL014408	m-phase inducer phosphatase(cdc25)	DIV	134.6814163	202.9125138	Low	0.075506244
AAEL001928	actin	CS	134.6744856	1422.015125	Low	-2.91325746
AAEL007560	core 1 UDP-galactose:n-acetylgalactosamine-alpha-r beta 1,3- galactosy	UKN	134.6670625	503.7504125	Low	-1.161543229
AAEL000894	hunchback protein	DIV	134.6444363	165.4315625	Low	0.026072656
AAEL012392	conserved hypothetical protein	DIV	134.621545	179.447335	Low	-0.204966431
AAEL013723	polypyrimidine tract binding protein	MET	134.620225	153.0812275	Low	0.616418642
AAEL010107	conserved hypothetical protein	DIV	134.616575	320.9859538	Low	-0.728645724
AAEL003784	conserved hypothetical protein	CS	134.6135	135.4072525	Low	1.501176434
AAEL006166	DNA (cytosine-5)-methyltransferase	DIV	134.5853438	352.3337875	Low	-0.920768354
AAEL008687	tar RNA binding protein (trbp)	MET	134.542825	156.35325	Low	0.481077479
AAEL015586	hypothetical protein	UKN	134.5005731	181.8020256	Low	0.409696843
AAEL012373	hypothetical protein	UKN	134.464975	170.7716963	Low	0.417628395
AAEL014670	transcription enhancer factor, putative	RTT	134.4509533	161.9188975	Low	0.549464064
AAEL012743	glycerol-3-phosphate acyltransferase	MET	134.4181813	86.37744875	Low	0.967552151
AAEL000789	hypothetical protein	UKN	134.4001125	152.3375463	Low	0.452946103
AAEL006672	conserved hypothetical protein	DIV	134.3891313	169.1573	Low	0.536471131
AAEL011139	conserved hypothetical protein	UKN	134.382185	114.3841875	Low	1.726714786
AAEL011726	hypothetical protein	DIV	134.3787625	137.4676875	Low	0.657004246
AAEL014321	glucosylceramidase	MET	134.3649563	326.0496188	Low	-0.693368968
AAEL013896	smad4	DIV	134.3255513	134.92023	Low	0.822816289
AAEL011541	ubiquitin protein ligase	DIV	134.3107731	148.3041744	Low	0.550755348
AAEL008585	kinase suppressor of ras (ksr)	DIV	134.2980775	133.5155425	Low	0.692215516
AAEL015661	sterol carrier protein-2, putative	MET	134.2889475	299.4816	Low	-0.655013204
AAEL014033	conserved hypothetical protein	DIV	134.275025	229.3115625	Low	0.395542703
AAEL012757	kynurenine 3-monooxygenase	DIV	134.2561375	230.736625	Low	-0.276995199
AAEL006555	hypothetical protein	UKN	134.2462475	271.929025	Low	-1.72720595
AAEL004035	importin 11 (imp11) (ran-binding protein 11)	TRP	134.2296042	505.887725	Low	-1.343953166
AAEL003922	conserved hypothetical protein	DIV	134.224175	244.9042625	Low	-0.293333391
AAEL013160	frizzled	DIV	134.1737975	140.0350188	Low	0.993434151
AAEL013400	DEAD box ATP-dependent RNA helicase	RTT	134.1391075	223.5963875	Low	-0.186351829
AAEL008518	conserved hypothetical protein	DIV	134.13828	91.41793125	Low	1.478209718
AAEL004038	hypothetical protein	UKN	134.1312163	108.3124588	Low	1.33273229
AAEL009790	cuticle protein, putative	CS	134.122275	188.11685	Low	0.238326843
AAEL016018	tRNA-Ala	RTT	134.111725	174.905725	Low	0.239144412
AAEL017060	Hypothetical protein	UKN	134.08455	187.6738375	Low	0.273440413
AAEL011078	conserved hypothetical protein	IMM	134.0751588	65.60686	Low	2.00472769
AAEL004128	conserved hypothetical protein	DIV	134.0223867	281.737875	Low	-0.386251601
AAEL011851	conserved hypothetical protein	DIV	133.9979438	403.2366375	Low	-1.002664123
AAEL001917	ribosome biogenesis protein brix	RTT	133.9904081	351.2058813	Low	-0.774963355
AAEL000282	syntaxin, putative	TRP	133.9691158	145.8019367	Low	0.599814066
AAEL007106	serine protease, putative	IMM	133.957575	148.5203188	Low	0.655728674
AAEL007865	conserved hypothetical protein	DIV	133.9448975	266.3785125	Low	-0.50308305
AAEL001170	conserved hypothetical protein	MET	133.90272	346.296625	Low	-0.76485745
AAEL012514	translation initiation factor 2b, delta subunit	RTT	133.8968025	371.812125	Low	-1.222120639
AAEL005053	hypothetical protein	DIV	133.8734588	162.168405	Low	0.487159101
AAEL006961	lipase	MET	133.867725	151.500225	Low	0.505230857
AAEL004780	pupal cuticle protein, putative	CS	133.8599875	180.6569875	Low	0.352420832
AAEL008764	cuticle protein, putative	CS	133.8565788	164.294525	Low	0.459030429
AAEL003778	conserved hypothetical protein	UKN	133.82705	135.08779	Low	0.71247249
AAEL003035	ultraviolet-sensitive opsin	DIV	133.8206125	128.6208506	Low	1.305148739
AAEL001669	hypothetical protein	DIV	133.817825	160.888825	Low	0.849815095
AAEL011795	allergen, putative	DIV	133.7806	493.3703875	Low	-1.326120301
AAEL013105	receptor protein tyrosine phosphatase	DIV	133.776075	132.8691675	Low	0.631260641
AAEL010797	Srb7p: RNA polymerase II holoenzyme component, putative	DIV	133.7728213	354.2474875	Low	-0.793324312
AAEL009402	map kinase-activated protein kinase (mapkapk)	RSM	133.76699	189.1947313	Low	0.225135309
AAEL001966	zinc finger protein	DIV	133.7384925	353.9938125	Low	-1.022253869
AAEL014754	conserved hypothetical protein	RSM	133.716335	287.3229388	Low	-0.544975386
AAEL005711	protein serine/threonine kinase, putative	CSR	133.698015	180.6808088	Low	0.282630377
AAEL004351	casein kinase	DIV	133.6484467	132.26163	Low	0.746090182
AAEL011987	conserved hypothetical protein	UKN	133.6151388	141.57085	Low	0.725535701
AAEL010647	conserved hypothetical protein	UKN	133.6086463	132.665865	Low	0.241347001
AAEL010863	hypothetical protein	UKN	133.602115	143.9258975	Low	0.60601293
AAEL016287	tRNA-Ser	RTT	133.587475	187.313275	Low	0.203852795
AAEL006198	hypothetical protein	RTT	133.5732988	179.4642113	Low	0.234639558
AAEL013194	conserved hypothetical protein	RSM	133.549565	131.2737175	Low	1.01024752
AAEL013173	calcium/calmodulin-dependent protein kinase type 1 (camki)	DIV	133.5373719	198.98705	Low	0.31799796
AAEL017438	integral to membrane	DIV	133.521975	418.5822125	Low	-1.372178972
AAEL014253	conserved hypothetical protein	UKN	133.5109063	206.1331	Low	0.146292517
AAEL010371	autotransporter adhesin precursor, putative	DIV	133.5082331	141.4198075	Low	0.649872183
AAEL008903	zinc finger protein	DIV	133.5010225	167.6821425	Low	0.363269979
AAEL009810	sideroflexin 1,2,3	DIV	133.455315	169.7422833	Low	0.309544425
AAEL006515	conserved hypothetical protein	DIV	133.42135	180.455475	Low	0.564731417
AAEL000832	cleavage and polyadenylation specificity factor cpsf	DIV	133.3861025	296.8523775	Low	-0.720901059
AAEL004243	S1 RNA binding domain protein, putative	DIV	133.38086	331.3135417	Low	-0.96271152
AAEL002608	hypothetical protein	UKN	133.3463613	136.47706	Low	0.679467655
AAEL007706	conserved hypothetical protein	UKN	133.28835	186.6617025	Low	0.167228776
AAEL011380	high mobility group B1, putative	MET	133.2841738	187.5070125	Low	0.257966626
AAEL007592	conserved hypothetical protein	DIV	133.2817225	217.1710069	Low	-0.259772698
AAEL009563	hypothetical protein	DIV	133.2628625	166.3978	Low	0.642405751
AAEL017250	Acetylcholinesterase	TRP	133.25012	137.9545288	Low	0.51844627
AAEL014059	ancient conserved domain protein 2 (cyclin m2)	DIV	133.2452163	106.08299	Low	0.995927082
AAEL003032	phd finger protein	DIV	133.2059142	326.4363192	Low	-0.372613526
AAEL001890	hypothetical protein	DIV	133.1967675	133.1830688	Low	0.777125257
AAEL001717	hypothetical protein	DIV	133.18179	321.65779	Low	-0.21191761
AAEL007137	conserved hypothetical protein	UKN	133.133645	237.2700375	Low	-0.217236105
AAEL005980	conserved hypothetical protein	DIV	133.1321875	62.26342125	Low	2.327923341
AAEL009352	hypothetical protein	UKN	133.1174188	167.57517	Low	0.53810378
AAEL012347	hypothetical protein	DIV	133.1172625	280.6537125	Low	-0.443762674
AAEL006222	talin	CS	133.1013575	149.2272875	Low	0.676523525
AAEL006159	conserved hypothetical protein	CS	133.0896138	252.157635	Low	-0.419687771
AAEL002734	conserved hypothetical protein	DIV	133.078685	354.08385	Low	-0.84757829
AAEL005039	conserved hypothetical protein	DIV	133.078215	128.4696106	Low	0.742836467
AAEL010587	conserved hypothetical protein	UKN	133.0770638	116.5345188	Low	0.774828356
AAEL011751	ccar1	DIV	133.0706831	333.5334494	Low	-0.787727794
AAEL004608	hypothetical protein	UKN	133.0227781	189.0066875	Low	-0.05807711
AAEL016233	tRNA-Asn	RTT	132.9733	145.85085	Low	0.573366085
AAEL008867	hypothetical protein	DIV	132.9615413	431.54445	Low	-1.216296942
AAEL006481	conserved hypothetical protein	UKN	132.9515125	132.9037113	Low	0.89316357
AAEL011895	conserved hypothetical protein	CSR	132.9498725	126.6878225	Low	1.260472844
AAEL004486	valacyclovir hydrolase	MET	132.9412163	172.7033775	Low	0.336665963
AAEL000498	defective proboscis extension response, putative	IMM	132.9408675	146.2582688	Low	0.42857307
AAEL004862	conserved hypothetical protein	DIV	132.9009038	89.28887	Low	1.550985224
AAEL012377	Odorant-binding protein 56a, putative	CSR	132.9004856	147.0854638	Low	0.61259166
AAEL000223	alpha-glucosidase	DIG	132.8881413	280.8052375	Low	-1.735668521
AAEL001522	conserved hypothetical protein	UKN	132.8867488	104.4279669	Low	1.319694827
AAEL017928	U6 spliceosomal RNA	RTT	132.874	582.33655	Low	-1.609007308
AAEL001262	conserved hypothetical protein	UKN	132.872345	150.2422925	Low	0.476064558
AAEL004370	conserved hypothetical protein	UKN	132.869995	248.3748575	Low	-0.397215045
AAEL007570	G protein beta subunit, putative	DIV	132.8449019	249.437625	Low	-0.247844978
AAEL000332	conserved hypothetical protein	PROT	132.8304913	241.305465	Low	-0.255035441
AAEL014211	conserved hypothetical protein	DIV	132.7206675	328.164075	Low	-0.691539912
AAEL017356	Hypothetical protein	UKN	132.719645	158.1876625	Low	0.420985366
AAEL011584	chaperonin-60kD, ch60	DIV	132.7136625	259.0069875	Low	-0.420281341
AAEL012378	serine-type protease inhibitor	IMM	132.6617575	157.8215613	Low	0.582376831
AAEL005789	hypothetical protein	UKN	132.6545263	135.2399625	Low	0.643954707
AAEL009336	troponin C	DIV	132.6268044	553.9397813	Low	-1.534153863
AAEL017066	Hypothetical protein	UKN	132.6062663	190.6438575	Low	0.15817355
AAEL002837	radical sam proteins	DIV	132.5902625	302.8329125	Low	-0.584726821
AAEL006375	sphingomyelin phosphodiesterase	MET	132.5870088	159.226895	Low	0.500537348
AAEL004230	hypothetical protein	UKN	132.56439	246.1058813	Low	-0.358688483
AAEL010498	zinc finger protein	DIV	132.5343875	266.1043	Low	-0.581759486
AAEL017019	GPCR Serotonin Family	DIV	132.5322438	169.0298625	Low	0.3334296
AAEL004389	mannosidase alpha class 2a	MET	132.5262275	138.4712288	Low	0.999116312
AAEL016234	tRNA-Asn	RTT	132.51725	152.97265	Low	0.482807052
AAEL000535	conserved hypothetical protein	IMM	132.516945	117.28479	Low	1.114852002
AAEL011798	allergen, putative	DIV	132.4664913	134.6080225	Low	0.856560799
AAEL006673	hypothetical protein	DIV	132.4217475	127.9185938	Low	0.606867823
AAEL011820	conserved hypothetical protein	DIV	132.3240956	150.0841225	Low	0.755661501
AAEL000404	DNA repair helicase rad3/xp-d	RTT	132.2724475	323.4229125	Low	-0.69107161
AAEL007231	conserved hypothetical protein	DIV	132.2552794	119.1761338	Low	0.883765024
AAEL012006	conserved hypothetical protein	DIV	132.2423366	107.4170113	Low	0.630303324
AAEL015099	sumo ligase	RTT	132.2367461	358.9319045	Low	-0.76072147
AAEL010800	conserved hypothetical protein	DIV	132.2177475	129.6885188	Low	0.808952388
AAEL008989	conserved hypothetical protein	CS	132.1876025	164.209435	Low	0.211762673
AAEL011768	conserved hypothetical protein	UKN	132.17121	130.1170063	Low	0.948527398
AAEL016043	tRNA-Val	RTT	132.1623	157.826225	Low	0.44271867
AAEL011461	conserved hypothetical protein	CS	132.15521	142.7571375	Low	0.651459603
AAEL006541	axonemal dynein intermediate chain inner arm i1	CS	132.1455913	162.0582125	Low	0.582039789
AAEL001379	conserved hypothetical protein	UKN	132.1305038	267.2516575	Low	0.185629021
AAEL005392	dihydropyridine-sensitive l-type calcium channel	TRP	132.0372175	172.9264325	Low	0.281452506
AAEL014097	hypothetical protein	UKN	132.0227638	176.855055	Low	0.326082551
AAEL007998	conserved hypothetical protein	DIV	131.9961075	144.5594763	Low	0.538437791
AAEL008351	POSSIBLE INTEGRAL MEMBRANE EFFLUX PROTEIN EFPA, putative	TRP	131.9904141	243.7056897	Low	-0.343477846
AAEL001803	conserved hypothetical protein	CS	131.9571175	165.5655125	Low	0.437457998
AAEL017328	hypothetical protein	UKN	131.9561763	162.8423	Low	0.617298283
AAEL013953	RP58 protein, putative	DIV	131.9496275	96.299095	Low	1.316028825
AAEL012960	importin alpha	TRP	131.9464538	1732.69405	Low	-3.205390257
AAEL008297	sodium channel protein para	TRP	131.913975	146.8314	Low	0.533012554
AAEL013794	autoimmune regulator	DIV	131.8942083	156.2980075	Low	0.095788465
AAEL007958	erk1/2	RSM	131.8219831	172.8225569	Low	0.375173719
AAEL011215	f-box and wd40 domain protein 7 (fbw7)	MET	131.797075	498.4068375	Low	-1.029217222
AAEL014041	hypothetical protein	UKN	131.78986	155.5787475	Low	0.474056841
AAEL003462	aromatic amino acid decarboxylase	IMM	131.7738575	224.7598588	Low	-0.184989444
AAEL011028	conserved hypothetical protein	DIV	131.7117681	136.5763394	Low	0.878747004
AAEL015393	conserved hypothetical protein	DIV	131.7105713	229.722165	Low	-0.210383799
AAEL008360	5-hydroxytryptamine receptor 2	DIV	131.6786875	175.46955	Low	0.284818039
AAEL006185	exocyst componenet sec8	DIV	131.6474583	251.3223083	Low	-0.321563063
AAEL007479	hypothetical protein	DIV	131.628675	280.84605	Low	-0.402240646
AAEL009438	regulator of telomere elongation helicase 1 rtel1	DIV	131.6255325	155.8152863	Low	0.396370184
AAEL015246	eukaryotic translation initiation factor 2c	RTT	131.6151125	138.3932138	Low	0.599961981
AAEL011413	conserved hypothetical protein	DIV	131.6092263	361.305025	Low	-0.881882836
AAEL011676	AMP dependent coa ligase	MET	131.604675	162.88005	Low	0.241462375
AAEL000021	conserved hypothetical protein	UKN	131.5547606	148.4462394	Low	0.467732329
AAEL003458	conserved hypothetical protein	UKN	131.55304	116.05201	Low	0.972745236
AAEL010309	hypothetical protein	UKN	131.5250375	122.6237875	Low	0.808661495
AAEL013358	forkhead box protein (AaegFOXC)	DIV	131.476105	152.5202863	Low	0.369050481
AAEL014578	ssm4 protein	DIV	131.4655375	119.97055	Low	0.85917068
AAEL013336	conserved hypothetical protein	UKN	131.4525375	104.9957288	Low	1.10402722
AAEL013906	bone morphogenetic protein 5/7, bmp5/7	DIV	131.4494169	149.886795	Low	0.667191448
AAEL011115	conserved hypothetical protein	UKN	131.3786138	65.649645	Low	2.117344253
AAEL008841	acyl-CoA oxidase	MET	131.3709225	127.8173313	Low	0.856739911
AAEL004109	conserved hypothetical protein	UKN	131.36431	145.717075	Low	0.463001058
AAEL011075	hypothetical protein	UKN	131.3131125	1216.666875	Low	-2.685734848
AAEL006669	conserved hypothetical protein	DIV	131.30165	147.0840213	Low	0.608675294
AAEL003402	sphingomyelin phosphodiesterase	MET	131.2254848	157.2724229	Low	0.213076444
AAEL017676	miRNA	RTT	131.22545	183.36095	Low	0.137811686
AAEL010052	conserved hypothetical protein	UKN	131.224085	212.4516263	Low	-0.099032453
AAEL009593	conserved hypothetical protein	UKN	131.2164388	179.1351806	Low	0.221688981
AAEL003870	conserved hypothetical protein	DIV	131.21079	224.1739125	Low	-0.187042383
AAEL009249	coronin	DIV	131.19036	137.3364738	Low	0.747711199
AAEL000878	cuticle protein, putative	CS	131.1839438	141.347625	Low	0.546221902
AAEL017520	Catalytic activity, serine-type endopeptidase activity, proteolysis	IMM	131.1837	294.6171375	Low	-0.430958459
AAEL008030	fibrinogen and fibronectin	IMM	131.120515	125.2418775	Low	0.893275209
AAEL006265	conserved hypothetical protein	DIV	131.0863294	142.4454838	Low	0.764622296
AAEL006512	conserved hypothetical protein	UKN	131.0860588	150.1552563	Low	0.473658464
AAEL002791	conserved hypothetical protein	DIV	131.065405	222.7173625	Low	-0.357445231
AAEL004812	kinesin-like protein KIF1A	CS	131.0245163	199.1630131	Low	0.089212846
AAEL013505	neuropeptide f receptor 76f	DIV	130.9924375	155.031775	Low	0.40231982
AAEL012526	hypothetical protein	UKN	130.9837375	199.844575	Low	-0.05249092
AAEL013473	camp-specific 3,5-cyclic phosphodiesterase	DIV	130.97785	155.10105	Low	0.420729818
AAEL008947	conserved hypothetical protein	DIV	130.9655675	168.7856538	Low	0.371670689
AAEL001796	Nuclear hormone receptor (HR78)	DIV	130.91581	100.0987613	Low	1.173532276
AAEL012901	hypothetical protein	UKN	130.9053675	129.6379988	Low	0.787269778
AAEL012596	sodium/chloride dependent transporter	TRP	130.8921575	194.7699413	Low	-0.264215483
AAEL002519	serine collagenase 1 precursor, putative	IMM	130.8692206	113.7574081	Low	0.958268588
AAEL004596	conserved hypothetical protein	UKN	130.8652913	159.1488375	Low	0.380855452
AAEL017538	extracellular region, chitin metabolic process, chitin binding	SC	130.8557825	122.3090588	Low	0.847047981
AAEL003758	sorting nexin	TRP	130.8369088	139.0266675	Low	0.649768641
AAEL003934	conserved hypothetical protein	UKN	130.81094	1019.83735	Low	-2.629182521
AAEL004365	hypothetical protein	UKN	130.7762225	128.1957975	Low	-0.227392496
AAEL012972	n-acetylgalactosaminyltransferase	MET	130.7320675	208.9076375	Low	-0.264860168
AAEL002458	Pupal cuticle protein, putative	CS	130.6888763	76.9956525	Low	1.722387931
AAEL007202	nuclear receptor nhr-48	DIV	130.6147875	255.5097	Low	-0.346036382
AAEL011744	DEAD box ATP-dependent RNA helicase	RTT	130.5752106	149.4373888	Low	0.66337406
AAEL002944	conserved hypothetical protein	UKN	130.5730038	334.9963125	Low	-0.796564259
AAEL003904	conserved hypothetical protein	UKN	130.4141475	161.1307563	Low	0.433542527
AAEL007534	conserved hypothetical protein	UKN	130.360395	132.9079169	Low	0.687016238
AAEL010038	neuronal calcium sensor, putative	DIV	130.3492263	186.4634581	Low	0.234399347
AAEL016221	tRNA-Asn	RTT	130.3376	170.976275	Low	0.227845715
AAEL004186	conserved hypothetical protein	RSM	130.3219625	162.5479125	Low	0.420699805
AAEL015394	hypothetical protein	DIV	130.31285	139.5802	Low	0.594401878
AAEL014125	nk homeobox protein	DIV	130.3062238	162.7666025	Low	0.396367974
AAEL003092	conserved hypothetical protein	DIV	130.2819742	81.15995583	Low	1.526664951
AAEL008247	DNA polymerase alpha catalytic subunit	RTT	130.2691188	685.7646	Low	-1.775305689
AAEL006245	insulin receptor tyrosine kinase substrate	PROT	130.2612388	151.8361763	Low	0.423761302
AAEL008061	phosphatidylinositolglycan class N, putative	DIV	130.2242138	228.285805	Low	-0.845357049
AAEL007475	conserved hypothetical protein	DIV	130.2154775	108.9030063	Low	0.990609392
AAEL012517	conserved hypothetical protein	UKN	130.1507713	134.8695063	Low	0.584624419
AAEL011273	uridine cytidine kinase i	MET	130.1472113	441.6146	Low	-1.187694817
AAEL010561	conserved hypothetical protein	DIV	130.0376	148.8951	Low	0.567316901
AAEL005754	cgmp-dependent protein kinase	DIV	130.024225	98.50434375	Low	1.184633577
AAEL016403	tRNA-Asn	RTT	130.011625	157.9048	Low	0.380929314
AAEL007981	conserved hypothetical protein	DIV	130.0091881	186.2184594	Low	-0.630308206
AAEL007748	cd36 antigen	IMM	130.0065125	466.38285	Low	-1.234368908
AAEL008204	hypothetical protein	DIV	129.9908388	126.9467588	Low	0.462195284
AAEL003448	conserved hypothetical protein	DIV	129.976125	166.72925	Low	0.301469896
AAEL011168	GTP-binding protein (i) alpha subunit, gnai	DIV	129.9732013	559.512575	Low	-1.707592014
AAEL008769	serine-type enodpeptidase, putative	PROT	129.96183	144.61485	Low	0.970108789
AAEL003519	conserved hypothetical protein	DIV	129.9595625	176.7475375	Low	0.331127293
AAEL011179	ring finger protein	TRP	129.9396	151.5104675	Low	0.475393141
AAEL009858	conserved hypothetical protein	UKN	129.933105	123.7438438	Low	0.810656709
AAEL002019	conserved hypothetical protein	UKN	129.919225	309.6512688	Low	-0.624799747
AAEL013496	prophenoloxidase	IMM	129.8991875	171.5003	Low	0.419560856
AAEL013790	mitochondrial ribosomal protein, L50, putative	RSM	129.8784438	67.5958075	Low	2.915420548
AAEL009667	conserved hypothetical protein	DIV	129.8475325	525.72085	Low	-1.434261063
AAEL015429	conserved hypothetical protein	UKN	129.8235275	167.67639	Low	0.303696688
AAEL005959	phospholipase b, plb1	DIV	129.8189013	159.8204375	Low	0.37718159
AAEL001156	conserved hypothetical protein	UKN	129.8153431	331.039275	Low	-0.808575274
AAEL012433	short-chain dehydrogenase	RSM	129.8005688	159.615995	Low	0.084865636
AAEL012045	gar2, putative	MET	129.798115	198.249425	Low	-0.419474536
AAEL010301	conserved hypothetical protein	DIV	129.79346	178.1005313	Low	0.391358631
AAEL012986	hypothetical protein	DIV	129.7812269	287.3785813	Low	-0.665546887
AAEL000776	conserved hypothetical protein	DIV	129.755765	4305.0805	Low	-4.597545975
AAEL010480	serine-pyruvate aminotransferase	DIV	129.7470875	223.2928375	Low	-0.146133116
AAEL002383	succinate dehydrogenase, putative	TRP	129.7313763	162.7513275	Low	0.317263175
AAEL006799	conserved hypothetical protein	DIV	129.7241063	156.0978	Low	0.580878421
AAEL002013	hypothetical protein	DIV	129.70731	232.6868625	Low	-0.340268046
AAEL017083	Hypothetical protein	UKN	129.6908775	189.2918	Low	0.179165019
AAEL004641	conserved hypothetical protein	DIV	129.6882838	180.5475875	Low	0.178011008
AAEL006933	conserved hypothetical protein	CS	129.6559813	146.9367625	Low	0.839143232
AAEL007643	molybdopterin synthase small subunit, putative	MET	129.6416663	173.463375	Low	0.239779404
AAEL013714	trypsin, putative	IMM	129.6291083	437.3127667	Low	-1.240630262
AAEL002281	hypothetical protein	DIV	129.6163081	277.904	Low	-0.590944402
AAEL003276	hypothetical protein	PROT	129.6121144	159.6250313	Low	0.707493861
AAEL012629	deoxyuridine 5-triphosphate nucleotidohydrolase	MET	129.5738875	1183.392775	Low	-1.67270226
AAEL002343	neuronal pas domain protein	DIV	129.569855	103.7100306	Low	1.240725665
AAEL010289	beta nu integrin subunit	CS	129.5685913	89.34962125	Low	1.53474914
AAEL003261	hypothetical protein	DIV	129.5369538	145.8863513	Low	0.975095532
AAEL006205	hypothetical protein	UKN	129.52507	320.8525675	Low	-0.478453995
AAEL006666	cmp-sialic acid transporter	TRP	129.50403	183.4163625	Low	0.271393243
AAEL013022	zinc finger protein	DIV	129.4777275	172.5832263	Low	0.398236926
AAEL017785	miRNA	RTT	129.46731	65.54133	Low	2.03334086
AAEL004142	conserved hypothetical protein	DIV	129.4555013	229.7259275	Low	-0.257308035
AAEL012320	conserved hypothetical protein	UKN	129.4290725	100.9283588	Low	1.268672841
AAEL013484	hypothetical protein	UKN	129.4224813	164.2995875	Low	0.386218716
AAEL011404	galactose-specific C-type lectin, putative	IMM	129.4185688	153.8358813	Low	0.59457024
AAEL015059	conserved hypothetical protein	DIV	129.4034031	136.9169494	Low	0.592591566
AAEL010927	actin binding	CS	129.3950088	166.11302	Low	0.193852205
AAEL013012	brefeldin a-inhibited guanine nucleotide-exchange protein	TRP	129.392405	165.7191138	Low	0.442318062
AAEL017093	Hypothetical protein	UKN	129.3793175	105.5296963	Low	1.113799808
AAEL007046	mitochondrial brown fat uncoupling protein	RSM	129.3622738	2240.847655	Low	-3.709229202
AAEL014870	conserved hypothetical protein	DIV	129.35603	102.5064363	Low	1.165511456
AAEL010035	wdpeat protein	DIV	129.351975	146.9446731	Low	0.693748842
AAEL009441	hypothetical protein	UKN	129.3509375	225.49195	Low	-0.076929529
AAEL010700	hypothetical protein	DIV	129.3330208	209.9549417	Low	-0.187490753
AAEL007150	ATP-dependent RNA helicase	RTT	129.3287544	204.82009	Low	0.181028438
AAEL007123	receptor tyrosine kinase	DIV	129.3269238	188.2645288	Low	0.346871079
