Gene Symbol	Rank	Gene Name	P-Value	Q-Value
C1orf63	929	2402111_C1orf63	0.01247488	0.251084855
POLL	930	3303870_POLL	0.01248503	0.251084855
S100A12	931	2435981_S100A12	0.01249519	0.251084855
KIAA0020	932	3196691_KIAA0020	0.01253154	0.251545064
NBR2	933	3722384_NBR2	0.01259782	0.252524064
PSMB4	934	2358906_PSMB4	0.01260904	0.252524064
MSRB2	935	3238761_MSRB2	0.0126208	0.252524064
SLC35E3	936	3421244_SLC35E3	0.01267533	0.253344017
SOCS6	937	3792952_SOCS6	0.01280094	0.25514377
UTRN	938	2929168_UTRN	0.01280629	0.25514377
TUBG2	939	3721956_TUBG2	0.01280629	0.25514377
GRHL3	940	2325358_GRHL3	0.01290517	0.256840426
UNQ353	941	3629125_UNQ353	0.01293992	0.257258236
PLCG2	942	3670918_PLCG2	0.01306233	0.259004237
MVK	943	3431220_MVK	0.01306767	0.259004237
HMG20A	944	3602873_HMG20A	0.01306928	0.259004237
C9orf164	945	4051226_C9orf164	0.01310669	0.259365751
BTD	946	2612401_BTD	0.01311524	0.259365751
CSTF2	947	3984536_CSTF2	0.01317244	0.260221753
DDX18	948	2502300_DDX18	0.01320077	0.260506329
NEK4	949	2676352_NEK4	0.01322857	0.260672269
UAP1	950	2364189_UAP1	0.01324246	0.260672269
POLR2H	951	2655773_POLR2H	0.01325155	0.260672269
GPR141	952	2997789_GPR141	0.01326491	0.260672269
PLA2G6	953	3960388_PLA2G6	0.01329592	0.260764398
PMM2	954	3647504_PMM2	0.01330447	0.260764398
RHOQ	955	2480520_RHOQ	0.01331142	0.260764398
PARP2	956	3527418_PARP2	0.01332906	0.26083682
YWHAQ	957	2539869_YWHAQ	0.01337396	0.260973085
WBSCR16	958	3056838_WBSCR16	0.01338518	0.260973085
SERBP1	959	2417174_SERBP1	0.01338892	0.260973085
RRP15	960	2380554_RRP15	0.01345307	0.260973085
ZNF248	961	3285552_ZNF248	0.01345788	0.260973085
ZFYVE26	962	3569441_ZFYVE26	0.01345895	0.260973085
TMCO1	963	2442134_TMCO1	0.01346643	0.260973085
OXA1L	964	3528805_OXA1L	0.01347071	0.260973085
KBTBD6	965	3511135_KBTBD6	0.01347498	0.260973085
PMS2L11	966	3009722_PMS2L11	0.01347552	0.260973085
ARHGAP19	967	3302177_ARHGAP19	0.0135124	0.261416753
RNPEP	968	2374982_RNPEP	0.01353111	0.261508264
LOC201164	969	3747638_LOC201164	0.0136177	0.262910217
SNHG7	970	3230332_SNHG7	0.01367597	0.263501545
WDR21A	971	3543355_WDR21A	0.0136765	0.263501545
FKBP11	972	3453405_FKBP11	0.01380853	0.265642343
C1orf107	973	2378180_C1orf107	0.01381601	0.265642343
PYCR1	974	3774436_PYCR1	0.01384221	0.265846154
PSTK	975	3268548_PSTK	0.01385504	0.265846154
FOXO4	976	3980745_FOXO4	0.01387481	0.265952869
ITPKB	977	2458921_ITPKB	0.01389619	0.266090072
PSEN2	978	2383312_PSEN2	0.01396782	0.267188139
RAD51L3	979	3753412_RAD51L3	0.01399775	0.267265306
BIRC5	980	3736290_BIRC5	0.01400043	0.267265306
PAFAH2	981	2402493_PAFAH2	0.01401807	0.267329256
CDCA8	982	2330773_CDCA8	0.01404372	0.267545825
NDE1	983	3649811_NDE1	0.01408756	0.267855691
MEA1	984	2954324_MEA1	0.01408863	0.267855691
LRP10	985	3528895_LRP10	0.0141672	0.268512146
MYBL2	986	3886223_MYBL2	0.01417415	0.268512146
AP4B1	987	2428855_AP4B1	0.01417736	0.268512146
PADI4	988	2322848_PADI4	0.01418056	0.268512146
RARA	989	3720921_RARA	0.01425273	0.269605662
HERPUD1	990	3662387_HERPUD1	0.01427999	0.269848485
AMZ2	991	3732736_AMZ2	0.01430351	0.270020182
C3orf26	992	2633460_C3orf26	0.01433879	0.270211268
TRIAP1	993	3474495_TRIAP1	0.01435108	0.270211268
ZNF207	994	3717635_ZNF207	0.01435696	0.270211268
DIRC2	995	2639129_DIRC2	0.01441629	0.271055276
H3F3B	996	3770944_H3F3B	0.01446975	0.271521522
PTK2B	997	3091301_PTK2B	0.01448097	0.271521522
PTEN	998	3256689_PTEN	0.01449754	0.271521522
ZNF19	999	3697683_ZNF19	0.01449914	0.271521522
ZNF621	1000	2618726_ZNF621	0.01452694	0.27177
KIAA0284	1001	3554452_KIAA0284	0.01458948	0.272571711
RTP4	1002	2657025_RTP4	0.01461033	0.272571711
ZNF383	1003	3831774_ZNF383	0.01465416	0.272571711
HUS1	1004	3049840_HUS1	0.01465523	0.272571711
CD22	1005	3830359_CD22	0.01466752	0.272571711
PPFIBP2	1006	3319137_PPFIBP2	0.01467928	0.272571711
PUF60	1007	3157817_PUF60	0.01468195	0.272571711
CIAPIN1	1008	3782771_CIAPIN1	0.01470868	0.272571711
ZNF577	1009	3869275_ZNF577	0.01472472	0.272571711
GLT8D3	1010	3451246_GLT8D3	0.01472472	0.272571711
PLK4	1011	2742985_PLK4	0.01473006	0.272571711
EIF3H	1012	3149754_EIF3H	0.01479634	0.273527668
SNX9	1013	2933331_SNX9	0.01484445	0.274125737
WDR33	1014	2575054_WDR33	0.01487225	0.274125737
TEX261	1015	2558924_TEX261	0.01490378	0.274125737
C17orf62	1016	3775038_C17orf62	0.01490646	0.274125737
RNF19B	1017	2405312_RNF19B	0.01491448	0.274125737
STAG1	1018	2696802_STAG1	0.01491661	0.274125737
NLN	1019	2812359_NLN	0.0149567	0.274559687
HIST1H2BA	1020	2898971_HIST1H2BA	0.01497648	0.274559687
TMEM63A	1021	2458513_TMEM63A	0.01499626	0.274559687
FANCE	1022	2904663_FANCE	0.01499893	0.274559687
PLXNB1	1023	2673181_PLXNB1	0.01503795	0.275004888
STX16	1024	3891006_STX16	0.0150743	0.275400391
ABT1	1025	2899519_ABT1	0.01514806	0.276329114
PPP5C	1026	3836760_PPP5C	0.01516838	0.276329114
ICAM2	1027	3766621_ICAM2	0.01516945	0.276329114
HIST1H2BF	1028	2899206_HIST1H2BF	0.01523145	0.277188716
RRM2	1029	2469252_RRM2	0.01529078	0.277998056
RBM14	1030	3336378_RBM14	0.01537096	0.279184466
ILF2	1031	2436132_ILF2	0.01538914	0.279243453
PCYT1A	1032	2712754_PCYT1A	0.01542976	0.279412897
---	1033	2489169_---	0.01544473	0.279412897
C14orf43	1034	3571553_C14orf43	0.01546023	0.279412897
BRWD3	1035	4013730_BRWD3	0.01548054	0.279412897
GALNT10	1036	2836518_GALNT10	0.01548322	0.279412897
PIK3AP1	1037	3301914_PIK3AP1	0.01549391	0.279412897
HSPC111	1038	2888284_HSPC111	0.01551636	0.279412897
LETMD1	1039	3414776_LETMD1	0.01551796	0.279412897
HNRNPM	1040	3819543_HNRNPM	0.01554255	0.279586538
FAM136A	1041	2558595_FAM136A	0.01559333	0.280230548
DNMT3A	1042	2544662_DNMT3A	0.0156377	0.280758157
ATP8B4	1043	3623552_ATP8B4	0.01568099	0.281149425
MAML2	1044	3387537_MAML2	0.01568954	0.281149425
NUP88	1045	3742652_NUP88	0.01571894	0.281406699
POLE4	1046	2489606_POLE4	0.01574032	0.281498092
PSMC1	1047	2628583_PSMC1	0.01575743	0.281498092
PI4KB	1048	2434925_PI4KB	0.01576919	0.281498092
HIST1H3E	1049	2899233_HIST1H3E	0.01586647	0.282594697
TMEM67	1050	3107242_TMEM67	0.01586808	0.282594697
XTP3TPA	1051	3687789_XTP3TPA	0.01588732	0.282594697
EPS15L1	1052	3853814_EPS15L1	0.01589267	0.282594697
RNASET2	1053	2984884_RNASET2	0.01592688	0.282594697
NEU3	1054	3340410_NEU3	0.0159381	0.282594697
NPM1	1055	2867267_NPM1	0.01594933	0.282594697
AMD1	1056	2921296_AMD1	0.01595146	0.282594697
KLHL12	1057	2451428_KLHL12	0.01607173	0.284362606
TP53INP1	1058	3145149_TP53INP1	0.0160867	0.284362606
PRKAB2	1059	2433209_PRKAB2	0.01609686	0.284362606
RANBP1	1060	3937228_RANBP1	0.01624759	0.286754717
GCSH	1061	2442900_GCSH	0.0163251	0.287851084
TRAPPC5	1062	3819104_TRAPPC5	0.01634434	0.287919021
MED23	1063	2974188_MED23	0.01637481	0.288184384
LASP1	1064	3719980_LASP1	0.01642773	0.288843985
WFDC13	1065	3887004_WFDC13	0.01646996	0.289108818
WBP1	1066	2492729_WBP1	0.0164737	0.289108818
RABGAP1	1067	3188299_RABGAP1	0.01653303	0.289467787
DDX11	1068	3410060_DDX11	0.01654693	0.289467787
PPP1R15A	1069	3838004_PPP1R15A	0.01655442	0.289467787
GRIK4	1070	3352618_GRIK4	0.01656938	0.289467787
GLT8D1	1071	2676319_GLT8D1	0.01657152	0.289467787
ZNF302	1072	3829857_ZNF302	0.01660092	0.289507892
SH2D1A	1073	3989826_SH2D1A	0.01662765	0.289507892
RPN1	1074	2694397_RPN1	0.0166362	0.289507892
DDX17	1075	3960629_DDX17	0.01664635	0.289507892
ST3GAL1	1076	3154398_ST3GAL1	0.01666346	0.289507892
PAN2	1077	3457696_PAN2	0.01666667	0.289507892
SCYE1	1078	2738466_SCYE1	0.01676342	0.290918367
THOC4	1079	4041422_THOC4	0.01680885	0.291436515
INTS10	1080	3088405_INTS10	0.01688315	0.292084871
TLN1	1081	3204744_TLN1	0.0168901	0.292084871
TSPAN8	1082	3461981_TSPAN8	0.01689545	0.292084871
YARS	1083	2405192_YARS	0.01692378	0.292084871
CTTNBP2NL	1084	2352106_CTTNBP2NL	0.01692431	0.292084871
ITGB1	1085	3284188_ITGB1	0.0170077	0.293061412
BNIP1	1086	2841528_BNIP1	0.0170387	0.293061412
TRIB1	1087	3115008_TRIB1	0.01705901	0.293061412
FN3KRP	1088	3739108_FN3KRP	0.01706062	0.293061412
RCHY1	1089	2773655_RCHY1	0.01707291	0.293061412
SNX20	1090	3691193_SNX20	0.01708253	0.293061412
ERH	1091	3570049_ERH	0.01709055	0.293061412
FLYWCH1	1092	3645402_FLYWCH1	0.01712904	0.293452381
PAK1	1093	3382861_PAK1	0.01716271	0.293645455
C1orf183	1094	2428079_C1orf183	0.01723006	0.293645455
SNTB2	1095	3666601_SNTB2	0.01724717	0.293645455
C6orf108	1096	2954489_C6orf108	0.01724877	0.293645455
PSMD1	1097	2531712_PSMD1	0.01724877	0.293645455
PLEKHG2	1098	3832992_PLEKHG2	0.01725198	0.293645455
DNASE2	1099	3851826_DNASE2	0.01725893	0.293645455
NUBP1	1100	3647956_NUBP1	0.01726588	0.293645455
BAZ1B	1101	3056044_BAZ1B	0.01730703	0.294078111
TUBA1C	1102	3413787_TUBA1C	0.01738401	0.294945848
SLC24A1	1103	3598430_SLC24A1	0.01741554	0.294945848
BBS7	1104	2784131_BBS7	0.01743372	0.294945848
C12orf31	1105	3460584_C12orf31	0.01745831	0.294945848
HLA-DQB2	1106	2950125_HLA-DQB2	0.01745884	0.294945848
CIDECP	1107	2662520_CIDECP	0.01746365	0.294945848
ZRANB1	1108	3269373_ZRANB1	0.01746846	0.294945848
SMC3	1109	3263790_SMC3	0.0174984	0.295184851
ZNF692	1110	2466039_ZNF692	0.01753261	0.295229523
PSMD2	1111	2655650_PSMD2	0.01753261	0.295229523
DKFZP686E2158	1112	2858793_DKFZP686E2158	0.01757697	0.295710432
FAM40B	1113	3023483_FAM40B	0.0176486	0.296543986
TTC31	1114	2489322_TTC31	0.01765822	0.296543986
THEX1	1115	3085065_THEX1	0.01771542	0.296973214
NUP37	1116	3468261_NUP37	0.01773412	0.296973214
ASTE1	1117	2695295_ASTE1	0.01776673	0.296973214
AKR1B1	1118	3073981_AKR1B1	0.01776673	0.296973214
MPHOSPH10	1119	2488078_MPHOSPH10	0.01777582	0.296973214
SLC25A19	1120	3770721_SLC25A19	0.01777903	0.296973214
NDC80	1121	3776139_NDC80	0.01791052	0.298902765
TMEM5	1122	3419585_TMEM5	0.01797039	0.299581478
ZFP91	1123	3331730_ZFP91	0.01798322	0.299581478
CSPG4LYP1	1124	4032361_CSPG4LYP1	0.01800246	0.299635231
MEPCE	1125	3015553_MEPCE	0.0180201	0.299637489
CLK3	1126	3601741_CLK3	0.01803667	0.299637489
SRGAP3	1127	2662087_SRGAP3	0.01805324	0.299637489
SLC19A1	1128	3935016_SLC19A1	0.01807943	0.299637489
EIF4E	1129	2778980_EIF4E	0.01809493	0.299637489
B3GNT1	1130	3378228_B3GNT1	0.01810455	0.299637489
WNK1	1131	3400034_WNK1	0.01811471	0.299637489
EIF5B	1132	2495881_EIF5B	0.01819436	0.300689046
C2orf13	1133	2486851_C2orf13	0.0182724	0.301712268
RNF126	1134	3844704_RNF126	0.01830393	0.301911894
ARHGAP27	1135	3759778_ARHGAP27	0.01831676	0.301911894
ERCC4	1136	3648995_ERCC4	0.01833547	0.301954225
INCENP	1137	3333358_INCENP	0.01835739	0.302049252
GSPT1	1138	3680610_GSPT1	0.01840175	0.302513181
KRBA2	1139	3744410_KRBA2	0.01843383	0.302774363
SLC25A3	1140	3427820_SLC25A3	0.01847071	0.303114035
BTN3A2	1141	2899298_BTN3A2	0.01852042	0.303324584
WDSOF1	1142	3110341_WDSOF1	0.01852042	0.303324584
SMN2	1143	2814176_SMN2	0.01853218	0.303324584
TMEM87A	1144	3620515_TMEM87A	0.01857227	0.303715035
PREX1	1145	3908631_PREX1	0.01861931	0.304218341
HIST1H3I	1146	2947077_HIST1H3I	0.01873316	0.305403296
CLPTM1L	1147	2845879_CLPTM1L	0.01876898	0.305403296
HJURP	1148	2604254_HJURP	0.01879517	0.305403296
ZNF263	1149	3645779_ZNF263	0.01880319	0.305403296
DAG1	1150	2622121_DAG1	0.01880586	0.305403296
PRPF38A	1151	2336383_PRPF38A	0.01882029	0.305403296
FAM20B	1152	2369463_FAM20B	0.01882136	0.305403296
POU2F2	1153	3863435_POU2F2	0.01882243	0.305403296
C14orf101	1154	3537264_C14orf101	0.01885717	0.30544905
PPP2CA	1155	2876046_PPP2CA	0.01887802	0.30544905
PLEKHG6	1156	3402398_PLEKHG6	0.01888069	0.30544905
GLRX5	1157	3550077_GLRX5	0.01889619	0.30544905
TAX1BP3	1158	3741528_TAX1BP3	0.01890688	0.30544905
ERBB2	1159	3720402_ERBB2	0.01893468	0.305634167
ATG5	1160	2967550_ATG5	0.01896248	0.305818966
KIF23	1161	3599811_KIF23	0.01899455	0.306072351
BRPF1	1162	2609870_BRPF1	0.01903464	0.306454389
ABHD11	1163	3056264_ABHD11	0.01905442	0.306460481
PPM2C	1164	3107342_PPM2C	0.01906778	0.306460481
SIGLEC10	1165	3869030_SIGLEC10	0.01911108	0.306680961
PDCL3	1166	2496280_PDCL3	0.01911428	0.306680961
PFAS	1167	3709540_PFAS	0.01914849	0.306966581
DBR1	1168	2697331_DBR1	0.01927892	0.308622754
MRPL47	1169	2706985_MRPL47	0.0192848	0.308622754
ERN1	1170	3766651_ERN1	0.01934199	0.309273504
NCOA3	1171	3887635_NCOA3	0.01936284	0.309342442
PAICS	1172	2728189_PAICS	0.01940988	0.309829352
TAF15	1173	3718791_TAF15	0.01950449	0.31072758
ZNF436	1174	2401333_ZNF436	0.01951732	0.31072758
LOC652968	1175	3957207_LOC652968	0.01955099	0.31072758
PTPN22	1176	2428796_PTPN22	0.01955581	0.31072758
RSPRY1	1177	3662612_RSPRY1	0.01958734	0.31072758
WDR46	1178	2950561_WDR46	0.01960231	0.31072758
NEK9	1179	3572278_NEK9	0.01961353	0.31072758
PTGER4	1180	2807621_PTGER4	0.01961995	0.31072758
PACS1	1181	3335952_PACS1	0.01962476	0.31072758
FBF1	1182	3771160_FBF1	0.01963224	0.31072758
CCNF	1183	3644764_CCNF	0.01970547	0.311393581
C20orf132	1184	3904797_C20orf132	0.01970761	0.311393581
PHC1	1185	3403981_PHC1	0.01977977	0.311971356
KBTBD2	1186	3044904_KBTBD2	0.01978619	0.311971356
ZNF165	1187	2900195_ZNF165	0.01979421	0.311971356
FAM127B	1188	4022925_FAM127B	0.01983109	0.312289562
AAK1	1189	2558150_AAK1	0.01985461	0.312396972
AFG3L2	1190	3799415_AFG3L2	0.01989309	0.312739496
MC5R	1191	3780334_MC5R	0.0199241	0.312963896
SMARCC2	1192	3457455_SMARCC2	0.01997167	0.313336127
POLS	1193	2800503_POLS	0.01998129	0.313336127
ARHGAP9	1194	3458551_ARHGAP9	0.02000374	0.313394649
ASCC2	1195	3957003_ASCC2	0.02003368	0.313394649
TTC23	1196	3641391_TTC23	0.02003528	0.313394649
RAB8B	1197	3597476_RAB8B	0.02008873	0.313968254
MGC35361	1198	3016953_MGC35361	0.02017158	0.314796003
EIF3J	1199	3591963_EIF3J	0.02017853	0.314796003
OR2A2	1200	3029498_OR2A2	0.02019724	0.314796003
SLC25A32	1201	3147726_SLC25A32	0.020209	0.314796003
TTBK2	1202	3620799_TTBK2	0.02023626	0.314846218
POLD3	1203	3340269_POLD3	0.02024588	0.314846218
KLHL23	1204	2514516_KLHL23	0.02029292	0.314946414
PSMC3	1205	3372209_PSMC3	0.02030415	0.314946414
ADNP2	1206	3795501_ADNP2	0.02031911	0.314946414
LASS5	1207	3454296_LASS5	0.02032018	0.314946414
KLF11	1208	2469213_KLF11	0.02037952	0.314946414
MORF4	1209	2794180_MORF4	0.02039181	0.314946414
EPS8L2	1210	3316149_EPS8L2	0.02040678	0.314946414
GPR172B	1211	3742532_GPR172B	0.02042068	0.314946414
DYNC1LI1	1212	2668035_DYNC1LI1	0.02042068	0.314946414
BRP44L	1213	2984616_BRP44L	0.02042068	0.314946414
GLCCI1	1214	2989537_GLCCI1	0.02046077	0.315304778
GPR15	1215	2633191_GPR15	0.02055591	0.316422697
AP2A1	1216	3838886_AP2A1	0.02056714	0.316422697
RAB11FIP4	1217	3716783_RAB11FIP4	0.02061899	0.316959737
VKORC1L1	1218	3005266_VKORC1L1	0.02071253	0.318096801
PDCD7	1219	3629475_PDCD7	0.02072696	0.318096801
THOC4	1220	3774331_THOC4	0.02075903	0.31811784
XYLB	1221	2617687_XYLB	0.0207756	0.31811784
C17orf80	1222	3733999_C17orf80	0.02077935	0.31811784
WWP1	1223	3105777_WWP1	0.02081302	0.318372854
QDPR	1224	2762334_QDPR	0.02089748	0.319160554
NSF	1225	3724197_NSF	0.020921	0.319160554
CKS1B	1226	2360452_CKS1B	0.0209242	0.319160554
POLR2J2	1227	3065154_POLR2J2	0.02093276	0.319160554
TGS1	1228	3098935_TGS1	0.02103271	0.320268511
ZNF616	1229	3869461_ZNF616	0.02103966	0.320268511
NCBP2	1230	2713074_NCBP2	0.02108777	0.320739837
C20orf72	1231	3878220_C20orf72	0.02114603	0.321330089
THTPA	1232	3529185_THTPA	0.02116474	0.321330089
GTDC1	1233	2579439_GTDC1	0.02117811	0.321330089
TROAP	1234	3413875_TROAP	0.02120323	0.321450567
TCTA	1235	2622095_TCTA	0.0213096	0.322801619
MON2	1236	3419239_MON2	0.02136626	0.322972536
NAF1	1237	2792069_NAF1	0.0213684	0.322972536
HNRNPD	1238	2775463_HNRNPD	0.02137267	0.322972536
ECHDC3	1239	3235255_ECHDC3	0.02141864	0.323325301
MOBKL3	1240	2521500_MOBKL3	0.02143842	0.323325301
FBXO42	1241	2398073_FBXO42	0.02145339	0.323325301
FAM127A	1242	3991889_FAM127A	0.0214892	0.323325301
ASF1B	1243	3852565_ASF1B	0.02148974	0.323325301
---	1244	3857329_---	0.02150257	0.323325301
COG7	1245	3685131_COG7	0.021517	0.323325301
CORO1B	1246	3378830_CORO1B	0.021579	0.323785084
ZNF441	1247	3821377_ZNF441	0.02158221	0.323785084
ZCCHC6	1248	3212976_ZCCHC6	0.02161696	0.323992
---	1249	3165624_---	0.02164529	0.323992
NUP93	1250	3662265_NUP93	0.02164796	0.323992
PMS2L5	1251	3056957_PMS2L5	0.02167789	0.324180655
SETMAR	1252	2608419_SETMAR	0.02171638	0.324405427
NOLA1	1253	2739242_NOLA1	0.0217276	0.324405427
APLP1	1254	3830961_APLP1	0.02177464	0.324665605
FAM86B1	1255	3124772_FAM86B1	0.02178801	0.324665605
CHAC1	1256	3590275_CHAC1	0.02179709	0.324665605
CBL	1257	3352070_CBL	0.02186765	0.324885375
C12orf41	1258	3453177_C12orf41	0.02188048	0.324885375
TAF10	1259	3361021_TAF10	0.02188743	0.324885375
SOD1	1260	3917851_SOD1	0.02191576	0.324885375
SPG11	1261	3621948_SPG11	0.02192912	0.324885375
CAPN1	1262	3334954_CAPN1	0.02195211	0.324885375
ING2	1263	2753952_ING2	0.02196226	0.324885375
C18orf55	1264	3793588_C18orf55	0.02196387	0.324885375
PAQR7	1265	2402431_PAQR7	0.02196814	0.324885375
UBE2V2	1266	3097208_UBE2V2	0.02202213	0.32519337
ZNF189	1267	3182409_ZNF189	0.02202373	0.32519337
TMLHE	1268	4027828_TMLHE	0.02205581	0.325410095
RBM12B	1269	3144760_RBM12B	0.02211781	0.32606777
KCTD6	1270	2626258_KCTD6	0.02215095	0.326089693
DC2	1271	2738949_DC2	0.02215416	0.326089693
NTN1	1272	3709838_NTN1	0.02225839	0.327366352
FAM134C	1273	3757990_FAM134C	0.02228352	0.327468652
ACAD9	1274	2641341_ACAD9	0.02231505	0.327468652
SH3KBP1	1275	4001850_SH3KBP1	0.02232093	0.327468652
UTP3	1276	2730531_UTP3	0.02233536	0.327468652
FBXO10	1277	3205506_FBXO10	0.02236637	0.327666406
MBP	1278	3814063_MBP	0.02239844	0.327879499
ZNF563	1279	3851353_ZNF563	0.02248557	0.328897576
CD300A	1280	3734379_CD300A	0.02255399	0.329352574
GRPEL2	1281	2835006_GRPEL2	0.02256949	0.329352574
KIF20A	1282	2830638_KIF20A	0.02256949	0.329352574
CASP2	1283	3029030_CASP2	0.02259782	0.329369159
CD22	1284	3830353_CD22	0.02260584	0.329369159
PKNOX1	1285	3922975_PKNOX1	0.02264486	0.329680934
RIOK2	1286	2868283_RIOK2	0.02270098	0.330241058
FLJ39653	1287	2719792_FLJ39653	0.02271969	0.33025641
SLC35E2	1288	2391813_SLC35E2	0.02273787	0.330263975
CEPT1	1289	2351632_CEPT1	0.02282232	0.331233514
CHCHD4	1290	2663785_CHCHD4	0.02289235	0.331992248
AKAP8	1291	3853299_AKAP8	0.02297947	0.332869296
MFSD8	1292	2785035_MFSD8	0.02298856	0.332869296
YIPF5	1293	2879509_YIPF5	0.0230062	0.332869296
PLEKHO2	1294	3598165_PLEKHO2	0.02307569	0.333616692
DHRS1	1295	3558118_DHRS1	0.02311311	0.333899614
RPAP1	1296	3620054_RPAP1	0.02320612	0.334749422
ARHGAP30	1297	2440549_ARHGAP30	0.02320772	0.334749422
TIMM50	1298	3833093_TIMM50	0.02323338	0.334861325
C6orf64	1299	2952781_C6orf64	0.02336059	0.33631053
CEP27	1300	3591044_CEP27	0.02338518	0.33631053
MTRF1L	1301	2980258_MTRF1L	0.02338786	0.33631053
C20orf142	1302	3906852_C20orf142	0.02344665	0.336897081
ZNF709	1303	3851374_ZNF709	0.02353058	0.337142857
VPS33B	1304	3639070_VPS33B	0.02355089	0.337142857
C11orf40	1305	3360182_C11orf40	0.02355837	0.337142857
PINX1	1306	3124180_PINX1	0.02356051	0.337142857
OSBPL7	1307	3760894_OSBPL7	0.02357815	0.337142857
RGL1	1308	2371346_RGL1	0.02358777	0.337142857
HIST2H3A	1309	2434080_HIST2H3A	0.02358991	0.337142857
TMEM188	1310	3659858_TMEM188	0.02371766	0.338445122
PPP1R15B	1311	2452049_PPP1R15B	0.02372461	0.338445122
CCDC90A	1312	2942578_CCDC90A	0.0237353	0.338445122
LSM5	1313	3044753_LSM5	0.02380319	0.339154608
NCAPH	1314	2494484_NCAPH	0.02389513	0.339916413
GNG10	1315	3184940_GNG10	0.02391063	0.339916413
DNAJC11	1316	2394841_DNAJC11	0.02391116	0.339916413
PLEKHA9	1317	3451988_PLEKHA9	0.02393254	0.339962035
POU2AF1	1318	3390860_POU2AF1	0.02397317	0.340280728
MRPS5	1319	2564599_MRPS5	0.02403357	0.340879454
FLJ37201	1320	3299782_FLJ37201	0.02406671	0.341090909
ZFAND2B	1321	2528308_ZFAND2B	0.02414796	0.341983346
NIBP	1322	3155937_NIBP	0.024195	0.342267574
SAMM50	1323	3947986_SAMM50	0.02420462	0.342267574
DPY30	1324	2547386_DPY30	0.02425059	0.34265861
HIST1H4F	1325	2899243_HIST1H4F	0.02428694	0.342913208
TCERG1	1326	2834093_TCERG1	0.02431206	0.34300905
WDR4	1327	3933817_WDR4	0.02439438	0.343911078
RAB3IP	1328	3421762_RAB3IP	0.024435	0.344142857
TMEM117	1329	3412345_TMEM117	0.02445959	0.344142857
GLT25D1	1330	3824471_GLT25D1	0.024466	0.344142857
NCAPG	1331	2720251_NCAPG	0.02453229	0.344815928
LRRC8C	1332	2345929_LRRC8C	0.02456168	0.34496997
WSB1	1333	3715109_WSB1	0.0245975	0.345131086
MANBAL	1334	3884158_MANBAL	0.02461621	0.345131086
EPSTI1	1335	3511698_EPSTI1	0.0246285	0.345131086
POLR2D	1336	2575134_POLR2D	0.02469264	0.345234899
RGP1	1337	3168136_RGP1	0.02471563	0.345234899
FLJ32065	1338	3767280_FLJ32065	0.0247322	0.345234899
ADH5	1339	2779095_ADH5	0.02473861	0.345234899
ZNF81	1340	3976406_ZNF81	0.0247461	0.345234899
MRPL18	1341	2934167_MRPL18	0.02474663	0.345234899
MKI67	1342	3312490_MKI67	0.02477924	0.345432191
FLJ11184	1343	2750227_FLJ11184	0.02487385	0.346492926
ARSG	1344	3732793_ARSG	0.02492784	0.346986607
BBS10	1345	3462930_BBS10	0.0249984	0.347286879
OR4N4	1346	3583382_OR4N4	0.02502673	0.347286879
ZNF330	1347	2745220_ZNF330	0.02503207	0.347286879
MRPL50	1348	3218067_MRPL50	0.02503849	0.347286879
RHOC	1349	2428405_RHOC	0.02504223	0.347286879
GPN3	1350	3471224_GPN3	0.02508766	0.347485207
PKMYT1	1351	3677315_PKMYT1	0.02510423	0.347485207
ZFP36	1352	3832978_ZFP36	0.02511225	0.347485207
SRF	1353	2907730_SRF	0.02516677	0.347704194
GGNBP2	1354	3719161_GGNBP2	0.025178	0.347704194
TGM1	1355	3558043_TGM1	0.02518869	0.347704194
SFRS14	1356	3855410_SFRS14	0.02523947	0.347704194
RUFY1	1357	2844082_RUFY1	0.02524375	0.347704194
CCDC88C	1358	3576441_CCDC88C	0.02524642	0.347704194
WBP1	1359	2489279_WBP1	0.02525818	0.347704194
INTS3	1360	2359817_INTS3	0.02532767	0.34804699
NICN1	1361	2674526_NICN1	0.02533141	0.34804699
SH3TC1	1362	2717593_SH3TC1	0.02533889	0.34804699
TM7SF2	1363	3334884_TM7SF2	0.02536081	0.348092443
PCYOX1L	1364	2835021_PCYOX1L	0.02542121	0.348665689
PACSIN2	1365	3962678_PACSIN2	0.02548803	0.349326007
FAM100B	1366	3735447_FAM100B	0.02552919	0.349633968
PER1	1367	3744150_PER1	0.02558424	0.350131675
IER5	1368	2370355_IER5	0.02566496	0.350979532
CHST14	1369	3589972_CHST14	0.02568901	0.351051863
JAGN1	1370	2610044_JAGN1	0.0257307	0.351364964
NSUN3	1371	2632491_NSUN3	0.02577293	0.351684902
ZNF367	1372	3216319_ZNF367	0.02582478	0.351693314
STK11	1373	3815566_STK11	0.02582906	0.351693314
ATP6AP2	1374	3974556_ATP6AP2	0.0258499	0.351693314
OAS2	1375	3432514_OAS2	0.02585953	0.351693314
OR52H1	1376	3360587_OR52H1	0.02586754	0.351693314
SRFBP1	1377	2826064_SRFBP1	0.02589213	0.351771968
CRKRS	1378	3720228_CRKRS	0.02594131	0.352184325
C9orf156	1379	3216931_C9orf156	0.02596804	0.352202899
HIST1H4J	1380	2900062_HIST1H4J	0.02598033	0.352202899
MRPS16	1381	3294348_MRPS16	0.02608937	0.353425054
