Probe Set ID	Unigene(Avadis)	Gene Title	Gene Symbol	Fold change	p-value
1555817_s_at	Hs.387057	hypothetical protein FLJ13710	FLJ13710	-2.103988	0.03676709
212228_s_at	Hs.513632	hypothetical protein DKFZp434K046	DKFZP434K046	-2.10463	0.01742037
204594_s_at	Hs.148677	hypothetical protein FLJ20232	FLJ20232	-2.1046374	0.022277748
202084_s_at	Hs.464184	SEC14-like 1 (S. cerevisiae)	SEC14L1	-2.108318	0.002078479
201080_at	Hs.260603	Phosphatidylinositol-4-phosphate 5-kinase, type II, beta	PIP5K2B	-2.1087472	0.030204844
204547_at	Hs.484068	RAB40B, member RAS oncogene family	RAB40B	-2.108939	0.022330012
202003_s_at	Hs.200136	acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)	ACAA2	-2.1093524	0.030556973
212508_at	Hs.24719	modulator of apoptosis 1	MOAP1	-2.1113405	0.045806818
202535_at	Hs.86131	Fas (TNFRSF6)-associated via death domain	FADD	-2.1116917	0.045467515
50376_at	Hs.24545	zinc finger protein 444	ZNF444	-2.1139355	0.016728362
213555_at	Hs.528310	RWD domain containing 2	RWDD2	-2.1166265	0.008477354
205233_s_at	Hs.477083	platelet-activating factor acetylhydrolase 2, 40kDa	PAFAH2	-2.1170976	0.009588661
218030_at	Hs.514051	G protein-coupled receptor kinase interactor 1	GIT1	-2.1171196	0.042112745
226385_s_at	Hs.87385	chromosome 7 open reading frame 30	C7orf30	-2.1184552	0.048229765
227814_at	Hs.385865	WD repeat domain 53	WDR53	-2.1229155	0.045296952
223157_at	Hs.8715	chromosome 4 open reading frame 14	C4orf14	-2.1238058	0.024313819
206468_s_at	Hs.494705	KIAA0859	KIAA0859	-2.1262922	0.017239422
226238_at	Hs.94949	methylmalonyl CoA epimerase	MCEE	-2.1317885	0.021707421
217907_at	Hs.416998	mitochondrial ribosomal protein L18	MRPL18	-2.1327999	0.04315173
219961_s_at	Hs.187635	chromosome 20 open reading frame 19	C20orf19	-2.133254	0.04824502
209580_s_at	Hs.35947	methyl-CpG binding domain protein 4	MBD4	-2.1362984	0.03805998
235301_at	Hs.208093	hypothetical protein FLJ31340	FLJ31340	-2.136988	0.041776843
226194_at	Hs.7542	chromosome 13 open reading frame 8	C13orf8	-2.1380024	0.04930052
218147_s_at	Hs.297304	glycosyltransferase 8 domain containing 1	GLT8D1	-2.1390326	0.037893437
225833_at	Hs.487498	KCCR13L	LOC221955	-2.139211	0.021856071
219821_s_at	Hs.484686	glucose-fructose oxidoreductase domain containing 1	GFOD1	-2.1422143	0.021013482
219984_s_at	Hs.36761	HRAS-like suppressor	HRASLS	-2.143688	0.04985952
223276_at	Hs.29444	putative small membrane protein NID67	NID67	-2.1437144	0.041397527
232129_s_at	Hs.523221	leucine zipper, putative tumor suppressor 2	LZTS2	-2.1471872	0.029756432
214383_x_at	Hs.412468	kelch domain containing 3	KLHDC3	-2.147785	0.015827527
202530_at	Hs.485233	mitogen-activated protein kinase 14	MAPK14	-2.1501782	0.044543047
207446_at	Hs.366986	toll-like receptor 6	TLR6	-2.1550019	0.045384303
207446_at	Hs.366986	toll-like receptor 6	TLR6	-2.1550019	0.045384303
226716_at	Hs.467117	KIAA1205	KIAA1205	-2.155663	0.0155757
221932_s_at	Hs.532683	chromosome 14 open reading frame 87	C14orf87	-2.1558275	0.030662721
210176_at	Hs.111805	toll-like receptor 1	TLR1	-2.1659818	0.047678895
210176_at	Hs.111805	toll-like receptor 1	TLR1	-2.1659818	0.047678895
224395_s_at	Hs.134623	ring finger protein 7 /// ring finger protein 7	RNF7	-2.1683843	0.006931076
201596_x_at	Hs.406013	keratin 18	KRT18	-2.171618	0.0393415
209474_s_at	Hs.523173	ectonucleoside triphosphate diphosphohydrolase 1	ENTPD1	-2.1747432	0.022082323
225780_at	Hs.239459	regulatory solute carrier protein, family 1, member 1	RSC1A1	-2.174785	0.048882
201528_at	Hs.461925	replication protein A1, 70kDa	RPA1	-2.174981	0.04157911
1552684_a_at	Hs.513002	SUMO/sentrin specific protease family member 8	SENP8	-2.1759267	0.0193655
223252_at	Hs.43071	hepatoma-derived growth factor-related protein 2	HDGF2	-2.1760573	0.029405806
203785_s_at	Hs.458313	DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	DDX28	-2.17903	0.03236738
217160_at	Hs.458252	testis specific protein, Y-linked 1	TSPY1	-2.18099	0.003182216
232791_at	Hs.136829	Regulatory factor X, 3 (influences HLA class II expression)	RFX3	-2.1821563	0.012396914
241742_at	Hs.465812	PRAM-1 protein	PRAM-1	-2.1837027	0.025943384
221797_at	Hs.405942	hypothetical protein LOC339229	LOC339229	-2.1848767	0.033234987
1556694_a_at	Hs.468488	Similar to CG9643-PA	LOC399818	-2.1888108	0.008596031
208907_s_at	Hs.274417	mitochondrial ribosomal protein S18B	MRPS18B	-2.189676	0.01807359
232967_at	Hs.522309	Nuclear cap binding protein subunit 1, 80kDa	NCBP1	-2.1897156	0.041549996
213203_at	Hs.30174	small nuclear RNA activating complex, polypeptide 5, 19kDa	SNAPC5	-2.1920662	0.037755717
211618_s_at	Hs.37009	alkaline phosphatase, intestinal /// alkaline phosphatase, intestinal	ALPI	-2.1942978	0.03044482
226543_at		muted homolog (mouse)	MUTED	-2.1946914	0.044005085
1555313_a_at	Hs.387262	MCF.2 cell line derived transforming sequence	MCF2	-2.1963847	0.024311379
203536_s_at	Hs.12109	WD repeat domain 39	WDR39	-2.2051134	0.02339621
225156_at	Hs.321391	hypothetical protein MGC4549	MGC4549	-2.2061322	0.018968422
1559309_at	Hs.293689	multiple coagulation factor deficiency 2	MCFD2	-2.208111	0.035191406
202162_s_at	Hs.26703	CCR4-NOT transcription complex, subunit 8	CNOT8	-2.2085674	0.024342092
225689_at	Hs.12313	hypothetical protein FLJ14566	FLJ14566	-2.221322	0.03339386
225558_at	Hs.434996	G protein-coupled receptor kinase interactor 2	GIT2	-2.2215395	0.031975493
218950_at	Hs.25277	centaurin, delta 3	CENTD3	-2.224676	0.01208577
1554910_at	Hs.173536	protein kinase D3	PRKD3	-2.2261066	0.027964935
229063_s_at	Hs.534579	hypothetical protein MGC31967	MGC31967	-2.227056	0.00861619
205417_s_at	Hs.76111	dystroglycan 1 (dystrophin-associated glycoprotein 1)	DAG1	-2.2273855	0.047263328
201249_at	Hs.473721	solute carrier family 2 (facilitated glucose transporter), member 1	SLC2A1	-2.230664	0.010395306
204546_at	Hs.301658	KIAA0513	KIAA0513	-2.2323272	0.043751165
205626_s_at	Hs.65425	calbindin 1, 28kDa	CALB1	-2.2325325	0.012094016
209482_at	Hs.416994	processing of precursor 7, ribonuclease P subunit (S. cerevisiae)	POP7	-2.2334948	0.02731982
219611_s_at	Hs.63795	hypothetical protein DKFZp434L0117	DKFZP434L0117	-2.2335176	0.012978204
210911_at	Hs.180919	inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	ID2	-2.236386	0.04988509
223223_at	Hs.275736	ARV1 homolog (yeast)	ARV1	-2.2375088	0.037271537
205593_s_at	Hs.473927	phosphodiesterase 9A	PDE9A	-2.2380471	0.043568656
212898_at	Hs.370118	KIAA0406 gene product	KIAA0406	-2.2389228	0.04717005
226782_at	Hs.507945	solute carrier family 25, member 30	SLC25A30	-2.2422016	0.04967761
218366_x_at	Hs.512693	FLJ20859 gene	FLJ20859	-2.2438617	0.0424319
207889_at	Hs.198003	sarcosine dehydrogenase	SARDH	-2.244774	0.04946861
222996_s_at	Hs.189119	CXXC finger 5	CXXC5	-2.2472312	0.015305448
225808_at	Hs.74655	hypothetical protein LOC124512	LOC124512	-2.254779	0.047648355
226185_at	Hs.444924	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	CDS1	-2.255151	0.0450739
228027_at	Hs.348493	G protein-coupled receptor associated sorting protein 2	GPRASP2	-2.2551966	0.012659954
211178_s_at	Hs.129758	proline-serine-threonine phosphatase interacting protein 1	PSTPIP1	-2.2561817	0.004440044
213309_at	Hs.202010	phospholipase C-like 2	PLCL2	-2.2600033	0.049076144
223698_at	Hs.144130	hypothetical protein FLJ10618	FLJ10618	-2.262087	0.03797374
220937_s_at	Hs.3972	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	ST6GALNAC4	-2.2621586	0.030036146
203723_at	Hs.119065	inositol 1,4,5-trisphosphate 3-kinase B	ITPKB	-2.2630231	0.020130027
223356_s_at	Hs.534582	mitochondrial translational initiation factor 3	MTIF3	-2.2635436	0.030915944
218048_at	Hs.534398	COMM domain containing 3	COMMD3	-2.2657592	0.039801538
201038_s_at	Hs.458747	Acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	ANP32A	-2.2691026	0.04168731
231850_x_at	Hs.29798	KIAA1712	KIAA1712	-2.2693996	0.040364154
214279_s_at	Hs.525205	NDRG family member 2	NDRG2	-2.2704232	0.02157611
241902_at	Hs.128193	chromosome 10 open reading frame 48	C10orf48	-2.2801085	0.027453663
219345_at	Hs.13880	CGI-143 protein	CGI-143	-2.2825286	0.029821992
209375_at	Hs.475538	xeroderma pigmentosum, complementation group C	XPC	-2.2829137	0.026523508
1569631_at	Hs.546425	nicotinamide nucleotide adenylyltransferase 1	NMNAT1	-2.2843378	0.029335415
225372_at	Hs.310897	PP2135 protein	PP2135	-2.284982	0.048809472
201739_at	Hs.296323	serum/glucocorticoid regulated kinase	SGK	-2.2859032	0.029961552
1557966_x_at	Hs.159556	hypothetical protein MGC61716	MGC61716	-2.286529	0.045051426
218108_at	Hs.6877	chromosome 14 open reading frame 130	C14orf130	-2.2908976	0.035730895
229238_at	Hs.499607	hypothetical gene supported by AK128660	LOC400566	-2.294105	0.039972425
232459_at	Hs.221941	Cytochrome b reductase 1	CYBRD1	-2.2954974	0.031312343
218403_at	Hs.69499	hypothetical protein HSPC132	HSPC132	-2.301672	0.027631743
220560_at	Hs.272100	chromosome 11 open reading frame 21	C11orf21	-2.3067894	0.04895791
229983_at	Hs.58924	tigger transposable element derived 2	TIGD2	-2.3146732	0.000597965
214045_at	Hs.439430	lipoic acid synthetase	LIAS	-2.3163779	0.03795156
225623_at	Hs.22452	KIAA1737	KIAA1737	-2.3168418	0.022634996
236661_at	Hs.444316	similar to hypothetical protein MGC50809	LOC440956	-2.3171535	0.024343561
225327_at	Hs.152385	hypothetical protein FLJ10980	FLJ10980	-2.319248	0.03371786
213063_at	Hs.410913	nuclear protein UKp68	FLJ11806	-2.3196425	0.031996727
1555197_a_at	Hs.236572	chromosome 21 open reading frame 58	C21orf58	-2.3230605	0.04266999
223711_s_at	Hs.13645	thymocyte protein thy28	THY28	-2.338444	0.024633551
218712_at	Hs.272673	hypothetical protein FLJ20508	FLJ20508	-2.3427885	0.03163677
212798_s_at	Hs.157378	ankyrin repeat and MYND domain containing 2	ANKMY2	-2.344618	0.03075593
223723_at	Hs.184727	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5	MFI2	-2.3481238	0.04811402
227399_at	Hs.435013	Colon carcinoma related protein	FLJ38507	-2.358557	0.004154784
224825_at	Hs.472852	deoxynucleotidyltransferase, terminal, interacting protein 1	DNTTIP1	-2.3618224	0.01608184
223804_s_at	Hs.443081	THUMP domain containing 3	THUMPD3	-2.3626018	0.017618947
218695_at	Hs.343589	exosome component 4	EXOSC4	-2.3646488	0.018711241
211627_x_at	Hs.208124	estrogen receptor 1 /// estrogen receptor 1	ESR1	-2.3653958	0.006498184
219575_s_at	Hs.130849	peptide deformylase-like protein /// component of oligomeric golgi complex 8	PDF /// COG8	-2.3700454	0.042727403
212949_at	Hs.308045	barren homolog (Drosophila)	BRRN1	-2.3730745	0.015263413
213019_at	Hs.167496	RAN binding protein 6	RANBP6	-2.3739681	0.03930698
240327_at	Hs.496666	Septin 6	38966	-2.3743637	0.017513653
223751_x_at	Hs.120551	toll-like receptor 10	TLR10	-2.3822608	0.010929306
223751_x_at	Hs.120551	toll-like receptor 10	TLR10	-2.3822608	0.010929306
1552497_a_at	Hs.492348	SLAM family member 6	SLAMF6	-2.3828967	0.017099908
201287_s_at	Hs.224607	syndecan 1	SDC1	-2.3865664	0.032135285
223113_at	Hs.406530	hypothetical protein HSPC196	HSPC196	-2.3874621	0.023504687
205571_at	Hs.516235	lipoyltransferase 1	LIPT1	-2.3951056	0.043143794
224496_s_at	Hs.513933	hypothetical protein MGC10744 /// hypothetical protein MGC10744	MGC10744	-2.3961983	0.009025683
207877_s_at	Hs.497867	nuclear VCP-like	NVL	-2.3993657	0.039407566
215315_at	Hs.467358	zinc finger protein 549	ZNF549	-2.401095	0.011110213
225743_at	Hs.33719	RNA pseudouridylate synthase domain containing 3	RPUSD3	-2.4061754	0.03402435
205811_at	Hs.437009	polymerase (DNA directed), gamma 2, accessory subunit	POLG2	-2.4081862	0.011349482
1562738_a_at	Hs.458499	Ubiquitin specific protease 3	USP3	-2.4140472	0.020392802
209141_at	Hs.462035	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, C. elegans)	UBE2G1	-2.4148352	0.036702238
219456_s_at	Hs.326822	Ras and Rab interactor 3	RIN3	-2.4181435	0.012267552
218344_s_at	Hs.356399	REST corepressor 3	RCOR3	-2.4183757	0.037173115
225629_s_at	Hs.35096	zinc finger and BTB domain containing 4	ZBTB4	-2.425107	0.019549293
206965_at	Hs.373857	Kruppel-like factor 12	KLF12	-2.4255698	0.016541766
1559042_at	Hs.493668	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa	NDUFB6	-2.4270713	0.036853973
221688_s_at	Hs.513043	chromosome 15 open reading frame 12	C15orf12	-2.4288642	0.028828237
225038_s_at	Hs.274430	surfeit 6	SURF6	-2.4378092	0.005499319
220949_s_at	Hs.521213	hypothetical protein MGC5242	MGC5242	-2.4451666	0.019815803
212242_at	Hs.75318	tubulin, alpha 1 (testis specific)	TUBA1	-2.4557488	0.046886686
221637_s_at	Hs.9061	hypothetical protein MGC2477	MGC2477	-2.471903	0.045386486
222130_s_at	Hs.279877	FtsJ homolog 2 (E. coli)	FTSJ2	-2.4763784	0.026471326
240857_at	Hs.526552	dynein, axonemal, heavy polypeptide 9	DNAH9	-2.4823203	0.015470743
240737_at	Hs.440494	Chemokine-like factor super family 7	CKLFSF7	-2.4823384	0.00071759
218968_s_at	Hs.473082	zinc finger protein 64 homolog (mouse)	ZFP64	-2.4833302	0.043082733
207556_s_at	Hs.502461	diacylglycerol kinase, zeta 104kDa	DGKZ	-2.4851072	0.022325754
206842_at	Hs.55276	potassium voltage-gated channel, Shal-related subfamily, member 1	KCND1	-2.4875565	0.015548517
235728_at	Hs.48832	hypothetical protein FLJ30726	FLJ30726	-2.5045798	0.014358682
1552691_at	Hs.202605	ADP-ribosylation factor-like 11	ARL11	-2.5069976	0.016265694
201540_at	Hs.435369	four and a half LIM domains 1	FHL1	-2.5085485	0.04390846
225196_s_at	Hs.18946	mitochondrial ribosomal protein S26	MRPS26	-2.5107603	0.02745407
223433_at	Hs.83313	chromosome 7 open reading frame 36	C7orf36	-2.514938	0.025260424
237326_at	Hs.163682	chromosome 21 open reading frame 82	C21orf82	-2.524594	0.044609096
238511_at	Hs.458905	similar to FLJ16518 protein	LOC440288	-2.526118	0.019723304
213578_at	Hs.524477	bone morphogenetic protein receptor, type IA	BMPR1A	-2.533232	0.038014192
204777_s_at	Hs.80395	mal, T-cell differentiation protein	MAL	-2.544791	0.04960066
203345_s_at	Hs.31016	likely ortholog of mouse metal response element binding transcription factor 2	M96	-2.5465627	0.008341585
221692_s_at	Hs.515242	mitochondrial ribosomal protein L34 /// mitochondrial ribosomal protein L34	MRPL34	-2.549306	0.006756191
229605_at	Hs.291235	hypothetical protein LOC200008	LOC200008	-2.5528464	0.044378724
238937_at	Hs.444992	hypothetical protein FLJ32191	FLJ32191	-2.5705183	0.02901961
1554526_at	Hs.484475	olfactomedin 3	OLFM3	-2.5750299	0.04690926
227999_at	Hs.527751	PWWP domain containing 2	PWWP2	-2.5857568	0.03859673
204759_at	Hs.25447	chromosome condensation 1-like	CHC1L	-2.5862732	0.037363194
218869_at	Hs.461571	malonyl-CoA decarboxylase	MLYCD	-2.5871553	0.014750765
227272_at	Hs.32433	FLJ43339 protein	FLJ43339	-2.5981855	0.01902586
209724_s_at	Hs.156000	zinc finger protein 161 homolog (mouse)	ZFP161	-2.6076276	0.03941932
218935_at	Hs.368808	EH-domain containing 3	EHD3	-2.622308	0.049192514
218631_at	Hs.23918	arginine vasopressin-induced 1	AVPI1	-2.6258743	0.016282702
233669_s_at	Hs.516036	tripartite motif-containing 54	TRIM54	-2.628601	0.022773761
209565_at	Hs.458365	zinc finger protein 183 (RING finger, C3HC4 type)	ZNF183	-2.6392634	0.009209623
225884_s_at	Hs.28921	zinc finger protein 336	ZNF336	-2.6396842	0.0464891
219289_at	Hs.313917	hypothetical protein FLJ20718	FLJ20718	-2.6460638	0.022368552
225437_s_at	Hs.520623	chromosome 7 open reading frame 27	C7orf27	-2.6527698	0.024474716
229052_at	Hs.158935	ankyrin repeat domain 23	ANKRD23	-2.6598077	0.024845554
228536_at	Hs.29645	hypothetical protein BC004337	LOC90826	-2.6614616	0.03813909
234393_at	Hs.196054	histone deacetylase 9	HDAC9	-2.6644952	0.039103873
53202_at	Hs.214247	chromosome 7 open reading frame 25	C7orf25	-2.6649704	0.03484718
201920_at	Hs.546297	solute carrier family 20 (phosphate transporter), member 1	SLC20A1	-2.6657608	0.032464985
222536_s_at	Hs.435535	zinc finger protein 395	ZNF395	-2.6705792	0.038524646
229191_at	Hs.464391	tubulin-specific chaperone d	TBCD	-2.6936564	0.004563579
222697_s_at	Hs.477115	abhydrolase domain containing 10	ABHD10	-2.6937642	0.003178174
204809_at	Hs.113823	ClpX caseinolytic protease X homolog (E. coli)	CLPX	-2.6940818	0.025426552
205531_s_at	Hs.212606	glutaminase 2 (liver, mitochondrial)	GLS2	-2.7081442	0.04014234
204336_s_at	Hs.422336	regulator of G-protein signalling 19	RGS19	-2.7096386	0.023456242
225306_s_at	Hs.497598	solute carrier family 25, member 29	SLC25A29	-2.7169907	0.027385797
226820_at	Hs.524248	FLJ25476 protein	FLJ25476	-2.7233672	0.009443236
201650_at	Hs.514167	keratin 19	KRT19	-2.7258449	0.03399284
232091_s_at	Hs.502916	hypothetical protein LOC254359	LOC254359	-2.7295043	0.00845392
219099_at	Hs.504545	chromosome 12 open reading frame 5	C12orf5	-2.7364998	0.038888015
220390_at	Hs.147377	hypothetical protein FLJ23598	FLJ23598	-2.7394567	0.02384703
206410_at	Hs.427055	nuclear receptor subfamily 0, group B, member 2	NR0B2	-2.7430499	0.018939652
223580_at	Hs.479856	likely ortholog of mouse gene rich cluster, C9 gene	GRCC9	-2.7585218	0.02440665
234455_at	Hs.388813	zinc finger protein 1 homolog (mouse)	ZFP1	-2.7691932	0.04801599
207814_at	Hs.711	defensin, alpha 6, Paneth cell-specific	DEFA6	-2.7754474	0.04368879
216314_at	Hs.109620	cysteine-rich secretory protein 1	CRISP1	-2.7835822	0.036463317
229586_at	Hs.530936	chromodomain helicase DNA binding protein 9	CHD9	-2.786259	0.03515172
1555472_at	Hs.481342	Arg/Abl-interacting protein ArgBP2	ARGBP2	-2.7925816	0.004700489
218596_at	Hs.3376	TBC1 domain family, member 13	TBC1D13	-2.798662	0.003731003
204957_at	Hs.432948	origin recognition complex, subunit 5-like (yeast)	ORC5L	-2.8005037	0.022944348
221129_at	Hs.432735	apoptosis related protein	38809	-2.805181	0.006279489
219539_at	Hs.143818	gem (nuclear organelle) associated protein 6	GEMIN6	-2.817639	0.025122289
225432_s_at	Hs.488051	CSRP2 binding protein	CSRP2BP	-2.8245041	0.01818896
203846_at	Hs.209217	tripartite motif-containing 32	TRIM32	-2.8284416	0.04290057
230032_at	Hs.60772	O-sialoglycoprotein endopeptidase-like 1	OSGEPL1	-2.8600705	0.026192034
224009_x_at	Hs.179608	dehydrogenase/reductase (SDR family) member 9	DHRS9	-2.8656006	0.043346882
226683_at	Hs.432755	Sorting nexin associated golgi protein 1	SNAG1	-2.8676631	0.040530756
202656_s_at	Hs.77293	SERTA domain containing 2	SERTAD2	-2.8702068	0.036716506
1554769_at	Hs.513509	hypothetical protein FLJ32130	FLJ32130	-2.873534	0.043422885
209189_at	Hs.25647	v-fos FBJ murine osteosarcoma viral oncogene homolog	FOS	-2.876609	0.008345524
1555364_at	Hs.368226	SRY (sex determining region Y)-box 6	SOX6	-2.8778303	0.035199855
202190_at	Hs.172865	cleavage stimulation factor, 3 pre-RNA, subunit 1, 50kDa	CSTF1	-2.8825233	0.03476076
219344_at	Hs.438419	solute carrier family 29 (nucleoside transporters), member 3	SLC29A3	-2.8847308	0.010392618
218502_s_at	Hs.253594	trichorhinophalangeal syndrome I	TRPS1	-2.8883016	0.048211705
203296_s_at	Hs.34114	ATPase, Na+/K+ transporting, alpha 2 (+) polypeptide	ATP1A2	-2.91089	0.009147211
218865_at	Hs.497816	hypothetical protein FLJ22390	FLJ22390	-2.913228	0.015709475
228340_at	Hs.287362	Transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	TLE3	-2.914669	0.012029924
215700_x_at	Hs.6132	copine VI (neuronal)	CPNE6	-2.9229956	0.006626104
209441_at	Hs.372688	Rho-related BTB domain containing 2	RHOBTB2	-2.9371648	0.03463029
1567320_at		putative ATP-binding cassette protein	LOC57802	-2.9406672	0.02583069
239442_at	Hs.146007	KIAA0582	KIAA0582	-2.9480736	0.033364467
208121_s_at	Hs.160871	protein tyrosine phosphatase, receptor type, O /// protein tyrosine phosphatase, receptor type, O	PTPRO	-2.9498262	0.039084237
227915_at	Hs.510327	ankyrin repeat and SOCS box-containing 2	ASB2	-2.9525223	0.005681498
217317_s_at	Hs.546642	hypothetical protein LOC283755 /// D15F37 (pseudogene) /// MGC57820 protein	LOC283755 /// MN7 /// MGC57820	-2.9596446	0.045827113
220986_s_at	Hs.169333	tigger transposable element derived 6 /// tigger transposable element derived 6	TIGD6	-2.967391	0.027999345
1568658_at	Hs.140617	hypothetical gene supported by AK075484; BC014578	LOC339804	-2.9683557	0.018546999
214806_at	Hs.505202	bicaudal D homolog 1 (Drosophila)	BICD1	-2.9775531	0.03871198
241206_at	Hs.212838	Alpha-2-macroglobulin	A2M	-2.985121	0.019798523
44790_s_at	Hs.98117	chromosome 13 open reading frame 18	C13orf18	-3.0067794	0.03351399
209122_at	Hs.3416	adipose differentiation-related protein	ADFP	-3.0074673	0.034922127
220988_s_at	Hs.171929	C1q and tumor necrosis factor related protein 3 /// C1q and tumor necrosis factor related protein 3	C1QTNF3	-3.0085099	0.011647013
208574_at	Hs.248184	SRY (sex determining region Y)-box 14	SOX14	-3.0105708	0.02753952
206771_at	Hs.159330	uroplakin 3A	UPK3A	-3.0399277	0.010059326
214198_s_at	Hs.517357	DiGeorge syndrome critical region gene 2	DGCR2	-3.0550902	0.034947883
211469_s_at	Hs.34526	chemokine (C-X-C motif) receptor 6	CXCR6	-3.0578156	0.019277016
235338_s_at	Hs.446217	SET domain, bifurcated 2	SETDB2	-3.0604565	0.046644695
231919_at	Hs.270570	Dihydrolipoamide branched chain transacylase E2	DBT	-3.0629005	0.023371419
225139_at	Hs.341716	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3	NFATC3	-3.0756655	0.044613034
206393_at	Hs.523403	troponin I, skeletal, fast	TNNI2	-3.0771594	0.013467009
229990_at	Hs.450972	Transforming growth factor beta 1 induced transcript 4	TGFB1I4	-3.0793808	0.030787038
209201_x_at	Hs.421986	chemokine (C-X-C motif) receptor 4	CXCR4	-3.0814486	0.002073964
240047_at	Hs.97270	Family with sequence similarity 13, member A1	FAM13A1	-3.0830536	0.042546906
229566_at	Hs.463652	hypothetical gene supported by AF086204	LOC440449	-3.0952332	0.024546757
218897_at	Hs.439991	hypothetical protein MGC10993	MGC10993	-3.100561	0.02898414
205413_at	Hs.289795	chromosome 11 open reading frame 8	C11orf8	-3.1040866	0.000824572
36030_at	Hs.15243	HOM-TES-103 tumor antigen-like	HOM-TES-103	-3.1085205	0.020300493
1559190_s_at	Hs.327631	Retinol dehydrogenase 13 (all-trans and 9-cis)	RDH13	-3.123737	0.011475642
227112_at	Hs.537122	Olfactory receptor, family 6, subfamily M, member 1	OR6M1	-3.1342115	0.015340138
227948_at	Hs.117835	FYVE, RhoGEF and PH domain containing 4	FGD4	-3.1416457	0.022875328
58780_s_at	Hs.35125	hypothetical protein FLJ10357	FLJ10357	-3.148962	0.02514877
212399_s_at	Hs.373959	vestigial like 4 (Drosophila)	VGLL4	-3.1525872	0.014257128
1554544_a_at	Hs.501262	Myelin basic protein	MBP	-3.156476	0.03329153
218133_s_at	Hs.145284	NIF3 NGG1 interacting factor 3-like 1 (S. pombe)	NIF3L1	-3.1580155	0.023592837
243495_s_at	Hs.463375	KIAA0924 protein	KIAA0924	-3.1645172	0.002856202
1560228_at	Hs.253790	snail homolog 3 (Drosophila)	SNAI3	-3.181113	0.040161893
202196_s_at	Hs.292156	dickkopf homolog 3 (Xenopus laevis)	DKK3	-3.1941025	0.02983442
238017_at	Hs.170673	epidermal retinal dehydrogenase 2	RDHE2	-3.2059903	0.005254054
238813_at	Hs.522666	Aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia)	ALAS2	-3.2412136	0.003676673
1554173_at	Hs.313343	triggering receptor expressed on myeloid cells 5	TREM5	-3.265566	0.042162713
57082_at	Hs.184482	LDL receptor adaptor protein	ARH	-3.2879672	0.004542509
201280_s_at	Hs.481980	disabled homolog 2, mitogen-responsive phosphoprotein (Drosophila)	DAB2	-3.2932222	0.021205936
225803_at	Hs.403933	F-box protein 32	FBXO32	-3.2944057	0.005669625
1554355_a_at	Hs.10056	cytosolic sialic acid 9-O-acetylesterase homolog	CSE-C	-3.3002279	0.013207773
219183_s_at	Hs.170944	pleckstrin homology, Sec7 and coiled-coil domains 4	PSCD4	-3.303516	0.004099004
219378_at	Hs.512914	NMDA receptor regulated 1-like	NARG1L	-3.334248	0.023426024
205542_at	Hs.61635	six transmembrane epithelial antigen of the prostate	STEAP	-3.3351142	0.044069875
222749_at	Hs.404089	suppressor of fused homolog (Drosophila)	SUFU	-3.3477802	0.00794175
205886_at	Hs.4158	regenerating islet-derived 1 beta (pancreatic stone protein, pancreatic thread protein)	REG1B	-3.3613796	0.008194532
216472_at	Hs.160324	Intersectin 1 (SH3 domain protein)	ITSN1	-3.3662927	0.042522185
207606_s_at	Hs.499264	Rho GTPase activating protein 12	ARHGAP12	-3.3879035	0.022709083
214071_at	Hs.136295	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	GNAL	-3.389258	0.040281583
209844_at	Hs.66731	homeo box B13	HOXB13	-3.3922644	0.040569
216835_s_at	Hs.103854	docking protein 1, 62kDa (downstream of tyrosine kinase 1)	DOK1	-3.3948472	0.024911592
227614_at	Hs.522988	hypothetical protein FLJ22761	FLJ22761	-3.419696	0.017551944
229337_at	Hs.524085	ubiquitin specific protease 2	USP2	-3.4267771	0.009779064
207907_at	Hs.129708	tumor necrosis factor (ligand) superfamily, member 14	TNFSF14	-3.4402351	0.007073233
205025_at	Hs.502330	GLI-Kruppel family member HKR3	HKR3	-3.4471138	0.003234824
1564705_at		mitochondrial glutaminase pseudogene	GA	-3.457167	0.033593535
226093_at	Hs.130934	DCP1 decapping enzyme homolog B (S. cerevisiae)	DCP1B	-3.4680853	0.033371076
206500_s_at	Hs.437941	chromosome 14 open reading frame 106	C14orf106	-3.4731152	0.007347285
205916_at	Hs.112408	S100 calcium binding protein A7 (psoriasin 1)	S100A7	-3.4935367	0.046015903
