Probeset	Symbol	Refseq	mean frozen	mean fresh	FC	pvalue	diff
1690184	ANKRD30B	NM_001029862	2737.34	1993.62	1.37	0	743.72
3190010	FTH1	NM_002032	677.03	494	1.37	0.0014	183.03
4290626	PAF1	NM_019088	403.86	295.48	1.37	0	108.38
4560082	C16orf61	NM_020188	737.83	540.28	1.37	0	197.54
4590398	NCOA3	NM_006534	459.83	336.62	1.37	0	123.21
5050487	CCDC23	NM_199342	762.13	554.85	1.37	0	207.29
6980474	LY96	NM_015364	813.97	593.11	1.37	0	220.85
150196	SIPA1L1	NM_015556	455.26	329.94	1.38	7.00E-04	125.32
380215	NOL7	NM_016167	1022.89	743.57	1.38	0	279.33
2760392	GZMB	NM_004131	547.1	396.27	1.38	0.0183	150.83
3460164	NA	NA	377.56	274.49	1.38	0	103.07
4730397	FCGR2A	XM_001129584	424.2	307.81	1.38	1.00E-04	116.39
4850255	MEF2D	NM_005920	396.55	287.35	1.38	0	109.19
5420717	EIF4EBP2	NM_004096	708.97	514.24	1.38	0	194.74
6200170	SNX14	NM_020468	368.65	267.08	1.38	0	101.57
6420477	PSMA6	NM_002791	448.97	324.34	1.38	0	124.63
520161	TPT1	NM_003295	15428.74	11093.46	1.39	0	4335.28
4070280	NA	NA	610.15	440.44	1.39	0	169.71
4150113	RRAGA	NM_006570	369.29	265.36	1.39	0	103.93
4850592	CNO	NM_018366	607.66	438.48	1.39	0	169.18
5810392	BHLHB2	NM_003670	651.06	467.3	1.39	2.00E-04	183.76
6380471	tcag7.350	XM_069842	3400	2454.16	1.39	0	945.84
6760075	EOMES	NM_005442	618.61	444.26	1.39	0.0195	174.35
7320064	FAM96B	NM_016062	551.76	396.44	1.39	0	155.32
620750	GTF2A2	NM_004492	694.95	497.91	1.4	0	197.03
1300634	NDUFS6	NM_004553	2252.92	1603.95	1.4	0	648.97
1580450	NA	NA	1936.52	1379.02	1.4	0	557.49
1820082	RAB7L1	NM_003929	439.2	314.04	1.4	0	125.16
2070307	TSPYL1	NM_003309	361.23	257.98	1.4	0	103.25
2650192	SNF8	NM_007241	460.48	329.96	1.4	0	130.52
3370327	DENR	NM_003677	467.74	333.78	1.4	0	133.96
4540075	GOLGA7	NM_001002296	651.61	465.7	1.4	0	185.91
5090309	TMEM60	NM_032936	440.62	315.77	1.4	0	124.85
5670040	SDF2L1	NM_022044	651.26	463.63	1.4	0	187.62
7050167	EIF3E	NM_001568	5145.63	3663.55	1.4	0	1482.09
10082	RNF149	NM_173647	1267.39	896.44	1.41	0	370.94
2600187	NA	NA	2197.82	1557.22	1.41	0	640.6
2630154	GABARAPL1	NM_031412	521.9	371.3	1.41	0	150.6
2650440	FTHL2	NR_002200	1772.22	1253.6	1.41	0	518.62
2900131	AP3B1	NM_003664	413.5	293.14	1.41	0	120.37
2970634	MACF1	NM_012090	829.52	587.63	1.41	0	241.89
4610075	TFRC	NM_003234	462.9	328.19	1.41	0	134.71
4670138	DGCR6	NM_005675	476.49	338.84	1.41	1.00E-04	137.64
5270242	MAPKAPK3	NM_004635	1432.16	1017.04	1.41	0	415.12
5390669	ARIH2	NM_006321	367.24	260.15	1.41	0	107.09
5890747	ARL2	NM_001667	624.27	441.97	1.41	0	182.3
1230762	PPCS	NM_001077447	583.98	410.34	1.42	0	173.64
1300735	SSU72	NM_014188	1254.72	880.66	1.42	0	374.06
1690091	MRPL18	NM_014161	375.89	264.86	1.42	0	111.03
1770379	VDAC2	NM_003375	1365.77	962.25	1.42	0	403.53
1820253	CGGBP1	NM_001008390	816.77	576.4	1.42	0	240.37
4120646	LOC642236	XM_942958	402.29	284.02	1.42	0	118.27
4590035	LAP3	NM_015907	369.27	260.2	1.42	0	109.07
5890037	RYK	XM_001130617	511.39	359.22	1.42	0	152.17
6220564	PLEKHA1	NM_001001974	362.55	255.03	1.42	0	107.51
6760553	PCNP	NM_020357	746.32	524.55	1.42	0	221.77
7000332	OXR1	NM_181354	374.35	263.65	1.42	0	110.71
7320475	LSM3	NM_014463	762.88	536.19	1.42	0	226.69
7560438	DIAPH1	NM_001079812	1092.27	769.31	1.42	0	322.96
1400605	SMARCD3	NM_001003801	473.05	331.4	1.43	0	141.65
2760239	AKR1C3	NM_003739	376.67	262.77	1.43	0.0085	113.9
4730324	RSBN1	NM_018364	352.43	246.09	1.43	0	106.34
5490273	CD81	NM_004356	3221.35	2258.05	1.43	0	963.3
50156	LAMP1	NM_005561	3287.48	2275.28	1.44	0	1012.2
2030397	NSF	XM_001128468	678.8	471.26	1.44	0	207.54
3120608	AIF1	NM_004847	2800.33	1948.65	1.44	0	851.68
5270356	TMBIM4	NM_016056	1963.95	1368.19	1.44	0	595.76
6250296	FAM53C	NM_016605	542.6	376.24	1.44	0	166.36
6960661	MRPL33	NM_004891	1744.22	1212.23	1.44	0	531.99
7550070	ATP5G1	NM_001002027	600.28	415.6	1.44	0	184.68
240025	CENPB	NM_001810	1214.62	836.05	1.45	0	378.57
450114	GIMAP7	NM_153236	1553.95	1070.6	1.45	0.0029	483.35
650541	SRGN	NM_002727	4812.26	3317.8	1.45	0	1494.46
1190349	EIF2AK2	NM_002759	325.09	224.34	1.45	0	100.75
2370121	CCNY	NM_145012	439.31	302.06	1.45	0	137.25
2640309	FBXO33	NM_203301	423.47	292.42	1.45	0	131.05
2680020	IKBKB	NM_001556	335.81	232.2	1.45	0	103.61
3400470	NA	NA	651.99	451.02	1.45	0	200.97
4290475	SNRPB	NM_003091	919.07	633.16	1.45	0	285.9
5910110	RABGAP1	NM_012197	380.88	262.69	1.45	0	118.2
6270747	CCNI	NM_006835	3554.51	2446.54	1.45	0	1107.97
6900541	C19orf53	NM_014047	599.52	413.44	1.45	0	186.08
830326	FAM96A	NM_001014812	1106.54	759.32	1.46	0	347.22
1300136	POLD2	NM_006230	651.65	447.45	1.46	0	204.19
1820056	COX6C		1750.82	1202.59	1.46	0	548.23
1980743	EXOSC3	NM_001002269	355.49	242.83	1.46	0	112.66
2710424	PLEKHF1	NM_024310	365.68	250.71	1.46	5.00E-04	114.97
5700477	DDT	NM_001084392	1194.07	816.29	1.46	0	377.78
5720681	TIPARP	NM_015508	329.65	225.99	1.46	0	103.65
6100315	MKKS	NM_018848	385.8	264.46	1.46	0	121.34
6270537	MGST2	NM_002413	589.4	403.3	1.46	0	186.1
6420612	MRPL17	NM_022061	330.53	226.27	1.46	0	104.27
6580215	GRAMD1A	NM_020895	547.08	374.66	1.46	0	172.41
7570653	UIMC1	NM_016290	573.68	393.69	1.46	0	179.99
1410707	DNMT1	NM_001379	1356.06	922.39	1.47	0	433.67
2370468	VHL	NM_000551	482.22	327.16	1.47	0	155.06
2940767	OAZ1	NM_004152	11613.61	7884.45	1.47	0	3729.16
3180725	TNPO2	NM_013433	379.28	258.6	1.47	0	120.68
3840050	GVIN1	XM_495863	485.48	331.36	1.47	0.0019	154.11
3930148	NDUFB5	NM_002492	984.34	667.69	1.47	0	316.65
4610019	ZYG11B	NM_024646	383.44	260.14	1.47	0	123.3
5310433	CHD8	NM_020920	320.85	218.16	1.47	0	102.69
5570523	RASSF2	NM_014737	1099.31	746.95	1.47	0	352.36
5860075	HIST2H2AC	NM_003517	406.23	277.21	1.47	3.00E-04	129.03
5900072	hCG_1749005	XM_293312	501.76	341.83	1.47	0	159.94
5960128	TAF15	NM_003487	751.1	511.35	1.47	0	239.75
6130717	PHPT1	NM_014172	458.85	311.31	1.47	0	147.54
6400674	DGUOK	NM_080916	1284.48	875.16	1.47	0	409.32
7210630	ATP5L	NM_006476	3085.88	2095.7	1.47	0	990.18
520333	MAPK1	NM_002745	612.98	414.91	1.48	0	198.08
830484	AIF1	NM_004847	3067.06	2076.1	1.48	0	990.96
2320041	ELP3	NM_018091	437.43	295.47	1.48	0	141.97
3840377	YY1	NM_003403	772.33	520.27	1.48	0	252.06
3870739	VPS35	NM_018206	536.31	362.32	1.48	0	173.99
3930368	GTPBP6	XM_001124673	950.63	641.97	1.48	0	308.66
4570435	ERH	XM_001130537	1113.12	754.55	1.48	0	358.57
5890139	PRNP	NM_000311	1414.42	955.08	1.48	0	459.34
6180059	CCL4	NM_002984	379.4	255.83	1.48	0.0039	123.57
6270072	SFT2D1	NM_145169	780.18	526.66	1.48	0	253.51
6510102	BMI1	NM_005180	399.62	269.79	1.48	0	129.83
7570746	GLE1	NM_001003722	574.41	386.94	1.48	0	187.48
580347	LOC650832	XM_939919	493.89	331.59	1.49	0	162.3
1300441	MSH6		325.42	218.89	1.49	0	106.53
1430333	SUZ12	NM_015355	1041.05	698.04	1.49	0	343.01
4890598	TXNDC1	NM_030755	786.75	528.26	1.49	0	258.49
990288	C5orf15	NM_020199	663.72	442.61	1.5	0	221.11
1780408	NSL1	NM_001042549	411.38	274.92	1.5	0	136.46
2230040	LOC441876	XM_497657	15486.41	10350.65	1.5	0	5135.76
3370471	EIF2AK4	NM_001013703	322.93	215.67	1.5	0	107.26
4390113	IL32	NM_001012631	343.98	229.92	1.5	0	114.06
5550500	PBX2	NM_002586	314.81	210.53	1.5	0	104.27
6580546	ATP5J	NM_001003696	1398.31	933.86	1.5	0	464.45
1010296	LOC642333	XR_019071	576.81	381.44	1.51	0	195.37
1940240	RPS21	NM_001024	348.36	230.2	1.51	0	118.16
3840022	ECHS1	NM_004092	315.69	208.95	1.51	0	106.75
5050541	PTGER4	NM_000958	847.28	562.8	1.51	0	284.47
5090184	HEBP2	NM_014320	911.73	604.72	1.51	0	307.01
5220553	ETFB		571.24	377.55	1.51	0	193.69
5720458	RARRES3	NM_004585	1590.56	1054.43	1.51	0	536.13
6100112	C4orf18	NM_001031700	418.07	277.17	1.51	0	140.9
7150521	CENTA2	NM_018404	519.23	343.27	1.51	0	175.95
7210300	NA	NA	605.5	400.76	1.51	0	204.74
7650356	RHOQ	NM_012249	550.07	364.52	1.51	0	185.54
10343	FPR1	NM_002029	1958.36	1284.45	1.52	1.00E-04	673.91
1090239	ANXA11	NM_001157	396.41	260.38	1.52	0	136.02
1820491	PIK3AP1	NM_152309	312.89	205.46	1.52	0	107.43
3120184	SRF	NM_003131	543.33	358.54	1.52	0	184.79
4010204	ATP5J	NM_001003696	684.33	449.24	1.52	0	235.09
4260035	PRKAR1A		1018.02	671.95	1.52	0	346.07
4560047	CP110	NM_014711	297.82	195.49	1.52	0	102.33
4640725	TBC1D22A	NM_014346	402.86	265.23	1.52	0	137.63
5050274	RP9	NM_203288	424.45	278.96	1.52	0	145.5
5340037	NA	NA	816.94	538.1	1.52	0	278.84
6270725	HAVCR2	NM_032782	698.48	460.12	1.52	0	238.37
6510161	SP110	NM_004509	747.11	490.91	1.52	0	256.2
6560411	NA	NA	607.26	400.69	1.52	0	206.57
2350674	SCAMP1	NM_052822	507.36	332.56	1.53	0	174.8
6350372	LOC643287	XM_928075	344.97	224.82	1.53	0	120.14
7610273	FAM136A	NM_032822	306.27	200.8	1.53	0	105.48
770630	KLRD1	NM_002262	353.32	228.71	1.54	0.001	124.6
1500647	EVI5	NM_005665	337.35	218.56	1.54	0	118.78
2480128	SS18L2	NM_016305	1368.17	891.16	1.54	0	477.01
4040259	ITM2A	NM_004867	327.98	213.16	1.54	0	114.82
6330561	RAB3GAP1	NM_012233	342.17	221.87	1.54	0	120.3
6380360	FAM79A	NM_182752	867.42	562.99	1.54	0	304.43
6560327	CHD1	NM_001270	349.7	226.8	1.54	0	122.9
450544	DUSP3	NM_004090	581.46	374.43	1.55	0	207.03
2470097	EIF3A	NM_003750	799.5	514.68	1.55	0	284.82
2690437	NA	NA	1053.18	681.34	1.55	0	371.84
3850524	CEP27	NM_018097	514.05	331.96	1.55	0	182.09
540332	MPND	NM_032868	493	316.1	1.56	0	176.91
1010348	TRAPPC2L	NM_016209	638.56	409.35	1.56	0	229.21
1190441	C4orf34	NM_174921	496.15	318.73	1.56	0	177.42
2600386	TNRC6B	NM_001024843	447.2	286.55	1.56	0	160.65
2600520	MBP	NM_001025094	1217.89	778.42	1.56	0	439.48
5050561	SGPP1	NM_030791	564.9	362.2	1.56	0	202.71
5310296	USP1	NM_001017415	321.96	206.2	1.56	0	115.75
5490064	OTUD1	XM_001134465	311.57	199.87	1.56	0.0223	111.7
1110373	SIRT7	NM_016538	412.45	263.4	1.57	0	149.05
1470681	HOPX	NM_032495	421.4	267.79	1.57	0	153.61
3310102	GNS	NM_002076	2488.24	1579.89	1.57	0	908.35
3360022	PPP2R5E	NM_006246	301.29	192.28	1.57	0	109.01
4210376	ACTR6	NM_022496	381.13	242.72	1.57	0	138.41
6130739	TOMM34	NM_006809	292.88	186.91	1.57	0	105.97
6280243	DNASE2	NM_001375	422.39	269	1.57	0	153.38
6960397	NOTCH1	NM_017617	638.59	406.47	1.57	0	232.12
7100576	KLRD1	NM_002262	400.99	255.91	1.57	0.0012	145.08
2140402	C4orf18	NM_001031700	532.45	336.27	1.58	0	196.19
3390167	CRIP1	NM_001311	3888.56	2455.19	1.58	0	1433.37
3930243	ARPC5	NM_005717	2635.78	1663.55	1.58	0	972.23
5490041	FRMD8	NM_031904	757.95	478.47	1.58	0	279.49
540470	NECAP2	NM_018090	595.61	374.89	1.59	0	220.73
940386	NA	NA	1044.62	657.42	1.59	0	387.21
2120056	ZNHIT3	NM_001033577	1006.41	633.78	1.59	0	372.63
3190445	CARHSP1	NM_001042476	552.22	346.52	1.59	0	205.7
3370193	THOC3	XM_001133439	607.56	382.45	1.59	0	225.1
4250609	LMOD3	NM_198271	525.32	329.54	1.59	3.00E-04	195.78
6040470	TMEM87A	NM_001110503	925.04	580.81	1.59	0	344.22
510577	KRT10	NM_000421	511.18	318.91	1.6	0	192.27
1170438	MTHFS	NM_006441	321.12	201.08	1.6	0	120.04
1690446	RHOC	NM_001042678	462.81	289.53	1.6	0	173.28
3440035	DIS3L	NM_133375	416.8	260.85	1.6	0	155.96
4880717	ACSL1	NM_001995	309.62	193.1	1.6	0	116.53
5890653	NA	NA	391.54	244.92	1.6	0	146.62
6550520	LYSMD2	NM_153374	792.07	496.12	1.6	0	295.95
3360484	BST2	NM_004335	914.18	566.21	1.61	0	347.97
6100441	ACTR2	NM_001005386	1798.74	1114.15	1.61	0	684.6
510653	NA	NA	287.43	177.77	1.62	0	109.66
990437	SETD3	XM_001133062	871.48	538.27	1.62	0	333.21
1430187	KIAA1012	NM_014939	347.04	214.68	1.62	0	132.36
1850139	LST1	NM_007161	1225.71	757.51	1.62	4.00E-04	468.21
3190470	C10orf104	NM_173473	372.99	229.85	1.62	0	143.13
4590678	PHF21A	NM_001101802	641.29	396.05	1.62	0	245.24
5340079	GGNBP2	NM_024835	340.6	210.05	1.62	0	130.55
7050600	COQ10B	NM_025147	535.3	331.27	1.62	0	204.03
460685	ATF6	NM_007348	299.61	183.99	1.63	0	115.62
3440431	CHIC2	NM_012110	446.61	273.33	1.63	0	173.27
4590301	LMBRD1	NM_018368	489.94	301.05	1.63	0	188.89
5090093	C19orf56	NM_016145	1348.56	828.09	1.63	0	520.47
1780600	SDHC	NM_001035511	423.75	258.8	1.64	0	164.95
2450239	CDC37	NM_007065	2817.59	1719.53	1.64	0	1098.07
3370537	FYTTD1	NM_001011537	328.71	200.04	1.64	0	128.67
5310520	C17orf61	NM_152766	832.75	507.34	1.64	0	325.41
5670059	DHRS1	NM_138452	351.18	213.7	1.64	0	137.48
6760373	MED1	NM_004774	275.87	168.2	1.64	0	107.67
70477	EXOSC6	NM_058219	297.7	180.65	1.65	0	117.05
240523	C14orf2	NM_004894	360.19	217.72	1.65	0	142.47
1500768	DPYSL2	NM_001386	1386.34	842.51	1.65	0	543.82
4570154	NFKBIA	NM_020529	2542.39	1535.04	1.66	5.00E-04	1007.35
5360603	NA	NA	420.73	253.8	1.66	0	166.93
7560504	DBNL	NM_001014436	1681.8	1014.54	1.66	0	667.26
2030437	C9orf114	NM_016390	253.92	151.85	1.67	0	102.07
1770114	MGC16385	XM_001128698	276.54	165.03	1.68	0	111.51
2370639	IL12RB1	NM_005535	248.5	148.33	1.68	0	100.16
3390392	tcag7.1015	NR_002187	314.73	187.8	1.68	0	126.93
4830537	C11orf17	NM_020642	271.57	161.95	1.68	0	109.62
5900671	FAM129A	NM_052966	436.82	260.49	1.68	0	176.33
780025	SNX15	NM_013306	613.13	361.41	1.7	0	251.71
2370768	NA	NA	949.25	557.7	1.7	0	391.55
4760767	ZNF223	NM_013361	868.16	511.08	1.7	0	357.08
2230360	CANX	NM_001024649	486.6	284.29	1.71	0	202.31
1340441	DEK	NM_003472	1061.43	618.15	1.72	0	443.28
6110332	NDUFS7	NM_024407	1025.97	595.61	1.72	0	430.36
2900672	TOMM20	NM_014765	1071.48	612.68	1.75	0	458.8
7610544	LOC644790	XM_927887	239.66	137.03	1.75	0	102.63
1780564	EIF1AX	XM_001134077	243.78	138.16	1.76	0	105.62
6980168	NA	NA	517.48	293.28	1.76	0	224.2
1450390	KLRB1	NM_002258	983.1	556.77	1.77	0	426.33
5860553	AUTS2	NM_015570	287.1	161.76	1.77	8.00E-04	125.34
6940148	CXXC1	NM_001101654	689.09	389.25	1.77	0	299.84
5550364	LOC649821	XM_942212	1836.06	1030.75	1.78	0	805.31
6770348	CKAP4	NM_006825	322.03	181.1	1.78	0	140.93
2000139	RSPRY1	NM_133368	263.14	146.33	1.8	0	116.81
2640538	C9orf130	XM_379656	308.38	171.28	1.8	0	137.09
70577	SF3B5	NM_031287	621.1	342.96	1.81	0	278.14
580307	KCTD12	NM_138444	415.08	229.61	1.81	0	185.46
3460201	DAP	NM_004394	1344.24	743.38	1.81	0	600.87
6550468	CTSO	NM_001334	271.14	149.42	1.81	0	121.71
6940138	RXRB	NM_021976	420.16	232.71	1.81	0	187.45
110326	DCAKD	NM_024819	327.25	179.72	1.82	0	147.53
940474	MGST3	NM_004528	848.11	467.18	1.82	0	380.93
6110048	LOC645317	XM_934920	414.76	227.35	1.82	0	187.42
1690201	RAB1A	NM_004161	377.85	205.19	1.84	0	172.66
7000129	NA	NA	701.79	382.19	1.84	0	319.6
2190273	NA	NA	303.85	161.29	1.88	1.00E-04	142.55
5360364	PPTC7	NM_139283	223.37	118.9	1.88	0	104.47
6100300	LOC648343	XR_018327	315.45	168.2	1.88	0	147.25
7650538	SNX5	NM_014426	278.18	148.07	1.88	0	130.11
5690390	RAB10	NM_016131	1353.02	717.14	1.89	0	635.89
4120577	LOC653382	XM_930107	283.04	148.85	1.9	0	134.19
2480762	LOC649564	XR_019402	14432.79	7570.97	1.91	0	6861.83
3440170	ATP5I	NM_007100	346.13	181.23	1.91	0	164.91
4560435	WDR18	NM_024100	541.28	283.58	1.91	0	257.71
3140152	RBM22	NM_018047	1446.1	751.63	1.92	0	694.47
6380167	PIAS4	NM_015897	383.93	200.3	1.92	0	183.63
3940152	TSPAN31	NM_005981	363.55	188.15	1.93	0	175.4
4210414	FTHL11	NR_002204	898.4	464.1	1.94	0	434.3
5910762	NPC2	NM_006432	4837.9	2497.21	1.94	0	2340.69
6130672	NA	NA	265.03	136.42	1.94	0	128.61
2510133	SAP30	NM_003864	297.34	152.75	1.95	0	144.59
2350615	C20orf27	NM_001039140	408.85	208.59	1.96	0	200.26
7550706	NA	NA	215.26	109.23	1.97	0	106.02
1070564	MAFB	NM_005461	833.11	417.68	1.99	0	415.43
160022	NA	NA	322.52	161.55	2	0	160.97
5900301	IGSF6	NM_005849	1398.75	687.84	2.03	0	710.91
5260239	XBP1	NM_001079539	722.71	354.96	2.04	0	367.75
840639	SCARNA9	NR_002569	619.07	302.65	2.05	0	316.42
990687	MRPL1	NM_020236	432.4	211.36	2.05	0	221.03
4260154	POLE3	NM_017443	1146.95	556.88	2.06	0	590.07
130364	FAM65A	NM_024519	869.15	415.65	2.09	0	453.5
6960390	VEZF1	NM_007146	567.33	271.95	2.09	0	295.38
2030280	NA	NA	282.68	132.53	2.13	0	150.15
5390754	SIL1	NM_001037633	454.46	207.93	2.19	0	246.53
60470	C5orf39	NM_001014279	725.42	326.87	2.22	0	398.55
130382	LASP1	NM_006148	3260	1415.16	2.3	0	1844.84
4250398	HIST1H4C		3950.73	1697.47	2.33	0	2253.27
3830301	SNRPB2	NM_003092	398.97	166.1	2.4	0	232.87
1690162	LOC642115	XM_936258	2710.56	1125.38	2.41	0	1585.19
1990446	CCL5	NM_002985	1766.95	728.02	2.43	0	1038.93
3460735	FLJ11903	XM_926814	170.04	66.01	2.58	0	104.02
6770059	NA	NA	205.68	77.46	2.66	0	128.22
1470669	ANKRD33	NM_182608	405.78	129.7	3.13	0	276.09
5700471	RPPH1	NR_002312	537.17	168.12	3.2	0	369.05
