rank	Probe set	Gene symbol	Parameric p-value	FDR	Geom mean of intensities in ABC	Geom mean of intensities in GCB	Ratio of geom means ABC/GCB	log2 ratio ABC/GCB	Description
404	1557366_at	CCDC144A /// CCDC144B /// CCDC144C /// LOC100134159	0.0001336	0.0180806	34.7350118	145.7519065	0.238316	-2.069052281	coiled-coil domain containing 144A /// coiled-coil domain containing 144B /// coiled-coil domain containing 144C /// similar to Coiled-coil domain containing 144B
405	227728_at		0.0001369	0.0184629	652.7838498	914.7432943	0.7136252	-0.486761533	CDNA FLJ42306 fis, clone TRACH2001646
406	234995_at	CCDC52	0.0001371	0.0184629	408.2231794	275.3141759	1.4827539	0.568279166	coiled-coil domain containing 52
407	235371_at	GLT8D4	0.0001383	0.0185788	139.4266945	345.6068209	0.4034258	-1.309624744	glycosyltransferase 8 domain containing 4
408	205888_s_at	JAKMIP2	0.0001407	0.0188221	83.2704762	220.6887517	0.3773209	-1.406136081	janus kinase and microtubule interacting protein 2
409	226754_at	ZNF251	0.0001408	0.0188221	112.9875785	249.1953128	0.4534097	-1.141112839	zinc finger protein 251
410	213439_x_at	RUNDC3A	0.000143	0.0190696	44.8339786	111.4443486	0.4022993	-1.313658867	RUN domain containing 3A
411	237413_at		0.0001437	0.0191097	17.3589883	81.2005835	0.2137791	-2.225807279	Transcribed locus
412	226443_at	FAM122A	0.000144	0.0191097	467.2708439	647.1596131	0.7220334	-0.46986252	family with sequence similarity 122A
413	228055_at	NAPSB	0.0001444	0.0191164	11323.50528	4816.225604	2.351116	1.233345721	napsin B aspartic peptidase pseudogene
414	203769_s_at	STS	0.0001467	0.019374	139.6336988	288.3376908	0.4842714	-1.046112292	steroid sulfatase (microsomal), isozyme S
415	226777_at		0.0001472	0.0193932	173.2705579	457.9212258	0.3783851	-1.402072815	CDNA FLJ31066 fis, clone HSYRA2001153
416	218792_s_at	BSPRY	0.0001488	0.0195568	315.1866737	101.7480236	3.0977179	1.631205768	B-box and SPRY domain containing
417	226452_at	PDK1	0.0001495	0.0195679	1007.729626	1688.799399	0.5967136	-0.744889436	pyruvate dehydrogenase kinase, isozyme 1
418	1554876_a_at	S100Z	0.0001496	0.0195679	52.0155697	243.9054371	0.2132612	-2.229306584	S100 calcium binding protein Z
419	222150_s_at	tcag7.1314	0.0001508	0.0196778	3269.142265	2118.713357	1.5429847	0.625723756	hypothetical protein LOC54103
420	226496_at	ZCCHC7	0.0001513	0.019696	3056.085027	5141.032873	0.5944496	-0.750373598	zinc finger, CCHC domain containing 7
421	1554930_a_at	FUT8	0.0001536	0.0199479	532.2761918	275.6777803	1.9307911	0.949192082	fucosyltransferase 8 (alpha (1,6) fucosyltransferase)
422	208957_at	TXNDC4	0.0001547	0.0200432	252.3354598	403.8267524	0.6248607	-0.678393489	thioredoxin domain containing 4 (endoplasmic reticulum)
423	218823_s_at	KCTD9	0.0001562	0.0201897	933.1670423	1307.896152	0.7134871	-0.487040749	potassium channel tetramerisation domain containing 9
424	204140_at	TPST1	0.0001566	0.0201936	156.9335286	318.7281272	0.4923743	-1.022172634	tyrosylprotein sulfotransferase 1
425	207821_s_at	PTK2	0.0001574	0.020249	279.2497868	504.7953033	0.5531941	-0.854142325	PTK2 protein tyrosine kinase 2
426	203266_s_at	MAP2K4	0.0001582	0.0203042	687.0253454	887.4627128	0.7741456	-0.369323163	mitogen-activated protein kinase kinase 4
427	218532_s_at	FAM134B	0.0001617	0.0207048	151.4175886	415.03154	0.3648339	-1.454688305	family with sequence similarity 134, member B
428	231455_at	FLJ42418	0.0001654	0.0210798	24.6393922	182.415901	0.1350726	-2.888193047	FLJ42418 protein
429	219400_at	CNTNAP1	0.0001654	0.0210798	400.5580598	151.2774426	2.6478373	1.404814476	contactin associated protein 1
430	229779_at	COL4A4	0.0001668	0.0212088	148.7413148	391.1399419	0.3802765	-1.394879308	collagen, type IV, alpha 4
431	1554667_s_at	METTL8	0.0001682	0.0213372	1634.591392	1004.404642	1.6274232	0.702589463	methyltransferase like 8
432	202847_at	PCK2	0.0001698	0.0214903	1151.743529	768.4981592	1.4986939	0.583705751	phosphoenolpyruvate carboxykinase 2 (mitochondrial)
433	224232_s_at	PRELID1	0.0001704	0.0215164	1325.145695	961.1529655	1.3787043	0.463313066	PRELI domain containing 1
434	205593_s_at	PDE9A	0.0001716	0.0215565	39.4410808	167.7040175	0.2351827	-2.088146155	phosphodiesterase 9A
435	208877_at	PAK2	0.0001717	0.0215565	2547.677696	1830.089765	1.3921053	0.477268342	p21 (CDKN1A)-activated kinase 2
436	212590_at	RRAS2	0.0001719	0.0215565	1215.121066	2748.069001	0.4421727	-1.17731814	related RAS viral (r-ras) oncogene homolog 2
437	226158_at	KLHL24	0.0001763	0.0220319	915.1143854	1691.159298	0.5411166	-0.885988595	kelch-like 24 (Drosophila)
438	200965_s_at	ABLIM1	0.0001767	0.0220319	971.9139239	2689.140908	0.3614217	-1.468244966	actin binding LIM protein 1
439	227640_s_at	RP9 /// RP9P	0.0001769	0.0220319	1013.756817	645.1047014	1.5714609	0.652106376	retinitis pigmentosa 9 (autosomal dominant) /// retinitis pigmentosa 9 pseudogene
440	222025_s_at	OPLAH	0.0001786	0.0221655	213.3753357	99.5814692	2.1427213	1.099444213	5-oxoprolinase (ATP-hydrolysing)
441	204491_at	PDE4D	0.000179	0.0221655	255.3328831	452.9164382	0.5637527	-0.826865657	phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)
442	210402_at	KCNJ1	0.0001794	0.0221655	18.5386119	74.3315403	0.2494044	-2.003441177	potassium inwardly-rectifying channel, subfamily J, member 1
443	1563513_at	SYTL4	0.0001799	0.0221655	24.1701291	98.6766783	0.2449427	-2.029483799	synaptotagmin-like 4 (granuphilin-a)
444	209941_at	RIPK1	0.00018	0.0221655	193.1850153	350.3596171	0.5513906	-0.858853422	receptor (TNFRSF)-interacting serine-threonine kinase 1
445	218289_s_at	UBA5	0.0001824	0.0224106	1129.804199	846.7040993	1.3343554	0.416142974	ubiquitin-like modifier activating enzyme 5
446	202351_at	ITGAV	0.0001839	0.0225305	1884.564702	3609.024286	0.5221812	-0.937377577	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)
447	209337_at	PSIP1	0.0001842	0.0225305	3546.828979	5232.756574	0.6778127	-0.561041426	PC4 and SFRS1 interacting protein 1
448	203642_s_at	COBLL1	0.0001859	0.0225942	375.4166754	1359.17997	0.2762082	-1.856171944	COBL-like 1
449	207500_at	CASP5	0.000186	0.0225942	312.5173173	136.9132202	2.2825942	1.1906744	caspase 5, apoptosis-related cysteine peptidase
450	222579_at	UBA5	0.0001861	0.0225942	1234.673171	881.038653	1.4013837	0.486852021	ubiquitin-like modifier activating enzyme 5
451	226818_at	MPEG1	0.0001865	0.0225942	6146.424778	3074.25107	1.9993243	0.999512503	macrophage expressed gene 1
452	221881_s_at	CLIC4	0.0001872	0.0225942	256.48504	528.0713039	0.4857015	-1.041858153	chloride intracellular channel 4
453	201425_at	ALDH2	0.0001872	0.0225942	1971.526646	4287.776747	0.4598016	-1.120916609	aldehyde dehydrogenase 2 family (mitochondrial)
454	203641_s_at	COBLL1	0.0001915	0.0230623	84.2216049	358.6003617	0.234862	-2.090114787	COBL-like 1
455	226099_at	ELL2	0.0001928	0.0231678	2868.027674	1402.769935	2.044546	1.031780522	elongation factor, RNA polymerase II, 2
456	229437_at	MIRN155	0.0001934	0.0231889	12378.19222	4827.995622	2.5638367	1.358304374	microRNA 155
457	202655_at	ARMET	0.000194	0.02321	3329.275372	2279.361424	1.4606176	0.54657852	arginine-rich, mutated in early stage tumors
458	212646_at	RFTN1	0.0001963	0.0234066	6776.146101	14283.83022	0.4743928	-1.075845981	raftlin, lipid raft linker 1
459	223602_at	USP30	0.0001965	0.0234066	229.1542372	360.1817468	0.6362184	-0.652405998	ubiquitin specific peptidase 30
460	222047_s_at	ARS2	0.0001999	0.0237599	6506.777124	4244.187712	1.533103	0.616454626	arsenate resistance protein 2
461	214431_at	GMPS	0.0002009	0.0238269	2577.16492	1597.194355	1.6135575	0.69024499	guanine monphosphate synthetase
462	221760_at	MAN1A1	0.0002042	0.0241659	3646.646144	2176.777191	1.6752501	0.744376493	Mannosidase, alpha, class 1A, member 1
463	212694_s_at	PCCB	0.0002059	0.0243144	2560.140928	1638.951929	1.5620598	0.643449685	propionyl Coenzyme A carboxylase, beta polypeptide
464	227627_at	SGK3	0.0002068	0.0243222	1132.291396	1743.641765	0.649383	-0.622858478	serum/glucocorticoid regulated kinase family, member 3
465	227230_s_at	KIAA1211	0.0002069	0.0243222	79.8698943	235.1709737	0.3396248	-1.557986284	KIAA1211 protein
466	241387_at		0.0002073	0.0243222	155.5917666	333.4434427	0.4666212	-1.09967624	Transcribed locus
467	219510_at	POLQ	0.00021	0.0245862	1064.337528	618.4023385	1.7211085	0.783338049	polymerase (DNA directed), theta
468	221636_s_at	MOSC2	0.0002117	0.0247323	304.8199276	538.5302304	0.5660219	-0.821070221	MOCO sulphurase C-terminal domain containing 2
469	202421_at	IGSF3	0.0002128	0.0248078	352.6724041	135.6828402	2.599241	1.378090406	immunoglobulin superfamily, member 3
470	205138_s_at	UST	0.000215	0.0250109	37.6189244	12.2094869	3.0811225	1.623456043	uronyl-2-sulfotransferase
471	241456_at		0.0002157	0.0250372	139.9992625	62.1232072	2.2535743	1.172215016	CDNA FLJ30785 fis, clone FEBRA2000901
472	243707_at		0.0002162	0.0250372	292.7688303	112.7467434	2.5966943	1.37667618	Transcribed locus, strongly similar to XP_001140852.1 PREDICTED: hypothetical protein [Pan troglodytes]
473	211343_s_at	COL13A1	0.0002166	0.0250372	61.3976727	133.8844885	0.4585869	-1.124732951	collagen, type XIII, alpha 1
474	202495_at	TBCC	0.0002179	0.0251344	1389.9544	2166.985636	0.641423	-0.640652008	tubulin folding cofactor C
475	230110_at	MCOLN2	0.0002222	0.0255764	4851.642706	2735.745825	1.773426	0.826539132	mucolipin 2
476	200943_at	HMGN1	0.0002228	0.0255916	9044.785172	16121.55448	0.5610368	-0.83383269	high-mobility group nucleosome binding domain 1
477	201015_s_at	JUP	0.0002262	0.0259276	206.8755122	547.7204513	0.3777027	-1.404676998	junction plakoglobin
478	218140_x_at	SRPRB	0.0002271	0.0259763	4121.597896	2717.215466	1.5168462	0.601074812	signal recognition particle receptor, B subunit
479	228977_at	LOC729680	0.000228	0.0260248	183.8144575	76.7065412	2.3963335	1.260828703	hypothetical protein LOC729680
480	237710_at		0.0002307	0.0262145	32.6616659	110.6599818	0.2951534	-1.760463134	Transcribed locus
481	226147_s_at	PIGR	0.0002308	0.0262145	900.0712452	131.2612658	6.8570971	2.777597952	polymeric immunoglobulin receptor
482	228056_s_at	NAPSB	0.0002311	0.0262145	3865.638294	1725.530742	2.2402605	1.1636665	napsin B aspartic peptidase pseudogene
483	220358_at	BATF3	0.0002339	0.0264677	716.3449252	409.1247794	1.7509204	0.808113498	basic leucine zipper transcription factor, ATF-like 3
484	226272_at	RCAN3	0.0002343	0.0264677	841.2019332	1726.345222	0.4872733	-1.037196922	RCAN family member 3
485	230792_at	FAAH2	0.000236	0.0266047	108.9417457	232.0755665	0.4694236	-1.091037721	fatty acid amide hydrolase 2
486	1554486_a_at	C6orf114	0.0002366	0.0266175	92.0169918	188.7030952	0.4876284	-1.036145942	chromosome 6 open reading frame 114
487	212533_at	WEE1	0.0002383	0.0267213	2239.164039	4343.9001	0.5154732	-0.956030673	WEE1 homolog (S. pombe)
488	214011_s_at	HSPC111	0.0002385	0.0267213	2500.562529	1750.74776	1.4282826	0.514281459	hypothetical protein HSPC111
489	209924_at	CCL18	0.0002417	0.0269693	11561.196	3479.0257	3.3231131	1.732535395	chemokine (C-C motif) ligand 18 (pulmonary and activation-regulated)
490	215711_s_at	WEE1	0.0002417	0.0269693	297.8600328	643.6732102	0.4627504	-1.111693858	WEE1 homolog (S. pombe)
491	230624_at	SLC25A27	0.0002474	0.0275491	63.690614	180.9028915	0.3520707	-1.506062927	solute carrier family 25, member 27
492	237075_at		0.0002487	0.0276375	87.6503548	282.9663968	0.3097553	-1.690799127
493	204393_s_at	ACPP	0.0002514	0.0278688	436.4390391	115.241264	3.7871768	1.921122773	acid phosphatase, prostate
494	203509_at	SORL1	0.0002518	0.0278688	2072.251189	5167.75591	0.4009963	-1.31833917	sortilin-related receptor, L(DLR class) A repeats-containing
495	1564031_a_at	RELL2	0.0002527	0.0279119	510.9770911	319.4230182	1.5996878	0.677790372	RELT-like 2
496	1553935_at	MGC2848	0.000254	0.0279536	27.1777145	84.6119146	0.3212043	-1.638436888	hypothetical protein MGC2848
497	208594_x_at	LILRA6	0.0002541	0.0279536	526.7481873	220.9994538	2.3834819	1.25307067	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6
498	222578_s_at	UBA5	0.0002553	0.0280168	1245.165095	838.4366436	1.4851034	0.570563382	ubiquitin-like modifier activating enzyme 5
499	201606_s_at	PWP1	0.0002557	0.0280168	6336.194772	4823.513512	1.3136057	0.393532292	PWP1 homolog (S. cerevisiae)
500	232485_at	RUNDC2A	0.0002586	0.0282415	138.0292443	468.7244475	0.2944784	-1.763766279	RUN domain containing 2A
501	205125_at	PLCD1	0.0002588	0.0282415	918.4589682	397.6556725	2.3096841	1.207695545	phospholipase C, delta 1
502	211967_at	TMEM123	0.0002593	0.0282415	6409.27096	9379.497878	0.6833277	-0.549350484	transmembrane protein 123
503	225631_at	EEPD1	0.0002621	0.0284897	86.7598736	187.2091828	0.4634381	-1.10955144	endonuclease/exonuclease/phosphatase family domain containing 1
504	200969_at	SERP1	0.0002646	0.0287044	5071.122631	3718.588367	1.3637225	0.447550104	stress-associated endoplasmic reticulum protein 1
505	220879_at		0.0002656	0.0287558	122.5790498	301.163856	0.4070178	-1.296836206
506	202664_at	WIPF1	0.0002712	0.0293041	4164.690413	6491.13479	0.6415967	-0.640261373	WAS/WASL interacting protein family, member 1
507	201034_at	ADD3	0.0002763	0.0297963	5093.979662	7475.069289	0.6814625	-0.553293825	adducin 3 (gamma)
508	213327_s_at	USP12	0.0002784	0.0299636	990.7218195	1669.718978	0.5933464	-0.753053488	ubiquitin specific peptidase 12
509	215925_s_at	CD72	0.0002838	0.0304709	4088.7122	1921.478048	2.1278995	1.089430014	CD72 molecule
510	225637_at	DEF8	0.0002847	0.0304709	585.0022215	1942.370259	0.3011796	-1.731304041	differentially expressed in FDCP 8 homolog (mouse)
511	215836_s_at		0.0002853	0.0304709	354.957848	631.7374612	0.5618756	-0.831677344
512	224587_at	SUB1	0.0002854	0.0304709	6268.925693	2777.746348	2.2568388	1.174303374	SUB1 homolog (S. cerevisiae)
513	208763_s_at	TSC22D3	0.0002859	0.0304709	2159.263872	4313.991932	0.5005257	-0.998483947	TSC22 domain family, member 3
514	236453_at	LOC100132678	0.000287	0.0304906	97.7793168	201.9888004	0.4840829	-1.046673962	similar to hCG1993567
515	226464_at	C3orf58	0.0002872	0.0304906	2277.882284	1522.54495	1.4961018	0.581208345	chromosome 3 open reading frame 58
516	227346_at	IKZF1	0.0002891	0.0306328	6804.91561	4700.986977	1.4475504	0.53361358	IKAROS family zinc finger 1 (Ikaros)
517	211623_s_at	FBL	0.000292	0.0308803	10935.19988	7593.239168	1.4401232	0.526192237	fibrillarin
518	224468_s_at	C19orf48	0.0002933	0.0309579	1175.322881	624.663	1.8815311	0.911907136	chromosome 19 open reading frame 48
519	225626_at	PAG1	0.0002955	0.0311227	1447.326851	3426.675524	0.4223706	-1.243418679	phosphoprotein associated with glycosphingolipid microdomains 1
520	228035_at	STK33	0.000296	0.0311227	80.5786282	25.3581913	3.1776173	1.667945383	serine/threonine kinase 33
521	209473_at	ENTPD1	0.0002968	0.0311469	3308.833236	1708.99286	1.9361305	0.953176197	ectonucleoside triphosphate diphosphohydrolase 1
522	235758_at	PNMA6A	0.0003026	0.0316947	194.7377699	55.379275	3.5164377	1.814114658	paraneoplastic antigen like 6A
523	219178_at	QTRTD1	0.0003037	0.0317491	720.9434187	493.5319239	1.4607838	0.546742671	queuine tRNA-ribosyltransferase domain containing 1
524	226012_at	ANKRD11	0.0003057	0.0317611	1199.148487	852.4762934	1.4066649	0.492278686	ankyrin repeat domain 11
525	219677_at	SPSB1	0.000306	0.0317611	94.6560511	204.9833191	0.4617744	-1.1147399	splA/ryanodine receptor domain and SOCS box containing 1
526	201013_s_at	PAICS	0.0003066	0.0317611	5732.326433	3200.448113	1.7911012	0.840846854	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase
527	228439_at	BATF2	0.0003068	0.0317611	321.7790811	173.5817093	1.8537614	0.890455565	basic leucine zipper transcription factor, ATF-like 2
528	223180_s_at	C18orf55	0.0003073	0.0317611	3169.777822	2234.019781	1.4188674	0.504739769	chromosome 18 open reading frame 55
529	226541_at	FBXO30	0.0003073	0.0317611	638.771283	975.6909572	0.6546861	-0.611124746	F-box protein 30
530	212974_at	DENND3	0.0003117	0.0320692	191.0556108	462.1460373	0.4134096	-1.274356204	DENN/MADD domain containing 3
531	202740_at	ACY1	0.0003123	0.0320692	1031.529001	608.7926501	1.6943848	0.760761552	aminoacylase 1
532	1552694_at	SLC2A13	0.0003124	0.0320692	71.3173683	17.4507081	4.0867894	2.0309679	solute carrier family 2 (facilitated glucose transporter), member 13
533	230301_at		0.0003127	0.0320692	62.0459265	162.0716288	0.3828303	-1.385223075	Transcribed locus
534	243702_at		0.0003136	0.0320692	116.7523966	214.0780341	0.5453731	-0.874684552	Full length insert cDNA clone YZ94H06
535	206003_at	CEP135	0.0003138	0.0320692	494.943961	741.6945919	0.667315	-0.583560162	centrosomal protein 135kDa
536	215116_s_at	DNM1	0.0003178	0.0323477	55.7631349	132.9994353	0.4192735	-1.254036447	dynamin 1
537	228693_at	CCDC50	0.0003179	0.0323477	592.0245284	270.9261994	2.1851874	1.127757009	coiled-coil domain containing 50
538	219654_at	PTPLA	0.0003183	0.0323477	365.0467867	107.0621256	3.4096725	1.769633175	protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A
539	210987_x_at	TPM1	0.0003205	0.0325108	784.7313418	1513.32819	0.5185467	-0.947454172	tropomyosin 1 (alpha)
540	209413_at	B4GALT2	0.0003213	0.0325316	338.8341704	241.8444123	1.401042	0.486500205	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
541	228476_at	KIAA1407	0.0003225	0.0325427	612.1294855	207.8606842	2.9449027	1.558219968	KIAA1407
542	228959_at		0.0003226	0.0325427	1114.304004	2123.124695	0.5248415	-0.930046294	CDNA clone IMAGE:5262734
543	205407_at	RECK	0.0003239	0.0326137	324.2482057	609.4981838	0.5319921	-0.910523273	reversion-inducing-cysteine-rich protein with kazal motifs
544	227158_at	C14orf126	0.0003259	0.0327049	1761.929499	1098.422861	1.6040539	0.681722621	chromosome 14 open reading frame 126
545	227577_at	EXOC8	0.0003264	0.0327049	751.4156084	1047.269381	0.7174998	-0.478949665	exocyst complex component 8
546	232726_at		0.0003266	0.0327049	56.1766463	261.1585095	0.2151056	-2.216883011	CDNA: FLJ21303 fis, clone COL02107
547	235253_at	RAD1	0.0003273	0.032715	585.6102682	413.5002556	1.4162271	0.502052628	RAD1 homolog (S. pombe)
548	212560_at	SORL1	0.0003293	0.0328149	1804.13563	4628.861233	0.389758	-1.35934946	sortilin-related receptor, L(DLR class) A repeats-containing
549	233110_s_at	BCL2L12	0.00033	0.0328149	715.854776	462.1846077	1.5488503	0.631197711	BCL2-like 12 (proline rich)
550	212655_at	ZCCHC14	0.0003301	0.0328149	123.5089749	263.8407004	0.4681195	-1.095051232	zinc finger, CCHC domain containing 14
551	1555989_at		0.0003317	0.0328644	517.9397751	1586.011061	0.3265676	-1.614546432	Transcribed locus
552	210243_s_at	B4GALT3	0.0003318	0.0328644	1326.365299	996.3757754	1.3311898	0.412716284	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3
553	230643_at	WNT9A	0.0003332	0.0329434	167.098885	77.7997252	2.1478082	1.102865166	wingless-type MMTV integration site family, member 9A
554	1556755_s_at	LOC286149	0.0003344	0.0330024	161.8251495	333.6522249	0.4850115	-1.04390914	hypothetical protein LOC286149
555	203374_s_at	TPP2	0.0003367	0.0331695	1058.435205	680.3664294	1.5556841	0.637549134	tripeptidyl peptidase II
556	222145_at		0.0003381	0.0332475	242.4656166	689.476788	0.3516661	-1.507721827	CDNA: FLJ23572 fis, clone LNG12403
557	202081_at	IER2	0.0003419	0.0335608	3179.981225	5534.904808	0.5745322	-0.799540343	immediate early response 2
558	210260_s_at	TNFAIP8	0.0003433	0.0336379	11497.26079	7664.440592	1.5000783	0.585037807	tumor necrosis factor, alpha-induced protein 8
559	228742_at		0.0003447	0.0337146	120.1795153	213.1797694	0.5637473	-0.826879476	Full length insert cDNA clone YQ54B06
560	201371_s_at	CUL3	0.0003455	0.0337325	5137.493287	7287.41384	0.7049817	-0.504342287	cullin 3
561	230362_at	INPP5F	0.0003466	0.0337681	776.3458749	370.5699951	2.0950047	1.066953481	inositol polyphosphate-5-phosphatase F
562	200953_s_at	CCND2	0.0003471	0.0337681	3413.666081	1513.396441	2.2556324	1.173531971	cyclin D2
563	221912_s_at	CCDC28B	0.000351	0.0340869	356.8835236	607.7485103	0.5872224	-0.768021093	coiled-coil domain containing 28B
564	218557_at	NIT2	0.0003539	0.0343049	4864.291666	2802.359427	1.7357844	0.795587763	nitrilase family, member 2
565	202769_at	CCNG2	0.0003545	0.0343049	3582.479101	5903.262311	0.6068643	-0.720554141	cyclin G2
566	219821_s_at	GFOD1	0.0003575	0.0345341	431.4141005	760.8239533	0.5670354	-0.81848929	glucose-fructose oxidoreductase domain containing 1
567	228008_at		0.0003598	0.0346532	447.9124106	204.8802479	2.1862157	1.12843575	CDNA clone IMAGE:3462401
568	229222_at	ACSS3	0.00036	0.0346532	55.7068096	136.25612	0.408839	-1.29039527	acyl-CoA synthetase short-chain family member 3
569	226050_at	TMCO3	0.0003624	0.0348229	572.8685805	786.1179022	0.7287311	-0.456541533	transmembrane and coiled-coil domains 3
570	209277_at	TFPI2	0.000365	0.0350112	25.6103208	84.3520341	0.3036124	-1.719697381	tissue factor pathway inhibitor 2
571	212707_s_at	FLJ21767 /// LOC100132214 /// LOC100133005 /// RASA4	0.0003711	0.035534	436.9661116	227.3561512	1.9219454	0.942567352	RAS p21 protein activator 4 /// hypothetical protein FLJ21767 /// similar to HSPC047 protein /// similar to RAS p21 protein activator 4
572	200897_s_at	PALLD	0.0003755	0.0358924	1631.557342	2983.508418	0.5468586	-0.870760248	palladin, cytoskeletal associated protein
573	203417_at	MFAP2	0.0003773	0.0359769	147.5838186	337.4047937	0.4374088	-1.192945849	microfibrillar-associated protein 2
574	211593_s_at	MAST2	0.0003777	0.0359769	260.913588	437.9320434	0.5957856	-0.74713484	microtubule associated serine/threonine kinase 2
575	218872_at	TESC	0.0003798	0.036114	1400.340753	638.0640978	2.194671	1.134004684	tescalcin
576	229810_at		0.0003811	0.0361405	158.7983968	234.2952247	0.6777705	-0.56113125	Transcribed locus
577	218512_at	WDR12	0.0003814	0.0361405	2823.460867	1823.203874	1.548626	0.630988769	WD repeat domain 12
578	202922_at	GCLC	0.0003823	0.0361631	1041.274745	747.2211538	1.3935295	0.478743544	glutamate-cysteine ligase, catalytic subunit
579	209193_at	PIM1	0.0003839	0.0362398	1634.021407	923.2927056	1.7697761	0.823566852	pim-1 oncogene
580	202935_s_at	SOX9	0.0003845	0.0362398	40.257138	162.3027547	0.2480373	-2.011371005	SRY (sex determining region Y)-box 9 (campomelic dysplasia, autosomal sex-reversal)
581	223443_s_at	FLJ32065	0.0003851	0.0362398	585.8220846	1033.021876	0.5670955	-0.818336387	hypothetical protein FLJ32065
582	227231_at	KIAA1211	0.0003862	0.0362656	59.1472317	155.1330159	0.3812679	-1.391123023	KIAA1211 protein
583	226186_at		0.0003867	0.0362656	99.1164829	263.7616268	0.3757805	-1.412037891	CDNA clone IMAGE:5301189
584	226782_at	SLC25A30	0.0003898	0.036419	668.5243027	440.5579048	1.5174493	0.601648315	solute carrier family 25, member 30
585	225481_at	FRMD6	0.0003903	0.036419	240.3575649	523.6924259	0.458967	-1.123537668	FERM domain containing 6
586	227747_at	MPZL3	0.0003907	0.036419	160.4518235	296.7883189	0.5406272	-0.887293996	myelin protein zero-like 3
587	227624_at	TET2	0.000391	0.036419	908.4385936	581.1865531	1.5630757	0.64438765	tet oncogene family member 2
588	214583_at	RSC1A1	0.0003934	0.0365802	365.2084756	250.1877392	1.4597377	0.545709155	regulatory solute carrier protein, family 1, member 1
589	229716_at		0.0003969	0.036843	242.3742109	84.7932203	2.858415	1.51521539	Transcribed locus
590	204530_s_at	TOX	0.0003999	0.0370585	110.3543693	214.2135725	0.5151605	-0.956906116	thymocyte selection-associated high mobility group box
591	204014_at	DUSP4	0.0004022	0.0371384	123.4571694	379.2247999	0.3255514	-1.619042752	dual specificity phosphatase 4
592	205544_s_at	CR2	0.0004024	0.0371384	659.2858482	2437.496292	0.2704767	-1.886423775	complement component (3d/Epstein Barr virus) receptor 2
593	211197_s_at	ICOSLG	0.0004028	0.0371384	113.0554687	229.2485354	0.4931568	-1.019881668	inducible T-cell co-stimulator ligand
594	208958_at	TXNDC4	0.0004036	0.0371495	127.8478976	236.4420286	0.5407156	-0.887058115	thioredoxin domain containing 4 (endoplasmic reticulum)
595	212066_s_at	USP34	0.0004046	0.037179	2474.882214	4214.675966	0.5872058	-0.768061877	ubiquitin specific peptidase 34
596	209307_at	SWAP70	0.0004077	0.037401	2972.138269	5586.199793	0.5320501	-0.910365993	SWAP-70 protein
597	1560940_at		0.0004101	0.0375582	66.6568137	17.136158	3.8898342	1.959708663	CDNA FLJ32834 fis, clone TESTI2003236
598	232300_at	LOC100128309	0.0004115	0.0376233	198.0164108	123.022521	1.6095948	0.686697549	hypothetical protein LOC100128309
599	203201_at	PMM2	0.0004136	0.0376893	705.9654268	421.5169576	1.6748209	0.744006827	phosphomannomutase 2
600	227055_at	METTL7B	0.0004136	0.0376893	245.2370592	95.7549596	2.5610899	1.356757896	methyltransferase like 7B
601	201459_at	RUVBL2	0.0004161	0.037854	2854.521159	1801.75019	1.5843046	0.663849736	RuvB-like 2 (E. coli)
602	213510_x_at	LOC220594	0.0004168	0.0378547	815.4417574	1658.494286	0.491676	-1.02422016	TL132 protein
603	219170_at	FSD1	0.0004201	0.0380104	129.7558267	52.5288412	2.4701825	1.304617634	fibronectin type III and SPRY domain containing 1
604	207777_s_at	SP140	0.0004202	0.0380104	2134.433428	1081.156809	1.9742126	0.98127736	SP140 nuclear body protein
605	235213_at	ITPKB	0.0004206	0.0380104	480.2606393	1184.346598	0.4055068	-1.302201987	Inositol 1,4,5-trisphosphate 3-kinase B
606	218490_s_at	ZNF302	0.0004221	0.038083	832.610992	1272.2697	0.6544296	-0.611690092	zinc finger protein 302
607	204143_s_at	ENOSF1	0.0004298	0.0387041	1190.046802	703.0424698	1.6927097	0.759334572	enolase superfamily member 1
608	1553906_s_at	FGD2	0.0004304	0.0387041	6133.611223	3730.636855	1.6441191	0.717314812	FYVE, RhoGEF and PH domain containing 2
609	225682_s_at	POLR3H	0.0004347	0.0390266	562.0017226	384.1217501	1.4630823	0.549010925	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)
610	201261_x_at	BGN	0.000437	0.0391226	406.3095545	910.1984051	0.4463967	-1.163601733	biglycan
611	215031_x_at	RNF126	0.0004372	0.0391226	651.3805124	473.7309785	1.3750009	0.459432563	ring finger protein 126
612	230454_at	ICA1L	0.0004421	0.0394409	325.8101374	207.6759173	1.5688393	0.649697581	islet cell autoantigen 1,69kDa-like
