Gene Symbol	Mean	p-value	Std Dev	Std Error	Min	Max
SEC23A	-0.77152	3.64934E-06	0.167455	0.0592042	-0.9791	-0.506403
SEC24A	-0.1578	0.00765102	0.120616	0.0426442	-0.307136	0.0182745
SEC61A1	-0.523887	3.09442E-05	0.156739	0.0554157	-0.71211	-0.186503
SECISBP2L	-0.177255	0.00267062	0.110452	0.0390508	-0.325869	-0.0328953
SEMA7A	-1.06805	2.81994E-05	0.315048	0.111386	-1.57466	-0.787633
SENP2	-0.105182	0.0197825	0.0989789	0.0349943	-0.301015	-0.00648644
SENP6	-0.275208	0.00710891	0.207225	0.073265	-0.728587	-0.0738121
SERINC1	-1.34102	6.74347E-09	0.116677	0.0412515	-1.57365	-1.18834
SERINC3	-1.0862	1.443E-07	0.146998	0.0519715	-1.28574	-0.867698
SESN2	-1.23339	5.63768E-05	0.404652	0.143066	-1.64696	-0.612393
SETD5	-0.779448	0.000390862	0.348014	0.123041	-1.13399	-0.0420663
SETD7	-0.932212	9.12175E-08	0.118053	0.0417382	-1.12945	-0.788708
SETD8	-0.215237	0.000453801	0.0985003	0.0348251	-0.397931	-0.0721883
SETDB1	-0.313953	0.000414169	0.141521	0.0500352	-0.465868	-0.100902
SFT2D2	-0.344079	0.0161103	0.308771	0.109167	-0.839531	-0.0189245
SGPP1	-0.854656	2.93854E-07	0.128236	0.0453383	-1.07347	-0.691022
SH3BGRL2	-1.29089	1.10883E-08	0.120639	0.0426523	-1.49288	-1.10838
SH3BP2	-1.25577	3.02183E-05	0.374348	0.132352	-1.78334	-0.45436
SHC1	-0.246383	0.000194059	0.0981838	0.0347132	-0.389251	-0.0738644
SIDT1	-1.39663	0.000200841	0.559634	0.19786	-1.98359	-0.383188
SIRT3	-0.20078	5.55605E-05	0.0657237	0.0232368	-0.261717	-0.0674345
SIX4	-1.62444	0.000498918	0.7552	0.267003	-2.80925	-0.738486
SKIV2L	-0.285616	0.00271008	0.178459	0.0630946	-0.592059	0.0263589
SLAMF7	-0.916258	0.00507924	0.645159	0.228098	-2.13326	-0.409547
SLC16A4	-3.62334	3.24197E-08	0.395185	0.139719	-4.13792	-3.07544
SLC16A6	-0.742061	0.00497328	0.52035	0.183972	-1.64417	-0.164917
SLC19A2	-0.406091	0.000299958	0.173623	0.0613848	-0.613096	-0.128464
SLC20A1	-0.31048	0.000408646	0.139646	0.0493722	-0.476357	-0.0890854
SLC26A11	-0.452743	0.00353624	0.297321	0.105119	-0.872518	-0.0603423
SLC31A1	-0.179182	0.0115072	0.149241	0.0527648	-0.366962	0.0966308
SLC35D1	-0.697101	5.61167E-05	0.228542	0.0808018	-1.02511	-0.336506
SLC35F2	-0.610613	1.58136E-05	0.164987	0.0583318	-0.788708	-0.319743
SLC36A1	-0.400072	0.000322241	0.17306	0.061186	-0.654656	-0.209054
SLC37A3	-0.473986	8.52363E-08	0.0594388	0.0210148	-0.553358	-0.382593
SLC38A1	-1.09534	3.96105E-05	0.340335	0.120327	-1.46187	-0.560892
SLC38A2	-1.85474	1.87041E-05	0.514028	0.181736	-2.30158	-0.957949
SLC39A9	-0.840812	1.24687E-05	0.219198	0.077498	-1.14083	-0.559753
SLC39A14	-0.814342	3.201E-07	0.123717	0.0437404	-1.04744	-0.658541
SLC3A2	-1.30347	9.45371E-06	0.325986	0.115253	-1.56952	-0.631179
SLC41A3	-0.209721	0.00141757	0.116573	0.0412149	-0.368327	-0.0889959
SLC4A7	-0.215436	0.00531574	0.153055	0.0541133	-0.389928	0.0294335
SLC7A5	-1.14006	1.29822E-05	0.299021	0.10572	-1.45783	-0.640551
SLMAP	-0.769014	0.000076809	0.264712	0.0935898	-0.987871	-0.344356
SLMO2	-0.310852	1.51959E-05	0.0834886	0.0295177	-0.433707	-0.17303
SMEK1	-0.329779	5.05952E-06	0.0751314	0.026563	-0.447093	-0.215418
SMG7	-0.530996	0.00092359	0.273945	0.0968542	-0.856029	-0.0672491
SMURF1	-0.208621	0.00219945	0.125452	0.0443542	-0.384335	-0.053506
SNX5	-0.506476	7.14892E-07	0.0865041	0.0305838	-0.614765	-0.392256
SNX11	-0.173515	0.0080504	0.134023	0.0473843	-0.370378	0.0151498
SNX18	-0.5323	0.000102517	0.191698	0.0677756	-0.901767	-0.224722
SNX27	-0.466354	0.00103874	0.24552	0.0868043	-0.840764	-0.0328088
SNX29	-0.0931546	0.0203906	0.0882893	0.031215	-0.200125	0.0435191
SOCS4	-0.240722	0.00710207	0.181222	0.0640717	-0.517453	-0.0282657
SOS1	-0.305756	0.00140919	0.169777	0.0600251	-0.520118	-0.0487263
SOX12	-1.21722	0.00204024	0.722056	0.255285	-2.69312	-0.311908
SP100	-0.506048	1.73595E-07	0.0703437	0.0248702	-0.62938	-0.385057
SPAG9	-0.291686	0.000931003	0.15069	0.0532769	-0.5263	-0.1391
SPATS2	-0.165832	0.00573893	0.119612	0.0422892	-0.318672	-0.0181635
SPRED1	-0.424363	8.75635E-06	0.104918	0.0370943	-0.570474	-0.267343
SPTBN1	-1.19049	6.90455E-07	0.2023	0.0715239	-1.45275	-0.873442
SQSTM1	-1.06565	5.88439E-06	0.248295	0.0877855	-1.40733	-0.752539
SRGAP2	-0.765262	5.78509E-08	0.0907386	0.0320809	-0.887587	-0.638356
SRSF6	-1.3766	9.95677E-06	0.346959	0.122668	-1.82274	-0.899836
SSB	-0.146176	0.0166975	0.132251	0.0467579	-0.312713	0.0823575
SSFA2	-0.379325	0.0035755	0.249628	0.0882567	-0.64599	0.00672441
SSR1	-0.142849	0.00846178	0.111481	0.0394144	-0.325809	0.0245074
STAM2	-0.342464	0.00148231	0.191866	0.0678349	-0.706473	-0.0619345
STAT3	-0.474603	4.78109E-05	0.151795	0.0536678	-0.653929	-0.21521
STAT6	-0.459171	0.000114393	0.168239	0.0594816	-0.675155	-0.198086
STIM2	-0.396078	0.00279182	0.248843	0.0879794	-0.76311	-0.02014
STK38	-0.383865	0.00158188	0.217554	0.0769171	-0.601819	0.0102102
STK17B	-0.377906	0.00179548	0.219073	0.0774541	-0.642266	0.0186401
STK38L	-1.09393	3.42058E-08	0.120237	0.0425103	-1.3432	-0.931443
STRN3	-0.921827	3.30889E-05	0.278636	0.0985128	-1.28761	-0.441837
STXBP3	-0.196152	0.00876518	0.154204	0.0545195	-0.447093	-0.00919817
SUV420H2	-0.345458	0.00260441	0.214269	0.0757556	-0.62361	-0.0546716
SYNJ2	-0.655709	0.0111416	0.542353	0.191751	-1.49037	0.0370264
SYPL1	-0.310661	0.000136205	0.117008	0.0413687	-0.49328	-0.142587
SYT1	-0.620072	0.00488206	0.433239	0.153173	-1.28016	-0.0862596
TAB2	-0.227204	0.000100606	0.0815818	0.0288435	-0.31805	-0.0817663
TANC1	-0.723573	5.73158E-07	0.11966	0.0423063	-0.945541	-0.57273
TANC2	-0.961219	3.36948E-07	0.147124	0.0520162	-1.09172	-0.634288
TANK	-0.804896	8.88961E-06	0.199451	0.0705165	-1.06941	-0.557629
TAOK3	-0.626457	3.43303E-06	0.134745	0.0476396	-0.813386	-0.420512
TAP2	-1.43412	6.42949E-05	0.480188	0.169772	-2.24838	-0.925404
TBC1D14	-0.162068	0.000224753	0.0661264	0.0233792	-0.234913	-0.0511618
TBC1D25	-0.382148	0.00160316	0.217096	0.0767551	-0.702306	-0.00236321
TBCCD1	-0.294912	0.00177784	0.170659	0.0603372	-0.471169	-0.0380845
TBL1XR1	-0.308929	9.40011E-05	0.109752	0.038803	-0.500492	-0.163719
TBRG1	-0.538331	2.92051E-07	0.0807012	0.0285322	-0.673563	-0.435769
TCP11L2	-2.16835	2.62042E-06	0.448142	0.158442	-2.85097	-1.49836
TET2	-0.27547	0.00116949	0.148042	0.0523408	-0.486057	-0.0600157
TET3	-1.36417	0.00302038	0.869701	0.307486	-2.69882	-0.122573
TGOLN2	-0.379764	7.8587E-07	0.0657656	0.0232517	-0.467574	-0.297562
THRAP3	-0.084871	0.0114985	0.0706779	0.0249884	-0.142698	0.0250712
TIMM9	-0.408737	0.000414914	0.184302	0.0651605	-0.772457	-0.173253
TJP2	-0.583997	0.000290241	0.248351	0.0878052	-0.814724	-0.0508224
TK2	-1.28317	6.35631E-06	0.302433	0.106926	-1.7608	-0.798374
TLE3	-0.197151	0.000580202	0.0939963	0.0332327	-0.336319	-0.0729891
TM7SF3	-0.352165	0.000537431	0.165764	0.0586066	-0.559563	-0.076222
TM9SF3	-0.185925	0.0108069	0.152779	0.0540155	-0.329038	0.0445571
TMBIM1	-0.887551	2.86593E-05	0.262452	0.0927907	-1.19548	-0.426118
TMBIM4	-0.298187	0.00187435	0.174199	0.0615887	-0.625773	-0.0488801
TMBIM6	-0.780124	2.2303E-08	0.0806204	0.0285036	-0.947504	-0.690492
TMC7	-0.298159	0.00393065	0.199781	0.0706333	-0.529973	0.0196793
TMCC1	-0.237382	0.000158225	0.0915618	0.032372	-0.357054	-0.0904939
TMCO1	-0.228796	4.95205E-05	0.0735749	0.0260126	-0.32437	-0.130463
TMED5	-0.294366	0.00397729	0.197685	0.0698924	-0.587426	-0.0605826
TMEM2	-1.54962	1.44061E-07	0.209661	0.0741265	-1.82726	-1.24566
TMEM19	-0.419837	0.00839558	0.327111	0.115651	-0.88166	0.057157
TMEM64	-0.421632	0.000475715	0.19447	0.0687556	-0.629673	-0.0275481
TMEM127	-0.176501	0.01256	0.149835	0.0529746	-0.387283	0.0222591
TMEM129	-0.744275	3.89943E-07	0.116366	0.0411415	-0.933876	-0.594865
TMEM164	-0.655279	3.58475E-05	0.200511	0.0708912	-1.00268	-0.390379
TMEM181	-0.757254	7.19078E-08	0.0926554	0.0327586	-0.891124	-0.624838
TMEM209	-0.180341	0.000112501	0.0659033	0.0233003	-0.263711	-0.0797108
TMEM214	-0.496063	4.62189E-07	0.0795021	0.0281083	-0.604901	-0.369072
TMEM161B	-0.197264	0.00840936	0.153748	0.0543583	-0.436003	-0.00574893
TMEM30A	-0.290852	0.00386681	0.194277	0.0686873	-0.558461	0.00823632
TMEM39A	-0.657753	2.26346E-05	0.187639	0.0663403	-0.919327	-0.330211
TMEM50A	-0.40291	4.49911E-06	0.090206	0.0318926	-0.524872	-0.285167
TMEM87A	-1.12319	3.87073E-09	0.0902348	0.0319028	-1.23517	-0.992934
TMOD3	-0.351018	0.000607516	0.168653	0.0596278	-0.679618	-0.188505
TMSB10	-0.419975	0.000163827	0.162891	0.0575907	-0.654373	-0.175019
TNFAIP3	-1.32304	3.11283E-07	0.200185	0.070776	-1.67675	-1.03971
TNFRSF10B	-0.737926	7.74678E-06	0.179132	0.0633328	-0.897754	-0.44316
TNIP2	-0.41767	0.00145287	0.233171	0.0824386	-0.727445	0.0119369
TNKS2	-0.35988	0.00939745	0.287077	0.101497	-0.722262	0.125273
TNKS1BP1	-0.882223	8.59786E-06	0.217523	0.0769061	-1.15447	-0.540672
TOLLIP	-0.420268	8.52661E-05	0.147044	0.051988	-0.630772	-0.224844
TOMM20	-0.186027	0.00301482	0.118558	0.0419166	-0.322524	0.038645
TOX4	-0.467096	0.000154596	0.179502	0.0634635	-0.766069	-0.280013
TPM4	-0.795224	1.52361E-07	0.10847	0.0383499	-0.918635	-0.610578
TPT1	-0.452006	1.23991E-06	0.0836807	0.0295856	-0.565884	-0.291673
TRAK1	-0.764887	8.89178E-06	0.189544	0.0670138	-1.16183	-0.640648
TRIB3	-3.63342	0.000032006	1.09269	0.386323	-4.62439	-1.82152
TRIM4	-0.212559	0.000164014	0.0824578	0.0291532	-0.336198	-0.0863244
TRIM8	-0.661907	7.19637E-07	0.11316	0.0400082	-0.844471	-0.529634
TRIM13	-0.246	0.000223846	0.100307	0.0354638	-0.404256	-0.130382
TRIM26	-0.329867	0.00426923	0.224559	0.0793937	-0.616203	-0.00795982
TRIO	-0.237457	3.04702E-05	0.0708764	0.0250586	-0.361634	-0.117928
TRUB1	-0.428716	0.00077719	0.214746	0.0759241	-0.695632	-0.143351
TSC1	-0.75594	2.06092E-06	0.150798	0.0533152	-1.01812	-0.543067
TSC22D2	-0.699838	0.000178516	0.275184	0.0972923	-1.2288	-0.349307
TSC22D3	-2.40617	0.000681572	1.17872	0.416741	-3.61922	-0.580134
TSEN15	-0.616395	0.000130282	0.230533	0.0815057	-1.03206	-0.327348
TSPYL1	-0.360705	0.000377661	0.160142	0.0566189	-0.599607	-0.168556
TST	-0.428531	0.000160178	0.165614	0.0585535	-0.707703	-0.257099
TSTD2	-0.461324	0.000103759	0.166452	0.0588498	-0.590613	-0.0925858
TTC37	-0.131274	0.0073571	0.0995391	0.0351924	-0.265504	0.0426293
TXNDC12	-0.171007	0.00524941	0.121191	0.0428476	-0.333105	0.0379529
TYW5	-0.5507	2.44251E-06	0.112641	0.0398246	-0.699644	-0.360476
UAP1L1	-0.238944	0.00435853	0.163313	0.0577398	-0.428336	0.00629614
UBAC2	-0.22881	0.0112165	0.189528	0.0670081	-0.370452	0.172962
UBE2Z	-0.312888	0.0170824	0.284565	0.100609	-0.713399	0.112211
UBE4A	-0.139161	0.00160494	0.0790721	0.0279562	-0.238612	-0.0174069
UBN1	-0.239017	0.0021295	0.142889	0.050519	-0.422686	-0.070329
UBP1	-0.35337	5.06835E-06	0.0805269	0.0284706	-0.494062	-0.257518
UBQLN1	-0.303921	0.00629745	0.223313	0.0789531	-0.652467	-0.0477112
UBTD2	-0.224266	0.00849106	0.175144	0.0619229	-0.499618	-0.039098
UCHL3	-0.15947	0.00954147	0.127618	0.0451197	-0.406494	-0.0155386
UFM1	-0.33622	0.000455702	0.153974	0.0544379	-0.5919	-0.195151
UGCG	-0.30386	0.0107467	0.249391	0.0881729	-0.562439	0.0909475
UGT8	-0.62006	0.00108418	0.32887	0.116273	-0.980414	-0.259156
UHRF2	-0.254256	0.0110412	0.209892	0.0742081	-0.470315	0.0674723
UHRF1BP1	-0.952441	5.10786E-05	0.307748	0.108805	-1.40877	-0.582299
UNC5CL	-2.01142	1.42742E-06	0.380153	0.134404	-2.55258	-1.52
UPF1	-0.175553	0.00265277	0.109256	0.0386279	-0.318117	-0.0288242
UPF3B	-0.693481	2.69493E-06	0.143919	0.0508831	-0.84461	-0.382987
USP3	-0.497278	5.82191E-06	0.115681	0.0408995	-0.672055	-0.358878
USP22	-0.315062	0.001088	0.167206	0.0591163	-0.524574	-0.0541591
USP25	-0.309634	0.000544055	0.146043	0.0516341	-0.499331	-0.0297244
USP34	-0.365391	0.00220637	0.219851	0.077729	-0.676036	0.00740496
USP49	-0.717014	0.00906018	0.567592	0.200674	-1.49342	0.16277
USP53	-0.903927	8.52006E-06	0.222572	0.0786911	-1.37378	-0.62451
UXS1	-0.339337	6.6457E-07	0.0573428	0.0202737	-0.392765	-0.229683
VAMP3	-0.221932	0.0192752	0.207574	0.0733885	-0.526874	-0.0031803
VAMP4	-0.749012	5.61391E-05	0.245576	0.0868241	-1.16056	-0.334206
VANGL1	-0.225394	0.00180691	0.13081	0.0462484	-0.378705	-0.000548749
VEGFA	-1.49254	1.43322E-06	0.282255	0.0997921	-1.7857	-1.04224
VEZT	-1.07347	5.11111E-09	0.0897528	0.0317324	-1.17307	-0.90822
VGLL4	-0.308381	8.05633E-06	0.0752993	0.0266223	-0.392689	-0.141114
VKORC1L1	-0.190103	0.00110296	0.101129	0.0357544	-0.349594	-0.0677628
VPS13A	-0.195351	0.00151829	0.109912	0.0388596	-0.32259	0.00255479
VPS37A	-0.11517	0.0221937	0.111382	0.0393794	-0.245349	0.0649127
VPS37C	-0.311793	0.000599248	0.149462	0.0528428	-0.514067	-0.0780631
VTI1B	-0.313507	0.000374728	0.13901	0.0491473	-0.496133	-0.105399
WAC	-0.703242	3.01472E-07	0.105911	0.0374451	-0.802056	-0.508035
WASL	-0.52352	0.000138816	0.197775	0.0699239	-0.801288	-0.211877
WDR6	-0.530957	0.000263043	0.222216	0.0785654	-0.815617	-0.224221
WDR11	-0.576042	5.52834E-06	0.132976	0.0470142	-0.783558	-0.408701
WDR20	-0.680955	5.5673E-06	0.157359	0.0556349	-0.888777	-0.487553
WDR26	-0.445223	0.000383102	0.198131	0.07005	-0.627192	-0.0756623
WDR27	-1.19332	8.06869E-05	0.413934	0.146348	-1.92329	-0.447931
WDR43	-0.259253	0.00797984	0.199884	0.0706697	-0.552919	0.0371123
WIPF2	-0.319402	2.73249E-06	0.0664216	0.0234836	-0.408614	-0.202187
WNK1	-0.391971	0.00226761	0.237023	0.0838003	-0.733268	-0.0418178
WSB2	-1.10625	1.94682E-05	0.308454	0.109055	-1.52355	-0.680943
WTAP	-0.796201	0.000210301	0.321407	0.113634	-1.36914	-0.436834
WWC1	-0.388364	2.19153E-05	0.110248	0.0389785	-0.587881	-0.244315
WWTR1	-0.193935	0.00785337	0.149033	0.0526911	-0.339853	0.0726077
XIAP	-0.31674	0.000149938	0.121131	0.0428261	-0.519825	-0.172811
XPNPEP1	-0.294351	2.00791E-05	0.0824581	0.0291533	-0.442673	-0.210338
YARS	-0.98976	1.25348E-05	0.258233	0.0912993	-1.34386	-0.486934
YEATS4	-0.225968	3.89833E-05	0.0700392	0.0247626	-0.313572	-0.0892428
YIPF4	-0.170133	0.014687	0.14952	0.0528634	-0.412222	0.072861
YIPF5	-0.280464	0.0101929	0.227604	0.0804703	-0.548991	0.0740523
YIPF6	-0.365998	0.000476367	0.168849	0.059697	-0.579954	-0.141407
YME1L1	-0.314352	0.000533287	0.147774	0.0522461	-0.556557	-0.0669828
YPEL2	-1.54028	1.66997E-05	0.419624	0.14836	-2.20982	-0.944362
YPEL5	-0.731549	1.26291E-06	0.135799	0.0480121	-0.901959	-0.567099
YTHDF1	-0.813575	5.67343E-07	0.134344	0.0474979	-1.01492	-0.578791
YWHAB	-0.527975	3.69288E-06	0.114796	0.0405865	-0.704342	-0.416899
YWHAZ	-0.264547	0.000918501	0.136352	0.0482078	-0.472386	-0.0812662
YY1	-0.332183	0.000149476	0.126974	0.0448921	-0.479086	-0.100987
ZAK	-0.365968	1.01091E-05	0.0924489	0.0326856	-0.50944	-0.252939
ZBED4	-0.256804	6.69352E-05	0.0865248	0.0305911	-0.391202	-0.141783
ZBTB1	-1.50407	2.61072E-06	0.310683	0.109843	-1.83439	-1.11616
ZBTB4	-0.566295	8.13691E-07	0.0985682	0.0348491	-0.717378	-0.400662
ZBTB6	-0.540001	0.000414798	0.243478	0.0860825	-0.895475	-0.12767
ZBTB20	-2.62385	5.29375E-05	0.852497	0.301403	-3.99663	-1.66374
ZBTB47	-0.548855	1.18956E-05	0.142077	0.0502317	-0.736655	-0.389818
ZC3H6	-1.59166	0.000066984	0.536339	0.189624	-2.19636	-0.673635
ZC3H13	-0.107883	0.0200733	0.10187	0.0360166	-0.252835	0.0581378
ZC3H14	-0.318081	1.71147E-05	0.0869777	0.0307513	-0.429843	-0.211284
ZC3H15	-0.143737	0.00191829	0.0843211	0.029812	-0.251945	-0.0229645
ZC3H11A	-0.276721	2.75708E-05	0.0813457	0.02876	-0.343287	-0.0986376
ZCCHC7	-0.677916	4.38596E-08	0.0772323	0.0273058	-0.780708	-0.569735
ZCCHC8	-0.6162	0.000647767	0.299279	0.105811	-1.02776	-0.148467
ZDHHC5	-0.416657	1.68658E-05	0.113681	0.0401923	-0.576382	-0.232373
ZDHHC11	-1.00239	1.50269E-05	0.268767	0.0950235	-1.4685	-0.628959
ZDHHC17	-0.233394	0.0091575	0.18517	0.0654673	-0.560759	0.0151498
ZEB2	-0.380151	0.00613031	0.277825	0.0982258	-0.950293	-0.181869
ZFAND1	-0.805551	4.19761E-08	0.091194	0.0322419	-1.01065	-0.731039
ZFAND3	-0.330649	6.85632E-07	0.0561298	0.0198449	-0.41057	-0.241467
ZFP91	-0.297195	3.37982E-05	0.0901235	0.0318635	-0.459345	-0.173901
ZFP36L1	-0.866743	2.99903E-06	0.18274	0.0646082	-1.11706	-0.601722
ZFYVE26	-0.74595	8.15096E-06	0.182461	0.0645098	-0.986884	-0.503828
ZKSCAN5	-0.457258	0.00344992	0.298886	0.105672	-0.7608	0.000442098
ZMPSTE24	-0.275471	0.0056868	0.198334	0.0701215	-0.524981	-0.0532041
ZMYM2	-0.297794	0.00321207	0.192053	0.067901	-0.534838	-0.0131346
ZMYM4	-0.0986805	0.00720964	0.074517	0.0263457	-0.187473	-0.0021596
ZNF2	-0.251957	0.00342299	0.164448	0.0581411	-0.477571	0.0207005
ZNF133	-0.663512	6.62911E-05	0.223221	0.0789206	-0.853603	-0.298629
ZNF146	-0.240215	0.011455	0.19988	0.0706681	-0.536196	0.0224034
ZNF197	-0.299773	0.0060811	0.21873	0.0773327	-0.548184	0.076483
ZNF202	-0.857955	3.88867E-05	0.265824	0.093983	-1.22985	-0.401302
ZNF226	-0.42506	3.91087E-05	0.131813	0.046603	-0.620395	-0.242178
ZNF282	-0.541051	0.00012429	0.200853	0.0710122	-0.738012	-0.228734
ZNF295	-0.710065	1.56206E-05	0.191504	0.0677069	-1.03896	-0.406382
ZNF330	-0.492708	4.36222E-05	0.155377	0.054934	-0.620435	-0.185956
ZNF410	-0.684308	1.81123E-07	0.0957103	0.0338387	-0.800839	-0.544304
ZNF436	-0.0926116	0.0135843	0.0799884	0.0282802	-0.230956	0.0160882
ZNF441	-0.16593	0.00432897	0.113261	0.0400438	-0.373172	-0.000743582
ZNF462	-0.211406	0.00126673	0.115209	0.0407326	-0.338405	0.0224829
ZNF493	-0.55597	0.000119846	0.205208	0.0725521	-0.772245	-0.144793
ZNF516	-0.632086	0.000907	0.325085	0.114935	-1.09647	-0.0104705
ZNF562	-0.415818	0.00243921	0.25482	0.0900926	-0.845085	-0.0851152
ZNF594	-0.586847	0.000185913	0.232258	0.0821157	-1.04411	-0.291159
ZNF605	-0.213976	0.00102907	0.112469	0.0397638	-0.399381	-0.0695089
ZNF614	-0.344564	0.0252185	0.343744	0.121532	-0.859237	0.100424
ZNF621	-0.684762	1.44033E-07	0.0926449	0.0327549	-0.850086	-0.557071
ZNF627	-0.210174	0.0228912	0.204782	0.0724014	-0.60107	0.0615515
ZNF655	-0.290939	0.000055693	0.0952714	0.0336835	-0.444798	-0.172292
ZNF664	-0.486701	0.000523815	0.228111	0.0806493	-0.796818	-0.19488
ZNF673	-1.53099	0.000769143	0.765521	0.270653	-2.47862	-0.542544
ZNF747	-0.214031	0.0159047	0.191509	0.0677087	-0.428459	0.118825
ZNF264	-0.730988	4.20422E-05	0.229215	0.0810398	-0.972345	-0.337799
ZNF33A	-0.156173	0.00330757	0.101275	0.0358061	-0.317601	0.0123185
ZNF419	-1.26074	0.000573332	0.599886	0.212092	-1.92329	-0.331233
ZNFX1	-0.299842	0.00346384	0.19614	0.0693461	-0.626106	0.0146471
ZRANB1	-0.326795	0.00844165	0.254907	0.0901233	-0.778432	0.0129073
ZSWIM6	-0.467369	5.72252E-06	0.108445	0.0383411	-0.611705	-0.310309
