Accession No.	Gene Symbol	Exon.ID	logFC	t	P.Value	adj.P.Val	B	Transcript.ID	gene_assignment
NM_004295	TRAF4	3715847	0.230713488	3.003455828	0.008365951	0.911648439	-3.06825447	3715839	NM_004295 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000262395 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// BC001769 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000262396 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000394925 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618 /// ENST00000394924 // TRAF4 // TNF receptor-associated factor 4 // 17q11-q12 // 9618
NM_020385	REXO4	4052009	-0.200719322	-3.002861877	0.008376352	0.911648439	-3.068808135	4051998	NM_020385 // REXO4 // REX4, RNA exonuclease 4 homolog (S. cerevisiae) // 9q34.2 // 57109 /// ENST00000371942 // REXO4 // REX4, RNA exonuclease 4 homolog (S. cerevisiae) // 9q34.2 // 57109 /// AF273304 // REXO4 // REX4, RNA exonuclease 4 homolog (S. cerevisiae) // 9q34.2 // 57109 /// ENST00000371935 // REXO4 // REX4, RNA exonuclease 4 homolog (S. cerevisiae) // 9q34.2 // 57109
NM_001651	AQP5	3414323	-0.303218771	-3.002859993	0.008376385	0.911648439	-3.068809891	3414315	NM_001651 // AQP5 // aquaporin 5 // 12q13 // 362 /// ENST00000293599 // AQP5 // aquaporin 5 // 12q13 // 362 /// BC032946 // AQP5 // aquaporin 5 // 12q13 // 362
NM_024736	GSDMDC1	3119682	0.238551941	3.002564569	0.008381563	0.911648439	-3.069085281	3119656	NM_024736 // GSDMDC1 // gasdermin domain containing 1 // 8q24.3 // 79792 /// ENST00000262580 // GSDMDC1 // gasdermin domain containing 1 // 8q24.3 // 79792 /// AK127941 // GSDMDC1 // gasdermin domain containing 1 // 8q24.3 // 79792
NM_018662	DISC1	2385358	0.232677509	3.002544005	0.008381923	0.911648439	-3.069104451	2385343	NM_018662 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// NM_001012957 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// NM_001012959 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// NM_001012958 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000366638 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000295051 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000366637 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000366636 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000317586 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// AF222980 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000366634 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000366632 // DISC1 // disrupted in schizophrenia 1 // 1q42.1 // 27185 /// ENST00000366631 // C1orf136 // chromosome 1 open reading frame 136 // 1q42.2 // 400574 /// AK023443 // C1orf136 // chromosome 1 open reading frame 136 // 1q42.2 // 400574
NM_002756	MAP2K3	3714744	0.622165472	3.002508962	0.008382538	0.911648439	-3.069137118	3714729	NM_002756 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606 /// NM_145109 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606 /// ENST00000395492 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606 /// ENST00000395491 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606 /// ENST00000361818 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606 /// ENST00000342679 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606 /// L36719 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606 /// ENST00000316920 // MAP2K3 // mitogen-activated protein kinase kinase 3 // 17q11.2 // 5606
NM_003604	IRS4	4017705	0.305201629	3.002190953	0.008388116	0.911648439	-3.069433565	4017694	NM_003604 // IRS4 // insulin receptor substrate 4 // Xq22.3 // 8471 /// ENST00000372129 // IRS4 // insulin receptor substrate 4 // Xq22.3 // 8471 /// AF007567 // IRS4 // insulin receptor substrate 4 // Xq22.3 // 8471
BC034752	C9orf62	3193851	-0.322324345	-3.001919952	0.008392872	0.911648439	-3.069686195	3193848	BC034752 // C9orf62 // chromosome 9 open reading frame 62 // 9q34.3 // 157927 /// ENST00000320778 // C9orf62 // chromosome 9 open reading frame 62 // 9q34.3 // 157927
NM_014877	HELZ	3768037	0.263587055	3.001903471	0.008393161	0.911648439	-3.069701559	3768015	NM_014877 // HELZ // helicase with zinc finger // 17q24.2 // 9931 /// ENST00000358691 // HELZ // helicase with zinc finger // 17q24.2 // 9931 /// BC130582 // HELZ // helicase with zinc finger // 17q24.2 // 9931
NM_025139	ARMC9	2531819	0.209031498	3.001493229	0.008400367	0.911648439	-3.070083995	2531779	NM_025139 // ARMC9 // armadillo repeat containing 9 // 2q37.1 // 80210 /// NM_001031 // RPS28 // ribosomal protein S28 // 19p13.2 // 6234 /// ENST00000349938 // ARMC9 // armadillo repeat containing 9 // 2q37.1 // 80210 /// ENST00000392036 // ARMC9 // armadillo repeat containing 9 // 2q37.1 // 80210 /// ENST00000357859 // RPS28 // ribosomal protein S28 // 19p13.2 // 6234 /// BX537956 // ARMC9 // armadillo repeat containing 9 // 2q37.1 // 80210 /// L05091 // RPS28 // ribosomal protein S28 // 19p13.2 // 6234 /// ENST00000359743 // ARMC9 // armadillo repeat containing 9 // 2q37.1 // 80210
NM_015032	PDS5B	3484821	-0.328392564	-3.001382957	0.008402305	0.911648439	-3.070186794	3484768	NM_015032 // PDS5B // PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) // 13q12.3 // 23047 /// ENST00000400481 // PDS5B // PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) // 13q12.3 // 23047 /// ENST00000315596 // PDS5B // PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) // 13q12.3 // 23047 /// U95825 // PDS5B // PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) // 13q12.3 // 23047
NM_144584	C1orf59	2426686	0.412382012	3.001040213	0.008408331	0.911648439	-3.070506312	2426676	NM_144584 // C1orf59 // chromosome 1 open reading frame 59 // 1p13.3 // 113802 /// NM_001102592 // C1orf59 // chromosome 1 open reading frame 59 // 1p13.3 // 113802 /// ENST00000370032 // C1orf59 // chromosome 1 open reading frame 59 // 1p13.3 // 113802 /// BC012198 // C1orf59 // chromosome 1 open reading frame 59 // 1p13.3 // 113802 /// ENST00000370031 // C1orf59 // chromosome 1 open reading frame 59 // 1p13.3 // 113802 /// ENST00000393851 // C1orf59 // chromosome 1 open reading frame 59 // 1p13.3 // 113802
NM_152446	C14orf145	3574013	-0.17446948	-3.000790135	0.00841273	0.911648439	-3.070739447	3573994	NM_152446 // C14orf145 // chromosome 14 open reading frame 145 // 14q31.1 // 145508 /// ENST00000281129 // C14orf145 // chromosome 14 open reading frame 145 // 14q31.1 // 145508 /// BC045834 // C14orf145 // chromosome 14 open reading frame 145 // 14q31.1 // 145508 /// ENST00000216517 // C14orf145 // chromosome 14 open reading frame 145 // 14q31.1 // 145508 /// ENST00000393619 // C14orf145 // chromosome 14 open reading frame 145 // 14q31.1 // 145508 /// ENST00000327841 // C14orf145 // chromosome 14 open reading frame 145 // 14q31.1 // 145508
NM_198186	ASTN2	3222680	-0.248910717	-3.000697338	0.008414363	0.911648439	-3.070825957	3222534	NM_198186 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// NM_198187 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// NM_014010 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// NM_198188 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// ENST00000313400 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// ENST00000361209 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// ENST00000361477 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// ENST00000341734 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// BC146756 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// ENST00000373996 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// ENST00000288520 // ASTN2 // astrotactin 2 // 9q33.1 // 23245 /// ENST00000373986 // ASTN2 // astrotactin 2 // 9q33.1 // 23245
NM_002392	MDM2	3421307	0.242503197	3.000681441	0.008414643	0.911648439	-3.070840777	3421300	NM_002392 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006878 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006881 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006882 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// NM_006879 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393417 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000311440 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// AK290341 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000258149 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000350057 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000258148 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393416 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000311420 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000358483 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393415 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000356290 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393413 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393412 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000299252 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000393410 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000360430 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// ENST00000348801 // MDM2 // Mdm2 p53 binding protein homolog (mouse) // 12q14.3-q15 // 4193 /// BC065505 // MGC5370 // hypothetical protein MGC5370 // 12q14.3 // 84825
NM_030924	ACSBG2	3818313	0.34939059	3.000512727	0.008417613	0.911648439	-3.070998062	3818268	NM_030924 // ACSBG2 // acyl-CoA synthetase bubblegum family member 2 // 19p13.3 // 81616 /// ENST00000252669 // ACSBG2 // acyl-CoA synthetase bubblegum family member 2 // 19p13.3 // 81616 /// BC090046 // ACSBG2 // acyl-CoA synthetase bubblegum family member 2 // 19p13.3 // 81616 /// ENST00000394489 // ACSBG2 // acyl-CoA synthetase bubblegum family member 2 // 19p13.3 // 81616
AB016902	HGC6.3	2985333	-0.194225689	-3.000406094	0.00841949	0.911648439	-3.071097472	2985332	AB016902 // HGC6.3 // similar to HGC6.3 // 6q27 // 100128124 /// ENST00000366802 // HGC6.3 // similar to HGC6.3 // 6q27 // 100128124 /// ENST00000366802 // MLLT4 // myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 4 // 6q27 // 4301
NM_001001694	IL17REL	3965449	-0.204003353	-2.999458754	0.00843619	0.911648439	-3.071980657	3965447	NM_001001694 // IL17REL // interleukin 17 receptor E-like // 22q13.33 // 400935 /// ENST00000389983 // IL17REL // interleukin 17 receptor E-like // 22q13.33 // 400935 /// ENST00000341280 // IL17REL // interleukin 17 receptor E-like // 22q13.33 // 400935 /// AK123987 // IL17REL // interleukin 17 receptor E-like // 22q13.33 // 400935
NM_015984	UCHL5	2449000	-0.499970017	-2.998827861	0.008447328	0.911648439	-3.072568842	2448971	NM_015984 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367455 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367454 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367452 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367451 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367448 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367449 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367450 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000367453 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// ENST00000391991 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377 /// AK225794 // UCHL5 // ubiquitin carboxyl-terminal hydrolase L5 // 1q32 // 51377
BC113564	C17orf44	3744309	0.449220718	2.998515086	0.008452856	0.911648439	-3.072860449	3744300	BC113564 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029 /// ENST00000315707 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029 /// AK092109 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029 /// BC063002 // C17orf44 // chromosome 17 open reading frame 44 // 17p13.1 // 284029
NM_017934	PHIP	2961878	0.184599508	2.998351944	0.008455741	0.911648439	-3.073012551	2961816	NM_017934 // PHIP // pleckstrin homology domain interacting protein // 6q14 // 55023 /// ENST00000275034 // PHIP // pleckstrin homology domain interacting protein // 6q14 // 55023 /// DQ924532 // PHIP // pleckstrin homology domain interacting protein // 6q14 // 55023 /// ENST00000355098 // PHIP // pleckstrin homology domain interacting protein // 6q14 // 55023
NM_012274	CXorf27	3973914	-0.308307566	-2.998286327	0.008456901	0.911648439	-3.073073728	3973891	NM_012274 // CXorf27 // chromosome X open reading frame 27 // Xp21.1 // 25763 /// NM_138780 // SYTL5 // synaptotagmin-like 5 // Xp21.1 // 94122 /// ENST00000297875 // SYTL5 // synaptotagmin-like 5 // Xp21.1 // 94122 /// ENST00000357972 // SYTL5 // synaptotagmin-like 5 // Xp21.1 // 94122 /// ENST00000341016 // CXorf27 // chromosome X open reading frame 27 // Xp21.1 // 25763 /// BC104428 // CXorf27 // chromosome X open reading frame 27 // Xp21.1 // 25763 /// BX647688 // SYTL5 // synaptotagmin-like 5 // Xp21.1 // 94122
BC018134	ZNF720	3657348	0.379272465	2.997886408	0.008463977	0.911648439	-3.073446589	3657318	BC018134 // ZNF720 // zinc finger protein 720 // 16p11.2 // 124411 /// BC055408 // ZNF720 // zinc finger protein 720 // 16p11.2 // 124411 /// ENST00000316491 // ZNF720 // zinc finger protein 720 // 16p11.2 // 124411 /// ENST00000398696 // ZNF720 // zinc finger protein 720 // 16p11.2 // 124411 /// AL832197 // ZNF720 // zinc finger protein 720 // 16p11.2 // 124411 /// AK128671 // ZNF720 // zinc finger protein 720 // 16p11.2 // 124411
NM_006845	KIF2C	2334134	-0.381478999	-2.99775244	0.008466349	0.911648439	-3.073571493	2334098	NM_006845 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372224 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// BC008764 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372222 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372217 // KIF2C // kinesin family member 2C // 1p34.1 // 11004 /// ENST00000372218 // KIF2C // kinesin family member 2C // 1p34.1 // 11004
NM_001799	CDK7	2813489	0.457979421	2.997647771	0.008468203	0.911648439	-3.073669082	2813481	NM_001799 // CDK7 // cyclin-dependent kinase 7 // 5q12.1 // 1022 /// ENST00000256443 // CDK7 // cyclin-dependent kinase 7 // 5q12.1 // 1022 /// L20320 // CDK7 // cyclin-dependent kinase 7 // 5q12.1 // 1022
NM_020745	AARS2	2955123	-0.233562183	-2.99764003	0.00846834	0.911648439	-3.073676299	2955118	NM_020745 // AARS2 // alanyl-tRNA synthetase 2, mitochondrial (putative) // 6p21.1 // 57505 /// ENST00000244571 // AARS2 // alanyl-tRNA synthetase 2, mitochondrial (putative) // 6p21.1 // 57505 /// BC131728 // AARS2 // alanyl-tRNA synthetase 2, mitochondrial (putative) // 6p21.1 // 57505
BC106877	C1orf106	2374451	0.272270177	2.997473802	0.008471284	0.911648439	-3.073831283	2374422	BC106877 // C1orf106 // chromosome 1 open reading frame 106 // 1q32.1 // 55765 /// NM_018265 // C1orf106 // chromosome 1 open reading frame 106 // 1q32.1 // 55765 /// ENST00000367342 // C1orf106 // chromosome 1 open reading frame 106 // 1q32.1 // 55765
NM_012447	STAG3	3015348	0.331419059	2.997439151	0.008471898	0.911648439	-3.073863591	3015338	NM_012447 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// ENST00000317296 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// ENST00000394018 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// BC146806 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// BC119761 // STAG3L2 // stromal antigen 3-like 2 // 7q11.23 // 442582 /// BC119762 // STAG3L1 // stromal antigen 3-like 1 // 7q11.23-q21.1 // 54441 /// ENST00000379577 // STAG3 // stromal antigen 3 // 7q22.1 // 10734 /// ENST00000339784 // STAG3 // stromal antigen 3 // 7q22.1 // 10734
BC035680	TRAJ17	3528544	0.300904241	2.997355357	0.008473383	0.911648439	-3.073941717	3528172	BC035680 // TRAJ17 // T cell receptor alpha joining 17 // 14q11 // 28738 /// ENST00000390477 // TRA@ // T cell receptor alpha locus // 14q11.2 // 6955 /// ENST00000390469 // TRDV2 // T cell receptor delta variable 2 // 14q11 // 28517 /// ENST00000390537 // TRAJ17 // T cell receptor alpha joining 17 // 14q11 // 28738 /// ENST00000390435 // MGC40069 // hypothetical protein MGC40069 // 14q11.2 // 348035 /// ENST00000390448 // TRAV20 // T cell receptor alpha variable 20 // 14q11 // 28663 /// ENST00000390452 // TRD@ // T cell receptor delta locus // 14q11.2 // 6964 /// AK026255 // TRA@ // T cell receptor alpha locus // 14q11.2 // 6955 /// X02592 // TRAC // T cell receptor alpha constant // 14q11 // 28755 /// X01403 // TRA@ // T cell receptor alpha locus // 14q11.2 // 6955 /// BX647165 // TRAV20 // T cell receptor alpha variable 20 // 14q11 // 28663 /// X73617 // TRD@ // T cell receptor delta locus // 14q11.2 // 6964 /// X14545 // TRD@ // T cell receptor delta locus // 14q11.2 // 6964 /// X58769 // TRAV8-3 // T cell receptor alpha variable 8-3 // 14q11 // 28683
NM_022146	NPFFR1	3293320	-0.290461671	-2.997232502	0.00847556	0.911648439	-3.074056263	3293312	NM_022146 // NPFFR1 // neuropeptide FF receptor 1 // 10q21-q22 // 64106 /// ENST00000277942 // NPFFR1 // neuropeptide FF receptor 1 // 10q21-q22 // 64106 /// AF268898 // NPFFR1 // neuropeptide FF receptor 1 // 10q21-q22 // 64106
NM_016086	STYXL1	3057556	0.213987969	2.997130465	0.008477369	0.911648439	-3.074151399	3057550	NM_016086 // STYXL1 // serine/threonine/tyrosine interacting-like 1 // 7q11.23 // 51657 /// ENST00000248600 // STYXL1 // serine/threonine/tyrosine interacting-like 1 // 7q11.23 // 51657 /// ENST00000359697 // STYXL1 // serine/threonine/tyrosine interacting-like 1 // 7q11.23 // 51657 /// BC024035 // STYXL1 // serine/threonine/tyrosine interacting-like 1 // 7q11.23 // 51657 /// ENST00000360591 // STYXL1 // serine/threonine/tyrosine interacting-like 1 // 7q11.23 // 51657 /// ENST00000341238 // STYXL1 // serine/threonine/tyrosine interacting-like 1 // 7q11.23 // 51657 /// ENST00000340062 // STYXL1 // serine/threonine/tyrosine interacting-like 1 // 7q11.23 // 51657
NM_022727	HTF9C	3953062	0.225610128	2.996920231	0.008481097	0.911648439	-3.074347416	3953033	NM_022727 // HTF9C // HpaII tiny fragments locus 9C // 22q11.1-22q13|22q11.21 // 27037 /// NM_182984 // HTF9C // HpaII tiny fragments locus 9C // 22q11.1-22q13|22q11.21 // 27037 /// ENST00000252136 // HTF9C // HpaII tiny fragments locus 9C // 22q11.1-22q13|22q11.21 // 27037 /// BC017184 // HTF9C // HpaII tiny fragments locus 9C // 22q11.1-22q13|22q11.21 // 27037
NM_012407	PICK1	3945204	-0.260641889	-2.996530663	0.008488009	0.911648439	-3.074710644	3945180	NM_012407 // PICK1 // protein interacting with PRKCA 1 // 22q13.1 // 9463 /// NM_001039583 // PICK1 // protein interacting with PRKCA 1 // 22q13.1 // 9463 /// NM_001039584 // PICK1 // protein interacting with PRKCA 1 // 22q13.1 // 9463 /// ENST00000356976 // PICK1 // protein interacting with PRKCA 1 // 22q13.1 // 9463 /// BC017561 // PICK1 // protein interacting with PRKCA 1 // 22q13.1 // 9463
NM_199135	FOXD4L3	3173487	0.557034277	2.996088159	0.008495867	0.911648439	-3.075123233	3173479	NM_199135 // FOXD4L3 // forkhead box D4-like 3 // 9q13 // 286380 /// NM_012184 // FOXD4L1 // forkhead box D4-like 1 // 2q14.1 // 200350 /// NM_001085476 // FOXD4L6 // forkhead box D4-like 6 // 9q12 // 653404 /// NM_207305 // FOXD4 // forkhead box D4 // 9p11-q11 // 2298 /// ENST00000342833 // FOXD4L2 // forkhead box D4-like 2 // 9p12 // 100036519 /// ENST00000342833 // FOXD4L3 // forkhead box D4-like 3 // 9q13 // 286380 /// ENST00000377473 // FOXD4L6 // forkhead box D4-like 6 // 9q12 // 653404 /// ENST00000382500 // FOXD4 // forkhead box D4 // 9p11-q11 // 2298 /// ENST00000306507 // FOXD4L1 // forkhead box D4-like 1 // 2q14.1 // 200350 /// AY344641 // FOXD4L3 // forkhead box D4-like 3 // 9q13 // 286380 /// AY344639 // FOXD4L1 // forkhead box D4-like 1 // 2q14.1 // 200350 /// AY344640 // FOXD4 // forkhead box D4 // 9p11-q11 // 2298 /// BC103887 // FOXD4L6 // forkhead box D4-like 6 // 9q12 // 653404
NM_006688	C1QL1	3759495	-0.308440297	-2.995724944	0.008502323	0.911648439	-3.075461899	3759493	NM_006688 // C1QL1 // complement component 1, q subcomponent-like 1 // 17q21 // 10882 /// ENST00000253407 // C1QL1 // complement component 1, q subcomponent-like 1 // 17q21 // 10882 /// BC008798 // C1QL1 // complement component 1, q subcomponent-like 1 // 17q21 // 10882
NM_018490	LGR4	3367103	0.206784352	2.995536354	0.008505676	0.911648439	-3.075637744	3367096	NM_018490 // LGR4 // leucine-rich repeat-containing G protein-coupled receptor 4 // 11p14-p13 // 55366 /// ENST00000379214 // LGR4 // leucine-rich repeat-containing G protein-coupled receptor 4 // 11p14-p13 // 55366 /// AF257182 // LGR4 // leucine-rich repeat-containing G protein-coupled receptor 4 // 11p14-p13 // 55366 /// ENST00000389858 // LGR4 // leucine-rich repeat-containing G protein-coupled receptor 4 // 11p14-p13 // 55366
NM_020818	KIAA1409	3549326	0.301876972	2.995506158	0.008506214	0.911648439	-3.075665899	3549264	NM_020818 // KIAA1409 // KIAA1409 // 14q32.13 // 57578 /// ENST00000256339 // KIAA1409 // KIAA1409 // 14q32.13 // 57578 /// ENST00000344699 // KIAA1409 // KIAA1409 // 14q32.13 // 57578 /// ENST00000393153 // KIAA1409 // KIAA1409 // 14q32.13 // 57578 /// ENST00000393151 // KIAA1409 // KIAA1409 // 14q32.13 // 57578 /// AK126626 // KIAA1409 // KIAA1409 // 14q32.13 // 57578
NM_003971	SPAG9	3762530	0.218481934	2.995197194	0.008511711	0.911648439	-3.075953987	3762519	NM_003971 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// ENST00000357122 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// AY850123 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// ENST00000376407 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// ENST00000262013 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// ENST00000357804 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043 /// ENST00000357791 // SPAG9 // sperm associated antigen 9 // 17q21.33 // 9043
NM_178167	ZNF598	3676372	-0.320035012	-2.994741729	0.008519822	0.911648439	-3.076378681	3676356	NM_178167 // ZNF598 // zinc finger protein 598 // 16p13.3 // 90850 /// ENST00000248125 // ZNF598 // zinc finger protein 598 // 16p13.3 // 90850 /// AK024487 // ZNF598 // zinc finger protein 598 // 16p13.3 // 90850
NM_024661	CCDC51	2673265	-0.399619512	-2.994705186	0.008520473	0.911648439	-3.076412755	2673257	NM_024661 // CCDC51 // coiled-coil domain containing 51 // 3p21.31 // 79714 /// ENST00000395694 // CCDC51 // coiled-coil domain containing 51 // 3p21.31 // 79714 /// ENST00000395696 // CCDC51 // coiled-coil domain containing 51 // 3p21.31 // 79714 /// BC011993 // CCDC51 // coiled-coil domain containing 51 // 3p21.31 // 79714 /// ENST00000296441 // CCDC51 // coiled-coil domain containing 51 // 3p21.31 // 79714
NM_032679	ZNF577	3869296	0.217174288	2.994646062	0.008521526	0.911648439	-3.076467886	3869275	NM_032679 // ZNF577 // zinc finger protein 577 // 19q13.33 // 84765 /// ENST00000301399 // ZNF577 // zinc finger protein 577 // 19q13.33 // 84765 /// BC030610 // ZNF577 // zinc finger protein 577 // 19q13.33 // 84765
NM_175056	ZPLD1	2634218	-0.36362275	-2.993117376	0.008548808	0.911648439	-3.077893351	2634153	NM_175056 // ZPLD1 // zona pellucida-like domain containing 1 // 3q12.3 // 131368 /// ENST00000306176 // ZPLD1 // zona pellucida-like domain containing 1 // 3q12.3 // 131368 /// BC031261 // ZPLD1 // zona pellucida-like domain containing 1 // 3q12.3 // 131368 /// ENST00000394046 // ZPLD1 // zona pellucida-like domain containing 1 // 3q12.3 // 131368
NM_006399	BATF	3544611	0.403597365	2.993099493	0.008549128	0.911648439	-3.077910027	3544605	NM_006399 // BATF // basic leucine zipper transcription factor, ATF-like // 14q24.3 // 10538 /// ENST00000286639 // BATF // basic leucine zipper transcription factor, ATF-like // 14q24.3 // 10538 /// BC032294 // BATF // basic leucine zipper transcription factor, ATF-like // 14q24.3 // 10538
NM_003948	CDKL2	2773733	0.404970096	2.992918961	0.008552355	0.911648439	-3.078078374	2773719	NM_003948 // CDKL2 // cyclin-dependent kinase-like 2 (CDC2-related kinase) // 4q21.1 // 8999 /// ENST00000307465 // CDKL2 // cyclin-dependent kinase-like 2 (CDC2-related kinase) // 4q21.1 // 8999 /// U35146 // CDKL2 // cyclin-dependent kinase-like 2 (CDC2-related kinase) // 4q21.1 // 8999
