Affymetrix ID	log2_FC	log2_AveExpr	t	P-value	Adjusted p-value	logOdds_diffExpressed	FC	Symbol	Name
205761_s_at	-0.35727131	8.656005881	-4.713780694	0.0004842	0.01192202	-0.00092142	-1.281000741	DUS4L	dihydrouridine synthase 4-like (S. cerevisiae)
208895_s_at	-0.357154368	10.53709207	-4.627125265	0.000562716	0.01296691	-0.150653015	-1.28089691	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18
209852_x_at	-0.356808286	10.76987135	-5.871398441	7.17742E-05	0.003616524	1.899264505	-1.280589678	PSME3	proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)
204119_s_at	-0.356711006	10.1643024	-5.734164172	8.91256E-05	0.004138189	1.68425656	-1.280503331	ADK	adenosine kinase
208852_s_at	-0.356425026	10.60473892	-6.708706027	2.02632E-05	0.001749905	3.149749117	-1.280249527	CANX	calnexin
211015_s_at	-0.355629481	9.534064845	-5.081545108	0.000258757	0.00792696	0.623512205	-1.279543754	HSPA4	heat shock 70kDa protein 4
212714_at	-0.35562178	10.25753019	-6.926505885	1.48095E-05	0.001529693	3.457947612	-1.279536924	LARP4	La ribonucleoprotein domain family, member 4
204394_at	-0.355331365	9.963936534	-3.88565283	0.002113067	0.031836016	-1.465993837	-1.279279378	SLC43A1	solute carrier family 43, member 1
216977_x_at	-0.35523222	10.60785945	-4.879412143	0.000364317	0.009762048	0.282568116	-1.279191467	SNRPA1	small nuclear ribonucleoprotein polypeptide A
210625_s_at	-0.354069665	9.284004503	-8.031981338	3.30526E-06	0.000761226	4.918658647	-1.278161082	AKAP1	A kinase (PRKA) anchor protein 1
221503_s_at	-0.353962599	9.347999914	-7.884822238	4.00167E-06	0.000803327	4.733852301	-1.278066229	KPNA3	karyopherin alpha 3 (importin alpha 4)
207628_s_at	-0.353845444	10.39428957	-7.967969814	3.59081E-06	0.000772733	4.838622682	-1.277962447	WBSCR22	Williams Beuren syndrome chromosome region 22
212248_at	-0.353595423	9.463903857	-3.771361797	0.002604618	0.036296869	-1.673025836	-1.277740994	MTDH	metadherin
202077_at	-0.353487194	11.6814445	-5.544941116	0.000120654	0.00497862	1.383163589	-1.277645143	NDUFAB1	NADH dehydrogenase (ubiquinone) 1, alpha/beta subcomplex, 1, 8kDa
200730_s_at	-0.353136638	8.818281692	-5.519843067	0.000125648	0.005044696	1.342826128	-1.27733473	PTP4A1	protein tyrosine phosphatase type IVA, member 1
208097_s_at	-0.352865609	9.760014268	-8.634144066	1.55011E-06	0.000489404	5.645784459	-1.277094789	TMX1	thioredoxin-related transmembrane protein 1
218680_x_at	-0.352718194	9.676856419	-5.310870575	0.000176719	0.006128648	1.003353539	-1.276964301	NA	NA
200790_at	-0.352680574	13.09660052	-6.860655808	1.62714E-05	0.001590244	3.365497176	-1.276931004	ODC1	ornithine decarboxylase 1
219491_at	-0.352440411	8.700245132	-7.600414278	5.83215E-06	0.000966775	4.368476855	-1.276718453	LRFN4	leucine rich repeat and fibronectin type III domain containing 4
221502_at	-0.352300668	10.20057005	-5.967188764	6.1803E-05	0.003294634	2.047660435	-1.276594792	KPNA3	karyopherin alpha 3 (importin alpha 4)
217106_x_at	-0.352175992	9.479195503	-4.411551312	0.000821225	0.016515655	-0.527124172	-1.276484475	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
214764_at	-0.352055884	7.535790216	-5.3388363	0.000168774	0.005969515	1.049155027	-1.276378209	RRP15	ribosomal RNA processing 15 homolog (S. cerevisiae)
201674_s_at	-0.351716649	10.00960313	-5.524340522	0.000124737	0.005035357	1.350061299	-1.276078117	AKAP1	A kinase (PRKA) anchor protein 1
217986_s_at	-0.351604114	9.658532536	-7.339292014	8.31249E-06	0.001121437	4.023267168	-1.275978583	BAZ1A	bromodomain adjacent to zinc finger domain, 1A
203316_s_at	-0.35146525	11.47822638	-4.522056909	0.000676063	0.014555272	-0.333450446	-1.275855772	SNRPE	small nuclear ribonucleoprotein polypeptide E
217871_s_at	-0.351429687	12.49670885	-5.690549673	9.55274E-05	0.00431772	1.615332076	-1.275824322	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
213729_at	-0.351311793	10.68245836	-5.325678208	0.000172464	0.006038651	1.027619278	-1.275720068	PRPF40A	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)
211761_s_at	-0.351076036	10.96000137	-6.49194111	2.78568E-05	0.002128761	2.836080737	-1.275511615	CACYBP	calcyclin binding protein
216251_s_at	-0.350803949	9.880759393	-6.911031406	1.514E-05	0.001540476	3.43627885	-1.275271081	TTLL12	tubulin tyrosine ligase-like family, member 12
221522_at	-0.350734062	9.16776934	-5.032427852	0.000281044	0.008272803	0.541184985	-1.275209305	ANKRD27	ankyrin repeat domain 27 (VPS9 domain)
218112_at	-0.350575455	10.01012497	-6.206014724	4.28022E-05	0.002664136	2.411619501	-1.275069119	MRPS34	mitochondrial ribosomal protein S34
208114_s_at	-0.350324333	9.848945669	-6.773414248	1.84489E-05	0.001712902	3.242039804	-1.274847194	ISG20L2	interferon stimulated exonuclease gene 20kDa-like 2
208308_s_at	-0.349446472	11.78290918	-6.708681845	2.02639E-05	0.001749905	3.149714511	-1.274071702	GPI	glucose-6-phosphate isomerase
203517_at	-0.349437371	9.282708224	-6.367228604	3.35504E-05	0.002286248	2.652449213	-1.274063665	MTX2	metaxin 2
201917_s_at	-0.349143978	9.547076471	-4.883601732	0.000361723	0.009734618	0.289691631	-1.273804592	SLC25A36	solute carrier family 25, member 36
220643_s_at	-0.348563287	8.446526652	-4.63938138	0.000550849	0.012881163	-0.12941827	-1.273291983	FAIM	Fas apoptotic inhibitory molecule
200694_s_at	-0.348271348	10.46026828	-6.872104915	1.60066E-05	0.001588536	3.38161652	-1.27303435	DDX24	DEAD (Asp-Glu-Ala-Asp) box polypeptide 24
206654_s_at	-0.348183682	7.527098679	-5.090893779	0.00025473	0.007850815	0.639143467	-1.272956996	POLR3G	polymerase (RNA) III (DNA directed) polypeptide G (32kD)
201761_at	-0.348020683	11.54171393	-4.665783579	0.000526164	0.012539587	-0.083738182	-1.272813183	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
208916_at	-0.347875907	9.947279584	-4.834978713	0.000393067	0.010304363	0.206873313	-1.272685461	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5
214281_s_at	-0.347821639	9.220173799	-6.153670075	4.63597E-05	0.002807156	2.332584231	-1.272637589	RCHY1	ring finger and CHY zinc finger domain containing 1
218096_at	-0.347784493	9.622642095	-4.136111626	0.001342117	0.023309736	-1.015652612	-1.272604822	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)
202541_at	-0.346949208	8.847447612	-6.040216085	5.519E-05	0.003077645	2.159863055	-1.271868228	AIMP1	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1
208843_s_at	-0.346386476	9.530272522	-6.145564857	4.6938E-05	0.002825259	2.320309265	-1.271372225	GORASP2	golgi reassembly stacking protein 2, 55kDa
212885_at	-0.346168956	9.106486477	-7.453804425	7.10876E-06	0.00105603	4.175820168	-1.27118055	MPHOSPH10	M-phase phosphoprotein 10 (U3 small nucleolar ribonucleoprotein)
209247_s_at	-0.346125263	10.02001026	-6.453873171	2.94773E-05	0.002156141	2.780274293	-1.271142052	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2
202188_at	-0.346089641	10.24935782	-7.750039687	4.77804E-06	0.000908581	4.562060488	-1.271110666	NUP93	nucleoporin 93kDa
212510_at	-0.346047037	9.43310965	-4.766558738	0.000442064	0.011219259	0.089802991	-1.27107313	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
205565_s_at	-0.345793022	8.358540459	-5.02209837	0.000285982	0.00834103	0.523828427	-1.270849353	FXN	frataxin
205963_s_at	-0.34565994	10.49769236	-7.335495057	8.35595E-06	0.001121437	4.01817745	-1.270732128	DNAJA3	DnaJ (Hsp40) homolog, subfamily A, member 3
215722_s_at	-0.34561586	9.829994546	-5.588784991	0.000112427	0.00481842	1.453404382	-1.270693302	SNRPA1	small nuclear ribonucleoprotein polypeptide A
218119_at	-0.345487706	9.528465676	-8.278610453	2.4123E-06	0.000638188	5.222040142	-1.270580432	NA	NA
200842_s_at	-0.345458408	9.848707592	-4.695879454	0.000499427	0.012094373	-0.031774836	-1.27055463	EPRS	glutamyl-prolyl-tRNA synthetase
214095_at	-0.345269034	9.213977863	-6.627593321	2.28093E-05	0.001882441	3.033190201	-1.270387863	NA	NA
210093_s_at	-0.344447709	8.985352504	-6.67259117	2.13574E-05	0.001789121	3.097972021	-1.269664838	MAGOH	mago-nashi homolog, proliferation-associated (Drosophila)
200027_at	-0.343986174	11.3073584	-4.444750704	0.000774486	0.015891233	-0.468790167	-1.269258722	NARS	asparaginyl-tRNA synthetase
213887_s_at	-0.34391364	10.43704995	-7.098370863	1.16138E-05	0.001369262	3.69628067	-1.269194909	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa
202179_at	-0.343244685	9.841126293	-5.065953898	0.000265624	0.008041978	0.597415863	-1.26860654	BLMH	bleomycin hydrolase
218170_at	-0.342950701	8.931054902	-5.407454718	0.000150831	0.005629745	1.161051619	-1.268348057	ISOC1	isochorismatase domain containing 1
200079_s_at	-0.34281494	11.27384755	-5.743516665	8.78128E-05	0.004102163	1.698999237	-1.268228709	KARS	lysyl-tRNA synthetase
208628_s_at	-0.342683095	13.01547694	-4.463053385	0.000749911	0.015539129	-0.436684795	-1.268112813	YBX1	Y box binding protein 1
205264_at	-0.342341365	9.097827408	-3.985130954	0.001763141	0.028181457	-1.28652035	-1.267812472	CD3EAP	CD3e molecule, epsilon associated protein
217854_s_at	-0.342297449	11.31929315	-5.847228322	7.45498E-05	0.003683358	1.861602287	-1.267773879	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa
217884_at	-0.342260298	10.47004897	-5.525626451	0.000124478	0.005034018	1.352129453	-1.267741234	NAT10	N-acetyltransferase 10 (GCN5-related)
203852_s_at	-0.342156199	9.044691465	-4.965046686	0.000314945	0.008917292	0.427698131	-1.267649762	NA	NA
212894_at	-0.341714701	9.299374797	-4.656093112	0.000535088	0.012692635	-0.100494081	-1.267261891	SUPV3L1	suppressor of var1, 3-like 1 (S. cerevisiae)
219083_at	-0.341525074	9.313058078	-5.045571503	0.00027489	0.008188083	0.563248649	-1.267095333	SHQ1	SHQ1 homolog (S. cerevisiae)
208070_s_at	-0.341508926	9.369867366	-3.680585614	0.003077753	0.040364319	-1.837990107	-1.267081151	REV3L	REV3-like, catalytic subunit of DNA polymerase zeta (yeast)
219933_at	-0.341458138	9.527509588	-5.968981252	6.16311E-05	0.003293345	2.050424127	-1.267036546	GLRX2	glutaredoxin 2
218205_s_at	-0.34139306	10.84672365	-5.046547307	0.000274439	0.008188083	0.564885725	-1.266979393	MKNK2	MAP kinase interacting serine/threonine kinase 2
218005_at	-0.341379799	10.2292995	-5.493910567	0.000131036	0.005177096	1.301049305	-1.266967747	ZNF22	zinc finger protein 22 (KOX 15)
202148_s_at	-0.341244587	9.942477584	-5.154455514	0.000229032	0.007295125	0.745092802	-1.26684901	PYCR1	pyrroline-5-carboxylate reductase 1
218557_at	-0.340950334	9.498950403	-6.71713771	2.00164E-05	0.001749905	3.161809768	-1.26659065	NIT2	nitrilase family, member 2
214788_x_at	-0.340895525	8.897654675	-7.535514555	6.36419E-06	0.001012952	4.28355931	-1.266542532	DDN	dendrin
210466_s_at	-0.34062236	11.4683182	-5.034724717	0.000279959	0.008272803	0.54504237	-1.266302742	SERBP1	SERPINE1 mRNA binding protein 1
209302_at	-0.340139783	10.74899906	-7.289892361	8.89724E-06	0.001145996	3.956889923	-1.26587924	POLR2H	polymerase (RNA) II (DNA directed) polypeptide H
200807_s_at	-0.340127262	12.98465045	-4.86383511	0.000374137	0.009924878	0.256061916	-1.265868253	HSPD1	heat shock 60kDa protein 1 (chaperonin)
219098_at	-0.3400537	9.231979623	-5.975198622	6.10384E-05	0.003277396	2.060006427	-1.265803708	MYBBP1A	MYB binding protein (P160) 1a
214432_at	-0.339844759	8.487967351	-7.461435253	7.03545E-06	0.00105603	4.185920975	-1.2656204	ATP1A3	ATPase, Na+/K+ transporting, alpha 3 polypeptide
200659_s_at	-0.33972319	9.743212109	-7.744783152	4.8114E-06	0.000908581	4.555311125	-1.265513756	PHB	prohibitin
201608_s_at	-0.339603075	10.49425173	-6.47773776	2.845E-05	0.002142591	2.815284323	-1.265408397	PWP1	PWP1 homolog (S. cerevisiae)
218947_s_at	-0.339544379	8.832159691	-5.824930575	7.72112E-05	0.003764763	1.826779605	-1.265356915	MTPAP	mitochondrial poly(A) polymerase
216913_s_at	-0.339415284	8.899455475	-4.75369339	0.000451969	0.011355664	0.067721013	-1.265243694	RRP12	ribosomal RNA processing 12 homolog (S. cerevisiae)
200812_at	-0.339406728	11.64280003	-6.375658764	3.31291E-05	0.00227143	2.664935375	-1.26523619	CCT7	chaperonin containing TCP1, subunit 7 (eta)
218738_s_at	-0.33891077	9.944635817	-3.713664002	0.002895911	0.038896677	-1.777830412	-1.264801313	RNF138	ring finger protein 138
217980_s_at	-0.337924265	10.42796342	-4.861116235	0.000375879	0.009959237	0.251432081	-1.263936746	MRPL16	mitochondrial ribosomal protein L16
200631_s_at	-0.337149563	12.02680643	-6.257317547	3.95949E-05	0.00252084	2.488681725	-1.263258216	SET	SET nuclear oncogene
218460_at	-0.33673178	10.57439841	-7.415813917	7.48609E-06	0.001085568	4.12541223	-1.262892448	HEATR2	HEAT repeat containing 2
201127_s_at	-0.336496972	9.375039054	-6.035417626	5.56007E-05	0.003077645	2.15251516	-1.262686921	ACLY	ATP citrate lyase
212141_at	-0.33628793	10.66841275	-5.2600923	0.000192167	0.006429519	0.919899434	-1.262503975	MCM4	minichromosome maintenance complex component 4
211623_s_at	-0.33617785	12.35216285	-7.681272369	5.23477E-06	0.000925765	4.473468132	-1.262407648	FBL	fibrillarin
202330_s_at	-0.335791318	9.214926193	-4.09924774	0.001434253	0.024433841	-1.081604909	-1.262069464	UNG	uracil-DNA glycosylase
221622_s_at	-0.335716466	10.30507737	-3.720435184	0.002860065	0.03855464	-1.765522091	-1.262003986	TMEM126B	transmembrane protein 126B
217185_s_at	-0.335665525	8.675026122	-5.391145015	0.000154905	0.005705382	1.134517833	-1.261959425	NA	NA
221761_at	-0.335574766	9.638229782	-6.514890947	2.69257E-05	0.00208466	2.86962017	-1.261880039	ADSS	adenylosuccinate synthase
203196_at	-0.335572373	8.195824287	-5.104593071	0.000248946	0.007715245	0.662026829	-1.261877946	ABCC4	ATP-binding cassette, sub-family C (CFTR/MRP), member 4
200681_at	-0.335084754	11.67431235	-6.046959575	5.46183E-05	0.003077645	2.17018351	-1.261451513	GLO1	glyoxalase I
200772_x_at	-0.33431746	12.65195579	-6.456132483	2.93784E-05	0.002156141	2.783592409	-1.260780791	PTMA	prothymosin, alpha
213892_s_at	-0.334194508	9.982917467	-4.297970026	0.001004533	0.018929361	-0.727620465	-1.260673348	APRT	adenine phosphoribosyltransferase
218025_s_at	-0.33397803	9.643218446	-7.792664244	4.51644E-06	0.000890618	4.616652624	-1.260484196	PECI	peroxisomal D3,D2-enoyl-CoA isomerase
203782_s_at	-0.333479665	9.610903208	-6.381452666	3.28427E-05	0.002267765	2.673510728	-1.260048849	POLRMT	polymerase (RNA) mitochondrial (DNA directed)
211921_x_at	-0.333230255	12.69132163	-6.377516966	3.30369E-05	0.00227143	2.667686183	-1.259831034	PTMA	prothymosin, alpha
208967_s_at	-0.333214913	10.42612068	-5.409505941	0.000150326	0.005620331	1.164385925	-1.259817637	AK2	adenylate kinase 2
221510_s_at	-0.333130591	9.18054357	-3.975424523	0.001794487	0.028503041	-1.303999343	-1.259744005	GLS	glutaminase
212424_at	-0.332420756	9.310511944	-5.638583434	0.000103794	0.004537356	1.532837028	-1.259124338	PDCD11	programmed cell death 11
208758_at	-0.331799026	11.33985282	-4.214619976	0.001165728	0.021050179	-0.875620254	-1.258581835	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
219067_s_at	-0.331775849	9.129552349	-4.565618466	0.000626426	0.013847831	-0.257499219	-1.258561616	NSMCE4A	non-SMC element 4 homolog A (S. cerevisiae)
212456_at	-0.331714195	9.714953238	-6.519982602	2.67237E-05	0.002082109	2.877050607	-1.258507832	KIAA0664	KIAA0664
203341_at	-0.331690407	8.979359915	-4.941525119	0.000327765	0.009126393	0.387934367	-1.258487081	CEBPZ	CCAAT/enhancer binding protein (C/EBP), zeta
201925_s_at	-0.331518862	8.262262744	-5.28443839	0.000184591	0.006308636	0.959958947	-1.258337448	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)
221920_s_at	-0.331496326	7.741750757	-7.685881599	5.20274E-06	0.000925765	4.479426211	-1.258317792	SLC25A37	solute carrier family 25, member 37
203092_at	-0.33141478	9.252873728	-6.728022038	1.97025E-05	0.001749905	3.177363202	-1.25824667	TIMM44	translocase of inner mitochondrial membrane 44 homolog (yeast)
201991_s_at	-0.331090076	10.43974933	-4.535507532	0.000660313	0.014326938	-0.309974451	-1.257963512	KIF5B	kinesin family member 5B
210250_x_at	-0.330781066	10.51522296	-6.080987371	5.18275E-05	0.002968825	2.222156164	-1.257694097	ADSL	adenylosuccinate lyase
201111_at	-0.330324136	10.2111376	-5.149941769	0.000230763	0.007324932	0.737587889	-1.257295824	CSE1L	CSE1 chromosome segregation 1-like (yeast)
221540_x_at	-0.33022953	8.782889196	-4.1036166	0.001423001	0.024279268	-1.073782242	-1.257213379	NA	NA
209336_at	-0.330110379	9.472171643	-6.863576064	1.62034E-05	0.001590244	3.369610457	-1.257109551	PWP2	PWP2 periodic tryptophan protein homolog (yeast)
213132_s_at	-0.329566054	8.984337147	-6.993771719	1.34594E-05	0.001489755	3.551735869	-1.256635337	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)
210802_s_at	-0.329544675	8.861187249	-4.068466653	0.001516184	0.025445191	-1.136768058	-1.256616714	DIMT1L	DIM1 dimethyladenosine transferase 1-like (S. cerevisiae)
218123_at	-0.329269312	10.03419565	-6.613727089	2.32775E-05	0.00190696	3.013167127	-1.25637689	C21orf59	chromosome 21 open reading frame 59
200087_s_at	-0.328989557	10.50971863	-3.678597129	0.00308905	0.040395129	-1.841608168	-1.256133289	TMED2	transmembrane emp24 domain trafficking protein 2
202144_s_at	-0.328965129	10.91649227	-7.361499222	8.06309E-06	0.001114698	4.05299481	-1.25611202	ADSL	adenylosuccinate lyase
216996_s_at	-0.328847521	9.188137706	-4.800762793	0.000416818	0.010756064	0.1484052	-1.256009626	FASTKD2	FAST kinase domains 2
209814_at	-0.328758214	9.877755388	-5.460526286	0.000138334	0.005333053	1.247121094	-1.255931878	ZNF330	zinc finger protein 330
212680_x_at	-0.328729463	10.46696644	-4.34079165	0.000930884	0.017912688	-0.651866059	-1.255906849	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B
203818_s_at	-0.32834297	9.701581719	-5.465599507	0.000137198	0.005316329	1.255326885	-1.255570441	SF3A3	splicing factor 3a, subunit 3, 60kDa
211727_s_at	-0.328075369	9.927693233	-4.627662006	0.000562191	0.01296691	-0.149722674	-1.255337571	COX11	COX11 cytochrome c oxidase assembly homolog (yeast)
201381_x_at	-0.327786913	11.15146282	-4.490340278	0.000714768	0.015035534	-0.388892015	-1.2550866	CACYBP	calcyclin binding protein
217933_s_at	-0.327785837	9.999990211	-4.942374548	0.000327293	0.009126393	0.389371666	-1.255085664	LAP3	leucine aminopeptidase 3
200698_at	-0.327764537	9.318906057	-4.723239146	0.000476351	0.011820187	0.015363958	-1.255067135	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2
205194_at	-0.327721981	8.309231255	-3.772442539	0.002599457	0.036270326	-1.671064436	-1.255030114	PSPH	phosphoserine phosphatase
208638_at	-0.327428043	10.48318421	-4.871799904	0.000369082	0.009849406	0.269619053	-1.254774437	PDIA6	protein disulfide isomerase family A, member 6
219911_s_at	-0.327347883	9.464848934	-7.150037515	1.08034E-05	0.001301252	3.767099283	-1.25470472	SLCO4A1	solute carrier organic anion transporter family, member 4A1
202169_s_at	-0.327322803	10.29181526	-5.66343815	9.97499E-05	0.004435062	1.572343686	-1.254682909	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
219581_at	-0.327194289	7.980252604	-3.988082542	0.001753722	0.028132859	-1.281206709	-1.254571147	TSEN2	tRNA splicing endonuclease 2 homolog (S. cerevisiae)
209317_at	-0.32705928	8.98773954	-6.427906487	3.06399E-05	0.002181304	2.742083881	-1.254453749	POLR1C	polymerase (RNA) I polypeptide C, 30kDa
211475_s_at	-0.326997817	10.39409644	-5.539243853	0.000121769	0.004978684	1.37401519	-1.254400306	BAG1	BCL2-associated athanogene
212048_s_at	-0.326514756	11.3108619	-7.308199788	8.67558E-06	0.001137391	3.981529264	-1.253980363	YARS	tyrosyl-tRNA synthetase
208726_s_at	-0.326429417	11.3937932	-5.56566124	0.00011669	0.004902185	1.41639428	-1.253906189	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa
208815_x_at	-0.325495048	10.31622411	-5.554939466	0.000118724	0.004944902	1.399206803	-1.253094353	HSPA4	heat shock 70kDa protein 4
218592_s_at	-0.324836523	9.991289243	-5.802169982	8.00315E-05	0.00384341	1.791156903	-1.252522503	CECR5	cat eye syndrome chromosome region, candidate 5
201300_s_at	-0.324820938	8.397085644	-3.622890202	0.003423362	0.043367131	-1.943034619	-1.252508972	PRNP	prion protein
208835_s_at	-0.324679813	9.513102895	-4.417931176	0.000812021	0.016404582	-0.515904528	-1.252386457	LUC7L3	LUC7-like 3 (S. cerevisiae)
203970_s_at	-0.324529459	8.019409754	-5.019362633	0.000287305	0.008357739	0.519229097	-1.252255943	PEX3	peroxisomal biogenesis factor 3
204809_at	-0.324427465	8.873026675	-4.36970784	0.00088434	0.017285747	-0.600823118	-1.252167416	CLPX	ClpX caseinolytic peptidase X homolog (E. coli)
218981_at	-0.323679722	8.170642145	-3.551225369	0.003908475	0.047366909	-2.073680468	-1.251518591	ACN9	ACN9 homolog (S. cerevisiae)
203085_s_at	-0.323203905	9.403559607	-6.450875453	2.96091E-05	0.002156141	2.77587055	-1.251105894	TGFB1	transforming growth factor, beta 1
208921_s_at	-0.323162254	10.69221548	-5.34761629	0.000166358	0.005931128	1.063511103	-1.251069775	SRI	sorcin
221253_s_at	-0.323098027	10.8647773	-5.644883567	0.000102753	0.004533951	1.542859856	-1.25101408	TXNDC5	thioredoxin domain containing 5 (endoplasmic reticulum)
204427_s_at	-0.32296027	9.222574441	-7.017369534	1.30174E-05	0.00146498	3.584483111	-1.250894632	TMED2	transmembrane emp24 domain trafficking protein 2
220083_x_at	-0.322897765	8.086785343	-5.584195576	0.00011326	0.00481842	1.446065257	-1.250840438	UCHL5	ubiquitin carboxyl-terminal hydrolase L5
218585_s_at	-0.322830658	9.971955299	-4.395804678	0.000844409	0.01675508	-0.55483583	-1.250782256	DTL	denticleless homolog (Drosophila)
217814_at	-0.322703005	9.686994769	-3.726768977	0.002826945	0.038303974	-1.754010893	-1.250671589	CCDC47	coiled-coil domain containing 47
218593_at	-0.322512686	9.344593604	-7.583784552	5.9638E-06	0.000977142	4.346772946	-1.250506612	RBM28	RNA binding motif protein 28
218496_at	-0.322404634	9.450991499	-4.175704618	0.001249949	0.022122807	-0.944958187	-1.250412958	RNASEH1	ribonuclease H1
213461_at	-0.322271527	8.696818873	-5.510081174	0.000127648	0.0051158	1.32711159	-1.250297596	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21
201833_at	-0.322170764	9.792375648	-5.522671429	0.000125074	0.005037538	1.347376536	-1.250210275	HDAC2	histone deacetylase 2
206075_s_at	-0.322017238	9.75033224	-4.632109466	0.000557858	0.012962208	-0.142015209	-1.250077239	CSNK2A1	casein kinase 2, alpha 1 polypeptide
201675_at	-0.32158652	10.28996521	-5.843832503	7.49488E-05	0.003694877	1.856303825	-1.249704083	AKAP1	A kinase (PRKA) anchor protein 1
217738_at	-0.321132796	8.529336535	-4.663979129	0.000527814	0.012565466	-0.08685738	-1.249311116	NAMPT	nicotinamide phosphoribosyltransferase
203230_at	-0.32092297	8.807842479	-6.961859846	1.40828E-05	0.001508689	3.507323057	-1.249129429	DVL1	dishevelled, dsh homolog 1 (Drosophila)
217898_at	-0.320838885	9.330442697	-5.191331929	0.000215384	0.007016074	0.806297512	-1.249056628	C15orf24	chromosome 15 open reading frame 24
201937_s_at	-0.320797432	9.097687816	-6.749918695	1.90868E-05	0.001749905	3.208600203	-1.249020739	DNPEP	aspartyl aminopeptidase
208931_s_at	-0.320573842	9.974051288	-5.179124537	0.000219804	0.007119044	0.78605813	-1.24882718	ILF3	interleukin enhancer binding factor 3, 90kDa
214437_s_at	-0.320551843	10.13709019	-5.051063888	0.00027236	0.008168237	0.572461318	-1.248808137	SHMT2	serine hydroxymethyltransferase 2 (mitochondrial)
214096_s_at	-0.320359137	11.71286327	-4.501160212	0.000701311	0.014883151	-0.36996511	-1.248641341	NA	NA
50314_i_at	-0.320219953	9.974468731	-7.009197149	1.31687E-05	0.001474562	3.573151196	-1.248520884	C20orf27	chromosome 20 open reading frame 27
213581_at	-0.32012619	9.091919032	-5.466985717	0.00013689	0.005316329	1.257568379	-1.248439743	PDCD2	programmed cell death 2
212891_s_at	-0.320109681	8.655900475	-5.862501837	7.27829E-05	0.003640624	1.885411927	-1.248425457	GADD45GIP1	growth arrest and DNA-damage-inducible, gamma interacting protein 1
214766_s_at	-0.319602782	8.063877918	-5.329773451	0.000171307	0.006011389	1.03432464	-1.247986893	AHCTF1	AT hook containing transcription factor 1
212656_at	-0.319506933	9.808899755	-7.434131491	7.30156E-06	0.001070399	4.14974209	-1.247903982	TSFM	Ts translation elongation factor, mitochondrial
203103_s_at	-0.319301739	10.3663937	-3.984649202	0.001764684	0.028181457	-1.287387698	-1.247726506	PRPF19	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)
202857_at	-0.319258336	10.13509594	-7.683118045	5.22192E-06	0.000925765	4.475854275	-1.247688969	CNPY2	canopy 2 homolog (zebrafish)
212072_s_at	-0.31907479	9.817685434	-4.583134036	0.000607552	0.013565209	-0.227024853	-1.247530243	CSNK2A1	casein kinase 2, alpha 1 polypeptide
203427_at	-0.31894657	9.524851244	-3.980898962	0.001776738	0.028330617	-1.294140259	-1.247419373	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)
209678_s_at	-0.318822283	10.11513531	-4.707124095	0.000489805	0.011985206	-0.01238951	-1.247311914	PRKCI	protein kinase C, iota
209248_at	-0.318807895	10.82870736	-4.538728215	0.000656599	0.014260238	-0.304356455	-1.247299474	GHITM	growth hormone inducible transmembrane protein
203931_s_at	-0.318703313	10.23985316	-5.475442285	0.000135022	0.005269171	1.271236445	-1.24720906	MRPL12	mitochondrial ribosomal protein L12
213047_x_at	-0.318679094	12.11051418	-4.810087675	0.0004102	0.010628467	0.164354921	-1.247188123	SET	SET nuclear oncogene
221829_s_at	-0.318479479	10.27505606	-4.169022773	0.001265032	0.022277556	-0.956878398	-1.24701557	TNPO1	transportin 1
200910_at	-0.318236165	12.26810373	-3.796584017	0.002486885	0.035229023	-1.62726827	-1.246805276	CCT3	chaperonin containing TCP1, subunit 3 (gamma)
204521_at	-0.317948032	9.288200618	-5.363076232	0.000162192	0.005857562	1.088762101	-1.24655629	C12orf24	chromosome 12 open reading frame 24
