ID	SYMBOL	DESCRIPTION	UNIGENE (189)	IMAGE ID	GENBANK	Fold Change	localfdr(%)
HSI033H01	YTHDC1	YTH domain containing 1	Hs.175955	172010	BX112618	0.76	0.00
HSI083A02	CARKL	Carbohydrate kinase-like	Hs.268606	928315	BX096339	0.76	0.00
HSI068E11	EST	Transcribed locus	Hs.369479	27609	BX107572	0.76	0.00
HSI012A08	GANAB	Glucosidase, alpha; neutral AB	Hs.76847	31456	BX117417	0.76	0.00
HSI035A03	TSPYL1	Squamous cell carcinoma antigen recognized by T cells 2	Hs.458358	179236	BX110197	0.76	0.00
HSI098C07	ZNF501	Zinc finger protein 501	Hs.401045	48687	BX118937	0.76	0.79
HSI006H01	GFRA2	GDNF family receptor alpha 2	Hs.441202	124377	BX101753	0.76	0.00
HSI061H03	RP3-402G11.12	Hypothetical protein PP2447	Hs.517731	346870	BX108204	0.76	0.00
HSI154F10	STON2	Stonin 2	Hs.14248	292482	BX107984	0.76	0.00
HSI035D07	AP2B1	Adaptor-related protein complex 2, beta 1 subunit	Hs.514819	174844	BX090554	0.76	0.18
HSI098G11	CYP24A1	Cytochrome P450, family 24, subfamily A, polypeptide 1	Hs.89663	266146	BX109503	0.77	0.00
HSI023A05	APRT	Adenine phosphoribosyltransferase	Hs.28914	141998	BX106204	0.77	0.00
HSI031F01	NAB2	NGFI-A binding protein 2 (EGR1 binding protein 2)	Hs.159223	48803	BX107468	0.77	0.00
HSI047F03	HOMER2	Homer homolog 2 (Drosophila)	Hs.459142	261967	BX091499	0.77	0.00
HSI060A05	ZNHIT4	Zinc finger, HIT type 4	Hs.410786	323554	BX103282	0.77	0.00
HSI108B07	EST	Transcribed locus	Hs.425510	376771	BX116839	0.77	0.00
HSI170C10	PGBD3	PiggyBac transposable element derived 3	Hs.133444	1521924	BX112041	0.77	0.00
HSI051D11	PSRC1	Proline/serine-rich coiled-coil 1	Hs.405925	281898	CR740590	0.77	0.00
HSI036H05	ABCC13	ATP-binding cassette, sub-family C (CFTR/MRP), member 13	Hs.366575	193617	BX101893	0.77	0.05
HSI117G04	PAXIP1	PAX interacting (with transcription-activation domain) protein 1	Hs.443881	124502	BX095406	0.77	0.00
HSI077H08	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	Hs.469649	781047	BX101106	0.77	0.00
HSI087B06	ADM2	Adrenomedullin 2	Hs.449099	1636357	AA999846	0.77	0.00
HSI025B03	CARD10	Caspase recruitment domain family, member 10	Hs.57973	148428	BX117095	0.77	0.00
HSI055B07	MAP4K2	Mitogen-activated protein kinase kinase kinase kinase 2	Hs.534341	298861	BX108492	0.77	0.00
HSI037B01	PIK3R2	Phosphoinositide-3-kinase, regulatory subunit 2 (p85 beta)	Hs.371344	195560	R91819	0.77	0.00
HSI072H03	KIAA0258	KIAA0258	Hs.493804	741416	BX104533	0.77	0.00
HSI022G03	HSD11B2	Hydroxysteroid (11-beta) dehydrogenase 2	Hs.1376	139252	BX091870	0.77	0.00
HSI010F04	ITPKC	Inositol 1,4,5-trisphosphate 3-kinase C	Hs.515415	26878	BX113517	0.77	0.00
HSI053D05	CR1	Complement component (3b/4b) receptor 1 (Knops blood group)	Hs.334019	293430	BX102987	0.77	0.86
HSI046H02	LOC124446	Hypothetical protein BC017488	Hs.460574	249742	BX116771	0.77	0.00
HSI056A05	C15orf17	Chromosome 15 open reading frame 17	Hs.367690	302985	BX109906	0.77	0.00
HSI175F02	QSCN6L1	Quiescin Q6-like 1	Hs.144073	1738849	BX099900	0.77	0.00
HSI181D01	CRR9	Cisplatin resistance related protein CRR9p	Hs.444673	712562	CR744882	0.77	0.06
HSI012A07	FLJ14154	Hypothetical protein FLJ14154	Hs.513296	31228	BX102893	0.77	0.00
HSI032B04	EPHX1	Epoxide hydrolase 1, microsomal (xenobiotic)	Hs.89649	49995	BX101807	0.77	0.00
HSI160A09	EST	Transcribed locus	Hs.585554	724339	BX117890	0.77	0.00
HSI012B09	LOC89944	Hypothetical protein BC008326	Hs.436178	31891	BX093603	0.77	0.00
HSI018B10	TRAF2	TNF receptor-associated factor 2	Hs.522506	42716	BX111707	0.77	0.00
HSI073C12	SLC27A5	Solute carrier family 27 (fatty acid transporter), member 5	Hs.309583	742740	BX103174	0.77	0.00
HSI043G01	RAB36	RAB36, member RAS oncogene family	Hs.369557	234080	BX102480	0.77	0.00
HSI012B03	RP5-1077B9.4	Invasion inhibitory protein 45	Hs.8595	29961	BX112932	0.77	0.00
HSI055F08	DNALI1	Dynein, axonemal, light intermediate polypeptide 1	Hs.406050	298583	CR746311	0.77	0.00
HSI053E05	MGC23280	Hypothetical protein MGC23280	Hs.5163	294640	BX097334	0.77	0.00
HSI073F12	SCAMP2	Secretory carrier membrane protein 2	Hs.458917	740540	BX103890	0.77	0.00
HSI031E09	MBD3	Methyl-CpG binding domain protein 3	Hs.178728	50410	H17285	0.77	0.00
HSI010E09	TTK	TTK protein kinase	Hs.169840	29739	BX103137	0.77	0.00
HSI003B11	UBXD8	UBX domain containing 8	Hs.484242	22975	BX100778	0.77	0.00
HSI071C09	ALG3	Asparagine-linked glycosylation 3 homolog (yeast, alpha-1,3-mannosyltransferase)	Hs.478481	730269	BX118058	0.77	0.00
HSI036F07	ADH1A	Alcohol dehydrogenase 1A (class I), alpha polypeptide	Hs.368549	193509	BX119792	0.77	0.58
HSI004C08	LOC440820	Similar to breakpoint cluster region isoform 1	Hs.531306	110063	BX090183	0.77	0.00
HSI026G09	EST	Transcribed locus	Hs.529441	154222	BX105093	0.77	0.00
HSI107H08	EST	Transcribed locus	Hs.568759	1321582	BX089018	0.77	0.00
HSI068G01	SLC11A1	Solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	Hs.471393	711473	BX106367	0.77	0.00
HSI061H12	PLEKHK1	Pleckstrin homology domain containing, family K member 1	Hs.58559	346889	BX113509	0.77	0.00
HSI016C11	ASAHL	N-acylsphingosine amidohydrolase (acid ceramidase)-like	Hs.437365	1682030	BX089273	0.77	0.00
HSI014B12	EBP	Emopamil binding protein (sterol isomerase)	Hs.522636	33505	BX104839	0.77	0.00
HSI037F12	RPP21	Ribonuclease P 21kDa subunit	Hs.183232	200363	BX096602	0.77	0.00
HSI077A06	FLJ22318	Hypothetical protein FLJ22318	Hs.519804	767827	BX113673	0.77	0.00
HSI065E06	SHBG	Sex hormone-binding globulin	Hs.46319	417967	BX112186	0.77	0.00
HSI004E05	POFUT1	Protein O-fucosyltransferase 1	Hs.472409	112131	BX100939	0.77	0.00
HSI050B07	OXR1	Oxidation resistance 1	Hs.148778	276230	BX103857	0.77	0.00
HSI089B05	LFNG	Lunatic fringe homolog (Drosophila)	Hs.159142	1708502	CR740267	0.77	0.00
HSI031A07	ZNF195	Zinc finger protein 195	Hs.386294	48413	BX115394	0.77	0.00
HSI059C12	OPRS1	Opioid receptor, sigma 1	Hs.522087	324210	BX097371	0.77	0.00
HSI133D02	PVT1	Pvt1 oncogene homolog, MYC activator (mouse)	Hs.133107	49728	BX091319	0.77	0.00
HSI046B09	CLCN2	Chloride channel 2	Hs.567247	247987	BX089717	0.77	0.00
HSI125C09	CCBP2	Chemokine binding protein 2	Hs.24286	135930	BX113810	0.77	0.00
HSI079A10	MR1	Major histocompatibility complex, class I-related	Hs.101840	785372	BX115739	0.77	0.02
HSI035E11	PDXP	Pyridoxal (pyridoxine, vitamin B6) phosphatase	Hs.474799	178330	BX114861	0.77	0.00
HSI108C10	C8orf53	Chromosome 8 open reading frame 53	Hs.86970	377724	BX103201	0.77	0.00
HSI119F08	IGF1R	Insulin-like growth factor 1 receptor	Hs.20573	128520	BX096990	0.77	0.00
HSI088B07	EST	Transcribed locus	Hs.578317	1643088	BX103395	0.77	0.00
HSI017A03	APLP1	Amyloid beta (A4) precursor-like protein 1	Hs.74565	40624	BX115494	0.77	0.00
HSI060C12	CHRNE	Cholinergic receptor, nicotinic, epsilon	Hs.313227	341900	BX107391	0.77	0.00
HSI072G02	NIBP	NIK and IKK{beta} binding protein	Hs.26814	739896	BX100459	0.77	0.00
HSI027D07	CDC42EP1	CDC42 effector protein (Rho GTPase binding) 1	Hs.225356	156293	BX113976	0.78	0.00
HSI088D08	LMNB1	Lamin B1	Hs.89497	1691637	BX118127	0.78	0.00
HSI065E12	GPR172B	G protein-coupled receptor 172B	Hs.110128	417647	BX105196	0.78	0.00
HSI043G10	C10orf18	Chromosome 10 open reading frame 18	Hs.432548	1657397	BX093508	0.78	0.00
HSI068E10	BRD4	Bromodomain containing 4	Hs.187763	703750	CR748750	0.78	0.00
HSI044A11	DPM2	Dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	Hs.108973	241143	BX097521	0.78	0.00
HSI011D12	CYHR1	Cysteine/histidine-rich 1	Hs.459379	28289	BX092886	0.78	0.00
HSI107B07	GREM1	Gremlin 1, cysteine knot superfamily, homolog (Xenopus laevis)	Hs.40098	2447041	BX108268	0.78	0.00
HSI042D05	CNNM3	Cyclin M3	Hs.150895	214751	BX097356	0.78	0.00
HSI007A09	ABHD5	Abhydrolase domain containing 5	Hs.19385	124022	BX109879	0.78	0.00
HSI068D02	RNF13	Ring finger protein 13	Hs.12333	26981	BX099493	0.78	0.75
HSI163G03	C10orf56	Chromosome 10 open reading frame 56	Hs.523080	745194	BX103983	0.78	0.00
HSI158F02	C20orf117	Chromosome 20 open reading frame 117	Hs.460807	342327	BX113923	0.78	0.00
HSI176D07	LOC387702	Similar to FtsJ homolog 2 isoform b; cell division protein FtsJ; rRNA (uridine-2-O-)-methyltransferase	Hs.144315	1743080	BX112259	0.78	0.00
HSI068G03	RFC5	Replication factor C (activator 1) 5, 36.5kDa	Hs.506989	713473	AA283772	0.78	0.00
HSI046D01	ANGEL2	Angel homolog 2 (Drosophila)	Hs.157078	256483	BX111493	0.78	0.00
HSI015E03	LRRC61	Leucine rich repeat containing 61	Hs.488679	38606	BX093316	0.78	0.00
HSI019C07	SYNGR2	Synaptogyrin 2	Hs.464210	42740	BX116477	0.78	0.00
HSI047F10	HMGA2	High mobility group AT-hook 2	Hs.505924	261204	BX092261	0.78	0.00
HSI016G10	LPPR2	Lipid phosphate phosphatase-related protein type 2	Hs.6846	40944	BX114782	0.78	0.00
HSI077G03	KIAA0828	Cell division cycle 26	Hs.195058	774198	BX095769	0.78	0.00
HSI048B01	TCF20	Transcription factor 20 (AR1)	Hs.475018	268298	BX105591	0.78	0.00
HSI163E04	EST	Transcribed locus	Hs.191602	745802	BX113758	0.78	0.00
HSI038E01	BMP2K	BMP2 inducible kinase	Hs.146551	202633	BX091291	0.78	0.00
HSI097C12	C10orf95	Chromosome 10 open reading frame 95	Hs.225084	2407887	BX091644	0.78	0.00
HSI040E03	GNAS	GNAS complex locus	Hs.125898	208111	CR740504	0.78	0.00
HSI029A02	KIAA1522	KIAA1522	Hs.528659	163171	BX104993	0.78	0.93
HSI026B03	GIYD2	Coronin, actin binding protein, 1A pseudogene	Hs.460558	154523	BX100953	0.78	0.00
HSI087E11	CYLC2	Cylicin, basic protein of sperm head cytoskeleton 2	Hs.3232	1642124	BX097520	0.78	0.00
HSI045F07	LOC92497	Hypothetical protein LOC92497	Hs.524660	248095	BX112724	0.78	0.00
HSI055H11	MALL	Mal, T-cell differentiation protein-like	Hs.185055	306312	BX102947	0.78	0.00
HSI011A01	PARP6	Poly (ADP-ribose) polymerase family, member 6	Hs.270244	1704569	BX089186	0.78	0.00
HSI019G06	ZNF692	Zinc finger protein 692	Hs.377705	132901	BX112576	0.78	0.00
HSI071E03	KCNJ10	Potassium inwardly-rectifying channel, subfamily J, member 10	Hs.408960	730016	BX113811	0.78	0.00
HSI113B04	LUC7L2	LUC7-like 2 (S. cerevisiae)	Hs.530118	111639	T90999	0.78	0.00
HSI068C10	KLHL8	Kelch-like 8 (Drosophila)	Hs.106601	27941	BX095294	0.78	0.00
HSI063E02	CSNK1E	Casein kinase 1, epsilon	Hs.474833	362972	BX095111	0.78	0.00
HSI005B09	COG4	Component of oligomeric golgi complex 4	Hs.208680	115325	BX102518	0.78	0.00
HSI140E09	KIF6	Kinesin family member 6	Hs.434296	203700	H56052	0.78	0.00
HSI130G12	GARNL3	GTPase activating Rap/RanGAP domain-like 3	Hs.29304	156373	BX101943	0.78	0.00
HSI124D11	C9orf140	Chromosome 9 open reading frame 140	Hs.19322	41603	BX097837	0.78	0.00
HSI117E11	UXS1	UDP-glucuronate decarboxylase 1	Hs.469561	124100	BX118823	0.78	0.00
HSI009A02	ZNF138	Zinc finger protein 138	Hs.530045	128795	BX106973	0.78	0.00
HSI006A08	PARS2	Prolyl-tRNA synthetase (mitochondrial)(putative)	Hs.380169	121478	BX110932	0.78	0.00
HSI061A11	EST	Transcribed locus		343892		0.78	0.87
HSI157D07	EST	Transcribed locus	Hs.261069	322469	BX103820	0.78	0.00
HSI071G03	C14orf148	Chromosome 14 open reading frame 148	Hs.97556	729401	AA399545	0.78	0.00
HSI110G10	ZNF468	Zinc finger protein ZNF468	Hs.467223	144951	BX106193	0.78	0.85
HSI141G12	EST	Transcribed locus	Hs.37748	207248	BX100038	0.78	0.00
HSI027G06	C1orf93	Chromosome 1 open reading frame 93	Hs.462033	157848	BX117507	0.78	0.00
HSI024D11	SFXN5	Sideroflexin 5	Hs.368171	146375	BX097249	0.78	0.00
HSI008A03	C1orf2	Chromosome 1 open reading frame 2	Hs.348308	125314	BX095192	0.78	0.00
HSI065C08	PKP4	Plakophilin 4	Hs.407580	417031	BX109413	0.78	0.66
HSI155F04	EST	Transcribed locus	Hs.49790	297872	BX108926	0.78	0.00
HSI039G04	SCAMP3	Secretory carrier membrane protein 3	Hs.200600	206313	BX090294	0.78	0.00
HSI070G08	TFAM	Transcription factor A, mitochondrial	Hs.559835	728071	BX115113	0.78	0.00
HSI137F08	HIST1H2BD	Histone 1, H2bd	Hs.130853	198418	BX089919	0.78	0.00
HSI088E06	C10orf118	Chromosome 10 open reading frame 118	Hs.159066	1695279	BX091088	0.78	0.00
HSI117B08	EST	Transcribed locus	Hs.398136	123952	BX094037	0.78	0.00
HSI170B10	EST	Transcribed locus	Hs.222079	1505857	BX116575	0.78	0.00
HSI167B12	EST	Transcribed locus	Hs.429844	795502	AA454211	0.78	0.00
HSI137D11	IGF1R	Insulin-like growth factor 1 receptor	Hs.20573	193790	BX106215	0.78	0.00
HSI178G07	EST	Transcribed locus	Hs.569043	1839865	BX099340	0.78	0.00
HSI154D10	EST	Transcribed locus	Hs.250028	292533	CR740909	0.78	0.00
HSI140B01	RRAGC	Ras-related GTP binding C	Hs.532461	203497	BX117665	0.78	0.00
HSI161E08	GPR113	G protein-coupled receptor 113	Hs.515850	730378	BX103074	0.78	0.00
HSI074B05	GCAT	Glycine C-acetyltransferase (2-amino-3-ketobutyrate coenzyme A ligase)	Hs.54609	745376	BX101962	0.78	0.00
HSI036H01	AKT2	V-akt murine thymoma viral oncogene homolog 2	Hs.515406	195850	CR738714	0.78	0.00
HSI009E04	DNER	Delta-notch-like EGF repeat-containing transmembrane	Hs.234074	25810	BX114311	0.79	0.26
HSI075C02	PLXNB1	Plexin B1	Hs.476209	755952	BX118816	0.79	0.00
HSI012C12	MYST3	MYST histone acetyltransferase (monocytic leukemia) 3	Hs.491577	31887	R43233	0.79	0.00
HSI008E03	SOX13	SRY (sex determining region Y)-box 13	Hs.201671	129348	BX094012	0.79	0.00
HSI073G10	PSCD2	Pleckstrin homology, Sec7 and coiled-coil domains 2 (cytohesin-2)	Hs.8517	742105	BX095028	0.79	0.00
HSI059H09	RPS6KB2	Ribosomal protein S6 kinase, 70kDa, polypeptide 2	Hs.534345	324712	BX093439	0.79	0.00
HSI083D04	BMP8B	Bone morphogenetic protein 8b (osteogenic protein 2)	Hs.409964	1032431	BX093238	0.79	0.00
HSI181G10	EST	Transcribed locus		6025505		0.79	0.00
HSI028D11	NEDD4L	Neural precursor cell expressed, developmentally down-regulated 4-like	Hs.185677	1672887	BX119441	0.79	0.00
HSI111A10	EST	Transcribed locus	Hs.13208	22376	BX095965	0.79	0.00
HSI048G01	CHSY1	Carbohydrate (chondroitin) synthase 1	Hs.110488	267772	BX101337	0.79	0.00
HSI011F05	LOC81691	Exonuclease NEF-sp	Hs.177926	28543	BX115403	0.79	0.00
HSI076A02	FLJ20422	Hypothetical protein FLJ20422	Hs.26570	759210	BX099765	0.79	0.00
HSI113E12	MAMDC2	MAM domain containing 2	Hs.547172	109649	BX091575	0.79	0.00
HSI031G08	LRRN5	Leucine rich repeat neuronal 5	Hs.26312	47504	BX092890	0.79	0.19
HSI045H05	YIPF5	Yip1 domain family, member 5	Hs.372050	245190	N54466	0.79	0.82
HSI169F04	GPR64	G protein-coupled receptor 64	Hs.146978	1388233	AA844042	0.79	0.00
HSI012E09	LSM16	LSM16 homolog (EDC3, S. cerevisiae)	Hs.96852	30872	BX106083	0.79	0.00
HSI091H04	TMEM25	Transmembrane protein 25	Hs.351344	1882648	AI279064	0.79	0.00
HSI078D02	EST	Transcribed locus	Hs.444391	1640545	BX116583	0.79	0.00
HSI119E06	EST	Transcribed locus	Hs.245931	126859	BX089233	0.79	0.00
HSI128A11	EST	Transcribed locus	Hs.173049	140775	BX092992	0.79	0.00
HSI077C02	CPEB4	Cytoplasmic polyadenylation element binding protein 4	Hs.127126	768454	BX109354	0.79	0.00
HSI159A12	E2F2	E2F transcription factor 2	Hs.194333	346464	BX097125	0.79	0.00
HSI114F06	EST	Transcribed locus	Hs.573590	112021	BX095592	0.79	0.00
HSI017D02	SGEF	Src homology 3 domain-containing guanine nucleotide exchange factor	Hs.240845	41305	BX093031	0.79	0.37
HSI094D07	C1orf152	Chromosome 1 open reading frame 152	Hs.552837	2150227	BX118157	0.79	0.00
HSI094B01	CD3EAP	CD3E antigen, epsilon polypeptide associated protein	Hs.446684	2110499	BX117092	0.79	0.00
HSI157D02	D21S2088E	D21S2088E	Hs.145622	307666	BX116898	0.79	0.00
HSI109C11	AKR7A2	Aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	Hs.512807	2392039	BX110689	0.79	0.00
HSI035H05	C20orf35	Chromosome 20 open reading frame 35	Hs.472847	183887	BX100639	0.79	0.00
HSI158F12	ZC3H11A	Zinc finger CCCH-type containing 11A	Hs.532399	342380	BX102952	0.79	0.00
HSI179F11	ENAM	Enamelin	Hs.283949	1843367	AI221906	0.79	0.17
HSI057C04	RPS4Y1	Ribosomal protein S4, Y-linked 1	Hs.282376	309449	BX108320	0.79	0.16
HSI073B03	DEFB129	Defensin, beta 129	Hs.112087	743161	BX089881	0.79	0.00
HSI028G04	SEPTIN9	Septin 9	Hs.440932	44578	BX118475	0.79	0.00
HSI167B07	C9orf80	Chromosome 9 open reading frame 80	Hs.536958	797003	BX100148	0.79	0.00
HSI031H10	MRPL28	Mitochondrial ribosomal protein L28	Hs.513230	48458	BX102686	0.79	0.00
HSI006A12	NUP210	Nucleoporin 210kDa	Hs.475525	122782	BX114540	0.79	0.00
HSI157G08	DOK6	Docking protein 6	Hs.278285	322638	BX095749	0.79	0.00
HSI101C08	EST	Transcribed locus	Hs.560351	1454385	BX101723	0.79	0.00
HSI173C07	EST	Transcribed locus	Hs.127176	1574120	BX115301	0.79	0.00
HSI075D08	SLC25A25	Solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25	Hs.5476	756191	BX094522	0.79	0.00
HSI029E12	DVL1	Dishevelled, dsh homolog 1 (Drosophila)	Hs.74375	47021	H10923	0.79	0.00
HSI174A01	PANK2	Pantothenate kinase 2 (Hallervorden-Spatz syndrome)	Hs.516859	1870428	BX090197	0.79	0.00
HSI045C11	MOBKL2A	MOB1, Mps One Binder kinase activator-like 2A (yeast)	Hs.86912	246798	BX106098	0.79	0.37
HSI158B04	LOC391047	Similar to NAD-dependent deacetylase sirtuin 5 (SIR2-like protein 5)	Hs.22137	341659	BX117828	0.79	0.70
HSI166D03	EST	Transcribed locus	Hs.574203	786616	BX103938	0.79	0.00
HSI059A12	LRRC20	Leucine rich repeat containing 20	Hs.7778	324158	BX106128	0.79	0.00
HSI089D05	EST	Transcribed locus	Hs.370221	1632620	BX093622	0.79	0.00
HSI044E07	PRKACA	Protein kinase, cAMP-dependent, catalytic, alpha	Hs.194350	240254	BX106749	0.79	0.23
HSI075A01	BOK	BCL2-related ovarian killer	Hs.293753	754200	BX100258	0.79	0.00
HSI066G06	IL17RE	Interleukin 17 receptor E	Hs.390823	469810	BX103528	0.79	0.00
HSI124C07	ZNF193	Zinc finger protein 193	Hs.100921	130230	BX098713	0.79	0.00
HSI042E02	U2AF1L4	U2(RNU2) small nuclear RNA auxiliary factor 1-like 4	Hs.352548	220166	BX108981	0.79	0.00
HSI118F05	EST	Transcribed locus	Hs.348874	126274	BX113572	0.79	0.00
HSI051D10	C11orf24	Chromosome 11 open reading frame 24	Hs.303025	282651	N50050	0.79	0.00
HSI089C07	KIAA1919	KIAA1919	Hs.400572	1715370	CR745955	0.79	0.00
HSI070A01	PVRL2	Poliovirus receptor-related 2 (herpesvirus entry mediator B)	Hs.326371	725066	BX102084	0.79	0.00
HSI039C09	DCST2	DC-STAMP domain containing 2	Hs.549155	205012	BX114870	0.79	0.00
HSI042E09	SULT1A1	Sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	Hs.567342	229827	BX109726	0.79	0.00
HSI163F09	BAIAP2L2	BAI1-associated protein 2-like 2	Hs.474822	746202	BX106811	0.79	0.00
HSI019C03	SLC37A4	Solute carrier family 37 (glycerol-6-phosphate transporter), member 4	Hs.132760	37719	BX116040	0.79	0.00
HSI025C05	ZNF148	Zinc finger protein 148 (pHZ-52)	Hs.380334	148677	BX107487	0.79	0.00
HSI098F07	LOC389950	Similar to immunoglobulin lambda-1 variable region	Hs.522850	287534	BX089374	0.79	0.00
HSI130H01	EST	Transcribed locus	Hs.129873	156032	BX104588	0.79	0.00
HSI036G09	BRRN1	Barren homolog 1 (Drosophila)	Hs.308045	193222	BX118893	0.79	0.00
HSI026G04	ZNFX1	Zinc finger, NFX1-type containing 1	Hs.371794	153472	BX103785	0.79	0.00
HSI023C05	SUMF2	Sulfatase modifying factor 2	Hs.279696	145526	BX117968	0.79	0.00
HSI075G09	CCL13	Chemokine (C-C motif) ligand 13	Hs.414629	758321	BX119227	0.79	0.00
HSI043D08	RTKN	Rhotekin	Hs.192854	232747	BX108122	0.79	0.00
HSI163H03	MLANA	Melan-A	Hs.154069	754092	BX112700	0.79	0.00
HSI057B04	WDR20	WD repeat domain 20	Hs.36859	310551	BX112418	0.79	0.00
HSI022E10	CISH	Cytokine inducible SH2-containing protein	Hs.8257	138759	BX103591	0.79	0.00
HSI035B12	GDI1	GDP dissociation inhibitor 1	Hs.74576	179762	BX110973	0.79	0.00
HSI177H02	IFNAR1	Interferon (alpha, beta and omega) receptor 1	Hs.529400	1755646	BX096370	0.79	0.00
HSI007G12	FLJ12684	Hypothetical protein FLJ12684	Hs.363087	127061	BX100922	0.79	0.00
HSI155D02	EST	Transcribed locus		294503		0.80	0.00
HSI094A11	WDR33	WD repeat domain 33	Hs.554831	2115404	AI474201	0.80	0.60
HSI150A01	C21orf66	Chromosome 21 open reading frame 66	Hs.473635	263804	BX117702	0.80	0.00
HSI013G06	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	Hs.489309	33438	BX113283	0.80	0.00
HSI130H05	LOC285929	Similar to matrilin 2 precursor	Hs.491104	159081	BX091221	0.80	0.00
HSI075E09	SC65	Synaptonemal complex protein SC65	Hs.446459	755888	AA496536	0.80	0.00
HSI091E09	NSUN6	NOL1/NOP2/Sun domain family, member 6	Hs.396175	1639463	BX095274	0.80	0.00
HSI118E07	RGS6	Regulator of G-protein signalling 6	Hs.509872	126401	BX109713	0.80	0.00
HSI010A11	CCHCR1	Coiled-coil alpha-helical rod protein 1	Hs.485075	25843	BX094003	0.80	0.79
HSI171G12	MGC24039	Hypothetical protein MGC24039	Hs.118166	1553987	BX101163	0.80	0.00
HSI007H11	CD5L	CD5 antigen-like (scavenger receptor cysteine rich family)	Hs.134035	126392	BX094535	0.80	0.00
HSI031C07	HEXIM2	Hexamthylene bis-acetamide inducible 2	Hs.56382	48956	BX115497	0.80	0.00
HSI014H04	BAIAP3	BAI1-associated protein 3	Hs.458427	35437	BX112411	0.80	0.00
HSI015A03	PPP2R5B	Protein phosphatase 2, regulatory subunit B (B56), beta isoform	Hs.75199	35661	BX094477	0.80	0.00
HSI078H08	PRKDC	Protein kinase, DNA-activated, catalytic polypeptide	Hs.491682	786105	BX105825	0.80	0.00
HSI050D07	RP11-321G1.2	Hypothetical protein BC007652	Hs.334726	279102	BX106639	0.80	0.00
HSI072E01	SCAMP4	Secretory carrier membrane protein 4	Hs.144980	740056	BX105110	0.80	0.00
HSI076H04	SLC39A4	Solute carrier family 39 (zinc transporter), member 4	Hs.521934	769917	BX107695	0.80	0.00
HSI037A11	KIAA0960	KIAA0960 protein	Hs.120855	1675693	BX103061	0.80	0.00
HSI091H10	MGC13017	Similar to RIKEN cDNA A430101B06 gene	Hs.156506	1883148	BX109019	0.80	0.00
HSI156A07	LOC388890	Hypothetical LOC388890	Hs.96704	300438	BX101307	0.80	0.00
HSI163F04	UBE2E2	Ubiquitin-conjugating enzyme E2E 2 (UBC4/5 homolog, yeast)	Hs.475688	745512	BX097185	0.80	0.00
HSI077G12	LOC440312	LOC440312	Hs.409139	1643267	BX111982	0.80	0.00
HSI162E01	TNRC6B	Trinucleotide repeat containing 6B	Hs.372082	743211	BX101302	0.80	0.00
HSI096B08	KIAA1219	KIAA1219 protein	Hs.436705	2337639	BX114436	0.80	0.00
HSI067H04	CCDC5	Coiled-coil domain containing 5 (spindle associated)	Hs.436617	484813	AA037511	0.80	0.00
HSI072F06	EST	Transcribed locus	Hs.380930	731778	BX116888	0.80	0.00
HSI049A09	CASP8	Caspase 8, apoptosis-related cysteine peptidase	Hs.558304	270980	CR741631	0.80	0.52
HSI131H01	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	Hs.302341	43881	BX118602	0.80	0.00
HSI160G01	SLC39A1	Solute carrier family 39 (zinc transporter), member 1	Hs.7854	727981	AA398550	0.80	0.00
HSI004H04	USP13	Ubiquitin specific peptidase 13 (isopeptidase T-3)	Hs.175322	112586	BX102558	0.80	0.00
HSI014F11	DUSP14	Dual specificity phosphatase 14	Hs.91448	35093	BX113039	0.80	0.00
HSI160D02	CD2AP	CD2-associated protein	Hs.485518	726731	BX104733	0.80	0.00
HSI020G12	UFM1	Ubiquitin-fold modifier 1	Hs.524969	133732	BX116871	0.80	0.00
HSI002G08	RABIF	RAB interacting factor	Hs.90875	24954	BX111434	0.80	0.00
HSI133A02	STK32C	Serine/threonine kinase 32C	Hs.469002	50231	BX108840	0.80	0.00
HSI080C10	FLJ20254	Hypothetical protein FLJ20254	Hs.533934	796223	AA460659	0.80	0.00
HSI183A12	DVL1	Dishevelled, dsh homolog 1 (Drosophila)	Hs.74375	47021	H10923	0.80	0.00
HSI064G07	DUSP26	Dual specificity phosphatase 26 (putative)	Hs.8719	380481	BX090084	0.80	0.73
HSI129B08	TMEM23	Transmembrane protein 23	Hs.386215	146939	BX101052	0.80	0.00
HSI155B05	LTBP1	Latent transforming growth factor beta binding protein 1	Hs.49787	296181	BX105037	0.80	0.00
HSI107H02	UBL3	Ubiquitin-like 3	Hs.145575	1869755	BX114377	0.80	0.00
HSI085C08	ADIPOR2	Adiponectin receptor 2	Hs.371642	1518542	AA903403	0.80	0.06
HSI060A01	EST	Transcribed locus	Hs.368172	1654447	BX101563	0.80	0.00
HSI018F04	EXTL3	Exostoses (multiple)-like 3	Hs.491354	42254	BX095042	0.80	0.00
