Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1418005_at	Sdhb	succinate dehydrogenase complex, subunit B, iron sulfur (Ip)	8.32	10.58	10.5	10.68	10.1	8.15	9.88	8.33	7.89
1434844_at	na	similar to hypothetical protein FLJ23825	8.32	6.1	5.73	6.07	6.02	5.34	5.16	4.39	4.54
1421144_at	Rpgrip1	retinitis pigmentosa GTPase regulator interacting protein 1	8.31	12.04	11.89	11.77	11.7	10.02	11.51	10.81	10.57
1417425_at	Prkrip1	Prkr interacting protein 1 (IL11 inducible)	8.29	8.43	8.58	8.8	7.75	5.97	7.72	5.79	6.01
1448448_a_at	Chkl	choline kinase-like	8.29	10.47	10.36	10.49	10.15	9.58	10.43	9.04	8.94
1456615_a_at	Falz	fetal Alzheimer antigen	8.28	12.65	12.6	12.08	12.05	11	12.9	10.83	11.24
1422562_at	Rrad	Ras-related associated with diabetes	8.28	8.78	9.13	8.97	9.1	6.66	8.13	6.77	6.36
1442531_at	BG065748	NA	8.27	8.78	8.35	7.75	8.54	3.74	8.19	4.58	4.81
1448908_at	Ppap2b	phosphatidic acid phosphatase type 2B	8.27	4.8	6.39	5.39	5.56	4.6	4.3	4.25	3.98
1454716_x_at	Cox5b	cytochrome c oxidase, subunit Vb	8.26	12.07	11.91	11.62	11.26	9.93	11.78	9.92	9.58
1418522_at	Mtx1	metaxin 1	8.26	7.43	7.54	7.76	7.55	5.94	6.71	5.84	5.61
1436699_x_at	Rpl18	ribosomal protein L18	8.25	13.95	13.9	13.78	13.43	13.22	14	12.94	12.84
1426701_at	4632419K20Rik	RIKEN cDNA 4632419K20 gene	8.25	7.76	7.64	7.18	7.26	6.18	7.85	6.28	6.5
1418366_at	Hist2h2aa1	histone 2, H2aa1	8.22	7.66	7.92	7.43	7.41	6.5	7.13	6.11	4.72
1429806_at	Eral1	Era (G-protein)-like 1 (E. coli)	8.22	8.72	8.21	8.11	8.1	5.44	8.12	6.23	6.38
1448650_a_at	Pole	polymerase (DNA directed), epsilon	8.21	8.33	8.28	7.87	7.84	7.01	8.06	6.67	6.08
1438180_x_at	Hs1bp1	HS1 binding protein	8.17	12.18	12.22	12.12	12.2	10.95	11.83	11.2	10.96
1448848_at	Tor1b	torsin family 1, member B	8.16	10.57	10.47	10.51	10.47	9.47	10.6	9.24	9.46
1448519_at	Tead2	TEA domain family member 2	8.14	7.94	8.08	7.93	7.35	7.16	8.14	6.18	6.45
1417203_at	Ethe1	ethylmalonic encephalopathy 1	8.13	7.39	8.06	7.36	7.32	5.72	6.92	5.76	5.67
1448065_at	B4galt3	UDP-Gal	8.11	7.06	6.45	6.12	6.32	6.17	6.44	4.62	4.82
1437194_x_at	1200011O22Rik	RIKEN cDNA 1200011O22 gene	8.11	10.34	9.89	9.33	9.32	8.84	10.37	8	8.13
1419978_s_at	D10Ertd610e	DNA segment, Chr 10, ERATO Doi 610, expressed	8.09	6.68	7.02	7.01	6.79	6.6	6.74	5.66	5.86
1434962_x_at	Ccl27	chemokine (C-C motif) ligand 27	8.09	9.25	9.1	9.18	8.65	7.88	8.63	7.25	7.5
1433786_x_at	Serf2	small EDRK-rich factor 2	8.08	11.05	10.98	10.43	9.91	9.12	11.09	9.34	9.26
1426474_at	Atpaf2	ATP synthase mitochondrial F1 complex assembly factor 2	8.08	7.14	7	7.07	7.06	6.45	6.47	6.09	5.9
1448580_at	Glg1	golgi apparatus protein 1	8.07	8.39	8.87	8.15	8.4	7.27	7.71	7.6	7.66
1423923_a_at	Wdr8	WD repeat domain 8	8.06	8.3	8.53	7.83	7.67	7.35	8.27	7.04	7.24
1449617_at	2900092E17Rik	RIKEN cDNA 2900092E17 gene	8.06	7.06	7.51	6.69	6.77	6	6.81	5.62	5.62
1422730_at	Limd1	LIM domains containing 1	8.05	8.79	8.95	9.46	8.71	7	8.49	7.8	7.61
1417146_at	2410018C20Rik	RIKEN cDNA 2410018C20 gene	8.05	8.39	8.42	8.32	8.58	8.16	7.89	7.31	6.84
1429907_at	1700094D03Rik	RIKEN cDNA 1700094D03 gene	8.05	8.84	8.84	8.78	8.87	7.56	8.42	7.57	7.86
1424526_a_at	2610025M23Rik	RIKEN cDNA 2610025M23 gene	8.04	7.44	7.86	7.08	7.74	6.74	6.92	6.12	5.84
1430375_a_at	Ccl27	chemokine (C-C motif) ligand 27	8.02	9.92	9.98	9.64	9.2	8.66	9.23	7.86	8.23
1421965_s_at	Notch3	Notch gene homolog 3 (Drosophila)	8	6.36	6.41	5.97	5.38	5.18	5.4	5.24	5.42
1431011_at	Dlst	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	8	6.39	6.32	6.11	6.25	5.68	6.76	5.41	5.25
1416519_at	Rpl36	ribosomal protein L36	7.99	13.05	13.08	12.53	12.24	11.6	13.35	11.74	11.5
1448246_at	Hdac1	histone deacetylase 1	7.99	10.43	10.24	10.32	10.15	9.62	10.39	9.16	9.19
1427248_at	Whsc2	Wolf-Hirschhorn syndrome candidate 2 (human)	7.98	8.96	8.84	8.59	8.88	7.03	8.84	7.52	7.43
1418277_at	Rp9h	retinitis pigmentosa 9 homolog (human)	7.98	10.7	10.79	10.76	9.99	9.64	10.49	8.48	8.75
1417138_s_at	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	7.97	9.21	9.45	9.44	8.99	7.35	8.21	7.61	7.22
1455269_a_at	Coro1a	coronin, actin binding protein 1A	7.96	10.62	11.02	10.52	10.3	8.81	10.65	8.92	8.79
1437061_at	Mbd1	methyl-CpG binding domain protein 1	7.96	9.46	9.67	9.55	9.2	8.52	9.21	7.94	8.19
1437621_x_at	Phgdh	3-phosphoglycerate dehydrogenase	7.95	11.13	10.83	11.29	11.28	10.44	10.89	9.78	9.64
1423526_at	Arid3b	AT rich interactive domain 3B (Bright like)	7.91	5.68	5.87	3.9	3.76	3.3	4.27	3.42	3.31
1423908_at	Ndufs8	NADH dehydrogenase (ubiquinone) Fe-S protein 8	7.9	8.52	8.19	8.78	8	5.75	7.49	5.97	5.4
1421739_a_at	Matk	megakaryocyte-associated tyrosine kinase	7.9	9.15	8.94	9.42	8.84	7.4	8.82	7.25	6.9
1426359_at	G630041M05Rik	RIKEN cDNA G630041M05 gene	7.9	10.45	10.44	10.45	9.93	8.49	10.37	8.32	8.46
1435764_a_at	Gemin7	gem (nuclear organelle) associated protein 7	7.89	6.64	7.13	6.62	6.54	5.71	5.32	5.82	5.76
1452035_at	Col4a1	procollagen, type IV, alpha 1	7.87	10.2	10.68	9.77	9.59	8.65	9.41	7.83	8.31
1424617_at	Ifi35	interferon-induced protein 35	7.86	9.51	9.35	9.6	9.22	7.63	8.09	7.92	7.82
1437343_x_at	TOB3L	TOB3-like	7.82	9.7	9.57	9.68	8.9	7.61	9.71	6.95	6.76
1424116_x_at	Ppp5c	protein phosphatase 5, catalytic subunit	7.82	8.05	8.24	8.91	8.01	7.25	7.67	6.81	6.46
1419817_s_at	D1Ertd161e	DNA segment, Chr 1, ERATO Doi 161, expressed	7.81	7.48	8.12	7.63	8.18	6.65	6.86	6.12	6.46
1417661_at	2410008M22Rik	RIKEN cDNA 2410008M22 gene	7.81	7.75	7.72	7.85	7.8	7.43	7.34	6.89	6.62
1416865_at	Fgd1	FYVE, RhoGEF and PH domain containing 1	7.8	6.96	7.31	6.62	6.6	6.03	7.15	5.97	5.91
1436917_s_at	D2Bwg1335e	DNA segment, Chr 2, Brigham & Womens Genetics 1335 expressed	7.8	10.22	9.69	9.47	9.38	7.72	9.38	7.71	7.91
1426786_s_at	Dhx38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	7.8	6.9	7.39	6.48	6.3	5.84	5.94	5.3	5.63
1455912_x_at	AW538196	expressed sequence AW538196	7.79	9.37	9.36	9.22	8.52	8.49	9.49	8.2	8.25
1451290_at	Map1lc3a	microtubule-associated protein 1 light chain 3 alpha	7.78	9.96	10.18	9.79	9.56	8.35	9.01	8.53	8.11
1424088_at	Myg1	melanocyte prolifeating gene 1	7.78	7.58	7.78	7.98	7.33	7	7.17	6.61	6.34
1434579_x_at	Ndufs8	NADH dehydrogenase (ubiquinone) Fe-S protein 8	7.77	10.45	10.38	10.4	9.95	8.43	10.18	8.52	8.28
1419103_a_at	Abhd6	abhydrolase domain containing 6	7.74	7.48	8	7.6	7.62	6.36	7.22	6.14	5.9
1430522_a_at	Vamp5	vesicle-associated membrane protein 5	7.74	11.31	11.22	10.86	10.72	9.67	10.28	9.87	9.5
1454787_at	9530098M12Rik	RIKEN cDNA 9530098M12 gene	7.73	8.84	8.42	8.67	8.39	6.48	9.06	6.25	6.53
1422505_at	Chrac1	chromatin accessibility complex 1	7.71	9.76	9.79	9.73	9.35	8.16	9.08	8.49	8.21
1448599_s_at	D4Wsu114e	DNA segment, Chr 4, Wayne State University 114, expressed	7.71	6.9	6.88	6.49	6.58	5.96	7.03	5.27	5.6
1452000_s_at	Sars1	seryl-aminoacyl-tRNA synthetase 1	7.71	8.83	8.89	9.27	8.96	8.31	8.53	7.65	7.91
1415977_at	Isyna1	myo-inositol 1-phosphate synthase A1	7.7	7.97	8.19	8.05	7.94	6.93	8.04	6.99	6.96
1460402_at	Brpf1	bromodomain and PHD finger containing, 1	7.7	10	10.23	9.83	9.38	7.86	9.9	7.98	8.11
1434545_x_at	1110025L05Rik	RIKEN cDNA 1110025L05 gene	7.69	7.95	7.8	7.43	7.27	6.86	7.53	6.42	6.05
1439466_s_at	1110069M14Rik	RIKEN cDNA 1110069M14 gene	7.67	12.34	12.22	12.21	11.72	10	12.05	10.37	10.43
1424335_at	8430432M10Rik	RIKEN cDNA 8430432M10 gene	7.67	7.86	8.39	8.39	7.95	5.54	7.91	5.28	5.6
1449619_s_at	Gli	GLI-Kruppel family member GLI	7.66	9.38	9.47	8.71	9.85	7.62	8.69	7.12	6.76
1419124_at	AW212394	expressed sequence AW212394	7.66	8.05	8.02	7.67	7.57	6.24	8	6.77	6.97
1436586_x_at	Rps14	ribosomal protein S14	7.66	14.02	14.14	13.9	13.51	11.59	14.13	11.94	11.59
1436872_at	Tacc3	transforming, acidic coiled-coil containing protein 3	7.66	8.96	9.22	8.9	8.32	7.36	8.32	6.51	6.96
1455539_at	Gpld1	glycosylphosphatidylinositol specific phospholipase D1	7.66	9.24	9.41	8.89	8.61	8.08	9.29	8.1	8.1
1455930_at	BI651113	NA	7.65	9.8	8.96	9.92	9.6	4.41	10.38	5.57	5.92
1427773_a_at	Rabac1	Rab acceptor 1 (prenylated)	7.65	9.26	9.35	8.72	9.2	7.98	7.52	8.31	8.13
1431386_s_at	Mbtps1	membrane-bound transcription factor protease, site 1	7.65	6.73	6.81	6.01	6.4	5.47	5.19	6.13	5.06
1448112_at	Cox7c	cytochrome c oxidase, subunit VIIc	7.64	9.2	9.05	8.89	8.62	7.25	9.37	7.53	7.28
1455456_a_at	2810403L02Rik	RIKEN cDNA 2810403L02 gene	7.63	8.3	8.34	8.28	8.25	7.81	7.72	7.57	7.17
1416604_at	Cyc1	cytochrome c-1	7.62	11.89	12.24	11.54	11.79	10.48	11.15	10.5	10.34
1418962_at	1110005F07Rik	RIKEN cDNA 1110005F07 gene	7.61	8.39	8.41	7.86	8.17	7.43	8.3	7.3	7.18
1449435_at	B4galt3	UDP-Gal	7.6	7.87	8.01	7.69	7.66	6.79	8.03	6.44	6.73
1424255_at	Supt5h	suppressor of Ty 5 homolog (S. cerevisiae)	7.59	10.66	10.61	10.38	9.7	9.4	10.98	9.19	9.08
1438832_x_at	NA	NA	7.59	10.64	10.4	10.44	10.06	9.45	10.51	8.8	9.03
1438178_x_at	2400004H09Rik	RIKEN cDNA 2400004H09 gene	7.58	11.04	10.97	11.09	10.56	9.32	10.9	8.87	8.56
1452528_a_at	Nkx2-3	NK2 transcription factor related, locus 3 (Drosophila)	7.58	3.94	5.13	5.21	4.17	3.33	3.69	3.04	2.97
1423687_a_at	Man2c1	mannosidase, alpha, class 2C, member 1	7.57	10.48	10.39	10.38	10.09	9.28	10.75	8.51	8.83
1455211_a_at	Timm9	translocase of inner mitochondrial membrane 9 homolog (yeast)	7.56	10.28	9.99	9.76	9.52	8.4	9.57	8.54	8.66
1431359_a_at	1110007C09Rik	RIKEN cDNA 1110007C09 gene	7.54	9.27	9.1	8.74	8.34	8.05	8.29	8.02	8.21
1450694_at	Fkbp2	FK506 binding protein 2	7.54	9.7	9.38	9.16	9.46	8.46	8.65	8.36	7.47
1454714_x_at	Phgdh	3-phosphoglycerate dehydrogenase	7.53	11.54	11.32	11.45	11.73	10.51	11.43	10.03	9.71
1452226_at	2610510H01Rik	RIKEN cDNA 2610510H01 gene	7.51	9.77	9.62	8.7	9.47	8.6	9.41	8.22	8.31
1437391_x_at	Mrpl44	mitochondrial ribosomal protein L44	7.5	10	10.06	9.82	9.97	8.8	8.91	8.77	8.49
1426566_s_at	Il17re	interleukin 17 receptor E	7.49	7.92	7.83	7.94	7.77	7.3	8	6.74	6.41
1436462_at	3100002L24Rik	RIKEN cDNA 3100002L24 gene	7.49	8.18	8.38	8.53	8.23	6.94	8.63	6.76	6.69
1417884_at	Slc16a6	solute carrier family 16 (monocarboxylic acid transporters), member 6	7.49	10.68	10.46	10.59	10.06	8.87	10.08	8.41	8.74
1448495_at	Tsta3	tissue specific transplantation antigen P35B	7.48	9.48	9.58	9.12	9.4	7.6	8.78	7.77	7.37
1417679_at	Gfi1	growth factor independent 1	7.44	8.54	7.97	6.94	8.09	7.05	6.58	5.62	6.09
1424928_at	2210018M11Rik	RIKEN cDNA 2210018M11 gene	7.43	8.02	7.93	7.52	7.46	7.29	8.18	6.04	6.31
1419512_at	2610317D23Rik	RIKEN cDNA 2610317D23 gene	7.43	7.24	7.02	6.6	6.31	5.71	7.54	4.56	5.04
1460349_at	BC006909	cDNA sequence BC006909	7.43	9.2	9.57	9.31	9.03	7.69	9.67	7.35	7.49
1425007_at	2700043M03Rik	RIKEN cDNA 2700043M03 gene	7.42	8.51	7.58	8.28	8.07	6.49	7.61	6.68	6.44
1433964_s_at	BC032204	cDNA sequence BC032204	7.41	8.08	8.07	7.94	8.23	7.66	8.09	6.96	6.71
1448868_at	Scand1	SCAN domain-containing 1	7.41	6.69	6.66	6.03	5.05	3.51	5.26	3.65	3.85
1451283_at	1810073G14Rik	RIKEN cDNA 1810073G14 gene	7.4	8.4	8.78	8.89	8.82	7.46	8.53	7.29	7.51
1428674_at	1110021E09Rik	RIKEN cDNA 1110021E09 gene	7.39	11.25	11.47	11.76	11.34	10.18	11.2	9.96	10.21
1437239_x_at	D130050K19Rik	RIKEN cDNA D130050K19 gene	7.38	9.44	9.16	9.21	8.93	7.47	9.5	7.56	7.56
1434930_at	Tpcn1	two pore channel 1	7.37	5.83	5.54	5.68	6.1	5.23	5.7	4.38	4.56
1438096_a_at	Dtymk	deoxythymidylate kinase	7.36	11.19	11.07	11.04	11.18	9.87	10.47	9.8	9.35
1448822_at	Psmb6	proteasome (prosome, macropain) subunit, beta type 6	7.36	11.63	11.72	11.36	11.31	10.16	10.54	10.37	9.94
1419310_s_at	Rfxank	regulatory factor X-associated ankyrin-containing protein	7.35	6.98	7.61	7.22	6.99	6.41	6.37	5.64	4.77
1423769_at	1190005P08Rik	RIKEN cDNA 1190005P08 gene	7.32	7.24	7.44	7.46	7.7	6.07	6.53	5.9	5.85
1423716_s_at	0610008F14Rik	RIKEN cDNA 0610008F14 gene	7.31	11.45	11.78	11.34	10.91	10.24	11.2	9.88	9.82
1425731_at	D10Bur2e	DNA segment, Chr 10, Burmeister 2, expressed	7.31	6.49	6.36	6.42	6.12	5.51	6.13	5.21	5.39
1439253_x_at	2610524G07Rik	RIKEN cDNA 2610524G07 gene	7.29	10.99	11.09	10.86	10.72	9.71	11.03	9.9	9.63
1456447_at	Rpl18	ribosomal protein L18	7.29	7.86	7.58	7.79	6.91	6.87	6.9	5.97	6.37
1427320_at	Copg2as2	coatomer protein complex, subunit gamma 2, antisense 2	7.27	8.05	8.08	7.83	7	5.4	7.97	5.37	5.2
1419125_at	Ptpn18	protein tyrosine phosphatase, non-receptor type 18	7.26	9.74	9.58	9.55	9.21	8.19	10.21	8.1	7.87
1456365_at	Uba52	ubiquitin A-52 residue ribosomal protein fusion product 1	7.25	8.1	7.85	8.22	7.39	7.14	7.47	6.59	6.7
1426602_at	Araf	raf-related oncogene	7.25	7.77	7.3	7.9	7.84	7.19	7.27	6.34	6.43
1455006_at	2310016M24Rik	RIKEN cDNA 2310016M24 gene	7.24	10.08	9.94	9.56	9.44	8.57	9.51	8.82	8.44
1435856_x_at	Smarcb1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	7.23	6.95	6.79	6.64	6.49	5.92	7.15	5.9	5.7
1418031_at	Myo9b	myosin IXb	7.22	10.01	10.28	9.33	9.08	9.01	10.12	8.58	8.66
1428191_s_at	na	similar to FLJ20859 protein; false p73 target	7.21	7.92	8.1	7.45	7.69	7.37	7.68	6.56	6.82
1417161_at	D19Ertd144e	DNA segment, Chr 19, ERATO Doi 144, expressed	7.2	8.73	8.96	8.29	8.63	7.71	7.96	7.43	7.73
1419818_x_at	D1Ertd161e	DNA segment, Chr 1, ERATO Doi 161, expressed	7.2	7.97	8.39	7.85	7.99	7.6	7.75	7.03	7.24
1424797_a_at	Pitx2	paired-like homeodomain transcription factor 2	7.19	5.46	5.49	6.07	5.41	5	5.28	4.59	3.79
1416806_at	Fdxr	ferredoxin reductase	7.19	6.29	6.1	5.48	5.61	5.42	5.5	4.2	4.51
1416606_s_at	Nola2	nucleolar protein family A, member 2	7.18	11.82	11.35	11.08	11.27	10.76	10.72	10.31	10.6
1427172_at	Ofd1	oral-facial-digital syndrome 1 gene homolog (human)	7.18	7.45	7.14	7.23	7.07	6.65	8.12	5.96	5.87
1456377_x_at	0610025L06Rik	RIKEN cDNA 0610025L06 gene	7.17	11.87	11.54	11.55	11.83	11.25	11.17	10.64	10.3
1436885_a_at	Cherp	calcium homeostasis endoplasmic reticulum protein	7.17	10.46	10.68	10.44	10.09	9.44	10.41	9.06	9.2
1419275_at	Dazap1	DAZ associated protein 1	7.16	9.06	9.27	9.28	9.04	8.56	9.1	8.15	8.06
1418887_a_at	D11Wsu99e	DNA segment, Chr 11, Wayne State University 99, expressed	7.16	8.89	8.77	8.37	8.88	7.43	8.33	7.59	7.56
1456290_x_at	Ccm2	cerebral cavernous malformation 2 homolog (human)	7.16	7.6	7.36	7.52	7.35	6.03	7.51	6.19	6.35
1415743_at	Hdac5	histone deacetylase 5	7.15	8.34	8.91	8.43	8.27	7.37	7.66	7.22	6.95
1453343_s_at	Vrk2	vaccinia related kinase 2	7.14	6.12	5.31	5.93	5.73	5.29	5.42	5.01	4.86
1436804_s_at	Scyl1	SCY1-like 1 (S. cerevisiae)	7.14	9.14	9.11	9.06	7.94	7.83	9.01	7.04	7.24
1452289_a_at	2410006N06Rik	RIKEN cDNA 2410006N06 gene	7.14	7.74	7.84	7.71	7.34	7.18	7.78	6.65	6.83
1448569_at	2410014A08Rik	RIKEN cDNA 2410014A08 gene	7.12	9.53	9.35	9.69	9.46	8.48	9.38	7.82	7.38
1422053_at	Inhba	inhibin beta-A	7.12	8.69	8.71	7.84	7.25	6.68	6.59	6.6	7.71
1416217_a_at	Rpl37a	ribosomal protein L37a	7.11	14.11	14	13.68	13.47	11.58	13.96	12.56	12.24
1451577_at	Zfp288	zinc finger protein 288	7.1	8.79	8.97	9.1	9	4.83	8.46	7.26	6.8
1439452_x_at	Dnpep	aspartyl aminopeptidase	7.1	9.92	10.11	9.78	10.05	8.95	10.02	8.53	8.76
1455834_x_at	Tacc3	transforming, acidic coiled-coil containing protein 3	7.1	9.41	9.96	9.57	9.08	8.15	8.82	7.4	7.54
1426787_at	2310047I15Rik	RIKEN cDNA 2310047I15 gene	7.09	6.45	6.42	5.71	6.43	4.99	5.86	4.76	4.7
1417734_at	Akap8l	A kinase (PRKA) anchor protein 8-like	7.08	9.55	9.54	9.7	8.99	8.04	9.83	7.36	7.46
1418201_at	AI194308	expressed sequence AI194308	7.07	6.78	7.05	6.33	6.2	5.91	7.84	5.47	5.71
1417848_at	Gig1	glucocorticoid induced gene 1	7.06	9.33	8.76	8.86	8.82	8.41	9.03	7.63	7.72
1449279_at	Gpx2	glutathione peroxidase 2	7.06	7.28	7.09	6.97	6.95	4.7	6.91	4.94	5.52
1435288_at	Coro1a	coronin, actin binding protein 1A	7.06	7.97	7.81	7.49	7.81	6.93	8.01	6.48	6.66
1424167_a_at	Pmm1	phosphomannomutase 1	7.05	6.31	6.6	6.11	6.18	5.91	5.96	5.61	5.01
1428515_at	2410012H22Rik	RIKEN cDNA 2410012H22 gene	7.04	7.51	7.23	6.87	6.87	6.62	6.23	6.14	5.67
1426846_at	G630055P03Rik	RIKEN cDNA G630055P03 gene	7.03	10.25	10.34	9.95	9.72	9.47	10.12	8.83	9.16
1424014_at	2900092E17Rik	RIKEN cDNA 2900092E17 gene	7.02	8.65	9.22	8.43	8.51	7.22	8.17	7.33	7.13
1426624_a_at	0610043B10Rik	RIKEN cDNA 0610043B10 gene	7.02	9.85	10.02	9	9.55	9.1	9.64	8.88	8.66
1456310_a_at	2610002J02Rik	RIKEN cDNA 2610002J02 gene	7	9.52	9.27	9.39	9.4	8.31	9.66	8.31	8.19
1427908_at	Bnip1	BCL2/adenovirus E1B 19kDa-interacting protein 1, NIP1	7	6.78	6.3	6.19	5.5	3.89	5.56	3.81	3.11
1424521_at	1110060O18Rik	RIKEN cDNA 1110060O18 gene	6.98	7.68	7.73	7.75	7.61	6.96	6.54	6.75	6.58
1426832_at	6330505F04Rik	RIKEN cDNA 6330505F04 gene	6.98	10.65	10.43	10.12	10.08	9.34	10.62	9.48	9.59
1451242_a_at	Ppp5c	protein phosphatase 5, catalytic subunit	6.96	8.7	8.45	8.81	8.08	7.15	8.22	6.69	6.45
1438316_a_at	BC027663	cDNA sequence BC027663	6.95	6.92	7.01	6.44	6.08	5.56	6.95	5.78	5.53
1448202_x_at	2610524G07Rik	RIKEN cDNA 2610524G07 gene	6.93	10.34	10.79	10.39	10.18	9.02	10.27	8.99	8.84
1426656_at	NA	NA	6.91	8.64	8.6	8.67	8.1	7.69	8.05	7.55	7.67
1455283_x_at	Ndufs8	NADH dehydrogenase (ubiquinone) Fe-S protein 8	6.91	10.44	10.27	10.19	9.74	8.33	10.14	8.48	8.14
1424138_at	Rhbdf1	rhomboid family 1 (Drosophila)	6.91	10.28	10.33	9.6	9.55	9.53	9.84	9.07	9.19
1424087_at	1810042K04Rik	RIKEN cDNA 1810042K04 gene	6.91	8.05	8.29	7.79	7.31	5.44	7.41	5.65	6.1
1427888_a_at	Spna2	spectrin alpha 2	6.91	11.45	11.67	11.27	11.1	10.63	11.74	10.14	10.37
1451370_at	BC027414	NA	6.9	8.49	8.68	8.86	7.73	5.79	7.87	5.69	5.25
1436487_x_at	Fbxw2	F-box and WD-40 domain protein 2	6.89	8.4	8.37	8.18	8.41	7.06	8.72	7.25	7.09
1420635_a_at	Tcirg1	T-cell, immune regulator 1	6.88	9.96	9.76	9.2	9.29	8.98	9.34	8.25	8.48
1440252_at	E130307C13	hypothetical protein E130307C13	6.88	7.68	7.23	6.46	5.19	4.19	5.28	4.25	4.28
1460308_a_at	Ict1	immature colon carcinoma transcript 1	6.88	8.73	8.32	8.6	7.65	5.89	8.07	5.57	5.14
1450623_at	Gnb2	guanine nucleotide binding protein, beta 2	6.88	8.76	8.79	8.67	8.7	7.4	8.88	7.49	6.93
1429122_a_at	1700040I03Rik	RIKEN cDNA 1700040I03 gene	6.88	7.16	7.34	7.26	6.81	6.23	6.14	6.31	5.73
1416956_at	Kcnab2	potassium voltage-gated channel, shaker-related subfamily, beta member 2	6.87	6.44	6.1	6.4	7.15	5.64	6.11	5.42	5.21
1437985_a_at	Dhx16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	6.87	8.51	8.57	8.54	8.17	7.59	8.74	7.29	7.36
1453674_at	Gcnt2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme	6.86	7.43	6.72	7.39	7.32	5.57	7.14	5.47	5.61
1427696_at	Fech	ferrochelatase	6.85	3.71	4.28	3.34	3.37	2.07	3.38	2.44	2.39
1426296_at	Rad52	RAD52 homolog (S. cerevisiae)	6.84	8.14	8.68	8.12	7.8	7.39	7.68	5.93	6.72
1419950_s_at	Tnpo3	transportin 3	6.82	10.1	10.34	9.82	10.13	9.06	9.93	8.95	8.65
1425323_a_at	BC008155	cDNA sequence BC008155	6.82	10.93	11.1	11	11.16	10.3	10.04	9.91	9.75
1448926_at	Hoxa5	homeo box A5	6.81	10.19	10.2	9.66	9.97	8.51	9.84	8.28	8.66
1417224_a_at	Cd2bp2	CD2 antigen (cytoplasmic tail) binding protein 2	6.8	5.88	6.12	6.38	5.73	5.33	5.72	4.73	4.74
1417108_at	1200014P03Rik	RIKEN cDNA 1200014P03 gene	6.8	8.1	8.4	7.99	7.89	7.55	8.3	6.77	7.01
1416206_at	Sipa1	signal-induced proliferation associated gene 1	6.79	4.22	4.21	4.09	3.6	4.42	3.19	3.07	3.04
1418644_a_at	Stk11	serine/threonine kinase 11	6.79	8.62	8.82	8.79	9.07	8.06	7.75	7.57	7.62
1420952_at	Son	Son cell proliferation protein	6.78	12.97	12.61	12.51	12.02	11.22	12.77	10.8	10.91
1416284_at	Mrpl28	mitochondrial ribosomal protein L28	6.78	8.16	8.08	7.82	7.25	7.15	7.51	6.66	7.01
1426839_at	Pold3	polymerase (DNA-directed), delta 3, accessory subunit	6.78	7.53	7.47	7.05	7.35	5.9	7.49	5.64	5.98
1417006_at	Commd4	COMM domain containing 4	6.76	9.89	10.04	9.88	10.02	8.43	9.13	8.57	8.14
1428494_a_at	Polr2i	polymerase (RNA) II (DNA directed) polypeptide I	6.76	7.72	7.51	6.69	6.55	5.9	7.27	5.9	5.43
1433963_a_at	BC032204	cDNA sequence BC032204	6.76	9.28	9.25	8.99	9.5	9.05	8.64	8.12	8.27
1427282_a_at	Frda	Friedreich ataxia	6.76	7.4	7.52	6.38	6.69	6.39	6.61	5.93	5.49
1424171_a_at	Hagh	hydroxyacyl glutathione hydrolase	6.75	9.32	9.59	9.43	9.38	8.15	9.31	8.22	8.43
1433597_at	9430010O03Rik	RIKEN cDNA 9430010O03 gene	6.75	12.61	12.35	12.2	12.11	11.74	12.61	11.17	11.39
1417427_at	1500026D16Rik	RIKEN cDNA 1500026D16 gene	6.74	8.74	8.26	8.23	7.77	5.16	7.2	6.05	5.5
1416960_at	B3Gat3	beta-1,3-glucuronyltransferase 3 (glucuronosyltransferase I)	6.74	7.77	7.93	7.98	8.14	7.27	6.8	6.77	6.72
1420115_at	2310032N20Rik	RIKEN cDNA 2310032N20 gene	6.74	7.71	7.9	7.94	7.78	6.1	7.69	5.64	6.2
1434177_at	Ece1	endothelin converting enzyme 1	6.73	4.06	4.28	3.88	3.77	2.96	4.67	3.17	3.06
1419812_s_at	D11Ertd99e	DNA segment, Chr 11, ERATO Doi 99, expressed	6.73	10.04	9.9	9.17	9.61	8.85	9.41	8.71	8.4
1438952_x_at	Tarbp2	TAR (HIV) RNA binding protein 2	6.73	9.72	9.61	9.35	9.27	9.07	9.37	8.04	8.46
1424161_at	Ddx27	DEAD (Asp-Glu-Ala-Asp) box polypeptide 27	6.72	7.76	7.85	8.2	8.06	6.61	6.88	6.21	5.85
1415679_at	1700023M09Rik	RIKEN cDNA 1700023M09 gene	6.7	11.71	11.64	11.43	11.62	10.44	10.6	10.65	10.42
