Affymetrix Gene ID	Entrez Gene Name	Full Gene Name	Contrast Analysis	2 Month A	2 Month B	6 Month A	6 Month B	12 Month A	12 Month B	21 Month A	21 Month B
1423298_at	Add3	adducin 3 (gamma)	-8.61	5.44	5.94	5.84	5.93	6.68	5.89	7.42	7.39
1452223_s_at	AI035535	expressed sequence AI035535	-8.61	6.06	6.45	5.94	6.04	7.82	6.73	7.81	7.89
1450010_at	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12	-8.61	4.45	4.21	5.27	5.16	6.67	5.03	8.16	7.27
1420917_at	Fnbp3	formin binding protein 3	-8.58	6.97	7.05	8.18	6.72	6.67	6.62	8.55	8.1
1452675_at	8430430L24Rik	RIKEN cDNA 8430430L24 gene	-8.58	8.01	7.92	7.9	7.77	9.44	7.41	9.33	9.17
1450478_a_at	Ptpn12	protein tyrosine phosphatase, non-receptor type 12	-8.57	4.56	4.18	5.77	5.26	6.16	5.68	6.62	6.25
1450852_s_at	F2r	coagulation factor II (thrombin) receptor	-8.54	10.59	10.34	10.55	10.5	10.79	11.27	11.52	11.59
1431032_at	Agl	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	-8.54	3.89	3.7	4.89	4.91	5.74	2.92	5.29	6.31
1435463_s_at	9930104H07Rik	RIKEN cDNA 9930104H07 gene	-8.53	5.41	5.23	5.24	5.53	6.35	6.3	6.79	6.56
1423088_at	Tmod3	tropomodulin 3	-8.52	8.65	8.73	9.05	9.26	9.81	8.82	10.02	10.25
1434824_at	Baz1b	bromodomain adjacent to zinc finger domain, 1B	-8.51	9.69	9.91	9.34	9.87	11.13	10.01	10.87	10.92
1448305_at	Rab6	RAB6, member RAS oncogene family	-8.51	10	9.85	10.28	10.4	10.51	10.04	11.45	11.29
1419811_at	AW125421	expressed sequence AW125421	-8.5	5.76	5.6	5.69	6.21	7.57	6.94	7.43	7.9
1423677_at	Fkbp9	FK506 binding protein 9	-8.49	7.61	7.86	7.88	7.84	8.81	8.19	8.74	8.67
1423519_at	2210412D01Rik	RIKEN cDNA 2210412D01 gene	-8.47	6.27	5.65	6.17	6.28	6.57	6.88	7.11	7.21
1423100_at	Fos	FBJ osteosarcoma oncogene	-8.46	12.51	12.34	12.59	12.65	13.04	13.29	13.46	13.29
1417507_at	Cyb561	cytochrome b-561	-8.46	3.65	3.77	4.76	3.87	6.62	4.8	6.73	7.01
1421186_at	Ccr2	chemokine (C-C) receptor 2	-8.45	3.79	3.68	3.86	3.61	4.12	5.04	6.23	7.44
1448749_at	Plek	pleckstrin	-8.44	7.59	8.07	9.12	9.18	11.08	7.73	11.23	10.68
1421375_a_at	S100a6	S100 calcium binding protein A6 (calcyclin)	-8.42	9.39	9.44	8.76	8.13	9.4	9.77	10.41	10.37
1433531_at	Facl4	fatty acid-Coenzyme A ligase, long chain 4	-8.41	8.73	8.21	8.53	8.67	9.63	9.34	10.28	10.69
1424710_a_at	Gorasp2	golgi reassembly stacking protein 2	-8.4	7.79	7.5	8.03	8.21	9.43	7.83	9.26	9.42
1418622_at	Rab2	RAB2, member RAS oncogene family	-8.4	7.36	7.01	6.96	7.41	9.54	7.48	9.3	9.67
1452192_at	BC053440	cDNA sequence BC053440	-8.4	10.1	9.6	9.91	9.92	11.22	9.87	11.75	11.66
1460726_at	Adss2	adenylosuccinate synthetase 2, non muscle	-8.39	8.51	8.06	8.71	8.92	10.09	8.87	10.25	10.34
1416238_at	Tie1	tyrosine kinase receptor 1	-8.39	4.67	4.66	4.92	5.28	7.11	5.12	5.79	5.79
1420772_a_at	Dsip1	delta sleep inducing peptide, immunoreactor	-8.38	6.3	6.04	6.34	6.53	8.12	6.34	7.77	7.83
1427876_at	2610312B22Rik	RIKEN cDNA 2610312B22 gene	-8.37	8.35	8.51	9.11	9.28	9.71	8.41	10.53	10.19
1452931_at	na	similar to mNori-2p	-8.36	5.02	5.13	4.93	4.8	6.67	5.33	6.34	6.19
1433655_at	Rnf141	ring finger protein 141	-8.35	9.24	10.03	9.02	9.79	11	10.22	11.25	11.49
1418350_at	Dtr	diphtheria toxin receptor	-8.35	8.41	7.81	9.22	8.64	8.44	9.17	9.52	9.66
1427084_a_at	NA	NA	-8.34	6.26	6.05	6.46	6.48	7.21	6.79	7.23	7.45
1451332_at	Evi3	ecotropic viral integration site 3	-8.33	6.88	7.15	7.21	6.98	8.46	7.11	8.67	8.56
1430526_a_at	Smarca2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2	-8.31	10.68	10.53	11.29	12	11.77	10.5	11.91	12.11
1423382_a_at	4833420I20Rik	RIKEN cDNA 4833420I20 gene	-8.31	8.8	9	9.51	9.95	11.11	8.76	11	10.99
1415771_at	Ncl	nucleolin	-8.31	10.54	10.4	11.43	12.67	12.07	11.22	13.47	12.91
1418318_at	Rnf128	ring finger protein 128	-8.29	5.28	5.34	5.36	5.02	5.43	5.68	6.72	6.43
1415780_a_at	3230401N03Rik	RIKEN cDNA 3230401N03 gene	-8.29	8.45	8.66	8.45	8.48	10.05	8.34	9.91	10.12
1425826_a_at	Sorbs1	sorbin and SH3 domain containing 1	-8.28	3.65	4.36	5.04	4.8	6.42	5.38	6.6	6.36
1437992_x_at	Gja1	gap junction membrane channel protein alpha 1	-8.28	9.09	8.7	9.91	9.41	10.78	10.23	11.17	11.14
1428094_at	Lamp2	lysosomal membrane glycoprotein 2	-8.27	10.64	10.35	11	11.03	11.35	11.15	11.96	12.26
1426994_at	Plekhe1	pleckstrin homology domain containing, family E (with leucine rich repeats) member 1	-8.26	6.79	6.05	6.55	6.54	7.2	7.3	7.39	7.58
1423177_a_at	Abi1	abl-interactor 1	-8.25	7.51	7.21	7.66	8.02	8.45	7.73	8.94	9.16
1416462_at	Gpiap1	GPI-anchored membrane protein 1	-8.25	9.57	9.64	9.89	9.93	11.13	9.43	11.07	10.8
1423058_at	Capza2	capping protein (actin filament) muscle Z-line, alpha 2	-8.24	9.26	9.17	9.44	9.78	10.47	8.82	10.65	10.65
1438991_x_at	Ppp2r1a	protein phosphatase 2 (formerly 2A), regulatory subunit A (PR 65), alpha isoform	-8.24	9.79	9.59	9.33	9.65	11.03	9.98	10.73	10.59
1417134_at	Srpk2	serine/arginine-rich protein specific kinase 2	-8.22	6.33	6.02	6.34	6.3	7.71	6.53	7.75	7.54
1451074_at	Rnf13	ring finger protein 13	-8.22	7.97	8.16	8.95	8.66	9.51	8.18	9.49	9.32
1460432_a_at	Eif3s6	eukaryotic translation initiation factor 3, subunit 6	-8.22	12.76	12.95	13.14	13.12	13.77	12.34	14.08	13.94
1418210_at	Pfn2	profilin 2	-8.21	6.17	6.11	6.61	6.22	7.99	5.5	8.48	8.23
1415887_at	Tfg	Trk-fused gene	-8.21	7.73	7.71	7.51	8.03	8.5	8.09	8.77	8.68
1417215_at	Rab27b	RAB27b, member RAS oncogene family	-8.2	5.32	5.14	5.72	5.65	6.02	5.36	7.2	6.93
1417183_at	Dnaja2	DnaJ (Hsp40) homolog, subfamily A, member 2	-8.18	6.66	7.1	7.72	8.26	9.75	6.49	9.97	9.6
1431299_a_at	2310014H01Rik	RIKEN cDNA 2310014H01 gene	-8.17	8.39	8.3	7.89	7.91	9.18	8.81	9.61	9.66
1452514_a_at	Kit	kit oncogene	-8.17	8.54	8.63	9.62	9.11	10.54	8.6	10.46	10.39
1448929_at	F13a	coagulation factor XIII, alpha subunit	-8.15	4.82	5.2	5.24	5.15	5.2	5.75	6.91	9.6
1424924_at	Sec63	SEC63-like (S. cerevisiae)	-8.15	7.46	7.67	7.98	8.61	10.47	8.06	10.35	10.2
1431734_a_at	2010306G19Rik	RIKEN cDNA 2010306G19 gene	-8.14	6.64	7.03	7.54	7.56	8.01	7.5	8.45	8.68
1417367_at	Ppp2ca	protein phosphatase 2a, catalytic subunit, alpha isoform	-8.12	10.53	10.9	11.19	11.21	11.98	10.62	12.03	12.09
1450937_at	NA	NA	-8.11	8.1	8.71	9.34	9.03	11.02	7.47	11.32	11.27
1433546_at	Gns	glucosamine (N-acetyl)-6-sulfatase	-8.11	8.13	8.04	7.89	8.5	9.21	8.52	9.5	9.66
1423472_at	2-Sep	septin 2	-8.11	7.74	7.91	8.13	8.11	8.68	8.35	8.94	9.29
1420900_a_at	Rab18	RAB18, member RAS oncogene family	-8.09	8.73	9.15	9.41	9.74	10.48	8.96	11.66	11.33
1452059_at	Slc35f5	solute carrier family 35, member F5	-8.09	7.45	7.65	7.5	7.5	8.71	7.32	8.85	8.71
1452430_s_at	Sfrs1	splicing factor, arginine/serine-rich 1 (ASF/SF2)	-8.09	5.65	5.14	3.52	5.46	7.17	5.72	7.19	7.26
1449084_s_at	Sh3d19	SH3 domain protein D19	-8.08	4.38	5.31	6.25	6.04	7.87	5	8.13	8.5
1416928_at	Rbm12	RNA binding motif protein 12	-8.07	10.03	9.95	10.11	10.19	11.38	10.17	11.14	11.46
1415734_at	Rab7	RAB7, member RAS oncogene family	-8.07	11.11	10.93	11.05	11.5	11.86	11.44	12.45	12.6
1455819_at	Rod1	ROD1 regulator of differentiation 1 (S. pombe)	-8.04	10.14	10.3	9.94	11.12	10.77	10.43	11.58	11.46
1456098_a_at	Elmo2	engulfment and cell motility 2, ced-12 homolog (C. elegans)	-8.03	6.03	5.69	5.75	5.66	7.41	6.05	6.67	6.81
1452291_at	Centd1	centaurin, delta 1	-8.02	3.91	4.36	5.19	5.97	6.87	4.75	7.12	6.8
1420699_at	Clecsf12	C-type (calcium dependent, carbohydrate recognition domain) lectin, superfamily member 12	-8.02	5.25	6.28	6.41	6.54	8.07	7.6	8.48	9.14
1428193_at	Usp9x	ubiquitin specific protease 9, X chromosome	-8.02	6.45	6.47	6.26	7.08	8.04	7.42	8.24	8.68
1416592_at	Glrx1	glutaredoxin 1 (thioltransferase)	-8.02	8.73	8.56	9.23	9.72	10.23	8.69	10.19	10.48
1426350_at	Mgat2	mannoside acetylglucosaminyltransferase 2	-8.01	6.36	6.15	6.93	6.45	8.04	6.86	8.2	8.17
1423717_at	Ak3l	adenylate kinase 3 alpha-like	-8.01	7.8	7.77	8.02	8.34	9.51	8.68	9.28	9.03
1419658_at	na	similar to MHC class Ib antigen Qa-1c	-8.01	6.25	6.13	6.66	6.88	7.93	6.57	7.89	7.63
1428138_s_at	Arl10c	ADP-ribosylation factor-like 10C	-8	7.72	8.04	8.14	8.42	10.05	8.06	9.95	9.76
1418971_x_at	Bcl10	B-cell leukemia/lymphoma 10	-8	9.03	9.28	9.36	9.2	10.15	8.81	10.57	10.53
1450394_at	Golph3	golgi phosphoprotein 3	-8	7.86	8.1	8.49	9.09	10.46	8.5	10.41	10.69
1419272_at	Myd88	myeloid differentiation primary response gene 88	-7.99	5.1	6.15	6.11	6.66	7.16	7.2	7.25	7.28
1425458_a_at	Grb10	growth factor receptor bound protein 10	-7.98	9.8	9.83	9.58	9.79	10.34	9.7	10.95	11.18
1427432_a_at	Sfrs10	splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)	-7.97	11.66	11.54	11.95	12.36	12.67	12.05	12.71	12.81
1427296_at	BC010304	cDNA sequence BC010304	-7.96	8.64	8.94	9.43	8.93	9.54	8.9	10.17	10.28
1436971_x_at	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	-7.96	11.56	11.2	11.56	11.77	12.99	12.1	13.07	13.07
1460242_at	Daf1	decay accelerating factor 1	-7.96	5.48	5.15	5.87	5.83	6.73	6.44	7.13	6.61
1450846_at	Bzw1	basic leucine zipper and W2 domains 1	-7.96	5.52	5.44	6.18	5.67	6.88	5.56	7.19	7.22
1423679_at	2810432L12Rik	RIKEN cDNA 2810432L12 gene	-7.96	8.19	8.13	8.19	8.46	9.49	8.33	9.86	10.27
1421346_a_at	Slc6a6	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	-7.94	7.03	7.07	7.04	9.02	8.43	7.3	9.25	9.19
1424092_at	Epb4.1	erythrocyte protein band 4.1	-7.92	7.27	7.07	7.41	7.04	8.41	7.55	8.37	8.44
1416881_at	Mcl1	myeloid cell leukemia sequence 1	-7.91	9.67	9.2	9.83	9.68	10.69	9.46	11.15	11.25
1452363_a_at	Atp2a2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	-7.9	6.72	6.07	6.79	6.64	7.64	7.56	7.68	7.98
1423368_at	Laptm4a	lysosomal-associated protein transmembrane 4A	-7.9	9.35	9.6	9.64	10.14	10.86	8.73	11.57	11.44
1424822_at	9630044O09Rik	RIKEN cDNA 9630044O09 gene	-7.89	3.66	3.61	3.62	3.61	4.67	3.66	5.82	5.17
1423096_at	Capn7	calpain 7	-7.88	8.29	8.27	8.62	8.3	10.26	7.92	10.16	10.45
1434010_at	2810425F24Rik	RIKEN cDNA 2810425F24 gene	-7.87	8.98	9.05	8.77	9.21	9.95	9.11	10.24	10.3
1425570_at	Slamf1	signaling lymphocytic activation molecule family member 1	-7.86	5.74	6.61	6.28	5.73	7.22	7.78	7.51	7.67
1451316_a_at	Picalm	phosphatidylinositol binding clathrin assembly protein	-7.86	9.75	9.3	9.69	10.3	11.11	10.2	11.88	12.13
1424347_at	Ppp6c	protein phosphatase 6, catalytic subunit	-7.83	8.32	8.64	8.63	8.82	10.24	7.92	10.29	10.19
1423204_at	AU045326	expressed sequence AU045326	-7.83	3.31	3.3	3.54	3.46	4.54	2.53	4.38	4.25
1420623_x_at	Hspa8	heat shock protein 8	-7.82	12.77	13.08	13.65	14	14.06	12.77	14.1	14.23
1417070_at	Cyp4v3	cytochrome P450, family 4, subfamily v, polypeptide 3	-7.82	5.93	5.64	5.62	5.9	7.94	5.87	7.35	7.41
1449620_s_at	AW125421	expressed sequence AW125421	-7.81	4.89	5.04	5.53	5.46	5.81	5.67	6.27	6.6
1417122_at	Vav3	vav 3 oncogene	-7.8	5.52	5.34	5.37	5.29	6.98	5.56	6.88	6.64
1431074_a_at	1110020B03Rik	RIKEN cDNA 1110020B03 gene	-7.8	2.85	3.04	2.81	2.99	4.36	3.4	4.25	4.03
1420614_at	Tcte1l	t-complex-associated-testis-expressed 1-like	-7.8	8.28	8.01	8.11	8.11	8.64	8.25	10.48	9.15
1437226_x_at	Mlp	MARCKS-like protein	-7.78	11.53	11.49	11.49	11.81	12.83	12.11	12.7	13.03
1416466_at	Vapa	vesicle-associated membrane protein, associated protein A	-7.76	9.11	9.03	9.56	9.76	10.28	9.73	10.3	10.56
1417110_at	Man1a	mannosidase 1, alpha	-7.75	7.81	8.03	8.34	8.85	9.28	7.97	9.58	9.54
1451747_a_at	Apg12l	autophagy 12-like (S. cerevisiae)	-7.75	6.34	6.96	7.22	7.17	8.61	7.25	8.56	8.6
1437995_x_at	7-Sep	septin 7	-7.74	10.79	10.73	10.94	10.89	11.81	11.28	11.5	11.94
1417266_at	Ccl6	chemokine (C-C motif) ligand 6	-7.73	4.05	3.82	3.9	4.6	5.61	4.18	7.22	6.67
1448761_a_at	Copg2	coatomer protein complex, subunit gamma 2	-7.73	6.98	6.37	6.88	7.94	7.2	6.75	7.99	8.15
1427170_at	2410072D24Rik	RIKEN cDNA 2410072D24 gene	-7.73	6.34	6.08	7.51	7.18	7.78	7.27	8.25	7.92
1449336_a_at	Stk2	serine/threonine kinase 2	-7.73	8.63	8.32	9.06	9.72	9.44	9.43	9.53	9.83
1419493_a_at	Tpd52	tumor protein D52	-7.72	10.4	10.44	10.27	10.51	11.12	10.29	11.41	11.47
1426712_at	Slc6a15	solute carrier family 6 (neurotransmitter transporter), member 15	-7.71	6.47	6.7	7.63	7.03	9.65	6.8	9.39	9.79
1426384_a_at	Ywhae	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	-7.7	8.82	8.87	8.77	9.86	11.23	9.71	11.44	11.48
1434035_at	Dnajb6	DnaJ (Hsp40) homolog, subfamily B, member 6	-7.7	8.09	8.05	8.2	8.46	8.99	8.1	9.28	9.51
1417190_at	Pbef1	pre-B-cell colony-enhancing factor 1	-7.69	7.87	8.12	8.35	8.48	8.92	7.42	9.37	9.28
1422432_at	Dbi	diazepam binding inhibitor	-7.69	7.65	7.63	6.73	7.07	8.61	7.47	9.1	8.87
1425506_at	Mylk	myosin, light polypeptide kinase	-7.69	8.1	7.65	8.37	8.56	10.02	8.46	10.09	10.55
1426583_at	Atf2	activating transcription factor 2	-7.68	8.21	8.5	8.71	8.72	9.59	8.3	9.72	9.6
1421893_a_at	Tpp2	tripeptidyl peptidase II	-7.67	7.63	7.58	7.24	8.03	8.6	8.07	8.9	8.76
1417262_at	Ptgs2	prostaglandin-endoperoxide synthase 2	-7.67	5.08	5.63	8.04	6.06	8.39	9.44	9.49	10.44
1455138_x_at	Cfl1	cofilin 1, non-muscle	-7.67	12.18	11.68	12.39	12.66	14.37	12.65	14.16	14.07
1416527_at	Rab32	RAB32, member RAS oncogene family	-7.67	6.77	6.13	6.64	6.58	8.83	6.34	8.65	8.59
1451495_at	Wac	WW domain containing adaptor with coiled-coil	-7.66	10.16	10.03	9.87	9.76	10.98	10.19	11.05	10.98
1460740_at	Cltb	clathrin, light polypeptide (Lcb)	-7.66	5.21	5.25	5.46	5.08	6.73	6.15	6.5	6.92
1427254_at	AW610627	expressed sequence AW610627	-7.65	7.66	6.81	7.41	7.26	7.24	7.41	8.98	9.22
1418776_at	5830443L24Rik	RIKEN cDNA 5830443L24 gene	-7.63	9.5	9.43	9.95	9.45	10.14	9.76	10.72	10.93
1420621_a_at	App	amyloid beta (A4) precursor protein	-7.63	2.6	2.52	2.53	2.46	3.52	2.61	3.87	4.32
1417279_at	Itpr1	inositol 1,4,5-triphosphate receptor 1	-7.62	6.01	6.08	6.27	6.06	6.76	6.81	6.83	7.16
1417293_at	Hs6st1	heparan sulfate 6-O-sulfotransferase 1	-7.6	4.77	4.24	4.5	5.02	7.63	4.96	7.23	7.3
1450949_at	Katna1	katanin p60 (ATPase-containing) subunit A1	-7.6	8.5	8.6	8.88	9.34	10.42	7.88	10.36	10.27
1426246_at	Pros1	protein S (alpha)	-7.6	5.23	5.31	5.58	5.11	7.16	5.72	8.18	8.93
1437593_x_at	Api5	apoptosis inhibitor 5	-7.59	11.3	10.83	10.79	11.03	12.37	11.56	12.21	12.42
1416345_at	Timm8a	translocase of inner mitochondrial membrane 8 homolog a (yeast)	-7.59	9.16	9.17	9.28	9.46	10.64	8.2	10.56	10.38
1448787_at	Moap1	modulator of apoptosis 1	-7.58	8.37	8.29	8.4	8.29	9.33	8.07	9.92	9.57
1436452_x_at	1110032D12Rik	RIKEN cDNA 1110032D12 gene	-7.58	12.81	12.67	12.88	13.14	13.83	13.1	13.93	14.15
1424996_at	BC023121	NA	-7.56	5.57	5.25	5.07	5.85	6.11	6.81	6.83	6.64
1450905_at	Plxnc1	plexin C1	-7.56	9.6	9.43	9.9	9.65	11.15	9.82	10.8	10.78
1423295_at	Tm9sf2	transmembrane 9 superfamily member 2	-7.56	7.17	6.56	7.03	6.84	9.18	7.7	9.09	9.61
1420811_a_at	A730098P15	hypothetical protein A730098P15	-7.55	13.34	13.43	13.54	13.34	14.44	13.2	14.52	14.42
1427937_at	2610030H06Rik	RIKEN cDNA 2610030H06 gene	-7.55	3.71	3.61	5.69	3.79	3.67	3.37	6.48	7.01
1423113_a_at	Ube2d3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	-7.54	10.6	10.71	11.5	11.17	11.86	10.47	12.42	12.06
1426221_at	5830475I06Rik	RIKEN cDNA 5830475I06 gene	-7.54	7.87	7.59	8.03	8.06	8.71	7.56	8.78	8.77
1426734_at	BC022623	cDNA sequence BC022623	-7.54	7.97	8	8.1	8.3	9.01	7.86	9.04	9.16
1424199_at	2610007A16Rik	RIKEN cDNA 2610007A16 gene	-7.53	6.25	6.42	6.33	6.89	7.17	6.6	8.31	7.96
1417340_at	Txnl2	thioredoxin-like 2	-7.52	7.68	7.42	7.72	7.95	9.45	7.11	9.24	9.19
1452316_at	1110020M19Rik	RIKEN cDNA 1110020M19 gene	-7.5	6.58	6.57	7.54	7.52	7.81	5.55	7.85	8.02
1451345_at	Mtap	methylthioadenosine phosphorylase	-7.5	5.05	5.32	5.34	5.58	6.43	5.54	6.68	6.49
1418133_at	Bcl3	B-cell leukemia/lymphoma 3	-7.49	6.49	4.88	6.24	5.96	7.49	7.14	6.78	6.53
1426675_at	D16Wsu109e	DNA segment, Chr 16, Wayne State University 109, expressed	-7.48	8.29	8.17	9.02	8.56	10	8.05	9.95	9.98
1450841_at	Itm1	intergral membrane protein 1	-7.48	8.39	8.1	7.73	8.42	9.95	8.6	9.93	9.66
1422286_a_at	Tgif	TG interacting factor	-7.47	4.45	4.38	4.69	5.46	6.09	3.89	7.28	6.84
1421288_at	F2rl3	coagulation factor II (thrombin) receptor-like 3	-7.46	2.78	3.05	3.98	5.08	6.61	4.09	6.32	6.24
1438945_x_at	Gja1	gap junction membrane channel protein alpha 1	-7.46	7.56	7.62	8.65	7.68	9.55	8.71	9.88	10.19
1419873_s_at	Csf1r	colony stimulating factor 1 receptor	-7.45	4.5	4.1	4.12	4.02	4.22	4.31	4.69	6.43
1427742_a_at	Copeb	core promoter element binding protein	-7.45	8.38	8.1	9.43	9.63	10.24	7.7	10.52	10.15
1418564_s_at	1200009K13Rik	RIKEN cDNA 1200009K13 gene	-7.44	11.67	11.88	12.3	12.54	13.38	11.43	13.21	13.08
1448144_at	Hnrpab	heterogeneous nuclear ribonucleoprotein A/B	-7.44	6.62	7.03	7.73	7.99	8.52	5.99	8.44	8.23
1452011_a_at	Uxs1	UDP-glucuronate decarboxylase 1	-7.43	6.62	6.3	6.24	6.59	7.2	7.21	7.37	7.66
1416614_at	Cri1	CREBBP/EP300 inhibitory protein 1	-7.43	9.62	9.65	10.42	9.92	11.08	10.23	11.41	11.2
1449645_s_at	Cct3	chaperonin subunit 3 (gamma)	-7.43	2.05	3.28	4.76	6.87	7.43	1.97	7.65	7.24
1448781_at	Nab1	Ngfi-A binding protein 1	-7.43	3.33	3.88	4.03	3.79	5.05	4.12	5.49	5.56
1417376_a_at	Igsf4a	immunoglobulin superfamily, member 4A	-7.43	2.81	2.7	3.11	3.02	4.29	3.25	3.96	4.4
1420475_at	Mtpn	myotrophin	-7.4	7.27	6.83	7.85	7.59	8.24	5.97	8.73	9.05
1420828_s_at	Ywhaq	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide	-7.4	8.08	8.15	9.51	9.77	10.25	6.62	10.17	9.82
1421884_at	Sos1	Son of sevenless homolog 1 (Drosophila)	-7.39	3.54	3.47	3.92	3.63	5.3	4.08	5.34	5.01
1449079_s_at	na	similar to hypothetical protein C630025C03	-7.39	5.22	4.75	5.09	3.83	5.58	5.41	7.21	6.65
1433457_s_at	Grsf1	G-rich RNA sequence binding factor 1	-7.39	6.2	5.87	6.74	6.56	7.78	6.53	7.91	7.6
1424293_s_at	2610319K07Rik	RIKEN cDNA 2610319K07 gene	-7.39	6.78	7.12	7.41	7.14	8.5	6.99	8.68	8.73
1430982_at	Sfrs1	splicing factor, arginine/serine-rich 1 (ASF/SF2)	-7.37	6.33	6.47	6.8	7.45	9.28	7.65	8.92	8.54
1438761_a_at	na	similar to Odc protein	-7.37	10.88	10.93	11.19	11.54	12.82	11.13	12.75	12.52
1423872_a_at	Dag1	dystroglycan 1	-7.36	5.07	5.79	4.41	5.59	6.58	5.93	7.13	6.88
1449322_at	Ptp4a1	protein tyrosine phosphatase 4a1	-7.36	9.71	9.71	10.31	9.94	11.49	10.18	11.32	11.6
1418078_at	Psme3	proteaseome (prosome, macropain) 28 subunit, 3	-7.35	4.72	4.67	4.28	4.51	5.12	4.58	6.18	6.87
1449037_at	Crem	cAMP responsive element modulator	-7.35	10.51	10.19	11.34	11.25	11.7	10.14	12.3	12.11
1416866_at	Bet1	blocked early in transport 1 homolog (S. cerevisiae)	-7.34	5.81	5.99	6.04	6.23	7.2	5.12	7.4	7.17
1418648_at	Egln3	EGL nine homolog 3 (C. elegans)	-7.34	6.41	6.58	6.26	6.42	6.65	6.72	7.64	7.35
1424821_at	Ndfip1	Nedd4 family interacting protein 1	-7.34	11.1	11.39	11.58	11.33	12.63	10.93	12.85	12.9
1416181_at	Mesdc2	mesoderm development candiate 2	-7.34	9.63	10.07	10.36	10.57	11.87	9.31	11.81	11.77
1451127_at	AW146242	expressed sequence AW146242	-7.33	6.14	6.6	7.15	8.03	9.18	5.18	9.63	9.49
1417750_a_at	Mscp	mitochondrial solute carrier protein	-7.32	8	7.63	7.92	7.81	10.01	8.16	9.27	9.17
1434300_at	2610101N10Rik	RIKEN cDNA 2610101N10 gene	-7.32	4.02	3.92	6.96	6.37	6.61	4.59	7.97	7.55
1426698_a_at	Hnrpm	heterogeneous nuclear ribonucleoprotein M	-7.32	8.02	8.09	8.66	9.48	9.63	8.05	9.97	9.65
1433901_at	Gpiap1	GPI-anchored membrane protein 1	-7.31	10.17	10.27	9.79	10.25	11.25	10.15	11.35	11.28
1418198_a_at	Tm9sf1	transmembrane 9 superfamily member 1	-7.31	9.03	8.97	8.97	9.17	10.31	8.57	10.25	10.47
1452799_at	2310009E04Rik	RIKEN cDNA 2310009E04 gene	-7.3	6.49	6.27	7.36	7.24	8.03	5.99	7.45	7.54
1425492_at	Bmpr1a	bone morphogenetic protein receptor, type 1A	-7.3	6.11	6.63	7.05	6.84	6.77	7.23	7.86	7.65
1452899_at	Rian	RNA imprinted and accumulated in nucleus	-7.29	5.19	5.28	5.16	5.3	5.38	5.64	5.31	6.77
1423732_at	Tram1	translocating chain-associating membrane protein 1	-7.28	10.59	10.32	10.53	10.87	12.05	10.87	12	12
1435133_at	Ugcg	UDP-glucose ceramide glucosyltransferase	-7.28	5.91	6.05	6.91	6.35	8.03	6.26	7.96	7.92
1416593_at	Glrx1	glutaredoxin 1 (thioltransferase)	-7.28	4.87	4.44	5.11	5.86	6.16	3.54	6.78	6.6
1460317_s_at	BI662324	NA	-7.28	5.58	5.52	5.25	5.74	6.97	4.41	7.52	7.39
1452639_at	Enpp4	ectonucleotide pyrophosphatase/phosphodiesterase 4	-7.27	8.96	8.96	9.61	9.77	10.74	8.93	10.57	11.1
1420872_at	Gucy1b3	guanylate cyclase 1, soluble, beta 3	-7.27	5.73	6.01	5.69	5.14	7.45	5.76	7.99	7.58
1418972_at	Bcl10	B-cell leukemia/lymphoma 10	-7.25	2.39	2.28	2.34	2.52	3.04	2.4	3.93	3.54
1460430_at	Rap2c	RAP2C, member of RAS oncogene family	-7.24	8.88	8.87	9.53	8.97	9.86	8.22	10.2	10.25
1416064_a_at	Hspa5	heat shock 70kD protein 5 (glucose-regulated protein)	-7.23	12.29	12.39	12.91	12.43	13.52	12.77	13.81	13.73
1418058_at	Eltd1	EGF, latrophilin seven transmembrane domain containing 1	-7.23	10.86	10.74	11.02	11.57	12.36	11.1	12.73	12.55
1426857_a_at	2610207I16Rik	RIKEN cDNA 2610207I16 gene	-7.23	7.56	7.05	7.53	7.66	8.45	7.71	8.84	8.77
1415749_a_at	Rragc	Ras-related GTP binding C	-7.2	10.21	9.93	10.1	9.85	10.8	10.67	11.04	11.25
1452225_at	2010106G01Rik	RIKEN cDNA 2010106G01 gene	-7.18	7.98	7.89	8.53	8.76	9.08	8.41	9.93	9.45
1420514_at	Tm4sf10	transmembrane 4 superfamily member 10	-7.16	6.13	5.22	6.05	5.72	7.31	6.85	7.53	7.92
1416441_at	Pgcp	plasma glutamate carboxypeptidase	-7.16	9.41	9.17	9.47	10.44	10.29	9.09	10.89	10.87
1421230_a_at	Msi2h	Musashi homolog 2 (Drosophila)	-7.15	6.24	6.18	6.74	6.71	7.51	5.7	7.23	7.59
