Probe set ID	Gene symbol	Gene title
202706_s_at	UMPS	uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5-decarboxylase)
202707_at	UMPS	uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5-decarboxylase)
215165_x_at	UMPS	uridine monophosphate synthetase (orotate phosphoribosyl transferase and orotidine-5-decarboxylase)
226899_at	UNC5B	unc-5 homolog B (C. elegans)
239136_at	UNC5B	Unc-5 homolog B (C. elegans)
202412_s_at	USP1	ubiquitin specific peptidase 1
202413_s_at	USP1	ubiquitin specific peptidase 1
244520_at	USP1	Ubiquitin specific peptidase 1
201099_at	USP9X	ubiquitin specific peptidase 9, X-linked
201100_s_at	USP9X	ubiquitin specific peptidase 9, X-linked
229573_at	USP9X	ubiquitin specific peptidase 9, X-linked
209822_s_at	VLDLR	very low density lipoprotein receptor
1553778_at	WBSCR27	Williams Beuren syndrome chromosome region 27
204727_at	WDHD1	WD repeat and HMG-box DNA binding protein 1
204728_s_at	WDHD1	WD repeat and HMG-box DNA binding protein 1
216228_s_at	WDHD1	WD repeat and HMG-box DNA binding protein 1
209592_s_at	WDR68	WD repeat domain 68
221744_at	WDR68	WD repeat domain 68
221745_at	WDR68	WD repeat domain 68
224730_at	WDR68	WD repeat domain 68
224748_at	WDR68	WD repeat domain 68
233782_at	WDR68	WD repeat domain 68
236134_at	WDR68	WD repeat domain 68
240675_at	WDR68	WD repeat domain 68
1557780_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
209052_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
209053_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
209054_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
222777_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
222778_s_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
223472_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
242311_x_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
244140_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1
221783_at	WIZ	widely-interspaced zinc finger motifs
221784_at	WIZ	widely-interspaced zinc finger motifs
221785_at	WIZ	widely-interspaced zinc finger motifs
52005_at	WIZ	widely-interspaced zinc finger motifs
1552737_s_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2
1554580_a_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2
204022_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2
210200_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2
240384_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2
241125_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2
243787_at	WWP2	WW domain containing E3 ubiquitin protein ligase 2
1560386_at	XPO1	Exportin 1 (CRM1 homolog, yeast)
208775_at	XPO1	exportin 1 (CRM1 homolog, yeast)
217577_at	XPO1	Exportin 1 (CRM1 homolog, yeast)
217578_at	XPO1	Exportin 1 (CRM1 homolog, yeast)
218069_at	XTP3TPA	XTP3-transactivated protein A
223179_at	YPEL3	yippee-like 3 (Drosophila)
232077_s_at	YPEL3	yippee-like 3 (Drosophila)
219312_s_at	ZBTB10	zinc finger and BTB domain containing 10
222863_at	ZBTB10	zinc finger and BTB domain containing 10
233899_x_at	ZBTB10	Zinc finger and BTB domain containing 10
235491_at	ZBTB10	Zinc finger and BTB domain containing 10
235726_at	ZBTB10	zinc finger and BTB domain containing 10
242174_at	ZBTB10	Zinc finger and BTB domain containing 10
1563502_at	ZDHHC2	Zinc finger, DHHC-type containing 2
222730_s_at	ZDHHC2	zinc finger, DHHC-type containing 2
222731_at	ZDHHC2	zinc finger, DHHC-type containing 2
243528_at	ZDHHC2	Zinc finger, DHHC-type containing 2
201531_at	ZFP36	zinc finger protein 36, C3H type, homolog (mouse)
218349_s_at	ZWILCH	Zwilch, kinetochore associated, homolog (Drosophila)
222606_at	ZWILCH	Zwilch, kinetochore associated, homolog (Drosophila)
