AFFY ID	UGID	Unigene Name	Symbol	Genbank	|d|	Fold Change	q-value (%)	direction
223358_s_at	Hs.357384	phosphodiesterase 7A	PDE7A	AW269834	4.35	0.94	0.14	-1
228720_at	Hs.21061	VPS10 domain receptor protein	SORCS2	AB037750	4.35	1.09	0.12	1
212296_at	Hs.178761	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	PSMD14	NM_005805	4.35	0.96	0.13	-1
226403_at	Hs.355126	transmembrane channel-like 4	TMC4	BE645551	4.35	1.05	0.13	1
204784_s_at	Hs.85195	myeloid leukemia factor 1	MLF1	NM_022443	4.34	0.93	0.12	-1
240099_at	Hs.134548	Transcribed sequence with strong similarity to protein pdb:1BGM (E. coli) O Chain O, Beta-Galactosidase (Chains I-P)		AA573201	4.34	1.07	0.13	1
233413_at	Hs.518736	CDNA FLJ13457 fis, clone PLACE1003343.		AU156421	4.34	1.24	0.12	1
201693_s_at				AV733950	4.34	1.08	0.13	1
225083_at	Hs.418520	chromosome 6 open reading frame 51	C6orf51	AL536986	4.34	0.96	0.13	-1
209891_at	Hs.421956	kinetochore protein Spc25	Spc25	AF225416	4.34	0.92	0.13	-1
202338_at	Hs.164457	thymidine kinase 1, soluble	TK1	NM_003258	4.34	0.93	0.12	-1
221676_s_at	Hs.17377	coronin, actin binding protein, 1C	CORO1C	BC002342	4.34	0.95	0.14	-1
224503_s_at	Hs.254672	zinc finger, CCHC domain containing 2	ZCCHC2	BC006340	4.34	0.88	0.12	-1
201697_s_at	Hs.202672	DNA (cytosine-5-)-methyltransferase 1	DNMT1	NM_001379	4.34	0.96	0.14	-1
232105_at	Hs.181245	MRNA; cDNA DKFZp686B15184 (from clone DKFZp686B15184)		AU148391	4.33	0.85	0.12	-1
203453_at	Hs.446415	sodium channel, nonvoltage-gated 1 alpha	SCNN1A	NM_001038	4.33	1.1	0.13	1
226711_at	Hs.103126	human T-cell leukemia virus enhancer factor	HTLF	BF590117	4.33	0.95	0.12	-1
219646_at	Hs.62771	hypothetical protein FLJ20186	FLJ20186	NM_017702	4.33	0.94	0.12	-1
239903_at	Hs.71947	MRNA full length insert cDNA clone EUROIMAGE 994183		AA565852	4.33	1.11	0.13	1
243974_at	Hs.167793	Clone IMAGE:4821815, mRNA		AI192452	4.33	1.12	0.13	1
217014_s_at				AC_004522	4.33	1.1	0.12	1
228806_at	Hs.232803	Full length insert cDNA YR04H02		AI218580	4.33	1.08	0.14	1
210735_s_at	Hs.279916	carbonic anhydrase XII	CA12	BC000278	4.32	1.09	0.13	1
201795_at	Hs.435166	lamin B receptor	LBR	NM_002296	4.32	0.94	0.12	-1
218877_s_at	Hs.282575	chromosome 6 open reading frame 75	C6orf75	NM_021820	4.32	0.95	0.13	-1
210074_at	Hs.87417	cathepsin L2	CTSL2	AF070448	4.31	0.92	0.13	-1
244385_at				AA766126	4.31	0.84	0.13	-1
210029_at	Hs.840	indoleamine-pyrrole 2,3 dioxygenase	INDO	M34455	4.31	0.92	0.14	-1
222464_s_at	Hs.180638	hypothetical protein FLJ13081	FLJ13081	BC004183	4.31	0.96	0.14	-1
212713_at	Hs.296049	microfibrillar-associated protein 4	MFAP4	R72286	4.31	1.16	0.13	1
231993_at	Hs.301296	CDNA: FLJ23131 fis, clone LNG08502		AK026784	4.31	1.11	0.14	1
210164_at	Hs.1051	granzyme B (granzyme 2, cytotoxic T-lymphocyte?associated serine esterase 1)	GZMB	J03189	4.31	0.89	0.14	-1
202911_at	Hs.445052	mutS homolog 6 (E. coli)	MSH6	NM_000179	4.31	0.96	0.14	-1
208693_s_at	Hs.293885	glycyl-tRNA synthetase	GARS	D30658	4.31	0.97	0.12	-1
225439_at	Hs.195870	chronic myelogenous leukemia tumor antigen 66	CML66	BC000967	4.3	0.96	0.13	-1
213748_at	Hs.196966	KIAA0298 gene product	KIAA0298	AW271713	4.3	1.05	0.13	1
240156_at	Hs.373623	Transcribed sequences		AA417099	4.3	1.07	0.13	1
218252_at	Hs.24641	cytoskeleton associated protein 2	CKAP2	NM_018204	4.3	0.95	0.12	-1
235144_at	Hs.165464	hypothetical protein FLJ31614	FLJ31614	AA826324	4.3	1.07	0.13	1
202666_s_at	Hs.435326	BAF53	BAF53A	NM_004301	4.3	0.95	0.13	-1
204240_s_at	Hs.119023	SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	SMC2L1	NM_006444	4.3	0.93	0.14	-1
212219_at	Hs.119563	proteasome (prosome, macropain) activator subunit 4	PSME4	D38521	4.29	0.95	0.12	-1
236312_at	Hs.44380	Transcribed sequence with weak similarity to protein sp:P39191 (H.sapiens) ALU4_HUMAN Alu subfamily SB2 sequence contamination warning entry		AA938184	4.29	0.83	0.14	-1
238447_at				AA428240	4.29	1.07	0.14	1
226436_at	Hs.512774	Ras association (RalGDS/AF-6) domain family 4	RASSF4	N49935	4.29	0.94	0.13	-1
217838_s_at	Hs.241471	Enah/Vasp-like	EVL	NM_016337	4.29	1.08	0.12	1
236285_at	Hs.137007	hypothetical protein BC009980	LOC11373 0	AI631846	4.29	0.91	0.12	-1
218437_s_at	Hs.30824	leucine zipper transcription factor-like 1	LZTFL1	NM_020347	4.29	1.06	0.13	1
220789_s_at	Hs.231411	cell cycle progression 2 protein	CPR2	NM_004749	4.28	0.89	0.14	-1
204885_s_at	Hs.408488	mesothelin	MSLN	NM_005823	4.28	0.69	0.14	-1
204228_at	Hs.9880	peptidyl prolyl isomerase H (cyclophilin H)	PPIH	NM_006347	4.27	0.95	0.14	-1
202951_at	Hs.367811	serine/threonine kinase 38	STK38	BE048506	4.27	0.96	0.14	-1
201077_s_at	Hs.182255	NHP2 non-histone chromosome protein 2-like 1 (S. cerevisiae)	NHP2L1	AF155235	4.27	0.96	0.13	-1
225904_at	Hs.445132	LOC126731	LOC12673 1	N64686	4.27	0.95	0.14	-1
217889_s_at	Hs.31297	cytochrome b reductase 1	CYBRD1	NM_024843	4.26	1.3	0.13	1
238898_at	Hs.163734	Transcribed sequences		BG028463	4.26	0.9	0.13	-1
212242_at	Hs.75318	tubulin, alpha 1 (testis specific)	TUBA1	AL565074	4.26	0.94	0.12	-1
200638_s_at	Hs.386834	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	YWHAZ	BC003623	4.26	0.95	0.14	-1
218774_at	Hs.279900	mRNA decapping enzyme	DCPS	NM_014026	4.26	0.94	0.12	-1
227452_at	Hs.381430	CDNA FLJ26252 fis, clone DMC03335		AI832118	4.26	0.94	0.14	-1
204277_s_at				BE895437	4.26	1.09	0.14	1
210129_s_at				AF078842	4.26	1.08	0.13	1
204863_s_at	Hs.71968	interleukin 6 signal transducer (gp130, oncostatin M receptor)	IL6ST	BE856546	4.26	1.09	0.14	1
37145_at				M85276	4.26	0.86	0.13	-1
231316_at	Hs.126727	Transcribed sequence with moderate similarity to protein pir:I60307 (E. coli) I60307 beta-galactosidase, alpha peptide - Escherichia coli		BE674269	4.25	1.1	0.14	1
226817_at	Hs.95612	desmocollin 2	DSC2	AU154691	4.25	0.94	0.13	-1
212736_at	Hs.148258	hypothetical gene BC008967	BC008967	BE299456	4.25	1.09	0.13	1
219403_s_at	Hs.44227	heparanase	HPSE	NM_006665	4.24	0.89	0.14	-1
223502_s_at	Hs.270737	tumor necrosis factor (ligand) superfamily, member 13b	TNFSF13B	AF134715	4.24	0.94	0.14	-1
227282_at	Hs.4993	protocadherin 19	PCDH19	AB037734	4.24	1.18	0.14	1
203799_at	Hs.2441	type I transmembrane C-type lectin receptor DCL-1	DCL-1	NM_014880	4.24	1.06	0.14	1
244751_at	Hs.112619	Purkinje cell protein 2	PCP2	BF222920	4.24	1.08	0.13	1
236957_at	Hs.373547	cell division cycle associated 2	CDCA2	AI248208	4.24	0.94	0.13	-1
208725_at				AL031668	4.24	0.87	0.12	-1
225516_at	Hs.432978	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	SLC7A2	AA876372	4.24	1.18	0.12	1
203744_at	Hs.19114	high-mobility group box 3	HMGB3	NM_005342	4.24	0.93	0.13	-1
217427_s_at	Hs.415735	HIR histone cell cycle regulation defective homolog A (S. cerevisiae)	HIRA	X75296	4.24	0.94	0.12	-1
213933_at	Hs.27860	MRNA; cDNA DKFZp586M0723 (from clone DKFZp586M0723)		AW242315	4.24	1.1	0.14	1
223051_at	Hs.30026	HSPC182 protein	HSPC182	AF277178	4.24	0.96	0.12	-1
209342_s_at	Hs.413513	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta	IKBKB	AF080158	4.23	1.07	0.13	1
227363_s_at	Hs.173162	neighbor of COX4	NOC4	AI831653	4.23	0.95	0.14	-1
239002_at				AA748494	4.23	0.89	0.13	-1
221652_s_at	Hs.22595	hypothetical protein FLJ10637	FLJ10637	AF274950	4.23	0.95	0.12	-1
220141_at	Hs.164705	hypothetical protein FLJ23554	FLJ23554	NM_024806	4.23	1.1	0.13	1
240112_at				R38110	4.23	1.2	0.14	1
203046_s_at	Hs.118631	timeless homolog (Drosophila)	TIMELES S	NM_003920	4.22	0.95	0.14	-1
225710_at	Hs.173030	CDNA FLJ34013 fis, clone FCBBF2002111.		H99792	4.22	0.95	0.13	-1
235171_at				AI354636	4.22	0.87	0.12	-1
241903_at	Hs.224625	Transcribed sequences		AI688631	4.22	1.09	0.14	1
218074_at	Hs.9825	CGI-128 protein	CGI-128	NM_016062	4.22	0.96	0.14	-1
226308_at	Hs.69280	similar to RIKEN cDNA 2410004L22 gene (M. musculus)	MGC2053 3	AA099118	4.21	0.87	0.14	-1
228053_s_at	Hs.130774	F-box only protein 10	FBXO10	BF965064	4.21	0.96	0.12	-1
208952_s_at	Hs.192881	KIAA0217 protein	KIAA0217	BC003381	4.21	0.97	0.14	-1
225646_at	Hs.128065	cathepsin C	CTSC	AI246687	4.21	0.92	0.13	-1
224583_at	Hs.289092	coactosin-like 1 (Dictyostelium)	COTL1	AL565621	4.21	0.94	0.13	-1
209053_s_at	Hs.110457	Wolf-Hirschhorn syndrome candidate 1	WHSC1	AF083389	4.21	0.91	0.14	-1
212479_s_at	Hs.75277	hypothetical protein FLJ13910	FLJ13910	AL050139	4.21	0.94	0.12	-1
218966_at	Hs.111782	myosin VC	MYO5C	NM_018728	4.21	1.05	0.14	1
204914_s_at	Hs.432638	SRY (sex determining region Y)-box 11	SOX11	AI360875	4.21	0.82	0.14	-1
202487_s_at	Hs.301005	H2A histone family, member V	H2AV	NM_012412	4.21	0.96	0.13	-1
206081_at	Hs.173092	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	SLC24A1	NM_004727	4.21	1.09	0.13	1
236184_at	Hs.131686	Transcribed sequences		AI798959	4.2	1.19	0.13	1
223274_at	Hs.512706	transcription factor 19 (SC1)	TCF19	BC002493	4.2	0.95	0.12	-1
212960_at	Hs.411317	KIAA0882 protein	KIAA0882	AB020689	4.2	1.08	0.14	1
203702_s_at	Hs.169910	KIAA0173 gene product	KIAA0173	AL043927	4.2	0.85	0.12	-1
237737_at	Hs.447928	Similar to FLJ00310 protein (LOC196758), mRNA		AI359676	4.2	1.11	0.12	1
224925_at	Hs.437257	phosphatidylinositol 3,4,5-trisphosphate-dependent RAC exchanger 1	PREX1	BF308645	4.2	1.09	0.13	1
206107_at	Hs.65756	regulator of G -protein signalling 11	RGS11	NM_003834	4.2	1.2	0.14	1
235113_at	Hs.451090	peptidylprolyl isomerase (cyclophilin) like 5	PPIL5	AA742244	4.2	0.96	0.13	-1
204542_at	Hs.288215	sialyltransferase 7 ((alpha-N-acetylneuraminyl-2,3-beta?galactosyl-1,3)-N-acetyl galactosaminide alpha-2,6?sialyltransferase) B	SIAT7B	NM_006456	4.2	1.09	0.13	1
203766_s_at	Hs.79386	leiomodin 1 (smooth muscle)	LMOD1	NM_012134	4.19	1.15	0.13	1
228081_at				BF061444	4.19	1.05	0.12	1
229062_at	Hs.444449	Similar to ADP-ribosylation factor-like membrane-associated protein (LOC132946), mRNA		BE463997	4.19	0.91	0.14	-1
232635_at	Hs.333278	chromosome 14 open reading frame 145	C14orf145	AV703868	4.19	0.89	0.13	-1
225723_at	Hs.284207	chromosome 6 open reading frame 129	C6orf129	BE794699	4.19	0.91	0.14	-1
244472_at	Hs.525221	Transcribed sequences		AW291482	4.19	1.13	0.14	1
240081_at	Hs.272139	Transcribed sequences		AA004803	4.19	1.09	0.14	1
222685_at	Hs.54617	family with sequence similarity 29, member A	FAM29A	AB046794	4.18	0.95	0.14	-1
220168_at	Hs.407771	cancer susceptibility candidate 1	CASC1	NM_018272	4.18	1.13	0.13	1
205296_at				AL365505	4.18	0.93	0.14	-1
201088_at	Hs.252712	karyopherin alpha 2 (RAG cohort 1, importin alpha 1)	KPNA2	NM_002266	4.18	0.95	0.14	-1
202932_at	Hs.194148	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1	YES1	NM_005433	4.18	0.95	0.13	-1
225775_at	Hs.27267	hypothetical protein MGC50844	MGC5084 4	AK000208	4.17	0.94	0.12	-1
227700_x_at	Hs.467479	hypothetical protein FLJ10709	FLJ10709	AL043161	4.17	0.96	0.12	-1
218499_at	Hs.23643	Mst3 and SOK1-related kinase	MST4	NM_016542	4.17	0.92	0.13	-1
216228_s_at	Hs.385998	WD repeat and HMG-box DNA binding protein 1	WDHD1	AK001538	4.17	0.86	0.14	-1
226349_at	Hs.295563	hypothetical protein MGC40397	MGC4039 7	BE264828	4.17	0.95	0.12	-1
202185_at	Hs.153357	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	PLOD3	NM_001084	4.17	0.96	0.14	-1
212009_s_at	Hs.257827	stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)	STIP1	BF974063	4.16	0.84	0.13	-1
218169_at	Hs.445061	hypothetical protein FLJ10305	FLJ10305	NM_018052	4.16	0.9	0.14	-1
209421_at	Hs.440394	mutS homolog 2, colon cancer, nonpolyposis type 1 (E. coli)	MSH2	U04045	4.16	0.96	0.13	-1
219455_at	Hs.276466	hypothetical protein FLJ21062	FLJ21062	NM_024788	4.16	1.12	0.14	1
242560_at	Hs.208388	Fanconi anemia, complementation group D2	FANCD2	AA579890	4.15	0.92	0.13	-1
224674_at	Hs.440899	tweety homolog 3 (Drosophila)	TTYH3	AI934753	4.15	0.96	0.12	-1
229169_at	Hs.431762	tetratricopeptide repeat-containing protein	LOC11849 1	AW024437	4.15	1.2	0.13	1
215300_s_at	Hs.396595	flavin containing monooxygenase 5	FMO5	AK022172	4.14	1.21	0.13	1
226831_at				AA928542	4.14	1.04	0.13	1
219209_at	Hs.389539	melanoma differentiation associated protein-5	MDA5	NM_022168	4.14	0.92	0.14	-1
202551_s_at				BG546884	4.14	1.06	0.12	1
238527_at	Hs.214269	CDNA clone IMAGE:4779711, partial cds		BG106878	4.14	1.09	0.12	1
213571_s_at	Hs.211823	eukaryotic translation initiation factor 4E-like 3	EIF4EL3	BF516289	4.14	0.96	0.13	-1
212165_at	Hs.408302	chromosome 1 open reading frame 37	C1orf37	AL133052	4.14	0.96	0.13	-1
211998_at	Hs.180877	H3 histone, family 3B (H3.3B)	H3F3B	NM_005324	4.14	1.07	0.12	1
232144_at				AV710542	4.14	1.08	0.12	1
218901_at	Hs.182538	phospholipid scramblase 4	PLSCR4	NM_020353	4.14	1.06	0.13	1
201853_s_at	Hs.153752	cell division cycle 25B	CDC25B	NM_021873	4.14	0.95	0.12	-1
220147_s_at	Hs.356223	chromosome 12 open reading frame 14	C12orf14	NM_021238	4.13	0.95	0.12	-1
211967_at	Hs.172089	pro-oncosis receptor inducing membrane injury gene	PORIMIN	BG538627	4.13	0.96	0.14	-1
221059_s_at	Hs.157439	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6	CHST6	NM_021615	4.13	0.94	0.14	-1
224366_s_at	Hs.333141	RALBP1 associated Eps domain containing 1	REPS1	AF251052	4.13	0.96	0.14	-1
223097_at	Hs.18021	ADP-ribosylhydrolase like 2	ADPRHL2	AF212236	4.13	0.96	0.13	-1
211013_x_at	Hs.89633	promyelocytic leukemia	PML	AF230411	4.13	0.87	0.13	-1
232930_at	Hs.6618	CDNA FLJ20782 fis, clone COL03841		AK000789	4.13	1.06	0.12	1
234294_x_at	Hs.118964	p66 alpha	p66alpha	AL390164	4.13	0.97	0.12	-1
225100_at	Hs.6994	hypothetical protein LOC200933	LOC20093 3	AK025697	4.13	0.96	0.13	-1
239723_at	Hs.529285	Transcribed sequences		AA588092	4.13	1.14	0.13	1
222895_s_at	Hs.57987	B-cell CLL/lymphoma 11B (zinc finger protein)	BCL11B	AA918317	4.13	0.9	0.13	-1
243754_at	Hs.72010	Transcribed sequences		AA149736	4.12	0.93	0.13	-1
213404_s_at				BF033683	4.12	0.96	0.12	-1
238746_at	Hs.354427	Transcribed sequences		BF245284	4.12	1.15	0.12	1
200086_s_at	Hs.433419	cytochrome c oxidase subunit IV isoform 1	COX4I1	AA854966	4.12	0.96	0.14	-1
205733_at	Hs.383913	Bloom syndrome	BLM	NM_000057	4.12	0.95	0.14	-1
200822_x_at	Hs.512711	triosephosphate isomerase 1	TPI1	NM_000365	4.12	0.96	0.12	-1
241789_at	Hs.371357	Transcribed sequences		AW338699	4.12	1.13	0.14	1
200876_s_at	Hs.352768	proteasome (prosome, macropain) subunit, beta type, 1	PSMB1	NM_002793	4.12	0.96	0.13	-1
201068_s_at	Hs.61153	proteasome (prosome, macropain) 26S subunit, ATPase, 2	PSMC2	NM_002803	4.12	0.97	0.13	-1
211725_s_at				BC005884	4.12	0.95	0.13	-1
214426_x_at	Hs.79018	chromatin assembly factor 1, subunit A (p150)	CHAF1A	BF062223	4.11	0.96	0.14	-1
219568_x_at	Hs.8619	SRY (sex determining region Y)-box 18	SOX18	NM_018419	4.11	1.09	0.13	1
226702_at	Hs.7155	hypothetical protein LOC129607	LOC12960 7	AI742057	4.11	0.92	0.14	-1
203092_at	Hs.123178	translocase of inner mitochondrial membrane 44 homolog (yeast)	TIMM44	AF026030	4.11	0.92	0.12	-1
232398_at	Hs.130741	hypothetical protein DKFZp434P055	DKFZp434 P055	AK001064	4.11	0.93	0.14	-1
227404_s_at	Hs.326035	early growth response 1	EGR1	AI459194	4.11	1.06	0.14	1
221521_s_at	Hs.433180	DNA replication complex GINS protein PSF2	Pfs2	BC003186	4.11	0.87	0.13	-1
240776_at	Hs.368903	Transcribed sequences		AI378893	4.11	1.16	0.12	1
226303_at	Hs.46531	phosphoglucomutase 5	PGM5	AA706788	4.11	1.11	0.12	1
228877_at	Hs.375142	RalGEF-like protein 3, mouse homolog	RGL3	AI379517	4.11	1.08	0.13	1
219304_s_at	Hs.112885	platelet derived growth factor D	PDGFD	NM_025208	4.11	1.06	0.12	1
224752_at				BG495068	4.11	0.97	0.14	-1
228361_at	Hs.231444	E2F transcription factor 2	E2F2	AL561296	4.11	0.95	0.13	-1
205355_at	Hs.81934	acyl-Coenzyme A dehydrogenase, short/branched chain	ACADSB	NM_001609	4.11	1.14	0.14	1
232668_at	Hs.491788	CDNA FLJ11528 fis, clone HEMBA1002621.		AW903934	4.11	1.08	0.13	1
221203_s_at	Hs.318127	hypothetical protein FLJ10201	FLJ10201	NM_018023	4.11	0.96	0.13	-1
201263_at				NM_003191	4.1	0.96	0.14	-1
217938_s_at	Hs.5392	potassium channel modulatory factor 1	KCMF1	NM_020122	4.1	0.96	0.14	-1
203396_at	Hs.251531	proteasome (prosome, macropain) subunit, alpha type, 4	PSMA4	NM_002789	4.1	0.97	0.12	-1
205392_s_at	Hs.272493	chemokine (C-C motif) ligand 15	CCL15	NM_004166	4.1	1.08	0.12	1
231034_s_at	Hs.170162	KIAA1357 protein	KIAA1357	AI871589	4.1	0.94	0.14	-1
226488_at	Hs.287295	similar to cyclin-E binding protein 1 (H. sapiens)	MGC1438	AW007826	4.1	0.95	0.14	-1
227966_s_at	Hs.449141	Hypothetical protein LOC285103, mRNA (cDNA clone IMAGE:5273139), partial cds		AA524895	4.1	1.18	0.13	1
222443_s_at	Hs.10283	RNA binding motif protein 8A	RBM8A	AF182415	4.09	0.96	0.13	-1
228281_at	Hs.165607	hypothetical protein FLJ25416	FLJ25416	BF343258	4.09	0.93	0.14	-1
242532_at	Hs.506142	Transcribed sequences		AI143137	4.09	1.07	0.12	1
205194_at	Hs.512656	phosphoserine phosphatase	PSPH	NM_004577	4.09	0.92	0.12	-1
214753_at				AW084068	4.09	1.07	0.13	1
216675_at				AK000834	4.09	1.14	0.13	1
225611_at	Hs.212787	KIAA0303 protein	KIAA0303	AI096389	4.09	1.06	0.14	1
223880_x_at	Hs.184062	chromosome 20 open reading frame 24	C20orf24	BC004446	4.09	0.96	0.14	-1
226108_at	Hs.93670	hypothetical protein BC001584	LOC12424 5	AK026317	4.09	0.96	0.14	-1
230093_at				AI683428	4.09	1.11	0.14	1
229580_at	Hs.7413	Transcribed sequences		R71596	4.08	1.12	0.14	1
242509_at	Hs.191269	Transcribed sequences		R71072	4.08	1.12	0.12	1
227533_at				AA732944	4.08	1.07	0.14	1
243071_at	Hs.529553	Transcribed sequences		AA167270	4.08	0.93	0.12	-1
226597_at	Hs.76277	polyposis locus protein 1-like 1	DP1L1	AI348159	4.08	1.11	0.12	1
229490_s_at				AW271106	4.07	0.89	0.13	-1
236064_at				AW966184	4.07	1.06	0.14	1
222760_at	Hs.288042	hypothetical protein FLJ14299	FLJ14299	BG290193	4.07	1.08	0.13	1
213647_at	Hs.194665	DNA2 DNA replication helicase 2-like (yeast)	DNA2L	D42046	4.07	0.94	0.12	-1
225082_at	Hs.16251	cleavage and polyadenylation specific factor 3, 73kDa	CPSF3	NM_016207	4.07	0.96	0.14	-1
208696_at	Hs.1600	chaperonin containing TCP1, subunit 5 (epsilon)	CCT5	AF275798	4.07	0.95	0.14	-1
225612_s_at				BE672260	4.07	0.93	0.12	-1
217907_at	Hs.416998	mitochondrial ribosomal protein L18	MRPL18	NM_014161	4.06	0.96	0.12	-1
224609_at	Hs.105509	CTL2 gene	CTL2	AI264216	4.06	0.94	0.13	-1
203930_s_at	Hs.101174	microtubule-associated protein tau	MAPT	NM_016835	4.06	1.11	0.14	1
218543_s_at	Hs.12646	zinc finger CCCH type domain containing 1	ZC3HDC1	NM_022750	4.06	0.95	0.13	-1
221580_s_at	Hs.355750	hypothetical protein MGC5306	MGC5306	BC001972	4.06	0.96	0.13	-1
226067_at				AL355392	4.06	1.19	0.13	1
225468_at	Hs.374897	hypothetical protein FLJ36874	FLJ36874	AI761804	4.06	0.96	0.12	-1
228469_at	Hs.143482	peptidylprolyl isomerase D (cyclophilin D)	PPID	BF431902	4.06	1.05	0.13	1
202089_s_at	Hs.79136	solute carrier family 39 (zinc transporter), member 6	SLC39A6	NM_012319	4.06	1.08	0.14	1
204468_s_at	Hs.78824	tyrosine kinase with immunoglobulin and epidermal growth factor homology domains	TIE	NM_005424	4.06	1.11	0.14	1
227609_at	Hs.343800	epithelial stromal interaction 1 (breast)	EPSTI1	AA633203	4.06	0.94	0.14	-1
226723_at	Hs.113919	hypothetical protein LOC374969	LOC37496 9	AI581511	4.06	0.97	0.14	-1
219588_s_at	Hs.18616	hypothetical protein FLJ20311	FLJ20311	NM_017760	4.06	0.95	0.14	-1
228811_at	Hs.9187	Transcribed sequences		AI493276	4.06	1.07	0.14	1
208308_s_at	Hs.406458	glucose phosphate isomerase	GPI	NM_000175	4.06	0.96	0.13	-1
213381_at				N91149	4.05	1.13	0.13	1
201791_s_at	Hs.11806	7-dehydrocholesterol reductase	DHCR7	NM_001360	4.05	0.93	0.14	-1
244264_at	Hs.253313	FLJ44186 protein	FLJ44186	AW197495	4.05	0.9	0.12	-1
222859_s_at	Hs.62643	dual adaptor of phosphotyrosine and 3-phosphoinositides	DAPP1	NM_014395	4.05	0.95	0.13	-1
202815_s_at	Hs.15299	HMBA-inducible	HIS1	NM_006460	4.05	1.05	0.14	1
218894_s_at	Hs.104650	hypothetical protein FLJ10292	FLJ10292	NM_018048	4.05	0.89	0.12	-1
235771_at				BF594722	4.05	1.09	0.13	1
219386_s_at	Hs.438683	SLAM family me mber 8	SLAMF8	NM_020125	4.05	0.9	0.14	-1
222250_s_at	Hs.385548	DKFZP434B168 protein	DKFZP434 B168	AK001363	4.05	0.94	0.14	-1
202737_s_at	Hs.76719	LSM4 homolog, U6 small nuclear RNA associated (S. cerevisiae)	LSM4	NM_012321	4.05	0.95	0.14	-1
210046_s_at	Hs.5337	isocitrate dehydrogenase 2 (NADP+), mitochondrial	IDH2	U52144	4.05	0.95	0.13	-1
226298_at	Hs.218182	hypothetical protein DKFZp761H0421	DKFZp761 H0421	BE394201	4.05	1.04	0.12	1
218728_s_at	Hs.445890	HSPC163 protein	HSPC163	NM_014184	4.04	0.94	0.14	-1
202610_s_at	Hs.407604	cofactor required for Sp1 transcriptional activation, subunit 2, 150kDa	CRSP2	AF135802	4.04	0.95	0.14	-1
222640_at	Hs.241565	DNA (cytosine-5-)-methyltransferase 3 alpha	DNMT3A	N26002	4.04	0.96	0.13	-1
226582_at	Hs.19193	CDNA clone IMAGE:4127835, partial cds		AL520272	4.04	1.06	0.13	1
204724_s_at	Hs.126248	collagen, type IX, alpha 3	COL9A3	NM_001853	4.04	0.82	0.14	-1
224437_s_at	Hs.267288	chromosome 6 open reading frame 55	C6orf55	BC005937	4.03	0.96	0.14	-1
208691_at	Hs.185726	transferrin receptor (p90, CD71)	TFRC	BC001188	4.03	0.95	0.13	-1
210026_s_at	Hs.57973	caspase recruitment domain family, member 10	CARD10	AY028896	4.03	1.06	0.14	1
230757_at				AA195276	4.03	1.1	0.12	1
227021_at	Hs.237691	amine oxidase, flavin containing 1	AOF1	BE348688	4.03	0.95	0.14	-1
205711_x_at	Hs.155433	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	ATP5C1	NM_005174	4.03	0.97	0.13	-1
224333_s_at	Hs.387988	mitochondrial ribosomal protein S5	MRPS5	AB049940	4.02	0.97	0.12	-1
226197_at				T68445	4.02	1.07	0.14	1
220414_at	Hs.180142	calmodulin-like 5	CALML5	NM_017422	4.02	0.79	0.13	-1
228359_at	Hs.55067	nm23-phosphorylated unknown substrate	KIAA1959	AA037664	4.02	0.9	0.14	-1
202268_s_at	Hs.418162	amyloid beta precursor protein binding protein 1, 59kDa	APPBP1	NM_003905	4.02	0.96	0.12	-1
208864_s_at	Hs.395309	thioredoxin	TXN	AF313911	4.02	0.96	0.14	-1
206509_at	Hs.99949	prolactin-induced protein	PIP	NM_002652	4.01	1.14	0.12	1
220011_at	Hs.149305	hypothetical protein MGC2603	MGC2603	NM_024037	4.01	0.96	0.14	-1
219286_s_at	Hs.435947	RNA binding motif protein 15	RBM15	NM_022768	4.01	0.96	0.13	-1
242384_at	Hs.254608	Transcribed sequence with weak similarity to protein ref:NP_009032.1 (H.sapiens) sarcosine dehydrogenase; dimethylglycine dehydrogenase-like 1 [Homo sapiens]		AI452469	4.01	1.1	0.13	1
204623_at	Hs.82961	trefoil factor 3 (intestinal)	TFF3	NM_003226	4.01	1.13	0.13	1
209825_s_at	Hs.458360	uridine monophosphate kinase	UMPK	BC002906	4.01	0.95	0.14	-1
201521_s_at	Hs.240770	nuclear cap binding protein subunit 2, 20kDa	NCBP2	NM_007362	4.01	0.95	0.12	-1
205890_s_at	Hs.44532	ubiquitin D	UBD	NM_006398	4.01	0.89	0.14	-1
205948_at	Hs.225952	protein tyrosine phosphatase, receptor type, T	PTPRT	NM_007050	4.01	1.17	0.13	1
227376_at				AW021102	4.01	1.05	0.13	1
222631_at				AI862887	4.01	0.97	0.13	-1
213712_at	Hs.58488	catenin (cadherin-associated protein), alpha-like 1	CTNNAL1	BF508639	4.01	1.19	0.14	1
