geneid	symbol	description	pvalue	zscore	probe	w_pvalue	signed_p(negative--down, positive--up in LSC)
23351	KIAA0323	KIAA0323	0.013009	-2.225952	212356_at;212355_at;	0.005594406;0.066666667;	-0.030536
55632	KIAA1333	KIAA1333	0.025381	-1.953488	223254_s_at;223256_at;	0.066666667;0.005594406;	-0.030536
148808	MFSD4	major facilitator superfamily domain containing 4	0.025381	-1.953488	239304_at;229254_at;	0.066666667;0.005594406;	-0.030536
442113	LOC442113	similar to protein tyrosine phosphatase, non-receptor type 11	0.025381	-1.953488	241930_x_at;241930_x_at;	0.066666667;0.005594406;	-0.030536
81550	TDRD3	tudor domain containing 3	0.029089	-1.894355	208089_s_at;208089_s_at;	0.075524476;0.137279819;	-0.030878
84132	USP42	ubiquitin specific peptidase 42	0.025499	-1.951504	226176_s_at;226669_at;	0.067411619;0.005594406;	-0.030909
1774	DNASE1L1	deoxyribonuclease I-like 1	0.023043	-1.994607	203912_s_at;203912_s_at;	0.053427824;0.116666667;	-0.031619
2203	FBP1	fructose-1,6-bisphosphatase 1	0.040612	-1.743629	209696_at;209696_at;	0.106293706;0.170160003;	-0.031933
27242	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	0.012818	-2.231692	214581_x_at;214581_x_at;	0.002797203;0.066666667;	-0.031935
10569	SLU7	SLU7 splicing factor homolog (S. cerevisiae)	0.025043	-1.959227	231718_at;227990_at;	0.066666667;0.002797203;	-0.031935
55342	STRBP	spermatid perinuclear RNA binding protein	0.025043	-1.959227	233251_at;229513_at;	0.066666667;0.002797203;	-0.031935
57492	ARID1B	AT rich interactive domain 1B (SWI1-like)	0.025043	-1.959227	240116_at;1558822_at;	0.066666667;0.002797203;	-0.031935
117583	PARD3B	par-3 partitioning defective 3 homolog B (C. elegans)	0.025043	-1.959227	244586_x_at;228411_at;	0.066666667;0.002797203;	-0.031935
121551	BTBD11	BTB (POZ) domain containing 11	0.025043	-1.959227	241295_at;228570_at;	0.066666667;0.002797203;	-0.031935
157695	C8orf42	chromosome 8 open reading frame 42	0.025043	-1.959227	226778_at;230903_s_at;	0.066666667;0.002797203;	-0.031935
203547	LOC203547	hypothetical protein LOC203547	0.025043	-1.959227	242474_s_at;225556_at;	0.066666667;0.002797203;	-0.031935
283378	LOC283378	hypothetical protein LOC283378	0.025043	-1.959227	229528_at;229528_at;	0.066666667;0.002797203;	-0.031935
285368	PRRT3	proline-rich transmembrane protein 3	0.025043	-1.959227	242888_at;1556308_at;	0.066666667;0.002797203;	-0.031935
353322	ANKRD37	ankyrin repeat domain 37	0.025043	-1.959227	242548_x_at;227337_at;	0.066666667;0.002797203;	-0.031935
10513	APPBP2	amyloid beta precursor protein (cytoplasmic tail) binding protein 2	0.0227	-2.000922	202629_at;202631_s_at;	0.05034965;0.116666667;	-0.033159
22823	MTF2	metal response element binding transcription factor 2	0.0227	-2.000922	203345_s_at;203347_s_at;	0.05034965;0.116666667;	-0.033159
81544	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5	0.0227	-2.000922	32502_at;32502_at;	0.05034965;0.116666667;	-0.033159
51667	NUB1	negative regulator of ubiquitin-like proteins 1	0.041944	-1.728556	234332_at;1569030_s_at;	0.116666667;0.05034965;	-0.033159
114785	MBD6	methyl-CpG binding domain protein 6	0.041944	-1.728556	227833_s_at;227833_s_at;	0.116666667;0.05034965;	-0.033159
286128	ZFP41	zinc finger protein 41 homolog (mouse)	0.041944	-1.728556	227902_at;227898_s_at;	0.116666667;0.05034965;	-0.033159
646590	LOC646590	hypothetical LOC646590	0.041944	-1.728556	231467_at;231467_at;	0.116666667;0.05034965;	-0.033159
79946	C10orf95	chromosome 10 open reading frame 95	0.022069	-2.012784	220152_at;220152_at;	0.044568465;0.116666667;	-0.036049
57599	WDR48	WD repeat domain 48	0.01997	-2.054367	56919_at;222157_s_at;	0.033566434;0.109530972;	-0.037982
51684	SUFU	suppressor of fused homolog (Drosophila)	0.037376	-1.781987	222749_at;222749_at;	0.109530972;0.033566434;	-0.037982
780	DDR1	discoidin domain receptor tyrosine kinase 1	0.043769	-1.708534	1007_s_at;208779_x_at;	0.106293706;0.183333333;	-0.03852
9816	KIAA0133	KIAA0133	0.043769	-1.708534	205284_at;205284_at;	0.106293706;0.183333333;	-0.03852
10765	JARID1B	jumonji, AT rich interactive domain 1B	0.043769	-1.708534	201549_x_at;201548_s_at;	0.106293706;0.183333333;	-0.03852
55311	ZNF444	zinc finger protein 444	0.043769	-1.708534	50376_at;218707_at;	0.106293706;0.183333333;	-0.03852
55619	DOCK10	dedicator of cytokinesis 10	0.043769	-1.708534	219279_at;215151_at;	0.106293706;0.183333333;	-0.03852
203069	R3HCC1	R3H domain and coiled-coil containing 1	0.043769	-1.708534	35156_at;35156_at;	0.106293706;0.183333333;	-0.03852
467	ATF3	activating transcription factor 3	0.026602	-1.933258	1554980_a_at;202672_s_at;	0.148251748;0.066666667;	-0.040793
54443	ANLN	anillin, actin binding protein	0.048377	-1.660794	1552619_a_at;222608_s_at;	0.148251748;0.066666667;	-0.040793
7832	BTG2	BTG family, member 2	0.044872	-1.696749	201235_s_at;201236_s_at;	0.198601399;0.116666667;	-0.040967
5889	RAD51C	RAD51 homolog C (S. cerevisiae)	0.020907	-2.035357	206066_s_at;206066_s_at;	0.033566434;0.116666667;	-0.04155
10404	PGCP	plasma glutamate carboxypeptidase	0.020907	-2.035357	203501_at;208454_s_at;	0.033566434;0.116666667;	-0.04155
84498	FAM120B	family with sequence similarity 120B	0.038951	-1.762991	227895_at;226774_at;	0.116666667;0.033566434;	-0.04155
84866	TMEM25	transmembrane protein 25	0.038951	-1.762991	238514_at;226647_at;	0.116666667;0.033566434;	-0.04155
283989	TSEN54	tRNA splicing endonuclease 54 homolog (S. cerevisiae)	0.038951	-1.762991	241402_at;241402_at;	0.116666667;0.033566434;	-0.04155
284408	LOC284408	hypothetical protein LOC284408	0.038951	-1.762991	235779_at;235779_at;	0.116666667;0.033566434;	-0.04155
151194	FAM119A	family with sequence similarity 119, member A	0.035236	-1.80887	225565_at;225572_at;	0.109530972;0.020463665;	-0.044534
65117	RSRC2	arginine/serine-rich coiled-coil 2	0.019506	-2.064052	202302_s_at;202301_s_at;	0.01958042;0.116666667;	-0.048543
81688	C6orf62	chromosome 6 open reading frame 62	0.019506	-2.064052	213875_x_at;208809_s_at;	0.01958042;0.116666667;	-0.048543
169714	QSOX2	quiescin Q6 sulfhydryl oxidase 2	0.036592	-1.791687	235239_at;227146_at;	0.116666667;0.01958042;	-0.048543
201475	RAB12	RAB12, member RAS oncogene family	0.036592	-1.791687	239164_at;238714_at;	0.116666667;0.01958042;	-0.048543
9363	RAB33A	RAB33A, member RAS oncogene family	0.028699	-1.900261	216758_at;206039_at;	0.164334109;0.066666667;	-0.048834
5432	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	0.018705	-2.08127	214263_x_at;216282_x_at;	0.116666667;0.011188811;	-0.052739
23065	KIAA0090	KIAA0090	0.018705	-2.08127	212394_at;212394_at;	0.116666667;0.011188811;	-0.052739
57406	ABHD6	abhydrolase domain containing 6	0.018705	-2.08127	221552_at;221552_at;	0.116666667;0.011188811;	-0.052739
90799	CCDC45	coiled-coil domain containing 45	0.035233	-1.808904	223815_at;225705_at;	0.116666667;0.011188811;	-0.052739
91833	WDR20	WD repeat domain 20	0.035233	-1.808904	227693_at;1554549_a_at;	0.116666667;0.011188811;	-0.052739
123811	C16orf63	chromosome 16 open reading frame 63	0.035233	-1.808904	240529_at;225087_at;	0.116666667;0.011188811;	-0.052739
648556	LOC648556	uncharacterized gastric protein ZA43P	0.035233	-1.808904	232696_at;232696_at;	0.116666667;0.011188811;	-0.052739
92140	MTDH	metadherin	0.038235	-1.771551	212250_at;212248_at;	0.183333333;0.075579586;	-0.053877
4883	NPR3	natriuretic peptide receptor C/guanylate cyclase C (atrionatriuretic peptide receptor C)	0.038225	-1.771664	219790_s_at;219789_at;	0.183333333;0.075524476;	-0.053904
7266	DNAJC7	DnaJ (Hsp40) homolog, subfamily C, member 7	0.038225	-1.771664	202416_at;215252_at;	0.183333333;0.075524476;	-0.053904
8776	MTMR1	myotubularin related protein 1	0.038225	-1.771664	213511_s_at;213511_s_at;	0.183333333;0.075524476;	-0.053904
9107	MTMR6	myotubularin related protein 6	0.038225	-1.771664	214429_at;214429_at;	0.183333333;0.075524476;	-0.053904
9221	NOLC1	nucleolar and coiled-body phosphoprotein 1	0.038225	-1.771664	205895_s_at;211951_at;	0.183333333;0.075524476;	-0.053904
9686	VGLL4	vestigial like 4 (Drosophila)	0.038225	-1.771664	214004_s_at;212399_s_at;	0.183333333;0.075524476;	-0.053904
58525	WIZ	widely interspaced zinc finger motifs	0.038225	-1.771664	52005_at;221784_at;	0.183333333;0.075524476;	-0.053904
147478			0.038225	-1.771664	215164_at;215164_at;	0.183333333;0.075524476;	-0.053904
1540	CYLD	cylindromatosis (turban tumor syndrome)	0.018301	-2.090171	213295_at;221905_at;	0.116666667;0.006850503;	-0.054908
57519	STARD9	StAR-related lipid transfer (START) domain containing 9	0.034547	-1.817805	243949_at;227108_at;	0.116666667;0.006850503;	-0.054908
401264	FLJ37798	hypothetical gene supported by AK095117	0.034547	-1.817805	227298_at;227298_at;	0.116666667;0.006850503;	-0.054908
129804	FBLN7	fibulin 7	0.03435	-1.820382	229247_at;239644_at;	0.116666667;0.005594406;	-0.055536
3987	LIMS1	LIM and senescent cell antigen-like domains 1	0.017931	-2.098487	207198_s_at;212687_at;	0.116666667;0.002797203;	-0.056935
5175	PECAM1	platelet/endothelial cell adhesion molecule (CD31 antigen)	0.017931	-2.098487	208982_at;208982_at;	0.116666667;0.002797203;	-0.056935
6256	RXRA	retinoid X receptor, alpha	0.017931	-2.098487	202426_s_at;202449_s_at;	0.116666667;0.002797203;	-0.056935
9583	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	0.017931	-2.098487	204076_at;204076_at;	0.116666667;0.002797203;	-0.056935
10125	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	0.017931	-2.098487	205590_at;205590_at;	0.116666667;0.002797203;	-0.056935
10791	VAMP5	vesicle-associated membrane protein 5 (myobrevin)	0.017931	-2.098487	214115_at;214115_at;	0.116666667;0.002797203;	-0.056935
90806	ANGEL2	angel homolog 2 (Drosophila)	0.017931	-2.098487	221826_at;221825_at;	0.116666667;0.002797203;	-0.056935
64145	ZFYVE20	zinc finger, FYVE domain containing 20	0.033916	-1.826122	231765_at;226581_at;	0.116666667;0.002797203;	-0.056935
81846	SBF2	SET binding factor 2	0.033916	-1.826122	240326_at;226169_at;	0.116666667;0.002797203;	-0.056935
113115	FAM54A	family with sequence similarity 54, member A	0.0401	-1.749531	228069_at;228069_at;	0.148251748;0.033333333;	-0.057459
643376	hCG_1730474	hCG1730474	0.022261	-2.009137	215349_at;215349_at;	0.137279819;0.01958042;	-0.05885
81577	GFOD2	glucose-fructose oxidoreductase domain containing 2	0.031919	-1.853304	221028_s_at;214076_at;	0.187220972;0.066666667;	-0.060277
8508	NIPSNAP1	nipsnap homolog 1 (C. elegans)	0.019392	-2.066463	201708_s_at;201709_s_at;	0.148251748;0.016666667;	-0.065793
2177	FANCD2	Fanconi anemia, complementation group D2	0.036415	-1.793899	223545_at;242560_at;	0.148251748;0.016666667;	-0.065793
84950	PRPF38A	PRP38 pre-mRNA processing factor 38 (yeast) domain containing A	0.036415	-1.793899	1553709_a_at;223230_at;	0.148251748;0.016666667;	-0.065793
4725	NDUFS5	NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)	0.033628	-1.829954	201757_at;201757_at;	0.198601399;0.066666667;	-0.065967
5504	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	0.034128	-1.823316	202166_s_at;202165_at;	0.183333333;0.05034965;	-0.066492
9282	MED14	mediator complex subunit 14	0.034128	-1.823316	202610_s_at;202611_s_at;	0.183333333;0.05034965;	-0.066492
9619	ABCG1	ATP-binding cassette, sub-family G (WHITE), member 1	0.034128	-1.823316	211113_s_at;204567_s_at;	0.183333333;0.05034965;	-0.066492
10618	TGOLN2	trans-golgi network protein 2	0.034128	-1.823316	203833_s_at;212043_at;	0.183333333;0.05034965;	-0.066492
54805	CNNM2	cyclin M2	0.034128	-1.823316	206818_s_at;1554522_at;	0.183333333;0.05034965;	-0.066492
82422			0.034128	-1.823316	218197_s_at;218197_s_at;	0.183333333;0.05034965;	-0.066492
266655	FLJ35348	FLJ35348	0.034128	-1.823316	213788_s_at;203245_s_at;	0.183333333;0.05034965;	-0.066492
9857	CEP350	centrosomal protein 350kDa	0.020498	-2.043572	213956_at;204373_s_at;	0.137279819;0.002797203;	-0.067241
406	ARNTL	aryl hydrocarbon receptor nuclear translocator-like	0.031602	-1.857751	209824_s_at;209824_s_at;	0.183333333;0.033566434;	-0.074883
5433	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D	0.031602	-1.857751	214144_at;203664_s_at;	0.183333333;0.033566434;	-0.074883
9522	SCAMP1	secretory carrier membrane protein 1	0.031602	-1.857751	212416_at;212425_at;	0.183333333;0.033566434;	-0.074883
10591	C6orf108	chromosome 6 open reading frame 108	0.031602	-1.857751	204238_s_at;39817_s_at;	0.183333333;0.033566434;	-0.074883
54505	DHX29	DEAH (Asp-Glu-Ala-His) box polypeptide 29	0.031602	-1.857751	212648_at;212649_at;	0.183333333;0.033566434;	-0.074883
23077	MYCBP2	MYC binding protein 2	0.039547	-1.755963	201959_s_at;201959_s_at;	0.208615206;0.05034965;	-0.079133
90861	HN1L	hematological and neurological expressed 1-like	0.030382	-1.875204	212109_at;212109_at;	0.183333333;0.02505989;	-0.079137
5660	PSAP	prosaposin (variant Gaucher disease and variant metachromatic leukodystrophy)	0.029617	-1.886446	200866_s_at;200871_s_at;	0.183333333;0.01958042;	-0.081876
9828	ARHGEF17	Rho guanine nucleotide exchange factor (GEF) 17	0.029617	-1.886446	203756_at;203756_at;	0.183333333;0.01958042;	-0.081876
9984	THOC1	THO complex 1	0.029617	-1.886446	204064_at;222308_x_at;	0.183333333;0.01958042;	-0.081876
644504	LOC644504	similar to chondroitin beta1,4 N-acetylgalactosaminyltransferase 2	0.029617	-1.886446	222235_s_at;222235_s_at;	0.183333333;0.01958042;	-0.081876
84140	FLJ13305	hypothetical protein FLJ13305	0.049859	-1.646227	1557385_at;242584_at;	0.198601399;0.033333333;	-0.082634
148423	C1orf52	chromosome 1 open reading frame 52	0.046118	-1.683717	239038_at;228135_at;	0.170160003;0.002797203;	-0.083681
5724	PTAFR	platelet-activating factor receptor	0.037261	-1.783389	206278_at;206278_at;	0.208615206;0.036982017;	-0.085817
10156	RASA4	RAS p21 protein activator 4	0.028477	-1.903664	212707_s_at;212706_at;	0.183333333;0.011188811;	-0.086072
130770			0.028477	-1.903664	215447_at;215447_at;	0.183333333;0.011188811;	-0.086072
387522	TMEM189-UBE2V1	TMEM189-UBE2V1	0.028477	-1.903664	201003_x_at;201002_s_at;	0.183333333;0.011188811;	-0.086072
6738	TROVE2	TROVE domain family, member 2	0.027737	-1.915141	212839_s_at;213027_at;	0.183333333;0.005594406;	-0.088869
23076	RRP1B	ribosomal RNA processing 1 homolog B (S. cerevisiae)	0.027737	-1.915141	212844_at;212846_at;	0.183333333;0.005594406;	-0.088869
23471	TRAM1	translocation associated membrane protein 1	0.027737	-1.915141	210733_at;210733_at;	0.183333333;0.005594406;	-0.088869
23780	APOL2	apolipoprotein L, 2	0.027737	-1.915141	221013_s_at;221653_x_at;	0.183333333;0.005594406;	-0.088869
1984	EIF5A	eukaryotic translation initiation factor 5A	0.027373	-1.920881	201122_x_at;213753_x_at;	0.183333333;0.002797203;	-0.090268
4601	MXI1	MAX interactor 1	0.027373	-1.920881	202364_at;202364_at;	0.183333333;0.002797203;	-0.090268
4763	NF1	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)	0.027373	-1.920881	216115_at;212676_at;	0.183333333;0.002797203;	-0.090268
5717	PSMD11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	0.027373	-1.920881	208776_at;208776_at;	0.183333333;0.002797203;	-0.090268
5824	PEX19	peroxisomal biogenesis factor 19	0.027373	-1.920881	201706_s_at;201707_at;	0.183333333;0.002797203;	-0.090268
5862	RAB2A	RAB2A, member RAS oncogene family	0.027373	-1.920881	221960_s_at;208732_at;	0.183333333;0.002797203;	-0.090268
9187	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	0.027373	-1.920881	210420_at;206081_at;	0.183333333;0.002797203;	-0.090268
9117	SEC22C	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	0.04961	-1.648648	236268_at;225460_at;	0.183333333;0.002797203;	-0.090268
55553	SOX6	SRY (sex determining region Y)-box 6	0.04961	-1.648648	243255_at;235526_at;	0.183333333;0.002797203;	-0.090268
83860	TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	0.04961	-1.648648	235154_at;235119_at;	0.183333333;0.002797203;	-0.090268
84311	MRPL45	mitochondrial ribosomal protein L45	0.04961	-1.648648	237182_at;224479_s_at;	0.183333333;0.002797203;	-0.090268
84441	MAML2	mastermind-like 2 (Drosophila)	0.04961	-1.648648	235106_at;232333_at;	0.183333333;0.002797203;	-0.090268
158399	ZNF483	zinc finger protein 483	0.04961	-1.648648	243770_at;1554007_at;	0.183333333;0.002797203;	-0.090268
203228	C9orf72	chromosome 9 open reading frame 72	0.04961	-1.648648	225919_s_at;1553133_at;	0.183333333;0.002797203;	-0.090268
221477	C6orf89	chromosome 6 open reading frame 89	0.04961	-1.648648	224988_at;224977_at;	0.183333333;0.002797203;	-0.090268
57650	KIAA1524	KIAA1524	0.045457	-1.690595	1553810_a_at;231855_at;	0.198601399;0.016666667;	-0.090967
84930	MASTL	microtubule associated serine/threonine kinase-like	0.045457	-1.690595	228468_at;228468_at;	0.198601399;0.016666667;	-0.090967
55602	CDKN2AIP	CDKN2A interacting protein	0.034449	-1.819093	218929_at;218929_at;	0.208615206;0.01958042;	-0.094517
27101	CACYBP	calcyclin binding protein	0.044219	-1.703694	201381_x_at;211761_s_at;	0.26013986;0.066666667;	-0.096737
286042	FLJ10661	similar to CG7889-PA	0.049058	-1.654053	1562904_s_at;227917_at;	0.216411753;0.016666667;	-0.099873
2332	FMR1	fragile X mental retardation 1	0.031903	-1.853528	203689_s_at;203689_s_at;	0.208615206;0.002797203;	-0.102909
1844	DUSP2	dual specificity phosphatase 2	0.036527	-1.792497	204794_at;204794_at;	0.26013986;0.033333333;	-0.113403
4751	NEK2	NIMA (never in mitosis gene a)-related kinase 2	0.033112	-1.836899	211080_s_at;204641_at;	0.26013986;0.016666667;	-0.121737
55312	RFK	riboflavin kinase	0.048194	-1.662626	203225_s_at;203224_at;	0.266666667;0.020463665;	-0.123102
523	ATP6V1A	ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A	0.048012	-1.664438	201971_s_at;201972_at;	0.266666667;0.01958042;	-0.123543
1857	DVL3	dishevelled, dsh homolog 3 (Drosophila)	0.048012	-1.664438	201907_x_at;201908_at;	0.266666667;0.01958042;	-0.123543
4772	NFATC1	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	0.048012	-1.664438	210162_s_at;211105_s_at;	0.266666667;0.01958042;	-0.123543
5532	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform	0.048012	-1.664438	202432_at;215586_at;	0.266666667;0.01958042;	-0.123543
5631	PRPS1	phosphoribosyl pyrophosphate synthetase 1	0.048012	-1.664438	208447_s_at;209440_at;	0.266666667;0.01958042;	-0.123543
55204	GOLPH3L	golgi phosphoprotein 3-like	0.048012	-1.664438	218361_at;218361_at;	0.266666667;0.01958042;	-0.123543
89853	FAM125B	family with sequence similarity 125, member B	0.048012	-1.664438	222241_at;221828_s_at;	0.266666667;0.01958042;	-0.123543
91647	ATPAF2	ATP synthase mitochondrial F1 complex assembly factor 2	0.048012	-1.664438	213057_at;214330_at;	0.266666667;0.01958042;	-0.123543
55359	STYK1	serine/threonine/tyrosine kinase 1	0.041347	-1.735262	221696_s_at;221696_s_at;	0.253007498;0.002797203;	-0.125105
52	ACP1	acid phosphatase 1, soluble	0.046318	-1.681655	215227_x_at;201630_s_at;	0.266666667;0.011188811;	-0.127739
2767	GNA11	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	0.046318	-1.681655	204248_at;214679_x_at;	0.266666667;0.011188811;	-0.127739
5533	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	0.046318	-1.681655	213950_s_at;207000_s_at;	0.266666667;0.011188811;	-0.127739
6777	STAT5B	signal transducer and activator of transcription 5B	0.046318	-1.681655	205026_at;212549_at;	0.266666667;0.011188811;	-0.127739
7541	ZFP161	zinc finger protein 161 homolog (mouse)	0.046318	-1.681655	209724_s_at;209724_s_at;	0.266666667;0.011188811;	-0.127739
9466	IL27RA	interleukin 27 receptor, alpha	0.046318	-1.681655	205926_at;222062_at;	0.266666667;0.011188811;	-0.127739
26120	DKFZP564C152	DKFZP564C152 protein	0.046318	-1.681655	216028_at;216028_at;	0.266666667;0.011188811;	-0.127739
51014	TMED7	transmembrane emp24 protein transport domain containing 7	0.046318	-1.681655	209404_s_at;214658_at;	0.266666667;0.011188811;	-0.127739
7187	TRAF3	TNF receptor-associated factor 3	0.045416	-1.691025	208315_x_at;221571_at;	0.266666667;0.006622198;	-0.130022
6234	RPS28	ribosomal protein S28	0.045215	-1.693133	208902_s_at;208903_at;	0.266666667;0.005594406;	-0.130536
27250	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	0.045215	-1.693133	202730_s_at;1557166_at;	0.266666667;0.005594406;	-0.130536
51332	SPTBN5	spectrin, beta, non-erythrocytic 5	0.045215	-1.693133	220067_at;1556839_s_at;	0.266666667;0.005594406;	-0.130536
54463	FAM134B	family with sequence similarity 134, member B	0.045215	-1.693133	218510_x_at;218532_s_at;	0.266666667;0.005594406;	-0.130536
384	ARG2	arginase, type II	0.044672	-1.698873	203945_at;203946_s_at;	0.266666667;0.002797203;	-0.131935
1741	DLG3	discs, large homolog 3 (neuroendocrine-dlg, Drosophila)	0.044672	-1.698873	212728_at;212727_at;	0.266666667;0.002797203;	-0.131935
4077	NBR1	neighbor of BRCA1 gene 1	0.044672	-1.698873	201383_s_at;201384_s_at;	0.266666667;0.002797203;	-0.131935
6511	SLC1A6	solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6	0.044672	-1.698873	206882_at;1554593_s_at;	0.266666667;0.002797203;	-0.131935
7111	TMOD1	tropomodulin 1	0.044672	-1.698873	203662_s_at;203662_s_at;	0.266666667;0.002797203;	-0.131935
10229	COQ7	coenzyme Q7 homolog, ubiquinone (yeast)	0.044672	-1.698873	209746_s_at;209745_at;	0.266666667;0.002797203;	-0.131935
10905	MAN1A2	mannosidase, alpha, class 1A, member 2	0.044672	-1.698873	217920_at;217922_at;	0.266666667;0.002797203;	-0.131935
49855	SCAPER	S phase cyclin A-associated protein in the ER	0.044672	-1.698873	215848_at;216399_s_at;	0.266666667;0.002797203;	-0.131935
116829	CG012	hypothetical gene CG012	0.044672	-1.698873	215318_at;215318_at;	0.266666667;0.002797203;	-0.131935
10827	C5orf3	chromosome 5 open reading frame 3	0.046528	-1.679493	222682_s_at;222682_s_at;218588_s_at;	0.266666667;0.33006993;0.016666667;	-0.139977
643653	LOC643653	similar to 60S ribosomal protein L35	0.049572	-1.649019	217347_at;217347_at;	0.33006993;0.033333333;	-0.148368
3576	IL8	interleukin 8	0.045188	-1.69342	205592_at;202859_x_at;	0.33006993;0.016666667;	-0.156702
2078	ERG	v-ets erythroblastosis virus E26 oncogene homolog (avian)	0.049747	-1.647313	241926_s_at;213541_s_at;213541_s_at;	0.033333333;0.002797203;0.516666667;	-0.17129
5547	PRCP	prolylcarboxypeptidase (angiotensinase C)	0.049747	-1.647313	231588_at;201494_at;201494_at;	0.033333333;0.002797203;0.516666667;	-0.17129
9874	TLK1	tousled-like kinase 1	0.049747	-1.647313	241642_x_at;202606_s_at;202606_s_at;	0.033333333;0.002797203;0.516666667;	-0.17129
2589	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	0.035915	-1.800189	201722_s_at;201722_s_at;233683_at;	0.383333333;0.106293706;0.016666667;	-0.17568
5523	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	0.045083	-1.694518	209633_at;242796_x_at;209633_at;	0.492810897;0.033333333;0.005594406;	-0.178309
23090	ZNF423	zinc finger protein 423	0.038869	-1.763962	214761_at;214761_at;243567_at;	0.383333333;0.106293706;0.033333333;	-0.181235
79652	TMEM204	transmembrane protein 204	0.027301	-1.922023	219315_s_at;219315_s_at;241299_at;	0.383333333;0.033566434;0.016666667;	-0.199922
10409	BASP1	brain abundant, membrane attached signal protein 1	0.02586	-1.945453	202391_at;202391_at;228589_at;	0.383333333;0.01958042;0.016666667;	-0.204584
23433	RHOQ	ras homolog gene family, member Q	0.0282	-1.907933	239258_at;212119_at;212117_at;	0.360475232;0.05034965;0.033333333;	-0.207503
29997	GLTSCR2	glioma tumor suppressor candidate region gene 2	0.024215	-1.973569	217807_s_at;234918_at;217807_s_at;	0.383333333;0.016666667;0.002797203;	-0.210179
8848	TSC22D1	TSC22 domain family, member 1	0.018859	-2.077906	215111_s_at;243133_at;215111_s_at;	0.33006993;0.033333333;0.066666667;	-0.212199
8971	H1FX	H1 histone family, member X	0.019746	-2.059015	204805_s_at;231004_s_at;231004_s_at;	0.266666667;0.103278869;0.016666667;	-0.215574
9819	TSC22D2	TSC22 domain family, member 2	0.033122	-1.836773	204094_s_at;240557_at;204094_s_at;	0.383333333;0.066666667;0.01958042;	-0.221251
23157	6-Sep	septin 6	0.023032	-1.994802	241093_at;212413_at;241093_at;	0.183333333;0.183333333;0.033566434;	-0.2223
7849	PAX8	paired box 8	0.017059	-2.118666	121_at;227474_at;244524_at;	0.266666667;0.066666667;0.002797203;	-0.223155
11014	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	0.031973	-1.852559	242725_at;200698_at;200700_s_at;	0.383333333;0.010463883;0.066666667;	-0.22429
5445	PON2	paraoxonase 2	0.039192	-1.760146	201876_at;242700_at;201876_at;	0.26013986;0.116666667;0.183333333;	-0.224398
9284	NPIP	nuclear pore complex interacting protein	0.039192	-1.760146	204538_x_at;240377_at;204538_x_at;	0.26013986;0.116666667;0.183333333;	-0.224398
10001	MED6	mediator complex subunit 6	0.031392	-1.860716	235473_at;207078_at;207079_s_at;	0.383333333;0.005594406;0.066666667;	-0.225913
5695	PSMB7	proteasome (prosome, macropain) subunit, beta type, 7	0.031428	-1.860203	200786_at;225214_at;244801_at;	0.383333333;0.066666667;0.005594406;	-0.225913
91746	YTHDC1	YTH domain containing 1	0.031428	-1.860203	212455_at;228556_at;214814_at;	0.383333333;0.066666667;0.005594406;	-0.225913
8575	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	0.031098	-1.864889	209139_s_at;244047_at;237107_at;	0.383333333;0.066666667;0.002797203;	-0.226845
9975	NR1D2	nuclear receptor subfamily 1, group D, member 2	0.031098	-1.864889	209750_at;239090_at;209750_at;	0.383333333;0.066666667;0.002797203;	-0.226845
79139	DERL1	Der1-like domain family, member 1	0.019242	-2.069662	222543_at;222543_at;219402_s_at;	0.266666667;0.075524476;0.033333333;	-0.230381
5810	RAD1	RAD1 homolog (S. pombe)	0.014078	-2.19511	228535_at;228535_at;210216_x_at;	0.26013986;0.066666667;0.033333333;	-0.235509
