Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
97813_at	Mm.28170	Rela	v-rel reticuloendotheliosis viral oncogene homolog A (avian)	-1.55	-0.64	0.1	0	-0.93	-0.35	PPP PPP
103605_g_at	Mm.20156	Rgs19	regulator of G-protein signaling 19	-1.55	-0.63	0.08	0	-0.86	-0.4	PPP PPP
93732_f_at	Mm.20945	Rgs19ip1	regulator of G-protein signaling 19 interacting protein 1	1.56	0.64	0.08	0	0.42	0.87	PPP PPP
161787_f_at	Mm.21873	Ris2	retroviral integration site 2	-1.42	-0.5	0.08	0	-0.73	-0.28	PPP PPP
94024_at	Mm.21873	Ris2	retroviral integration site 2	-1.78	-0.83	0.09	0	-1.08	-0.58	PPP PPP
96038_at	Mm.175173	Rnase4	ribonuclease, RNase A family 4	2.09	1.06	0.21	0.01	0.47	1.65	PPP PPP
100621_at	Mm.6586	Rnh1	ribonuclease/angiogenin inhibitor 1	-2.61	-1.39	0.08	0	-1.6	-1.17	PPP PPP
161983_f_at	Mm.6586	Rnh1	ribonuclease/angiogenin inhibitor 1	-1.78	-0.83	0.13	0	-1.18	-0.49	PPP PPP
92834_at	Mm.180458	Rpl13a	ribosomal protein L13a	1.76	0.81	0.11	0	0.51	1.11	PPP PPP
101573_f_at	Mm.142380	Rpl27a	ribosomal protein L27a	1.5	0.59	0.1	0	0.3	0.87	PPP PPP
101680_at	Mm.142380	Rpl27a	ribosomal protein L27a	1.67	0.74	0.16	0.01	0.28	1.2	PPP PPP
92577_f_at	Mm.10474	Rpl37	ribosomal protein L37	1.86	0.89	0.11	0	0.59	1.2	PPP PPP
97405_at	Mm.29910	Rps6ka1	ribosomal protein S6 kinase polypeptide 1	-1.64	-0.72	0.07	0	-0.91	-0.52	PPP PPP
98007_at	Mm.196198	Rps6ka2	ribosomal protein S6 kinase, polypeptide 2	-1.72	-0.78	0.11	0	-1.08	-0.49	PPP PPP
94394_at	Mm.257	Rras	Harvey rat sarcoma oncogene, subgroup R	1.64	0.71	0.12	0	0.39	1.03	PPP PPP
102797_at	Mm.14063	Rsdr1-pending	retinal short-chain dehydrogenase/reductase 1	-1.84	-0.88	0.09	0	-1.13	-0.63	PPP PPP
92182_at	Mm.33851	Rufy1	RUN and FYVE domain containing 1	-1.41	-0.5	0.08	0	-0.72	-0.27	PPP PPP
95453_f_at	Mm.24662	S100a1	S100 calcium binding protein A1	2.12	1.09	0.12	0	0.75	1.42	PPP PPP
92539_at	Mm.1	S100a10	S100 calcium binding protein A10 (calpactin)	-1.43	-0.51	0.05	0	-0.65	-0.38	PPP PPP
99051_at	Mm.3925	S100a4	S100 calcium binding protein A4	-2.07	-1.05	0.1	0	-1.34	-0.77	PPP PPP
92770_at	Mm.100144	S100a6	S100 calcium binding protein A6 (calcyclin)	-2.61	-1.38	0.17	0	-1.86	-0.91	PPP PPP
102712_at	Mm.14277	Saa3	serum amyloid A 3	-7.96	-2.99	0.24	0	-3.65	-2.34	PPP PPP
99127_at	Mm.4098	Sca10	spinocerebellar ataxia 10 homolog (human)	2.38	1.25	0.13	0	0.9	1.61	PPP PPP
102012_at	Mm.10019	Scap2	src family associated phosphoprotein 2	-1.59	-0.67	0.07	0	-0.87	-0.48	PPP PPP
101389_at	Mm.259568	Scarb2	scavenger receptor class B, member 2	-1.52	-0.6	0.1	0	-0.87	-0.34	PPP PPP
162077_f_at	Mm.193096	Scd2	stearoyl-Coenzyme A desaturase 2	2.22	1.15	0.23	0.01	0.51	1.79	PPA PPA
95758_at	Mm.193096	Scd2	stearoyl-Coenzyme A desaturase 2	4.35	2.12	0.32	0	1.22	3.02	PPA PPA
95102_at	Mm.196533	Scotin-pending	scotin gene	-1.88	-0.91	0.11	0	-1.23	-0.59	PPP PPP
104069_at	Mm.21619	Scr59-pending	serine-rich spermatocytes and round spermatid protein	1.37	0.46	0.05	0	0.31	0.6	PPP PPP
103488_at	Mm.22173	Selpl	selectin, platelet (p-selectin) ligand	-1.75	-0.81	0.17	0.01	-1.29	-0.33	PPP PPP
94063_at	Mm.22061	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A	-1.55	-0.63	0.13	0.01	-0.99	-0.27	PPP PPP
160275_at	Mm.28212	Sepr	selenoprotein R	-2.1	-1.07	0.09	0	-1.32	-0.81	PPP PPP
98905_at	Mm.270259	7-Sep	septin 7	1.79	0.84	0.12	0	0.5	1.18	PPP PPP
95708_at	Mm.29702	Serp1-pending	stress-associated endoplasmic reticulum protein 1	1.77	0.82	0.18	0.01	0.33	1.32	PPP PPP
101861_at	Mm.8739	Sgce	sarcoglycan, epsilon	2.11	1.08	0.14	0	0.69	1.47	PPP PPP
97890_at	Mm.28405	Sgk	serum/glucocorticoid regulated kinase	-4.79	-2.26	0.2	0	-2.82	-1.7	PPP PPP
92975_at	Mm.5012	Sh3bp2	SH3-domain binding protein 2	-1.67	-0.74	0.1	0	-1.01	-0.46	PPP PPP
93275_at	Mm.1773	Sh3gl1	SH3-domain GRB2-like 1	1.67	0.74	0.09	0	0.49	0.99	PPP PPP
102752_at	Mm.12912	Shyc	selective hybridizing clone	-1.58	-0.66	0.12	0	-0.98	-0.34	PPP PPP
94432_at	Mm.149029	Siat1	sialyltransferase 1 (beta-galactoside alpha-2,6-sialyltransferase)	-2.2	-1.14	0.17	0	-1.62	-0.66	PAP PAP
95599_at	Mm.2793	Siat4c	sialyltransferase 4C (beta-galactoside alpha-2,3-sialytransferase)	-1.41	-0.5	0.08	0	-0.71	-0.28	PPP PPP
96743_at	Mm.27094	Skiip	SKI interacting protein	1.97	0.98	0.14	0	0.59	1.36	PPP PPP
96562_at	Mm.2913	Slc11a1	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	-1.53	-0.61	0.09	0	-0.86	-0.36	PPP PPP
93084_at	Mm.16228	Slc25a4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	2.71	1.44	0.09	0	1.2	1.68	PPP PPP
101877_at	Mm.196340	Slc31a1	solute carrier family 31, member 1	1.96	0.97	0.12	0	0.65	1.29	PPP PPP
103845_at	Mm.196340	Slc31a1	solute carrier family 31, member 1	1.61	0.68	0.08	0	0.48	0.89	PPA PPA
94433_at	Mm.46754	Slc38a2	solute carrier family 38, member 2	-2.55	-1.35	0.18	0	-1.85	-0.85	PPA PPA
103818_at	Mm.142455	Slc7a7	solute carrier family 7 (cationic amino acid transporter, y+ system), member 7	-1.49	-0.58	0.09	0	-0.82	-0.33	PPP PPP
161650_at	Mm.1395	Slpi	secretory leukocyte protease inhibitor	-1.94	-0.96	0.12	0	-1.29	-0.62	PPP PPP
92858_at	Mm.1395	Slpi	secretory leukocyte protease inhibitor	-4.47	-2.16	0.18	0	-2.65	-1.67	PPP PPP
102320_at	Mm.206949	Snx12	sorting nexin 12	-1.63	-0.71	0.09	0	-0.95	-0.47	PPP PPP
96331_at	Mm.29971	Snx2	sorting nexin 2	2.21	1.14	0.12	0	0.82	1.47	PPA PPA
96333_g_at	Mm.29971	Snx2	sorting nexin 2	2.19	1.13	0.07	0	0.94	1.33	PPP PPP
93598_at	Mm.20847	Snx5	sorting nexin 5	1.48	0.56	0.08	0	0.34	0.79	PPP PPP
97839_at	Mm.28240	Snx6	sorting nexin 6	3.62	1.86	0.14	0	1.47	2.24	PPP PPP
101847_at	Mm.262144	Sp100	nuclear antigen Sp100	-1.66	-0.73	0.13	0.01	-1.11	-0.36	PPA PPA
103345_at	Mm.18249	Spna2	spectrin alpha 2	-1.38	-0.46	0.06	0	-0.63	-0.29	PPP PPP
101519_at	Mm.850	Srp14	signal recognition particle 14	1.58	0.66	0.08	0	0.42	0.89	PPP PPP
96718_at	Mm.27657	Sssca1	Sjogrens syndrome/scleroderma autoantigen 1 homolog (human)	-1.4	-0.49	0.06	0	-0.66	-0.32	PPP PPP
96885_at	Mm.220821	Stab1	stabilin 1	1.82	0.86	0.16	0.01	0.43	1.29	PPP PPP
94331_at	Mm.121721	Stat6	signal transducer and activator of transcription 6	-1.79	-0.84	0.09	0	-1.1	-0.59	PPP PPP
93680_at	Mm.8235	Stk10	serine/threonine kinase 10	-1.88	-0.91	0.08	0	-1.13	-0.7	PPP PPP
100499_at	Mm.203928	Stx3	syntaxin 3	-1.65	-0.72	0.09	0	-0.98	-0.47	PPP PPP
103781_at	Mm.24867	Stx4a	syntaxin 4A (placental)	-1.58	-0.66	0.06	0	-0.83	-0.49	PPP PPP
101031_at	Mm.6874	Surf1	surfeit gene 1	1.4	0.49	0.08	0	0.27	0.7	PPP PPP
100425_at	Mm.248456	Syk	spleen tyrosine kinase	-1.76	-0.81	0.08	0	-1.02	-0.6	PPP PPP
93730_at	Mm.196611	Syn1	synapsin I	1.49	0.58	0.1	0	0.3	0.85	PPP PPP
160162_at	Mm.22632	Tagln2	transgelin 2	-2.16	-1.11	0.1	0	-1.4	-0.83	PPP PPP
100154_at	Mm.14097	Tapbp	TAP binding protein	-1.91	-0.93	0.19	0.01	-1.46	-0.4	PPP PPP
96637_at	Mm.56905	Tbc1d1	TBC1 domain family, member 1	-1.65	-0.72	0.1	0	-0.99	-0.45	PPP PPP
93333_at	Mm.1863	Tbca	tubulin cofactor a	1.98	0.98	0.15	0	0.57	1.4	PPP PPP
160402_at	Mm.153758	Tceb2	transcription elongation factor B (SIII), polypeptide 2 (18 kDa, elongin B)	1.36	0.45	0.06	0	0.27	0.63	PPP PPP
93736_at	Mm.20948	Tcn2	transcobalamin 2	-1.5	-0.58	0.08	0	-0.82	-0.35	PPP PPP
101959_r_at	Mm.925	Tfdp1	transcription factor Dp 1	1.64	0.71	0.1	0	0.44	0.98	PPA PPA
92877_at	Mm.14455	Tgfbi	transforming growth factor, beta induced	-2.06	-1.05	0.14	0	-1.43	-0.66	PPP PPP
99143_at	Mm.4142	Tgoln1	trans-golgi network protein	1.52	0.6	0.09	0	0.34	0.86	PPP PPP
99602_at	Mm.4292	Tieg1	TGFB inducible early growth response 1	-1.86	-0.89	0.19	0.01	-1.42	-0.37	PPP PPP
99603_g_at	Mm.4292	Tieg1	TGFB inducible early growth response 1	-1.68	-0.75	0.14	0.01	-1.14	-0.36	PPP PPP
94860_at	Mm.2368	Timm17a	translocator of inner mitochondrial membrane a	1.59	0.67	0.09	0	0.44	0.91	PPP PPP
97477_at	Mm.269021	Timm8b	translocase of inner mitochondrial membrane 8 homolog b (yeast)	1.6	0.67	0.09	0	0.42	0.93	PPP PPP
99448_at	Mm.4053	Tln	talin	-1.81	-0.86	0.08	0	-1.09	-0.62	PPP PPP
100039_at	Mm.44220	Tmem4	transmembrane protein 4	1.42	0.51	0.08	0	0.27	0.74	PPP PPP
93336_at	Mm.276326	Tmp21-pending	transmembrane trafficking protein	-1.32	-0.4	0.05	0	-0.53	-0.27	PPP PPP
96426_at	Mm.142729	Tmsb4x	thymosin, beta 4, X chromosome	1.47	0.56	0.08	0	0.33	0.78	PPP PPP
94928_at	Mm.2666	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	-2.19	-1.13	0.22	0.01	-1.75	-0.52	PPP PPP
93917_at	Mm.8983	Tnfsf12	tumor necrosis factor (ligand) superfamily, member 12	-3	-1.59	0.12	0	-1.91	-1.26	PPP PPP
104755_at	Mm.259671	Tnip1	TNFAIP3 interacting protein 1	-1.39	-0.47	0.06	0	-0.64	-0.31	PPP PPP
160532_at	Mm.121878	Tpm1	tropomyosin 1, alpha	1.57	0.65	0.1	0	0.38	0.92	PPP PPP
95542_at	Mm.27685	Tpm4	tropomyosin 4	-1.47	-0.55	0.1	0.01	-0.84	-0.26	PPP PPP
103958_g_at	Mm.28683	Trfr	transferrin receptor	2.25	1.17	0.1	0	0.89	1.46	PPP PPP
100475_at	Mm.4973	Trim25	tripartite motif protein 25	-1.74	-0.8	0.17	0.01	-1.28	-0.33	PPP PPP
94788_f_at	Mm.1703	Tubb5	tubulin, beta 5	1.39	0.48	0.08	0	0.27	0.68	PPP PPP
94789_r_at	Mm.1703	Tubb5	tubulin, beta 5	1.43	0.51	0.06	0	0.34	0.68	PPP PPP
102032_at	Mm.10153	Twsg1	twisted gastrulation homolog 1 (Drosophila)	1.67	0.74	0.12	0	0.41	1.07	PPP PPP
160547_s_at	Mm.77432	Txnip	thioredoxin interacting protein	2.09	1.07	0.12	0	0.74	1.39	PPP PPP
95696_at	Mm.29675	Txnl2	thioredoxin-like 2	1.38	0.46	0.06	0	0.29	0.63	PPP PPP
92818_at	Mm.12892	Ube1c	ubiquitin-activating enzyme E1C	1.59	0.67	0.14	0.01	0.27	1.07	PPA PPA
95555_at	Mm.27744	Unc119h	unc119 homolog (C. elegans)	1.81	0.85	0.07	0	0.66	1.04	PPP PPP
102000_f_at	Mm.988	Uqcrc2	RIKubiquinol cytochrome c reductase core protein 2	1.53	0.61	0.12	0.01	0.29	0.93	PPP PPP
99618_at	Mm.43162	Uqcr-pending	ubiquinol-cytochrome c reductase subunit	1.44	0.53	0.08	0	0.29	0.76	PPP PPP
95718_f_at	Mm.29722	Usmg5	upregulated during skeletal muscle growth 5	1.68	0.75	0.07	0	0.56	0.95	PPP PPP
99064_at	Mm.3974	Usp4	ubiquitin specific protease 4 (proto-oncogene)	-1.78	-0.83	0.05	0	-0.97	-0.69	PPP PPP
102317_at	Mm.276034	Vamp4	vesicle-associated membrane protein 4	-1.86	-0.9	0.17	0.01	-1.38	-0.41	PPP PPP
92863_at	Mm.1405	Wbp2	WW domain binding protein 2	-1.35	-0.44	0.06	0	-0.61	-0.26	PPP PPP
100522_s_at	Mm.512	Wbp5	WW domain binding protein 5	3.46	1.79	0.1	0	1.51	2.07	PPP PPP
100523_r_at	Mm.512	Wbp5	WW domain binding protein 5	1.85	0.89	0.12	0	0.55	1.23	PPP PPP
103690_at	Mm.23955	Wbscr5	Williams-Beuren syndrome chromosome region 5 homolog (human)	-3.31	-1.73	0.27	0	-2.47	-0.99	PPP PPP
92262_at	Mm.35705	Wig1	wild-type p53-induced gene 1	2.35	1.23	0.14	0	0.83	1.63	PPP PPP
100084_at	Mm.4551	Vil2	villin 2	-3.59	-1.84	0.17	0	-2.32	-1.37	PPP PPP
92640_at	Mm.196201	Vps35	vacuolar protein sorting 35	1.4	0.49	0.06	0	0.31	0.67	PPP PPP
100964_at	Mm.6577	Vti1b	vesicle transport through interaction with t-SNAREs 1B homolog	1.52	0.6	0.09	0	0.37	0.84	PPP PPP
99126_at	Mm.4095	Xist	inactive X specific transcripts	-2.78	-1.48	0.38	0.02	-2.55	-0.41	PPA PPA
97544_at	Mm.3360	Ywhaz	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta polypeptide	-1.91	-0.93	0.12	0	-1.27	-0.6	PPP PPP
104299_at	Mm.268326	Zdhhc14	zinc finger, DHHC domain containing 14	1.67	0.74	0.14	0.01	0.34	1.14	PPP PPP
93773_f_at	Mm.21203	Zfp265	zinc finger protein 265	2.39	1.26	0.26	0.01	0.53	1.98	PPA PPA
96653_at	Mm.181237	0610007O07Rik	RIKEN cDNA 0610007O07 gene	-1.61	-0.69	0.09	0	-0.95	-0.43	PPP PPP
96618_at	Mm.27131	0610037N01Rik	RIKEN cDNA 0610037N01 gene	-1.42	-0.5	0.08	0	-0.72	-0.29	PPP PPP
97492_at	Mm.31076	0610040B21Rik	RIKEN cDNA 0610040B21 gene	1.45	0.54	0.09	0	0.28	0.8	PPP PPP
97907_at	Mm.247080	0910001B06Rik	RIKEN cDNA 0910001B06 gene	1.67	0.74	0.09	0	0.49	0.99	PPP PPP
101912_at	Mm.902	1100001G20Rik	RIKEN cDNA 1100001G20 gene	3.34	1.74	0.16	0	1.3	2.18	PPP PPP
160255_at	Mm.203866	1110004P15Rik	RIKEN cDNA 1110004P15 gene	-2.18	-1.12	0.13	0	-1.47	-0.77	PPP PPP
160835_i_at	Mm.3336	1110007C09Rik	RIKEN cDNA 1110007C09 gene	-2.18	-1.13	0.21	0.01	-1.71	-0.54	PPP PPP
104217_at	Mm.246881	1110015E22Rik	RIKEN cDNA 1110015E22 gene	-5.23	-2.39	0.26	0	-3.12	-1.66	PPP PPP
96278_at	Mm.29865	1110020C13Rik	RIKEN cDNA 1110020C13 gene	-1.98	-0.99	0.11	0	-1.3	-0.67	PPP PPP
96353_at	Mm.30005	1110021D01Rik	RIKEN cDNA 1110021D01 gene	-1.54	-0.62	0.09	0	-0.87	-0.38	PPP PPP
160834_at	Mm.153684	1110032C13Rik	RIKEN cDNA 1110032C13 gene	-1.52	-0.6	0.08	0	-0.82	-0.38	PPP PPP
95119_at	Mm.29382	1110038D17Rik	RIKEN cDNA 1110038D17 gene	-1.46	-0.54	0.07	0	-0.73	-0.35	PPP PPP
96881_at	Mm.176952	1110059J08Rik	RIKEN cDNA 1110059J08 gene	1.53	0.62	0.06	0	0.45	0.78	PPP PPP
98594_at	Mm.258746	1190002N15Rik	RIKEN cDNA 1190002N15 gene	1.7	0.77	0.13	0	0.39	1.14	PPA PPA
104337_f_at	Mm.2252	1200008D14Rik	RIKEN cDNA 1200008D14 gene	2.6	1.38	0.14	0	0.99	1.77	PPP PPP
92872_at	Mm.45951	1200016B17Rik	RIKEN cDNA 1200016B17 gene	2.05	1.03	0.04	0	0.93	1.14	PPP PPP
97874_at	Mm.28349	1500032D16Rik	RIKEN cDNA 1500032D16 gene	1.72	0.78	0.14	0	0.41	1.16	PPP PPP
92241_at	Mm.34042	1500041O16Rik	RIKEN cDNA 1500041O16 gene	-1.81	-0.86	0.09	0	-1.11	-0.6	PPP PPP
96900_at	Mm.30114	1620401E04Rik	RIKEN cDNA 1620401E04 gene	1.79	0.84	0.17	0.01	0.36	1.32	PPP PPP
104389_at	Mm.22712	1700017B05Rik	RIKEN cDNA 1700017B05 gene	-2.11	-1.08	0.12	0	-1.4	-0.76	PPP PPP
96811_at	Mm.29274	1700093E07Rik	RIKEN cDNA 1700093E07 gene	-1.46	-0.55	0.09	0	-0.8	-0.3	PPP PPP
95146_at	Mm.29455	1810045K07Rik	RIKEN cDNA 1810045K07 gene	1.78	0.83	0.11	0	0.53	1.14	PPP PPP
96676_at	Mm.27406	1810049H20Rik	RIKEN cDNA 1810049H20 gene	1.63	0.71	0.11	0	0.4	1.01	PPP PPP
96686_i_at	Mm.27477	2010100O12Rik	RIKEN cDNA 2010100O12 gene	1.68	0.75	0.08	0	0.53	0.97	PPP PPP
99187_f_at	Mm.41890	2010315L10Rik	RIKEN cDNA 2010315L10 gene	1.59	0.67	0.1	0	0.38	0.96	PPP PPP
92622_at	Mm.11112	2210013K02Rik	RIKEN cDNA 2210013K02 gene	1.36	0.44	0.06	0	0.28	0.6	PPP PPP
103601_at	Mm.268037	2210013M04Rik	RIKEN cDNA 2210013M04 gene	-1.6	-0.68	0.14	0.01	-1.05	-0.3	PPP PPP
160513_at	Mm.259906	2210016F16Rik	RIKEN cDNA 2210016F16 gene	-1.78	-0.83	0.12	0	-1.16	-0.5	PPP PPP
99093_at	Mm.39130	2210402A09Rik	RIKEN cDNA 2210402A09 gene	1.55	0.63	0.1	0	0.35	0.91	PPP PPP
103225_at	Mm.20169	2310005K03Rik	RIKEN cDNA 2310005K03 gene	-1.74	-0.8	0.12	0	-1.14	-0.47	PPP PPP
160916_at	Mm.112977	2310005P05Rik	RIKEN cDNA 2310005P05 gene	-1.62	-0.7	0.11	0	-1	-0.4	PPP PPP
104320_at	Mm.260578	2310036D04Rik	RIKEN cDNA 2310036D04 gene	-1.69	-0.75	0.17	0.01	-1.22	-0.29	PPP PPP
96649_at	Mm.27328	2310042M24Rik	RIKEN cDNA 2310042M24 gene	1.9	0.93	0.07	0	0.73	1.13	PPP PPP
101047_at	Mm.260878	2410026K10Rik	RIKEN cDNA 2410026K10 gene	-1.77	-0.82	0.15	0.01	-1.24	-0.4	PPP PPP
93365_s_at	Mm.18972	2410174K12Rik	RIKEN cDNA 2410174K12 gene	1.52	0.6	0.09	0	0.36	0.84	PPP PPP
103736_at	Mm.101764	2500002E12Rik	RIKEN cDNA 2500002E12 gene	1.87	0.91	0.12	0	0.56	1.25	PPP PPP
101971_at	Mm.143527	2500002L14Rik	RIKEN cDNA 2500002L14 gene	1.66	0.73	0.09	0	0.47	0.99	PPP PPP
104313_at	Mm.22403	2610020G18Rik	RIKEN cDNA 2610020G18 gene	1.56	0.64	0.13	0.01	0.27	1.01	PPP PPP
99115_at	Mm.181721	2610041P16Rik	RIKEN cDNA 2610041P16 gene	1.5	0.58	0.07	0	0.38	0.79	PPP PPP
103726_at	Mm.22485	2610311I19Rik	RIKEN cDNA 2610311I19 gene	1.83	0.87	0.15	0	0.46	1.28	PPP PPP
94410_f_at	Mm.25941	2700094L05Rik	RIKEN cDNA 2700094L05 gene	-2.19	-1.13	0.06	0	-1.29	-0.98	PPP PPP
97374_at	Mm.29721	2810025M15Rik	RIKEN cDNA 2810025M15 gene	1.44	0.52	0.08	0	0.3	0.75	PPP PPP
101505_at	Mm.206021	2810442O16Rik	RIKEN cDNA 2810442O16 gene	-1.4	-0.48	0.06	0	-0.65	-0.31	PPP PPP
99185_at	Mm.23010	2810443J12Rik	RIKEN cDNA 2810443J12 gene	1.62	0.7	0.09	0	0.45	0.94	PPP PPP
96658_at	Mm.27344	2900010J23Rik	RIKEN cDNA 2900010J23 gene	1.44	0.52	0.08	0	0.3	0.75	PPP PPP
100041_at	Mm.44226	3010027G13Rik	RIKEN cDNA 3010027G13 gene	1.48	0.56	0.1	0.01	0.28	0.84	PPP PPP
96640_at	Mm.200627	3110001A13Rik	RIKEN cDNA 3110001A13 gene	-1.97	-0.98	0.11	0	-1.27	-0.68	PPP PPP
95648_at	Mm.29500	4022402H07Rik	RIKEN cDNA 4022402H07 gene	-1.42	-0.5	0.08	0	-0.74	-0.27	PPP PPP
94504_at	Mm.28955	4930570C03Rik	RIKEN cDNA 4930570C03 gene	1.69	0.76	0.1	0	0.49	1.02	PPP PPP
104284_at	Mm.121973	5031439G07Rik	RIKEN cDNA 5031439G07 gene	-1.51	-0.59	0.05	0	-0.74	-0.45	PPP PPP
98495_at	Mm.3561	5033414D02Rik	RIKEN cDNA 5033414D02 gene	2.02	1.01	0.1	0	0.74	1.29	APP APP
97916_at	Mm.30116	5730494N06Rik	RIKEN cDNA 5730494N06 gene	1.77	0.82	0.07	0	0.62	1.02	PPP PPP
103584_at	Mm.172436	5830471E12Rik	RIKEN cDNA 5830471E12 gene	-2.01	-1.01	0.16	0	-1.45	-0.56	PPP PPP
93779_at	Mm.197519	5830484A20Rik	RIKEN cDNA 5830484A20 gene	-1.67	-0.74	0.08	0	-0.97	-0.51	PPP PPP
93174_at	Mm.5356	6030411F23Rik	RIKEN cDNA 6030411F23 gene	1.68	0.74	0.07	0	0.56	0.93	PPP PPP
100511_at	Mm.5202	6330406L22Rik	RIKEN cDNA 6330406L22 gene	-1.51	-0.6	0.07	0	-0.8	-0.4	PPP PPP
98346_at	Mm.25317	9530051K01Rik	RIKEN cDNA 9530051K01 gene	1.42	0.5	0.06	0	0.33	0.67	APP APP
95303_at	Mm.276440	A330075D07	hypothetical protein A330075D07	-9.24	-3.21	0.18	0	-3.71	-2.71	PPP PPP
103527_at	Mm.171514	A330108F03Rik	RIKEN cDNA A330108F03 gene	-1.53	-0.61	0.08	0	-0.83	-0.4	PPP PPP
94441_at	Mm.26584	AA960287	expressed sequence AA960287	-1.59	-0.67	0.08	0	-0.89	-0.45	PPP PPP
94442_s_at	Mm.26584	AA960287	expressed sequence AA960287	-1.53	-0.61	0.09	0	-0.86	-0.37	PPP PPP
100347_at	Mm.205258		Mus musculus transcribed sequences	-1.65	-0.72	0.07	0	-0.92	-0.52	PPP PPP
100379_f_at				1.72	0.78	0.09	0	0.54	1.02	PPP PPP
100492_at	Mm.276099		Mus musculus, Similar to troponin T2, cardiac, clone IMAGE:3666259, mRNA	1.59	0.67	0.12	0.01	0.33	1	PPP PPP
100957_at	Mm.131705		Mus musculus, Similar to single-stranded DNA binding protein, clone MGC:41439 IMAGE:1314987, mRNA, complete cds	1.64	0.72	0.12	0	0.4	1.04	PPA PPA
101681_f_at				-1.51	-0.59	0.09	0	-0.84	-0.34	PPP PPP
102161_f_at				-2.21	-1.14	0.13	0	-1.49	-0.79	PPP PPP
102870_at	Mm.249418		Mus musculus adult male hippocampus cDNA, RIKEN full-length enriched library, clone:C630016I07 product:inferred: RIKEN cDNA 5930418K15 gene, full insert sequence.	1.59	0.67	0.08	0	0.44	0.89	PPP PPP
103369_at	Mm.18538		Mus musculus, clone IMAGE:1313887, mRNA	-1.47	-0.56	0.09	0	-0.79	-0.32	PPP PPP
103462_at	Mm.271563		Mus musculus dedicator of cyto-kinesis 2, mRNA (cDNA clone IMAGE:1428889), partial cds	-1.94	-0.96	0.12	0	-1.3	-0.62	APP APP
103562_f_at				-2.19	-1.13	0.24	0.01	-1.8	-0.46	PPP PPP
103783_at	Mm.275360		Mus musculus xenotropic and polytropic retrovirus receptor 1, mRNA (cDNA clone IMAGE:4506466), partial cds	2.21	1.15	0.13	0	0.77	1.52	PPP PPP
104300_at	Mm.221309		Mus musculus 11 days embryo head cDNA, RIKEN full-length enriched library, clone:6230409N14 product:unknown EST, full insert sequence.	-1.94	-0.96	0.06	0	-1.12	-0.8	PPP PPP
160273_at	Mm.28161		Mus musculus Brf2 gene, 3 UTR	-1.56	-0.64	0.1	0	-0.92	-0.37	PPP PPP
161122_f_at				1.83	0.87	0.06	0	0.7	1.05	PPA PPA
92217_s_at				1.85	0.89	0.09	0	0.62	1.15	PPP PPP
92354_at	Mm.39494		Mus musculus transcribed sequence with strong similarity to protein ref:NP_005351.2 (H.sapiens)  v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian); v-maf musculoaponeurotic fibrosarcoma (avian) oncogene homolog; Avian musculoaponeurotic fibro	1.78	0.83	0.12	0	0.5	1.17	PPA PPA
94078_at	Mm.269736		Mus musculus RIKEN cDNA 1110020P15 gene, mRNA (cDNA clone MGC:37480 IMAGE:4984172), complete cds	1.55	0.63	0.07	0	0.45	0.82	PPP PPP
94159_at				-1.67	-0.74	0.12	0	-1.08	-0.39	PPP PPP
94823_at	Mm.22723		Mus musculus, clone IMAGE:3586350, mRNA, partial cds	1.67	0.74	0.11	0	0.42	1.05	PPP PPP
95731_at	Mm.276226		Mus musculus Sestrin 1, mRNA (cDNA clone MGC:67135 IMAGE:6414521), complete cds	1.8	0.85	0.11	0	0.54	1.16	PPP PPP
95808_g_at				-1.68	-0.75	0.11	0	-1.05	-0.45	PPP PPP
96215_f_at	Mm.245986		Mus musculus, clone IMAGE:3983821, mRNA, partial cds	2.29	1.2	0.17	0	0.72	1.67	PPP PPP
96240_at	Mm.196630		Mus musculus, Similar to hypothetical protein MGC5576, clone MGC:54819 IMAGE:6308771, mRNA, complete cds	1.51	0.59	0.08	0	0.38	0.81	PPP PPP
96501_at	Mm.262589		Mus musculus transcribed sequence with weak  similarity to protein ref:NP_081764.1 (M.musculus)  RIKEN cDNA 5730493B19 [Mus musculus]	-2.96	-1.56	0.17	0	-2.03	-1.1	PPP PPP
96886_at	Mm.150007		Mus musculus RIKEN cDNA 2510015F01 gene, mRNA (cDNA clone MGC:19108 IMAGE:4207917), complete cds	2.34	1.23	0.15	0	0.81	1.65	PPP PPP
97055_s_at				2.27	1.18	0.1	0	0.89	1.47	PPP PPP
97197_r_at				-4.02	-2.01	0.25	0	-2.71	-1.3	PPA PPA
97448_at	Mm.30245		Mus musculus, Similar to phosphatidylserine decarboxylase, clone MGC:7133 IMAGE:3158145, mRNA, complete cds	1.78	0.83	0.09	0	0.6	1.07	PPP PPP
