Probe Set	Unigene acc. No.	Gene symbol	Gene	Fold Change	log2 Fold Change	std	p_value	lower cl	upper cl	Detection call
99023_at	Mm.200859	Pafah1b2	platelet-activating factor acetylhydrolase, isoform 1b, alpha2 subunit	3.76	1.91	0.14	0	1.48	2.34	PP PPP
103473_at	Mm.21876	Pak4	p21 (CDKN1A)-activated kinase 4	-1.92	-0.94	0.13	0.01	-1.36	-0.53	PP PPP
98454_at	Mm.34650	Palm	paralemmin	-2.77	-1.47	0.13	0	-1.89	-1.05	PP PPP
160681_at	Mm.3170	Papola	poly (A) polymerase alpha	2.89	1.53	0.14	0	1.08	1.98	PP PPA
95491_at	Mm.2507	Park7	Parkinson disease (autosomal recessive, early onset) 7	5.07	2.34	0.13	0	1.94	2.75	PP PPP
99908_at	Mm.8026	Pax4	paired box gene 4	-1.73	-0.79	0.14	0.01	-1.24	-0.34	PP PPP
98894_at	Mm.28550	Pb1-pending	polybromo 1	2.4	1.26	0.13	0	0.84	1.68	AP APA
94461_at	Mm.202727	Pbef-pending	pre-B-cell colony-enhancing factor	2.75	1.46	0.19	0	0.85	2.07	PP PPP
104070_at	Mm.228188	Pcaf	p300/CBP-associated factor	1.52	0.61	0.09	0.01	0.32	0.89	AP APA
94552_at	Mm.29089	Pcbp1	poly(rC) binding protein 1	2.72	1.44	0.1	0	1.14	1.75	PP PPP
92621_at	Mm.111	Pcbp2	poly(rC) binding protein 2	2.57	1.36	0.13	0	0.94	1.79	PP PPP
160352_at	Mm.29707	Pcbp4	poly(rC) binding protein 4	-2.16	-1.11	0.19	0.01	-1.7	-0.52	PP PPP
101770_i_at	Mm.195070	Pcdha13	protocadherin alpha 13	-2.85	-1.51	0.23	0.01	-2.24	-0.78	PP PPP
101773_r_at	Mm.219523	Pcdha9	protocadherin alpha 9	-2.03	-1.02	0.19	0.01	-1.61	-0.43	PP PPP
101065_at	Mm.7141	Pcna	proliferating cell nuclear antigen	2.9	1.54	0.12	0	1.17	1.9	PP PPP
99662_at	Mm.4379	Pcnt2	pericentrin 2	2.03	1.02	0.21	0.02	0.35	1.69	PP PPA
99663_g_at	Mm.4379	Pcnt2	pericentrin 2	2.4	1.26	0.16	0	0.74	1.79	PP PPP
160899_at	Mm.5023	Pcp4	Purkinje cell protein 4	-4.39	-2.14	0.21	0	-2.79	-1.48	PP PPP
92193_r_at	Mm.3401	Pcsk5	proprotein convertase subtilisin/kexin type 5	-2.68	-1.42	0.17	0	-1.97	-0.87	PP PPP
93308_s_at	Mm.1845	Pcx	pyruvate carboxylase	-1.65	-0.72	0.13	0.01	-1.14	-0.3	PP PPP
104080_at	Mm.188851	Pdap1	PDGFA associated protein 1	2.16	1.11	0.08	0	0.85	1.37	PP PPP
162267_r_at	Mm.1205	Pdc	phosducin	-2.48	-1.31	0.17	0	-1.85	-0.77	PP PPP
94139_at	Mm.1205	Pdc	phosducin	-3.43	-1.78	0.22	0	-2.49	-1.07	PP PPP
93968_at	Mm.21650	Pdcd5	programmed cell death 5	2.49	1.32	0.08	0	1.07	1.57	PP PPP
96858_at	Mm.240434	Pdcd8	programmed cell death 8	4.26	2.09	0.17	0	1.56	2.62	PP PPP
160602_at	Mm.12925	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta	1.93	0.95	0.09	0	0.65	1.24	PP PPP
102338_at	Mm.10812	Pde9a	phosphodiesterase 9A	-2.36	-1.24	0.23	0.01	-1.95	-0.52	PP PPP
94932_at	Mm.2675	Pdgfa	platelet derived growth factor, alpha	-1.84	-0.88	0.14	0.01	-1.34	-0.42	PP PPP
160867_at	Mm.4146	Pdgfrb	platelet derived growth factor receptor, beta polypeptide	-3.8	-1.93	0.19	0	-2.54	-1.32	PP PPP
98102_at	Mm.34775	Pdha1	pyruvate dehydrogenase E1 alpha 1	2.02	1.02	0.1	0	0.71	1.32	PP PPP
94806_at	Mm.22676	Pdhb	pyruvate dehydrogenase (lipoamide) beta	2.48	1.31	0.12	0	0.94	1.68	PP PPP
160703_at	Mm.23758	Pdip46-pending	polymerase delta interacting protein 46	1.4	0.49	0.07	0.01	0.27	0.7	PP PPP
92810_at	Mm.12775	Pdk3	pyruvate dehydrogenase kinase, isoenzyme 3	4.3	2.11	0.12	0	1.71	2.5	PP PPA
100554_at	Mm.5567	Pdlim1	PDZ and LIM domain 1 (elfin)	-3.44	-1.78	0.13	0	-2.19	-1.37	PP PPP
97287_at	Mm.28015	Pdzk1	PDZ domain containing 1	-1.79	-0.84	0.12	0.01	-1.24	-0.44	PP PPP
100548_at	Mm.544	Pea15	phosphoprotein enriched in astrocytes 15	-1.93	-0.95	0.12	0	-1.33	-0.57	PP PPP
103815_at	Mm.20901	Pex11b	peroxisomal biogenesis factor 11b	1.67	0.74	0.12	0.01	0.34	1.14	PP PPP
102252_at	Mm.10756	Pfdn2	prefoldin 2	3.59	1.84	0.13	0	1.42	2.26	PP PPP
103577_at	Mm.19669	Pfkfb3	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3	-2.67	-1.42	0.18	0	-1.98	-0.86	PP PPP
92637_at	Mm.1166	Pfkl	phosphofructokinase, liver, B-type	1.66	0.73	0.08	0	0.46	1	PP PPP
97833_at	Mm.108076	Pfkp	phosphofructokinase, platelet	2.49	1.32	0.1	0	0.99	1.64	PP PPP
97834_g_at	Mm.108076	Pfkp	phosphofructokinase, platelet	2.72	1.44	0.08	0	1.2	1.68	PP PPA
160091_at	Mm.16783	Pgam1	phosphoglycerate mutase 1	1.97	0.98	0.06	0	0.77	1.19	PP PPP
93039_at	Mm.14894	Pgcp-pending	plasma glutamate carboxypeptidase	-1.63	-0.7	0.12	0.01	-1.09	-0.32	PP PPA
95420_at	Mm.252080	Pgd	phosphogluconate dehydrogenase	1.4	0.49	0.07	0.01	0.26	0.72	PP PPP
93346_at	Mm.188	Pgk1	phosphoglycerate kinase 1	3.91	1.97	0.12	0	1.59	2.34	PP PPP
92867_at	Mm.14198	Phc2	polyhomeotic-like 2 (Drosophila)	-1.78	-0.83	0.12	0.01	-1.23	-0.44	PP PPP
95649_at	Mm.29503	Phf5a	PHD finger protein 5A	1.81	0.85	0.16	0.01	0.33	1.38	PP PPP
98056_at	Mm.34346	Phlda3	pleckstrin homology-like domain, family A, member 3	1.58	0.66	0.1	0.01	0.35	0.97	PP PPP
160123_at	Mm.177990	Php14-pending	phosphohistidine phosphatase	3.1	1.63	0.13	0	1.21	2.05	PP PPP
160307_at	Mm.117037	Pi4k2a-pending	phosphatidylinositol 4-kinase type 2 alpha	-1.55	-0.64	0.08	0	-0.89	-0.38	PP PPP
100594_at	Mm.6354	Pigq	phosphatidylinositol glycan, class Q	1.53	0.61	0.09	0.01	0.34	0.89	PP PPP
104208_at	Mm.5718	Pik4ca	phosphatidylinositol 4-kinase, catalytic, alpha polypeptide	-1.45	-0.54	0.08	0.01	-0.8	-0.28	PP PPP
104533_at	Mm.269678	Pim1	proviral integration site 1	-1.7	-0.76	0.1	0	-1.09	-0.44	PP PPP
104663_at	Mm.87521	Pip5k1b	phosphatidylinositol-4-phosphate 5-kinase, type 1 beta	1.43	0.52	0.08	0.01	0.27	0.76	PP PPP
100328_s_at	Mm.87801	Pira3	paired-Ig-like receptor A3	-10.2	-3.35	0.23	0	-4.08	-2.63	PP PPP
98003_at	Mm.3189	Pirb	paired-Ig-like receptor B	-9.38	-3.23	0.15	0	-3.7	-2.76	PP PPP
160409_at	Mm.3128	Pitpn	phosphatidylinositol transfer protein	-1.62	-0.7	0.12	0.01	-1.08	-0.31	PP PPP
102697_at	Mm.200516	Pitpnb	phosphotidylinositol transfer protein, beta	1.64	0.71	0.07	0	0.49	0.93	PP PPP
162032_f_at	Mm.216135	Pkm2	pyruvate kinase, muscle	2.19	1.13	0.14	0	0.69	1.57	PP PPP
96066_s_at	Mm.216135	Pkm2	pyruvate kinase, muscle	6.09	2.61	0.07	0	2.39	2.82	PP PPP
96187_at	Mm.260938	Pkp4	plakophilin 4	2.65	1.41	0.11	0	1.04	1.77	PP PPA
99513_at	Mm.4186	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)	9.81	3.29	0.22	0	2.59	3.99	PP PPA
101328_at	Mm.153446	Pla2g5	phospholipase A2, group V	2.28	1.19	0.16	0.01	0.67	1.7	PP PPA
94665_at	Mm.153446	Pla2g5	phospholipase A2, group V	2.87	1.52	0.12	0	1.14	1.91	PP PPA
98092_at	Mm.34609	Plac8	placenta-specific 8	-3.01	-1.59	0.31	0.01	-2.59	-0.59	PA PAP
102663_at	Mm.1359	Plaur	urokinase plasminogen activator receptor	-2.77	-1.47	0.11	0	-1.83	-1.11	PP PPP
101358_at	Mm.6888	Plcb3	phospholipase C, beta 3	-2.05	-1.04	0.15	0.01	-1.52	-0.55	PP PPP
100607_at	Mm.6483	Pld3	phospholipase D3	-12.12	-3.6	0.22	0	-4.31	-2.89	PP PPP
161292_f_at	Mm.16525	Plk	polo-like kinase (Drosophila)	1.45	0.54	0.07	0.01	0.3	0.77	PP PPP
93099_f_at	Mm.16525	Plk	polo-like kinase (Drosophila)	3.09	1.63	0.18	0	1.06	2.19	PP PPA
160742_at	Mm.251003	Plod3	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3	-1.62	-0.7	0.1	0.01	-1	-0.39	PP PPP
101064_at	Mm.7138	Plrg1	pleiotropic regulator 1, PRL1 homolog (Arabidopsis)	2	1	0.14	0.01	0.56	1.43	PP PPP
102839_at	Mm.14627	Plscr1	phospholipid scramblase 1	-1.76	-0.81	0.15	0.01	-1.28	-0.35	PP PPP
98552_at	Mm.36715	Pmf1	polyamine-modulated factor 1	2.07	1.05	0.17	0.01	0.52	1.58	PP PPP
102395_at	Mm.1237	Pmp22	peripheral myelin protein	-17.5	-4.13	0.16	0	-4.65	-3.61	PP PPP
93290_at	Mm.17932	Pnp	purine-nucleoside phosphorylase	1.89	0.92	0.12	0	0.54	1.29	PP PPP
103207_at	Mm.1923	Pola1	polymerase (DNA directed), alpha 1	3.94	1.98	0.11	0	1.63	2.33	PP PPA
98006_at	Mm.209931	Pola2	polymerase (DNA directed), alpha 2	1.75	0.8	0.15	0.01	0.32	1.29	PP PPP
103057_at	Mm.16549	Pold1	polymerase (DNA directed), delta 1, catalytic subunit	2	1	0.13	0	0.59	1.41	PP PPP
98155_r_at	Mm.35788	Pold2	polymerase (DNA directed), delta 2, regulatory subunit	1.98	0.98	0.09	0	0.7	1.26	PP PPP
160743_at	Mm.27444	Pole3	polymerase (DNA directed), epsilon 3 (p17 subunit)	1.76	0.82	0.13	0.01	0.39	1.25	PP PPP
93325_at	Mm.18579	Polr2e	polymerase (RNA) II (DNA directed) polypeptide E	1.6	0.68	0.09	0	0.4	0.96	PP PPP
92804_at	Mm.12706	Polr2h	polymerase (RNA) II (DNA directed) polypeptide H	2.55	1.35	0.18	0.01	0.77	1.93	PP PPP
100461_at	Mm.4896	Polr2j	polymerase (RNA) II (DNA directed) polypeptide J	1.96	0.97	0.1	0	0.66	1.29	PP PPP
96174_at	Mm.28399	Pom121	nuclear pore membrane protein 121	1.84	0.88	0.1	0	0.56	1.19	PP PPP
104378_at	Mm.271145	Pon2	paraoxonase 2	-2	-1	0.13	0	-1.42	-0.58	PP PPP
100707_at	Mm.27949	Posh-pending	plenty of SH3 domains	-1.78	-0.83	0.15	0.01	-1.3	-0.36	PP PPP
162439_at	Mm.897	Pou2af1	POU domain, class 2, associating factor 1	-4.65	-2.22	0.16	0	-2.71	-1.72	PP PPP
161390_r_at	Mm.28825	Pou6f1	POU domain, class 6, transcription factor 1	-2.45	-1.29	0.18	0.01	-1.85	-0.73	PP PPP
102203_at	Mm.1001	Pp11r	placental protein 11 related	-1.89	-0.92	0.19	0.02	-1.53	-0.32	PP PPP
101055_at	Mm.7046	Ppgb	protective protein for beta-galactosidase	-2.07	-1.05	0.11	0	-1.41	-0.7	PP PPP
101207_at	Mm.5246	Ppia	peptidylprolyl isomerase A	1.61	0.68	0.05	0	0.52	0.85	PP PPP
97507_at	Mm.3152	Ppicap	peptidylprolyl isomerase C-associated protein	2	1	0.16	0.01	0.5	1.51	PP PPP
99159_at	Mm.41656	Ppif	peptidylprolyl isomerase F (cyclophilin F)	2.26	1.18	0.1	0	0.86	1.5	PP PPP
101838_r_at	Mm.849	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform	2.67	1.42	0.12	0	1.04	1.8	PP PPP
92879_at	Mm.14501	Ppm1g	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	1.63	0.7	0.11	0.01	0.36	1.05	PP PPP
100088_at	Mm.4572	Ppp1cb	protein phosphatase 1, catalytic subunit, beta isoform	1.52	0.6	0.1	0.01	0.27	0.93	PP PPP
101482_at	Mm.7793	Ppp1cc	protein phosphatase 1, catalytic subunit, gamma isoform	2.75	1.46	0.18	0	0.88	2.03	PP PPP
93826_at	Mm.205569	Ppp2r5a	protein phosphatase 2, regulatory subunit B (B56), alpha isoform	1.52	0.6	0.1	0.01	0.29	0.91	PP PPP
98993_at	Mm.3785	Ppp2r5c	protein phosphatase 2, regulatory subunit B (B56), gamma isoform	3.1	1.63	0.14	0	1.19	2.07	PP PPP
95631_at	Mm.41998	Ppp4c	protein phosphatase 4, catalytic subunit	2.15	1.11	0.11	0	0.77	1.44	PP PPP
97532_at	Mm.3294	Ppp5c	protein phosphatase 5, catalytic subunit	1.9	0.92	0.16	0.01	0.42	1.43	AP APA
102836_at	Mm.1458	Pps	putative phosphatase	-1.6	-0.68	0.09	0.01	-0.97	-0.39	PP PPP
95465_s_at	Mm.24750	Pr1	protein distantly related to to the gamma subunit family	-2.96	-1.57	0.14	0	-2.01	-1.13	PP PPP
100331_g_at	Mm.42948	Prdx2	peroxiredoxin 2	1.91	0.93	0.15	0.01	0.45	1.42	PP PPP
96256_at	Mm.29821	Prdx3	peroxiredoxin 3	1.87	0.9	0.15	0.01	0.42	1.39	AP APP
93495_at	Mm.19127	Prdx4	peroxiredoxin 4	2.67	1.42	0.13	0	1.02	1.82	PP PPP
100332_s_at	Mm.6587	Prdx6	peroxiredoxin 6	3.24	1.7	0.08	0	1.44	1.95	PP PPP
100622_at	Mm.6587	Prdx6	peroxiredoxin 6	2.33	1.22	0.09	0	0.92	1.52	PP PPP
94085_at	Mm.22194	Prg	proteoglycan, secretory granule	-2.06	-1.04	0.2	0.01	-1.69	-0.4	PP PPP
95549_at	Mm.27705	Prim2	DNA primase, p58 subunit	2.67	1.42	0.15	0	0.94	1.9	PP PPA
97096_at	Mm.3176	Prkar2a	protein kinase, cAMP dependent regulatory, type II alpha	1.7	0.77	0.16	0.02	0.28	1.26	AP APA
99510_at	Mm.4182	Prkcb	protein kinase C, beta	-2.53	-1.34	0.16	0	-1.85	-0.83	PP PPP
104531_at	Mm.2314	Prkcd	protein kinase C, delta	-1.44	-0.52	0.04	0	-0.66	-0.39	PP PPP
160698_s_at	Mm.2314	Prkcd	protein kinase C, delta	-1.48	-0.57	0.05	0	-0.74	-0.4	PP PPP
161853_f_at	Mm.2921	Prkcq	protein kinase C, theta	-3.44	-1.78	0.16	0	-2.3	-1.27	PP PPP
100684_at	Mm.214593	Prkcsh	protein kinase C substrate 80K-H	1.63	0.71	0.09	0	0.41	1.01	PP PPP
93672_at	Mm.807	Prkr	protein kinase, interferon-inducible double stranded RNA dependent	1.78	0.83	0.13	0.01	0.42	1.25	PP PPA
161229_at	Mm.541	Prm2	protamine 2	-4.18	-2.07	0.09	0	-2.35	-1.78	PP PPP
104728_at	Mm.24611	Pros1	protein S (alpha)	-4.51	-2.17	0.18	0	-2.76	-1.59	PP PPP
100731_at	Mm.3320	Prp15	proline-rich protein 15	-1.93	-0.95	0.19	0.01	-1.54	-0.36	PP PPP
95677_at	Mm.29606	Prp8bp-pending	U5 snRNP-specific protein (Prp8-binding)	1.72	0.78	0.14	0.01	0.35	1.22	PP PPP
98574_at	Mm.3757	Prpf8	pre-mRNA processing factor 8	1.98	0.99	0.14	0.01	0.55	1.42	PP PPP
104751_at	Mm.2477	Prph1	peripherin 1	-6.23	-2.64	0.16	0	-3.15	-2.13	PP PPP
95507_at	Mm.27454	Prps1	phosphoribosyl pyrophosphate synthetase 1	6.49	2.7	0.11	0	2.34	3.06	PP PPA
161346_f_at	Mm.226595	Prss19	protease, serine, 19 (neuropsin)	-2.01	-1.01	0.13	0	-1.42	-0.6	PP PPP
99327_at	Mm.226595	Prss19	protease, serine, 19 (neuropsin)	-4.03	-2.01	0.19	0	-2.62	-1.4	PP PPP
161476_at	Mm.233010	Psap	prosaposin	-2.53	-1.34	0.18	0.01	-1.92	-0.76	PP PPP
97114_at	Mm.233010	Psap	prosaposin	-7.21	-2.85	0.16	0	-3.37	-2.33	PP PPP
96295_at	Mm.29902	Psat1	phosphoserine aminotransferase 1	20.31	4.34	0.08	0	4.09	4.6	PP PPA
160508_at	Mm.46395	Psca	prostate stem cell antigen	1.53	0.61	0.11	0.01	0.27	0.95	PP PPP
95325_at	Mm.20443	Pscd1	pleckstrin homology, Sec7 and coiled-coil domains 1	-1.89	-0.92	0.16	0.01	-1.41	-0.43	PP PPP
104256_at	Mm.123225	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	-2.16	-1.11	0.15	0.01	-1.6	-0.62	PP PPP
104257_g_at	Mm.123225	Pscdbp	pleckstrin homology, Sec7 and coiled-coil domains, binding protein	-2.3	-1.2	0.19	0.01	-1.8	-0.6	PP PPP
96892_at	Mm.30097	Psma1	proteasome (prosome, macropain) subunit, alpha type 1	2.91	1.54	0.12	0	1.16	1.92	PP PPP
100733_at	Mm.182951	Psma2	proteasome (prosome, macropain) subunit, alpha type 2	2.48	1.31	0.15	0	0.84	1.78	PP PPP
97459_at	Mm.30270	Psma4	proteasome (prosome, macropain) subunit, alpha type 4	2.92	1.54	0.18	0	0.98	2.1	PP PPP
94841_at	Mm.2287	Psma5	proteasome (prosome, macropain) subunit, alpha type 5	6.37	2.67	0.07	0	2.46	2.89	PP PPP
96952_at	Mm.30210	Psma6	proteasome (prosome, macropain) subunit, alpha type 6	3.2	1.68	0.15	0	1.2	2.16	PP PPP
93988_at	Mm.21728	Psma7	proteasome (prosome, macropain) subunit, alpha type 7	3.9	1.96	0.1	0	1.65	2.27	PP PPP
98113_at	Mm.42197	Psmb1	proteasome (prosome, macropain) subunit, beta type 1	2.18	1.12	0.08	0	0.86	1.39	PP PPP
101486_at	Mm.787	Psmb10	proteasome (prosome, macropain) subunit, beta type 10	1.47	0.55	0.08	0.01	0.31	0.8	PP PPP
94219_at	Mm.22233	Psmb2	proteasome (prosome, macropain) subunit, beta type 2	2.54	1.35	0.1	0	1.02	1.67	PP PPP
94025_at	Mm.21874	Psmb3	proteasome (prosome, macropain) subunit, beta type 3	3.33	1.73	0.19	0	1.12	2.35	PP PPP
98557_f_at	Mm.368	Psmb4	proteasome (prosome, macropain) subunit, beta type 4	2.06	1.05	0.11	0	0.7	1.39	PP PPP
101558_s_at	Mm.8911	Psmb5	proteasome (prosome, macropain) subunit, beta type 5	3.84	1.94	0.17	0	1.39	2.49	PP PPP
94263_f_at	Mm.2246	Psmb7	proteasome (prosome, macropain) subunit, beta type 7	3.88	1.95	0.09	0	1.67	2.24	PP PPP
102791_at	Mm.13913	Psmb8	proteosome (prosome, macropain) subunit, beta type 8 (large multifunctional protease 7)	1.68	0.75	0.1	0.01	0.42	1.07	PP PPP
160152_at	Mm.157105	Psmc1	protease (prosome, macropain) 26S subunit, ATPase 1	4.49	2.17	0.08	0	1.92	2.41	PP PPP
93734_i_at	Mm.20946	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	2.15	1.1	0.16	0.01	0.6	1.6	PP PPP
93735_f_at	Mm.20946	Psmc3	proteasome (prosome, macropain) 26S subunit, ATPase 3	2.25	1.17	0.12	0	0.78	1.56	PP PPP
160534_at	Mm.665	Psmc5	protease (prosome, macropain) 26S subunit, ATPase 5	1.64	0.71	0.1	0.01	0.39	1.03	PP PPP
93310_at	Mm.18472	Psmc6	proteasome (prosome, macropain) 26S subunit, ATPase, 6	3.44	1.78	0.17	0	1.25	2.31	PP PPP
95483_at	Mm.182318	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	2.2	1.14	0.09	0	0.86	1.42	PP PPP
103319_at	Mm.17640	Psmd10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	2.19	1.13	0.15	0.01	0.64	1.62	AP APA
160305_at	Mm.260539	Psmd11	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	2.23	1.16	0.1	0	0.85	1.46	AP APA
93971_f_at	Mm.21667	Psmd12	proteasome (prosome, macropain) 26S subunit, non-ATPase, 12	2.11	1.08	0.1	0	0.75	1.4	PP PPP
97274_at	Mm.27933	Psmd14	proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	3.44	1.78	0.13	0	1.37	2.2	AP APA
92769_at	Mm.12194	Psmd3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 3	1.82	0.87	0.09	0	0.57	1.16	PP PPP
94302_at	Mm.2261	Psmd4	proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	2.47	1.3	0.1	0	0.99	1.62	PP PPP
96698_at	Mm.27558	Psmd5	proteasome (prosome, macropain) 26S subunit, non-ATPase, 5	2.48	1.31	0.11	0	0.98	1.64	PP PPP
103350_at	Mm.18347	Psmd7	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	2.66	1.41	0.09	0	1.11	1.71	PP PPP
101510_at	Mm.830	Psme1	proteasome (prosome, macropain) 28 subunit, alpha	1.93	0.95	0.12	0	0.57	1.33	PP PPP
100588_at	Mm.626	Psme2	proteasome (prosome, macropain) 28 subunit, beta	2.19	1.13	0.06	0	0.93	1.33	PP PPP
92589_at	Mm.10623	Psph	phosphoserine phosphatase	2.03	1.02	0.19	0.01	0.42	1.61	PP PPP
103946_at	Mm.2534	Pstpip1	proline-serine-threonine phosphatase-interacting protein 1	-1.48	-0.57	0.09	0.01	-0.84	-0.29	PP PPP
102212_at	Mm.10105	Psx1	placenta specific homeobox 1	-2.11	-1.07	0.14	0	-1.52	-0.63	PP PPP
160853_at	Mm.258126	Ptdss2	phosphatidylserine synthase 2	1.59	0.67	0.1	0.01	0.35	0.99	PP PPP
160614_at	Mm.245395	Pten	phosphatase and tensin homolog	1.73	0.79	0.15	0.01	0.3	1.28	PP PPA
98811_at	Mm.153842	Ptgir	prostaglandin I receptor (IP)	-1.82	-0.86	0.13	0.01	-1.28	-0.45	PP PPA
104538_at	Mm.2339	Ptgis	prostaglandin I2 (prostacyclin) synthase	-1.72	-0.78	0.11	0.01	-1.14	-0.42	PP PPP
97363_at	Mm.29674	Ptk2	PTK2 protein tyrosine kinase 2	1.98	0.98	0.15	0.01	0.5	1.47	AP APA
94020_at	Mm.21852	Ptk9l	PTK9 protein typrotein tyrosine kinase 9-like (A6-related protein)	2.88	1.52	0.11	0	1.17	1.88	PP PPP
100718_at	Mm.19187	Ptma	prothymosin alpha	3.85	1.95	0.09	0	1.66	2.24	PP PPP
99599_s_at	Mm.42855	Ptov1	prostate tumor over expressed gene 1	-1.57	-0.65	0.12	0.01	-1.02	-0.28	PP PPP
100595_at	Mm.193688	Ptp4a2	protein tyrosine phosphatase 4a2	-1.78	-0.84	0.1	0	-1.14	-0.53	PP PPP
94929_at	Mm.2668	Ptpn1	protein tyrosine phosphatase, non-receptor type 1	-1.72	-0.78	0.08	0	-1.05	-0.52	PP PPP
92273_at	Mm.361	Ptpn18	protein tyrosine phosphatase, non-receptor type 18	1.7	0.77	0.1	0	0.45	1.08	PP PPP
100406_at	Mm.4654	Ptpn5	protein tyrosine phosphatase, non-receptor type 5	-2.54	-1.34	0.21	0.01	-2.02	-0.67	PP PPP
92356_at	Mm.395	Ptpn8	protein tyrosine phosphatase, non-receptor type 8	2.42	1.28	0.13	0	0.87	1.69	PP PPP
100976_at	Mm.6678	Ptpn9	protein tyrosine phosphatase, non-receptor type 9	1.74	0.8	0.08	0	0.53	1.06	PP PPP
103070_at	Mm.1682	Ptpns1	protein tyrosine phosphatase, non-receptor type substrate 1	-2.56	-1.36	0.13	0	-1.77	-0.94	PP PPP
95803_at	Mm.1682	Ptpns1	protein tyrosine phosphatase, non-receptor type substrate 1	-2.44	-1.29	0.13	0	-1.68	-0.89	PP PPP
92289_at	Mm.37213	Ptprb	protein tyrosine phosphatase, receptor type, B	-1.99	-0.99	0.17	0.01	-1.55	-0.44	PP PPP
99478_at	Mm.41376	Ptprcap	protein tyrosine phosphatase, receptor type, C polypeptide-associated protein	-1.94	-0.95	0.16	0.01	-1.45	-0.46	PP PPP
92661_at	Mm.4450	Ptprv	protein tyrosine phosphatase, receptor type, V	-3.54	-1.82	0.18	0	-2.39	-1.26	PP PPP
101027_s_at	Mm.6856	Pttg1	pituitary tumor-transforming 1	1.77	0.82	0.09	0	0.55	1.1	PP PPP
93580_at	Mm.20543	Pum2	pumilio 2 (Drosophila)	2.17	1.12	0.07	0	0.89	1.34	PP PPP
103501_at	Mm.259715	Pura	purine rich element binding protein A	3.44	1.78	0.08	0	1.52	2.04	PP PPP
160726_at	Mm.2655	Qk	quaking	-3.02	-1.6	0.15	0	-2.08	-1.11	PP PPP
95096_at	Mm.2655	Qk	quaking	2.31	1.21	0.08	0	0.97	1.45	PP PPP
93844_at	Mm.251621	Qpc-pending	low molecular mass ubiquinone-binding protein	2.61	1.39	0.08	0	1.12	1.65	PP PPP
96603_at	Mm.27035	Qscn6	quiescin Q6	-1.66	-0.73	0.13	0.01	-1.15	-0.31	PP PPP
101933_at	Mm.74596	Rab10	RAB10, member RAS oncogene family	2.48	1.31	0.08	0	1.05	1.57	PP PPP
160149_at	Mm.74596	Rab10	RAB10, member RAS oncogene family	1.7	0.76	0.1	0	0.45	1.07	PP PPP
98150_at	Mm.35727	Rab11b	RAB11B, member RAS oncogene family	-1.86	-0.89	0.11	0	-1.24	-0.55	PP PPP
160608_at	Mm.234262	Rab20	RAB20, member RAS oncogene family	-1.87	-0.9	0.14	0.01	-1.35	-0.46	PP PPP
160317_at	Mm.251162	Rab34	RAB34, member of RAS oncogene family	1.61	0.69	0.12	0.01	0.31	1.07	PP PPP
97415_at	Mm.260157	Rab3d	RAB3D, member RAS oncogene family	-1.51	-0.6	0.09	0.01	-0.88	-0.31	PP PPP
95785_s_at	Mm.4268	Rab7	RAB7, member RAS oncogene family	-1.68	-0.75	0.09	0	-1.04	-0.47	PP PPP
99587_at	Mm.4268	Rab7	RAB7, member RAS oncogene family	-2.37	-1.25	0.09	0	-1.52	-0.97	PP PPP
94269_at	Mm.22473	Rabac1	Rab acceptor 1 (prenylated)	-2.11	-1.08	0.1	0	-1.41	-0.74	PP PPP
103579_at	Mm.1972	Rac2	RAS-related C3 botulinum substrate 2	1.94	0.96	0.08	0	0.72	1.2	PP PPP
94953_at	Mm.27141	Racgap1	Rac GTPase-activating protein 1	2.39	1.25	0.21	0.01	0.58	1.93	PP PPA
96103_f_at	Mm.196846	Rad23b	RAD23b homolog (S. cerevisiae)	1.94	0.95	0.09	0	0.65	1.26	PP PPP
100459_at	Mm.4888	Rad50	RAD50 homolog (S. cerevisiae)	1.8	0.85	0.11	0.01	0.49	1.22	PP PPA
104527_at	Mm.231	Rad51	RAD51 homolog (S. cerevisiae)	2.07	1.05	0.19	0.01	0.45	1.65	PP PPA
102649_s_at	Mm.87808	Raet1c	retinoic acid early transcript gamma	6.22	2.64	0.22	0	1.93	3.35	PP PPP
104166_at	Mm.27161	Rage	renal tumor antigen	-1.96	-0.97	0.21	0.02	-1.65	-0.3	PP PPP
103067_at	Mm.27348	Rala	v-ral simian leukemia viral oncogene homolog A (ras related)	1.58	0.66	0.12	0.01	0.29	1.03	PP PPP
