probe set	Annotation	GeneCluster	Mean HC 1A	Mean HC 1B	Mean HC 2A	Mean HC 2B	Mean SC1	SD SC1	Mean SC2	SD SC2
238022_at	Consensus includes gb:AA954994 /FEA=EST /DB_XREF=gi:3118689 /DB_XREF=est:op24f03.s1 /CLONE=IMAGE:1577789 /UG=Hs.237396 ESTs	HC2A	61.28175714	33.99446667	169.2235778	164.4161286	43.51218276	41.38979274	147.9757143	126.534274
238756_at	Consensus includes gb:AI860012 /FEA=EST /DB_XREF=gi:5513628 /DB_XREF=est:wm22g09.x1 /CLONE=IMAGE:2436736 /UG=Hs.41294 ESTs	HC2A	41.61589524	43.88152778	182.76515	125.6453536	39.45398966	22.17490144	130.847825	92.44580058
200650_s_at	lactate dehydrogenase A	HC2B	1185.748286	1772.233611	1771.252556	3481.281071	1470.974069	774.7283477	2562.519411	1251.75803
200660_at	S100 calcium binding protein A11 (calgizzarin)	HC2B	383.561619	482.5923556	621.0184444	1943.763714	438.3946345	439.0378058	1243.423714	870.4811426
200704_at	LPS-induced TNF-alpha factor	HC2B	421.039681	548.3691111	705.4927778	1028.043571	428.5533552	238.877482	853.0092857	323.2357264
200791_s_at	IQ motif containing GTPase activating protein 1	HC2B	249.0588571	258.2654111	350.3696833	840.9196786	251.438531	148.3324712	579.2803804	364.719988
200916_at	transgelin 2	HC2B	256.6715238	397.6495	723.9113889	1698.07	360.8436207	408.804061	1118.923089	721.5287546
200974_at	actin, alpha 2, smooth muscle, aorta	HC2B	318.7487619	458.8694444	491.4178333	983.0365357	372.7623448	199.3331866	723.4608929	545.802699
200986_at	serine (or cysteine) proteinase inhibitor, clade G (C1 inhibitor), member 1	HC2B	163.952019	375.8906111	299.0968333	1065.09825	271.1523586	329.4367873	670.5731964	526.712954
201012_at	annexin A1	HC2B	311.2068857	416.0611667	550.9176667	1889.9755	333.5479172	337.2997574	1199.774786	900.4042283
201042_at	Consensus includes gb:AL031651 /DEF=Human DNA sequence from clone RP5-1054A22 on chromosome 20q11.22-12 Contains two isoforms of the gene for TGM2 (transglutaminase 2 (C polypeptide, protein-glutamine-gamma-glutamyltransferase), ESTs, STSs, GSSs and a Cp	HC2B	178.8683048	238.2805	171.8044389	492.8849286	203.9218966	70.31067722	339.7286839	332.7596712
201058_s_at	myosin, light polypeptide 9, regulatory	HC2B	55.24562381	130.3717889	83.75026667	384.2222	84.05694138	64.01224242	238.1236679	332.5720377
201105_at	lectin, galactoside-binding, soluble, 1 (galectin 1)	HC2B	671.5229524	1091.364556	1369.322833	3325.121429	827.8417586	480.4420688	2276.613286	1468.542213
201110_s_at	thrombospondin 1	HC2B	25.42557143	59.96157778	42.56640556	328.2837179	36.07557586	28.50783744	187.9498768	327.0195308
201125_s_at	integrin, beta 5	HC2B	248.1029381	229.9105556	370.9124667	570.3150607	242.6985069	129.4866375	445.6346625	311.0644568
201136_at	proteolipid protein 2 (colonic epithelium-enriched)	HC2B	190.7059476	206.5425222	299.1078889	821.3004643	193.7543138	157.4360846	544.3583964	458.4285712
201141_at	glycoprotein (transmembrane) nmb	HC2B	225.5966667	536.4381111	405.7844167	1515.970929	320.7415172	314.3058684	979.3431696	870.902766
201170_s_at	basic helix-loop-helix domain containing, class B, 2	HC2B	302.8019429	515.745	359.8409444	1010.877464	378.3624069	187.1576605	704.490125	489.7122931
201261_x_at	biglycan	HC2B	375.5584286	541.7672778	658.462	1629.812536	423.6957586	328.6087812	1122.114786	797.0970324
201331_s_at	signal transducer and activator of transcription 6, interleukin-4 induced	HC2B	130.3527238	218.7831333	133.7499056	392.8794357	177.2732862	97.91286803	266.8339429	238.8016931
201422_at	interferon, gamma-inducible protein 30	HC2B	228.7500524	289.6643778	448.9048	1526.974679	280.465769	367.9968116	941.4246429	831.681532
201438_at	collagen, type VI, alpha 3	HC2B	29.40221905	134.4898167	76.69283889	941.388025	56.73964483	90.30513268	520.2169536	1081.438312
201487_at	cathepsin C	HC2B	411.7855714	329.0724444	624.5786111	1207.9555	387.8121724	292.4503228	864.0967321	619.4037293
201505_at	laminin, beta 1	HC2B	113.4242857	168.4197611	273.4873389	544.1966786	128.6683793	53.03799632	390.042175	326.011356
201506_at	transforming growth factor, beta-induced, 68kD	HC2B	382.5143286	188.7259444	436.3589278	1916.442714	342.0858793	416.5687422	1125.432752	1298.51711
201508_at	insulin-like growth factor binding protein 4	HC2B	120.745181	207.6389667	255.6826	653.1191786	140.6232793	99.56622265	447.9410518	497.2428001
201590_x_at	annexin A2	HC2B	674.9689524	807.0728333	1368.422778	3378.051464	638.3910345	447.4218574	2310.810179	1605.822052
201666_at	tissue inhibitor of metalloproteinase 1 (erythroid potentiating activity, collagenase inhibitor)	HC2B	372.9165429	1015.778889	1412.3465	4463.603929	554.8442207	827.1493882	2864.7845	2092.944215
201693_s_at	Consensus includes gb:AV733950 /FEA=EST /DB_XREF=gi:10851495 /DB_XREF=est:AV733950 /CLONE=cdAADG12 /UG=Hs.326035 early growth response 1 /FL=gb:M62829.1 gb:NM_001964.1	HC2B	323.2477143	372.6559444	488.8303333	717.2168929	376.8973793	237.9265158	561.5536429	357.2094749
201743_at	CD14 antigen	HC2B	426.3199095	300.4385056	490.3355333	1671.153179	425.657331	513.7239764	1029.194236	979.1790658
201744_s_at	lumican	HC2B	27.12278095	86.7862	49.44326111	463.0197857	45.21245172	62.80258927	262.0553857	447.219727
201785_at	ribonuclease, RNase A family, 1 (pancreatic)	HC2B	698.0800476	1494.988611	840.3271111	2190.486179	928.7790345	563.3614968	1626.685446	1638.426507
201787_at	fibulin 1	HC2B	138.4998381	216.3528333	170.2311667	356.0179571	160.9263655	61.98461073	270.8686929	245.1159008
201798_s_at	fer-1-like 3, myoferlin (C. elegans)	HC2B	130.4562524	120.9627944	141.4481167	445.1702857	126.415531	71.71293655	290.3874161	232.5525387
201850_at	capping protein (actin filament), gelsolin-like	HC2B	112.3621095	165.5900167	130.6258167	535.14975	134.6954034	119.1947922	335.1699214	244.7302008
201852_x_at	collagen, type III, alpha 1 (Ehlers-Danlos syndrome type IV, autosomal dominant)	HC2B	147.9490048	456.2839944	435.16645	2215.991107	221.7230483	351.5876815	1335.193209	1849.017606
201858_s_at	proteoglycan 1, secretory granule	HC2B	513.5375238	405.6023889	537.4308889	1517.542536	505.9676897	344.144247	992.4466964	869.7378364
201860_s_at	plasminogen activator, tissue	HC2B	128.265019	283.2121111	570.1351667	531.3403214	164.0779448	83.86211658	503.0908036	391.0638344
201893_x_at	decorin	HC2B	381.7851429	788.5312778	450.9022222	1854.806321	520.4399655	380.2701602	1199.448375	1327.333612
201963_at	fatty-acid-Coenzyme A ligase, long-chain 2	HC2B	224.576519	342.9706111	294.2377833	596.4872143	291.6933276	166.6946141	436.2213125	315.8596254
202086_at	myxovirus (influenza) resistance 1, homolog of murine (interferon-inducible protein p78)	HC2B	202.2350762	370.4925556	353.88715	546.2295	234.9765172	206.2168499	460.1049696	351.5072642
202207_at	ADP-ribosylation factor-like 7	HC2B	166.5773524	347.2988167	647.9728944	1140.461536	324.8580172	378.9734726	784.3759946	545.7544529
202208_s_at	ADP-ribosylation factor-like 7	HC2B	92.27425714	166.03295	293.8633611	615.2023214	156.2237862	178.8751298	409.1262179	291.7536025
202237_at	nicotinamide N-methyltransferase	HC2B	46.62149048	100.2699667	147.5134833	1317.734568	194.9157552	742.8448068	655.0565071	989.3946239
202238_s_at	nicotinamide N-methyltransferase	HC2B	22.6289	36.02163889	42.7974	763.4742036	122.3950862	517.9902054	352.1744607	681.5082245
202283_at	serine (or cysteine) proteinase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1	HC2B	270.7520952	648.3003889	369.4874444	842.6216429	430.9951379	293.4394822	626.7950357	441.4062084
202291_s_at	matrix Gla protein	HC2B	167.4687095	429.5881778	482.3110222	1299.174268	258.1050276	430.9047546	871.836825	1024.653337
202310_s_at	collagen, type I, alpha 1	HC2B	131.8099762	570.1184667	479.9703278	2347.007964	231.9442931	405.6918212	1440.347255	1845.942218
202311_s_at	collagen, type I, alpha 1	HC2B	24.09907619	66.89741667	48.0969	481.9386714	32.4810069	34.30282063	270.1484268	516.8098144
202357_s_at	B-factor, properdin	HC2B	29.27243333	37.96571667	30.98020556	238.086825	37.80612069	44.89948732	132.6035946	189.32393
202376_at	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3	HC2B	1245.236495	1959.491733	2399.709722	3861.844643	1330.706814	1500.349479	3109.941875	1707.322072
202404_s_at	collagen, type I, alpha 2	HC2B	82.09390476	302.7866833	318.6845778	1506.138321	115.0942103	201.844944	924.0106357	1309.326324
202435_s_at	cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)	HC2B	121.0514381	197.0675778	106.8659333	422.1806536	151.687369	59.60916382	275.6251429	314.1482378
202436_s_at	cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)	HC2B	107.3727333	224.1684722	102.8357167	645.2700857	158.6363345	88.24286735	385.8573482	578.785864
202437_s_at	cytochrome P450, subfamily I (dioxin-inducible), polypeptide 1 (glaucoma 3, primary infantile)	HC2B	47.06572857	109.49875	41.44183333	289.6392071	76.28384828	48.93444454	171.4817321	238.0004849
202458_at	protease, serine, 23	HC2B	121.4426286	132.9535444	181.2805167	457.8763929	125.1541069	88.09207693	310.6710393	279.3674737
202497_x_at	solute carrier family 2 (facilitated glucose transporter), member 3	HC2B	69.60922381	163.2506611	134.6906611	387.9069107	133.3619379	131.8608329	246.7613357	272.377681
202499_s_at	solute carrier family 2 (facilitated glucose transporter), member 3	HC2B	153.8778476	348.2358889	245.0012944	491.4988214	254.3015103	176.7504252	362.4451304	258.1316626
202555_s_at	myosin, light polypeptide kinase	HC2B	281.7713667	501.3103889	257.3636167	461.9790464	293.119231	208.703905	428.7194	312.8985449
202627_s_at	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	HC2B	109.0535143	202.8764556	206.6901222	1061.916857	149.6174759	136.8294623	626.0194179	753.5475716
202628_s_at	serine (or cysteine) proteinase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	HC2B	56.3016	155.8791944	109.5059556	880.02	100.1360552	131.1629577	494.5692982	677.1267416
202638_s_at	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	HC2B	99.75430952	105.5064611	102.8825611	300.1493929	99.42293103	30.99880327	202.9778732	189.960086
202643_s_at	tumor necrosis factor, alpha-induced protein 3	HC2B	134.3789143	116.2320056	114.3638111	448.6404607	139.0394793	89.70937606	276.8298196	309.7654844
202644_s_at	tumor necrosis factor, alpha-induced protein 3	HC2B	199.7457524	195.182	185.5368722	632.2371071	215.7214759	138.7960322	401.6842268	410.5835772
202672_s_at	activating transcription factor 3	HC2B	168.4929476	157.3971	219.0682389	428.2273214	184.3940448	144.1678891	302.8154589	241.9763597
202718_at	insulin-like growth factor binding protein 2 (36kD)	HC2B	157.8755	408.6079222	1543.410422	2127.61525	144.7174207	126.409741	1675.502455	1174.179145
202733_at	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II	HC2B	139.7169952	176.7927778	161.9394444	521.3806429	164.9084276	60.78970734	336.5634018	408.7447586
202796_at	synaptopodin	HC2B	61.6528619	66.45563889	101.6131167	340.184625	79.46974828	117.6671518	206.0802589	229.5721909
202820_at	aryl hydrocarbon receptor	HC2B	151.1287286	110.4467611	166.0326333	457.075325	157.5416862	163.6123815	292.495225	251.5158378
202833_s_at	serine (or cysteine) proteinase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	HC2B	127.0252429	112.8305833	118.7937333	496.1495	161.9724138	244.4697128	286.2813179	286.1537708
202838_at	fucosidase, alpha-L- 1, tissue	HC2B	238.6563333	282.3633333	273.8434444	641.5824643	269.6142759	112.0082713	449.4464286	383.2228297
202855_s_at	solute carrier family 16 (monocarboxylic acid transporters), member 3	HC2B	48.44517619	36.1604	57.09635556	268.0623536	56.44623103	66.58494156	152.9424196	171.4222252
202856_s_at	solute carrier family 16 (monocarboxylic acid transporters), member 3	HC2B	112.047919	108.2783444	118.7782722	447.8683929	118.9907379	82.12846237	277.3144464	245.8543085
202859_x_at	interleukin 8	HC2B	123.2495476	119.6752333	136.8286222	962.4492357	128.3711172	195.6955716	543.4129661	890.3262014
202912_at	adrenomedullin	HC2B	136.7940238	279.0763	323.3416111	1187.866893	154.1840724	99.5709692	759.0202107	710.9401455
202917_s_at	S100 calcium binding protein A8 (calgranulin A)	HC2B	252.0063476	431.5273611	291.6734556	1285.0105	437.5410931	565.328381	742.8812554	978.1107068
202934_at	hexokinase 2	HC2B	292.7144952	209.0700333	344.0041778	611.377	251.9417621	157.7144565	462.7604482	363.8434557
202948_at	interleukin 1 receptor, type I	HC2B	123.3503667	183.6253278	137.9539556	458.2634429	149.6026207	75.67552051	301.2800929	348.4920321
202949_s_at	four and a half LIM domains 2	HC2B	77.10230476	239.7193889	119.7531389	287.9626571	151.8052138	109.3512669	209.8260196	200.9261898
202992_at	complement component 7	HC2B	65.28100476	140.4453278	67.89853889	252.8256643	91.47368276	81.23576275	170.4905804	260.045484
202994_s_at	like mouse brain protein E46	HC2B	64.94838095	111.8673889	79.67649444	240.3184036	70.08598276	28.6050924	169.7879946	220.2122447
202995_s_at	fibulin 1	HC2B	98.43601429	134.5601833	106.0395889	294.5762821	104.5987069	38.36145325	207.3701	237.6192841
202998_s_at	lysyl oxidase-like 2	HC2B	144.318819	116.2351111	252.8868722	575.5714286	137.1917862	93.86465005	389.5058768	402.6237835
203186_s_at	S100 calcium binding protein A4 (calcium protein, calvasculin, metastasin, murine placental homolog)	HC2B	47.87248095	72.77109444	89.68313333	596.4125	69.14736552	122.8606652	332.5674036	476.1779849
203234_at	uridine phosphorylase	HC2B	78.20795238	137.7784167	127.8568611	402.7119893	103.0912586	58.18573327	262.6802	235.492877
203303_at	t-complex-associated-testis-expressed 1-like	HC2B	329.1581905	926.2778889	525.9843889	876.9906786	565.3283793	393.7209021	735.9689107	321.3538786
203305_at	coagulation factor XIII, A1 polypeptide	HC2B	277.6677143	298.3961111	516.1177389	1329.83825	332.3491034	464.0783874	858.7431839	938.4511868
203313_s_at	TGFB-induced factor (TALE family homeobox)	HC2B	181.1871857	163.8281889	357.3532056	493.82675	162.2000276	77.38209327	398.3847179	188.1983648
203324_s_at	caveolin 2	HC2B	69.50437619	106.82285	167.0706222	324.2444321	103.3874379	111.8488422	222.6836214	186.1848157
203401_at	phosphoribosyl pyrophosphate synthetase 2	HC2B	61.80119524	180.9951722	114.3853889	223.3513214	119.4084621	98.2344796	167.9583357	103.6063908
203423_at	retinol binding protein 1, cellular	HC2B	158.9621619	383.8132833	534.7625444	1140.830821	180.6813	210.6804479	831.7156357	837.8214649
203476_at	trophoblast glycoprotein	HC2B	130.5606143	219.5130833	119.96395	314.5556071	162.1149276	113.9760875	231.4032786	256.5940946
203561_at	Fc fragment of IgG, low affinity IIa, receptor for (CD32)	HC2B	180.1710905	164.4091556	231.6016833	670.7010714	184.3204483	161.0804505	434.7522321	371.7617056
203645_s_at	CD163 antigen	HC2B	426.991	524.9244778	838.3921556	2405.959464	563.1962276	1002.170004	1509.655086	1344.113493
203665_at	heme oxygenase (decycling) 1	HC2B	249.7484762	209.0755167	373.7567278	1029.832464	232.9737276	182.3816911	675.2637375	737.5512957
203697_at	frizzled-related protein	HC2B	131.8842048	200.4761889	176.7265944	479.5705429	165.1625069	93.15242032	324.9550161	393.9062938
203729_at	epithelial membrane protein 3	HC2B	127.3885095	287.1473	322.7382667	1358.008357	170.2965034	252.6843977	834.6202554	642.6272356
203748_x_at	RNA binding motif, single stranded interacting protein 1	HC2B	108.3347524	124.6439389	245.5608667	475.6431786	120.7034069	89.3430223	334.9344018	231.1445646
203789_s_at	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	HC2B	81.44781905	151.1153778	130.6270611	203.591825	123.4934621	78.91125984	158.9469429	174.8647368
203851_at	insulin-like growth factor binding protein 6	HC2B	101.6215333	236.4448889	197.0576222	484.664325	157.353431	92.97222698	338.2937321	441.6474333
203854_at	I factor (complement)	HC2B	152.6453381	126.1842556	210.53785	614.8663214	180.5082621	218.8731802	379.429775	294.6266444
203886_s_at	fibulin 2	HC2B	61.53846667	125.2844444	50.70197222	209.7344821	82.87935172	67.57308571	141.5915643	181.1357656
203887_s_at	thrombomodulin	HC2B	47.1128381	55.73961111	51.49225	215.3524036	51.73654138	35.37280035	133.0187625	169.3234149
203936_s_at	matrix metalloproteinase 9 (gelatinase B, 92kD gelatinase, 92kD type IV collagenase)	HC2B	170.2931905	173.2803222	311.7572222	760.9537857	171.7116483	54.78923804	511.3196607	679.0585932
203963_at	carbonic anhydrase XII	HC2B	178.6841905	155.5848389	194.8247667	927.2163214	164.094669	133.3498843	558.2687946	768.1459339
204006_s_at	Fc fragment of IgG, low affinity IIIb, receptor for (CD16)	HC2B	250.0746476	172.0571333	296.9094222	723.1600714	249.6068966	354.5790578	476.8365643	380.9755434
204007_at	Fc fragment of IgG, low affinity IIIb, receptor for (CD16)	HC2B	312.4131381	271.3036667	361.8663333	906.1345	328.1407552	377.0091102	603.8110714	410.5446813
204083_s_at	tropomyosin 2 (beta)	HC2B	94.97701905	117.6957944	120.2265667	377.8991286	92.86596207	51.50185121	252.9496893	269.4174782
204114_at	nidogen 2	HC2B	99.907	92.44193333	180.1957833	358.4289286	97.03565862	69.52627285	254.0625321	228.848091
204150_at	KIAA0246 protein	HC2B	357.151381	231.0762	414.7506944	1289.474893	365.4936586	501.8334003	796.9829286	737.0508624
204158_s_at	T-cell, immune regulator 1	HC2B	83.56404762	91.25389444	101.7563722	277.7327143	85.13648276	35.92442229	188.1533536	162.4139788
204174_at	arachidonate 5-lipoxygenase-activating protein	HC2B	384.1412143	378.0372667	347.6416667	1219.932036	411.2230103	402.6592232	774.3181429	535.2531386
204298_s_at	lysyl oxidase	HC2B	59.9265	65.16156667	77.82460556	391.5051321	60.26617931	23.3815813	232.9755732	355.1198165
204342_at	hypothetical protein	HC2B	92.04552381	105.2391389	162.2346722	312.36325	101.7404621	67.48924746	223.9853964	144.3101645
204362_at	src family associated phosphoprotein 2	HC2B	77.53504762	138.36035	97.28022778	268.2217429	111.3945724	73.78615497	181.2416536	146.9353929
204446_s_at	arachidonate 5-lipoxygenase	HC2B	143.7505	142.5916889	126.55185	447.0635357	164.7036069	165.9703332	278.6556893	252.4819187
204508_s_at	hypothetical protein FLJ20151	HC2B	46.00915238	31.16722778	40.32327778	302.4111107	39.03196897	41.3272742	171.2250946	269.3035509
204646_at	dihydropyrimidine dehydrogenase	HC2B	112.4167381	119.9626444	126.6720722	498.720875	125.0902793	129.3964218	306.0132643	275.9328319
204682_at	latent transforming growth factor beta binding protein 2	HC2B	114.337981	153.1370611	122.0516778	314.5588893	121.9900241	29.0777728	225.4363054	255.3010778
204787_at	Ig superfamily protein	HC2B	742.7104286	665.4701111	674.6273889	1965.457571	782.3430345	916.1163018	1286.848893	1024.587583
204908_s_at	B-cell CLL/lymphoma 3	HC2B	86.86766667	86.53132778	113.8957167	355.4086929	93.72825517	55.28441275	226.1648536	214.6490545
204971_at	cystatin A (stefin A)	HC2B	44.51912857	54.60272222	66.04506111	236.5190286	58.28577586	72.3321162	143.5501268	144.5050394
205173_x_at	CD58 antigen, (lymphocyte function-associated antigen 3)	HC2B	137.6579143	121.2274222	207.9196667	406.35825	120.6184483	69.98925868	298.1349964	162.9575279
205180_s_at	a disintegrin and metalloproteinase domain 8	HC2B	88.21497619	53.98853333	82.60886667	280.6419036	77.44694828	40.6489811	177.2014196	193.7367224
205266_at	leukemia inhibitory factor (cholinergic differentiation factor)	HC2B	23.25303333	31.49663889	31.98948889	353.3985214	29.57735517	26.2949116	190.5085589	392.8090145
205382_s_at	D component of complement (adipsin)	HC2B	82.03413333	115.6897611	81.5608	293.8120464	95.17117241	46.32542613	191.7857179	252.1472536
205403_at	interleukin 1 receptor, type II	HC2B	24.20670476	49.8821	32.65286667	165.6891893	45.36696897	52.26330153	94.95759643	183.4049857
205453_at	homeo box B2	HC2B	40.08787143	50.98178889	118.202	235.1171714	29.48807241	13.99336304	171.7014321	229.4157432
205479_s_at	plasminogen activator, urokinase	HC2B	69.9886381	72.38211667	115.3681444	462.4332964	83.93785862	98.17472236	274.3428661	300.2142293
205547_s_at	transgelin	HC2B	241.4368095	375.8772667	294.4436111	1286.70575	289.3354069	188.1700354	799.5175536	933.4058037
205681_at	BCL2-related protein A1	HC2B	72.25690476	74.25116111	63.26685556	239.9031357	85.02067586	73.12741793	147.2215625	168.3136291
206070_s_at	EphA3	HC2B	39.87861429	44.80958889	109.6291778	159.4116107	51.99556897	59.78045043	117.3750411	185.4209811
206157_at	pentaxin-related gene, rapidly induced by IL-1 beta	HC2B	53.67607143	49.41276111	114.0107444	630.1488	74.72012069	144.6162779	349.0375625	469.3385241
206172_at	interleukin 13 receptor, alpha 2	HC2B	52.42551905	57.35025556	153.7741722	345.4687357	70.21369655	129.4189213	223.8946964	279.6596098
206306_at	ryanodine receptor 3	HC2B	96.75367143	326.9909611	212.0517389	353.1362536	183.4836034	145.9441449	291.0961839	300.0688275
206580_s_at	EGF-containing fibulin-like extracellular matrix protein 2	HC2B	175.6992	290.6634444	278.4756056	654.70075	195.2785586	92.09123804	475.0487304	277.2188494
206584_at	MD-2 protein	HC2B	149.0221571	104.73095	180.5681333	493.7445714	141.4201966	115.9823024	321.2234125	266.7475652
207076_s_at	argininosuccinate synthetase	HC2B	78.18254286	259.7130556	92.80026111	237.2612821	156.8956034	132.7460508	180.0074375	152.0348878
207191_s_at	immunoglobulin superfamily containing leucine-rich repeat	HC2B	33.8869	213.4098389	53.09023333	373.6299107	93.05247241	119.3606733	236.9953929	397.6747819
207266_x_at	RNA binding motif, single stranded interacting protein 1	HC2B	110.6779333	115.1493	246.4022222	493.3530714	117.7640931	78.32235999	343.4087732	243.5465676
208161_s_at	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	HC2B	92.95844762	81.78860556	99.81137222	573.4404071	104.568731	151.2440048	325.7993786	407.8622936
208296_x_at	TNF-induced protein	HC2B	74.59941429	69.95807222	104.5890222	277.7849179	78.1419931	50.45939918	182.5052732	163.0093485
208370_s_at	Down syndrome critical region gene 1	HC2B	704.0875238	801.3233333	1189.572722	2034.817857	746.0291724	334.9726717	1535.036089	838.9887568
208540_x_at	S100 calcium binding protein A14 (calgizzarin)	HC2B	282.8969048	324.1450556	425.8388889	1217.520393	311.149931	233.5651911	794.7815893	593.523597
208636_at	translocase of inner mitochondrial membrane 10 homolog (yeast)	HC2B	474.7931762	716.9731667	800.1985	1678.624857	635.1891966	381.8197425	1176.084929	701.6572156
208637_x_at	actinin, alpha 1	HC2B	183.131681	285.1146111	297.3108889	827.7699643	241.2971207	147.0338997	544.8101214	416.4808317
208659_at	chloride intracellular channel 1	HC2B	350.6367143	385.9993333	733.4025	1591.155393	332.9384138	228.1741531	1114.459661	696.949235
208690_s_at	PDZ and LIM domain 1 (elfin)	HC2B	222.5430952	260.5791667	330.861	663.8878929	237.9089655	131.6796259	482.3005179	327.6306591
208747_s_at	complement component 1, s subcomponent	HC2B	295.082181	383.6550444	423.3712222	1597.282464	426.3219931	740.4292986	947.9244607	833.0523834
208782_at	follistatin-like 1	HC2B	470.5538571	489.0391667	703.7598333	1881.537071	456.5708966	259.9567369	1264.187411	848.0646333
208789_at	polymerase I and transcript release factor	HC2B	182.0401524	294.9875	320.9774667	944.6490714	209.3004034	91.52224687	630.1906232	444.6950996
208816_x_at	annexin A2 pseudogene 2	HC2B	350.1450476	418.4916667	784.7562222	2087.309464	326.0521724	218.383183	1392.868929	1137.162685
208949_s_at	lectin, galactoside-binding, soluble, 3 (galectin 3)	HC2B	284.5338	1013.418944	673.3388333	2757.65875	497.6748897	333.3692719	1769.977196	1303.48604
209120_at	Consensus includes gb:AL037401 /FEA=EST /DB_XREF=gi:5406798 /DB_XREF=est:DKFZp564K1671_s1 /CLONE=DKFZp564K1671 /UG=Hs.288869 nuclear receptor subfamily 2, group F, member 2 /FL=gb:M64497.1	HC2B	198.7802667	285.3595	392.2649111	402.01525	193.9612621	111.6120677	392.9138464	210.3732839
209122_at	adipose differentiation-related protein	HC2B	154.4381714	184.8854	294.9474667	927.3158214	165.6252483	116.218872	590.034	605.0043454
209156_s_at	collagen, type VI, alpha 2	HC2B	41.75881429	103.6162944	187.1565611	1110.677393	57.91961724	60.27811458	634.4668679	1130.645975
209191_at	tubulin beta-5	HC2B	214.4925143	273.6705333	515.6782222	792.9359643	229.7522207	182.22475	611.6430893	396.9360853
209213_at	carbonyl reductase 1	HC2B	185.2937095	399.2862222	273.5170667	391.2353929	253.7931034	161.1552343	349.9324661	171.6310578
209280_at	endocytic receptor (macrophage mannose receptor family)	HC2B	107.805419	108.9450667	194.9305222	427.4176786	107.285469	61.98524461	296.2516214	203.8703892
209335_at	decorin	HC2B	138.4361381	323.5608944	164.10195	628.1353179	201.9596069	128.2283876	418.1437571	458.8569494
209356_x_at	EGF-containing fibulin-like extracellular matrix protein 2	HC2B	118.2656857	192.8748333	177.6819889	565.7732857	127.7223345	65.5101905	380.2019018	231.5811538
209360_s_at	runt-related transcription factor 1 (acute myeloid leukemia 1; aml1 oncogene)	HC2B	82.4261619	60.22979444	134.8444611	325.12015	84.65134483	79.42959676	212.3350214	153.4605696
209387_s_at	transmembrane 4 superfamily member 1	HC2B	66.76502381	133.1202278	228.5802611	220.6262821	88.78081034	92.2782903	205.6351196	237.0568202
209448_at	HIV-1 Tat interactive protein 2, 30 kDa	HC2B	108.0997333	191.2706778	139.0096778	321.9766071	139.5527172	77.26257674	235.418875	143.3928738
209621_s_at	alpha-actinin-2-associated LIM protein	HC2B	152.7005095	145.0802222	242.5828556	440.8525357	138.2203172	64.59594873	330.7165696	288.3183252
209708_at	DKFZP564G202 protein	HC2B	106.9250857	261.0055611	133.2552222	367.2874464	137.4898138	107.7616741	279.2672286	259.7478245
209774_x_at	GRO2 oncogene	HC2B	135.2898905	101.7157333	72.42503333	381.4454286	129.2461103	121.5609703	230.4992196	367.0142662
209803_s_at	tumor suppressing subtransferable candidate 3	HC2B	39.76582381	70.27437222	180.4228222	237.1978321	53.13751379	26.45179773	186.5747	209.066769
209875_s_at	secreted phosphoprotein 1 (osteopontin, bone sialoprotein I, early T-lymphocyte activation 1)	HC2B	2224.25219	3179.815	3291.704833	5305.748929	2515.08531	1653.874688	4264.645518	1431.611845
209949_at	neutrophil cytosolic factor 2 (65kD, chronic granulomatous disease, autosomal 2)	HC2B	107.5502095	118.1093944	94.95661667	280.1134	115.2875069	52.06795609	189.1710732	162.6708623
210042_s_at	cathepsin Z	HC2B	91.09314286	114.4275278	101.3337222	317.4213536	106.5770828	75.03634186	207.0307321	232.0435663
210495_x_at	fibronectin 1	HC2B	1195.388524	1169.274944	2298.093111	4105.863714	1144.458345	777.1577194	3023.047786	1701.375772
210512_s_at	vascular endothelial growth factor	HC2B	601.7911429	812.6911111	1395.966278	2251.850714	578.4791724	422.0293294	1761.953054	922.1399372
210517_s_at	A kinase (PRKA) anchor protein (gravin) 12	HC2B	419.0560476	738.7291667	863.959	1008.631714	580.2457241	317.9986831	876.12725	513.8369805
210845_s_at	plasminogen activator, urokinase receptor	HC2B	181.525619	193.4738167	208.8725667	629.9714286	194.1977483	69.5480604	411.8167536	353.5215466
210889_s_at	Fc fragment of IgG, low affinity IIb, receptor for (CD32)	HC2B	91.70052381	113.8102111	96.30866667	424.6297607	100.2030586	35.70360573	262.3499179	296.1269626
