Gene ID	Gene Identifier	ANOVA P value	B&H P value	mean 1	mean 2	mean 3	mean 4	SEM 1	SEM 2	SEM 3	SEM 4	Quality 1	Quality 2	Quality 3	Quality 4	Other ID	Gene Title	UG Cluster	LocusLink	Chromosome
OSGIN2	BC031054	0.007493	0.024787357	8.636	8.955	9.173	9.236	0.085	0.132	0.086	0.115	8.636	8.955	9.173	9.236	MmugDNA.34230.1.S1_at	Oxidative stress induced growth inhibitor family member 2	Hs.436445	734	8
PAM	BF038548	0.007609	0.025034274	11.824	11.443	11.822	11.887	0.049	0.117	0.082	0.053	11.824	11.443	11.822	11.887	MmugDNA.3986.1.S1_s_at	Peptidylglycine alpha-amidating monooxygenase	Hs.369430	5066	5
PAM	NM_000919	0.001281	0.008110179	12.847	12.468	12.865	12.946	0.040	0.078	0.086	0.053	12.847	12.468	12.865	12.946	MmugDNA.776.1.S1_at	Peptidylglycine alpha-amidating monooxygenase	Hs.369430	5066	5
PAM	NM_000919	0.0024	0.011897069	13.402	13.056	13.477	13.552	0.035	0.083	0.103	0.057	13.402	13.056	13.477	13.552	MmugDNA.776.1.S1_s_at	Peptidylglycine alpha-amidating monooxygenase	Hs.369430	5066	5
PAM	BF038548	0.003935	0.01619412	8.189	7.733	8.300	8.449	0.057	0.135	0.134	0.102	8.189	7.733	8.300	8.449	MmugDNA.3986.1.S1_at	Peptidylglycine alpha-amidating monooxygenase	Hs.369430	5066	5
PAPD5	AU146704	0.011262	0.03253011	11.164	10.776	10.989	10.921	0.099	0.052	0.057	0.048	11.164	10.776	10.989	10.921	MmugDNA.7313.1.S1_at	PAP associated domain containing 5	Hs.514342	64282	16
PARD3B	BF109252	0.008888	0.027820913	8.644	7.826	8.317	8.368	0.030	0.226	0.151	0.025	8.644	7.826	8.317	8.368	MmugDNA.31817.1.S1_at	Par-3 partitioning defective 3 homolog B (C. elegans)	Hs.657382	117583	2
PBK	NM_018492	0.000338	0.003667141	5.125	7.496	5.584	6.059	0.126	0.415	0.277	0.200	5.125	7.496	5.584	6.059	MmugDNA.33387.1.S1_at	PDZ binding kinase	Hs.104741	55872	8
PCAF	AV727449	0.00006	0.001431598	10.230	9.533	9.714	9.688	0.090	0.062	0.059	0.056	10.230	9.533	9.714	9.688	MmugDNA.8649.1.S1_at	P300/CBP-associated factor	Hs.533055	8850	3
PCNP	NM_020357	0.000568	0.004969406	11.963	11.699	11.678	11.654	0.022	0.064	0.038	0.026	11.963	11.699	11.678	11.654	MmugDNA.6583.1.S1_at	PEST proteolytic signal containing nuclear protein	Hs.654949	57092	3
PCNT	NM_006031	0.008939	0.027928	10.265	10.000	10.031	10.070	0.055	0.016	0.070	0.033	10.265	10.000	10.031	10.070	MmugDNA.36521.1.S1_at	Pericentrin	Hs.474069	5116	21
PDPN	NM_006474	0.002581	0.012458674	6.377	7.018	6.941	6.636	0.122	0.095	0.071	0.108	6.377	7.018	6.941	6.636	MmugDNA.39552.1.S1_at	Podoplanin	Hs.468675	10630	1
PDPN	AW590196	0.004252	0.01697921	7.195	7.834	7.846	7.697	0.102	0.060	0.084	0.169	7.195	7.834	7.846	7.697	MmugDNA.27976.1.S1_at	Podoplanin	Hs.468675	10630	1
PDS5A	AW991219	0.01635	0.041901543	6.859	7.233	7.207	6.956	0.117	0.041	0.060	0.087	6.859	7.233	7.207	6.956	MmugDNA.28024.1.S1_at	PDS5, regulator of cohesion maintenance, homolog A (S. cerevisiae)	Hs.331431	23244	4
PLEKHO1	NM_016274	0.00302	0.013765957	9.665	9.207	9.168	9.168	0.019	0.100	0.125	0.053	9.665	9.207	9.168	9.168	MmugDNA.38870.1.S1_at	Pleckstrin homology domain containing, family O member 1	Hs.438824	51177	1
PML	AF230411	0.000189	0.002617212	7.154	6.927	6.893	6.765	0.030	0.058	0.038	0.030	7.154	6.927	6.893	6.765	MmugDNA.17896.1.S1_s_at	Promyelocytic leukemia	Hs.526464	5371	15
PML	AW514654	0.00037	0.003878805	9.076	8.348	8.581	8.531	0.095	0.086	0.104	0.037	9.076	8.348	8.581	8.531	MmugDNA.12946.1.S1_at	Promyelocytic leukemia	Hs.526464	5371	15
PML	AW291023	0.000129	0.002107336	9.696	8.929	9.200	9.182	0.093	0.072	0.084	0.058	9.696	8.929	9.200	9.182	MmugDNA.9803.1.S1_at	Promyelocytic leukemia	Hs.526464	5371	15
PPAPDC1B	AF212238	0.016829	0.042724484	6.770	7.070	6.910	6.843	0.029	0.084	0.063	0.032	6.770	7.070	6.910	6.843	MmugDNA.25318.1.S1_s_at	Phosphatidic acid phosphatase type 2 domain containing 1B	Hs.567619	84513	8
PPAPDC1B	BE858787	0.009845	0.029699823	9.142	9.777	9.261	9.351	0.061	0.182	0.114	0.038	9.142	9.777	9.261	9.351	MmugDNA.30377.1.S1_at	Phosphatidic acid phosphatase type 2 domain containing 1B	Hs.567619	84513	8
PPM1D	NM_003620	0.00262	0.012591438	10.022	9.703	9.730	9.602	0.064	0.080	0.012	0.068	10.022	9.703	9.730	9.602	MmugDNA.3133.1.S1_at	Protein phosphatase 1D magnesium-dependent, delta isoform	Hs.591184	8493	17
PPM1G	NM_002707	0.001125	0.007524317	9.829	10.141	9.979	10.053	0.058	0.050	0.027	0.007	9.829	10.141	9.979	10.053	MmugDNA.3137.1.S1_at	Protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	Hs.643951	5496	2
PPP1CB	W67887	0.006992	0.02366436	10.979	10.784	11.015	11.299	0.028	0.096	0.117	0.060	10.979	10.784	11.015	11.299	MmugDNA.6980.1.S1_at	Protein phosphatase 1, catalytic subunit, beta isoform	Hs.702907	5500	2
PPP1CB	NM_002709	0.001286	0.008123569	8.711	8.751	8.928	9.211	0.052	0.080	0.088	0.059	8.711	8.751	8.928	9.211	MmugDNA.21440.1.S1_at	Protein phosphatase 1, catalytic subunit, beta isoform	Hs.702907	5500	2
PPP5C	NM_006247	0.001703	0.009619524	8.741	9.115	9.060	9.132	0.078	0.054	0.014	0.070	8.741	9.115	9.060	9.132	MmugDNA.21620.1.S1_at	Protein phosphatase 5, catalytic subunit	Hs.654604	5536	19
PPP6C	AW195360	0.000474	0.004479242	10.058	9.443	9.724	9.813	0.060	0.098	0.062	0.055	10.058	9.443	9.724	9.813	MmugDNA.33223.1.S1_at	Protein phosphatase 6, catalytic subunit	Hs.594307	5537	9
PPP6C	BF437011	0	0	10.971	10.119	10.543	10.531	0.025	0.039	0.045	0.043	10.971	10.119	10.543	10.531	MmugDNA.33224.1.S1_at	Protein phosphatase 6, catalytic subunit	Hs.594307	5537	9
PRC1	NM_003981	0.000479	0.004502443	7.548	9.288	7.902	8.126	0.065	0.343	0.232	0.048	7.548	9.288	7.902	8.126	MmugDNA.21515.1.S1_at	Protein regulator of cytokinesis 1	Hs.567385	9055	15
PRMT5	AK027737	0.017331	0.043599511	10.138	10.551	10.346	10.266	0.086	0.084	0.088	0.041	10.138	10.551	10.346	10.266	MmugDNA.29022.1.S1_at	Protein arginine methyltransferase 5	Hs.367854	10419	14
PRMT5	NM_006109	0.003153	0.014129314	9.772	10.403	10.162	10.052	0.121	0.067	0.097	0.071	9.772	10.403	10.162	10.052	MmugDNA.38050.1.S1_s_at	Protein arginine methyltransferase 5	Hs.367854	10419	14
PRR5	NM_015366	0.015454	0.040319584	7.433	8.692	8.630	9.060	0.157	0.471	0.321	0.180	7.433	8.692	8.630	9.060	MmugDNA.41013.1.S1_at	Rho GTPase activating protein 8	Hs.102336	55615	22
PSMA1	NM_002786	0.00014	0.002219256	10.874	11.262	11.073	11.051	0.016	0.051	0.019	0.054	10.874	11.262	11.073	11.051	MmugDNA.22330.1.S1_s_at	Proteasome (prosome, macropain) subunit, alpha type, 1	Hs.102798	5682	11
PSMA2	NM_002787	0.000804	0.006129534	11.385	11.696	11.529	11.535	0.035	0.038	0.030	0.046	11.385	11.696	11.529	11.535	MmugDNA.22342.1.S1_at	Proteasome (prosome, macropain) subunit, alpha type, 2	Hs.333786	5683	7
PSMA5	NM_002790	0.003966	0.016272202	11.435	11.733	11.617	11.576	0.037	0.068	0.034	0.026	11.435	11.733	11.617	11.576	MmugDNA.22346.1.S1_at	Proteasome (prosome, macropain) subunit, alpha type, 5	Hs.712557	5686	1
PSMA6	BC002979	0.000278	0.003255742	11.513	12.226	11.919	11.931	0.035	0.100	0.091	0.066	11.513	12.226	11.919	11.931	MmugDNA.511.1.S1_at	Proteasome (prosome, macropain) subunit, alpha type, 6	Hs.446260	5687	14
PSMA7	NM_002792	0.000635	0.005334418	12.208	12.574	12.336	12.355	0.039	0.042	0.054	0.038	12.208	12.574	12.336	12.355	MmugDNA.22347.1.S1_at	Proteasome (prosome, macropain) subunit, alpha type, 7	Hs.233952	5688	20
PSMA7	NM_002792	0.001024	0.007079358	10.818	11.242	11.204	11.094	0.059	0.085	0.046	0.028	10.818	11.242	11.204	11.094	MmugDNA.22347.1.S1_s_at	Proteasome (prosome, macropain) subunit, alpha type, 7	Hs.233952	5688	20
PSMB1	W86293	0.010192	0.030398756	8.565	8.246	8.371	8.581	0.042	0.103	0.029	0.066	8.565	8.246	8.371	8.581	MmugDNA.8243.1.S1_at	Proteasome (prosome, macropain) subunit, beta type, 1	Hs.352768	5689	6
PSMB1	NM_002793	0.000607	0.00518826	11.540	11.903	11.805	11.780	0.033	0.058	0.024	0.053	11.540	11.903	11.805	11.780	MmugDNA.22362.1.S1_at	Proteasome (prosome, macropain) subunit, beta type, 1	Hs.352768	5689	6
PSMB2	NM_002794	0.008356	0.026689719	10.789	11.270	11.127	11.223	0.070	0.125	0.081	0.055	10.789	11.270	11.127	11.223	MmugDNA.22364.1.S1_at	Proteasome (prosome, macropain) subunit, beta type, 2	Hs.471441	5690	1
PSMB3	NM_002795	0.011999	0.033934464	7.637	8.074	8.022	7.946	0.110	0.075	0.077	0.060	7.637	8.074	8.022	7.946	MmugDNA.22366.1.S1_at	Proteasome (prosome, macropain) subunit, beta type, 3	Hs.82793	5691	17
PSMB6	BC000835	0.000368	0.003872081	10.917	11.428	11.341	11.352	0.018	0.095	0.070	0.040	10.917	11.428	11.341	11.352	MmugDNA.28316.1.S1_at	Proteasome (prosome, macropain) subunit, beta type, 6	Hs.77060	5694	17
PSMB9	NM_002800	0.018322	0.045358338	10.772	10.244	10.113	9.893	0.120	0.035	0.211	0.229	10.772	10.244	10.113	9.893	MmugDNA.22932.1.S1_at	Proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	Hs.654585	5698	6
PSMC1	NM_002802	0.010852	0.031674896	9.730	10.027	9.973	10.033	0.067	0.086	0.025	0.040	9.730	10.027	9.973	10.033	MmugDNA.22934.1.S1_at	Proteasome (prosome, macropain) 26S subunit, ATPase, 1	Hs.356654	5700	14
PSMC3	AL545523	0.002659	0.012691359	10.043	10.527	10.479	10.375	0.049	0.134	0.040	0.021	10.043	10.527	10.479	10.375	MmugDNA.6662.1.S1_at	Proteasome (prosome, macropain) 26S subunit, ATPase, 3	Hs.250758	5702	11
PSMC4	NM_006503	0.000943	0.006723479	8.878	9.296	9.117	9.154	0.035	0.080	0.042	0.041	8.878	9.296	9.117	9.154	MmugDNA.15740.1.S1_at	Proteasome (prosome, macropain) 26S subunit, ATPase, 4	Hs.211594	5704	19
PSMD1	NM_002807	0.005872	0.020991898	10.479	11.053	10.960	10.996	0.065	0.154	0.101	0.049	10.479	11.053	10.960	10.996	MmugDNA.22967.1.S1_at	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	Hs.3887	5707	2
PSMD1	AI860431	0.001605	0.009258047	9.832	10.676	10.523	10.493	0.060	0.192	0.113	0.072	9.832	10.676	10.523	10.493	MmugDNA.8829.1.S1_at	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 1	Hs.3887	5707	2
PSMD14	NM_005805	0.000004	0.000405304	9.810	10.891	10.570	10.607	0.075	0.101	0.033	0.093	9.810	10.891	10.570	10.607	MmugDNA.13324.1.S1_at	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 14	Hs.567410	10213	2
PSMD4	NM_002810	0.013681	0.037033857	10.105	10.374	10.345	10.317	0.051	0.055	0.061	0.042	10.105	10.374	10.345	10.317	MmugDNA.34805.1.S1_s_at	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 4	Hs.505059	5710	1
PSMD6	NM_014814	0.003426	0.014823444	11.108	11.477	11.320	11.332	0.045	0.056	0.040	0.069	11.108	11.477	11.320	11.332	MmugDNA.33848.1.S1_at	Proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	Hs.152536	9861	3
PSME1	NM_006263	0.01301	0.035867555	12.290	12.229	12.067	11.851	0.049	0.041	0.119	0.098	12.290	12.229	12.067	11.851	MmugDNA.21695.1.S1_at	Proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)	Hs.75348	5720	14
PSME2	NM_002818	0.012192	0.034315736	11.141	11.558	11.305	11.207	0.044	0.113	0.070	0.066	11.141	11.558	11.305	11.207	MmugDNA.22991.1.S1_at	Proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	Hs.434081	5721	14
PSME3	BC001423	0.001391	0.008500104	8.706	9.425	9.151	9.175	0.152	0.104	0.031	0.030	8.706	9.425	9.151	9.175	MmugDNA.10019.1.S1_at	Proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	Hs.152978	10197	17
PSME3	BC002684	0.000002	0.000289321	8.632	9.616	9.342	9.229	0.050	0.108	0.024	0.055	8.632	9.616	9.342	9.229	MmugDNA.22976.1.S1_s_at	Proteasome (prosome, macropain) activator subunit 3 (PA28 gamma; Ki)	Hs.152978	10197	17
PSMF1	AA166938	0.009315	0.028693493	8.182	7.838	7.924	7.978	0.031	0.057	0.088	0.046	8.182	7.838	7.924	7.978	MmugDNA.31763.1.S1_at	Proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	Hs.471917	9491	20
PSMF1	NM_006814	0.004062	0.016489598	9.175	8.856	8.866	8.871	0.075	0.052	0.035	0.054	9.175	8.856	8.866	8.871	MmugDNA.14101.1.S1_at	Proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	Hs.471917	9491	20
PTCH1	BG054916	0.002277	0.011485368	10.381	11.785	11.654	11.736	0.267	0.232	0.269	0.088	10.381	11.785	11.654	11.736	MmugDNA.40962.1.S1_at	Patched homolog 1 (Drosophila)	Hs.494538	5727	9
PTEN	BC005821	0.000033	0.001041198	9.697	10.291	9.815	9.609	0.057	0.056	0.090	0.044	9.697	10.291	9.815	9.609	MmugDNA.30801.1.S1_at	Phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	Hs.500466	5728	10
PTEN	U96180	0.000548	0.004866621	9.443	10.113	9.774	9.570	0.097	0.042	0.111	0.064	9.443	10.113	9.774	9.570	MmugDNA.172.1.S1_s_at	Phosphatase and tensin homolog (mutated in multiple advanced cancers 1)	Hs.500466	5728	10
PTP4A1	AW165960	0.000181	0.002550969	8.050	8.958	8.849	9.095	0.122	0.108	0.095	0.142	8.050	8.958	8.849	9.095	MmugDNA.2851.1.S1_at	Protein tyrosine phosphatase type IVA, member 1	Hs.227777	7803	6
PTP4A1	U48296	0.001342	0.00830884	9.149	9.505	9.472	9.736	0.077	0.090	0.075	0.059	9.149	9.505	9.472	9.736	MmugDNA.11738.1.S1_at	Protein tyrosine phosphatase type IVA, member 1	Hs.227777	7803	6
PTP4A1	BF576710	0.007379	0.024505397	7.007	7.702	7.595	7.960	0.225	0.124	0.160	0.091	7.007	7.702	7.595	7.960	MmugDNA.2850.1.S1_at	Protein tyrosine phosphatase type IVA, member 1	Hs.227777	7803	6
PTPN11	L07527	0.001986	0.010559405	7.081	7.920	7.852	7.875	0.135	0.171	0.106	0.109	7.081	7.920	7.852	7.875	MmugDNA.6219.1.S1_at	Protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)	Hs.506852	5781	12
PTPRC	NM_002838	0.015627	0.040641862	8.578	7.959	7.454	7.117	0.244	0.247	0.297	0.320	8.578	7.959	7.454	7.117	MmugDNA.23562.1.S1_at	Protein tyrosine phosphatase, receptor type, C	Hs.654514	5788	1
PTTG1	NM_004219	0.001596	0.009223517	8.902	10.711	8.972	9.197	0.073	0.291	0.304	0.345	8.902	10.711	8.972	9.197	MmugDNA.31059.1.S1_at	Pituitary tumor-transforming 1	Hs.350966	9232	5
PTTG1	NM_004219	0.000157	0.002357152	7.027	8.578	7.009	7.266	0.085	0.301	0.171	0.102	7.027	8.578	7.009	7.266	MmugDNA.31059.1.S1_s_at	Pituitary tumor-transforming 1	Hs.350966	9232	5
RABGAP1	AI922519	0.00426	0.016979775	12.034	11.711	11.980	12.164	0.031	0.109	0.073	0.034	12.034	11.711	11.980	12.164	MmugDNA.12262.1.S1_at	RAB GTPase activating protein 1	Hs.271341	23637	9
RAD21	NM_006265	0.000044	0.00120625	11.700	11.500	11.356	11.374	0.019	0.048	0.029	0.036	11.700	11.500	11.356	11.374	MmugDNA.21714.1.S1_at	RAD21 homolog (S. pombe)	Hs.81848	5885	8
RAD50	NM_005732	0.010399	0.030803271	9.835	10.229	9.962	9.891	0.071	0.088	0.084	0.030	9.835	10.229	9.962	9.891	MmugDNA.7000.1.S1_at	RAD50 homolog (S. cerevisiae)	Hs.655835	10111	5
RAD51	NM_002875	0.003081	0.013936299	6.930	7.636	6.830	6.847	0.050	0.255	0.042	0.059	6.930	7.636	6.830	6.847	MmugDNA.23761.1.S1_at	RAD51 homolog (RecA homolog, E. coli) (S. cerevisiae)	Hs.631709	5888	15
RAD9A	NM_004584	0.006145	0.021634953	10.367	10.285	10.671	10.825	0.031	0.111	0.033	0.153	10.367	10.285	10.671	10.825	MmugDNA.5338.1.S1_at	RAD9 homolog A (S. pombe)	Hs.655354	5883	11
RAN	AF054183	0.000005	0.000449238	11.729	12.458	12.216	12.122	0.037	0.089	0.025	0.037	11.729	12.458	12.216	12.122	MmugDNA.3064.1.S1_at	RAN, member RAS oncogene family	Hs.10842	5901	12
RANBP1	AI862473	0.004995	0.018841285	8.286	8.767	8.602	8.561	0.066	0.100	0.063	0.060	8.286	8.767	8.602	8.561	MmugDNA.36211.1.S1_at	RAN binding protein 1	Hs.24763	5902	22
RASSF2	NM_014737	0.010541	0.0310857	9.751	10.865	10.858	10.636	0.015	0.292	0.291	0.144	9.751	10.865	10.858	10.636	MmugDNA.33966.1.S1_s_at	Ras association (RalGDS/AF-6) domain family member 2	Hs.631504	9770	20
RB1CC1	NM_014781	0.000602	0.005166643	9.353	8.766	8.823	8.935	0.037	0.116	0.066	0.064	9.353	8.766	8.823	8.935	MmugDNA.34055.1.S1_at	RB1-inducible coiled-coil 1	Hs.196102	9821	8
RBL1	BC032247	0.000285	0.003309079	6.417	6.037	6.160	5.971	0.024	0.030	0.081	0.053	6.417	6.037	6.160	5.971	MmugDNA.17097.1.S1_at	Retinoblastoma-like 1 (p107)	Hs.207745	5933	20
RCC1	NM_001269	0.004538	0.017676298	7.597	7.945	7.660	7.634	0.067	0.055	0.051	0.060	7.597	7.945	7.660	7.634	MmugDNA.15751.1.S1_at	Regulator of chromosome condensation 1	Hs.469723	1104	1
RCC1	X06130	0.004866	0.018536414	7.177	7.728	7.385	7.360	0.101	0.063	0.072	0.099	7.177	7.728	7.385	7.360	MmugDNA.29781.1.S1_at	Regulator of chromosome condensation 1	Hs.469723	1104	1
RCC2	AB040903	0.00351	0.015070657	10.355	11.052	10.779	10.709	0.080	0.152	0.089	0.063	10.355	11.052	10.779	10.709	MmugDNA.5460.1.S1_at	Regulator of chromosome condensation 2	Hs.380857	55920	1
RECK	NM_021111	0.003721	0.015606623	11.042	10.268	10.500	10.548	0.063	0.170	0.129	0.069	11.042	10.268	10.500	10.548	MmugDNA.14947.1.S1_at	Reversion-inducing-cysteine-rich protein with kazal motifs	Hs.388918	8434	9
RIF1	AK000323	0.002991	0.013685298	9.498	9.152	9.299	9.168	0.051	0.073	0.011	0.066	9.498	9.152	9.299	9.168	MmugDNA.34056.1.S1_at	RAP1 interacting factor homolog (yeast)	Hs.655671	55183	2
RIF1	AL080129	0.000822	0.006207099	6.426	6.049	6.007	6.083	0.071	0.054	0.065	0.030	6.426	6.049	6.007	6.083	MmugDNA.14877.1.S1_at	RAP1 interacting factor homolog (yeast)	Hs.655671	55183	2
RUNX3	AA541630	0.002141	0.011053904	6.457	6.094	6.097	6.087	0.086	0.051	0.041	0.056	6.457	6.094	6.097	6.087	MmugDNA.31236.1.S1_at	Runt-related transcription factor 3	Hs.170019	864	1
RUNX3	NM_004350	0.003749	0.015672619	7.559	6.489	6.477	6.108	0.229	0.281	0.149	0.217	7.559	6.489	6.477	6.108	MmugDNA.6347.1.S1_at	Runt-related transcription factor 3	Hs.170019	864	1
S100A6	AW166825	0.002354	0.011750077	8.710	7.524	7.855	7.354	0.085	0.228	0.263	0.193	8.710	7.524	7.855	7.354	MmugDNA.43216.1.S1_at	S100 calcium binding protein A6	Hs.275243	6277	1
SASS6	AA501453	0.000096	0.001805475	7.424	7.000	6.790	6.819	0.047	0.080	0.082	0.060	7.424	7.000	6.790	6.819	MmugDNA.1933.1.S1_at	Spindle assembly 6 homolog (C. elegans)	Hs.591447	163786	1
SESN1	NM_014454	0.000012	0.000646398	10.668	9.745	9.905	10.039	0.066	0.128	0.014	0.055	10.668	9.745	9.905	10.039	MmugDNA.18391.1.S1_at	Sestrin 1	Hs.591336	27244	6
SETD8	NM_020382	0.008444	0.026859417	8.096	7.863	7.893	7.798	0.081	0.046	0.014	0.041	8.096	7.863	7.893	7.798	MmugDNA.6652.1.S1_at	SET domain containing (lysine methyltransferase) 8	Hs.700682	387893	12
SETD8	AL578116	0.000558	0.004917455	10.184	9.747	9.800	9.838	0.084	0.038	0.040	0.050	10.184	9.747	9.800	9.838	MmugDNA.15981.1.S1_at	SET domain containing (lysine methyltransferase) 8	Hs.700682	387893	12
SFN	BC000329	0.013302	0.036341525	6.450	7.163	6.639	6.862	0.059	0.206	0.144	0.046	6.450	7.163	6.639	6.862	MmugDNA.3990.1.S1_at	Stratifin	Hs.523718	2810	1
SGOL2	AW965339	0.001828	0.01004269	4.472	5.139	4.421	4.285	0.055	0.163	0.172	0.054	4.472	5.139	4.421	4.285	MmugDNA.43348.1.S1_at	Shugoshin-like 2 (S. pombe)	Hs.655182	151246	2
SH3BP4	AF015043	0.006756	0.023107011	10.509	10.346	10.993	11.274	0.120	0.254	0.160	0.077	10.509	10.346	10.993	11.274	MmugDNA.38367.1.S1_at	Hypothetical protein LOC100131177	Hs.516777	23677	2
SIAH1	AV700132	0.0131	0.036040677	9.739	9.283	9.420	9.132	0.136	0.122	0.121	0.025	9.739	9.283	9.420	9.132	MmugDNA.20383.1.S1_at	Seven in absentia homolog 1 (Drosophila)	Hs.295923	6477	16
SIRT2	BG722779	0.000128	0.002101448	10.181	9.299	9.727	9.696	0.083	0.072	0.023	0.134	10.181	9.299	9.727	9.696	MmugDNA.28766.1.S1_at	Sirtuin (silent mating type information regulation 2 homolog) 2 (S. cerevisiae)	Hs.466693	22933	19
SKP1	NM_006930	0.00021	0.002792029	11.499	11.769	11.689	11.669	0.027	0.012	0.006	0.050	11.499	11.769	11.689	11.669	MmugDNA.24766.1.S1_s_at	S-phase kinase-associated protein 1	Hs.171626	6500	5
SKP1	NM_006930	0.00001	0.000597429	11.741	12.079	12.000	11.939	0.024	0.020	0.006	0.044	11.741	12.079	12.000	11.939	MmugDNA.24766.1.S1_at	S-phase kinase-associated protein 1	Hs.171626	6500	5
SKP2	BC001441	0.000235	0.002942425	7.191	8.313	7.866	7.635	0.162	0.091	0.073	0.136	7.191	8.313	7.866	7.635	MmugDNA.10117.1.S1_s_at	S-phase kinase-associated protein 2 (p45)	Hs.23348	6502	5
SKP2	BG105365	0.001048	0.007182672	7.793	8.212	7.861	7.815	0.063	0.040	0.042	0.085	7.793	8.212	7.861	7.815	MmugDNA.40534.1.S1_s_at	S-phase kinase-associated protein 2 (p45)	Hs.23348	6502	5
SKP2	NM_005983	0.000372	0.003887493	6.971	7.584	7.292	7.153	0.025	0.063	0.063	0.106	6.971	7.584	7.292	7.153	MmugDNA.38052.1.S1_at	S-phase kinase-associated protein 2 (p45)	Hs.23348	6502	5
SMARCB1	AK021419	0.004621	0.017869472	9.248	9.937	9.817	9.738	0.054	0.142	0.149	0.066	9.248	9.937	9.817	9.738	MmugDNA.35123.1.S1_s_at	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	Hs.534350	6598	22
SMC2	NM_006444	0.000314	0.003504277	8.622	8.976	8.290	8.279	0.038	0.142	0.080	0.056	8.622	8.976	8.290	8.279	MmugDNA.18586.1.S1_at	Structural maintenance of chromosomes 2	Hs.119023	10592	9
SMC3	AF020043	0.005372	0.019807851	10.305	10.105	10.033	10.019	0.091	0.021	0.027	0.019	10.305	10.105	10.033	10.019	MmugDNA.16168.1.S1_s_at	Structural maintenance of chromosomes 3	Hs.24485	9126	10
SMC4	NM_005496	0.002763	0.012988302	8.383	8.730	8.198	8.208	0.061	0.117	0.061	0.091	8.383	8.730	8.198	8.208	MmugDNA.29900.1.S1_s_at	Structural maintenance of chromosomes 4	Hs.58992	10051	3
SPAG5	NM_006461	0.002538	0.012336547	6.946	7.965	7.107	7.082	0.163	0.218	0.095	0.133	6.946	7.965	7.107	7.082	MmugDNA.19272.1.S1_s_at	Sperm associated antigen 5	Hs.514033	10615	17
SPC25	AF225416	0.000842	0.006285895	3.366	4.474	3.506	3.613	0.037	0.272	0.085	0.079	3.366	4.474	3.506	3.613	MmugDNA.20397.1.S1_at	SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)	Hs.421956	57405	2
SPECC1L	AB002374	0.00779	0.025473101	10.129	9.844	9.859	9.850	0.030	0.073	0.039	0.066	10.129	9.844	9.859	9.850	MmugDNA.34431.1.S1_at	SPECC1-like	Hs.474384	23384	22
SPIN2B	AF356353	0.001395	0.008517311	9.086	9.515	9.405	9.413	0.061	0.089	0.024	0.042	9.086	9.515	9.405	9.413	MmugDNA.20342.1.S1_at	Spindlin family, member 2B	Hs.659479	474343	X
SSSCA1	NM_006396	0.017777	0.044398673	9.015	9.408	9.324	9.445	0.114	0.110	0.064	0.036	9.015	9.408	9.324	9.445	MmugDNA.20843.1.S1_at	Sjogren syndrome/scleroderma autoantigen 1	Hs.654840	10534	11
STAG1	AW168948	0.00097	0.006862802	10.116	9.810	9.907	9.712	0.055	0.074	0.045	0.023	10.116	9.810	9.907	9.712	MmugDNA.19453.1.S1_at	Stromal antigen 1	Hs.412586	10274	3
STAG2	AK026678	0.000846	0.006297361	11.593	11.255	11.286	11.233	0.027	0.090	0.030	0.022	11.593	11.255	11.286	11.233	MmugDNA.29571.1.S1_at	Stromal antigen 2	Hs.496710	10735	X
STAT5B	BE645861	0.007513	0.024839229	11.329	10.650	10.980	11.005	0.076	0.148	0.141	0.004	11.329	10.650	10.980	11.005	MmugDNA.18169.1.S1_at	Signal transducer and activator of transcription 5B	Hs.714309	6777	17
STK11	AI914604	0.013246	0.03624881	8.416	8.142	8.242	8.387	0.038	0.039	0.082	0.047	8.416	8.142	8.242	8.387	MmugDNA.19351.1.S1_at	Serine/threonine kinase 11	Hs.515005	6794	19
STK11	NM_000455	0.002991	0.013685298	9.458	9.188	9.283	9.276	0.053	0.038	0.035	0.026	9.458	9.188	9.283	9.276	MmugDNA.3549.1.S1_at	Serine/threonine kinase 11	Hs.515005	6794	19
SUV39H2	NM_024670	0.000009	0.000573432	6.487	7.700	7.230	7.128	0.105	0.117	0.032	0.096	6.487	7.700	7.230	7.128	MmugDNA.12443.1.S1_at	Suppressor of variegation 3-9 homolog 2 (Drosophila)	Hs.554883	79723	10
