Prediction	Gene1	ID of G1	Gene2	ID of G2	P(X1<X2|Primary)	P(X1<X2|DM)	Delta
DM	ACTG2	72	HIST1H2BD	3017	0.046	0.960	0.914
DM	ACTG2	72	HLA-E	3133	0.046	0.960	0.914
DM	ACTG2	72	HMGN3	9324	0.046	0.960	0.914
DM	ACTG2	72	HMGXB3	22993	0.046	0.960	0.914
DM	MYH11	4629	HNRNPAB	3182	0.046	0.960	0.914
DM	ACTG2	72	HPGD	3248	0.046	0.960	0.914
DM	ACTG2	72	HPRT1	3251	0.046	0.960	0.914
DM	NEFH	4744	HPX	3263	0.046	0.960	0.914
DM	ACTG2	72	HRAS	3265	0.046	0.960	0.914
DM	GREB1	9687	HS3ST1	9957	0.046	0.960	0.914
DM	ACTG2	72	HSF4	3299	0.046	0.960	0.914
DM	CNN1	1264	HSPA9	3313	0.046	0.960	0.914
DM	ACTG2	72	HSPA9	3313	0.046	0.960	0.914
DM	RPL18A	6142	HSPD1	3329	0.046	0.960	0.914
DM	ACTG2	72	HTATSF1	27336	0.046	0.960	0.914
DM	ACTG2	72	HTRA1	5654	0.046	0.960	0.914
DM	ACTG2	72	HUWE1	10075	0.046	0.960	0.914
DM	ACTG2	72	IARS	3376	0.046	0.960	0.914
DM	MYH11	4629	ID3	3399	0.046	0.960	0.914
DM	ACTG2	72	IFITM2	10581	0.046	0.960	0.914
DM	ACTG2	72	IFRD1	3475	0.046	0.960	0.914
DM	CNN1	1264	IFT20	90410	0.046	0.960	0.914
DM	ACTG2	72	IGF1	3479	0.046	0.960	0.914
DM	ACTG2	72	IGFBP5	3488	0.046	0.960	0.914
DM	ACTG2	72	ILVBL	10994	0.046	0.960	0.914
DM	CNN1	1264	ILVBL	10994	0.046	0.960	0.914
DM	ACTG2	72	IMPA1	3612	0.046	0.960	0.914
DM	CNN1	1264	INHBC	3626	0.046	0.960	0.914
DM	ACTG2	72	INPP5D	3635	0.046	0.960	0.914
DM	ACTG2	72	INPP5E	56623	0.046	0.960	0.914
DM	ACTG2	72	INPP5J	27124	0.046	0.960	0.914
DM	ACTG2	72	INSIG1	3638	0.046	0.960	0.914
DM	ACTG2	72	IPO13	9670	0.046	0.960	0.914
DM	DES	1674	ISCA1	81689	0.046	0.960	0.914
DM	CNN1	1264	ITGAX	3687	0.046	0.960	0.914
DM	ACTG2	72	ITPK1	3705	0.046	0.960	0.914
DM	ACTG2	72	JMJD1A	55818	0.046	0.960	0.914
DM	CNN1	1264	JMJD6	23210	0.046	0.960	0.914
DM	CNN1	1264	JOSD1	9929	0.046	0.960	0.914
DM	ACTG2	72	JUP	3728	0.046	0.960	0.914
DM	MYH11	4629	KARS	3735	0.046	0.960	0.914
DM	ACTG2	72	KCTD17	79734	0.046	0.960	0.914
DM	ACTG2	72	KIAA0141	9812	0.046	0.960	0.914
DM	CNN1	1264	KIAA0284	283638	0.046	0.960	0.914
DM	NEFH	4744	KIAA0649	9858	0.046	0.960	0.914
DM	NEFH	4744	KIAA0892	23383	0.046	0.960	0.914
DM	ACTA1	58	KIF3A	11127	0.046	0.960	0.914
DM	ACTG2	72	KLF10	7071	0.046	0.960	0.914
DM	MYH11	4629	KLF9	687	0.046	0.960	0.914
DM	MYH11	4629	KLHL9	55958	0.046	0.960	0.914
DM	ACTG2	72	KRIT1	889	0.046	0.960	0.914
DM	PCP4	5121	KRT1	3848	0.046	0.960	0.914
DM	ACTG2	72	KRT10	3858	0.046	0.960	0.914
DM	ACTG2	72	LAMC1	3915	0.046	0.960	0.914
DM	KIAA0232	9778	LARP1	23367	0.046	0.960	0.914
DM	RPS6KA1	6195	LARP1	23367	0.046	0.960	0.914
DM	STX10	8677	LARP1	23367	0.046	0.960	0.914
DM	HMG20B	10362	LARP1	23367	0.046	0.960	0.914
DM	RCE1	9986	LARP1	23367	0.046	0.960	0.914
DM	SKP1	6500	LARP1	23367	0.046	0.960	0.914
DM	UBR4	23352	LARP1	23367	0.046	0.960	0.914
DM	SLC35A3	23443	LARP1	23367	0.046	0.960	0.914
DM	ETHE1	23474	LARP1	23367	0.046	0.960	0.914
DM	POLD4	57804	LARP1	23367	0.046	0.960	0.914
DM	RBCK1	10616	LARP1	23367	0.046	0.960	0.914
DM	PPP1R7	5510	LARP1	23367	0.046	0.960	0.914
DM	SFRS6	6431	LARP1	23367	0.046	0.960	0.914
DM	KRT33A	3883	LARP1	23367	0.046	0.960	0.914
DM	HDAC1	3065	LARP1	23367	0.046	0.960	0.914
DM	ADD1	118	LARP1	23367	0.046	0.960	0.914
DM	ACTG2	72	LCP1	3936	0.046	0.960	0.914
DM	CNN1	1264	LILRB3	11025	0.046	0.960	0.914
DM	ACTG2	72	LILRB3	11025	0.046	0.960	0.914
DM	ACTG2	72	LIMK2	3985	0.046	0.960	0.914
DM	ACTG2	72	LIMK2	3985	0.046	0.960	0.914
DM	ACTG2	72	LMNA	4000	0.046	0.960	0.914
DM	ACTG2	72	LMNB2	84823	0.046	0.960	0.914
DM	ACTG2	72	LOC151162	151162	0.046	0.960	0.914
DM	ACTG2	72	LOX	4015	0.046	0.960	0.914
DM	PCP4	5121	LOX	4015	0.046	0.960	0.914
DM	ACTG2	72	LPCAT1	79888	0.046	0.960	0.914
DM	ACTG2	72	LPCAT3	10162	0.046	0.960	0.914
DM	ACTG2	72	LRP3	4037	0.046	0.960	0.914
DM	ACTG2	72	LRPAP1	4043	0.046	0.960	0.914
DM	ACTG2	72	LRRC32	2615	0.046	0.960	0.914
DM	ACTG2	72	LRRFIP1	9208	0.046	0.960	0.914
DM	CNN1	1264	LSM12	124801	0.046	0.960	0.914
DM	ACTG2	72	LSM12	124801	0.046	0.960	0.914
DM	ACTG2	72	LSM3	27258	0.046	0.960	0.914
DM	PCP4	5121	LTBP2	4053	0.046	0.960	0.914
DM	ACTG2	72	LUM	4060	0.046	0.960	0.914
DM	ACTG2	72	LY6E	4061	0.046	0.960	0.914
DM	ACTG2	72	LYPLA1	10434	0.046	0.960	0.914
DM	ACTG2	72	LYPLA1	10434	0.046	0.960	0.914
DM	DES	1674	LYRM1	57149	0.046	0.960	0.914
DM	ACTG2	72	M6PR	4074	0.046	0.960	0.914
DM	ACTG2	72	MACF1	23499	0.046	0.960	0.914
DM	ACTG2	72	MADD	8567	0.046	0.960	0.914
DM	ACTG2	72	MAFF	23764	0.046	0.960	0.914
DM	MYH11	4629	MAGED1	9500	0.046	0.960	0.914
DM	ACTG2	72	MAML1	9794	0.046	0.960	0.914
DM	CNN1	1264	MAML1	9794	0.046	0.960	0.914
DM	MYH11	4629	MAOA	4128	0.046	0.960	0.914
DM	ACTG2	72	MAP2K3	5606	0.046	0.960	0.914
DM	ACTG2	72	MAP3K7	6885	0.046	0.960	0.914
DM	ACTG2	72	MAP4	4134	0.046	0.960	0.914
DM	SORBS3	10174	MAPK8IP1	9479	0.046	0.960	0.914
DM	ACTG2	72	MAPK8IP2	23542	0.046	0.960	0.914
DM	ACTG2	72	MAPKAPK2	9261	0.046	0.960	0.914
DM	DDAH2	23564	MAPRE3	22924	0.046	0.960	0.914
DM	ACTG2	72	MARK3	4140	0.046	0.960	0.914
DM	ACTG2	72	MARS	4141	0.046	0.960	0.914
DM	ACTG2	72	MBOAT2	129642	0.046	0.960	0.914
DM	ACTG2	72	MC2R	4158	0.046	0.960	0.914
DM	CNN1	1264	MCFD2	90411	0.046	0.960	0.914
DM	ACTG2	72	MED1	5469	0.046	0.960	0.914
DM	CNN1	1264	MED13	9969	0.046	0.960	0.914
DM	LMOD1	25802	MED13	9969	0.046	0.960	0.914
DM	CNN1	1264	MED13L	23389	0.046	0.960	0.914
DM	ACTG2	72	MED13L	23389	0.046	0.960	0.914
DM	ACTG2	72	MEF2D	4209	0.046	0.960	0.914
DM	CNN1	1264	MFN1	55669	0.046	0.960	0.914
DM	ACTG2	72	MFN1	55669	0.046	0.960	0.914
DM	ACTG2	72	MLL4	9757	0.046	0.960	0.914
DM	CNN1	1264	MLL4	9757	0.046	0.960	0.914
DM	AIM1	202	MLL4	9757	0.046	0.960	0.914
DM	ACTG2	72	MNT	4335	0.046	0.960	0.914
DM	ACTG2	72	MNX1	3110	0.046	0.960	0.914
DM	CNN1	1264	MNX1	3110	0.046	0.960	0.914
DM	ACTG2	72	MPPE1	65258	0.046	0.960	0.914
DM	ACTG2	72	MRPL33	9553	0.046	0.960	0.914
DM	ACTG2	72	MRPS11	64963	0.046	0.960	0.914
DM	CNN1	1264	MRPS11	64963	0.046	0.960	0.914
DM	MYH11	4629	MTHFD2	10797	0.046	0.960	0.914
DM	TOMM20	9804	MTHFD2	10797	0.046	0.960	0.914
DM	NEFH	4744	MTSS1	9788	0.046	0.960	0.914
DM	AIM1	202	MUT	4594	0.046	0.960	0.914
DM	AIM1	202	MXD4	10608	0.046	0.960	0.914
DM	MYH11	4629	MXRA8	54587	0.046	0.960	0.914
DM	NEFH	4744	MYO1D	4642	0.046	0.960	0.914
DM	PBXIP1	57326	MZF1	7593	0.046	0.960	0.914
DM	ACTG2	72	NAE1	8883	0.046	0.960	0.914
DM	ACTG2	72	NAT9	26151	0.046	0.960	0.914
DM	DES	1674	NCRNA00094	266655	0.046	0.960	0.914
DM	ACTG2	72	NDST1	3340	0.046	0.960	0.914
DM	ACTG2	72	NDUFB3	4709	0.046	0.960	0.914
DM	ACTG2	72	NDUFS2	4720	0.046	0.960	0.914
DM	ACTG2	72	NDUFS6	4726	0.046	0.960	0.914
DM	NEFH	4744	NFATC1	4772	0.046	0.960	0.914
DM	CNN1	1264	NFIB	4781	0.046	0.960	0.914
DM	ACTG2	72	NFIB	4781	0.046	0.960	0.914
DM	ACTG2	72	NFKB1	4790	0.046	0.960	0.914
DM	ACTG2	72	NFYA	4800	0.046	0.960	0.914
DM	ACTG2	72	NHP2L1	4809	0.046	0.960	0.914
DM	ACTG2	72	NNMT	4837	0.046	0.960	0.914
DM	ACTG2	72	NQO2	4835	0.046	0.960	0.914
DM	ACTG2	72	NR2F2	7026	0.046	0.960	0.914
DM	ACTG2	72	NRIP1	8204	0.046	0.960	0.914
DM	ACTG2	72	NUCB2	4925	0.046	0.960	0.914
DM	RRAS	6237	NUDT3	11165	0.046	0.960	0.914
DM	ACTG2	72	NUP210	23225	0.046	0.960	0.914
DM	ACTG2	72	NUP98	4928	0.046	0.960	0.914
DM	NEFH	4744	NUPL1	9818	0.046	0.960	0.914
DM	ACTG2	72	OCEL1	79629	0.046	0.960	0.914
DM	ACTG2	72	OGDH	4967	0.046	0.960	0.914
DM	ACTG2	72	OGT	8473	0.046	0.960	0.914
DM	ACTG2	72	OR2H1	26716	0.046	0.960	0.914
DM	ACTG2	72	OR7E35P	391632	0.046	0.960	0.914
DM	LMOD1	25802	OXSR1	9943	0.046	0.960	0.914
DM	CNN1	1264	OXSR1	9943	0.046	0.960	0.914
DM	ACTG2	72	P4HA1	5033	0.046	0.960	0.914
DM	PTPRK	5796	P4HA1	5033	0.046	0.960	0.914
DM	IL23A	51561	P4HA1	5033	0.046	0.960	0.914
DM	GCAT	23464	P4HA1	5033	0.046	0.960	0.914
DM	UBR4	23352	P4HA1	5033	0.046	0.960	0.914
DM	TSTA3	7264	P4HA1	5033	0.046	0.960	0.914
DM	ACTG2	72	PAM	5066	0.046	0.960	0.914
DM	CNN1	1264	PAPOLA	10914	0.046	0.960	0.914
DM	ACTG2	72	PAXIP1	22976	0.046	0.960	0.914
DM	ACTG2	72	PCMT1	5110	0.046	0.960	0.914
DM	ACTG2	72	PCOLCE	5118	0.046	0.960	0.914
DM	ACTG2	72	PDGFRB	5159	0.046	0.960	0.914
DM	ACTG2	72	PDHB	5162	0.046	0.960	0.914
DM	MYH11	4629	PDIA4	9601	0.046	0.960	0.914
DM	DES	1674	PDIA6	10130	0.046	0.960	0.914
DM	ACTG2	72	PFDN1	5201	0.046	0.960	0.914
DM	TOMM20	9804	PFKL	5211	0.046	0.960	0.914
DM	PCP4	5121	PFKP	5214	0.046	0.960	0.914
DM	MYH11	4629	PFN2	5217	0.046	0.960	0.914
DM	ACTG2	72	PGRMC2	10424	0.046	0.960	0.914
DM	ACTG2	72	PHYHIP	9796	0.046	0.960	0.914
DM	ACTG2	72	PIM2	11040	0.046	0.960	0.914
DM	ACTG2	72	PJA2	9867	0.046	0.960	0.914
DM	IQGAP2	10788	PKN2	5586	0.046	0.960	0.914
DM	ACTG2	72	PLCB2	5330	0.046	0.960	0.914
DM	RRAS	6237	PLEKHG3	26030	0.046	0.960	0.914
DM	ACTG2	72	PLK3	1263	0.046	0.960	0.914
DM	CNN1	1264	PLOD2	5352	0.046	0.960	0.914
DM	MYH11	4629	PLXNB2	23654	0.046	0.960	0.914
DM	ACTG2	72	PLXND1	23129	0.046	0.960	0.914
DM	ACTG2	72	PODXL	5420	0.046	0.960	0.914
DM	ACTG2	72	POLS	11044	0.046	0.960	0.914
DM	ACTG2	72	POMZP3	22932	0.046	0.960	0.914
DM	KRT17	3872	POU4F1	5457	0.046	0.960	0.914
DM	PTPRN2	5799	POU5F1	5460	0.046	0.960	0.914
DM	ACTG2	72	PPFIA3	8541	0.046	0.960	0.914
DM	ACTG2	72	PPID	5481	0.046	0.960	0.914
DM	ACTG2	72	PPIF	10105	0.046	0.960	0.914
DM	AGL	178	PPP1R3D	5509	0.046	0.960	0.914
DM	ACTG2	72	PPP2CA	5515	0.046	0.960	0.914
DM	ACTG2	72	PPP2R2A	5520	0.046	0.960	0.914
DM	ACTG2	72	PPP2R5D	5528	0.046	0.960	0.914
DM	ACTG2	72	PPP6C	5537	0.046	0.960	0.914
DM	ACTG2	72	PRCC	5546	0.046	0.960	0.914
DM	ACTG2	72	PRCP	5547	0.046	0.960	0.914
DM	ACTG2	72	PREPL	9581	0.046	0.960	0.914
DM	ACTG2	72	PRKDC	5591	0.046	0.960	0.914
DM	CNN1	1264	PRPF4	9128	0.046	0.960	0.914
DM	ACTG2	72	PRPF4	9128	0.046	0.960	0.914
DM	ACTG2	72	PSMA3	5684	0.046	0.960	0.914
DM	ACTG2	72	PSMB10	5699	0.046	0.960	0.914
DM	NEFH	4744	PTCH1	5727	0.046	0.960	0.914
DM	ACTG2	72	PTP4A1	7803	0.046	0.960	0.914
DM	ACTG2	72	PTRF	284119	0.046	0.960	0.914
DM	ACTG2	72	PTS	5805	0.046	0.960	0.914
DM	AIM1	202	PURA	5813	0.046	0.960	0.914
DM	CNN1	1264	PURA	5813	0.046	0.960	0.914
DM	ACTG2	72	PURA	5813	0.046	0.960	0.914
DM	ACTG2	72	RAB11A	8766	0.046	0.960	0.914
DM	ACTG2	72	RAB11FIP5	26056	0.046	0.960	0.914
DM	ACTG2	72	RAB31	11031	0.046	0.960	0.914
DM	ACTG2	72	RAB5A	5868	0.046	0.960	0.914
DM	NEFH	4744	RAB6B	51560	0.046	0.960	0.914
DM	ACTG2	72	RAB8A	4218	0.046	0.960	0.914
DM	ACTG2	72	RABGAP1	23637	0.046	0.960	0.914
DM	MATN2	4147	RAD23B	5887	0.046	0.960	0.914
DM	ACTG2	72	RANBP2	5903	0.046	0.960	0.914
DM	ACTG2	72	RAPGEF2	9693	0.046	0.960	0.914
DM	ACTG2	72	RARRES2	5919	0.046	0.960	0.914
DM	MATN2	4147	RBBP5	5929	0.046	0.960	0.914
DM	ACTG2	72	RBM14	10432	0.046	0.960	0.914
DM	NEFH	4744	RBM38	55544	0.046	0.960	0.914
DM	AIM1	202	RBM4B	83759	0.046	0.960	0.914
DM	ACTG2	72	RBMX	27316	0.046	0.960	0.914
DM	ACTG2	72	RGS16	6004	0.046	0.960	0.914
DM	ACTG2	72	RHOQ	23433	0.046	0.960	0.914
DM	IGFBP6	3489	RNASE1	6035	0.046	0.960	0.914
DM	ACTG2	72	RNF14	9604	0.046	0.960	0.914
DM	ACTG2	72	RNF4	6047	0.046	0.960	0.914
DM	ACTG2	72	RNF44	22838	0.046	0.960	0.914
DM	CNN1	1264	RPS26	6231	0.046	0.960	0.914
DM	ACTG2	72	RRP1B	23076	0.046	0.960	0.914
DM	ACTG2	72	RSL1D1	26156	0.046	0.960	0.914
DM	ACTG2	72	RSRC2	65117	0.046	0.960	0.914
DM	MYH11	4629	RUVBL2	10856	0.046	0.960	0.914
DM	ACTG2	72	RXRA	6256	0.046	0.960	0.914
DM	ACTG2	72	SACM1L	22908	0.046	0.960	0.914
DM	CNN1	1264	SAR1A	56681	0.046	0.960	0.914
DM	ACTG2	72	SC4MOL	6307	0.046	0.960	0.914
DM	ACTG2	72	SDCBP	6386	0.046	0.960	0.914
DM	ACTG2	72	SDHD	6392	0.046	0.960	0.914
DM	ACTG2	72	SEC11A	23478	0.046	0.960	0.914
DM	ACTG2	72	SEC13	6396	0.046	0.960	0.914
DM	CNN1	1264	SEC23A	10484	0.046	0.960	0.914
DM	CNN1	1264	SEC24B	10427	0.046	0.960	0.914
DM	ACTG2	72	SEC24B	10427	0.046	0.960	0.914
DM	ACTG2	72	SEPP1	6414	0.046	0.960	0.914
DM	CNN1	1264	SEPT8	23176	0.046	0.960	0.914
DM	ACTG2	72	SEPT8	23176	0.046	0.960	0.914
DM	ACTG2	72	SERPINE2	5270	0.046	0.960	0.914
DM	ACTG2	72	SERPINF1	5176	0.046	0.960	0.914
DM	ACTG2	72	SERPINH1	871	0.046	0.960	0.914
DM	CNN1	1264	SETX	23064	0.046	0.960	0.914
DM	ACTG2	72	SFRS1	6426	0.046	0.960	0.914
DM	ACTG2	72	SFRS17A	8227	0.046	0.960	0.914
DM	ACTG2	72	SFRS7	6432	0.046	0.960	0.914
DM	ACTG2	72	SFRS8	6433	0.046	0.960	0.914
DM	DES	1674	SGCE	8910	0.046	0.960	0.914
DM	PCP4	5121	SGCE	8910	0.046	0.960	0.914
DM	FHL1	2273	SH3BP5	9467	0.046	0.960	0.914
DM	CNN1	1264	SH3BP5	9467	0.046	0.960	0.914
DM	ACTG2	72	SH3BP5	9467	0.046	0.960	0.914
DM	CNN1	1264	SHOC2	8036	0.046	0.960	0.914
DM	ACTG2	72	SIAH2	6478	0.046	0.960	0.914
DM	CNN1	1264	SIN3B	23309	0.046	0.960	0.914
DM	ACTG2	72	SIPA1L3	23094	0.046	0.960	0.914
DM	ACTG2	72	SKP1	6500	0.046	0.960	0.914
DM	ACTG2	72	SLC22A5	6584	0.046	0.960	0.914
DM	ACTG2	72	SLC25A4	291	0.046	0.960	0.914
DM	ACTG2	72	SLC29A1	2030	0.046	0.960	0.914
DM	ACTG2	72	SLC2A3	6515	0.046	0.960	0.914
DM	ACTG2	72	SLC31A1	1317	0.046	0.960	0.914
DM	ACTG2	72	SLC36A1	206358	0.046	0.960	0.914
DM	ACTG2	72	SLC39A14	23516	0.046	0.960	0.914
DM	ACTG2	72	SLC43A1	8501	0.046	0.960	0.914
DM	ACTG2	72	SLC4A7	9497	0.046	0.960	0.914
DM	AIM1	202	SLC5A6	8884	0.046	0.960	0.914
DM	PIGB	9488	SLC7A5	8140	0.046	0.960	0.914
DM	ACTG2	72	SLC7A5	8140	0.046	0.960	0.914
DM	ACTG2	72	SMA4	11039	0.046	0.960	0.914
DM	CNN1	1264	SMCR7L	54471	0.046	0.960	0.914
DM	ACTG2	72	SON	6651	0.046	0.960	0.914
DM	MYH11	4629	SPARC	6678	0.046	0.960	0.914
DM	ACTG2	72	SPRY1	10252	0.046	0.960	0.914
DM	ACTG2	72	SQSTM1	8878	0.046	0.960	0.914
DM	ACTG2	72	SRF	6722	0.046	0.960	0.914
DM	ACTG2	72	SRP19	6728	0.046	0.960	0.914
DM	ACTG2	72	SSH1	54434	0.046	0.960	0.914
DM	ACTG2	72	STAB1	23166	0.046	0.960	0.914
DM	CNN1	1264	STARD5	80765	0.046	0.960	0.914
DM	ACTG2	72	STAT3	6774	0.046	0.960	0.914
DM	SYNM	23336	STC1	6781	0.046	0.960	0.914
DM	TARBP1	6894	STC1	6781	0.046	0.960	0.914
DM	NT5C2	22978	STC1	6781	0.046	0.960	0.914
DM	RPA2	6118	STC1	6781	0.046	0.960	0.914
DM	CHST3	9469	STC1	6781	0.046	0.960	0.914
DM	NEFH	4744	STC1	6781	0.046	0.960	0.914
DM	LRP1	4035	STC1	6781	0.046	0.960	0.914
DM	FAM114A1	92689	STC1	6781	0.046	0.960	0.914
DM	TSFM	10102	STC1	6781	0.046	0.960	0.914
DM	ACTG2	72	STRAP	11171	0.046	0.960	0.914
DM	DES	1674	STRN3	29966	0.046	0.960	0.914
DM	NEFH	4744	STRN3	29966	0.046	0.960	0.914
DM	CNN1	1264	STT3A	3703	0.046	0.960	0.914
DM	ACTG2	72	SULT1A1	6817	0.046	0.960	0.914
DM	PCP4	5121	TAF6L	10629	0.046	0.960	0.914
DM	ACTG2	72	TBC1D2B	23102	0.046	0.960	0.914
DM	ACTG2	72	TBCA	6902	0.046	0.960	0.914
DM	ACTG2	72	TBL1X	6907	0.046	0.960	0.914
DM	CNN1	1264	TBL2	26608	0.046	0.960	0.914
DM	ACTG2	72	TBL2	26608	0.046	0.960	0.914
DM	CNN1	1264	TCOF1	6949	0.046	0.960	0.914
DM	ACTG2	72	TERF2IP	54386	0.046	0.960	0.914
DM	ACTG2	72	TESK1	7016	0.046	0.960	0.914
DM	SLC20A2	6575	TFPI	7035	0.046	0.960	0.914
DM	NEFH	4744	THBS2	7058	0.046	0.960	0.914
DM	CNN1	1264	THBS2	7058	0.046	0.960	0.914
DM	ACTG2	72	THY1	7070	0.046	0.960	0.914
DM	ACTG2	72	TK1	7083	0.046	0.960	0.914
DM	ACTG2	72	TLE1	7088	0.046	0.960	0.914
DM	ACTG2	72	TM4SF1	4071	0.046	0.960	0.914
DM	ACTG2	72	TMCC1	23023	0.046	0.960	0.914
DM	ACTG2	72	TMEM97	27346	0.046	0.960	0.914
DM	ACTG2	72	TMF1	7110	0.046	0.960	0.914
DM	ACTG2	72	TNFAIP2	7127	0.046	0.960	0.914
DM	ACTG2	72	TNFAIP8	25816	0.046	0.960	0.914
DM	ACTG2	72	TNFRSF1B	7133	0.046	0.960	0.914
DM	ACTG2	72	TNPO1	3842	0.046	0.960	0.914
DM	ACTG2	72	TOMM40	10452	0.046	0.960	0.914
DM	TPM2	7169	TOMM70A	9868	0.046	0.960	0.914
DM	CNN1	1264	TOPORS	10210	0.046	0.960	0.914
DM	ACTG2	72	TP53BP1	7158	0.046	0.960	0.914
DM	ACTG2	72	TP53I11	9537	0.046	0.960	0.914
DM	ACTG2	72	TPM2	7169	0.046	0.960	0.914
DM	ACTG2	72	TPMT	7172	0.046	0.960	0.914
DM	ACTG2	72	TPP1	1200	0.046	0.960	0.914
DM	RRAS	6237	TRA2A	29896	0.046	0.960	0.914
DM	ACTG2	72	TRA2A	29896	0.046	0.960	0.914
DM	PBXIP1	57326	TRA2A	29896	0.046	0.960	0.914
DM	ACTG2	72	TRIB2	28951	0.046	0.960	0.914
DM	ACTG2	72	TRIM38	10475	0.046	0.960	0.914
DM	ACTG2	72	TRIO	7204	0.046	0.960	0.914
DM	AIM1	202	TRIO	7204	0.046	0.960	0.914
DM	CHUK	1147	TRIO	7204	0.046	0.960	0.914
DM	LAMB2	3913	TRIO	7204	0.046	0.960	0.914
DM	RANBP2	5903	TRIO	7204	0.046	0.960	0.914
DM	CNN1	1264	TRIP12	9320	0.046	0.960	0.914
DM	ACTG2	72	TRIP6	7205	0.046	0.960	0.914
DM	ACTG2	72	TRRAP	8295	0.046	0.960	0.914
DM	ACTG2	72	TSC22D4	81628	0.046	0.960	0.914
DM	ACTG2	72	TSPAN3	10099	0.046	0.960	0.914
DM	ACTG2	72	TSPYL2	64061	0.046	0.960	0.914
DM	ACTG2	72	TST	7263	0.046	0.960	0.914
DM	ACTG2	72	TTRAP	51567	0.046	0.960	0.914
DM	ACTG2	72	TXNL4A	10907	0.046	0.960	0.914
DM	ACTG2	72	UBAC1	10422	0.046	0.960	0.914
DM	ACTG2	72	UBE2D2	7322	0.046	0.960	0.914
DM	CNN1	1264	UBE2D3	7323	0.046	0.960	0.914
DM	ACTG2	72	UBE2S	27338	0.046	0.960	0.914
DM	ACTG2	72	UBE2S	27338	0.046	0.960	0.914
DM	ACTG2	72	UBE3C	9690	0.046	0.960	0.914
DM	ACTG2	72	UBN1	29855	0.046	0.960	0.914
DM	FHL1	2273	UBQLN2	29978	0.046	0.960	0.914
DM	AIM1	202	UCN	7349	0.046	0.960	0.914
DM	ACTG2	72	UNG	7374	0.046	0.960	0.914
DM	ACTG2	72	URM1	81605	0.046	0.960	0.914
DM	CNN1	1264	URM1	81605	0.046	0.960	0.914
DM	CSRP1	1465	USF2	7392	0.046	0.960	0.914
DM	CNN1	1264	USP10	9100	0.046	0.960	0.914
DM	ACTG2	72	USP10	9100	0.046	0.960	0.914
DM	ACTG2	72	USP14	9097	0.046	0.960	0.914
DM	ACTG2	72	VCAN	1462	0.046	0.960	0.914
DM	ACTG2	72	VCL	7414	0.046	0.960	0.914
DM	ACTG2	72	VDAC1	7416	0.046	0.960	0.914
DM	GDI2	2665	VDAC1	7416	0.046	0.960	0.914
DM	ACTG2	72	VSIG4	11326	0.046	0.960	0.914
DM	CNN1	1264	VSIG4	11326	0.046	0.960	0.914
DM	ACTG2	72	WDR68	10238	0.046	0.960	0.914
DM	MRC2	9902	WDR68	10238	0.046	0.960	0.914
DM	ACTG2	72	WSB1	26118	0.046	0.960	0.914
DM	UBR4	23352	WSB1	26118	0.046	0.960	0.914
DM	SGSH	6448	WSB1	26118	0.046	0.960	0.914
DM	ACTG2	72	WWC1	23286	0.046	0.960	0.914
DM	MYH11	4629	XPO1	7514	0.046	0.960	0.914
DM	CIB1	10519	YWHAB	7529	0.046	0.960	0.914
DM	RASA1	5921	YY1	7528	0.046	0.960	0.914
DM	CNN1	1264	ZC3H15	55854	0.046	0.960	0.914
DM	AIM1	202	ZC3HAV1	56829	0.046	0.960	0.914
DM	MYH11	4629	ZFP36L1	677	0.046	0.960	0.914
DM	ACTG2	72	ZMIZ1	57178	0.046	0.960	0.914
DM	IQGAP2	10788	ZMYND8	23613	0.046	0.960	0.914
DM	ENTPD4	9583	ZMYND8	23613	0.046	0.960	0.914
DM	ACTG2	72	ZNF117	51351	0.046	0.960	0.914
DM	ACTG2	72	ZNF207	7756	0.046	0.960	0.914
DM	PCP4	5121	ZNF264	9422	0.046	0.960	0.914
DM	DES	1674	ZNF264	9422	0.046	0.960	0.914
DM	ACTG2	72	ZNF264	9422	0.046	0.960	0.914
DM	CNN1	1264	ZNF428	126299	0.046	0.960	0.914
DM	ACTG2	72	ZNF787	126208	0.046	0.960	0.914
DM	ACTG2	72	ZYX	7791	0.046	0.960	0.914
Primary	HSP90AA1	3320	ACTA2	59	0.954	0.040	0.914
Primary	PGK1	5230	ACTA2	59	0.954	0.040	0.914
Primary	EPOR	2057	ACTG2	72	0.954	0.040	0.914
Primary	MLL	4297	ACTG2	72	0.954	0.040	0.914
Primary	DTYMK	1841	ACTG2	72	0.954	0.040	0.914
Primary	MAP2K2	5605	ACTG2	72	0.954	0.040	0.914
Primary	TIMP3	7078	ACTG2	72	0.954	0.040	0.914
Primary	POLG	5428	ACTG2	72	0.954	0.040	0.914
Primary	AR	367	AES	166	0.954	0.040	0.914
Primary	PAPOLA	10914	AGL	178	0.954	0.040	0.914
Primary	ZMYND8	23613	AGL	178	0.954	0.040	0.914
Primary	NFATC2IP	84901	AGL	178	0.954	0.040	0.914
Primary	AR	367	AGPAT1	10554	0.954	0.040	0.914
Primary	AR	367	AGRN	375790	0.954	0.040	0.914
Primary	YY1	7528	AIP	9049	0.954	0.040	0.914
Primary	AKAP2	11217	ALDH3A2	224	0.954	0.040	0.914
Primary	AR	367	ARF5	381	0.954	0.040	0.914
Primary	ZNF117	51351	AUH	549	0.954	0.040	0.914
