Target ID	UniGene ID	Probe ID	Entrez ID	t-test	fold change (clear cell/nose)
SH2B2		3610390	10603	0.001116228	2.161680465
STIL		6220050	6491	0.008189645	2.16112486
SNRPA		5310195	6626	0.000303799	2.159662957
	Hs.522924	150392	0	1.43E-06	2.159251898
CLN3		6580682	1201	0.002754075	2.159120275
C16ORF35		4150563	8131	2.48E-05	2.158531875
SIGIRR		5860373	59307	0.002708482	2.157427477
RPS21		2690338	6227	0.00496357	2.157353629
GALE		6980162	2582	0.007695755	2.157211741
DKC1		6980327	1736	0.000411832	2.156640678
SUPV3L1		5870040	6832	6.86E-06	2.15628774
C7ORF11		1470390	136647	0.000420762	2.155983695
LOC650298		670010	650298	2.98E-05	2.155668111
LOC201164		1980474	201164	0.004354502	2.154882569
RMI1		770286	80010	0.000704784	2.154505766
WDR57		1690348	9410	1.94E-05	2.153659898
	Hs.529743	160706	0	0.001792017	2.152598532
SOCS3		4230102	9021	0.000439037	2.1502334
NDUFB11		5550377	54539	3.52E-06	2.149332873
C19ORF21		5670341	126353	0.000666483	2.148142374
C18ORF17		3310142	125488	0.005619883	2.146144308
PTPDC1		3520220	138639	0.002933911	2.146128696
C9ORF45		1050050	0	0.000750762	2.14557644
GSG2		2900692	83903	0.002150205	2.14243675
FKBP1A		270292	2280	0.000996284	2.139075445
TLE1		4610543	7088	0.006244774	2.138709504
HCN3		6480674	57657	9.23E-07	2.138265125
ZCCHC14		2710402	23174	0.000721896	2.137645661
NR2C2AP		3060563	126382	0.000266945	2.13761682
LOC652226		1570307	652226	0.002837034	2.1359346
DHX9		3930689	1660	6.44E-07	2.134915339
DHX9		2900379	1660	2.71E-06	2.134456281
COQ10A		2630008	93058	0.000501458	2.132455763
PPP1CA		3990368	5499	1.66E-06	2.132262828
DNA2		6380452	1763	1.44E-07	2.132119776
LBR		4880224	3930	0.002440278	2.132006924
TSKU		830201	25987	0.004275905	2.131345327
ANKMY1		2760102	51281	0.000394551	2.128431928
PXMP2		5820324	5827	0.000175353	2.128149945
SEPX1		1440243	51734	0.000776944	2.127632072
MANEAL		4880008	149175	0.004130855	2.127265114
NR2F6		1010692	2063	0.003191768	2.126078769
METTL9		6620196	51108	0.001371702	2.125401964
OCEL1		3460253	79629	0.001247337	2.125288399
FADS1		2360020	3992	0.006389014	2.12492375
XPR1		5290246	9213	0.000704043	2.123863811
GPR19		6200072	2842	0.00041887	2.122822556
MRPS31		630403	10240	0.000221623	2.122635763
GNA13		3800730	10672	0.001210757	2.122321718
PSCD3		2750603	9265	0.001103863	2.121623468
CMTM7		4290403	112616	0.002388065	2.120960783
REPIN1		2940646	29803	0.000216301	2.120843788
C6ORF130		780187	221443	2.44E-05	2.119568004
WNT7B		1070563	7477	0.002255733	2.118079576
NECAB3		50521	63941	0.000382533	2.117893063
ARFGAP1		5900445	55738	0.000124431	2.117820458
CLN3		520630	1201	0.002595517	2.11763023
MAP3K14		6400369	9020	1.95E-08	2.115979437
ITCH		7560538	83737	0.000759242	2.115223084
MGC3731		4390446	79159	1.95E-05	2.115044758
ZBTB10		2370131	65986	0.002610064	2.11440326
MTERFD1		5050037	51001	0.000596198	2.111773969
SEH1L		580196	81929	0.000301599	2.111394285
PRCC		6520156	5546	0.000115671	2.111119959
LSM8		770593	51691	2.27E-05	2.111064969
PCBP2		6480411	5094	1.73E-05	2.110975426
ERP29		4120333	10961	0.00122521	2.109997547
SIVA		5550673	10572	4.23E-05	2.10974065
SH2D3A		5490452	10045	0.00577553	2.109503698
ZCCHC3		1820195	85364	0.000440644	2.107832022
USP11		1440040	8237	0.001641354	2.106598996
C12ORF32		3180553	83695	0.000725755	2.106311757
RPL12		7550458	6136	1.66E-05	2.106297484
MTIF2		2230403	4528	0.000240198	2.106156721
LRRC45		1500048	201255	0.000327816	2.105950187
NIPSNAP1		5490131	8508	0.001774684	2.105353057
SNORD31		6660010	0	8.61E-06	2.10245987
MYC		5420095	4609	0.000107987	2.102409331
ARL4A		1010161	10124	0.005974516	2.10127861
FLVCR1		6960754	28982	0.000875482	2.101091439
ILF2		5690437	3608	0.000214259	2.100483287
PIGC		580601	5279	0.000323609	2.100343077
RCE1		3520288	9986	2.89E-08	2.100210837
UCHL5IP		1090370	55559	0.001002964	2.098815287
TRAPPC6A		6860072	79090	4.43E-05	2.098315996
EZH2		1710368	2146	1.54E-05	2.097096455
BAT3		5340382	7917	0.000167697	2.09692581
ARFGEF2		3610554	10564	0.000880537	2.096461222
RNPS1		2630022	10921	0.000191619	2.09598674
DVL2		7570059	1856	0.002265261	2.095300657
MTX1		2750551	4580	1.01E-05	2.094306671
YIPF6		770142	286451	1.71E-06	2.093996399
LOC652595		730689	652595	0.000466223	2.093101993
CDKAL1		2230020	54901	0.001642305	2.092628749
TMEM48		4200601	55706	0.002534471	2.092216438
NXT1		4780398	29107	0.000223643	2.091963718
	Hs.335413	2030242	0	0.002463623	2.09053192
ARHGAP19		6110332	84986	0.000706898	2.089482073
AFG3L1		60609	172	0.000906235	2.08928049
HLTF		4480520	6596	0.002098061	2.08923482
RILPL2		1660286	196383	0.004948677	2.088969029
RGS14		360670	10636	0.00330897	2.088661089
AGBL5		6620403	60509	0.000344453	2.087106593
MYST3		3930195	7994	0.000602544	2.085546503
TIMM44		7550402	10469	3.82E-05	2.085097463
C20ORF72		5960736	92667	1.38E-06	2.084724133
PEMT		1780411	10400	0.002049188	2.083235073
C1ORF35		5820500	79169	3.30E-05	2.083234472
ITGB1BP1		3870647	9270	0.003193126	2.081297579
ZCCHC9		940338	84240	0.006555509	2.078259838
PLEKHB2		7040301	55041	0.000327955	2.077769975
PUS1		60092	80324	0.000101562	2.077650439
CBX4		3830170	8535	0.00190008	2.076021138
SOCS4		1300349	122809	0.001333769	2.075838859
ANAPC1		730647	64682	0.000156922	2.075106701
LOC650339		2120215	650339	0.001002026	2.07509005
NEK2		1570309	4751	0.006332949	2.0743323
MVK		6620768	4598	0.001793058	2.073095955
SEC14L1		1770044	6397	5.18E-05	2.072383995
C11ORF71		1230543	54494	0.000307801	2.071892175
PIGC		4070136	5279	0.000272345	2.071798118
PUM2		4250563	23369	0.000164037	2.071675972
ACACA		2190414	31	0.004254496	2.071254817
CCDC47		1850367	57003	3.13E-06	2.070266459
DDX55		5960672	57696	7.47E-05	2.070104337
DFFA		50224	1676	0.009671247	2.070056242
RECQL4		4250437	9401	7.96E-05	2.0696876
PLK1		5130128	5347	0.001333503	2.069469931
SHMT1		3420433	6470	0.003078117	2.069002942
LOC153684		5820482	0	0.000278279	2.068612276
COQ5		7570500	84274	4.48E-07	2.068349175
TTC31		5690156	64427	2.71E-07	2.068085959
DNM2		6560292	1785	1.91E-05	2.067730086
TSSC1		5700722	7260	7.06E-05	2.067489039
MRPS26		3310445	64949	0.000197888	2.06713693
LOC389791		2940192	389791	0.001435577	2.065588499
WIBG		2510204	84305	0.000296888	2.064992093
ALS2CR13		3120292	150864	0.000202577	2.064417104
TMEM5		5690358	10329	0.003401748	2.063762797
PUS1		6100735	80324	1.60E-05	2.062915516
WDR62		3710026	284403	0.001934665	2.061744289
CORO1B		5310170	57175	0.000131836	2.060697741
PCNXL3		580273	399909	3.76E-05	2.060577981
GPSN2		2370259	9524	5.04E-06	2.059013684
LOC650909		5420521	650909	2.50E-06	2.057731089
DIAPH1		2600131	1729	0.000155416	2.056001616
SLC2A8		5870326	29988	0.001661742	2.055880503
LOC92497		4540017	92497	5.46E-05	2.05510799
TOP1MT		5870390	116447	0.000232165	2.053544878
MRPL33		5570494	9553	0.001256148	2.052736214
PHACTR4		1940064	65979	0.006512404	2.052037654
SDCCAG3		60706	10807	0.00086598	2.050837987
ZNF74		2710093	7625	0.003004558	2.049466808
PDSS1		3120086	23590	0.003417043	2.04825528
DYRK2		2100743	8445	0.009219791	2.047745469
NUBP1		4220026	4682	0.000380029	2.046660354
C15ORF42		5270402	90381	0.001318796	2.046191698
ZNF280B		2750044	140883	0.000735709	2.04560594
PRPF4		6100441	9128	0.00391314	2.045243821
EXOSC5		2810241	56915	0.00021528	2.044859929
TULP3		6840014	7289	1.71E-05	2.044057678
C17ORF61		2340521	254863	0.000558692	2.043713147
C17ORF49		2570035	124944	0.00024352	2.043555002
BRP44		5550612	25874	0.001328385	2.042688394
RNMT		4850176	8731	0.000106656	2.042639611
SELI		4280370	85465	9.38E-05	2.042449719
FDX1L		5090053	112812	0.000470819	2.039798039
CSE1L		7000634	1434	0.002627968	2.039577538
FGFR1		6450471	2260	1.04E-05	2.039091961
COG5		1430577	10466	0.004875834	2.038704372
FBXL6		1580215	26233	0.000173917	2.037925344
C16ORF53		4230066	79447	7.12E-05	2.037770919
C9ORF75		1440050	286262	0.00054606	2.036548503
NUP37		3890544	79023	0.000218483	2.036517774
FAM39DP		1580053	0	0.00427366	2.036223772
C16ORF75		4540072	116028	0.000877694	2.036080521
GLIS3		1500095	169792	0.004115326	2.034567134
CYP27B1		2900725	1594	0.000678445	2.034000983
FAM89A		4040242	375061	0.008883515	2.033959736
C1ORF164		4540328	55182	7.60E-07	2.033559122
NOB1		1430544	28987	2.71E-05	2.031354996
7-Mar		780544	10299	0.00066802	2.031054878
FA2H		1190524	79152	0.007349737	2.030193485
TTLL12		1430053	23170	0.007014036	2.030098218
	Hs.352818	3610376	0	1.05E-05	2.030097516
BCL2L1		4290411	598	0.007401963	2.029766374
SERBP1		4210754	26135	6.01E-05	2.028797119
OXA1L		6900402	5018	0.000496592	2.027697044
UQCRC1		1170600	7384	2.70E-07	2.027599775
XRN2		2570671	22803	1.29E-05	2.02714717
TCTEX1D2		1580021	255758	0.000179751	2.026717949
EDC3		7000500	80153	2.80E-05	2.026366313
CHST6		20445	4166	0.006812946	2.025901956
PASK		4150100	23178	0.000775095	2.024575711
C14ORF93		4610484	60686	0.0051809	2.024446355
FAM58A		1940228	92002	7.81E-05	2.02276857
ALG10B		1110241	144245	3.28E-05	2.022446806
C14ORF105		5340070	55195	0.002591561	2.021496071
C8ORF34		4590632	116328	0.000382174	2.020438362
FBXL6		1470092	26233	0.000296928	2.019797363
NUP214		4850164	8021	8.83E-05	2.019784592
CCDC12		1090468	151903	2.62E-06	2.019347069
CYB561		130086	1534	0.00378976	2.018759934
IDH3B		3290246	3420	0.000214841	2.017739869
SFT2D3		5420544	84826	0.001409392	2.017529603
CD2BP2		2490066	10421	0.001228773	2.01712706
ATHL1		3310278	80162	0.003928155	2.017120723
C20ORF117		290132	140710	0.000261846	2.016961299
LOC389641		670494	389641	0.000971746	2.016943861
RFC4		2030315	5984	0.003290893	2.01663367
SNRPA1		5080605	6627	0.003596449	2.016507033
PCGF1		5260386	84759	1.29E-05	2.016287971
TMEM39B		1570066	55116	6.09E-07	2.014939649
ATP5SL		1990274	55101	0.000847874	2.014876814
GART		20544	2618	0.001125626	2.012598437
DAP3		3180215	7818	9.12E-06	2.01233
NT5C3		3940520	51251	0.000527338	2.011724514
NEK8		1090286	284086	0.000207939	2.010829185
RUVBL2		4780537	10856	0.004220668	2.010224815
IFT52		3420270	51098	0.000424306	2.009648686
MED25		1500470	81857	0.000823597	2.008377446
FAM89A		650730	375061	0.005008931	2.007959896
MVD		1440020	4597	0.001685481	2.007270303
EIF1		3710544	10209	0.003113382	2.006283133
MRPS30		7200670	10884	1.76E-05	2.005600398
BOLA2		60148	552900	0.003599588	2.005551595
DPM3		2850520	54344	0.001513026	2.005241477
CNOT1		6520382	23019	5.07E-05	2.005033693
IQSEC1		4890743	9922	0.008102456	2.004749234
MXD3		2970121	83463	8.23E-06	2.004410082
PPM1B		6280138	5495	0.002723978	2.004116711
FLJ45244		6330653	400242	0.004014633	2.004010869
LIG3		3460431	3980	1.03E-06	2.004001152
AHCTF1		6040747	25909	0.00022218	2.003706455
MACROD1		2370279	28992	0.007732674	2.002797462
BIRC5		7550626	332	0.000361887	2.000935786
RAD51C		5910215	5889	0.000702442	2.000767033
COX11		2630411	1353	0.000233307	2.000416469
STRN4		1770048	29888	9.10E-05	2.000257808
PTPLAD2		2900328	401494	0.00191221	-2.000559726
DNAJC12		2450411	56521	0.004155368	-2.001807905
ACOT9		7160592	23597	0.002736113	-2.002084473
SOCS5		4880750	9655	0.000388179	-2.003181748
SYNJ2		4200593	8871	7.40E-05	-2.003439864
C21ORF7		150315	56911	0.00692964	-2.003640993
TNFSF14		1170673	8740	0.000246065	-2.003967726
CFH		1470743	3075	3.77E-07	-2.005027425
PLS3		2710730	5358	0.002196954	-2.005588311
BCLAF1		6760209	9774	3.00E-07	-2.006089344
SMPD1		70433	6609	0.000200159	-2.006446536
EED		5490253	8726	0.000225341	-2.006611428
CARS2		160403	79587	0.000771425	-2.006614511
TJP1		5700504	7082	4.98E-05	-2.006619222
FAM18B		60634	51030	2.12E-05	-2.006739399
RRAS2		620546	22800	0.006469481	-2.007052487
PKD2		5360687	5311	3.38E-05	-2.007415031
FAM152A		3870255	51029	0.001649281	-2.007482211
NLRP8		6770326	126205	0.003922886	-2.008050371
SERP1		1770541	27230	7.76E-05	-2.008279283
XIST		1690440	0	0.008221336	-2.008506383
PALLD		3780053	23022	0.00975469	-2.008930203
ECM2		6840192	1842	3.54E-05	-2.009784573
ATF1		7200575	466	8.06E-06	-2.009810351
PICALM		5820463	8301	0.007230842	-2.010752652
IRAK3		2360719	11213	0.004811762	-2.011958649
C14ORF108		4670743	55745	0.00354782	-2.012118545
CDH8		940193	1006	1.33E-06	-2.012140426
C5ORF28		240576	64417	0.002972589	-2.012415767
C14ORF129		5890608	51527	0.000493501	-2.012552431
SH3GL1		4280639	6455	8.34E-06	-2.012664712
MPP2		2510541	4355	0.000467316	-2.013702916
TUBB6		520255	84617	0.005587677	-2.013778258
PLA2G4A		4730360	5321	0.005179561	-2.014405869
MAGED2		3420487	10916	1.52E-05	-2.01715527
LOC205251		4180431	0	0.004001005	-2.018729823
HNRNPH2		4150059	3188	0.000971248	-2.018972425
CAMK2A		4850170	815	8.75E-07	-2.020051749
CDC42		1780564	998	6.93E-05	-2.020441337
FAM62C		610634	83850	2.93E-06	-2.020811831
PPP2R1B		6350681	5519	0.001048996	-2.021710045
LOC286016		7560053	0	0.000258854	-2.021861011
MDFIC		50332	29969	0.00468525	-2.021982303
DNAJC10		990528	54431	0.000326587	-2.022120623
ABL2		4670717	27	9.85E-06	-2.022459648
IL11RA		2760148	3590	0.006315264	-2.022894133
ZFP3		4640020	124961	0.000231774	-2.023172473
ZNF430		1450685	80264	0.003511762	-2.023551816
SLC41A3		3890681	54946	4.82E-06	-2.023968674
SEC14L2		4890341	23541	0.000508107	-2.023989846
TRIM5		290373	85363	0.005511711	-2.024252152
VPS36		1510091	51028	0.00014138	-2.025220182
CASP4		3850021	837	0.001260727	-2.025836799
GAPDH		2640048	2597	7.13E-06	-2.027510771
EIF5A		1850414	1984	0.000114105	-2.02974089
NAB1		6250040	4664	0.000830931	-2.030152958
RAET1G		5570020	353091	0.000867995	-2.03021587
SP110		1990397	3431	1.08E-09	-2.030255093
NAV3		360270	89795	0.001929493	-2.030955685
ZBED5		4890437	58486	0.000724646	-2.031155254
ISCA1		5960221	81689	0.003586224	-2.03141576
SEC23A		2640541	10484	0.001072387	-2.031791308
FLJ44124		4860196	641737	0.000505342	-2.032119362
UNC5B		1300411	219699	0.001130879	-2.032270233
TNFRSF8		4850253	943	1.20E-06	-2.032670083
BID		1440037	637	0.003623303	-2.032750289
UFM1		4280133	51569	0.000220274	-2.033131564
FLJ21075		4860521	80099	0.005023072	-2.033393601
MMEL1		2070246	79258	0.000271407	-2.035026881
MBOAT2		5080468	129642	4.80E-07	-2.035745275
LOC643287		730142	643287	0.000111698	-2.03614244
C14ORF100		5700196	51528	0.000199324	-2.036258213
ZNF14		7610528	7561	0.007772	-2.037194655
AMPD3		150504	272	2.97E-05	-2.037438496
C14ORF37		70114	145407	0.003144846	-2.038238465
EMILIN1		6760719	11117	4.04E-07	-2.038780178
TNFRSF12A		6510377	51330	0.001827249	-2.039580813
RUFY3		110279	22902	0.000284406	-2.039634047
GLRX2		6980274	51022	0.000825751	-2.040570176
ARSB		270215	411	0.000970224	-2.040826249
ARMC8		6550750	25852	1.16E-05	-2.041240728
CD151		6330474	977	2.30E-09	-2.041715198
PTGES3		1780719	10728	0.001110942	-2.041848704
SH3GLB1		6960372	51100	0.00027932	-2.042238323
FLJ46309		7200519	649598	0.003815702	-2.043328265
LOC401019		5490603	401019	4.64E-05	-2.043500661
DNAJB6		1230224	10049	0.001302495	-2.043501081
ACVR2A		4590349	92	9.97E-06	-2.043973227
	Hs.123119	6130609	0	0.001843903	-2.044669276
ZNF83		3130370	55769	0.009912943	-2.046079824
LOC644131		5820202	644131	0.000839732	-2.04667797
KLHL5		1410161	51088	0.00332181	-2.046735842
TM2D1		10386	83941	0.006203432	-2.049501363
	Hs.10862	1940563	0	0.000826107	-2.049789973
CD74		7040008	972	0.001704136	-2.050698342
C6ORF188		3990538	254228	5.60E-08	-2.050833241
BTBD1		4480008	53339	2.09E-05	-2.051662534
ARHGDIG		4180377	398	0.004195327	-2.052808098
C12ORF31		2940546	84298	0.003182447	-2.052972433
CDKN2B		7610735	1030	0.004239854	-2.054568835
LIN7C		6520010	55327	0.000652392	-2.055644681
LOC730455		6510075	730455	1.44E-05	-2.055692485
ANGPT1		3360066	284	0.000121724	-2.056023709
	Hs.71947	4230167	0	0.001738589	-2.056039515
LOC644250		7160692	644250	0.00273391	-2.05615409
KCTD20		7000086	222658	7.23E-05	-2.056316341
PGK1		360735	5230	0.000584669	-2.05944844
HS2ST1		1110102	9653	0.000111236	-2.060795955
HN1		4540435	51155	0.001014599	-2.061333506
C11ORF46		3840736	120534	6.35E-05	-2.061942967
KCNT2		3140259	343450	4.02E-06	-2.06206268
AMPD3		2810072	272	6.29E-07	-2.063178511
DENND4A		6420184	10260	3.65E-09	-2.064619477
NRSN2		1940368	80023	0.007273793	-2.06569439
EGLN3		6130484	112399	0.000401591	-2.067302704
SP3		1230593	6670	0.002668007	-2.070219565
LTB4DH		2570332	22949	0.001639449	-2.07099058
MALT1		1770386	10892	0.000308603	-2.071126018
CCNG2		5360672	901	0.002220822	-2.072502844
CORO2B		1660154	10391	3.56E-05	-2.072661757
NOMO3		6370181	408050	2.57E-05	-2.0732912
PNMA3		7320270	29944	0.000323247	-2.074165118
CNN2		5550037	1265	0.002139743	-2.074905701
LOC151579		7050132	151579	0.00200433	-2.078134334
CAST		670161	831	0.000177273	-2.079711987
BCAT1		7650524	586	0.005283761	-2.080903688
NET1		2970379	10276	0.006490721	-2.081308042
TPRG1L		4260722	127262	0.000704761	-2.081474274
MANBAL		6840022	63905	1.40E-05	-2.082027923
PICALM		2000068	8301	0.00319844	-2.082306096
NEFH		1190719	4744	0.004076775	-2.083868109
C10ORF10		2900747	11067	0.00270002	-2.086032417
ARL8B		130685	55207	4.67E-05	-2.086137745
C6ORF211		3710465	79624	0.005742767	-2.087210244
SULT1A1		1050612	6817	0.001512555	-2.088847015
MST150		130364	85027	4.97E-05	-2.089520971
SLC25A20		1430286	788	4.13E-06	-2.090357249
IQWD1		5080594	55827	0.003088963	-2.090368945
CALU		940431	813	0.001232672	-2.093233874
ASPH		2370450	444	0.001061837	-2.093294662
NOVA1		3780402	4857	0.000465473	-2.093508196
GSTO1		6770730	9446	0.00212941	-2.096567682
LIMK2		3390048	3985	0.001660408	-2.099445243
TMBIM1		5820097	64114	0.001545994	-2.102161135
	Hs.576106	3990553	0	2.27E-07	-2.102873709
MVP		160291	9961	0.002512892	-2.103878245
SMPD1		1500193	6609	4.14E-07	-2.103928268
BNC1		2680309	646	0.000361412	-2.105624579
DST		6550079	667	0.001235331	-2.105674246
ABL1		4180088	25	2.23E-05	-2.106477931
SEC31A		3840100	22872	5.52E-05	-2.106568488
TBC1D8B		1230768	54885	0.00088221	-2.10677523
CCIN		2480167	881	2.23E-06	-2.107045607
LOC648470		1450136	648470	8.29E-06	-2.107203025
PGAM4		1820424	441531	0.000282264	-2.108082495
AADACL1		7650020	57552	0.008027336	-2.108926182
	Hs.560343	6400564	0	0.000371866	-2.109632517
HIG2		7320441	29923	8.57E-06	-2.109866851
DEGS1		5220632	8560	0.001137359	-2.110052647
GUK1		4280471	2987	5.06E-06	-2.110417205
TSC22D1		2450639	8848	0.003324793	-2.110673106
PHKB		1240019	5257	4.18E-06	-2.11075729
PHF11		1510196	51131	0.000513776	-2.111228116
PKD2		70161	5311	0.000428989	-2.111866949
S100PBP		6550086	64766	3.01E-08	-2.114782611
KLF10		5720184	7071	0.000347442	-2.115791665
HDHD2		6370477	84064	1.93E-05	-2.116363177
CTNNB1		3800671	1499	0.000112699	-2.116421253
DDEF1		940164	50807	0.000207129	-2.117256994
KBTBD9		510703	114818	2.02E-05	-2.117324207
C6ORF115		6020681	58527	0.003711333	-2.117550214
ITGB1		610452	3688	0.000641253	-2.118221482
FLNB		5220767	2317	0.00053149	-2.118307418
IFP38		5290482	83880	0.000326432	-2.118453643
CEP170		4050519	9859	0.000716102	-2.118954771
ATP2B1		4230564	490	0.000165846	-2.122735929
LOC643668		270692	643668	0.000168012	-2.123812919
KCTD16		5550315	57528	1.14E-06	-2.124035252
SH3PXD2B		1190437	285590	9.88E-05	-2.124804719
CHD6		4250082	84181	1.16E-07	-2.125474679
MAX		3180133	4149	4.08E-07	-2.125758096
ODF2L		730315	57489	0.000562505	-2.126596394
LIN7C		5700243	55327	3.08E-08	-2.126644937
HNRPDL		2570358	9987	0.000310796	-2.126835042
DIAPH3		5390672	81624	0.005088329	-2.127154706
MXD4		3710647	10608	0.007073839	-2.12815943
NSF		3420398	4905	1.93E-05	-2.129217011
	Hs.88156	1430682	0	0.000275295	-2.129810327
DECR1		510291	1666	0.000817967	-2.131394252
AZI2		5490348	64343	1.25E-05	-2.131830558
FMNL3		2940615	91010	3.73E-12	-2.132003505
FKBP1A		1940504	2280	0.002630004	-2.132024262
GSTA4		130561	2941	0.006339433	-2.133015239
SNX14		2490544	57231	2.16E-08	-2.133771466
SYAP1		6580678	94056	0.000252132	-2.13395346
ARFIP1		10753	27236	4.42E-07	-2.134260387
RBBP8		5720133	5932	0.001505753	-2.134677115
FBXL5		450114	26234	3.87E-06	-2.135907189
CSMD2		2690437	114784	2.96E-07	-2.136323061
GPRASP2		3130128	114928	0.000117601	-2.137304193
C16ORF57		2750360	79650	7.94E-05	-2.137497828
PRKCI		3930561	5584	9.74E-06	-2.137724286
DICER1		5390433	23405	6.88E-05	-2.137960651
WDR26		2030358	80232	0.002915915	-2.138234837
LOC644162		6280706	644162	0.001695327	-2.140508144
RHOA		630377	387	9.75E-06	-2.141263837
REEP2		7330189	51308	0.000195733	-2.141307188
RPS27L		5570678	51065	9.89E-06	-2.142733294
ZMAT3		3140543	64393	0.002540455	-2.143278344
NME7		2900167	29922	0.000275183	-2.143621923
ALG5		6370113	29880	0.000143971	-2.144743053
CD151		6550259	977	7.55E-06	-2.144800023
C1ORF63		2320408	57035	0.000460101	-2.144920401
RECQL		6270674	5965	1.03E-05	-2.145438416
EIF1AX		6370736	1964	0.000983328	-2.145894149
GRINL1A		6980154	81488	0.000181122	-2.146638832
SUB1		1660661	10923	2.53E-06	-2.147372669
CAT		1240446	847	0.005783197	-2.147733492
ERGIC1		830039	57222	2.74E-05	-2.147813682
CCDC147		130678	159686	1.93E-05	-2.148534443
UBE1C		2760553	9039	6.96E-05	-2.149272102
HECA		610367	51696	1.29E-05	-2.150051257
LOC648494		240537	648494	4.10E-07	-2.151148876
LOC442454		5890176	0	0.001465954	-2.151799661
ATP2C1		5080228	27032	0.000525017	-2.152187092
TRAF5		7610598	7188	0.004434923	-2.153513768
	Hs.492187	5050671	0	0.003513383	-2.154119115
PNRC2		1010202	55629	0.001623341	-2.154364974
	Hs.552082	3390367	0	0.003238367	-2.154654905
NDUFA4L2		4060438	56901	0.001122523	-2.156384595
LOC644615		1110450	644615	0.000891049	-2.156542692
	Hs.354359	1050100	0	0.005814661	-2.157223724
ZHX1		2070215	11244	3.06E-06	-2.157619348
LOC642489		5260156	642489	0.001901486	-2.157815793
VPS13A		5050349	23230	4.03E-05	-2.158305918
ID4		460364	3400	0.00316169	-2.159129126
AFP		2030161	174	3.94E-06	-2.15961277
EIF5A2		7560592	56648	4.12E-06	-2.15981106
IHPK1		6040064	9807	1.36E-06	-2.160053414
PDGFC		4850327	56034	0.001476675	-2.16573454
PTX3		3460682	5806	0.000968196	-2.166748686
CD38		2760500	952	0.006585126	-2.168228105
KIAA1370		4850142	56204	0.000115449	-2.169987993
RPL23		380575	9349	0.009795863	-2.171107243
BVES		7210349	11149	5.17E-05	-2.172140218
DUSP4		2650041	1846	0.009919125	-2.172346872
C14ORF169		6510634	79697	0.002820486	-2.174404564
SPCS3		7050026	60559	7.92E-05	-2.174947835
TXNDC9		4290521	10190	0.006666788	-2.175388789
SNX14		4260504	57231	0.004888049	-2.177560549
AMMECR1L		4900605	83607	0.000888097	-2.178275893
FKBP1A		5050427	2280	0.002214263	-2.179738396
PARP9		3140707	83666	2.06E-05	-2.179967648
ANKRD13A		2120224	88455	0.003570841	-2.180626992
TAF9		990474	6880	2.30E-05	-2.182020281
ZNF682		3440431	91120	0.00212966	-2.182417579
KIF1B		5490743	23095	2.22E-07	-2.183837268
CHST1		5720451	8534	6.86E-06	-2.184310333
BLZF1		6130020	8548	0.001740977	-2.185762826
SDCBP		6040324	6386	0.00262046	-2.185961154
CAMSAP1L1		6280209	23271	0.000530556	-2.187089417
C9ORF167		1110139	54863	0.002305589	-2.187096876
ARF4		1430136	378	0.000124973	-2.18785982
TBX18		4180296	9096	0.000690567	-2.187889535
USP38		7000379	84640	5.42E-05	-2.188595528
BMPR2		460730	659	0.00067388	-2.188623524
CDC16		3170561	8881	8.15E-05	-2.188999413
KIAA0372		6660709	9652	0.000346933	-2.190121368
HK2		7150661	3099	0.002334737	-2.190904786
PLSCR3		6940255	57048	0.001034293	-2.191735013
GSDML		6040598	55876	2.49E-05	-2.192284848
TPM2		1230451	7169	1.30E-09	-2.193002803
LOC731640		2260168	731640	0.001032269	-2.19351787
CMAH		4250634	0	0.000776815	-2.193902936
SERPINB6		4220504	5269	0.005978398	-2.19396247
STOM		2060291	2040	0.008216643	-2.194784121
GPR1		3870386	2825	0.00316383	-2.195590044
PGM2L1		7210093	283209	0.003728549	-2.199097216
	Hs.371609	1510608	0	0.001954285	-2.20165365
ME2		6200408	4200	4.48E-05	-2.203379576
SLC2A5		7560541	6518	0.000203866	-2.20377608
DOCK5		3310682	80005	0.000447653	-2.207120742
YTHDF3		4150240	253943	2.32E-08	-2.207488028
LOC646463		6580402	646463	3.20E-05	-2.20752398
STX8		3130379	9482	0.000204619	-2.20782644
DAPK3		840682	1613	0.000121535	-2.210303564
EVI5		4540176	7813	2.23E-05	-2.211627658
TSC1		4040373	7248	0.000144855	-2.214188708
MSRB3		4290088	253827	0.009705089	-2.214466549
TNS1		6250110	7145	3.34E-05	-2.214818687
GSTM2		6550279	2946	0.001413928	-2.214950053
LOC648189		5130209	648189	7.99E-06	-2.215642924
DUSP6		6250468	1848	0.004515718	-2.216587974
TMSB4X		780722	7114	0.000747849	-2.217924909
CASP6		5550709	839	8.05E-09	-2.220530057
CCDC81		1470148	60494	1.26E-07	-2.221473619
SH3KBP1		6020152	30011	0.007367051	-2.221921424
SEC31A		4280102	22872	7.81E-06	-2.222130949
	Hs.374023	1230521	0	0.000390278	-2.2223761
UBA7		2850202	7318	0.005775012	-2.222623844
PSMB8		3420632	5696	0.000530389	-2.222789691
ADI1		6620278	55256	0.000808266	-2.223970531
EAF1		3840437	85403	0.000510298	-2.228197933
SLC16A2		2650112	6567	0.000217592	-2.229010401
LOC647436		2000367	647436	0.00011139	-2.230418618
JPH1		5490025	56704	0.005982014	-2.232568347
