UNIQID	NAME	Gene.index	Gene.symbol	Col2	Fold	T-stat	Pvalue
17722	GeneID_5886___RAD23A	5886	RAD23A	RAD23 homolog A (S. cerevisiae)	-0.355731613	-4.828036728	8.16E-06
31221	GeneID_10945__KDELR1	10945	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	-0.642150696	-4.82467241	8.26E-06
27109	GeneID_1967___EIF2B1	1967	EIF2B1	Eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	-0.360137346	-4.818449588	8.46E-06
34213	AI524690	1000034213			0.923337176	5.099551416	8.62E-06
16635	GeneID_8192___CLPP	8192	CLPP	ClpP caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)	-0.488668939	-4.8160453	8.72E-06
32055	GeneID_9657___IQCB1	9657	IQCB1	IQ motif containing B1	0.862584135	5.095621701	8.73E-06
29164	GeneID_8894___EIF2S2	8894	EIF2S2	Eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa	-0.599711429	-4.96482368	8.73E-06
31407	GeneID_5901___RAN	5901	RAN	RAN, member RAS oncogene family	-0.736894185	-4.809727852	8.74E-06
34113	GeneID_64131__XYLT1	64131	XYLT1	Xylosyltransferase I	1.084298148	5.044519803	8.75E-06
27930	GeneID_2002___ELK1	2002	ELK1	ELK1, member of ETS oncogene family	-0.525812074	-4.832506596	8.79E-06
34553	GeneID_8464___SUPT3H	8464	SUPT3H	Suppressor of Ty 3 homolog (S. cerevisiae)	0.928360842	5.054448563	8.92E-06
16707	GeneID_7422___VEGFA	7422	VEGFA	Vascular endothelial growth factor A	-0.367984767	-4.804000807	8.93E-06
17805	GeneID_10733__PLK4	10733	PLK4	Polo-like kinase 4 (Drosophila)	-0.570637592	-4.80214791	8.99E-06
16668	GeneID_328____APEX1	328	APEX1	APEX nuclease (multifunctional DNA repair enzyme) 1	-0.508656675	-4.80169536	9.00E-06
29842	GeneID_7905___REEP5	7905	REEP5	Receptor accessory protein 5	-0.565652431	-4.81169188	9.06E-06
33007	GeneID_8439___NSMAF	8439	NSMAF	Neutral sphingomyelinase (N-SMase) activation associated factor	1.223725	5.16084937	9.18E-06
17837	GeneID_4149___MAX	4149	MAX	MYC associated factor X	-0.377373137	-4.795715836	9.21E-06
24723	GeneID_3148___HMGB2	3148	HMGB2	High-mobility group box 2	-0.855159787	-4.792100223	9.33E-06
28449	GeneID_22938__SNW1	22938	SNW1	SNW domain containing 1	-0.484244554	-4.791283118	9.36E-06
31080	GeneID_10036__CHAF1A	10036	CHAF1A	Chromatin assembly factor 1, subunit A (p150)	-0.546253493	-4.81212083	9.47E-06
26597	GeneID_2597___GAPDH	2597	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	-0.780834726	-4.782135181	9.68E-06
32143	GeneID_7273___TTN	7273	TTN	Titin	0.474419656	4.78000021	9.76E-06
26137	GeneID_55800__SCN3B	55800	SCN3B	Sodium channel, voltage-gated, type III, beta	0.629276299	4.937882602	9.96E-06
19240	GeneID_7915___ALDH5A1	7915	ALDH5A1	Aldehyde dehydrogenase 5 family, member A1 (succinate-semialdehyde dehydrogenase)	0.877052054	4.787152049	1.01E-05
28018	GeneID_7124___TNF	7124	TNF	Tumor necrosis factor (TNF superfamily, member 2)	-1.147415152	-4.7912109	1.02E-05
32693	AA668986	1000032693			0.776412903	4.787411678	1.04E-05
27019	GeneID_4522___MTHFD1	4522	MTHFD1	Methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1, methenyltetrahydrofolate cyclohydrolase, formyltetrahydrofolate synthetase	-0.578426605	-4.765362062	1.05E-05
31833	GeneID_2729___GCLC	2729	GCLC	Glutamate-cysteine ligase, catalytic subunit	0.740877256	4.956774572	1.06E-05
28784	GeneID_5573___PRKAR1A	5573	PRKAR1A	Protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)	-0.979352778	-4.761812011	1.07E-05
17844	GeneID_1603___DAD1	1603	DAD1	Defender against cell death 1	-0.42082588	-4.755696839	1.07E-05
16810	GeneID_3936___LCP1	3936	LCP1	Lymphocyte cytosolic protein 1 (L-plastin)	-0.571021376	-4.753550173	1.08E-05
33389	GeneID_23240__KIAA0922	23240	KIAA0922	KIAA0922	0.995897326	5.083345608	1.09E-05
27911	GeneID_4085___MAD2L1	4085	MAD2L1	MAD2 mitotic arrest deficient-like 1 (yeast)	-0.732602273	-4.75208339	1.11E-05
27192	GeneID_292____SLC25A5	292	SLC25A5	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	-0.843868434	-4.750038769	1.11E-05
26983	GeneID_4776___NFATC4	4776	NFATC4	Nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4	-0.650547097	-4.765639425	1.12E-05
33617	GeneID_60468__BACH2	60468	BACH2	BTB and CNC homology 1, basic leucine zipper transcription factor 2	1.075940602	4.938685455	1.13E-05
27331	GeneID_6731___SRP72	6731	SRP72	Signal recognition particle 72kDa	-0.587062981	-4.737865548	1.14E-05
28753	GeneID_3936___LCP1	3936	LCP1	Lymphocyte cytosolic protein 1 (L-plastin)	-0.585292219	-4.736622015	1.15E-05
30255	GeneID_3669___ISG20	3669	ISG20	Interferon stimulated exonuclease gene 20kDa	-0.575815844	-4.760054038	1.17E-05
24086	GeneID_5216___PFN1	5216	PFN1	Profilin 1	-0.596356566	-4.735520437	1.18E-05
16005	GeneID_5604___MAP2K1	5604	MAP2K1	Mitogen-activated protein kinase kinase 1	-0.593145161	-4.777983222	1.18E-05
33824	GeneID_2976___GTF3C2	2976	GTF3C2	General transcription factor IIIC, polypeptide 2, beta 110kDa	-0.623919567	-4.73777122	1.19E-05
29409	AA856765	1000029409			1.148570588	5.175612488	1.19E-05
24909	AA761697	1000024909			0.751978133	4.725611893	1.19E-05
27057	GeneID_5901___RAN	5901	RAN	RAN, member RAS oncogene family	-0.727995823	-4.724217179	1.20E-05
30215	GeneID_1434___CSE1L	1434	CSE1L	CSE1 chromosome segregation 1-like (yeast)	-0.618398344	-4.732832266	1.21E-05
16565	GeneID_5566___PRKACA	5566	PRKACA	Protein kinase, cAMP-dependent, catalytic, alpha	-0.463248718	-4.847252618	1.21E-05
32706	GeneID_550____AUP1	550	AUP1	Ancient ubiquitous protein 1	-0.544034971	-4.720427532	1.22E-05
27008	GeneID_5471___PPAT	5471	PPAT	Phosphoribosyl pyrophosphate amidotransferase	-0.602419328	-4.719782988	1.22E-05
23819	GeneID_10188__TNK2	10188	TNK2	Tyrosine kinase, non-receptor, 2	0.735736527	4.719109042	1.22E-05
33108	GeneID_9972___NUP153	9972	NUP153	Nucleoporin 153kDa	-0.497560859	-4.72426102	1.23E-05
24329	GeneID_55024__BANK1	55024	BANK1	B-cell scaffold protein with ankyrin repeats 1	-1.317266607	-4.733609115	1.24E-05
16470	GeneID_3084___NRG1	3084	NRG1	Neuregulin 1	-0.424320048	-5.001942969	1.24E-05
27774	GeneID_84168__ANTXR1	84168	ANTXR1	Anthrax toxin receptor 1	-0.641771057	-4.730697165	1.25E-05
28675	GeneID_902____CCNH	902	CCNH	Cyclin H	-0.518620265	-4.740916354	1.26E-05
17798	GeneID_8293___SERF1A	8293	SERF1A	Small EDRK-rich factor 1A (telomeric)	-0.556140377	-4.711123331	1.26E-05
16469	GeneID_5901___RAN	5901	RAN	RAN, member RAS oncogene family	-0.710095332	-4.710032174	1.27E-05
26010	GeneID_3421___IDH3G	3421	IDH3G	Isocitrate dehydrogenase 3 (NAD+) gamma	-0.538532351	-4.709681028	1.27E-05
28486	GeneID_3550___IK	3550	IK	IK cytokine, down-regulator of HLA II	-0.508071861	-4.719930098	1.27E-05
25986	GeneID_23585__TMEM50A	23585	TMEM50A	Transmembrane protein 50A	-0.576477449	-4.713039233	1.28E-05
31663	GeneID_122769_PPIL5	122769	PPIL5	Peptidylprolyl isomerase (cyclophilin)-like 5	-0.50297904	-4.712800481	1.28E-05
28003	GeneID_939____CD27	939	CD27	CD27 molecule	1.164116708	4.705947833	1.28E-05
26964	GeneID_1874___E2F4	1874	E2F4	E2F transcription factor 4, p107/p130-binding	-0.457090336	-4.705184245	1.29E-05
31169	GeneID_7095___TLOC1	7095	TLOC1	Translocation protein 1	0.775197373	4.857679299	1.31E-05
27617	GeneID_7251___TSG101	7251	TSG101	Tumor susceptibility gene 101	-0.596436486	-4.699439519	1.34E-05
34674	GeneID_55173__MRPS10	55173	MRPS10	Mitochondrial ribosomal protein S10	-0.435113176	-4.696777844	1.36E-05
17909	GeneID_5499___PPP1CA	5499	PPP1CA	Protein phosphatase 1, catalytic subunit, alpha isoform	-0.467811466	-4.690540174	1.36E-05
30626	GeneID_10125__RASGRP1	10125	RASGRP1	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	-0.842447811	-4.756311867	1.38E-05
30331	GeneID_23483__TGDS	23483	TGDS	TDP-glucose 4,6-dehydratase	-0.378704177	-4.68536709	1.39E-05
17794	GeneID_3655___ITGA6	3655	ITGA6	Integrin, alpha 6	-0.751183966	-4.713933335	1.39E-05
27006	GeneID_7465___WEE1	7465	WEE1	WEE1 homolog (S. pombe)	-0.736244308	-4.684126851	1.39E-05
32493	GeneID_9701___SAPS2	9701	SAPS2	SAPS domain family, member 2	0.455710069	4.693695289	1.40E-05
31442	GeneID_10294__DNAJA2	10294	DNAJA2	DnaJ (Hsp40) homolog, subfamily A, member 2	-0.522286869	-4.686726945	1.41E-05
16089	GeneID_597____BCL2A1	597	BCL2A1	BCL2-related protein A1	-1.184071691	-4.70368432	1.41E-05
34701	GeneID_55534__MAML3	55534	MAML3	Mastermind-like 3 (Drosophila)	0.512061616	4.974914268	1.44E-05
34750	GeneID_4190___MDH1	4190	MDH1	Malate dehydrogenase 1, NAD (soluble)	-0.658177805	-4.674281576	1.44E-05
33809	GeneID_7565___ZNF17	7565	ZNF17	Zinc finger protein 17	0.786263548	4.865740369	1.50E-05
28741	GeneID_7360___UGP2	7360	UGP2	UDP-glucose pyrophosphorylase 2	-0.467411384	-4.663212731	1.50E-05
25116	GeneID_27250__PDCD4	27250	PDCD4	Programmed cell death 4 (neoplastic transformation inhibitor)	0.84033751	4.659354423	1.53E-05
34208	AI524214	1000034208			1.078080952	5.580128882	1.54E-05
27935	GeneID_6726___SRP9	6726	SRP9	Signal recognition particle 9kDa	-0.587014169	-4.65182748	1.57E-05
29243	GeneID_3422___IDI1	3422	IDI1	Isopentenyl-diphosphate delta isomerase 1	-0.551053294	-4.65505365	1.58E-05
26012	GeneID_2805___GOT1	2805	GOT1	Glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	-0.602251106	-4.649369711	1.58E-05
34763	GeneID_55737__VPS35	55737	VPS35	Vacuolar protein sorting 35 (yeast)	-0.475961571	-4.654619445	1.58E-05
16449	GeneID_3251___HPRT1	3251	HPRT1	Hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome)	-0.689534343	-4.652728474	1.59E-05
34097	GeneID_80325__ABTB1	80325	ABTB1	Ankyrin repeat and BTB (POZ) domain containing 1	0.809749306	4.655465268	1.61E-05
29180	GeneID_2022___ENG	2022	ENG	Endoglin (Osler-Rendu-Weber syndrome 1)	-0.708145	-4.666509596	1.61E-05
24503	GeneID_55024__BANK1	55024	BANK1	B-cell scaffold protein with ankyrin repeats 1	-1.254574732	-4.657485889	1.63E-05
16968	GeneID_11151__CORO1A	11151	CORO1A	Coronin, actin binding protein, 1A	-0.690524161	-4.640837757	1.63E-05
34746	GeneID_254065_BRWD3	254065	BRWD3	Bromodomain and WD repeat domain containing 3	-0.534703529	-4.673503028	1.64E-05
31458	GeneID_1967___EIF2B1	1967	EIF2B1	Eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa	-0.433480262	-4.638769895	1.64E-05
17487	GeneID_939____CD27	939	CD27	CD27 molecule	1.20534924	4.64155197	1.66E-05
17606	GeneID_7531___YWHAE	7531	YWHAE	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide	-0.60015389	-4.635240986	1.67E-05
24774	GeneID_6240___RRM1	6240	RRM1	Ribonucleotide reductase M1 polypeptide	-0.563353972	-4.633824645	1.68E-05
26451	GeneID_3726___JUNB	3726	JUNB	Jun B proto-oncogene	-0.439346696	-4.641962135	1.73E-05
24500	GeneID_4729___NDUFV2	4729	NDUFV2	NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa	-0.603228419	-4.623767421	1.74E-05
26588	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-0.929587626	-4.624797205	1.76E-05
29378	GeneID_10188__TNK2	10188	TNK2	Tyrosine kinase, non-receptor, 2	0.558568371	4.645848609	1.77E-05
28844	GeneID_1022___CDK7	1022	CDK7	Cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)	-0.480069697	-4.63930879	1.78E-05
27557	GeneID_998____CDC42	998	CDC42	Cell division cycle 42 (GTP binding protein, 25kDa)	-0.330343161	-4.617270813	1.78E-05
27070	GeneID_4118___MAL	4118	MAL	Mal, T-cell differentiation protein	1.318092495	4.653501966	1.81E-05
26502	GeneID_5531___PPP4C	5531	PPP4C	Protein phosphatase 4 (formerly X), catalytic subunit	-0.54712629	-4.61174023	1.82E-05
29538	GeneID_8880___FUBP1	8880	FUBP1	Far upstream element (FUSE) binding protein 1	-0.493166503	-4.604975552	1.86E-05
24268	GeneID_3383___ICAM1	3383	ICAM1	Intercellular adhesion molecule 1 (CD54), human rhinovirus receptor	-0.704859951	-4.598484189	1.91E-05
27530	GeneID_159____ADSS	159	ADSS	Adenylosuccinate synthase	-0.507052007	-4.597424783	1.91E-05
19270	GeneID_285955_WBSCR19	285955	WBSCR19	Williams Beuren syndrome chromosome region 19	-0.775538278	-4.778786693	1.91E-05
17822	GeneID_7905___REEP5	7905	REEP5	Receptor accessory protein 5	-0.549330303	-4.593001861	1.95E-05
28806	GeneID_699____BUB1	699	BUB1	BUB1 budding uninhibited by benzimidazoles 1 homolog (yeast)	-0.588005541	-4.597475565	1.99E-05
30187	GeneID_1457___CSNK2A1	1457	CSNK2A1	Casein kinase 2, alpha 1 polypeptide	-0.578798249	-4.602650133	2.03E-05
27996	GeneID_26118__WSB1	26118	WSB1	WD repeat and SOCS box-containing 1	-1.010410288	-4.590481192	2.04E-05
32237	GeneID_144321_GLIPR1L2	144321	GLIPR1L2	GLI pathogenesis-related 1 like 2	0.660549951	4.612745661	2.04E-05
31463	GeneID_2114___ETS2	2114	ETS2	V-ets erythroblastosis virus E26 oncogene homolog 2 (avian)	-0.451503125	-4.584940339	2.08E-05
19336	GeneID_939____CD27	939	CD27	CD27 molecule	1.078067731	4.570910655	2.11E-05
27674	GeneID_2033___EP300	2033	EP300	E1A binding protein p300	-0.447372213	-4.574827434	2.12E-05
26562	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-0.82364761	-4.590165597	2.12E-05
25034	AA828265	1000025034			-0.689469375	-4.583375672	2.13E-05
17934	GeneID_4067___LYN	4067	LYN	V-yes-1 Yamaguchi sarcoma viral related oncogene homolog	-0.699788559	-4.581158841	2.15E-05
32128	GeneID_10859__LILRB1	10859	LILRB1	Leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1	-0.832608586	-4.568499191	2.17E-05
27154	GeneID_292____SLC25A5	292	SLC25A5	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	-0.857282391	-4.562999548	2.17E-05
29305	GeneID_6726___SRP9	6726	SRP9	Signal recognition particle 9kDa	-0.563693612	-4.562099643	2.18E-05
16121	GeneID_7150___TOP1	7150	TOP1	Topoisomerase (DNA) I	-0.560297379	-4.561127029	2.19E-05
24768	GeneID_2495___FTH1	2495	FTH1	Ferritin, heavy polypeptide 1	-0.365060101	-4.561404636	2.22E-05
17783	GeneID_7465___WEE1	7465	WEE1	WEE1 homolog (S. pombe)	-0.614813514	-4.554333261	2.24E-05
30033	GeneID_8886___DDX18	8886	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18	-0.38416855	-4.552771817	2.25E-05
16984	GeneID_26577__PCOLCE2	26577	PCOLCE2	Procollagen C-endopeptidase enhancer 2	-0.480004095	-4.5522064	2.26E-05
33623	GeneID_3059___HCLS1	3059	HCLS1	Hematopoietic cell-specific Lyn substrate 1	1.332624291	4.753185579	2.26E-05
25975	GeneID_1738___DLD	1738	DLD	Dihydrolipoamide dehydrogenase	-0.527286405	-4.549386513	2.28E-05
24945	GeneID_54331__GNG2	54331	GNG2	Guanine nucleotide binding protein (G protein), gamma 2	-0.659652007	-4.547710164	2.29E-05
26336	GeneID_2313___FLI1	2313	FLI1	Friend leukemia virus integration 1	-0.607259409	-4.562231745	2.30E-05
32280	GeneID_29121__CLEC2D	29121	CLEC2D	C-type lectin domain family 2, member D	1.346265926	4.668186154	2.31E-05
29735	GeneID_3398___ID2	3398	ID2	Inhibitor of DNA binding 2, dominant negative helix-loop-helix protein	-1.03506208	-4.542978349	2.33E-05
26501	GeneID_1606___DGKA	1606	DGKA	Diacylglycerol kinase, alpha 80kDa	0.659295332	4.542186455	2.34E-05
17159	GeneID_2000___ELF4	2000	ELF4	E74-like factor 4 (ets domain transcription factor)	-0.570244697	-4.546591665	2.35E-05
32928	GeneID_114614_BIC	114614	BIC	BIC transcript	-1.048505321	-4.544659069	2.36E-05
28601	GeneID_10131__TRAP1	10131	TRAP1	TNF receptor-associated protein 1	-0.562518497	-4.542898564	2.38E-05
17881	GeneID_7037___TFRC	7037	TFRC	Transferrin receptor (p90, CD71)	-0.876163384	-4.539159337	2.41E-05
26162		1000026162			-0.802803636	-4.543760213	2.41E-05
17863	GeneID_9261___MAPKAPK2	9261	MAPKAPK2	Mitogen-activated protein kinase-activated protein kinase 2	-0.701419697	-4.538121216	2.42E-05
16092	GeneID_10631__POSTN	10631	POSTN	Periostin, osteoblast specific factor	-1.15525	-4.589465892	2.43E-05
32430	GeneID_51278__IER5	51278	IER5	Immediate early response 5	-0.731590991	-4.529735468	2.45E-05
25974	GeneID_1306___COL15A1	1306	COL15A1	Collagen, type XV, alpha 1	-1.041352593	-4.608457409	2.45E-05
26963	GeneID_1874___E2F4	1874	E2F4	E2F transcription factor 4, p107/p130-binding	-0.404485606	-4.532054115	2.47E-05
16451	GeneID_1786___DNMT1	1786	DNMT1	DNA (cytosine-5-)-methyltransferase 1	-0.384157843	-4.559020517	2.47E-05
30100	GeneID_23180__RFTN1	23180	RFTN1	Raftlin, lipid raft linker 1	-1.108829513	-4.562718951	2.49E-05
31977	UGID_224170	224170		Transcribed locus	0.571626293	4.575262029	2.50E-05
16672	GeneID_1434___CSE1L	1434	CSE1L	CSE1 chromosome segregation 1-like (yeast)	-0.546968501	-4.548706418	2.51E-05
34731	GeneID_9948___WDR1	9948	WDR1	WD repeat domain 1	-0.434389394	-4.52586805	2.53E-05
33743	GeneID_5537___PPP6C	5537	PPP6C	Protein phosphatase 6, catalytic subunit	-0.392897297	-4.519513977	2.54E-05
28058	GeneID_5515___PPP2CA	5515	PPP2CA	Protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	-0.445055119	-4.518368862	2.55E-05
23946	AI240336	1000023946			-0.412657629	-4.526766331	2.57E-05
16591	GeneID_7905___REEP5	7905	REEP5	Receptor accessory protein 5	-0.506885422	-4.516058673	2.57E-05
24915	GeneID_730846_LOC730846	730846	LOC730846	Similar to S-adenosylmethionine decarboxylase proenzyme 2 (AdoMetDC 2) (SamDC 2)	-0.492915315	-4.51507743	2.58E-05
25978	GeneID_948____CD36	948	CD36	CD36 molecule (thrombospondin receptor)	-0.630564646	-4.571767916	2.59E-05
27549	GeneID_5515___PPP2CA	5515	PPP2CA	Protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	-0.416977232	-4.513632301	2.60E-05
27348	GeneID_5223___PGAM1	5223	PGAM1	Phosphoglycerate mutase 1 (brain)	-0.576881409	-4.51322209	2.60E-05
33984	GeneID_51621__KLF13	51621	KLF13	Kruppel-like factor 13	-0.449216846	-4.525542524	2.63E-05
16489	GeneID_1880___EBI2	1880	EBI2	Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)	-0.935087177	-4.558430023	2.65E-05
26932	GeneID_3678___ITGA5	3678	ITGA5	Integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	-1.029078397	-4.539952886	2.65E-05
31809	GeneID_84687__PPP1R9B	84687	PPP1R9B	Protein phosphatase 1, regulatory subunit 9B, spinophilin	-0.490216216	-4.508146647	2.65E-05
27300	GeneID_1603___DAD1	1603	DAD1	Defender against cell death 1	-0.39116036	-4.508125867	2.65E-05
33043	GeneID_9470___EIF4E2	9470	EIF4E2	Eukaryotic translation initiation factor 4E member 2	0.916281304	4.727506044	2.68E-05
30196	GeneID_60481__ELOVL5	60481	ELOVL5	ELOVL family member 5, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	-0.643055808	-4.508664137	2.69E-05
29570	GeneID_23075__SWAP70	23075	SWAP70	SWAP-70 protein	-0.483612121	-4.508093399	2.70E-05
28074	GeneID_5901___RAN	5901	RAN	RAN, member RAS oncogene family	-0.729613022	-4.501324783	2.72E-05
30865	AA761415	1000030865			-0.567978283	-4.504332745	2.73E-05
24201	GeneID_2597___GAPDH	2597	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase	-0.640177969	-4.494462263	2.78E-05
30487	GeneID_923____CD6	923	CD6	CD6 molecule	1.208512535	4.511664904	2.81E-05
16529	GeneID_1603___DAD1	1603	DAD1	Defender against cell death 1	-0.337303125	-4.495468273	2.82E-05
27203	GeneID_292____SLC25A5	292	SLC25A5	Solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5	-0.803806818	-4.493046755	2.85E-05
24796	GeneID_1635___DCTD	1635	DCTD	DCMP deaminase	-0.382886077	-4.487108544	2.86E-05
25194	GeneID_4791___NFKB2	4791	NFKB2	Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	-0.667502251	-4.494036623	2.89E-05
17126	GeneID_7251___TSG101	7251	TSG101	Tumor susceptibility gene 101	-0.429187162	-4.487921457	2.90E-05
26559	GeneID_397____ARHGDIB	397	ARHGDIB	Rho GDP dissociation inhibitor (GDI) beta	-0.616817445	-4.483057581	2.90E-05
16587	GeneID_1051___CEBPB	1051	CEBPB	CCAAT/enhancer binding protein (C/EBP), beta	-0.472478051	-4.482687863	2.90E-05
29892	GeneID_201725_LOC201725	201725	LOC201725	Hypothetical protein LOC201725	-0.568203276	-4.478960593	2.94E-05
17483	GeneID_3839___KPNA3	3839	KPNA3	Karyopherin alpha 3 (importin alpha 4)	-0.536942424	-4.493711298	3.00E-05
30379	AA761697	1000030379			0.977324911	4.48708989	3.02E-05
34102	GeneID_79368__FCRL2	79368	FCRL2	Fc receptor-like 2	0.969637027	4.485686251	3.03E-05
32249	GeneID_727____C5	727	C5	Complement component 5	0.874547059	4.702374301	3.04E-05
27106	GeneID_52_____ACP1	52	ACP1	Acid phosphatase 1, soluble	-0.576961589	-4.469099963	3.05E-05
25043	GeneID_50615__IL21R	50615	IL21R	Interleukin 21 receptor	-0.621477022	-4.486773496	3.08E-05
32591	UGID_293796	293796		Transcribed locus	0.683603571	4.611439809	3.09E-05
28075	GeneID_6867___TACC1	6867	TACC1	Transforming, acidic coiled-coil containing protein 1	-0.517703686	-4.463339113	3.11E-05
24511	UGID_601993	601993		Transcribed locus	-0.661760804	-4.476561155	3.13E-05
30898	GeneID_29105__C16orf80	29105	C16orf80	Chromosome 16 open reading frame 80	-0.886674693	-4.461663098	3.13E-05
29205	GeneID_7818___DAP3	7818	DAP3	Death associated protein 3	-0.44301294	-4.458904994	3.17E-05
32034	GeneID_4863___NPAT	4863	NPAT	Nuclear protein, ataxia-telangiectasia locus	-0.520445899	-4.478251382	3.17E-05
31024	GeneID_11316__COPE	11316	COPE	Coatomer protein complex, subunit epsilon	-0.429346465	-4.460276394	3.20E-05
34199	UGID_635480	635480		CDNA FLJ14312 fis, clone PLACE3000322	0.748130185	4.621721844	3.20E-05
27119	GeneID_10640__EXOC5	10640	EXOC5	Exocyst complex component 5	-0.5347724	-4.45420417	3.22E-05
32673	GeneID_923____CD6	923	CD6	CD6 molecule	1.225362847	4.462002446	3.24E-05
34107	GeneID_596____BCL2	596	BCL2	B-cell CLL/lymphoma 2	1.444667873	4.664030726	3.28E-05
16971	GeneID_5226___PGD	5226	PGD	Phosphogluconate dehydrogenase	-0.461462899	-4.444463982	3.33E-05
17111	GeneID_204____AK2	204	AK2	Adenylate kinase 2	-0.732238355	-4.452603563	3.35E-05
32033	UGID_96616	96616		Transcribed locus	1.136481016	4.708341693	3.46E-05
19351	GeneID_3320___HSP90AA1	3320	HSP90AA1	Heat shock protein 90kDa alpha (cytosolic), class A member 1	-0.61780991	-4.430829058	3.50E-05
34599	GeneID_22938__SNW1	22938	SNW1	SNW domain containing 1	-0.601909848	-4.434462463	3.51E-05
33929	GeneID_153579_BTNL9	153579	BTNL9	Butyrophilin-like 9	1.189084186	4.453344996	3.53E-05
24929	GeneID_55024__BANK1	55024	BANK1	B-cell scaffold protein with ankyrin repeats 1	-1.149923737	-4.431392178	3.55E-05
24314	GeneID_489____ATP2A3	489	ATP2A3	ATPase, Ca++ transporting, ubiquitous	-0.780698485	-4.42706331	3.61E-05
27576	GeneID_10135__PBEF1	10135	PBEF1	Pre-B-cell colony enhancing factor 1	-0.709625893	-4.429326452	3.71E-05
31043	GeneID_3032___HADHB	3032	HADHB	Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), beta subunit	-0.663147222	-4.422878816	3.73E-05
26052	GeneID_9969___THRAP1	9969	THRAP1	Thyroid hormone receptor associated protein 1	-0.503698034	-4.41351637	3.73E-05
34209	GeneID_96459__FNIP1	96459	FNIP1	Folliculin interacting protein 1	1.022770574	4.645940732	3.80E-05
31147	GeneID_26578__OSTF1	26578	OSTF1	Osteoclast stimulating factor 1	-0.478791155	-4.407756359	3.80E-05
27334	GeneID_7422___VEGFA	7422	VEGFA	Vascular endothelial growth factor A	-1.030707946	-4.418655102	3.85E-05
16311	GeneID_1719___DHFR	1719	DHFR	Dihydrofolate reductase	-0.695765356	-4.403885527	3.86E-05
31465	GeneID_80856__KIAA1715	80856	KIAA1715	KIAA1715	-0.462228801	-4.407451714	3.87E-05
31511	UGID_598827	598827		Transcribed locus, strongly similar to XP_001129835.1  hypothetical protein [Homo sapiens]	0.796879048	4.520744739	3.91E-05
25967	GeneID_2271___FH	2271	FH	Fumarate hydratase	-0.599982064	-4.399578968	3.92E-05
33823	GeneID_6428___SFRS3	6428	SFRS3	Splicing factor, arginine/serine-rich 3	0.712180926	4.557319809	3.95E-05
32941	GeneID_23200__ATP11B	23200	ATP11B	ATPase, Class VI, type 11B	0.868778846	4.562582223	4.03E-05
30348	GeneID_10036__CHAF1A	10036	CHAF1A	Chromatin assembly factor 1, subunit A (p150)	-0.598046212	-4.396309876	4.03E-05
26003	GeneID_81614__NIPA2	81614	NIPA2	Non imprinted in Prader-Willi/Angelman syndrome 2	-0.385833838	-4.392604273	4.08E-05
23952	GeneID_2335___FN1	2335	FN1	Fibronectin 1	-1.608569697	-4.389407971	4.13E-05
24747	GeneID_5799___PTPRN2	5799	PTPRN2	Protein tyrosine phosphatase, receptor type, N polypeptide 2	0.656288111	4.401508414	4.16E-05
29271	GeneID_10950__BTG3	10950	BTG3	BTG family, member 3	-0.556684291	-4.386769991	4.17E-05
