PROBE	Gene Symbol	GENE  - NAME	Expected score (dExp)	Observed score(d)	Numerator(r)	Denominator (s+s0)	Fold change	q-value (%)
35732_at	LRRC42	LRRC42 - leucine rich repeat containing 42	-0.3577267	-1.1758139	-1.5312301	1.3022724	0.4453744	0
1854_at	MYBL2	MYBL2 - v-myb myeloblastosis viral oncogene homolog (avian)-like 2	0.31678632	-1.1714272	-1.2984247	1.1084126	0.43477347	0
40813_at	MRPS6	MRPS6 - Mitochondrial ribosomal protein S6	0.05796724	-1.1694431	-1.27675	1.091759	0.40704754	0
36517_at	U2AF1	U2AF1 - U2 small nuclear RNA auxiliary factor 1	-0.17664307	-1.1630696	-1.1991435	1.0310161	0.44283152	0
34738_at	SHMT1	SHMT1 - serine hydroxymethyltransferase 1 (soluble)	-0.020723179	-1.161401	-1.5143211	1.3038744	0.40756541	0
40618_at	CDV3	CDV3 - CDV3 homolog (mouse)	0.21407983	-1.1600875	-1.4673661	1.2648754	0.4439249	0
40591_at	CDC27	CDC27 - cell division cycle 27	0.14167221	-1.1582854	-1.4622364	1.2624146	0.40475267	0
34652_at	NPAS1	NPAS1 - neuronal PAS domain protein 1	-0.298761	-1.1563306	-1.4834892	1.2829282	0.38542676	0
894_g_at	UBE2S	UBE2S - ubiquitin-conjugating enzyme E2S	-0.5118739	-1.1550137	-1.2497249	1.082	0.4302073	0
34335_at	EFNB2	EFNB2 - ephrin-B2	0.121718995	-1.1543256	-1.3300829	1.1522597	0.43274686	0
33780_at	VAMP1	VAMP1 - vesicle-associated membrane protein 1 (synaptobrevin 1)	0.2688163	-1.1515334	-1.4448962	1.2547585	0.40318444	0
38920_at	CHEK1	CHEK1 - CHK1 checkpoint homolog (S. pombe)	0.053088833	-1.1483176	-1.3840063	1.2052469	0.44168904	0
471_f_at	TUBB3	TUBB3 - tubulin, beta 3	0.2325129	-1.1477451	-1.2918243	1.1255324	0.4311867	0
41540_at	PPP1R7	PPP1R7 - protein phosphatase 1, regulatory subunit 7	-0.14929073	-1.1476512	-1.2675663	1.1044874	0.4373006	0
1839_at	---	--- - ---	-0.0498126	-1.1471592	-1.34538	1.1727927	0.4334796	0
37757_at	TFDP1	TFDP1 - transcription factor Dp-1	0.005007951	-1.1466124	-1.2612123	1.0999465	0.43497416	0
37469_at	KNTC1	KNTC1 - kinetochore associated 1	-0.34821692	-1.1434042	-1.3870118	1.2130545	0.4173305	0
37502_at	SMC2L1	SMC2L1 - SMC2 structural maintenance of chromosomes 2-like 1 (yeast)	0.3947224	-1.1415471	-1.5247102	1.3356525	0.45441592	0
38401_s_at	LSM14A	LSM14A - LSM14 homolog A (SCD6, S. cerevisiae)	-0.059301913	-1.1409112	-1.3671899	1.1983315	0.3950905	0
33483_at	NMU	NMU - neuromedin U	-0.06478994	-1.1403356	-1.3243587	1.1613764	0.4087107	0
36122_at	PSMA6	PSMA6 - proteasome (prosome, macropain) subunit, alpha type, 6	0.13313818	-1.1390706	-1.2942371	1.136222	0.4295145	0
1382_at	RPA1	RPA1 - replication protein A1, 70kDa	0.18649915	-1.1367987	-1.3658049	1.2014483	0.4283419	0
36076_g_at	RABL4	RABL4 - RAB, member of RAS oncogene family-like 4	-0.47623038	-1.1352637	-1.2985078	1.1437941	0.41181847	0
1423_at	UBE2G1	UBE2G1 - ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	-0.33545196	-1.1342499	-1.2723045	1.1217145	0.4398332	0
1610_s_at	DHFR	DHFR - dihydrofolate reductase /// similar to Dihydrofolate reductase /// similar to Dihydrofolate reductase	0.04661566	-1.1341826	-1.2297077	1.0842237	0.4447562	0
32097_at	PCNT	PCNT - pericentrin (kendrin)	0.29175824	-1.1339928	-1.2993954	1.1458586	0.42232007	0
40355_at	WDHD1	WDHD1 - WD repeat and HMG-box DNA binding protein 1	-0.012739589	-1.1335905	-1.434789	1.2657031	0.4390348	0
37571_at	DOCK9	DOCK9 - dedicator of cytokinesis 9	0.07078536	-1.1335399	-1.4426183	1.2726665	0.45275566	0
1959_at	AZIN1	AZIN1 - antizyme inhibitor 1	0.13623025	-1.13278	-1.2955298	1.143673	0.41058782	0
36718_s_at	PDK3	PDK3 - pyruvate dehydrogenase kinase, isozyme 3	-0.6044938	-1.1324732	-1.468355	1.2965913	0.4393135	0
1013_at	SMAD5	SMAD5 - SMAD, mothers against DPP homolog 5 (Drosophila)	0.033126734	-1.1313719	-1.4061455	1.2428676	0.41112953	0
32654_g_at	BRD8	BRD8 - bromodomain containing 8	-0.31478807	-1.1285182	-1.2596022	1.1161559	0.42705953	0
37651_at	RCOR1	RCOR1 - REST corepressor 1	-0.24858998	-1.1284964	-1.2325541	1.0922091	0.42652056	0
38656_s_at	TMEM106C	TMEM106C - transmembrane protein 106C	-0.019035185	-1.1284914	-1.3349903	1.1829866	0.4448678	0
38578_at	TNFRSF7	TNFRSF7 - tumor necrosis factor receptor superfamily, member 7	-0.4982869	-1.1281573	-1.4103985	1.2501789	0.48128796	0
1670_at	TFDP1	TFDP1 - transcription factor Dp-1	0.061495602	-1.128103	-1.2943338	1.1473542	0.43785033	0
32723_at	CSTF1	CSTF1 - cleavage stimulation factor, 3 pre-RNA, subunit 1, 50kDa	0.48740035	-1.1279426	-1.5023183	1.3319103	0.43252325	0
32595_at	GRSF1	GRSF1 - G-rich RNA sequence binding factor 1	0.13170217	-1.1271687	-1.3425574	1.1910883	0.44396383	0
37373_at	UGP2	UGP2 - UDP-glucose pyrophosphorylase 2	0.31150764	-1.125554	-1.5137308	1.3448762	0.46377942	0
37824_at	ANKRD26	ANKRD26 - ankyrin repeat domain 26	0.21834445	-1.1236596	-1.2772756	1.1367104	0.43632632	0
35488_at	SNAPC1	SNAPC1 - small nuclear RNA activating complex, polypeptide 1, 43kDa	-0.2435965	-1.1234665	-1.4126855	1.2574345	0.448232	0
1211_s_at	CRADD	CRADD - CASP2 and RIPK1 domain containing adaptor with death domain	0.26000428	-1.1231948	-1.1703042	1.0419422	0.45154163	0
379_at	TXNDC9	TXNDC9 - thioredoxin domain containing 9	-0.50067765	-1.1228625	-1.7778728	1.5833398	0.5076458	0
2057_g_at	FGFR1	FGFR1 - fibroblast growth factor receptor 1 (fms-related tyrosine kinase 2, Pfeiffer syndrome)	-0.2691969	-1.1210129	-1.2205042	1.0887512	0.4259833	0
1347_at	CDC25B	CDC25B - cell division cycle 25B	0.030350395	-1.1204437	-1.3309882	1.1879116	0.4418345	0
32376_at	SLC25A20	SLC25A20 - solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	-0.09305763	-1.1200199	-1.4672469	1.3100185	0.45427874	0
34385_at	SDHC	SDHC - succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	-0.16538757	-1.1188749	-1.3961897	1.2478515	0.45372763	0
35316_at	RRAGA	RRAGA - Ras-related GTP binding A	-0.21335058	-1.1179199	-1.7028397	1.5232216	0.5140207	0
31750_at	HIST1H1B	HIST1H1B - histone 1, H1b	0.31788108	-1.11708	-1.2845014	1.1498742	0.43928412	0
893_at	UBE2S	UBE2S - ubiquitin-conjugating enzyme E2S /// similar to Ubiquitin-conjugating enzyme E2S (Ubiquitin-conjugating enzyme E2-24 kDa) (Ubiquitin-protein ligase) (Ubiquitin carrier protein) (E2-EPF5)	0.18811575	-1.1166376	-1.1817902	1.0583472	0.446218	0
35397_at	RAD51AP1	RAD51AP1 - RAD51 associated protein 1	0.004636646	-1.116131	-1.282882	1.149401	0.45391974	0
35621_at	PMVK	PMVK - phosphomevalonate kinase	-0.141711	-1.1151972	-1.3562014	1.216109	0.44225165	0
37725_at	PPP1CC	PPP1CC - protein phosphatase 1, catalytic subunit, gamma isoform	0.05206065	-1.1151489	-1.2739004	1.142359	0.43017256	0
911_s_at	CALM2	CALM2 - calmodulin 2 (phosphorylase kinase, delta)	-0.286844	-1.1140261	-1.5216604	1.365911	0.43678862	0
37295_at	GTF2E2	GTF2E2 - general transcription factor IIE, polypeptide 2, beta 34kDa	-0.48130047	-1.1132314	-1.2989637	1.1668407	0.44328716	0
35141_at	RNASEH2A	RNASEH2A - ribonuclease H2, large subunit	0.021292655	-1.1130354	-1.3926424	1.2512112	0.44472584	0
40593_at	PTBP1	PTBP1 - polypyrimidine tract binding protein 1	-0.1257643	-1.1125486	-1.4710019	1.3221911	0.47486672	0
37581_at	PPP6C	PPP6C - protein phosphatase 6, catalytic subunit	-0.333279	-1.1102917	-1.3382285	1.2052945	0.43056324	0
37451_at	SLCO3A1	SLCO3A1 - solute carrier organic anion transporter family, member 3A1	0.001703163	-1.1084663	-1.3126154	1.1841726	0.4307813	0
36143_at	CASP3	CASP3 - caspase 3, apoptosis-related cysteine peptidase	1.68E-04	-1.1081328	-1.3560271	1.2237045	0.4500303	0
1388_g_at	VDR	VDR - vitamin D (1,25- dihydroxyvitamin D3) receptor	-0.24438967	-1.1081147	-1.2532912	1.1310122	0.45523804	0
37806_at	SHANK2	SHANK2 - SH3 and multiple ankyrin repeat domains 2	0.08638376	-1.1074271	-1.3623353	1.2301806	0.42958	0
37620_at	TAF12	TAF12 - TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	0.27268684	-1.1070887	-1.3025628	1.1765659	0.43174443	0
35435_s_at	HADHSC	HADHSC - L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain	0.15127468	-1.1069205	-1.2020744	1.0859628	0.4466485	0
457_s_at	SUMO1	SUMO1 - SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae)	-0.5468956	-1.1047363	-1.4002161	1.2674663	0.41354215	0
32874_at	TCF3	TCF3 - transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	0.15353613	-1.104332	-1.2188784	1.1037246	0.43866447	0
1386_at	PTPN9	PTPN9 - protein tyrosine phosphatase, non-receptor type 9	0.05978132	-1.1035088	-1.3020704	1.1799365	0.44466838	0
34390_at	P4HA2	P4HA2 - procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide II	-0.08350579	-1.1031913	-1.1729543	1.0632375	0.4547229	0
38515_at	BMP7	BMP7 - bone morphogenetic protein 7 (osteogenic protein 1)	0.25013116	-1.1015686	-1.1337311	1.0291971	0.4575461	0
41800_s_at	DNAJC7	DNAJC7 - DnaJ (Hsp40) homolog, subfamily C, member 7	0.26691154	-1.1014471	-1.3821409	1.2548409	0.43513355	0
2028_s_at	E2F1	E2F1 - E2F transcription factor 1	-0.32145223	-1.1006752	-1.2083809	1.0978543	0.41454282	0
41162_at	PPM1G	PPM1G - protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	-0.16076444	-1.1002631	-1.1692042	1.0626588	0.4610653	0
423_at	EWSR1	EWSR1 - Ewing sarcoma breakpoint region 1	0.34129182	-1.0998791	-1.3671337	1.2429854	0.463474	0
36812_at	BCAR3	BCAR3 - breast cancer anti-estrogen resistance 3	0.4394419	-1.0986999	-1.471454	1.3392683	0.49217457	0
34069_s_at	SSX2	SSX2 - synovial sarcoma, X breakpoint 2 /// synovial sarcoma translocation, chromosome 18	-0.41121006	-1.0986086	-1.3509446	1.229687	0.39389458	0
31631_f_at	PTTG2	PTTG2 - pituitary tumor-transforming 2	-0.36373398	-1.0981066	-1.3676956	1.2455034	0.44067127	0
357_at	DNM1L	DNM1L - dynamin 1-like	0.03274709	-1.0960002	-1.1960384	1.0912757	0.44350705	0
34680_s_at	PSMD6	PSMD6 - proteasome (prosome, macropain) 26S subunit, non-ATPase, 6	-0.3934176	-1.0958883	-1.3361931	1.2192786	0.41973025	0
706_at	---	--- - ---	0.1712754	-1.0924274	-1.4885845	1.3626393	0.47576013	0
38187_at	NAT1	NAT1 - N-acetyltransferase 1 (arylamine N-acetyltransferase)	-0.21328415	-1.092418	-1.5848464	1.4507693	0.48884082	0
35407_at	CDC25A	CDC25A - cell division cycle 25A	0.16436271	-1.0918136	-1.1806924	1.0814048	0.4561018	0
38094_at	HNRPAB	HNRPAB - heterogeneous nuclear ribonucleoprotein A/B	-0.07969174	-1.0903921	-1.20768	1.1075648	0.46006894	0
34814_at	UBA2	UBA2 - SUMO-1 activating enzyme subunit 2	-0.3427349	-1.0903337	-1.214155	1.1135627	0.45763808	0
40957_at	SUZ12	SUZ12 - suppressor of zeste 12 homolog (Drosophila)	-0.06829087	-1.0899708	-1.169143	1.072637	0.43591917	0
33708_at	SLC43A1	SLC43A1 - solute carrier family 43, member 1	0.17590365	-1.0896568	-1.1546985	1.05969	0.4489395	0
31751_f_at	HIST1H4L	HIST1H4L - histone 1, H4l	0.07747165	-1.0895064	-1.2778944	1.1729113	0.43281668	0
36981_at	SRP9	SRP9 - signal recognition particle 9kDa	0.078426965	-1.0880758	-1.2627734	1.1605566	0.45727444	0
36654_s_at	HNRPA2B1	HNRPA2B1 - heterogeneous nuclear ribonucleoprotein A2/B1	-0.124203324	-1.0874276	-1.1111863	1.0218484	0.469492	0
1441_s_at	FAS	FAS - Fas (TNF receptor superfamily, member 6)	-0.013710192	-1.0855289	-1.3108296	1.2075493	0.4739597	0
33094_s_at	BFSP2	BFSP2 - beaded filament structural protein 2, phakinin	0.18974651	-1.0854604	-1.1714165	1.0791886	0.4502808	0
37438_at	CP110	CP110 - CP110 protein	-0.48061088	-1.084955	-1.311065	1.2084049	0.44011587	0
40966_at	STK39	STK39 - serine threonine kinase 39 (STE20/SPS1 homolog, yeast)	-0.3650472	-1.084001	-1.2547355	1.1575041	0.45292115	0
36013_at	SLC30A9	SLC30A9 - solute carrier family 30 (zinc transporter), member 9	-0.17976238	-1.0834328	-1.3173249	1.2158805	0.41084066	0
41085_at	POLE2	POLE2 - polymerase (DNA directed), epsilon 2 (p59 subunit)	0.06271349	-1.0821627	-1.2739892	1.1772621	0.471185	0
37738_g_at	PCMT1	PCMT1 - protein-L-isoaspartate (D-aspartate) O-methyltransferase	0.04904318	-1.0807791	-1.3072091	1.2095063	0.45868683	0
37692_at	DBI	DBI - diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)	0.11792105	-1.0802304	-1.1224421	1.0390767	0.4602943	0
34327_at	SMARCA3	SMARCA3 - SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3	-0.4354543	-1.0784647	-1.283181	1.1898218	0.45692533	0
39253_s_at	RALA	RALA - v-ral simian leukemia viral oncogene homolog A (ras related)	-0.84252167	-1.0780436	-1.1483482	1.065215	0.46634656	0
39441_at	LANCL1	LANCL1 - LanC lantibiotic synthetase component C-like 1 (bacterial)	-0.21342291	-1.0779762	-1.4742851	1.3676416	0.4859606	0
39035_at	EDD1	EDD1 - E3 ubiquitin protein ligase, HECT domain containing, 1	0.059443388	-1.0770346	-1.220678	1.1333693	0.43732303	0
39929_at	KIAA0922	KIAA0922 - KIAA0922	0.011414223	-1.0766267	-1.1089857	1.0300559	0.4740788	0
40128_at	ENTH	ENTH - enthoprotin	0.47197223	-1.0764637	-1.3443443	1.2488524	0.44759852	0
41213_at	PRDX1	PRDX1 - peroxiredoxin 1	0.032183226	-1.0763896	-1.3240463	1.230081	0.4694342	0
476_s_at	HDAC1	HDAC1 - histone deacetylase 1	-0.117876045	-1.0760939	-1.1812273	1.0976992	0.4571297	0
36708_at	CPM	CPM - carboxypeptidase M	0.18784651	-1.0738115	-1.2301822	1.145622	0.4599962	0
40334_at	CSTF2	CSTF2 - cleavage stimulation factor, 3 pre-RNA, subunit 2, 64kDa	-0.21102528	-1.0705014	-1.3327308	1.2449594	0.4689651	0
38768_at	HADHSC	HADHSC - L-3-hydroxyacyl-Coenzyme A dehydrogenase, short chain	-0.16635402	-1.0699391	-1.1470147	1.0720373	0.4665222	0
35723_at	NUDT1	NUDT1 - nudix (nucleoside diphosphate linked moiety X)-type motif 1	0.60081714	-1.0698836	-1.1661592	1.0899869	0.45864794	0
33854_at	ATP6V1D	ATP6V1D - ATPase, H+ transporting, lysosomal 34kDa, V1 subunit D	0.19021583	-1.0693558	-1.553321	1.4525764	0.5055743	0
37337_at	SNRPG	SNRPG - small nuclear ribonucleoprotein polypeptide G	-0.33167168	-1.0691427	-1.2877959	1.2045126	0.4518651	0
38755_at	FADD	FADD - Fas (TNFRSF6)-associated via death domain	0.015732609	-1.0670865	-1.6952322	1.5886549	0.56275415	0
763_at	GMFB	GMFB - glia maturation factor, beta	0.01183593	-1.0670712	-1.2424337	1.16434	0.46212596	0
38617_at	LIMK2	LIMK2 - LIM domain kinase 2	-0.15661538	-1.0658526	-1.2206626	1.1452452	0.44987935	0
38341_at	STAU2	STAU2 - staufen, RNA binding protein, homolog 2 (Drosophila)	-0.08057533	-1.0653044	-1.3167622	1.2360431	0.439585	0
40635_at	FLOT1	FLOT1 - flotillin 1	0.23873585	-1.0647254	-1.4998555	1.4086783	0.5265297	0
37758_s_at	---	--- - ---	-0.30642757	-1.0617006	-1.204503	1.1345035	0.45632955	0
39020_at	SIVA	SIVA - CD27-binding (Siva) protein	-0.017025964	-1.0613983	-1.1504824	1.083931	0.4414768	0
38792_at	SMS	SMS - spermine synthase	-0.010902411	-1.0613676	-1.1618586	1.0946805	0.46187356	0
35271_at	ACTR3	ACTR3 - ARP3 actin-related protein 3 homolog (yeast)	0.2375749	-1.0600564	-1.5974449	1.5069432	0.54512423	0
33255_at	NASP	NASP - nuclear autoantigenic sperm protein (histone-binding)	-0.16520885	-1.0595798	-1.2681857	1.196876	0.47432986	0
36174_at	MARCKSL1	MARCKSL1 - MARCKS-like 1	-0.11572475	-1.0588943	-1.1450351	1.0813498	0.47339264	0
37359_at	SPCS2	SPCS2 - signal peptidase complex subunit 2 homolog (S. cerevisiae)	0.020212084	-1.0574894	-1.6708757	1.5800401	0.57745975	0
38992_at	DEK	DEK - DEK oncogene (DNA binding)	-0.039044723	-1.0562037	-1.192652	1.1291875	0.47931802	0
40509_at	ETFA	ETFA - electron-transfer-flavoprotein, alpha polypeptide (glutaric aciduria II)	-0.1445996	-1.0555294	-1.2066388	1.1431599	0.4744148	0
38329_at	SLC25A13	SLC25A13 - solute carrier family 25, member 13 (citrin)	-0.079012714	-1.0545102	-1.2300409	1.166457	0.43506363	0.069317795
33023_at	HIST1H2AM	HIST1H2AM - histone 1, H2am	-0.3415169	-1.0541948	-1.2795832	1.2138015	0.45575553	0.069317795
1844_s_at	MAP2K1	MAP2K1 - mitogen-activated protein kinase kinase 1	0.16082445	-1.0541537	-1.2202804	1.1575925	0.43430868	0.069317795
40607_at	DPYSL2	DPYSL2 - dihydropyrimidinase-like 2	0.11533723	-1.0534184	-1.2021443	1.1411841	0.47696787	0.069317795
40764_at	GOT2	GOT2 - glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2) /// titin	-0.10790089	-1.0522633	-1.1421924	1.0854626	0.4732229	0.06849801
39396_at	LYPLA1	LYPLA1 - lysophospholipase I	-0.23427488	-1.0517933	-1.1853378	1.1269684	0.4472133	0.06849801
1031_at	SRPK1	SRPK1 - SFRS protein kinase 1	0.22727464	-1.0516347	-1.1941773	1.1355438	0.47231293	0.06849801
40758_at	ICT1	ICT1 - immature colon carcinoma transcript 1	-0.09833567	-1.0492158	-1.563443	1.4901062	0.50836414	0.06813985
1136_at	DTYMK	DTYMK - deoxythymidylate kinase (thymidylate kinase)	0.5769944	-1.0475127	-1.1035713	1.0535159	0.46585435	0.06787368
36153_at	DHX9	DHX9 - DEAH (Asp-Glu-Ala-His) box polypeptide 9	-0.001093732	-1.0467155	-1.2265646	1.1718224	0.4673539	0.067522
32695_at	HTATSF1	HTATSF1 - HIV-1 Tat specific factor 1	0.3028752	-1.0460278	-1.1911211	1.1387088	0.45367333	0.067522
35916_s_at	HNRPA3	HNRPA3 - heterogeneous nuclear ribonucleoprotein A3 /// heterogeneous nuclear ribonucleoprotein A3 pseudogene /// similar to heterogeneous nuclear ribonucleoprotein A3	-0.09889215	-1.0451939	-1.0661889	1.0200872	0.47537163	0.067522
33494_at	ETFDH	ETFDH - electron-transferring-flavoprotein dehydrogenase	-0.2956185	-1.0445373	-1.2567554	1.2031695	0.48125595	0.067087494
40993_r_at	SAP30	SAP30 - Sin3A-associated protein, 30kDa	-0.07939942	-1.0438651	-1.3874912	1.3291863	0.46183947	0.067087494
33150_at	SAS10	SAS10 - disrupter of silencing 10	0.006997106	-1.0428753	-1.5359037	1.4727588	0.52637327	0.067087494
38655_at	TMEM106C	TMEM106C - transmembrane protein 106C	-0.4095378	-1.0425093	-1.0739145	1.0301247	0.48184928	0.067087494
1792_g_at	CDK2	CDK2 - cyclin-dependent kinase 2	-0.10198444	-1.0420694	-1.3323034	1.2785169	0.49699903	0.066743895
37729_at	XPO1	XPO1 - exportin 1 (CRM1 homolog, yeast)	-0.04240469	-1.0405898	-1.2551711	1.2062112	0.47089365	0.066743895
37030_at	UBXD8	UBXD8 - UBX domain containing 8	0.16323227	-1.0399578	-1.2682784	1.219548	0.4610157	0.0664885
35697_at	PTS	PTS - 6-pyruvoyltetrahydropterin synthase	-0.04858374	-1.0394515	-1.0752972	1.0344852	0.48629206	0.0664885
798_at	PRIM1	PRIM1 - primase, polypeptide 1, 49kDa	-0.23682223	-1.0392	-1.2191514	1.1731634	0.4746387	0.0664885
147_at	TSG101	TSG101 - tumor susceptibility gene 101	-0.18197386	-1.0376235	-1.4464964	1.3940474	0.5117879	0.06606715
38885_at	DNA2L	DNA2L - DNA2 DNA replication helicase 2-like (yeast)	0.39182281	-1.0361108	-1.1465272	1.1065681	0.45351025	0.06606715
40449_at	RFC1	RFC1 - replication factor C (activator 1) 1, 145kDa	-0.21398057	-1.0357336	-1.2135344	1.1716665	0.45448938	0.06606715
36446_s_at	HDGF	HDGF - hepatoma-derived growth factor (high-mobility group protein 1-like)	0.14949594	-1.0354362	-1.0290644	0.9938463	0.49414304	0.06565111
38501_s_at	ITGB3BP	ITGB3BP - integrin beta 3 binding protein (beta3-endonexin)	0.16662559	-1.0347228	-1.1071761	1.0700219	0.4619338	0.06565111
34695_at	SMARCD2	SMARCD2 - SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	0.46394017	-1.0347222	-1.2349902	1.1935476	0.48657867	0.06565111
38370_at	TIAM1	TIAM1 - T-cell lymphoma invasion and metastasis 1	-0.4371952	-1.0340205	-1.1557325	1.1177075	0.48618227	0.06565111
41451_s_at	SAR1A	SAR1A - SAR1 gene homolog A (S. cerevisiae)	-0.021613477	-1.0335381	-1.2166121	1.1771333	0.48482928	0.06565111
41505_r_at	MAF	MAF - v-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)	0.08586825	-1.0320296	-1.1498245	1.1141391	0.46875668	0.065404
36677_at	COPB2	COPB2 - coatomer protein complex, subunit beta 2 (beta prime)	0.18582672	-1.028152	-1.4037248	1.3652892	0.5181493	0.06443385
40619_at	UBE2S	UBE2S - ubiquitin-conjugating enzyme E2S	-0.3687827	-1.0273272	-1.1053634	1.0759604	0.46832356	0.06395949
34183_at	CCDC69	CCDC69 - coiled-coil domain containing 69	-0.12274945	-1.0266168	-1.0686854	1.040978	0.48147035	0.06395949
41716_at	DMXL2	DMXL2 - Dmx-like 2	-0.14099921	-1.0264896	-1.1113472	1.0826677	0.47543827	0.06395949
33458_r_at	CALM2	CALM2 - calmodulin 2 (phosphorylase kinase, delta)	0.014008523	-1.0250788	-1.3019707	1.2701178	0.50457454	0.062803596
36819_at	ATXN3	ATXN3 - ataxin 3	0.011969559	-1.0245467	-1.2205573	1.1913145	0.4410797	0.062803596
31822_at	CUTL1	CUTL1 - cut-like 1, CCAAT displacement protein (Drosophila)	0.0756004	-1.024368	-1.1006963	1.0745126	0.4666562	0.062803596
2011_s_at	BIK	BIK - BCL2-interacting killer (apoptosis-inducing)	0.056753024	-1.0239149	-1.1621355	1.1349922	0.49219435	0.062803596
34724_at	GRLF1	GRLF1 - glucocorticoid receptor DNA binding factor 1	0.16631204	-1.0238655	-1.2498869	1.2207531	0.41126847	0.062803596
36015_at	APITD1	APITD1 - apoptosis-inducing, TAF9-like domain 1	0.120604716	-1.0236377	-1.0829566	1.0579491	0.48775035	0.062803596
35365_at	ILK	ILK - integrin-linked kinase	-0.006553402	-1.0235234	-1.2425762	1.2140183	0.48563126	0.062803596
39028_at	RANBP5	RANBP5 - RAN binding protein 5	0.08096616	-1.0229645	-1.0962094	1.0716007	0.47211832	0.062803596
36628_at	RALBP1	RALBP1 - ralA binding protein 1	0.04056644	-1.0220366	-1.2359021	1.2092543	0.47957382	0.062803596
35349_at	COPS3	COPS3 - COP9 constitutive photomorphogenic homolog subunit 3 (Arabidopsis)	0.34239763	-1.021993	-1.1098896	1.0860051	0.47878507	0.062803596
36648_at	CRSP9	CRSP9 - cofactor required for Sp1 transcriptional activation, subunit 9, 33kDa	-0.02250849	-1.0218321	-1.5318623	1.499133	0.5280344	0.062803596
32842_at	BCL7A	BCL7A - B-cell CLL/lymphoma 7A	0.030164467	-1.020552	-1.1022941	1.0800959	0.49348688	0.06176183
38771_at	HDAC1	HDAC1 - histone deacetylase 1	-0.1924055	-1.0203197	-1.1098448	1.0877422	0.4780489	0.06176183
39651_at	RECQL4	RECQL4 - RecQ protein-like 4	-0.28694293	-1.0201236	-1.2362247	1.2118381	0.4929888	0.06176183
35015_at	CD80	CD80 - CD80 molecule	-0.4241266	-1.0200775	-1.2339175	1.2096312	0.48705813	0.06176183
39058_at	ABR	ABR - active BCR-related gene	0.3921859	-1.0194713	-1.0562421	1.0360686	0.48644868	0.06176183
36144_at	SYT11	SYT11 - synaptotagmin XI	-0.3453263	-1.0174448	-1.154598	1.1348015	0.49759558	0.061398096
36590_at	SLC16A2	SLC16A2 - solute carrier family 16 (monocarboxylic acid transporters), member 2	-0.05023719	-1.0165995	-1.3081675	1.2868071	0.31013274	0.060542375
34696_at	HIBCH	HIBCH - 3-hydroxyisobutyryl-Coenzyme A hydrolase	-0.12409464	-1.016192	-1.1820673	1.1632322	0.46674177	0.060542375
1952_s_at	SMAD5	SMAD5 - SMAD, mothers against DPP homolog 5 (Drosophila)	-0.3009857	-1.0161833	-1.3084351	1.2875975	0.43231836	0.060542375
36206_at	SLC16A1	SLC16A1 - solute carrier family 16 (monocarboxylic acid transporters), member 1	0.020491026	-1.0153203	-1.2860641	1.2666585	0.49863172	0.060542375
38392_at	ARPC5	ARPC5 - actin related protein 2/3 complex, subunit 5, 16kDa	-0.040050115	-1.0152965	-1.397054	1.3760059	0.5217765	0.060542375
38267_at	SLC1A1	SLC1A1 - solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	-0.2038794	-1.0131267	-1.1063267	1.0919924	0.4884284	0.060123395
31872_at	SS18	SS18 - synovial sarcoma translocation, chromosome 18	-0.10356441	-1.0118548	-1.2901708	1.2750553	0.46171188	0.059641857
38344_at	ALMS1	ALMS1 - Alstrom syndrome 1	-0.04052061	-1.0105708	-1.115823	1.1041512	0.47092882	0.059641857
39860_at	FUBP1	FUBP1 - far upstream element (FUSE) binding protein 1	0.20451364	-1.0104874	-1.1949139	1.1825123	0.48076475	0.059641857
35368_at	ZNF207	ZNF207 - zinc finger protein 207	-0.001233195	-1.0089889	-1.0729711	1.0634122	0.481369	0.058967177
40115_at	ATP5C1	ATP5C1 - ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1	-0.058304783	-1.0084075	-1.1149292	1.1056336	0.46504408	0.058967177
36647_at	IARS2	IARS2 - isoleucine-tRNA synthetase 2, mitochondrial	-0.068053074	-1.0083317	-1.2425478	1.2322809	0.46793956	0.058967177
36166_at	DNAJC8	DNAJC8 - DnaJ (Hsp40) homolog, subfamily C, member 8	-0.47519135	-1.0078926	-1.3818437	1.3710227	0.5056632	0.05870156
