Category	Term	Count in Selected Genes	Count in Total Population	P-value	Gene	Title
GO	intracellular membrane-bound organelle	64	3379	0.036449173	25888	zinc finger protein 473
GO	intracellular membrane-bound organelle	64	3379	0.036449173	26515	fracture callus 1 homolog (rat)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	29095	ORM1-like 2 (S. cerevisiae)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	29107	NTF2-like export factor 1
GO	intracellular membrane-bound organelle	64	3379	0.036449173	3156	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
GO	intracellular membrane-bound organelle	64	3379	0.036449173	3163	heme oxygenase (decycling) 2
GO	intracellular membrane-bound organelle	64	3379	0.036449173	3184	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	3422	isopentenyl-diphosphate delta isomerase 1
GO	intracellular membrane-bound organelle	64	3379	0.036449173	3954	leucine zipper-EF-hand containing transmembrane protein 1
GO	intracellular membrane-bound organelle	64	3379	0.036449173	4175	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	4487	msh homeo box homolog 1 (Drosophila)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
GO	intracellular membrane-bound organelle	64	3379	0.036449173	51042	zinc finger protein 593
GO	intracellular membrane-bound organelle	64	3379	0.036449173	51154	chromosome 1 open reading frame 33
GO	intracellular membrane-bound organelle	64	3379	0.036449173	51373	mitochondrial ribosomal protein S17
GO	intracellular membrane-bound organelle	64	3379	0.036449173	51388	comparative gene identification transcript 37
GO	intracellular membrane-bound organelle	64	3379	0.036449173	51491	hypothetical protein HSPC111
GO	intracellular membrane-bound organelle	64	3379	0.036449173	51651	Bcl-2 inhibitor of transcription
GO	intracellular membrane-bound organelle	64	3379	0.036449173	5411	pinin, desmosome associated protein
GO	intracellular membrane-bound organelle	64	3379	0.036449173	54475	notchless homolog 1 (Drosophila)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	55299	brix domain containing 2
GO	intracellular membrane-bound organelle	64	3379	0.036449173	56342	peter pan homolog (Drosophila)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	6059	ATP-binding cassette, sub-family E (OABP), member 1
GO	intracellular membrane-bound organelle	64	3379	0.036449173	6183	mitochondrial ribosomal protein S12
GO	intracellular membrane-bound organelle	64	3379	0.036449173	6307	sterol-C4-methyl oxidase-like
GO	intracellular membrane-bound organelle	64	3379	0.036449173	64318	nucleolar complex associated 3 homolog (S. cerevisiae)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	6432	splicing factor, arginine/serine-rich 7, 35kDa
GO	intracellular membrane-bound organelle	64	3379	0.036449173	6722	serum response factor (c-fos serum response element-binding transcription factor)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	7421	vitamin D (1,25- dihydroxyvitamin D3) receptor
GO	intracellular membrane-bound organelle	64	3379	0.036449173	7851	mal, T-cell differentiation protein-like
GO	intracellular membrane-bound organelle	64	3379	0.036449173	79751	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
GO	intracellular membrane-bound organelle	64	3379	0.036449173	79954	nucleolar protein 10
GO	intracellular membrane-bound organelle	64	3379	0.036449173	80324	pseudouridylate synthase 1
GO	intracellular membrane-bound organelle	64	3379	0.036449173	81875	interferon stimulated exonuclease gene 20kDa-like 2
GO	intracellular membrane-bound organelle	64	3379	0.036449173	8260	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	8555	CDC14 cell division cycle 14 homolog B (S. cerevisiae)
GO	intracellular membrane-bound organelle	64	3379	0.036449173	8880	far upstream element (FUSE) binding protein 1
GO	intracellular membrane-bound organelle	64	3379	0.036449173	896	cyclin D3
GO	intracellular membrane-bound organelle	64	3379	0.036449173	9134	cyclin E2
GO	intracellular membrane-bound organelle	64	3379	0.036449173	9355	LIM homeobox 2
GO	intracellular membrane-bound organelle	64	3379	0.036449173	9933	KIAA0020
GO	intracellular membrane-bound organelle	64	3379	0.036449173	9986	RCE1 homolog, prenyl protein peptidase (S. cerevisiae)
GO	membrane-bound organelle	64	3380	0.036655349	10105	peptidylprolyl isomerase F (cyclophilin F)
GO	membrane-bound organelle	64	3380	0.036655349	10439	olfactomedin 1
GO	membrane-bound organelle	64	3380	0.036655349	10440	translocase of inner mitochondrial membrane 17 homolog A (yeast)
GO	membrane-bound organelle	64	3380	0.036655349	10799	ribonuclease P 40kDa subunit
GO	membrane-bound organelle	64	3380	0.036655349	10915	transcription elongation regulator 1
GO	membrane-bound organelle	64	3380	0.036655349	11015	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3
GO	membrane-bound organelle	64	3380	0.036655349	11033	centaurin, alpha 1
GO	membrane-bound organelle	64	3380	0.036655349	1434	CSE1 chromosome segregation 1-like (yeast)
GO	membrane-bound organelle	64	3380	0.036655349	1465	cysteine and glycine-rich protein 1
GO	membrane-bound organelle	64	3380	0.036655349	1678	translocase of inner mitochondrial membrane 8 homolog A (yeast)
GO	membrane-bound organelle	64	3380	0.036655349	1743	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
GO	membrane-bound organelle	64	3380	0.036655349	1876	E2F transcription factor 6
GO	membrane-bound organelle	64	3380	0.036655349	1959	early growth response 2 (Krox-20 homolog, Drosophila)
GO	membrane-bound organelle	64	3380	0.036655349	1960	early growth response 3
GO	membrane-bound organelle	64	3380	0.036655349	204	adenylate kinase 2
GO	membrane-bound organelle	64	3380	0.036655349	2119	ets variant gene 5 (ets-related molecule)
GO	membrane-bound organelle	64	3380	0.036655349	2274	four and a half LIM domains 2
GO	membrane-bound organelle	64	3380	0.036655349	22984	programmed cell death 11
GO	membrane-bound organelle	64	3380	0.036655349	23076	KIAA0179
GO	membrane-bound organelle	64	3380	0.036655349	23210	phosphatidylserine receptor
GO	membrane-bound organelle	64	3380	0.036655349	23212	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)
GO	membrane-bound organelle	64	3380	0.036655349	23404	exosome component 2
GO	membrane-bound organelle	64	3380	0.036655349	25888	zinc finger protein 473
GO	membrane-bound organelle	64	3380	0.036655349	26515	fracture callus 1 homolog (rat)
GO	membrane-bound organelle	64	3380	0.036655349	29095	ORM1-like 2 (S. cerevisiae)
GO	membrane-bound organelle	64	3380	0.036655349	29107	NTF2-like export factor 1
GO	membrane-bound organelle	64	3380	0.036655349	3156	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
GO	membrane-bound organelle	64	3380	0.036655349	3163	heme oxygenase (decycling) 2
GO	membrane-bound organelle	64	3380	0.036655349	3184	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
GO	membrane-bound organelle	64	3380	0.036655349	3422	isopentenyl-diphosphate delta isomerase 1
GO	membrane-bound organelle	64	3380	0.036655349	3954	leucine zipper-EF-hand containing transmembrane protein 1
GO	membrane-bound organelle	64	3380	0.036655349	4175	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)
GO	membrane-bound organelle	64	3380	0.036655349	4487	msh homeo box homolog 1 (Drosophila)
GO	membrane-bound organelle	64	3380	0.036655349	4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
GO	membrane-bound organelle	64	3380	0.036655349	51042	zinc finger protein 593
GO	membrane-bound organelle	64	3380	0.036655349	51154	chromosome 1 open reading frame 33
GO	membrane-bound organelle	64	3380	0.036655349	51373	mitochondrial ribosomal protein S17
GO	membrane-bound organelle	64	3380	0.036655349	51388	comparative gene identification transcript 37
GO	membrane-bound organelle	64	3380	0.036655349	51491	hypothetical protein HSPC111
GO	membrane-bound organelle	64	3380	0.036655349	51651	Bcl-2 inhibitor of transcription
GO	membrane-bound organelle	64	3380	0.036655349	5411	pinin, desmosome associated protein
GO	membrane-bound organelle	64	3380	0.036655349	54475	notchless homolog 1 (Drosophila)
GO	membrane-bound organelle	64	3380	0.036655349	55299	brix domain containing 2
GO	membrane-bound organelle	64	3380	0.036655349	56342	peter pan homolog (Drosophila)
GO	membrane-bound organelle	64	3380	0.036655349	6059	ATP-binding cassette, sub-family E (OABP), member 1
GO	membrane-bound organelle	64	3380	0.036655349	6183	mitochondrial ribosomal protein S12
GO	membrane-bound organelle	64	3380	0.036655349	6307	sterol-C4-methyl oxidase-like
GO	membrane-bound organelle	64	3380	0.036655349	64318	nucleolar complex associated 3 homolog (S. cerevisiae)
GO	membrane-bound organelle	64	3380	0.036655349	6432	splicing factor, arginine/serine-rich 7, 35kDa
GO	membrane-bound organelle	64	3380	0.036655349	6722	serum response factor (c-fos serum response element-binding transcription factor)
GO	membrane-bound organelle	64	3380	0.036655349	7421	vitamin D (1,25- dihydroxyvitamin D3) receptor
GO	membrane-bound organelle	64	3380	0.036655349	7851	mal, T-cell differentiation protein-like
GO	membrane-bound organelle	64	3380	0.036655349	79751	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
GO	membrane-bound organelle	64	3380	0.036655349	79954	nucleolar protein 10
GO	membrane-bound organelle	64	3380	0.036655349	80324	pseudouridylate synthase 1
GO	membrane-bound organelle	64	3380	0.036655349	81875	interferon stimulated exonuclease gene 20kDa-like 2
GO	membrane-bound organelle	64	3380	0.036655349	8260	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
GO	membrane-bound organelle	64	3380	0.036655349	8555	CDC14 cell division cycle 14 homolog B (S. cerevisiae)
GO	membrane-bound organelle	64	3380	0.036655349	8880	far upstream element (FUSE) binding protein 1
GO	membrane-bound organelle	64	3380	0.036655349	896	cyclin D3
GO	membrane-bound organelle	64	3380	0.036655349	9134	cyclin E2
GO	membrane-bound organelle	64	3380	0.036655349	9355	LIM homeobox 2
GO	membrane-bound organelle	64	3380	0.036655349	9933	KIAA0020
GO	membrane-bound organelle	64	3380	0.036655349	9986	RCE1 homolog, prenyl protein peptidase (S. cerevisiae)
GO	alcohol metabolism	7	204	0.039522294	1595	cytochrome P450, family 51, subfamily A, polypeptide 1
GO	alcohol metabolism	7	204	0.039522294	3156	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
GO	alcohol metabolism	7	204	0.039522294	3157	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)
GO	alcohol metabolism	7	204	0.039522294	3422	isopentenyl-diphosphate delta isomerase 1
GO	alcohol metabolism	7	204	0.039522294	5373	phosphomannomutase 2
GO	alcohol metabolism	7	204	0.039522294	6307	sterol-C4-methyl oxidase-like
GO	alcohol metabolism	7	204	0.039522294	8877	sphingosine kinase 1
GO	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD or NADH as one donor, and incorporation of one atom of oxygen	2	21	0.041298355	1595	cytochrome P450, family 51, subfamily A, polypeptide 1
GO	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD or NADH as one donor, and incorporation of one atom of oxygen	2	21	0.041298355	6307	sterol-C4-methyl oxidase-like
GO	RNA binding	12	444	0.043521203	10528	nucleolar protein 5A (56kDa with KKE/D repeat)
GO	RNA binding	12	444	0.043521203	1736	dyskeratosis congenita 1, dyskerin
GO	RNA binding	12	444	0.043521203	22984	programmed cell death 11
GO	RNA binding	12	444	0.043521203	23404	exosome component 2
GO	RNA binding	12	444	0.043521203	3184	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
GO	RNA binding	12	444	0.043521203	51388	comparative gene identification transcript 37
GO	RNA binding	12	444	0.043521203	58517	RNA binding motif protein 25
GO	RNA binding	12	444	0.043521203	6432	splicing factor, arginine/serine-rich 7, 35kDa
GO	RNA binding	12	444	0.043521203	65083	nucleolar protein family 6 (RNA-associated)
GO	RNA binding	12	444	0.043521203	9136	RNA, U3 small nucleolar interacting protein 2
GO	RNA binding	12	444	0.043521203	9188	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21
GO	RNA binding	12	444	0.043521203	9933	KIAA0020
GO	steroid metabolism	5	124	0.043529157	1595	cytochrome P450, family 51, subfamily A, polypeptide 1
GO	steroid metabolism	5	124	0.043529157	3156	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
GO	steroid metabolism	5	124	0.043529157	3157	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)
GO	steroid metabolism	5	124	0.043529157	3422	isopentenyl-diphosphate delta isomerase 1
GO	steroid metabolism	5	124	0.043529157	6307	sterol-C4-methyl oxidase-like
GO	methyltransferase activity	4	86	0.0443676	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GO	methyltransferase activity	4	86	0.0443676	4234	methyltransferase like 1
GO	methyltransferase activity	4	86	0.0443676	4839	nucleolar protein 1, 120kDa
GO	methyltransferase activity	4	86	0.0443676	57019	cytokine induced apoptosis inhibitor 1
GO	ARF GTPase activator activity	1	3	0.04573578	11033	centaurin, alpha 1
GO	regulation of dendrite morphogenesis	1	3	0.04573578	1627	drebrin 1
GO	regulation of neuronal synaptic plasticity	1	3	0.04573578	1627	drebrin 1
GO	telomerase activity	1	3	0.04573578	1736	dyskeratosis congenita 1, dyskerin
GO	succinyltransferase activity	1	3	0.04573578	1743	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
GO	7S RNA binding	1	3	0.04573578	23404	exosome component 2
GO	de novo IMP biosynthesis	1	3	0.04573578	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GO	spermidine biosynthesis	1	3	0.04573578	262	adenosylmethionine decarboxylase 1
GO	germ cell migration	1	3	0.04573578	3156	3-hydroxy-3-methylglutaryl-Coenzyme A reductase
GO	interleukin-2 binding	1	3	0.04573578	3560	interleukin 2 receptor, beta
GO	interleukin-2 receptor activity	1	3	0.04573578	3560	interleukin 2 receptor, beta
GO	tRNA (guanine) methyltransferase activity	1	3	0.04573578	4234	methyltransferase like 1
GO	tRNA modification	1	3	0.04573578	4234	methyltransferase like 1
GO	oxidoreductase activity, oxidizing metal ions	1	3	0.04573578	4552	5-methyltetrahydrofolate-homocysteine methyltransferase reductase
GO	negative regulation of DNA replication	1	3	0.04573578	51053	geminin, DNA replication inhibitor
GO	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity	1	3	0.04573578	54480	chondroitin sulfate glucuronyltransferase
GO	phosphatidylinositol-4,5-bisphosphate binding	1	3	0.04573578	55803	centaurin, alpha 2
GO	folic acid transporter activity	1	3	0.04573578	6573	solute carrier family 19 (folate transporter), member 1
GO	muscle thin filament tropomyosin	1	3	0.04573578	7168	tropomyosin 1 (alpha)
GO	contributes_to ribosome binding	1	3	0.04573578	8260	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
GO	N-terminal protein amino acid acetylation	1	3	0.04573578	8260	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
GO	regulation of glucose import	1	3	0.04573578	8682	phosphoprotein enriched in astrocytes 15
GO	beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity	1	3	0.04573578	8704	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
GO	positive regulation of cell migration	1	3	0.04573578	8877	sphingosine kinase 1
GO	positive regulation of cell motility	1	3	0.04573578	8877	sphingosine kinase 1
GO	positive regulation of locomotion	1	3	0.04573578	8877	sphingosine kinase 1
GO	sodium:bicarbonate symporter activity	1	3	0.04573578	9497	solute carrier family 4, sodium bicarbonate cotransporter, member 7
GO	compartment specification	1	3	0.04573578	9830	tripartite motif-containing 14
GO	transferase activity, transferring one-carbon groups	4	88	0.047594032	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GO	transferase activity, transferring one-carbon groups	4	88	0.047594032	4234	methyltransferase like 1
GO	transferase activity, transferring one-carbon groups	4	88	0.047594032	4839	nucleolar protein 1, 120kDa
GO	transferase activity, transferring one-carbon groups	4	88	0.047594032	57019	cytokine induced apoptosis inhibitor 1
GO	secondary metabolism	2	23	0.048767753	3163	heme oxygenase (decycling) 2
GO	secondary metabolism	2	23	0.048767753	3422	isopentenyl-diphosphate delta isomerase 1
GO	nucleotidyltransferase activity	4	89	0.049254876	10514	MYB binding protein (P160) 1a
GO	nucleotidyltransferase activity	4	89	0.049254876	1736	dyskeratosis congenita 1, dyskerin
GO	nucleotidyltransferase activity	4	89	0.049254876	5833	phosphate cytidylyltransferase 2, ethanolamine
GO	nucleotidyltransferase activity	4	89	0.049254876	8891	eukaryotic translation initiation factor 2B, subunit 3 gamma, 58kDa
GO	symporter activity	4	91	0.052671543	6566	solute carrier family 16 (monocarboxylic acid transporters), member 1
GO	symporter activity	4	91	0.052671543	79751	solute carrier family 25 (mitochondrial carrier: glutamate), member 22
GO	symporter activity	4	91	0.052671543	8884	solute carrier family 5 (sodium-dependent vitamin transporter), member 6
GO	symporter activity	4	91	0.052671543	9497	solute carrier family 4, sodium bicarbonate cotransporter, member 7
GO	mRNA binding	2	24	0.052671945	3184	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
GO	mRNA binding	2	24	0.052671945	58517	RNA binding motif protein 25
GO	regulation of muscle contraction	2	24	0.052671945	7168	tropomyosin 1 (alpha)
GO	regulation of muscle contraction	2	24	0.052671945	8877	sphingosine kinase 1
GO	negative regulation of apoptosis	4	92	0.054427224	3560	interleukin 2 receptor, beta
GO	negative regulation of apoptosis	4	92	0.054427224	57019	cytokine induced apoptosis inhibitor 1
GO	negative regulation of apoptosis	4	92	0.054427224	8682	phosphoprotein enriched in astrocytes 15
GO	negative regulation of apoptosis	4	92	0.054427224	8877	sphingosine kinase 1
GO	protein targeting	4	93	0.056214356	10440	translocase of inner mitochondrial membrane 17 homolog A (yeast)
GO	protein targeting	4	93	0.056214356	1678	translocase of inner mitochondrial membrane 8 homolog A (yeast)
GO	protein targeting	4	93	0.056214356	26515	fracture callus 1 homolog (rat)
GO	protein targeting	4	93	0.056214356	9454	homer homolog 3 (Drosophila)
GO	small ribosomal subunit	2	25	0.056683332	51373	mitochondrial ribosomal protein S17
GO	small ribosomal subunit	2	25	0.056683332	6183	mitochondrial ribosomal protein S12
GO	negative regulation of programmed cell death	4	94	0.058032842	3560	interleukin 2 receptor, beta
GO	negative regulation of programmed cell death	4	94	0.058032842	57019	cytokine induced apoptosis inhibitor 1
GO	negative regulation of programmed cell death	4	94	0.058032842	8682	phosphoprotein enriched in astrocytes 15
GO	negative regulation of programmed cell death	4	94	0.058032842	8877	sphingosine kinase 1
GO	telomerase holoenzyme complex	1	4	0.06051371	1736	dyskeratosis congenita 1, dyskerin
GO	carboxylic acid binding	1	4	0.06051371	1743	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
GO	lipoic acid binding	1	4	0.06051371	1743	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
GO	purine base biosynthesis	1	4	0.06051371	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GO	spermidine metabolism	1	4	0.06051371	262	adenosylmethionine decarboxylase 1
GO	protein-lysine 6-oxidase activity	1	4	0.06051371	4016	lysyl oxidase-like 1
GO	tRNA methyltransferase activity	1	4	0.06051371	4234	methyltransferase like 1
GO	negative regulation of DNA metabolism	1	4	0.06051371	51053	geminin, DNA replication inhibitor
GO	imprinting	1	4	0.06051371	7262	pleckstrin homology-like domain, family A, member 2
GO	N-terminal protein amino acid modification	1	4	0.06051371	8260	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
GO	peptide or protein amino-terminal blocking	1	4	0.06051371	8260	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
GO	N-acetyllactosamine synthase activity	1	4	0.06051371	8704	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 2
GO	positive regulation of cell growth	1	4	0.06051371	8877	sphingosine kinase 1
GO	positive regulation of progression through cell cycle	1	4	0.06051371	8877	sphingosine kinase 1
GO	apoptosis	7	228	0.064361718	1434	CSE1 chromosome segregation 1-like (yeast)
GO	apoptosis	7	228	0.064361718	22984	programmed cell death 11
GO	apoptosis	7	228	0.064361718	27242	tumor necrosis factor receptor superfamily, member 21
GO	apoptosis	7	228	0.064361718	51651	Bcl-2 inhibitor of transcription
GO	apoptosis	7	228	0.064361718	57019	cytokine induced apoptosis inhibitor 1
GO	apoptosis	7	228	0.064361718	7262	pleckstrin homology-like domain, family A, member 2
GO	apoptosis	7	228	0.064361718	9141	programmed cell death 5
GO	programmed cell death	7	228	0.064361718	1434	CSE1 chromosome segregation 1-like (yeast)
GO	programmed cell death	7	228	0.064361718	22984	programmed cell death 11
GO	programmed cell death	7	228	0.064361718	27242	tumor necrosis factor receptor superfamily, member 21
GO	programmed cell death	7	228	0.064361718	51651	Bcl-2 inhibitor of transcription
GO	programmed cell death	7	228	0.064361718	57019	cytokine induced apoptosis inhibitor 1
GO	programmed cell death	7	228	0.064361718	7262	pleckstrin homology-like domain, family A, member 2
GO	programmed cell death	7	228	0.064361718	9141	programmed cell death 5
GO	acetyl-CoA metabolism	2	27	0.065010925	1743	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
GO	acetyl-CoA metabolism	2	27	0.065010925	3157	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 (soluble)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	10061	ATP-binding cassette, sub-family F (GCN20), member 2
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	10514	MYB binding protein (P160) 1a
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	10528	nucleolar protein 5A (56kDa with KKE/D repeat)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	10785	WD repeat domain 4
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	10799	ribonuclease P 40kDa subunit
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	10915	transcription elongation regulator 1
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	1503	CTP synthase
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	1736	dyskeratosis congenita 1, dyskerin
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	1876	E2F transcription factor 6
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	1959	early growth response 2 (Krox-20 homolog, Drosophila)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	1960	early growth response 3
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	204	adenylate kinase 2
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	2193	phenylalanine-tRNA synthetase-like, alpha subunit
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	22984	programmed cell death 11
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	23076	KIAA0179
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	23404	exosome component 2
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	3035	histidyl-tRNA synthetase
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	3184	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	4175	MCM6 minichromosome maintenance deficient 6 (MIS5 homolog, S. pombe) (S. cerevisiae)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	4234	methyltransferase like 1
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	51042	zinc finger protein 593
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	5373	phosphomannomutase 2
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	5411	pinin, desmosome associated protein
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	56342	peter pan homolog (Drosophila)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	58517	RNA binding motif protein 25
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	6432	splicing factor, arginine/serine-rich 7, 35kDa
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	6722	serum response factor (c-fos serum response element-binding transcription factor)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	7262	pleckstrin homology-like domain, family A, member 2
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	7421	vitamin D (1,25- dihydroxyvitamin D3) receptor
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	80324	pseudouridylate synthase 1
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	80746	tRNA splicing endonuclease 2 homolog (SEN2, S. cerevisiae)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	8260	ARD1 homolog A, N-acetyltransferase (S. cerevisiae)
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	8880	far upstream element (FUSE) binding protein 1
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	9136	RNA, U3 small nucleolar interacting protein 2
GO	nucleobase, nucleoside, nucleotide and nucleic acid metabolism	36	1815	0.067769738	9221	nucleolar and coiled-body phosphoprotein 1
GO	endoribonuclease activity	2	28	0.069319005	10799	ribonuclease P 40kDa subunit
GO	endoribonuclease activity	2	28	0.069319005	80746	tRNA splicing endonuclease 2 homolog (SEN2, S. cerevisiae)
GO	regulation of GTPase activity	2	28	0.069319005	11033	centaurin, alpha 1
GO	regulation of GTPase activity	2	28	0.069319005	55803	centaurin, alpha 2
GO	DNA ligase (ATP) activity	1	5	0.07506393	10061	ATP-binding cassette, sub-family F (GCN20), member 2
GO	DNA ligase activity	1	5	0.07506393	10061	ATP-binding cassette, sub-family F (GCN20), member 2
GO	nucleolar ribonuclease P complex	1	5	0.07506393	10799	ribonuclease P 40kDa subunit
GO	ribonuclease P complex	1	5	0.07506393	10799	ribonuclease P 40kDa subunit
GO	dendrite	1	5	0.07506393	1627	drebrin 1
GO	profilin binding	1	5	0.07506393	1627	drebrin 1
GO	RNA-directed DNA polymerase activity	1	5	0.07506393	1736	dyskeratosis congenita 1, dyskerin
GO	S-acyltransferase activity	1	5	0.07506393	1743	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
GO	mechanosensory behavior	1	5	0.07506393	1959	early growth response 2 (Krox-20 homolog, Drosophila)
GO	adenylate kinase activity	1	5	0.07506393	204	adenylate kinase 2
GO	hydroxymethyl-, formyl- and related transferase activity	1	5	0.07506393	2618	phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase
