Gene	Entrez	Fold-change	Pattern
prc1	233406	3.1	EM
psmd7	17463	3.1	EM
smpdl3b	100340	3.1	EM
spag5	54141	3.1	EM
st13	70356	3.1	EM
sulf2	72043	3.1	EM
tomm7	66169	3.1	EM
tpx2	72119	3.1	EM
ttc1	66827	3.1	EM
txnl2	30926	3.1	EM
ube2m	22192	3.1	EM
1110014d18rik	68501	3	EM
1500001m20rik	68971	3	EM
1700029i01rik	433791	3	EM
2210411k19rik	70164	3	EM
2310016e02rik	67695	3	EM
2510015f01rik	70021	3	EM
2600001j17rik	70385	3	EM
aa408556	107094	3	EM
ai314976	106821	3	EM
armc1	74252	3	EM
cbwd1	226043	3	EM
dbi	13167	3	EM
fbl	14113	3	EM
itgb3bp	67733	3	EM
kpnb1	16211	3	EM
map2k6	26399	3	EM
map4k4	26921	3	EM
mgi:2385237	231872	3	EM
mrps22	64655	3	EM
nedd8	18002	3	EM
nme2	18103	3	EM
nusap1	108907	3	EM
orc1l	18392	3	EM
pafah1b1	18472	3	EM
paics	67054	3	EM
paxip1	55982	3	EM
peg12	27412	3	EM
polr2g	67710	3	EM
polr2i	69920	3	EM
ppp2r1b	73699	3	EM
rad18	58186	3	EM
rpgrip1	77945	3	EM
rpl41	67945	3	EM
rps16	20055	3	EM
sf3a3	75062	3	EM
tceb1	67923	3	EM
tmeff1	230157	3	EM
tpm4	326618	3	EM
uchl3	50933	3	EM
vbp1	22327	3	EM
zfp386	56220	3	EM
0610041e09rik	66074	2.9	EM
1438954_x_at	1438954_x_at	2.9	EM
1500034e06rik	78304	2.9	EM
2810037c03rik	109145	2.9	EM
2810418n01rik	69270	2.9	EM
anp32a	11737	2.9	EM
api5	11800	2.9	EM
au021838	328099	2.9	EM
aurkaip1	66077	2.9	EM
cct3	12462	2.9	EM
cdc26	66440	2.9	EM
d12ertd771e	52690	2.9	EM
d2ertd750e	51944	2.9	EM
fnbp3	56194	2.9	EM
gatm	67092	2.9	EM
gcsh	68133	2.9	EM
loc544825	544825	2.9	EM
mdn1	100019	2.9	EM
mtch2	56428	2.9	EM
ndufs4	17993	2.9	EM
nipa2	93790	2.9	EM
nola2	52530	2.9	EM
nudcd2	52653	2.9	EM
otud6b	72201	2.9	EM
phb	18673	2.9	EM
psmd14	59029	2.9	EM
rabggtb	19352	2.9	EM
rai12	54351	2.9	EM
rai14	75646	2.9	EM
rap2c	72065	2.9	EM
rbm14	56275	2.9	EM
rbm15	229700	2.9	EM
sap18	20220	2.9	EM
smu1	74255	2.9	EM
tbca	21371	2.9	EM
tfrc	22042	2.9	EM
tinf2	28113	2.9	EM
tmem14c	66154	2.9	EM
uhmk1	16589	2.9	EM
uqcr	66594	2.9	EM
yaf2	67057	2.9	EM
zfp143	20841	2.9	EM
zfp706	68036	2.9	EM
1110057k04rik	68832	2.8	EM
1500031m22rik	66254	2.8	EM
1810042k04rik	66506	2.8	EM
2310075c12rik	71929	2.8	EM
2610028a01rik	72400	2.8	EM
2610029g23rik	67683	2.8	EM
2700099c18rik	77022	2.8	EM
aaas	223921	2.8	EM
acot7	70025	2.8	EM
adsl	11564	2.8	EM
bc018601	104479	2.8	EM
btf3	218490	2.8	EM
c80731	243905	2.8	EM
casp8ap2	26885	2.8	EM
csnk2a1	12995	2.8	EM
cstf2	108062	2.8	EM
d10wsu102e	28109	2.8	EM
dcun1d1	114893	2.8	EM
dnmt1	13433	2.8	EM
gja7	14615	2.8	EM
glmn	170823	2.8	EM
gtf2h2	23894	2.8	EM
igbp1	18518	2.8	EM
kpna1	16646	2.8	EM
kpna3	16648	2.8	EM
mdh2	17448	2.8	EM
mki67ip	67949	2.8	EM
mlstd2	67420	2.8	EM
nhp2l1	20826	2.8	EM
nup155	170762	2.8	EM
plk1	18817	2.8	EM
pmm2	54128	2.8	EM
polr2k	17749	2.8	EM
psma3	19167	2.8	EM
psmd2	21762	2.8	EM
ran	19384	2.8	EM
rbbp4	19646	2.8	EM
rcc2	108911	2.8	EM
rg9mtd2	108943	2.8	EM
rpl22l1	68028	2.8	EM
rpusd4	71989	2.8	EM
sara1	20224	2.8	EM
scoc	56367	2.8	EM
sdhd	66925	2.8	EM
slc35a1	24060	2.8	EM
spsb4	211949	2.8	EM
ssna1	68475	2.8	EM
stmn1	16765	2.8	EM
tfdp1	21781	2.8	EM
timm13	30055	2.8	EM
tiparp	99929	2.8	EM
tk1	21877	2.8	EM
tkt	21881	2.8	EM
vwf	22371	2.8	EM
wdr33	74320	2.8	EM
znrd1	66136	2.8	EM
0610007p06rik	67669	2.7	EM
1429222_at	1429222_at	2.7	EM
1437540_at	1437540_at	2.7	EM
1700052n19rik	73419	2.7	EM
1810020g14rik	66272	2.7	EM
2310014h01rik	76448	2.7	EM
2310056p07rik	70186	2.7	EM
2510005d08rik	68043	2.7	EM
2700029m09rik	72612	2.7	EM
5730427n09rik	433230	2.7	EM
appbp1	234664	2.7	EM
arl6ip1	54208	2.7	EM
atf7ip2	75329	2.7	EM
atp5g2	67942	2.7	EM
azin1	54375	2.7	EM
b3gnt5	108105	2.7	EM
ccdc16	66983	2.7	EM
cct5	12465	2.7	EM
cdca1	66977	2.7	EM
cdk4	12567	2.7	EM
cdv3	321022	2.7	EM
chchd7	66433	2.7	EM
chek2	50883	2.7	EM
cox7a2	12866	2.7	EM
cstf3	228410	2.7	EM
cyhr1	54151	2.7	EM
d16ertd472e	67102	2.7	EM
dazap1	70248	2.7	EM
ddt	13202	2.7	EM
eif2s3x	26905	2.7	EM
emd	13726	2.7	EM
exosc1	66583	2.7	EM
fh1	14194	2.7	EM
gcs1	57377	2.7	EM
gnl2	230737	2.7	EM
got1	14718	2.7	EM
hat1	107435	2.7	EM
hmgb3	15354	2.7	EM
hn1	15374	2.7	EM
hsp110	15505	2.7	EM
hspa9a	15526	2.7	EM
ipo11	76582	2.7	EM
lama1	16772	2.7	EM
loc14433	14433	2.7	EM
luzp5	76044	2.7	EM
med31	67279	2.7	EM
mif	17319	2.7	EM
mrpl30	107734	2.7	EM
mrps18a	68565	2.7	EM
mrps18c	68735	2.7	EM
mrps25	64658	2.7	EM
mthfd1	108156	2.7	EM
ndufa4	17992	2.7	EM
nmt1	18107	2.7	EM
nmt2	18108	2.7	EM
nup107	103468	2.7	EM
opa1	74143	2.7	EM
ormdl1	227102	2.7	EM
pigf	18701	2.7	EM
ppp6c	67857	2.7	EM
prim1	19075	2.7	EM
psarl	381038	2.7	EM
psmb3	240289	2.7	EM
qk	19317	2.7	EM
racgap1	26934	2.7	EM
rpl23	65019	2.7	EM
sdc1	20969	2.7	EM
sec61b	66212	2.7	EM
sertad2	58172	2.7	EM
sfrs1	110809	2.7	EM
stard4	170459	2.7	EM
supt4h1	20922	2.7	EM
tmem33	67878	2.7	EM
tmem49	75909	2.7	EM
ube2n	93765	2.7	EM
wdr75	73674	2.7	EM
wee1	22390	2.7	EM
xab1	74254	2.7	EM
ywhah	22629	2.7	EM
1456140_at	1456140_at	2.6	EM
2600001b17rik	268490	2.6	EM
2610012o22rik	69902	2.6	EM
2900010m23rik	67267	2.6	EM
anxa3	11745	2.6	EM
bcas2	68183	2.6	EM
c030004a17rik	109229	2.6	EM
cct2	12461	2.6	EM
cdk7	12572	2.6	EM
clpp	53895	2.6	EM
coq7	12850	2.6	EM
cul4b	72584	2.6	EM
dnclc1	56455	2.6	EM
eftud2	20624	2.6	EM
eny2	223527	2.6	EM
foxd1	15229	2.6	EM
fxyd6	59095	2.6	EM
gpatc4	66614	2.6	EM
gtpbp4	69237	2.6	EM
kdelc1	72050	2.6	EM
loc545161	545161	2.6	EM
mapk12	29857	2.6	EM
mmd	67468	2.6	EM
mphosph6	68533	2.6	EM
mrpl50	28028	2.6	EM
mrpl53	68499	2.6	EM
mrps14	64659	2.6	EM
mrps16	66242	2.6	EM
mrps17	66258	2.6	EM
mtap	66902	2.6	EM
mybl2	17865	2.6	EM
ndufb4	68194	2.6	EM
ndufb5	66046	2.6	EM
orc2l	18393	2.6	EM
ormdl2	66844	2.6	EM
pctp	18559	2.6	EM
pole2	18974	2.6	EM
prom1	19126	2.6	EM
psmc4	23996	2.6	EM
psmd13	23997	2.6	EM
psme3	19192	2.6	EM
ptbp2	56195	2.6	EM
rbm28	68272	2.6	EM
rhoa	11848	2.6	EM
rpa1	68275	2.6	EM
rpl27	19942	2.6	EM
rpl37	67281	2.6	EM
rps13	68052	2.6	EM
rps21	66481	2.6	EM
smc5l1	226026	2.6	EM
sqle	20775	2.6	EM
ssb	20823	2.6	EM
ssu72	68991	2.6	EM
stmn2	20257	2.6	EM
taf9	108143	2.6	EM
tcfap4	83383	2.6	EM
tnfsf5ip1	107047	2.6	EM
tuba6	22146	2.6	EM
wfdc2	67701	2.6	EM
1110001a07rik	66140	2.5	EM
1110001a16rik	68554	2.5	EM
1110033j19rik	66184	2.5	EM
1300007b12rik	57439	2.5	EM
1451634_at	1451634_at	2.5	EM
1455930_at	1455930_at	2.5	EM
1810058i24rik	67705	2.5	EM
2310047m15rik	69666	2.5	EM
2310061c15rik	66531	2.5	EM
2610209m04rik	66618	2.5	EM
2810422o20rik	69962	2.5	EM
2810430m08rik	67223	2.5	EM
5133401n09rik	75731	2.5	EM
8430406i07rik	74528	2.5	EM
9430077d24rik	77305	2.5	EM
abcb7	11306	2.5	EM
actl6a	56456	2.5	EM
atp6v1f	66144	2.5	EM
au020206	101757	2.5	EM
aw049765	106766	2.5	EM
aw550801	104662	2.5	EM
bcl2l1	12048	2.5	EM
bnc1	12173	2.5	EM
cdc25a	12530	2.5	EM
cdh5	12562	2.5	EM
d10ertd641e	52717	2.5	EM
d6ertd253e	52250	2.5	EM
dhx15	13204	2.5	EM
dnajc1	13418	2.5	EM
dusp1	19252	2.5	EM
eif5	217869	2.5	EM
elovl5	68801	2.5	EM
fusip1	14105	2.5	EM
gng5	14707	2.5	EM
hint1	15254	2.5	EM
hprt1	15452	2.5	EM
itpa	16434	2.5	EM
m6pr	17113	2.5	EM
mcm6	17219	2.5	EM
mgi:1925112	77862	2.5	EM
mrps36	66128	2.5	EM
mtf2	17765	2.5	EM
ndufc2	68197	2.5	EM
nudt21	68219	2.5	EM
nufip1	27275	2.5	EM
nup62	18226	2.5	EM
nxt1	56488	2.5	EM
pak1	18479	2.5	EM
pcmt1	18537	2.5	EM
pdcd5	56330	2.5	EM
plrg1	53317	2.5	EM
pole	18973	2.5	EM
prdx1	18477	2.5	EM
psma1	26440	2.5	EM
psma7	26444	2.5	EM
psmc1	19179	2.5	EM
pvrl2	19294	2.5	EM
rcor2	104383	2.5	EM
rif1	51869	2.5	EM
rnf7	19823	2.5	EM
rpe	66646	2.5	EM
rpp30	54364	2.5	EM
rps15	20054	2.5	EM
rps7	20115	2.5	EM
ruvbl1	56505	2.5	EM
rwdd4a	192174	2.5	EM
sass6	72776	2.5	EM
sec61g	20335	2.5	EM
sfrs2ip	72193	2.5	EM
sfrs3	20383	2.5	EM
smc6l1	67241	2.5	EM
syce2	71846	2.5	EM
syncrip	56403	2.5	EM
taf7	24074	2.5	EM
tcea1	21399	2.5	EM
timm9	30056	2.5	EM
tm2d3	68634	2.5	EM
tmem48	72787	2.5	EM
ung	22256	2.5	EM
uxt	22294	2.5	EM
vdac3	22335	2.5	EM
zmym1	68310	2.5	EM
znhit3	448850	2.5	EM
0610009e20rik	66048	2.4	EM
0910001a06rik	223601	2.4	EM
1110019j04rik	68512	2.4	EM
1810020e01rik	66271	2.4	EM
1810035l17rik	380773	2.4	EM
2210409m21rik	70396	2.4	EM
2310039e09rik	68016	2.4	EM
2610018g03rik	70415	2.4	EM
2700038n03rik	70240	2.4	EM
2700059d21rik	433693	2.4	EM
2810429o05rik	52504	2.4	EM
abce1	24015	2.4	EM
atox1	11927	2.4	EM
atp1b3	11933	2.4	EM
bc027231	212547	2.4	EM
bola1	69168	2.4	EM
c330027g06rik	68280	2.4	EM
cand1	71902	2.4	EM
cbx2	12416	2.4	EM
cct7	12468	2.4	EM
cdc20	107995	2.4	EM
clns1a	12729	2.4	EM
commd6	66200	2.4	EM
d19bwg1357e	52874	2.4	EM
ddx10	77591	2.4	EM
ddx18	66942	2.4	EM
ddx3x	13205	2.4	EM
dek	110052	2.4	EM
dhcr24	74754	2.4	EM
e2f1	13555	2.4	EM
eif4ebp1	13685	2.4	EM
elovl6	170439	2.4	EM
esd	13885	2.4	EM
ftl1	14325	2.4	EM
fubp1	51886	2.4	EM
ghitm	66092	2.4	EM
gng12	14701	2.4	EM
hax1	23897	2.4	EM
hbs1l	56422	2.4	EM
hccs	15159	2.4	EM
heatr1	217995	2.4	EM
hrmt1l2	15469	2.4	EM
iars	105148	2.4	EM
ier3ip1	66191	2.4	EM
immp1l	66541	2.4	EM
lrrc40	67144	2.4	EM
mdm1	17245	2.4	EM
mgi:1921571	66131	2.4	EM
mgi:1927354	57316	2.4	EM
mgi:1929091	56306	2.4	EM
mre11a	17535	2.4	EM
mrpl11	66419	2.4	EM
narg1	74838	2.4	EM
nat5	67877	2.4	EM
ncbp2	68092	2.4	EM
nde1	67203	2.4	EM
nras	18176	2.4	EM
oaz1	18245	2.4	EM
pafah1b2	18475	2.4	EM
pgk1	18655	2.4	EM
pparbp	19014	2.4	EM
ppil5	69706	2.4	EM
psmb1	19170	2.4	EM
rad1	19355	2.4	EM
rars	104458	2.4	EM
sephs2	20768	2.4	EM
shfm1	20422	2.4	EM
smc4l1	70099	2.4	EM
ssbp1	381760	2.4	EM
tcerg1	56070	2.4	EM
terf1	21749	2.4	EM
timeless	21853	2.4	EM
trmt5	76357	2.4	EM
ubl4	27643	2.4	EM
ubqln2	54609	2.4	EM
usp1	230484	2.4	EM
wasf1	83767	2.4	EM
wdsof1	223499	2.4	EM
zbtb8os	67106	2.4	EM
zmynd19	67187	2.4	EM
0610016j10rik	76890	2.3	EM
0610038d11rik	67674	2.3	EM
1190017o12rik	68936	2.3	EM
1200011o22rik	71735	2.3	EM
1200020a08rik	56724	2.3	EM
1500032h18rik	69028	2.3	EM
1810034m08rik	69786	2.3	EM
2010107e04rik	70257	2.3	EM
2310008h09rik	66356	2.3	EM
2410129e14rik	73710	2.3	EM
2810026p18rik	72655	2.3	EM
2810422b04rik	69956	2.3	EM
4122402o22rik	77626	2.3	EM
4632417k18rik	107373	2.3	EM
4732497o03rik	216987	2.3	EM
6330577e15rik	67788	2.3	EM
9430083g14rik	68117	2.3	EM
adfp	11520	2.3	EM
ampd2	109674	2.3	EM
arpc3	56378	2.3	EM
atp5e	67126	2.3	EM
atp5h	71679	2.3	EM
b2m	12010	2.3	EM
bag4	67384	2.3	EM
brrn1	215387	2.3	EM
bzw2	66912	2.3	EM
c330012h03rik	319765	2.3	EM
cab39l	69008	2.3	EM
casp3	12367	2.3	EM
cfl2	12632	2.3	EM
chchd5	66170	2.3	EM
chmp1b	67064	2.3	EM
ckap2	80986	2.3	EM
cops3	26572	2.3	EM
cox6c	12864	2.3	EM
cox7c	12867	2.3	EM
ddx46	212880	2.3	EM
dhfr	13361	2.3	EM
drg1	13494	2.3	EM
drg2	13495	2.3	EM
eif2b5	224045	2.3	EM
fkbp5	14229	2.3	EM
fzd7	14369	2.3	EM
gabpb1	14391	2.3	EM
gdi2	14569	2.3	EM
gemin7	69731	2.3	EM
gfm1	28030	2.3	EM
gpr23	78134	2.3	EM
gsto1	14873	2.3	EM
h2afz	51788	2.3	EM
hace1	209462	2.3	EM
hadh2	15108	2.3	EM
hbxip	68576	2.3	EM
hnrpab	15384	2.3	EM
hspa8	15481	2.3	EM
ict1	68572	2.3	EM
loc545856	545856	2.3	EM
marcks	17118	2.3	EM
mgea5	76055	2.3	EM
mgi:1932697	83409	2.3	EM
morc3	338467	2.3	EM
mphosph10	67973	2.3	EM
mrpl32	75398	2.3	EM
mrps21	66292	2.3	EM
mylpf	17907	2.3	EM
myo5a	17918	2.3	EM
naca	17938	2.3	EM
nans	94181	2.3	EM
ndufb2	68198	2.3	EM
ndufb3	66495	2.3	EM
nek2	18005	2.3	EM
nif3l1	65102	2.3	EM
nup133	234865	2.3	EM
nup153	218210	2.3	EM
pbef1	59027	2.3	EM
pcnt1	445007	2.3	EM
pitpnb	56305	2.3	EM
pold3	67967	2.3	EM
psma5	26442	2.3	EM
pus3	67049	2.3	EM
ranbp2	19386	2.3	EM
rbx1	56438	2.3	EM
rfwd3	234736	2.3	EM
rgs19	56470	2.3	EM
rpl23a	268449	2.3	EM
rpl7l1	66229	2.3	EM
rtn3	20168	2.3	EM
sfrs7	225027	2.3	EM
spbc25	66442	2.3	EM
ssrp1	20833	2.3	EM
stag1	20842	2.3	EM
tex10	269536	2.3	EM
tlk2	24086	2.3	EM
tmod3	50875	2.3	EM
tnpo1	238799	2.3	EM
topbp1	235559	2.3	EM
tpr	108989	2.3	EM
ube2l3	22195	2.3	EM
ube2s	77891	2.3	EM
vps24	66700	2.3	EM
wdr77	70465	2.3	EM
xpot	73192	2.3	EM
zdhhc20	75965	2.3	EM
zfp105	22646	2.3	EM
zwint	52696	2.3	EM
1100001i22rik	68436	2.2	EM
1110019n10rik	68523	2.2	EM
1500010m16rik	68969	2.2	EM
1500040f11rik	22272	2.2	EM
1810044o22rik	66427	2.2	EM
2010100o12rik	67067	2.2	EM
2310042g06rik	66390	2.2	EM
2410004n11rik	66989	2.2	EM
2410022l05rik	66423	2.2	EM
2510048o06rik	66537	2.2	EM
2610001j05rik	66520	2.2	EM
2610200g18rik	67149	2.2	EM
2700085e05rik	67201	2.2	EM
2810027o19rik	68201	2.2	EM
3010003l21rik	109163	2.2	EM
4930553m18rik	75316	2.2	EM
5930416i19rik	72440	2.2	EM
6430706d22rik	381280	2.2	EM
acp1	11431	2.2	EM
actb	11461	2.2	EM
actn1	109711	2.2	EM
adh5	11532	2.2	EM
ahctf1	226747	2.2	EM
ap3m1	55946	2.2	EM
apex2	77622	2.2	EM
arbp	11837	2.2	EM
arpc5l	74192	2.2	EM
bc010311	209212	2.2	EM
bcap31	27061	2.2	EM
bet1	12068	2.2	EM
cbx1	12412	2.2	EM
cd2bp2	70233	2.2	EM
cetn3	12626	2.2	EM
chchd1	66121	2.2	EM
ckap1	66411	2.2	EM
commd2	52245	2.2	EM
cox17	12856	2.2	EM
cox6b1	110323	2.2	EM
cse1l	110750	2.2	EM
degs1	13244	2.2	EM
dhx9	13211	2.2	EM
eef1d	66656	2.2	EM
eif3s6	16341	2.2	EM
fkbp3	30795	2.2	EM
hdac1	433759	2.2	EM
hnrpc	15381	2.2	EM
ikbkap	230233	2.2	EM
lactb	80907	2.2	EM
lap3	66988	2.2	EM
ltb4dh	67103	2.2	EM
luzp1	269593	2.2	EM
lypla1	18777	2.2	EM
med28	66999	2.2	EM
med4	67381	2.2	EM
metrn	70083	2.2	EM
mgi:1929890	64164	2.2	EM
mrpl10	107732	2.2	EM
mrpl48	52443	2.2	EM
nedd1	17997	2.2	EM
npm3	18150	2.2	EM
nudt16l1	66911	2.2	EM
nupl1	71844	2.2	EM
orc5l	26429	2.2	EM
osgep	66246	2.2	EM
pbk	52033	2.2	EM
pccb	66904	2.2	EM
pcdh18	73173	2.2	EM
pcgf6	71041	2.2	EM
piga	18700	2.2	EM
pnpt1	71701	2.2	EM
ppia	268373	2.2	EM
ppp1cc	19047	2.2	EM
psmb4	19172	2.2	EM
psmc6	67089	2.2	EM
ptch1	19206	2.2	EM
rab8a	17274	2.2	EM
rbbp7	245688	2.2	EM
rbm12	75710	2.2	EM
recc1	19687	2.2	EM
rg9mtd3	69934	2.2	EM
rhot1	59040	2.2	EM
rnmt	67897	2.2	EM
rpl13a	22121	2.2	EM
rpl30	19946	2.2	EM
rps17	20068	2.2	EM
rps5	20103	2.2	EM
rps6ka3	110651	2.2	EM
samhd1	56045	2.2	EM
slc30a4	22785	2.2	EM
smarca5	93762	2.2	EM
snx12	55988	2.2	EM
snx6	72183	2.2	EM
sod2	20656	2.2	EM
spata5	57815	2.2	EM
stk24	223255	2.2	EM
taf13	99730	2.2	EM
tceal8	66684	2.2	EM
tdg	21665	2.2	EM
tsc1	64930	2.2	EM
tubb5	22154	2.2	EM
ube2d3	66105	2.2	EM
uchl5	56207	2.2	EM
vps25	28084	2.2	EM
vps35	65114	2.2	EM
wdr57	66585	2.2	EM
ywhag	22628	2.2	EM
ywhaq	22630	2.2	EM
zcsl3	99349	2.2	EM
0610011n22rik	67433	2.1	EM
0610039j04rik	66083	2.1	EM
1110017o22rik	66167	2.1	EM
1110058l19rik	68002	2.1	EM
1110067d22rik	216551	2.1	EM
1434340_at	1434340_at	2.1	EM
1500003o22rik	101867	2.1	EM
1500006o09rik	66231	2.1	EM
1600013p15rik	67011	2.1	EM
1810037i17rik	67704	2.1	EM
2010321m09rik	69882	2.1	EM
2310044p18rik	69684	2.1	EM
2610019i03rik	66570	2.1	EM
2610511o17rik	74196	2.1	EM
2700078k21rik	101513	2.1	EM
2810002d19rik	66457	2.1	EM
2810021g02rik	353208	2.1	EM
2810441k11rik	68642	2.1	EM
2810485i05rik	72826	2.1	EM
3110001a13rik	66540	2.1	EM
3110001d03rik	66928	2.1	EM
6720463e02rik	68097	2.1	EM
acsl5	433256	2.1	EM
akt3	23797	2.1	EM
anapc1	17222	2.1	EM
atf1	11908	2.1	EM
atg5	11793	2.1	EM
atp5a1	11946	2.1	EM
baz1b	22385	2.1	EM
bc009118	234309	2.1	EM
bc048355	381101	2.1	EM
bclaf1	72567	2.1	EM
bsn	12217	2.1	EM
carhsp1	52502	2.1	EM
cbx5	12419	2.1	EM
ccdc21	70012	2.1	EM
ccnh	66671	2.1	EM
cct4	12464	2.1	EM
cdc42	12540	2.1	EM
chd7	320790	2.1	EM
cited2	17684	2.1	EM
cnih	12793	2.1	EM
cnot4	53621	2.1	EM
crsp9	66213	2.1	EM
cry1	12952	2.1	EM
cs	12974	2.1	EM
csrp2	13008	2.1	EM
cstb	13014	2.1	EM
d3ucla1	28146	2.1	EM
denr	68184	2.1	EM
dhcr7	13360	2.1	EM
dnaja2	56445	2.1	EM
eif4e	13684	2.1	EM
etv5	104156	2.1	EM
f2r	14062	2.1	EM
f730047e07rik	212377	2.1	EM
fbxl10	30841	2.1	EM
gna13	14674	2.1	EM
gpx4	14779	2.1	EM
hdac2	15182	2.1	EM
hnrpll	72692	2.1	EM
idh1	15926	2.1	EM
idh3a	67834	2.1	EM
igsf4b	94332	2.1	EM
ilf2	67781	2.1	EM
impad1	242291	2.1	EM
ivns1abp	117198	2.1	EM
lin7c	22343	2.1	EM
loc544986	544986	2.1	EM
mgi:1351465	27041	2.1	EM
mns1	17427	2.1	EM
mrpl49	18120	2.1	EM
mtx1	17827	2.1	EM
myl6	17904	2.1	EM
mylc2b	67938	2.1	EM
ndufa2	17991	2.1	EM
odc1	18263	2.1	EM
park7	57320	2.1	EM
pdk3	236900	2.1	EM
pfdn5	56612	2.1	EM
pms2	18861	2.1	EM
pold2	18972	2.1	EM
polr2l	66491	2.1	EM
pom121	107939	2.1	EM
pop5	117109	2.1	EM
ppif	105675	2.1	EM
prpf3	70767	2.1	EM
psmd11	69077	2.1	EM
ptbp1	19205	2.1	EM
ptp4a1	19243	2.1	EM
ptpn2	19255	2.1	EM
pwp1	103136	2.1	EM
rab4a	19341	2.1	EM
rab9	56382	2.1	EM
rad51c	114714	2.1	EM
rbl1	19650	2.1	EM
rpl11	67025	2.1	EM
rpl35a	57808	2.1	EM
rps24	20088	2.1	EM
rps6kb1	72508	2.1	EM
sepx1	27361	2.1	EM
sf3b3	101943	2.1	EM
slc25a26	67582	2.1	EM
smndc1	76479	2.1	EM
snapc3	77634	2.1	EM
snrpb	20638	2.1	EM
snrpd2	107686	2.1	EM
snrpn	20646	2.1	EM
spr	20751	2.1	EM
srp54	24067	2.1	EM
stoml2	66592	2.1	EM
suclg1	56451	2.1	EM
sypl	19027	2.1	EM
tada1l	27878	2.1	EM
tex9	21778	2.1	EM
thex1	67276	2.1	EM
tiprl	226591	2.1	EM
tmem60	212090	2.1	EM
trappc4	60409	2.1	EM
trim27	19720	2.1	EM
tubd1	56427	2.1	EM
tubg1	103733	2.1	EM
ube2i	22196	2.1	EM
usp15	14479	2.1	EM
wdr79	216853	2.1	EM
xpo1	103573	2.1	EM
yeats4	64050	2.1	EM
ywhae	22627	2.1	EM
zcchc8	70650	2.1	EM
zfp162	22668	2.1	EM
zfp207	22680	2.1	EM
1110020p15rik	66152	2	EM
1200009b18rik	67456	2	EM
1423031_at	1423031_at	2	EM
1439261_x_at	1439261_x_at	2	EM
1440253_at	1440253_at	2	EM
1455892_x_at	1455892_x_at	2	EM
1460677_at	1460677_at	2	EM
1500026d16rik	68209	2	EM
1700021f05rik	67851	2	EM
2010204k13rik	68355	2	EM
2310008h04rik	224008	2	EM
2310022k01rik	71909	2	EM
2410003a14rik	67872	2	EM
2410016f19rik	67371	2	EM
2410042d21rik	72425	2	EM
2610020o08rik	67050	2	EM
2610204k14rik	67148	2	EM
2810021o14rik	66309	2	EM
2900091e11rik	67282	2	EM
3110005o21rik	77035	2	EM
3230401d17rik	66680	2	EM
3300001g02rik	78372	2	EM
4833420g17rik	67392	2	EM
5730437n04rik	70544	2	EM
6330549h03rik	108667	2	EM
aa414993	103569	2	EM
adk	11534	2	EM
amd1	11702	2	EM
ankrd32	105377	2	EM
arl2bp	107566	2	EM
arl6ip4	65105	2	EM
atp2a2	11938	2	EM
atp5k	11958	2	EM
bc024814	239706	2	EM
bc025546	234728	2	EM
blmh	104184	2	EM
bysl	53414	2	EM
carm1	59035	2	EM
chchd2	14004	2	EM
chchd4	72170	2	EM
clic4	29876	2	EM
cox8a	12868	2	EM
d10ertd322e	67270	2	EM
d11ertd707e	52715	2	EM
d11ertd99e	52469	2	EM
d8ertd738e	101966	2	EM
ddx52	78394	2	EM
dlat	235339	2	EM
dnajb1	81489	2	EM
dnajc9	108671	2	EM
dncl2a	67068	2	EM
dr1	13486	2	EM
dtymk	21915	2	EM
dusp19	68082	2	EM
eed	13626	2	EM
ehd1	13660	2	EM
eif1	20918	2	EM
elof1	66126	2	EM
fbxo45	268882	2	EM
ftsj1	54632	2	EM
gm561	228715	2	EM
gnai3	14679	2	EM
gnb2l1	14694	2	EM
gpiap1	53872	2	EM
hars	15115	2	EM
hmgn2	15331	2	EM
hmox2	15369	2	EM
hnrpdl	50926	2	EM
hnrpul2	68693	2	EM
hspca	15519	2	EM
ifrd1	15982	2	EM
il1rap	16180	2	EM
jub	16475	2	EM
khdrbs1	20218	2	EM
leprotl1	68192	2	EM
lin9	72568	2	EM
loc434179	434179	2	EM
lta4h	16993	2	EM
mapk1	26413	2	EM
mdfic	16543	2	EM
mrpl47	74600	2	EM
mrps23	64656	2	EM
mtdh	67154	2	EM
myo1b	17912	2	EM
ndufa12	66414	2	EM
ndufa13	67184	2	EM
ndufc1	66377	2	EM
ndufv2	72900	2	EM
nfya	18044	2	EM
nubp1	26425	2	EM
nudc	18221	2	EM
nup54	269113	2	EM
phtf2	68770	2	EM
pmm1	29858	2	EM
pmpca	66865	2	EM
polr3e	26939	2	EM
ppp4r2	232314	2	EM
prdx6	11758	2	EM
prei3	19070	2	EM
psip1	101739	2	EM
psmb2	26445	2	EM
psmb7	19177	2	EM
psmc2	19181	2	EM
ptdsr	107817	2	EM
rap1a	109905	2	EM
rasd1	19416	2	EM
rbm22	66810	2	EM
rhebl1	69159	2	EM
rnf138	56515	2	EM
rpl31	114641	2	EM
rpl37a	19981	2	EM
rps27	57294	2	EM
rps29	20090	2	EM
rps9	546015	2	EM
sdhc	66052	2	EM
sec63	140740	2	EM
senp2	75826	2	EM
serbp1	66870	2	EM
siah1a	20437	2	EM
slc30a6	210148	2	EM
smarcad1	13990	2	EM
socs6	54607	2	EM
strap	20901	2	EM
sumo2	170930	2	EM
