Probe Set ID	Gene Symbol	Gene Title	Fold change([GFP+CD133+] vs [GFP-CD133-])	Regulation([GFP+CD133+] vs [GFP-CD133-])	Fold change([GFP-CD133+] vs [GFP-CD133-])	Regulation ([GFP-CD133+] vs [GFP-CD133-])	Fold change([GFP+CD133+] vs [GFP-CD133+])	Regulation([GFP+CD133+] vs [GFP-CD133+])
1444084_at	LOC676960 /// Prrg4	proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) /// similar to Transmembrane gamma-carboxyglutamic acid protein 4 precursor (Proline-rich Gla protein 4) (Proline-rich gamma-carboxyglutamic acid protein 4)	2.347434	up	2.7136636	down	1.1560128	down
1447314_at			1.4545021	up	2.708423	down	1.8620963	down
1450114_at	Ksr1	kinase suppressor of ras 1	1.5442692	up	2.704851	down	1.7515411	down
1424098_at	Elovl7	ELOVL family member 7, elongation of long chain fatty acids (yeast)	1.8517412	up	2.695513	down	1.455664	down
1451876_a_at	Trp63	transformation related protein 63	1.4365504	up	2.6731684	down	1.8608248	down
1421074_at	Cyp7b1	cytochrome P450, family 7, subfamily b, polypeptide 1	1.5218662	up	2.6642354	down	1.750637	down
1419619_at	Krt80	keratin 80	1.3504648	up	2.6519556	down	1.9637352	down
1436204_at	1110059G02Rik	RIKEN cDNA 1110059G02 gene	2.0908136	up	2.640206	down	1.2627648	down
1450288_at	Cdh6	cadherin 6	2.2585158	up	2.6348908	down	1.166647	down
1422823_at	Eps8 /// LOC632638	epidermal growth factor receptor pathway substrate 8 /// similar to Epidermal growth factor receptor kinase substrate 8	1.6629641	up	2.6321473	down	1.5828047	down
1449864_at	Il4	interleukin 4	1.5213242	up	2.6154504	down	1.7191933	down
1459622_at	Gm22	gene model 22, (NCBI)	1.8417957	up	2.6142864	down	1.4194225	down
1455299_at	Vgll3	vestigial like 3 (Drosophila)	1.4505523	up	2.6003215	down	1.7926425	down
1417160_s_at	Kal1	Kallmann syndrome 1 sequence (human)	1.3800861	up	2.5996838	down	1.8837113	down
1417143_at	Lpar1	lysophosphatidic acid receptor 1	1.5734985	up	2.5890992	down	1.645441	down
1417654_at	Sdc4	syndecan 4	1.9155113	up	2.5673807	down	1.3403109	down
1421355_at	Tgm3	transglutaminase 3, E polypeptide	1.3990834	up	2.567043	down	1.8348036	down
1427910_at	Cst6	cystatin E/M	1.4633579	up	2.5559678	down	1.7466458	down
1419420_at	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	2.1364253	up	2.533956	down	1.1860728	down
1427076_at	Mpeg1	macrophage expressed gene 1	1.3177752	up	2.5242064	down	1.915506	down
1456317_at	Aldh3b2	aldehyde dehydrogenase 3 family, member B2	1.3693017	up	2.5182278	down	1.8390598	down
1448606_at	Lpar1	lysophosphatidic acid receptor 1	1.653068	up	2.5088863	down	1.5177152	down
1432592_at	Pappa	pregnancy-associated plasma protein A	2.8381264	up	2.5081935	down	1.131542	up
1427633_a_at	Pappa	pregnancy-associated plasma protein A	2.4933465	up	2.5079486	down	1.0058565	down
1431795_a_at	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B	4.201836	up	2.499371	down	1.6811575	up
1451440_at	Chodl	chondrolectin	3.7489343	up	2.4991581	down	1.5000787	up
1431347_at	5730407M17Rik	RIKEN cDNA 5730407M17 gene	1.3269267	up	2.4956877	down	1.880803	down
1426260_a_at	LOC632297 /// Ugt1a1 /// Ugt1a10 /// Ugt1a2 /// Ugt1a5 /// Ugt1a6a /// Ugt1a6b /// Ugt1a7c /// Ugt1a9	UDP glucuronosyltransferase 1 family, polypeptide A2 /// UDP glucuronosyltransferase 1 family, polypeptide A6A /// UDP glycosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A7C /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A9 /// UDP glucuronosyltransferase 1 family, polypeptide A6B /// UDP glucuronosyltransferase 1 family, polypeptide A1 /// similar to UDP glycosyltransferase 1 family, polypeptide A8	2.7483737	up	2.494596	down	1.1017311	up
1421471_at	Npy1r	neuropeptide Y receptor Y1	1.8947923	up	2.4917448	down	1.3150489	down
1450355_a_at	Capg	capping protein (actin filament), gelsolin-like	1.5558522	up	2.4901965	down	1.6005354	down
1427994_at	Cd300lf /// LOC100047115	CD300 antigen like family member F /// similar to CD300 antigen like family member F	1.3627963	up	2.4870536	down	1.8249637	down
1416776_at	Crym	crystallin, mu	1.7868843	up	2.4789848	down	1.3873225	down
1436532_at	Dclk3	doublecortin-like kinase 3	1.354076	up	2.4698963	down	1.8240455	down
1449938_at	Pp11r	placental protein 11 related	1.3039118	up	2.4472451	down	1.8768487	down
1415811_at	Uhrf1	ubiquitin-like, containing PHD and RING finger domains, 1	1.509498	up	2.4380586	down	1.6151454	down
1449949_a_at	Cxadr	coxsackievirus and adenovirus receptor	1.5261233	up	2.437383	down	1.5971075	down
1455754_at	Lmo3	LIM domain only 3	2.0703712	up	2.4308693	down	1.1741225	down
1431176_at	Chmp4c	chromatin modifying protein 4C	1.476661	up	2.4279797	down	1.6442362	down
1419237_at	Usp29	ubiquitin specific peptidase 29	1.4517927	up	2.425034	down	1.6703721	down
1426302_at	Tmprss4	transmembrane protease, serine 4	1.2136216	up	2.4245453	down	1.9977767	down
1420421_s_at	Klrb1b	killer cell lectin-like receptor subfamily B member 1B	1.2690803	up	2.4244938	down	1.9104337	down
1453201_at	Rassf10	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10	2.3316557	up	2.421915	down	1.0387105	down
1446341_at	6030403N03Rik	RIKEN cDNA 6030403N03 gene	1.6961329	up	2.4007368	down	1.4154179	down
1419027_s_at	Gltp	glycolipid transfer protein	1.2326128	up	2.39624	down	1.944033	down
1441371_at	Plxna4	plexin A4	1.2115083	up	2.395989	down	1.977691	down
1420938_at	Hs6st2	heparan sulfate 6-O-sulfotransferase 2	1.2052315	up	2.3917935	down	1.9845097	down
1454687_at	Lrfn5	leucine rich repeat and fibronectin type III domain containing 5	2.0543988	up	2.3873527	down	1.1620688	down
1423915_at	Olfml2b	olfactomedin-like 2B	1.407274	up	2.3805027	down	1.6915702	down
1418744_s_at	LOC100047138 /// Tesc	tescalcin /// similar to Tescalcin	1.3472922	up	2.3791084	down	1.7658445	down
1452114_s_at	Igfbp5	insulin-like growth factor binding protein 5	1.3554482	up	2.364543	down	1.744473	down
1417009_at	C1r	complement component 1, r subcomponent	1.3466629	up	2.3643203	down	1.7556884	down
1432210_at	4933401H06Rik	RIKEN cDNA 4933401H06 gene	1.2442061	up	2.3596056	down	1.8964747	down
1418057_at	Tiam1	T-cell lymphoma invasion and metastasis 1	2.2418714	up	2.3572228	down	1.0514531	down
1422917_at	Epha1	Eph receptor A1	1.3318616	up	2.3562217	down	1.769119	down
1424680_at	BB146404	expressed sequence BB146404	3.1418216	up	2.3528447	down	1.3353289	up
1434815_a_at	Mapkapk3	mitogen-activated protein kinase-activated protein kinase 3	1.3991523	up	2.3526638	down	1.6814923	down
1416032_at	Tmem109	transmembrane protein 109	1.1950804	up	2.352439	down	1.9684356	down
1434893_at	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	3.0726535	up	2.3508925	down	1.3070158	up
1449470_at	Dlx1	distal-less homeobox 1	1.8189775	up	2.3463848	down	1.2899472	down
1460197_a_at	Steap4	STEAP family member 4	1.9236492	up	2.3354814	down	1.214089	down
1441971_at		Transcribed locus	2.5158596	up	2.329922	down	1.0798042	up
1447661_at		Transcribed locus	1.3530449	up	2.3298728	down	1.7219478	down
1450435_at	L1cam	L1 cell adhesion molecule	3.9470313	up	2.326083	down	1.6968575	up
1418921_at	Cadm3	cell adhesion molecule 3	1.2567539	up	2.3247023	down	1.8497672	down
1452257_at	Bdh1	3-hydroxybutyrate dehydrogenase, type 1	1.5215619	up	2.3204668	down	1.5250559	down
1423634_at	Gsdma1	gasdermin A1	1.2222904	up	2.3078773	down	1.8881577	down
1431961_at	Dock8	dedicator of cytokinesis 8	1.2391014	up	2.3060164	down	1.8610394	down
1442439_at	W91776	expressed sequence W91776	1.2419211	up	2.303088	down	1.8544562	down
1458481_at	Gm614	gene model 614, (NCBI)	1.3931499	up	2.2978797	down	1.6494132	down
1431611_a_at	Cadm1	cell adhesion molecule 1	3.9091206	up	2.2971854	down	1.7017	up
1430135_at	Dnase2a	deoxyribonuclease II alpha	1.3127058	up	2.2957594	down	1.7488759	down
1433149_at	4930513N20Rik	RIKEN cDNA 4930513N20 gene	1.1776254	up	2.2949371	down	1.9487836	down
1448591_at	Ctss	cathepsin S	1.2719886	up	2.2918198	down	1.8017613	down
1444441_at	Rapgefl1	Rap guanine nucleotide exchange factor (GEF)-like 1	1.1603056	up	2.2871501	down	1.9711617	down
1447695_at	2610035D17Rik	RIKEN cDNA 2610035D17 gene	1.2612468	up	2.269156	down	1.7991371	down
1425620_at	Tgfbr3	transforming growth factor, beta receptor III	1.2199326	up	2.2667243	down	1.8580737	down
1434851_s_at	Crb3	crumbs homolog 3 (Drosophila)	1.2400709	up	2.2648318	down	1.8263729	down
1421533_at	Slc7a1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1	2.2718728	up	2.2476544	down	1.0107749	up
1439682_at			1.4532106	up	2.2454164	down	1.5451418	down
1458617_at	Prkcbp1	protein kinase C binding protein 1	1.3435566	up	2.2367616	down	1.6648062	down
1434447_at	Met	met proto-oncogene	2.9769988	up	2.2364469	down	1.3311287	up
1428173_at	Eml2	echinoderm microtubule associated protein like 2	1.6716367	up	2.236009	down	1.3376166	down
1440765_at	Fras1	Fraser syndrome 1 homolog (human)	2.834607	up	2.2351117	down	1.2682172	up
1449277_at	Ccl19 /// LOC100039053 /// LOC100043921	chemokine (C-C motif) ligand 19 /// similar to EBI-1 ligand chemokine	1.1587418	up	2.2330897	down	1.9271674	down
1451755_a_at	Apobec1	apolipoprotein B editing complex 1	1.4364691	up	2.2326038	down	1.5542302	down
1422774_at	1700088E04Rik	RIKEN cDNA 1700088E04 gene	1.6084682	up	2.2316697	down	1.3874503	down
1421498_a_at	2010204K13Rik	RIKEN cDNA 2010204K13 gene	1.2811489	up	2.2237737	down	1.7357652	down
1432418_a_at	Ckmt1	creatine kinase, mitochondrial 1, ubiquitous	1.2996671	up	2.214799	down	1.7041279	down
1418099_at	Tnfrsf1b	tumor necrosis factor receptor superfamily, member 1b	1.179075	up	2.1993806	down	1.8653442	down
1421186_at	Ccr2	chemokine (C-C motif) receptor 2	1.1410329	up	2.1981506	down	1.9264567	down
1451198_at	Gatad2a	GATA zinc finger domain containing 2A	1.7683094	up	2.1968095	down	1.2423218	down
1448280_at	Syp	synaptophysin	1.3848264	up	2.1895099	down	1.5810717	down
1424783_a_at	LOC632297 /// Ugt1a1 /// Ugt1a10 /// Ugt1a2 /// Ugt1a5 /// Ugt1a6a /// Ugt1a6b /// Ugt1a7c /// Ugt1a9	UDP glucuronosyltransferase 1 family, polypeptide A2 /// UDP glucuronosyltransferase 1 family, polypeptide A6A /// UDP glycosyltransferase 1 family, polypeptide A10 /// UDP glucuronosyltransferase 1 family, polypeptide A7C /// UDP glucuronosyltransferase 1 family, polypeptide A5 /// UDP glucuronosyltransferase 1 family, polypeptide A9 /// UDP glucuronosyltransferase 1 family, polypeptide A6B /// UDP glucuronosyltransferase 1 family, polypeptide A1 /// similar to UDP glycosyltransferase 1 family, polypeptide A8	2.2388988	up	2.1883569	down	1.0230957	up
1422783_a_at	Krt6a	keratin 6A	1.5686855	up	2.1793668	down	1.3892949	down
1439532_s_at	Kif13a	kinesin family member 13A	1.6219581	up	2.1706672	down	1.3383003	down
1453259_at	Insc	inscuteable homolog (Drosophila)	1.9391698	up	2.1662421	down	1.1170977	down
1453092_at	Crct1	cysteine-rich C-terminal 1	1.1187602	up	2.1651201	down	1.9352851	down
1439902_at	C5ar1	complement component 5a receptor 1	2.6242537	up	2.1638243	down	1.212785	up
1418261_at	Syk	spleen tyrosine kinase	1.2394336	up	2.162213	down	1.7445168	down
1417307_at	Dmd	dystrophin, muscular dystrophy	2.2022972	up	2.160611	down	1.0192937	up
1451775_s_at	Il13ra1	interleukin 13 receptor, alpha 1	1.2959315	up	2.1600246	down	1.6667738	down
1435748_at	Gda	guanine deaminase	1.12254	up	2.1537302	down	1.9186224	down
1452308_a_at	Atp1a2	ATPase, Na+/K+ transporting, alpha 2 polypeptide	2.2665205	up	2.1517227	down	1.0533516	up
1452145_at	H6pd	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase)	1.0887562	up	2.1478662	down	1.9727706	down
1421307_at	Car13	carbonic anhydrase 13	1.179337	up	2.144955	down	1.8187803	down
1457691_at	Ebi2	Epstein-Barr virus induced gene 2	1.2582035	up	2.1425548	down	1.7028683	down
1454799_at	Agpat9	1-acylglycerol-3-phosphate O-acyltransferase 9	1.0973145	up	2.1397326	down	1.949972	down
1456969_at	Adamts5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 5 (aggrecanase-2)	1.255465	up	2.1374905	down	1.702549	down
1449538_a_at	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	1.2689005	up	2.137447	down	1.6844876	down
1450433_at	Rbpjl	recombination signal binding protein for immunoglobulin kappa J region-like	1.4963226	up	2.1364958	down	1.4278309	down
1426025_s_at	Laptm5	lysosomal-associated protein transmembrane 5	1.1713562	up	2.1355107	down	1.8231096	down
1449422_at	Cdh4	cadherin 4	1.1179467	up	2.1337507	down	1.9086335	down
1416188_at	Gm2a	GM2 ganglioside activator protein	1.3068794	up	2.1334717	down	1.6324933	down
1454764_s_at	Slc38a1	solute carrier family 38, member 1	1.676191	up	2.131278	down	1.2715008	down
1417933_at	Igfbp6	insulin-like growth factor binding protein 6	1.1950396	up	2.127714	down	1.7804546	down
1428809_at	1810010H24Rik	RIKEN cDNA 1810010H24 gene	2.0679529	up	2.1271856	down	1.0286433	down
1446670_at			1.1034441	up	2.1261733	down	1.9268516	down
1432591_at	Pappa	pregnancy-associated plasma protein A	1.6790173	up	2.1254377	down	1.2658819	down
1436868_at	Rtn4rl1	reticulon 4 receptor-like 1	1.8902669	up	2.1227612	down	1.1229955	down
1452067_at	Naaa	Nacylethanolamine acid amidase	1.2745552	up	2.1200435	down	1.6633595	down
1454845_x_at	Mchr1	Melanin-concentrating hormone receptor 1	1.1512498	up	2.1078906	down	1.8309587	down
1418735_at	Krt4	keratin 4	1.3172947	up	2.1073873	down	1.5997843	down
1423897_at	Rnf187	ring finger protein 187	1.1520047	up	2.1061797	down	1.8282733	down
1454806_at	D12Ertd553e	DNA segment, Chr 12, ERATO Doi 553, expressed	1.2340056	up	2.1047814	down	1.7056499	down
1450643_s_at	Acsl1	acyl-CoA synthetase long-chain family member 1	1.2244599	up	2.099576	down	1.7146956	down
1422985_at	Fzd1	frizzled homolog 1 (Drosophila)	1.2179348	up	2.0978487	down	1.7224636	down
1449984_at	Cxcl2	chemokine (C-X-C motif) ligand 2	2.2707028	up	2.096577	down	1.0830524	up
1434399_at	Galnt6 /// LOC100047499	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 /// similar to UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6	1.9858572	up	2.0948198	down	1.0548693	down
1419810_x_at	Arhgap9	Rho GTPase activating protein 9	1.0523865	up	2.0898747	down	1.9858433	down
1460285_at	Itga9	integrin alpha 9	3.036057	up	2.0875092	down	1.4543921	up
1420630_at	8430419L09Rik	RIKEN cDNA 8430419L09 gene	1.2401892	up	2.087107	down	1.682894	down
1449549_at	Efnb2	ephrin B2	1.1349342	up	2.087103	down	1.838964	down
1418669_at	Hspg2	perlecan (heparan sulfate proteoglycan 2)	1.5771925	up	2.0863054	down	1.3227968	down
1427381_at	Irg1	immunoresponsive gene 1	1.8424162	up	2.0852506	down	1.1318021	down
1451055_at	Slc45a2	solute carrier family 45, member 2	1.2142669	up	2.0829113	down	1.7153653	down
1421860_at	Clstn1	calsyntenin 1	1.2967792	up	2.080934	down	1.6046941	down
1419193_a_at	Gmfg	glia maturation factor, gamma	1.123068	up	2.0773234	down	1.8496865	down
1453243_at	0610030E20Rik	RIKEN cDNA 0610030E20 gene	1.0638099	up	2.0738978	down	1.9495003	down
1424214_at	9130213B05Rik	RIKEN cDNA 9130213B05 gene	1.5224831	up	2.0737932	down	1.3621124	down
1424011_at	Aqp9	aquaporin 9	1.676547	up	2.0730054	down	1.2364732	down
1422037_at	Dlx3	distal-less homeobox 3	1.1754514	up	2.0727513	down	1.7633663	down
1430794_at	4933426K07Rik	RIKEN cDNA 4933426K07 gene	1.1705161	up	2.0715218	down	1.7697507	down
1456694_x_at	Ptpn6	protein tyrosine phosphatase, non-receptor type 6	1.1317418	up	2.0695856	down	1.8286729	down
1435830_a_at	5430435G22Rik	RIKEN cDNA 5430435G22 gene	1.2049311	up	2.0671692	down	1.7155913	down
1417377_at	Cadm1	cell adhesion molecule 1	3.7030067	up	2.0626588	down	1.7952588	up
1424882_a_at	Nt5dc2	5-nucleotidase domain containing 2	1.0627847	up	2.0601315	down	1.9384279	down
1452592_at	Mgst2	microsomal glutathione S-transferase 2	1.2893695	up	2.0552187	down	1.5939717	down
1448237_x_at	Ldhb	lactate dehydrogenase B	2.4373858	up	2.0549996	down	1.1860759	up
1442927_at	Ptk2b	PTK2 protein tyrosine kinase 2 beta	1.0509628	up	2.0540636	down	1.9544588	down
1438504_x_at	Tm7sf3	Transmembrane 7 superfamily member 3	1.2058185	up	2.0527484	down	1.7023691	down
1448227_at	Grb7	growth factor receptor bound protein 7	1.1365651	up	2.0517519	down	1.8052218	down
1451210_at	Ppap2c	phosphatidic acid phosphatase type 2c	1.5526812	up	2.0511196	down	1.3210177	down
1434987_at	Aldh2	aldehyde dehydrogenase 2, mitochondrial	1.0378168	up	2.0510256	down	1.9762888	down
1435115_at	Fndc5	fibronectin type III domain containing 5	1.0628654	up	2.0498598	down	1.9286165	down
1430654_at	Nsun3	NOL1/NOP2/Sun domain family 3	2.4455254	up	2.047814	down	1.1942127	up
1451092_a_at	Rangap1	RAN GTPase activating protein 1	1.0735136	up	2.047332	down	1.9071317	down
1436718_at	Nxph1	neurexophilin 1	1.1340535	up	2.0463054	down	1.8044171	down
1434500_at	Ttyh2	tweety homolog 2 (Drosophila)	1.5023314	up	2.0453315	down	1.3614383	down
1418294_at		erythrocyte protein band 4.1-like 4b	3.8655982	up	2.040789	down	1.8941686	up
1417376_a_at	Cadm1	cell adhesion molecule 1	3.082198	up	2.0397582	down	1.5110604	up
1441768_at	9430051O21Rik	RIKEN cDNA 9430051O21 gene	1.2635405	up	2.0381784	down	1.6130693	down
1446116_at	B230378P21Rik	RIKEN cDNA B230378P21 gene	1.1294848	up	2.0371878	down	1.8036436	down
1450805_at	Sgcd	sarcoglycan, delta (dystrophin-associated glycoprotein)	1.709375	up	2.0369709	down	1.1916466	down
1418175_at	Vdr	vitamin D receptor	2.9280782	up	2.0349994	down	1.4388595	up
1442557_at			1.1250262	up	2.0311291	down	1.8054059	down
1441743_at	Pax3	paired box gene 3	2.1984704	up	2.0296156	down	1.0831954	up
1459070_at		Transcribed locus, strongly similar to NP_796363.2 melanoma inhibitory activity 3 [Mus musculus]	1.1622323	up	2.0275111	down	1.7444974	down
1423589_at	Arpc4	actin related protein 2/3 complex, subunit 4	1.1594658	up	2.027398	down	1.7485623	down
1419060_at	Gzmb	granzyme B	1.3989466	up	2.0243936	down	1.4470843	down
1451680_at	Srxn1	sulfiredoxin 1 homolog (S. cerevisiae)	1.2593775	up	2.0235794	down	1.6068093	down
1439022_at	Phactr1	phosphatase and actin regulator 1	1.2618687	up	2.0222876	down	1.6026133	down
1456250_x_at	Tgfbi	transforming growth factor, beta induced	1.0230335	up	2.021145	down	1.9756392	down
1433963_a_at	Fermt3	fermitin family homolog 3 (Drosophila)	1.2359538	up	2.0208998	down	1.6350933	down
1460713_at	BC048355	cDNA sequence BC048355	1.5129789	up	2.0185678	down	1.334168	down
1418741_at	Itgb7	integrin beta 7	1.2745903	up	2.0148792	down	1.5808054	down
1428098_a_at	Tm7sf3	transmembrane 7 superfamily member 3	1.1464894	up	2.0120506	down	1.7549666	down
1450023_at	Gtpbp1	GTP binding protein 1	1.2676324	up	2.0093374	down	1.5851104	down
1459665_s_at	Mrvi1	MRV integration site 1	1.0402842	up	2.0066657	down	1.9289593	down
1450069_a_at	Cugbp2	CUG triplet repeat, RNA binding protein 2	1.38842	up	2.0059948	down	1.4448041	down
1415903_at	Slc38a1	solute carrier family 38, member 1	1.4128855	up	2.0051951	down	1.4192197	down
1425202_a_at	Ank3	ankyrin 3, epithelial	2.6938603	up	2.0032094	down	1.3447722	up
1449155_at	Polr3g	polymerase (RNA) III (DNA directed) polypeptide G	1.2125974	up	2.0026221	down	1.6515144	down
1451154_a_at	Cugbp2	CUG triplet repeat, RNA binding protein 2	1.2011217	up	2.0025725	down	1.667252	down
1437117_at	Centb1	centaurin, beta 1	1.370606	up	2.0021436	down	1.4607726	down
1418608_at	Calml3	calmodulin-like 3	1.2006754	up	2.0014663	down	1.6669505	down
1460500_at	5033421C21Rik	RIKEN cDNA 5033421C21 gene	1.1700845	up	2.0007286	down	1.709901	down
1421244_at	Esr1	estrogen receptor 1 (alpha)	1.1817228	up	2.0001943	down	1.6926088	down
