Probesets	Symbol	Title
1453012_at	Tsc22d2	TSC22 domain family 2
1453055_at	Sema6d	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D
1453091_s_at	Letmd1	LETM1 domain containing 1
1453102_at	Flrt3	fibronectin leucine rich transmembrane protein 3
1453120_at	Txndc13	thioredoxin domain containing 13
1453125_at	Sox11	SRY-box containing gene 11
1453247_at	Zfp618; LOC667396	zinc fingerprotein 618; similar to zinc finger protein 618
1453271_at	Phf14	PHD finger protein 14
1453286_at	Plxna2	plexin A2
1453355_at	Wnk2	WNK lysine deficient protein kinase 2
1453622_s_at	Mllt3	myeloid/lymphoid or mixed lineage-leukemia translocation to 3 homolog (Drosop...
1453771_at	Gulp1	GULP, engulfment adaptor PTB domain containing 1
1453863_at	3300002P09Rik	RIKEN cDNA 3300002P09 gene
1454051_at	2600011E07Rik	RIKEN cDNA 2600011E07 gene
1454301_at	2900073C17Rik	RIKEN cDNA 2900073C17 gene
1454424_at	2610040L17Rik	RIKEN cDNA 2610040L17 gene
1454604_s_at	Tspan12	tetraspanin 12
1454613_at	Dpysl3	dihydropyrimidinase-like 3
1454630_at	Samd14	sterile alpha motif domain containing 14
1454650_at	Trim35	tripartite motif-containing 35
1454672_at	---	---
1454674_at	Fez1	fasciculation and elongation protein zeta 1 (zygin I)
1454677_at	Timp2	tissue inhibitor of metalloproteinase 2
1454740_at	Mib1	mindbomb homolog 1 (Drosophila)
1454773_at	Rxra	retinoid X receptor alpha
1454798_at	Armet	Arginine-rich, mutated in early stage tumors
1454822_x_at	Apcdd1	adenomatosis polyposis coli down-regulated 1
1454830_at	Fbn2	fibrillin 2
1454857_at	Rnf122	ring finger protein 122
1454866_s_at	Clic6	chloride intracellular channel 6
1454867_at	Mn1	meningioma 1
1454884_at	Btbd4	BTB (POZ) domain containing 4
1454927_at	Zfp41	zinc finger protein 41
1454960_at	Smad3	MAD homolog 3 (Drosophila)
1454965_at	D430039N05Rik	RIKEN cDNA D430039N05 gene
1454999_at	Phf21b	PHD finger protein 21B
1455009_at	Cpd	carboxypeptidase D
1455034_at	Nr4a2	Nuclear receptor subfamily 4, group A, member 2
1455037_at	Plxna2	plexin A2
1455082_at	Cblb	Casitas B-lineage lymphoma b
1455083_at	Atp11c	Atpase, class VI, type 11C
1455090_at	Angptl2	angiopoietin-like 2
1455096_at	---	---
1455101_at	---	Mus musculus, clone IMAGE:2647821, mRNA
1455145_at	---	14, 17 days embryo head cDNA, RIKEN full-length enriched library, clone:32224...
1455147_at	---	PREDICTED: Mus musculus similar to KIAA1913 (LOC622645), mRNA
1455154_at	Gli3	GLI-Kruppel family member GLI3
1455161_at	AI504432	expressed sequence AI504432
1455169_at	Rab11fip2	RAB11 family interacting protein 2 (class I)
1455206_at	C130006E23	Hypothetical protein C130006E23
1455210_at	Zhx2	zinc fingers and homeoboxes protein 2
1455228_at	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)
1455234_at	B3galt1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1
1455303_at	---	---
1455325_at	A230057G18Rik	RIKEN cDNA A230057G18 gene
1455340_at	AI852444	Expressed sequence AI852444
1455398_at	Lrrc8c	leucine rich repeat containing 8 family, member C
1455403_at	Manea	mannosidase, endo-alpha
1455406_at	---	0 day neonate head cDNA, RIKEN full-length enriched library, clone:4833431M13...
1455426_at	---	---
1455447_at	D430019H16Rik	RIKEN cDNA D430019H16 gene
1455460_at	6430547I21Rik	RIKEN cDNA 6430547I21 gene
1455468_at	---	0 day neonate kidney cDNA, RIKEN full-length enriched library, clone:D630029P...
1455491_at	Hnrph3; LOC669773	heterogeneous nuclear ribonucleoprotein H3; similar to heterogeneous nuclear ...
1455516_at	---	Transcribed locus
1455529_at	2700083E18Rik	RIKEN cDNA 2700083E18 gene
1455537_at	6430547I21Rik	RIKEN cDNA 6430547I21 gene
1455548_at	Dlgap4	discs, large homolog-associated protein 4 (Drosophila)
1455591_at	---	---
1455592_at	Vangl2	vang-like 2 (van gogh, Drosophila)
1455594_at	Exoc3	exocyst complex component 3
1455607_at	Rspo3	R-spondin 3 homolog (Xenopus laevis)
1455622_at	Podxl2	podocalyxin-like 2
1455636_at	Lsamp	limbic system-associated membrane protein
1455638_at	Zfp319	zinc finger protein 319
1455654_at	6430706D22Rik	RIKEN cDNA 6430706D22 gene
1455659_at	---	---
1455684_at	Map3k9	mitogen-activated protein kinase kinase kinase 9
1455687_at	Ick	intestinal cell kinase
1455706_at	Stxbp4	syntaxin binding protein 4
1455711_at	Dtx4	deltex 4 homolog (Drosophila)
1455729_at	Gnaq	guanine nucleotide binding protein, alpha q polypeptide
1455785_at	---	Transcribed locus
1455792_x_at	Ndn	necdin
1455796_x_at	Olfm1	olfactomedin 1
1455817_x_at	LOC668166	similar to Zinc finger X-linked protein ZXDB
1455883_a_at	Lrrtm1	leucine rich repeat transmembrane neuronal 1
1455893_at	Rspo2	R-spondin 2 homolog (Xenopus laevis)
1455907_x_at	Phox2b	paired-like homeobox 2b
1455915_at	Galnt4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransfer...
1455956_x_at	Ccnd2	cyclin D2
1455960_at	Megf9	multiple EGF-like-domains 9
1455979_at	Arid1b	AT rich interactive domain 1B (Swi1 like)
1456010_x_at	Hes5	hairy and enhancer of split 5 (Drosophila)
1456022_at	Hipk2	homeodomain interacting protein kinase 2
1456060_at	Maf	avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog
1456064_at	AI504432	expressed sequence AI504432
1456067_at	Gli3	GLI-Kruppel family member GLI3
1456111_at	D930028F11Rik	RIKEN cDNA D930028F11 gene
1456153_at	Ssh2	slingshot homolog 2 (Drosophila)
1456214_at	Pcdh7	protocadherin 7
1456220_at	Fbxl7	F-box and leucine-rich repeat protein 7
1456292_a_at	Vim	vimentin
1456303_at	Phf14	PHD finger protein 14
1456343_at	Slc35f1	solute carrier family 35, member F1
1456377_x_at	Limd2; LOC632329	LIM domain containing 2; similar to epithelial protein lost in neoplasm
1456392_at	Negr1	neuronal growth regulator 1
1456423_at	Mbd5	methyl-CpG binding domain protein 5
1456475_s_at	Prkar2b	protein kinase, cAMP dependent regulatory, type II beta
1456482_at	Pik3r3	phosphatidylinositol 3 kinase, regulatory subunit, polypeptide 3 (p55)
1456492_at	9130404D08Rik	RIKEN cDNA 9130404D08 gene
1456500_at	Aph1b	anterior pharynx defective 1b homolog (C. elegans)
1456609_at	Camk2n1	calcium/calmodulin-dependent protein kinase II inhibitor 1
1456659_at	LOC552902	hypothetical LOC552902
1456686_at	Zfhx1a	Zinc finger homeobox 1a
1456688_at	Top2b	Topoisomerase (DNA) II beta
1456700_x_at	---	0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230...
1456715_at	Phr1	Pam, highwire, rpm 1
1456735_x_at	Acpl2	acid phosphatase-like 2
1456741_s_at	Gpm6a	glycoprotein m6a
1456763_at	AA536749	expressed sequence AA536749
1456791_at	AA407452	EST AA407452
1456811_at	Cxxc4	CXXC finger 4
1456901_at	Adamts20	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin...
1457009_at	Rhobtb3	Rho-related BTB domain containing 3
1457077_at	---	2 days neonate sympathetic ganglion cDNA, RIKEN full-length enriched library,...
1457145_at	Plekhg4	pleckstrin homology domain containing, family G (with RhoGef domain) member 4
1457157_at	Plch1	phospholipase C, eta 1
1457191_at	---	---
1457229_at	Gpr173	G-protein coupled receptor 173
1457257_x_at	---	0 day neonate lung cDNA, RIKEN full-length enriched library, clone:E030046E07...
1457264_at	Phf20l1	PHD finger protein 20-like 1
1457273_at	LOC669490	similar to odd Oz/ten-m homolog 2
1457324_at	Oprs1	Opioid receptor, sigma 1
1457358_at	---	---
1457377_at	L3mbtl3	L(3)mbt-like 3 (Drosophila)
1457412_at	Scn8a	sodium channel, voltage-gated, type VIII, alpha
1457424_at	Eya1	eyes absent 1 homolog (Drosophila)
1457454_at	Usp47	ubiquitin specific peptidase 47
1457510_at	Phf14	PHD finger protein 14
1457524_at	Tcf12	Transcription factor 12
1457548_at	Adamts6	A disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin...
1457589_at	Fat3	FAT tumor suppressor homolog 3 (Drosophila)
1457632_s_at	Mrg1	myeloid ecotropic viral integration site-related gene 1
1457642_at	5730507N06Rik	RIKEN cDNA 5730507N06 gene
1457656_s_at	C230085N15Rik	RIKEN cDNA C230085N15 gene
1457671_at	9330120H11Rik	RIKEN cDNA 9330120H11 gene
1457687_at	Bcl2	B-cell leukemia/lymphoma 2
1457751_at	4832420A03Rik	RIKEN cDNA 4832420A03 gene
1457778_at	Stox2	storkhead box 2
1457881_at	Osbpl6	oxysterol binding protein-like 6
1457886_at	LOC552873	hypothetical LOC552873
1457966_at	Fbxl7	F-box and leucine-rich repeat protein 7
1458012_at	Dach2	dachshund 2 (Drosophila)
1458126_at	D030041H20Rik	RIKEN cDNA D030041H20 gene
1458140_at	Slit2	slit homolog 2 (Drosophila)
1458229_at	Robo2	roundabout homolog 2 (Drosophila)
1458241_at	Hmga2	High mobility group AT-hook 2
1458385_at	Hspa4l	heat shock protein 4 like
1458439_a_at	2310047C04Rik	RIKEN cDNA 2310047C04 gene
1458469_at	Cblb	Casitas B-lineage lymphoma b
1458470_at	---	---
1458525_at	App	Amyloid beta (A4) precursor protein
1458662_at	Daam1	dishevelled associated activator of morphogenesis 1
1458693_at	Scn8a	Sodium channel, voltage-gated, type VIII, alpha
1458700_at	Lrrc8c	Leucine rich repeat containing 8 family, member C
1458721_at	Pcdhgc3	Protocadherin gamma subfamily C, 3
1458974_at	Tox	Thymocyte selection-associated HMG box gene
1458984_at	E130308A19Rik	RIKEN cDNA E130308A19 gene
1459057_at	Tdrd3	Tudor domain containing 3
1459301_at	Mrg1	Myeloid ecotropic viral integration site-related gene 1
1459381_at	Dach1	Dachshund 1 (Drosophila)
1459388_at	Dcc	Deleted in colorectal carcinoma
1459632_at	Crim1	Cysteine rich transmembrane BMP regulator 1 (chordin like)
1459713_s_at	Tmem16a	transmembrane protein 16A
1459749_s_at	Fat4	FAT tumor suppressor homolog 4 (Drosophila)
1459832_s_at	Ap1m1	adaptor-related protein complex AP-1, mu subunit 1
1459843_s_at	Smad1	MAD homolog 1 (Drosophila)
1459850_x_at	Glrb	glycine receptor, beta subunit
1460044_at	---	0 day neonate cerebellum cDNA, RIKEN full-length enriched library, clone:C230...
1460077_at	Ttc3	tetratricopeptide repeat domain 3
1460081_at	Syt7	Synaptotagmin VII
1460133_at	---	---
1460181_at	Stmn3	stathmin-like 3
1460208_at	Fbn1	fibrillin 1
1460239_at	Tspan13	tetraspanin 13
1460246_at	Mecp2	methyl CpG binding protein 2
1460286_at	39331	septin 6
1460359_at	Armcx3	armadillo repeat containing, X-linked 3
1460436_at	Ndst1	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
1460465_at	A930038C07Rik	RIKEN cDNA A930038C07 gene
1460574_at	Fat4	FAT tumor suppressor homolog 4 (Drosophila)
1460718_s_at	Mtch1	mitochondrial carrier homolog 1 (C. elegans)
