Grp1 Mean	Grp1 SEM	Grp2 Mean	Grp2 SEM	Ratio	Direction	p-value	Gene Identifier	Other ID	Gene Name	UG Cluster	LocusLink	Gene ID
9.077853	0.272132	9.937943	0.138032	1.82	Up	0.047891118	N30069	227494_at	Hypothetical protein LOC253842	Hs.20131	253842	LOC253842
8.60404	0.201415	7.744273	0.072918	1.81	Down	0.015947605	AW148844	209168_at	Glycoprotein M6B	Hs.495710	2824	GPM6B
6.436677	0.128424	7.292013	0.157108	1.81	Up	0.013529796	AU146087	233004_x_at	Nuclear factor I/A	Hs.191911	4774	NFIA
7.801587	0.101567	6.947	0.142423	1.81	Down	0.008129297	NM_021630	219165_at	PDZ and LIM domain 2 (mystique)	Hs.632034	64236	PDLIM2
4.264753	0.171116	5.11856	0.193736	1.81	Up	0.029846044	NM_001840	207940_x_at	cannabinoid receptor 1 (brain)	-	1268	-
8.86164	0.074806	9.7154	0.139714	1.81	Up	0.005741073	NM_003392	205990_s_at	Wingless-type MMTV integration site family, member 5A	Hs.652181	7474	WNT5A
9.311803	0.162817	10.165157	0.16235	1.81	Up	0.020628866	M62994	208614_s_at	Filamin B, beta (actin binding protein 278)	Hs.476448	2317	FLNB
9.185687	0.02736	10.038433	0.02446	1.81	Up	2.03E-05	AW026449	222742_s_at	RAB, member RAS oncogene family-like 5	Hs.389104	64792	RABL5
5.74193	0.045868	6.593797	0.101977	1.8	Up	0.001593684	BF939235	244046_at	Up-regulated gene 4	Hs.284286	55665	URG4
9.047653	0.14947	8.196037	0.108285	1.8	Down	0.009925707	AL041761	228955_at	Homo sapiens, clone IMAGE:4753714, mRNA	Hs.592502	-	-
10.700867	0.079016	9.8493	0.071789	1.8	Down	0.001338721	NM_006017	204304_s_at	Prominin 1	Hs.614734	8842	PROM1
6.278127	0.048778	5.426753	0.064868	1.8	Down	0.000466888	U65887	205709_s_at	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1	Hs.444924	1040	CDS1
6.27434	0.014962	5.423487	0.149901	1.8	Down	0.004839934	AI824021	243027_at	Hypothetical protein LOC150084	Hs.422120	150084	LOC150084
6.276393	0.094155	5.426717	0.102205	1.8	Down	0.003622552	BC004257	205879_x_at	Ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	Hs.350321	5979	RET
7.029117	0.10792	6.17964	0.272167	1.8	Down	0.044056341	AA740186	203771_s_at	Biliverdin reductase A	Hs.488143	644	BLVRA
4.47556	0.074732	5.32453	0.102095	1.8	Up	0.002567766	BC000185	210688_s_at	Carnitine palmitoyltransferase 1A (liver)	Hs.503043	1374	CPT1A
7.152433	0.086602	6.303997	0.173169	1.8	Down	0.011856078	AB051513	231899_at	Zinc finger CCCH-type containing 12C	Hs.376289	85463	ZC3H12C
4.18828	0.049017	5.034193	0.273065	1.8	Up	0.038061135	BG250907	244764_at	Homo sapiens, clone IMAGE:5180231, mRNA	Hs.648369	-	-
8.732893	0.151728	7.887083	0.066973	1.8	Down	0.006983662	AW664953	227335_at	Death inducer-obliterator 1	Hs.517172	11083	DIDO1
11.409267	0.026905	12.254467	0.114893	1.8	Up	0.002011095	M69148	209035_at	Midkine (neurite growth-promoting factor 2)	Hs.82045	4192	MDK
5.917503	0.067645	5.072317	0.091881	1.8	Down	0.001771854	AL832136	1560652_at	MRNA; cDNA DKFZp686L0310 (from clone DKFZp686L0310)	Hs.407141	-	-
7.99768	0.102144	7.153247	0.091483	1.8	Down	0.003528485	NM_007063	204526_s_at	TBC1 domain family, member 8 (with GRAM domain)	Hs.442657	11138	TBC1D8
5.635697	0.191484	4.79159	0.147787	1.8	Down	0.025128863	AI421796	239913_at	Solute carrier family 10 (sodium/bile acid cotransporter family), member 4	Hs.132591	201780	SLC10A4
5.167087	0.188763	4.323423	0.031867	1.79	Down	0.011627051	AI692523	230130_at	Transcribed locus	Hs.29802	-	-
6.691967	0.086207	5.848597	0.080882	1.79	Down	0.002041003	AI075450	212355_at	KIAA0323	Hs.652299	23351	KIAA0323
9.768667	0.094264	10.6117	0.047124	1.79	Up	0.001324264	BC005871	224435_at	Chromosome 10 open reading frame 58	Hs.500333	84293	C10orf58
8.063873	0.271018	7.221053	0.086379	1.79	Down	0.041431998	AI807950	229849_at	Transcribed locus	Hs.380698	-	-
8.77713	0.012233	7.93473	0.182102	1.79	Down	0.009913925	W72516	201430_s_at	Dihydropyrimidinase-like 3	Hs.519659	1809	DPYSL3
7.649423	0.118804	6.807887	0.139967	1.79	Down	0.010154292	BE813017	222302_at	SHC (Src homology 2 domain containing) transforming protein 3	Hs.137570	53358	SHC3
8.31109	0.171698	7.469603	0.153561	1.79	Down	0.021712386	AI753747	224840_at	FK506 binding protein 5	Hs.407190	2289	FKBP5
8.33746	0.060867	9.178573	0.148572	1.79	Up	0.006345786	NM_014721	204049_s_at	Phosphatase and actin regulator 2	Hs.102471	9749	PHACTR2
5.488857	0.185456	4.6479	0.039087	1.79	Down	0.011359696	NM_023070	207219_at	Zinc finger protein 643	Hs.133034	65243	ZNF643
10.6932	0.195437	9.852543	0.190191	1.79	Down	0.036836239	N71874	226884_at	Leucine rich repeat neuronal 1	Hs.163244	57633	LRRN1
10.058103	0.101179	10.897033	0.04637	1.79	Up	0.00165915	BE384529	225269_s_at	RNA binding motif, single stranded interacting protein 1	Hs.470412	5937	RBMS1
6.87817	0.08631	7.716703	0.190402	1.79	Up	0.015981448	BF511315	221814_at	G protein-coupled receptor 124	Hs.652229	25960	GPR124
8.93463	0.16374	9.77225	0.18576	1.79	Up	0.027717919	AL389975	209633_at	Protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	Hs.518155	5523	PPP2R3A
5.978123	0.167816	5.140683	0.172908	1.79	Down	0.025455698	AL445192	224925_at	-	-	-	-
11.7683	0.1125	10.930933	0.042897	1.79	Down	0.002245946	BF030331	224624_at	Leucine rich repeat containing 8 family, member A	Hs.652384	56262	LRRC8A
7.181533	0.055789	6.344853	0.191683	1.79	Down	0.013795278	NM_025151	219681_s_at	RAB11 family interacting protein 1 (class I)	Hs.191179	80223	RAB11FIP1
9.23514	0.050902	10.071667	0.025111	1.79	Up	0.000123356	NM_018180	218198_at	DEAH (Asp-Glu-Ala-His) box polypeptide 32	Hs.501379	55760	DHX32
8.284477	0.113329	9.119577	0.105309	1.78	Up	0.005699628	NM_019045	219297_at	WD repeat domain 44	Hs.98510	54521	WDR44
11.0534	0.122798	10.218417	0.238444	1.78	Down	0.035760592	AA551090	230264_s_at	Adaptor-related protein complex 1, sigma 2 subunit	Hs.121592	8905	AP1S2
6.56646	0.122537	7.40049	0.118786	1.78	Up	0.008119469	AL036088	226492_at	Sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6D	Hs.511265	80031	SEMA6D
9.979393	0.062889	9.14561	0.161339	1.78	Down	0.008553822	AW105301	228238_at	Centromere protein L	Hs.531856	91687	CENPL
6.411047	0.069546	5.578753	0.160761	1.78	Down	0.008960018	NM_014859	205414_s_at	KIAA0672 gene product	Hs.499758	9912	KIAA0672
5.748277	0.222649	4.916127	0.024566	1.78	Down	0.020564774	AL080169	212886_at	Annexin A6	Hs.412117	309	ANXA6
6.201717	0.177107	7.033673	0.139003	1.78	Up	0.020922072	AF352728	221701_s_at	Stimulated by retinoic acid gene 6 homolog (mouse)	Hs.24553	64220	STRA6
8.85089	0.144287	8.01975	0.185134	1.78	Down	0.02399199	AF251295	203299_s_at	adaptor-related protein complex 1, sigma 2 subunit	-	8905	-
7.70811	0.245936	6.87706	0.098843	1.78	Down	0.035003272	BE672260	225612_s_at	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	Hs.208267	84002	B3GNT5
4.427507	0.064683	5.258513	0.101579	1.78	Up	0.002312715	BC020865	1570134_at	Forkhead box P1	Hs.431498	27086	FOXP1
6.91156	0.092856	7.742273	0.036298	1.78	Up	0.001133738	AW975051	238883_at	Thyroid hormone receptor associated protein 2	Hs.159799	23389	THRAP2
5.00162	0.261593	4.170987	0.092231	1.78	Down	0.040154755	AK021928	216057_at	RAB3 GTPase activating protein subunit 2 (non-catalytic)	Hs.567437	25782	RAB3GAP2
4.554703	0.227373	3.724613	0.071314	1.78	Down	0.02527249	AA757457	242348_at	Family with sequence similarity 19 (chemokine (C-C motif)-like), member A4	Hs.187873	151647	FAM19A4
6.97381	0.034818	6.145607	0.038142	1.78	Down	8.84E-05	BC000281	214797_s_at	PCTAIRE protein kinase 3	Hs.445402	5129	PCTK3
5.131617	0.119093	5.95935	0.19255	1.77	Up	0.021656413	AA651631	243561_at	YY1 associated factor 2	Hs.505289	10138	YAF2
9.435707	0.181574	8.608467	0.165515	1.77	Down	0.028122136	BC030211	1568780_at	Hypothetical LOC497257	Hs.322761	497257	LOC497257
6.669373	0.20076	7.49614	0.172336	1.77	Up	0.03536275	NM_013259	204743_at	Transgelin 3	Hs.169330	29114	TAGLN3
5.18621	0.036088	6.01228	0.222364	1.77	Up	0.021448441	AL832561	1561689_at	Kinesin family member 26B	Hs.368096	55083	KIF26B
7.009757	0.185727	6.185307	0.183485	1.77	Down	0.034253817	BG054987	227196_at	Rhophilin, Rho GTPase binding protein 2	Hs.466435	85415	RHPN2
4.72099	0.116434	3.896633	0.071728	1.77	Down	0.003816796	AI277617	230559_x_at	-	-	-	-
8.16977	0.075247	7.346167	0.082786	1.77	Down	0.001813686	NM_020127	205807_s_at	Tuftelin 1	Hs.489922	7286	TUFT1
6.241253	0.253942	5.417703	0.151451	1.77	Down	0.049548412	AK026106	215843_s_at	Tolloid-like 2	Hs.154296	7093	TLL2
4.492183	0.015139	5.315643	0.192232	1.77	Up	0.012945449	BF930294	1559117_at	CDNA FLJ34664 fis, clone LIVER2000592	Hs.634052	-	-
9.13799	0.070702	8.315177	0.089769	1.77	Down	0.001971407	U70451	209124_at	Myeloid differentiation primary response gene (88)	Hs.82116	4615	MYD88
7.221437	0.207412	8.043597	0.183822	1.77	Up	0.041286719	AI760130	209632_at	Protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	Hs.518155	5523	PPP2R3A
6.17902	0.152977	7.00092	0.05783	1.77	Up	0.007356275	AU145807	233196_at	Paternally expressed 10	Hs.147492	23089	PEG10
7.15584	0.044446	6.333987	0.070825	1.77	Down	0.000600818	AK022513	215501_s_at	Dual specificity phosphatase 10	Hs.497822	11221	DUSP10
7.16657	0.169371	7.98731	0.137045	1.77	Up	0.019653855	BE675516	224565_at	Trophoblast-derived noncoding RNA	Hs.523789	283131	TncRNA
5.934297	0.158275	5.11409	0.019444	1.77	Down	0.006774914	AL832308	1558569_at	Mastermind-like 2 (Drosophila)	Hs.428214	84441	MAML2
8.131207	0.086812	7.311527	0.127808	1.77	Down	0.006065618	AV646599	225820_at	PHD finger protein 17	Hs.12420	79960	PHF17
5.089677	0.227677	5.908787	0.159025	1.76	Up	0.041991839	AI056877	227654_at	Chromosome 20 open reading frame 175	Hs.372578	140876	C20orf175
9.426957	0.170387	8.608203	0.079367	1.76	Down	0.01210111	NM_003671	208022_s_at	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Hs.40582	8555	CDC14B
7.20902	0.161336	6.39129	0.047118	1.76	Down	0.008247949	AK022644	222234_s_at	Dysbindin (dystrobrevin binding protein 1) domain containing 1	Hs.301394	79007	DBNDD1
7.901417	0.161611	7.084087	0.163827	1.76	Down	0.023762585	AB011095	213155_at	KIAA0523 protein	Hs.370166	23302	KIAA0523
10.734367	0.145654	9.917057	0.177407	1.76	Down	0.023572285	NM_003916	203300_x_at	Adaptor-related protein complex 1, sigma 2 subunit	Hs.121592	8905	AP1S2
5.430737	0.129063	6.247917	0.170625	1.76	Up	0.018783572	AA524250	224822_at	Deleted in liver cancer 1	Hs.134296	10395	DLC1
7.719433	0.047768	6.902893	0.230067	1.76	Down	0.025466728	AC_005587	215549_x_at	-	-	-	-
8.623283	0.216741	7.806957	0.131281	1.76	Down	0.032234434	AU144855	202436_s_at	Cytochrome P450, family 1, subfamily B, polypeptide 1	Hs.154654	1545	CYP1B1
7.226633	0.145465	6.410817	0.041657	1.76	Down	0.005724111	AF152308	210674_s_at	Protocadherin alpha subfamily C, 2	Hs.199343	56134	PCDHAC2
9.39686	0.080086	10.2123	0.123623	1.76	Up	0.005203978	NM_016245	217989_at	Hydroxysteroid (17-beta) dehydrogenase 11	Hs.282984	51170	HSD17B11
8.31218	0.075532	9.126393	0.177856	1.76	Up	0.013545809	NM_004431	203499_at	EPH receptor A2	Hs.171596	1969	EPHA2
12.615867	0.057388	11.801967	0.168744	1.76	Down	0.010288658	AI922599	201426_s_at	Vimentin	Hs.642813	7431	VIM
9.753587	0.082433	8.939713	0.146877	1.76	Down	0.008447907	AB018289	212314_at	KIAA0746 protein	Hs.479384	23231	KIAA0746
6.933713	0.197316	7.74704	0.060771	1.76	Up	0.016969098	AF069506	223467_at	RAS, dexamethasone-induced 1	Hs.25829	51655	RASD1
4.56329	0.030948	5.376503	0.038648	1.76	Up	8.04E-05	AW298597	229086_at	Chromosome 1 open reading frame 213	Hs.61884	148898	C1orf213
6.954057	0.045223	7.767207	0.01965	1.76	Up	7.92E-05	AA705396	241102_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
5.158447	0.147027	5.97151	0.078013	1.76	Up	0.00813145	AL389981	232593_at	Likely ortholog of mouse lung-inducible Neutralized-related C3HC4 RING domain protein	Hs.149219	93082	LINCR
7.965343	0.192721	7.15236	0.107191	1.76	Down	0.021081914	AI961778	226876_at	Family with sequence similarity 101, member B	Hs.596411	359845	FAM101B
7.59646	0.11429	6.784093	0.065772	1.76	Down	0.003523472	AB007895	39650_s_at	Pecanex-like 2 (Drosophila)	Hs.370605	80003	PCNXL2
8.416367	0.185507	7.604293	0.197201	1.76	Down	0.039963983	AA292373	213428_s_at	Collagen, type VI, alpha 1	Hs.474053	1291	COL6A1
5.457393	0.200804	6.269337	0.067476	1.76	Up	0.018572678	AU145140	232932_at	Hypothetical protein LOC645030	Hs.632410	645030	LOC645030
6.444327	0.161833	7.25602	0.053038	1.76	Up	0.008864841	NM_001489	207742_s_at	Nuclear receptor subfamily 6, group A, member 1	Hs.586460	2649	NR6A1
7.453513	0.079893	6.64214	0.029565	1.75	Down	0.000678454	AW088030	230142_s_at	Cold inducible RNA binding protein	Hs.634522	1153	CIRBP
6.975313	0.178624	6.164203	0.03527	1.75	Down	0.011204478	NM_004321	203849_s_at	Kinesin family member 1A	Hs.516802	547	KIF1A
9.186787	0.255034	9.997593	0.038559	1.75	Up	0.034731164	NM_003507	203706_s_at	Frizzled homolog 7 (Drosophila)	Hs.173859	8324	FZD7
8.51833	0.110406	7.708003	0.116276	1.75	Down	0.007212121	BE568134	214581_x_at	TNFRSF21	-	-	-
7.753327	0.139047	6.943003	0.123078	1.75	Down	0.012026735	AU154504	202435_s_at	Transcribed locus	Hs.643344	-	-
5.734643	0.242329	6.544283	0.1414	1.75	Up	0.044754087	AL121895	212336_at	EPB41L1	-	-	-
9.368593	0.14316	10.178087	0.206279	1.75	Up	0.032160221	AV699657	234989_at	Trophoblast-derived noncoding RNA	Hs.523789	283131	TncRNA
7.94502	0.081902	8.753767	0.172044	1.75	Up	0.013216904	BC005807	211708_s_at	Stearoyl-CoA desaturase (delta-9-desaturase)	Hs.558396	6319	SCD
7.769307	0.016969	8.57768	0.077574	1.75	Up	0.000524481	NM_014755	202657_s_at	SERTA domain containing 2	Hs.645287	9792	SERTAD2
7.71686	0.125481	6.90872	0.091218	1.75	Down	0.006474571	NM_024770	220007_at	Methyltransferase like 8	Hs.135146	79828	METTL8
6.099543	0.225165	5.29201	0.163209	1.75	Down	0.043949891	AA418816	227226_at	Chromosome 6 open reading frame 117	Hs.370055	112609	C6orf117
5.936163	0.183376	5.12895	0.062166	1.75	Down	0.014043585	AA521018	236962_at	Polypyrimidine tract binding protein 2	Hs.591430	58155	PTBP2
9.751647	0.06771	10.558833	0.150643	1.75	Up	0.008117858	NM_018169	218614_at	Chromosome 12 open reading frame 35	Hs.445129	55196	C12orf35
8.118727	0.100069	7.31167	0.169266	1.75	Down	0.014800228	AU144734	242918_at	Nuclear autoantigenic sperm protein (histone-binding)	Hs.319334	4678	NASP
7.056103	0.087333	7.86308	0.156489	1.75	Up	0.010797856	AI341823	239657_x_at	Forkhead box protein O6	Hs.559677	343552	FOXO6
8.579423	0.189391	7.772813	0.034553	1.75	Down	0.013808729	NM_023940	219142_at	RAS-like, family 11, member B	Hs.8035	65997	RASL11B
8.945907	0.210827	8.139467	0.175479	1.75	Down	0.042389915	BG036514	226905_at	Family with sequence similarity 101, member B	Hs.345588	359845	FAM101B
4.246487	0.040321	5.052627	0.102967	1.75	Up	0.001881994	AL354950	227243_s_at	-	-	-	-
6.42158	0.04446	7.227697	0.223919	1.75	Up	0.024206578	BC002669	209261_s_at	Nuclear receptor subfamily 2, group F, member 6	Hs.466148	2063	NR2F6
7.759653	0.033497	6.953853	0.077888	1.75	Down	0.000684109	NM_003174	202565_s_at	Supervillin	Hs.499209	6840	SVIL
10.276433	0.090778	9.470827	0.109275	1.75	Down	0.004769858	NM_002537	201365_at	Ornithine decarboxylase antizyme 2	Hs.74563	4947	OAZ2
3.635687	0.032493	4.440967	0.159504	1.75	Up	0.007777525	AA054642	237515_at	Transmembrane protein 56	Hs.483512	148534	TMEM56
8.542593	0.218928	9.347773	0.03273	1.75	Up	0.022015047	AK023668	215913_s_at	GULP, engulfment adaptor PTB domain containing 1	Hs.470887	51454	GULP1
6.307097	0.017424	7.112253	0.07703	1.75	Up	0.000521517	AW074143	239210_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
6.83865	0.121184	6.034313	0.143706	1.75	Down	0.012859811	H27948	226657_at	Transmembrane protein 11	Hs.605327	8834	TMEM11
7.77867	0.144003	8.582553	0.176087	1.75	Up	0.024143696	NM_000022	204639_at	Adenosine deaminase	Hs.255479	100	ADA
4.969897	0.0555	5.773613	0.066182	1.75	Up	0.000742209	AF280545	223510_at	Neuropilin 2	Hs.471200	8828	NRP2
7.420377	0.104915	6.616907	0.190409	1.75	Down	0.020912071	BM666010	1555867_at	Hypothetical protein LOC200169	Hs.159711	200169	LOC200169
6.4131	0.079857	7.215963	0.044488	1.74	Up	0.000926802	AI936523	226691_at	Homo sapiens, Similar to hypothetical protein PRO1722, clone IMAGE:3342760, mRNA	Hs.520638	-	-
7.26001	0.117633	8.062517	0.204663	1.74	Up	0.027287894	AF116616	211162_x_at	-	-	-	-
4.633423	0.086938	5.434347	0.114185	1.74	Up	0.005054663	NM_015596	205783_at	Kallikrein-related peptidase 13	Hs.165296	26085	KLK13
4.654697	0.033265	3.853867	0.119241	1.74	Down	0.002941637	BF589207	230051_at	Chromosome 10 open reading frame 47	Hs.435775	254427	C10orf47
7.296673	0.126387	6.49645	0.167451	1.74	Down	0.018869995	NM_014801	205689_at	Pecanex-like 2 (Drosophila)	Hs.370605	80003	PCNXL2
4.287103	0.116824	5.086977	0.072286	1.74	Up	0.004333446	BF437711	230845_at	Prostate/rectrum and colon protein no. 2	Hs.236557	360205	PRAC2
8.326497	0.105987	7.526633	0.19757	1.74	Down	0.02342632	AI144007	222040_at	Heterogeneous nuclear ribonucleoprotein A1	Hs.546261	3178	HNRPA1
10.23363	0.179015	9.436263	0.167564	1.74	Down	0.031320037	NM_007067	200049_at	MYST histone acetyltransferase 2	Hs.21907	11143	MYST2
5.711457	0.050733	4.914453	0.16713	1.74	Down	0.01031409	M24915	204490_s_at	CD44 molecule (Indian blood group)	Hs.502328	960	CD44
9.225657	0.077101	8.429193	0.142524	1.74	Down	0.007956957	NM_017745	219433_at	BCL6 co-repressor	Hs.86984	54880	BCOR
8.561147	0.071447	7.765223	0.110936	1.74	Down	0.003807862	H23979	209582_s_at	CD200 molecule	Hs.79015	4345	CD200
7.881857	0.12065	8.676443	0.194963	1.73	Up	0.025685083	NM_006338	205154_at	Leucine rich repeat neuronal 5	Hs.26312	10446	LRRN5
10.505167	0.155762	11.299133	0.079234	1.73	Up	0.01047106	BC005127	209122_at	Adipose differentiation-related protein	Hs.3416	123	ADFP
8.02663	0.064395	7.23288	0.045808	1.73	Down	0.000552485	AB032179	223427_s_at	Erythrocyte membrane protein band 4.1 like 4B	Hs.591901	54566	EPB41L4B
6.038223	0.090527	5.245607	0.076979	1.73	Down	0.002625386	AL552534	1557905_s_at	CD44 molecule (Indian blood group)	Hs.502328	960	CD44
8.93411	0.140762	8.141787	0.114842	1.73	Down	0.012048749	BF792631	221555_x_at	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	Hs.40582	8555	CDC14B
7.617513	0.166366	8.40978	0.152699	1.73	Up	0.024707686	NM_003082	205443_at	Small nuclear RNA activating complex, polypeptide 1, 43kDa	Hs.179312	6617	SNAPC1
9.931197	0.105765	9.139137	0.124825	1.73	Down	0.008392766	NM_001450	202949_s_at	Four and a half LIM domains 2	Hs.443687	2274	FHL2
10.1426	0.027219	10.933433	0.089178	1.73	Up	0.001059261	BE732345	214693_x_at	Notch homolog 2 (Drosophila)	Hs.515947	4853	NOTCH2
7.377273	0.180983	6.586817	0.043343	1.73	Down	0.013184713	NM_033204	1552633_at	Zinc finger protein 101	Hs.631642	94039	ZNF101
6.132527	0.149423	6.922737	0.024021	1.73	Up	0.006421508	AI130705	226448_at	Family with sequence similarity 89, member A	Hs.38516	375061	FAM89A
7.376797	0.035397	8.16621	0.096284	1.73	Up	0.001534211	NM_016250	206453_s_at	NDRG family member 2	Hs.525205	57447	NDRG2
3.548803	0.095089	4.3381	0.084357	1.73	Up	0.003422744	R37728	237492_at	Phosphodiesterase 10A	Hs.584856	10846	PDE10A
10.520867	0.114414	11.309533	0.11679	1.73	Up	0.008499351	BF512388	228155_at	Chromosome 10 open reading frame 58	Hs.500333	84293	C10orf58
5.33304	0.181022	4.544623	0.170051	1.73	Down	0.033715473	AU146329	243819_at	Guanine nucleotide binding protein (G protein), gamma 2	Hs.652313	54331	GNG2
11.0543	0.086113	11.8427	0.018403	1.73	Up	0.000860886	AL582836	212094_at	Paternally expressed 10	Hs.147492	23089	PEG10
10.5627	0.120309	11.351	0.070946	1.73	Up	0.004852433	AL555227	224919_at	Mitochondrial ribosomal protein S6	Hs.302742	64968	MRPS6
4.46315	0.086113	5.25007	0.057535	1.73	Up	0.001609629	AA437272	235936_at	Hypothetical protein LOC254559	Hs.136313	254559	LOC254559
7.942187	0.14401	7.15527	0.232978	1.73	Down	0.045327782	AK024431	225701_at	AT-hook transcription factor	Hs.494895	80709	AKNA
7.43326	0.055849	8.21909	0.124248	1.72	Up	0.004482085	NM_025176	207705_s_at	KIAA0980 protein	Hs.652102	22981	RP4-691N24.1
6.249427	0.083068	5.46368	0.164875	1.72	Down	0.013094626	BE878463	224999_at	Epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	Hs.488293	1956	EGFR
6.445163	0.098765	5.659437	0.030682	1.72	Down	0.001610428	BC046206	1555325_s_at	Zinc finger protein 26	Hs.489608	7574	ZNF26
3.995917	0.072616	4.780723	0.143802	1.72	Up	0.008209966	BF982927	213167_s_at	MRPS6	-	-	-
5.745917	0.162962	4.96123	0.155438	1.72	Down	0.025253044	AI692703	227647_at	Potassium voltage-gated channel, Isk-related family, member 3	Hs.523899	10008	KCNE3
7.608167	0.090055	6.823873	0.066345	1.72	Down	0.002178492	NM_004403	203695_s_at	Deafness, autosomal dominant 5	Hs.520708	1687	DFNA5
5.575717	0.084957	4.791493	0.254414	1.72	Down	0.04308143	AF110329	1564706_s_at	glutaminase 2 (liver, mitochondrial)	-	27165	-
4.496653	0.172359	3.71249	0.078739	1.72	Down	0.014397331	BF591040	229723_at	Transcribed locus	Hs.614586	-	-
8.08819	0.031903	7.304253	0.109725	1.72	Down	0.002363753	NM_018644	219521_at	Beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P)	Hs.381050	27087	B3GAT1
5.07176	0.242934	4.288153	0.046744	1.72	Down	0.033939401	BF358386	242405_at	Mastermind-like 2 (Drosophila)	Hs.428214	84441	MAML2
6.86667	0.105453	6.083543	0.054703	1.72	Down	0.002742808	AI184988	240117_at	Fibrillin 3	Hs.370362	84467	FBN3
6.826177	0.131088	6.04338	0.126537	1.72	Down	0.012681395	BC031871	1570169_at	CUB and Sushi multiple domains 2	Hs.127736	114784	CSMD2
6.619437	0.120848	5.836777	0.052599	1.72	Down	0.004032365	AI767732	226750_at	La ribonucleoprotein domain family, member 2	Hs.480712	55132	LARP2
5.445353	0.094765	6.227903	0.126279	1.72	Up	0.007725114	BC009222	1555468_at	Neuropilin 2	Hs.471200	8828	NRP2
5.158987	0.176348	5.94088	0.129334	1.72	Up	0.023264497	AA603467	227225_at	Zinc finger protein 503	Hs.195710	84858	ZNF503
7.625637	0.077857	8.407033	0.239815	1.72	Up	0.036252671	AI979334	227152_at	Chromosome 12 open reading frame 35	Hs.445129	55196	C12orf35
7.023547	0.140829	6.24226	0.162935	1.72	Down	0.022203474	Y07846	31874_at	Growth arrest-specific 2 like 1	Hs.322852	10634	GAS2L1
7.10802	0.118268	6.32706	0.138816	1.72	Down	0.01282344	BC007230	1554242_a_at	Coagulation factor C homolog, cochlin (Limulus polyphemus)	Hs.21016	1690	COCH
3.751833	0.062272	4.532787	0.218059	1.72	Up	0.026204544	N50406	242172_at	Meis1, myeloid ecotropic viral integration site 1 homolog (mouse)	Hs.526754	4211	MEIS1
6.403667	0.092115	7.184613	0.234483	1.72	Up	0.036224894	NM_005890	202192_s_at	growth arrest-specific 7	-	8522	-
9.80118	0.080177	10.5821	0.08151	1.72	Up	0.002403134	NM_015383	201104_x_at	Neuroblastoma breakpoint family, member 14	Hs.607640	25832	NBPF14
7.646543	0.097948	6.86571	0.140025	1.72	Down	0.010265191	BF508679	230121_at	Chromosome 1 open reading frame 133	Hs.446946	574036	C1orf133
6.670237	0.053676	5.889493	0.12593	1.72	Down	0.004671745	BE552011	230208_at	Transcribed locus	Hs.86941	-	-
11.084067	0.052878	10.3036	0.099674	1.72	Down	0.00229215	AI056992	227517_s_at	Centromere protein L	Hs.531856	91687	CENPL
8.77494	0.077624	9.55443	0.119193	1.72	Up	0.00539837	NM_002585	205253_at	Pre-B-cell leukemia transcription factor 1	Hs.493096	5087	PBX1
6.46244	0.031866	7.241147	0.011993	1.72	Up	2.17E-05	NM_145042	1552698_at	Alpha tubulin-like	Hs.585006	113691	MGC16703
8.793497	0.113384	8.01499	0.200392	1.72	Down	0.027754426	AI738919	223611_s_at	Ligand of numb-protein X 1	Hs.555109	84708	LNX1
5.146307	0.054316	4.36833	0.117092	1.71	Down	0.00381859	AB007900	202254_at	Signal-induced proliferation-associated 1 like 1	Hs.191850	26037	SIPA1L1
5.16999	0.078641	5.947887	0.231223	1.71	Up	0.03337211	AI829509	226114_at	Zinc finger protein 436	Hs.293798	80818	ZNF436
6.814073	0.241724	6.037607	0.109869	1.71	Down	0.043057832	AA554045	222773_s_at	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	Hs.47099	79695	GALNT12
9.98398	0.130326	9.207837	0.094324	1.71	Down	0.008495764	AI203404	236894_at	LINE-1 type transposase domain containing 1	Hs.562195	54596	L1TD1
5.86038	0.211892	5.084697	0.134993	1.71	Down	0.036665856	AA704891	240498_at	Ets variant gene 6 (TEL oncogene)	Hs.504765	2120	ETV6
4.600427	0.11616	5.375967	0.15943	1.71	Up	0.01708004	NM_002655	205372_at	Pleiomorphic adenoma gene 1	Hs.14968	5324	PLAG1
4.046337	0.086649	4.821437	0.064806	1.71	Up	0.002010293	NM_016083	208243_s_at	Cannabinoid receptor 1 (brain)	Hs.75110	1268	CNR1
