Gene	Entrez	Fold-change	Pattern
1425113_x_at	1425113_x_at	2.4	11-Down
1700001c19rik	75462	2.4	11-Down
eml5	319670	2.4	11-Down
emr1	13733	2.4	11-Down
gpaa1	14731	2.4	11-Down
ntrk2	18212	2.4	11-Down
oxt	18429	2.4	11-Down
yipf7	75581	2.4	11-Down
baz1b	22385	2.4	10.5-Up
rem2	140743	2.4	10.5-Up
tnfaip8l1	66443	2.4	10.5-Up
2810485i05rik	72826	2.4	10.5-Down
bckdhb	12040	2.4	10.5-Down
cbll1	104836	2.4	10.5-Down
fbxw2	30050	2.4	10.5-Down
rab24	19336	2.4	10.5-Down
rnf184	77853	2.4	10.5-Down
sp3	20687	2.4	10.5-Down
tor1aip2	240832	2.4	10.5-Down
zfp36l1	12192	2.4	10.5-Down
arid4b	94246	2.3	11-Up
1420251_at	1420251_at	2.3	11-Down
atp7b	11979	2.3	11-Down
cdyl	12593	2.3	11-Down
chst10	98388	2.3	11-Down
d4ertd117e	52164	2.3	11-Down
dcun1d5	76863	2.3	11-Down
gabrp	216643	2.3	11-Down
mcm3	17215	2.3	11-Down
nol6	230082	2.3	11-Down
tff1	21784	2.3	11-Down
brms1	107392	2.3	10.5-Up
il1rap	16180	2.3	10.5-Up
il6ra	16194	2.3	10.5-Up
d11wsu99e	28081	2.3	10.5-Down
pias1	56469	2.3	10.5-Down
dnm2	13430	2.3	10.5-Up
gdpd1	66569	2.3	10.5-Down
a430106j12rik	108686	2.2	11-Up
abcf1	224742	2.2	11-Up
mmp14	17387	2.2	11-Up
nolc1	70769	2.2	11-Up
5730537d05rik	70652	2.2	11-Down
5730596k20rik	109168	2.2	11-Down
amot	27494	2.2	11-Down
cd300d	140497	2.2	11-Down
celsr2	53883	2.2	11-Down
hrmt1l3	71974	2.2	11-Down
irf5	27056	2.2	11-Down
kap	16483	2.2	11-Down
mgi:2446472	232934	2.2	11-Down
slc35a3	229782	2.2	11-Down
snrpd3	67332	2.2	11-Down
st8sia3	20451	2.2	11-Down
sytl3	83672	2.2	11-Down
tmem24	71764	2.2	11-Down
usp14	59025	2.2	11-Down
ap2a1	11771	2.2	10.5-Up
ash1l	192195	2.2	10.5-Up
1810007m14rik	67367	2.2	10.5-Down
bc021523	223752	2.2	10.5-Down
blcap	53619	2.2	10.5-Down
clcn3	12725	2.2	10.5-Down
lrba	80877	2.2	10.5-Down
ncam1	17967	2.2	10.5-Down
neo1	18007	2.2	10.5-Down
rbmx	19655	2.2	10.5-Down
rev3l	19714	2.2	10.5-Down
smad4	17128	2.2	10.5-Down
tia1	21841	2.2	10.5-Down
ythdf3	229096	2.2	10.5-Down
1426910_at	1426910_at	2.1	11-Up
golga4	54214	2.1	11-Up
mrps7	50529	2.1	11-Up
1420048_at	1420048_at	2.1	11-Down
1459817_at	1459817_at	2.1	11-Down
abcb4	18670	2.1	11-Down
afmid	71562	2.1	11-Down
ankra2	68558	2.1	11-Down
atp6v1e2	74915	2.1	11-Down
bc054822	192652	2.1	11-Down
cdca3	14793	2.1	11-Down
cnnm3	94218	2.1	11-Down
dock1	330662	2.1	11-Down
ftl2	14337	2.1	11-Down
gpr43	233079	2.1	11-Down
kcnj6	16522	2.1	11-Down
mgi:1351630	27414	2.1	11-Down
orf31	260297	2.1	11-Down
rab6ip2	111173	2.1	11-Down
rpp30	54364	2.1	11-Down
slc35a2	22232	2.1	11-Down
slc6a8	102857	2.1	11-Down
stam	20844	2.1	11-Down
unc50	67387	2.1	11-Down
zfp133	171588	2.1	11-Down
2610028h07rik	69232	2.1	10.5-Up
fbxo16	50759	2.1	10.5-Up
glud1	14661	2.1	10.5-Up
klhl21	242785	2.1	10.5-Up
oact2	67216	2.1	10.5-Up
sema5b	20357	2.1	10.5-Up
tpm3	59069	2.1	10.5-Up
trpc4ap	56407	2.1	10.5-Up
3110001i20rik	70354	2.1	10.5-Down
5730494n06rik	70612	2.1	10.5-Down
arhgap5	11855	2.1	10.5-Down
d8wsu49e	71927	2.1	10.5-Down
dlgh1	13383	2.1	10.5-Down
dusp11	72102	2.1	10.5-Down
pias2	17344	2.1	10.5-Down
pnrc1	108767	2.1	10.5-Down
smarca1	93761	2.1	10.5-Down
trip12	14897	2.1	10.5-Down
tulp4	68842	2.1	10.5-Down
ube2d3	66105	2.1	10.5-Down
utx	22289	2.1	10.5-Down
a230046k03rik	319277	2.0	11-Up
fgfr1	14182	2.0	11-Up
phtf2	68770	2.0	11-Up
prrg2	65116	2.0	11-Up
1425446_at	1425446_at	2.0	11-Down
1810008k03rik	69065	2.0	11-Down
3110048l19rik	319615	2.0	11-Down
aa589481	102423	2.0	11-Down
aloxe3	23801	2.0	11-Down
idh3a	67834	2.0	11-Down
ilkap	67444	2.0	11-Down
kctd14	233529	2.0	11-Down
lrch4	231798	2.0	11-Down
neu3	50877	2.0	11-Down
pla2g2d	18782	2.0	11-Down
rgs9	19739	2.0	11-Down
rngtt	24018	2.0	11-Down
slc2a5	56485	2.0	11-Down
smad3	17127	2.0	11-Down
sypl	19027	2.0	11-Down
tle1	21885	2.0	11-Down
il1f6	54448	2.0	10.5-Up
klrg1	50928	2.0	10.5-Up
loc545340	545340	2.0	10.5-Up
pdha1	18597	2.0	10.5-Up
rapgef1	107746	2.0	10.5-Up
rpo1-2	20017	2.0	10.5-Up
1434513_at	1434513_at	2.0	10.5-Down
chd6	71389	2.0	10.5-Down
cul3	26554	2.0	10.5-Down
hdgfrp3	29877	2.0	10.5-Down
oxr1	170719	2.0	10.5-Down
pum2	80913	2.0	10.5-Down
rab10	19325	2.0	10.5-Down
styx	56291	2.0	10.5-Down
timp2	21858	2.0	10.5-Down
tmem30b	238257	2.0	10.5-Down
trio	223435	2.0	10.5-Down
usp9x	22284	2.0	10.5-Down
zfhx4	80892	2.0	10.5-Down
4732486i23rik	99003	2.0	10.5-Down
apoe	11816	1.9	11-Up
chpt1	212862	1.9	11-Up
h19	14955	1.9	11-Up
nrd1	230598	1.9	11-Up
tnpo3	320938	1.9	11-Up
wdr36	225348	1.9	11-Up
2900073g15rik	67268	1.9	11-Down
4930507d05rik	74706	1.9	11-Down
5031400m07rik	80517	1.9	11-Down
ai840980	102595	1.9	11-Down
cish	12700	1.9	11-Down
cog2	76332	1.9	11-Down
d3bwg0562e	229791	1.9	11-Down
egfr	13649	1.9	11-Down
mfi2	30060	1.9	11-Down
mpp3	13384	1.9	11-Down
myadm	50918	1.9	11-Down
rap2a	76108	1.9	11-Down
slc22a12	20521	1.9	11-Down
smr2	20600	1.9	11-Down
supv3l1	338359	1.9	11-Down
surf4	20932	1.9	11-Down
tnfrsf22	79202	1.9	11-Down
coro1c	23790	1.9	10.5-Up
cyp4f16	70101	1.9	10.5-Up
deadc1	66757	1.9	10.5-Up
lats2	50523	1.9	10.5-Up
slc11a1	18173	1.9	10.5-Up
trp73	22062	1.9	10.5-Up
uap1l1	227620	1.9	10.5-Up
6-Mar	223455	1.9	10.5-Down
6330505f04rik	236790	1.9	10.5-Down
a030012m09rik	319263	1.9	10.5-Down
acat1	110446	1.9	10.5-Down
ai265322	106543	1.9	10.5-Down
asxl1	228790	1.9	10.5-Down
aw742319	57874	1.9	10.5-Down
birc4	11798	1.9	10.5-Down
cpd	12874	1.9	10.5-Down
dpyd	99586	1.9	10.5-Down
dtl	76843	1.9	10.5-Down
fndc3a	319448	1.9	10.5-Down
hipk3	15259	1.9	10.5-Down
myom1	17929	1.9	10.5-Down
nupl1	71844	1.9	10.5-Down
ogt	108155	1.9	10.5-Down
rab2	59021	1.9	10.5-Down
rnf38	73469	1.9	10.5-Down
sbno1	243272	1.9	10.5-Down
shprh	268281	1.9	10.5-Down
slc4a7	218756	1.9	10.5-Down
slmap	83997	1.9	10.5-Down
smarca5	93762	1.9	10.5-Down
tmbim1	69660	1.9	10.5-Down
traf3ip2	103213	1.9	10.5-Down
trim23	81003	1.9	10.5-Down
pcgf4	12151	1.9	10.5-Down
ddx46	212880	1.8	11-Up
fdps	110196	1.8	11-Up
gnb2	14693	1.8	11-Up
igbp1	18518	1.8	11-Up
nipa2	93790	1.8	11-Up
ppif	105675	1.8	11-Up
tgfb3	21809	1.8	11-Up
tm2d1	94043	1.8	11-Up
wdr12	57750	1.8	11-Up
1700094d03rik	73545	1.8	11-Down
2400006h24rik	57785	1.8	11-Down
9430022a14	214547	1.8	11-Down
adcy2	210044	1.8	11-Down
c630013n10rik	234378	1.8	11-Down
d730049h07rik	109305	1.8	11-Down
enpp1	18605	1.8	11-Down
galm	319625	1.8	11-Down
gatad2a	234366	1.8	11-Down
gpld1	14756	1.8	11-Down
mcoln1	94178	1.8	11-Down
mgi:1194899	19062	1.8	11-Down
mll3	231051	1.8	11-Down
mt2	17750	1.8	11-Down
mynn	80732	1.8	11-Down
nat2	17961	1.8	11-Down
ngp	18054	1.8	11-Down
ninj1	18081	1.8	11-Down
nudt22	68323	1.8	11-Down
nupl2	231042	1.8	11-Down
pde6g	18588	1.8	11-Down
plcg2	234779	1.8	11-Down
psmd11	69077	1.8	11-Down
scml2	107815	1.8	11-Down
slc7a4	224022	1.8	11-Down
usf2	22282	1.8	11-Down
xab2	67439	1.8	11-Down
1500019g21rik	66245	1.8	10.5-Up
ewsr1	14030	1.8	10.5-Up
f2rl2	14064	1.8	10.5-Up
foxk1	17425	1.8	10.5-Up
icmt	57295	1.8	10.5-Up
rabl4	67042	1.8	10.5-Up
s100a16	67860	1.8	10.5-Up
sav1	64010	1.8	10.5-Up
sox11	20666	1.8	10.5-Up
tgoln1	22134	1.8	10.5-Up
tob2	57259	1.8	10.5-Up
1453208_at	1453208_at	1.8	10.5-Down
5830411g16rik	78937	1.8	10.5-Down
6330549h03rik	108667	1.8	10.5-Down
app	11820	1.8	10.5-Down
bmpr1a	12166	1.8	10.5-Down
capn2	12334	1.8	10.5-Down
ccl27	20301	1.8	10.5-Down
fzd6	14368	1.8	10.5-Down
harsl	70791	1.8	10.5-Down
jmjd1c	108829	1.8	10.5-Down
lamp2	16784	1.8	10.5-Down
mbnl1	56758	1.8	10.5-Down
ncor1	20185	1.8	10.5-Down
pkp4	227937	1.8	10.5-Down
ppt1	19063	1.8	10.5-Down
rps24	20088	1.8	10.5-Down
tcf20	21411	1.8	10.5-Down
tmed7	66676	1.8	10.5-Down
tnrc6a	233833	1.8	10.5-Down
trim41	211007	1.8	10.5-Down
wdr26	226757	1.8	10.5-Down
xpa	22590	1.8	10.5-Down
cmar	57358	1.8	11-Down
4933424m23rik	260345	1.7	11-Up
c030004a17rik	109229	1.7	11-Up
fnbp3	56194	1.7	11-Up
gsn	227753	1.7	11-Up
mef2a	17258	1.7	11-Up
myef2	17876	1.7	11-Up
rai1	19377	1.7	11-Up
rest	19712	1.7	11-Up
spg21	27965	1.7	11-Up
timm50	66525	1.7	11-Up
0610009o20rik	66839	1.7	11-Down
2310001a20rik	71881	1.7	11-Down
2610528k11rik	72543	1.7	11-Down
4930542g03rik	227613	1.7	11-Down
4931406i20rik	66743	1.7	11-Down
bc037006	211652	1.7	11-Down
bloc1s3	232946	1.7	11-Down
cxcl16	66102	1.7	11-Down
d14ertd209e	52535	1.7	11-Down
dyrk1a	13548	1.7	11-Down
gbf1	107338	1.7	11-Down
gtpbp4	69237	1.7	11-Down
igfbp5	16011	1.7	11-Down
irf1	16362	1.7	11-Down
krt2-10	16679	1.7	11-Down
loc381354	381354	1.7	11-Down
mapk3	26417	1.7	11-Down
mtmr3	74302	1.7	11-Down
noc4l	100608	1.7	11-Down
nxn	18230	1.7	11-Down
rpusd1	106707	1.7	11-Down
rraga	68441	1.7	11-Down
suhw4	235469	1.7	11-Down
zap70	22637	1.7	11-Down
zfp37	22696	1.7	11-Down
acp1	11431	1.7	10.5-Up
bc031593	223917	1.7	10.5-Up
cldn10	58187	1.7	10.5-Up
e130309d02rik	231868	1.7	10.5-Up
fads2	56473	1.7	10.5-Up
map3k3	26406	1.7	10.5-Up
mxd3	17121	1.7	10.5-Up
oprs1	18391	1.7	10.5-Up
sfrp4	20379	1.7	10.5-Up
1110059g10rik	66202	1.7	10.5-Down
4930487n19rik	70646	1.7	10.5-Down
5830435c13rik	407823	1.7	10.5-Down
6230421p05rik	109033	1.7	10.5-Down
adnp	11538	1.7	10.5-Down
atp6ap2	70495	1.7	10.5-Down
bc026657	208618	1.7	10.5-Down
erbb2ip	59079	1.7	10.5-Down
fbxo9	71538	1.7	10.5-Down
fusip1	14105	1.7	10.5-Down
h3f3b	15081	1.7	10.5-Down
hira	15260	1.7	10.5-Down
hsbp1	68196	1.7	10.5-Down
map4k5	399510	1.7	10.5-Down
mospd2	76763	1.7	10.5-Down
peli1	67245	1.7	10.5-Down
rragc	54170	1.7	10.5-Down
spast	50850	1.7	10.5-Down
srpk2	20817	1.7	10.5-Down
ssr1	107513	1.7	10.5-Down
stag2	20843	1.7	10.5-Down
strn3	94186	1.7	10.5-Down
tceb1	67923	1.7	10.5-Down
usp33	170822	1.7	10.5-Down
vps4b	20479	1.7	10.5-Down
wig1	22401	1.7	10.5-Down
xbp1	22433	1.7	10.5-Down
zfp262	67785	1.7	10.5-Down
zfp292	30046	1.7	10.5-Down
zfp294	78913	1.7	10.5-Down
zfp532	328977	1.7	10.5-Down
2610020o08rik	67050	1.6	11-Up
ahi1	52906	1.6	11-Up
ankhd1	108857	1.6	11-Up
crlf1	12931	1.6	11-Up
gtf2f2	68705	1.6	11-Up
hsdl2	72479	1.6	11-Up
pum1	80912	1.6	11-Up
stag1	20842	1.6	11-Up
traf3	22031	1.6	11-Up
trim26	22670	1.6	11-Up
zfp90	22751	1.6	11-Up
1419252_at	1419252_at	1.6	11-Down
1442026_at	1442026_at	1.6	11-Down
2700019d07rik	72580	1.6	11-Down
ankfy1	11736	1.6	11-Down
atp6v0b	114143	1.6	11-Down
cds2	110911	1.6	11-Down
clcn7	26373	1.6	11-Down
csnk1d	104318	1.6	11-Down
fpgs	14287	1.6	11-Down
gnb4	14696	1.6	11-Down
rps6	20104	1.6	11-Down
sars1	20226	1.6	11-Down
snx30	209131	1.6	11-Down
uba52	22186	1.6	11-Down
wars	22375	1.6	11-Down
2310076l09rik	66968	1.6	10.5-Up
ai481316	98383	1.6	10.5-Up
arid3a	13496	1.6	10.5-Up
bcar1	12927	1.6	10.5-Up
bzw1	66882	1.6	10.5-Up
fabp5	16592	1.6	10.5-Up
plekha4	69217	1.6	10.5-Up
rab25	53868	1.6	10.5-Up
rxra	20181	1.6	10.5-Up
7-Mar	57438	1.6	10.5-Down
1434549_at	1434549_at	1.6	10.5-Down
2210411k19rik	70164	1.6	10.5-Down
2810403a07rik	74200	1.6	10.5-Down
5033405k12rik	75991	1.6	10.5-Down
6530401d17rik	76219	1.6	10.5-Down
ankrd32	105377	1.6	10.5-Down
b230219d22rik	78521	1.6	10.5-Down
bc005471	235050	1.6	10.5-Down
bc010304	218236	1.6	10.5-Down
bc018507	218333	1.6	10.5-Down
camk2g	12325	1.6	10.5-Down
cd164	53599	1.6	10.5-Down
chchd7	66433	1.6	10.5-Down
cstf2t	83410	1.6	10.5-Down
cuedc2	67116	1.6	10.5-Down
jmjd1a	104263	1.6	10.5-Down
lztfl1	93730	1.6	10.5-Down
ncoa6ip	116940	1.6	10.5-Down
phr1	105689	1.6	10.5-Down
prepl	213760	1.6	10.5-Down
ptpn11	19247	1.6	10.5-Down
pttg1ip	108705	1.6	10.5-Down
riok3	66878	1.6	10.5-Down
rnf14	56736	1.6	10.5-Down
rps13	68052	1.6	10.5-Down
smarcad1	13990	1.6	10.5-Down
suv420h1	225888	1.6	10.5-Down
wasl	73178	1.6	10.5-Down
zfp306	72739	1.6	10.5-Down
cdk4	12567	1.5	11-Up
ndst1	15531	1.5	11-Up
paics	67054	1.5	11-Up
strbp	20744	1.5	11-Up
arrdc1	215705	1.5	11-Down
btf3	218490	1.5	11-Down
cdk2	12566	1.5	11-Down
dhps	330817	1.5	11-Down
kif2c	73804	1.5	11-Down
tigd5	105734	1.5	11-Down
car14	23831	1.5	10.5-Up
ercc1	13870	1.5	10.5-Up
1700051c09rik	68107	1.5	10.5-Down
2610204l23rik	67163	1.5	10.5-Down
cdc5l	71702	1.5	10.5-Down
d10ertd438e	52014	1.5	10.5-Down
hnrpdl	50926	1.5	10.5-Down
khdrbs1	20218	1.5	10.5-Down
osbpl11	106326	1.5	10.5-Down
ranbp9	56705	1.5	10.5-Down
rgs19	56470	1.5	10.5-Down
spred1	114715	1.5	10.5-Down
taf13	99730	1.5	10.5-Down
tomm70a	28185	1.5	10.5-Down
