Gene ID, ranked according to fold change	gene symbol	Fold change after NIPP1 knockdown	Corresponding change after EZH2 knockdown	Expression
129642	MBOAT2	0,55; 0,72; 0,74	1,14; 1,18; 1,07	Downregulated genes
79026	AHNAK	0,55; 0,61; 0,63	0,96; 1,26; 1,12	Downregulated genes
6281	S100A10	0.55	1.44	Downregulated genes
51068	NMD3	0,55; 0,60; 0,67	1,20; 1,15; 1,11	Downregulated genes
57826	RAP2C	0.55	1.42	Downregulated genes
291	SLC25A4	0.55	1.08	Downregulated genes
11014	KDELR2	0.55	0.98	Downregulated genes
222171	PRR15	0.55	0.94	Downregulated genes
11051	NUDT21	0.55	0.53	Downregulated genes
10746	MAP3K2	0,55; 0,62	0,83; 0,84	Downregulated genes
6566	SLC16A1	0.56	1.02	Downregulated genes
26057	ANKRD17	0,56; 0,65	1,17; 1,15	Downregulated genes
6790	AURKA	0,56; 0,56	0,60; 0,62	Downregulated genes
57185	NPAL3	0,56; 0,58	0,65; 0,66	Downregulated genes
9982	FGFBP1	0.56	1.64	Downregulated genes
201799	TMEM154	0.56	0.59	Downregulated genes
54442	KCTD5	0.56	1.14	Downregulated genes
167227	DCP2	0.56	0.4	Downregulated genes
115294	PCMTD1	0.56	0.83	Downregulated genes
11160	ERLIN2	0.56	0.85	Downregulated genes
5814	PURB	0,56; 0,57	0,30; 0,34	Downregulated genes
51074	APIP	0,56; 0,58	0,83; 0,82	Downregulated genes
6482	ST3GAL1	0,56; 0,57	0,81; 0,83	Downregulated genes
285489	DOK7	0.56	1.08	Downregulated genes
124152	IQCK	0.56	1.24	Downregulated genes
53834	FGFRL1	0.56	0.64	Downregulated genes
94081	SFXN1	0.56	0.73	Downregulated genes
7414	VCL	0.56	1.07	Downregulated genes
7532	YWHAG	0.56	1.38	Downregulated genes
83959	SLC4A11	0.56	1.04	Downregulated genes
26224	FBXL3	0.56	1.02	Downregulated genes
10644	IGF2BP2	0,56; 0,68	1,04; 1,01	Downregulated genes
7032	TFF2	0.57	0.93	Downregulated genes
7504	XK	0.57	0.55	Downregulated genes
55589	BMP2K	0.57	1.22	Downregulated genes
84962	JUB	0.57	1.07	Downregulated genes
23224	SYNE2	0,56; 0,61	0,59; 0,66	Downregulated genes
118987	PDZD8	0.57	0.5	Downregulated genes
830	CAPZA2	0,57; 0,61	0,90; 0,91	Downregulated genes
9821	RB1CC1	0.57	0.72	Downregulated genes
836	CASP3	0.57	1.28	Downregulated genes
5950	RBP4	0.57	1.22	Downregulated genes
54361	WNT4	0.57	1.95	Downregulated genes
266977	GPR110	0,57; 0,68	0,88; 0,92	Downregulated genes
55707	NECAP2	0,57; 0,72	1,02; 0,93	Downregulated genes
6374	CXCL5	0,57; 0,68	0,97; 1,15	Downregulated genes
9949	AMMECR1	0.57	1.3	Downregulated genes
2872	MKNK2	0.57	0.77	Downregulated genes
1969	EPHA2	0.57	0.49	Downregulated genes
2305	FOXM1	0.57	0.66	Downregulated genes
2181	ACSL3	0,57; 0,63; 0,65	0,98; 0,98; 1,04	Downregulated genes
10638	SPHAR	0.57	0.78	Downregulated genes
6907	TBL1X	0.57	0.59	Downregulated genes
22884	WDR37	0.57	1.18	Downregulated genes
54757	FAM20A	0.57	1.12	Downregulated genes
6505	SLC1A1	0.57	1.06	Downregulated genes
595	CCND1	0,58; 0,59; 0,61	0,44; 0,52; 0,34	Downregulated genes
255919	TMEM188	0.58	1.26	Downregulated genes
95681	TSGA14	0.58	0.48	Downregulated genes
55450	CAMK2N1	0,58; 0,58	0,69; 0,76	Downregulated genes
23405	DICER1	0.58	0.94	Downregulated genes
9919	KIAA0310	0.58	0.96	Downregulated genes
2241	FER	0.58	0.83	Downregulated genes
5175	PECAM1	0.58	0.85	Downregulated genes
4642	MYO1D	0.58	0.93	Downregulated genes
55216	C11orf57	0,58; 0,59	1,41; 1,25	Downregulated genes
80774	LIMD2	0.58	0.7	Downregulated genes
10681	GNB5	0.58	0.86	Downregulated genes
54708	MARCH5	0.58	1.35	Downregulated genes
153642	ARSK	0.58	1.5	Downregulated genes
64881	PCDH20	0.58	0.49	Downregulated genes
2637	GBX2	0.58	0.68	Downregulated genes
3489	IGFBP6	0.58	1.07	Downregulated genes
26994	RNF11	0.58	0.77	Downregulated genes
3209	HOXA13	0,58; 0,67	0,98; 0,95	Downregulated genes
831	CAST	0.58	2.33	Downregulated genes
23536	ADAT1	0.58	0.86	Downregulated genes
3795	KHK	0.58	0.61	Downregulated genes
2802	GOLGA3	0.58	0.76	Downregulated genes
54741	LEPROT	0,58; 0,62	1,13; 1,17	Downregulated genes
5873	RAB27A	0.58	0.68	Downregulated genes
7334	UBE2N	0,58; 0,71; 0,74	1,04; 0,90; 0,90	Downregulated genes
10776	ARPP-19	0,59; 0,62	0,59; 0,74	Downregulated genes
221035	REEP3	0,59; 0, 67	0,72; 0,74	Downregulated genes
94234	FOXQ1	0.59	0.58	Downregulated genes
117166	WFIKKN1	0.59	1.12	Downregulated genes
6443	SGCB	0.59	1.22	Downregulated genes
51123	ZNF706	0,59; 0,61	1,10; 0,93	Downregulated genes
55742	PARVA	0.59	1.44	Downregulated genes
871	SERPINH1	0.59	0.83	Downregulated genes
205717	KIAA2018	0.59	1.01	Downregulated genes
9805	SCRN1	0.59	1.09	Downregulated genes
84552	PARD6G	0.59	0.82	Downregulated genes
54443	ANLN	0.59	0.76	Downregulated genes
267	AMFR	0.59	1.01	Downregulated genes
9619	ABCG1	0.59	0.74	Downregulated genes
58491	ZNF71	0.59	1.02	Downregulated genes
22928	SEPHS2	0.59	0.85	Downregulated genes
10890	RAB10	0,59; 0,73	0,92; 0,84	Downregulated genes
25791	NGEF	0.59	1.28	Downregulated genes
8452	CUL3	0.59	0.58	Downregulated genes
8322	FZD4	0,59; 0,67	0,48; 0,86	Downregulated genes
6461	SHB	0,59; 0,61	0,85; 0,90	Downregulated genes
51193	ZNF639	0.59	1.04	Downregulated genes
5631	PRPS1	0,59; 0,63	1,20; 1,09	Downregulated genes
168451	THAP5	0.59	0.58	Downregulated genes
56731	SLC2A4RG	0,59; 0,69	0,62; 0,66	Downregulated genes
378	ARF4	0.59	0.83	Downregulated genes
26135	SERBP1	0.6	0.61	Downregulated genes
286133	SCARA5	0.6	1.21	Downregulated genes
26986	PABPC1	0,60; 0,63; 0,68	1,01; 1,04; 1,07	Downregulated genes
389734	CNTNAP3B	0.6	0.89	Downregulated genes
10365	KLF2	0.6	0.96	Downregulated genes
128486	C20orf142	0.6	0.95	Downregulated genes
11252	PACSIN2	0.6	0.67	Downregulated genes
4001	LMNB1	0.6	0.58	Downregulated genes
10935	PRDX3	0.6	0.87	Downregulated genes
3930	LBR	0.6	0.65	Downregulated genes
151354	FAM84A	0.6	1.56	Downregulated genes
6286	S100P	0.6	1.14	Downregulated genes
9817	KEAP1	0.6	1.05	Downregulated genes
80255	SLC35F5	0.6	1.27	Downregulated genes
9249	DHRS3	0,60; 0,60	1,11; 1,00	Downregulated genes
26031	OSBPL3	0.6	0.76	Downregulated genes
7915	ALDH5A1	0.6	1.18	Downregulated genes
54510	PCDH18	0.6	0.61	Downregulated genes
2683	B4GALT1	0.6	1.15	Downregulated genes
57488	FAM62B	0.6	0.92	Downregulated genes
2519	FUCA2	0.6	1.02	Downregulated genes
92912	UBE2Q2	0,60; 0,72	0,60; 0,74	Downregulated genes
257397	MAP3K7IP3	0.6	1.3	Downregulated genes
23200	ATP11B	0.6	0.93	Downregulated genes
57142	RTN4	0.6	0.75	Downregulated genes
285672	P18SRP	0.6	1.04	Downregulated genes
2737	GLI3	0.61	0.76	Downregulated genes
55644	OSGEP	0.61	0.81	Downregulated genes
7422	VEGFA	0.61	1.46	Downregulated genes
79718	TBL1XR1	0,61; 0,65; 0,68	0,67; 0,72; 0,67	Downregulated genes
60592	SCOC	0,61; 0,65	0,97; 0,95	Downregulated genes
340719	NANOS1	0.61	0.52	Downregulated genes
65018	PINK1	0.61	1.05	Downregulated genes
405	ARNT	0.61	1.23	Downregulated genes
84328	LZIC	0.61	0.95	Downregulated genes
23023	TMCC1	0.61	1.46	Downregulated genes
256764	WDR72	0.61	0.71	Downregulated genes
29982	NRBF2	0,61; 0,61; 0,61	1,38; 1,31; 1,38	Downregulated genes
94015	TTYH2	0.61	1.08	Downregulated genes
3148	HMGB2	0,61; 0,64	0,40; 0,41	Downregulated genes
9040	UBE2M	0.61	1.01	Downregulated genes
23076	RRP1B	0.61	0.6	Downregulated genes
3920	LAMP2	0,61; 0,67	1,57; 0,57	Downregulated genes
4072	TACSTD1	0.61	0.72	Downregulated genes
10383	TUBB2C	0.61	1.01	Downregulated genes
4637	MYL6	0,61; 0,61	1,23; 1,21	Downregulated genes
10299	MARCH6	0.61	0.97	Downregulated genes
9052	GPRC5A	0.61	1.3	Downregulated genes
23321	TRIM2	0,61; 0,69	1,19; 1,13	Downregulated genes
91607	SLFN11	0.61	0.93	Downregulated genes
71	ACTG1	0.61	1.06	Downregulated genes
9926	LPGAT1	0,61; 0,62	0,25; 0,34	Downregulated genes
4801	NFYB	0.61	0.84	Downregulated genes
54407	SLC38A2	0.61	0.91	Downregulated genes
10914	PAPOLA	0,61; 0,63	0,65; 0,67	Downregulated genes
8099	CDK2AP1	0,61; 0,73	1,32; 1,15	Downregulated genes
51704	GPRC5B	0.61	1.45	Downregulated genes
55526	DHTKD1	0.61	0.83	Downregulated genes
23484	LEPROTL1	0.62	0.55	Downregulated genes
255738	PCSK9	0.62	0.69	Downregulated genes
83935	TMEM133	0.62	1.12	Downregulated genes
8544	PIR	0.62	1.2	Downregulated genes
172	AFG3L1	0,62; 0,65	0,64; 0,68	Downregulated genes
55861	DBNDD2	0.62	0.74	Downregulated genes
6934	TCF7L2	0.62	0.61	Downregulated genes
30	ACAA1	0.62	1.27	Downregulated genes
51107	APH1A	0.62	0.78	Downregulated genes
149420	PDIK1L	0.62	1	Downregulated genes
55040	EPN3	0.62	0.9	Downregulated genes
85460	KIAA1729	0.62	0.86	Downregulated genes
2590	GALNT2	0.62	0.88	Downregulated genes
6400	SEL1L	0,62; 0,68	0,70; 0,96	Downregulated genes
64943	NT5DC2	0.62	0.62	Downregulated genes
1138	CHRNA5	0.62	0.74	Downregulated genes
1022	CDK7	0.62	1.08	Downregulated genes
9559	VPS26A	0.62	0.73	Downregulated genes
51026	GOLT1B	0.62	0.36	Downregulated genes
80727	TTYH3	0.62	1.16	Downregulated genes
3572	IL6ST	0,62; 0,67; 0,72	1,12; 1,60; 1,31	Downregulated genes
84792	MGC12966	0.62	0.85	Downregulated genes
4884	NPTX1	0.62	1.72	Downregulated genes
285368	PRRT3	0.62	0.56	Downregulated genes
57606	SLAIN2	0,62; 0,64	0,99; 0,67	Downregulated genes
5935	RBM3	0,62; 0,71	0,72; 0,79	Downregulated genes
84335	AKT1S1	0.62	1.05	Downregulated genes
84937	ZNRF1	0,62; 0,64	1,19; 1,21	Downregulated genes
5469	PPARBP	0.63	0.95	Downregulated genes
84171	LOXL4	0.63	1.42	Downregulated genes
4288	MKI67	0.63	0.68	Downregulated genes
23048	FNBP1	0.63	0.8	Downregulated genes
55234	SMU1	0,63; 0,64	0,94; 0,94	Downregulated genes
4162	MCAM	0,63; 0,63	0,79; 0,83	Downregulated genes
6541	SLC7A1	0.63	0.72	Downregulated genes
347734	SLC35B2	0.63	0.56	Downregulated genes
3915	LAMC1	0.63	1.12	Downregulated genes
11235	PDCD10	0.63	1.01	Downregulated genes
23225	NUP210	0.63	0.64	Downregulated genes
3895	KTN1	0.63	0.74	Downregulated genes
5867	RAB4A	0,63; 0,71	0,87; 0,90	Downregulated genes
55728	N4BP2	0,63; 0,66	0,72; 0,86	Downregulated genes
4905	NSF	0.63	0.78	Downregulated genes
399664	RKHD1	0.63	0.95	Downregulated genes
11052	CPSF6	0.63	1	Downregulated genes
51808	RNUXA	0.63	0.6	Downregulated genes
8566	PDXK	0.63	0.89	Downregulated genes
400	ARL1	0.63	0.44	Downregulated genes
4641	MYO1C	0.63	0.87	Downregulated genes
10614	HEXIM1	0.63	1.4	Downregulated genes
114885	OSBPL11	0.63	1.09	Downregulated genes
8693	GALNT4	0,63; 0,66	0,85; 0,73	Downregulated genes
80820	KIAA1706	0.63	0.76	Downregulated genes
2034	EPAS1	0.63	0.51	Downregulated genes
6590	SLPI	0,64; 0,67	1,28; 1,30	Downregulated genes
117178	SSX2IP	0.64	0.61	Downregulated genes
9528	TMEM59	0.64	1.12	Downregulated genes
55003	PAK1IP1	0,64; 0,65; 0,65; 0,65; 0,66; 0,67; 0,67; 0,68; 0,69; 0,69	1,02; 1,03; 1,03; 1,04; 1,01; 1,03; 1,02; 1,04; 1,01; 1,04	Downregulated genes
4192	MDK	0.64	1	Downregulated genes
25803	SPDEF	0.64	0.89	Downregulated genes
23432	GPR161	0.64	0.64	Downregulated genes
6416	MAP2K4	0.64	1.2	Downregulated genes
6867	TACC1	0.64	1.18	Downregulated genes
50862	RNF141	0.64	0.38	Downregulated genes
51014	TMED7	0.64	0.93	Downregulated genes
79932	KIAA0319L	0.64	1.12	Downregulated genes
55900	ZNF302	0.64	2.21	Downregulated genes
23228	PLCL2	0.64	1.05	Downregulated genes
8780	RIOK3	0,64; 0,66	1,39; 1,29	Downregulated genes
2553	GABPB2	0.64	1.1	Downregulated genes
283991	FAM100B	0.64	0.75	Downregulated genes
3275	PRMT2	0,64; 0,65; 0,71	0,77; 1,26; 1,20	Downregulated genes
5824	PEX19	0.64	0.51	Downregulated genes
22822	PHLDA1	0.64	1.06	Downregulated genes
3875	KRT18	0,64; 0,65; 0,65; 0,65; 0,66; 0,66; 0,67; 0,67; 0,68; 0,73	0,88; 0,87; 0,87; 0,87; 0,86; 0,87; 0,90; 0,87; 0,87; 0,97	Downregulated genes
23369	PUM2	0.64	0.98	Downregulated genes
29015	SLC43A3	0,64; 0,71	0,70; 0,79	Downregulated genes
84061	RP11-217H1.1	0.64	1.21	Downregulated genes
219855	SLC37A2	0.64	1.53	Downregulated genes
23476	BRD4	0.64	1.05	Downregulated genes
51196	PLCE1	0.64	0.88	Downregulated genes
284085	FLJ40504	0,64; 0,65	0,92; 0,84	Downregulated genes
6793	STK10	0.65	1.13	Downregulated genes
162681	C18orf54	0.65	0.72	Downregulated genes
6909	TBX2	0.65	0.81	Downregulated genes
829	CAPZA1	0,65; 0,71	0,99; 1,27	Downregulated genes
340061	TMEM173	0.65	1.08	Downregulated genes
222658	KCTD20	0.65	0.88	Downregulated genes
5768	QSOX1	0,65; 0,69	1,19; 1,15	Downregulated genes
9500	MAGED1	0,65; 0,69	0,81; 0,88	Downregulated genes
89891	WDR34	0.65	0.7	Downregulated genes
114990	VASN	0.65	1.65	Downregulated genes
26147	PHF19	0.65	0.74	Downregulated genes
54344	DPM3	0.65	0.96	Downregulated genes
7980	TFPI2	0,65; 0,67	1,76; 1,58	Downregulated genes
1112	FOXN3	0,65; 0,66	0,46; 0,47	Downregulated genes
26133	TRPC4AP	0.65	1.04	Downregulated genes
55920	RCC2	0,65; 0,73	0,78; 0,80	Downregulated genes
9252	RPS6KA5	0,65; 0,69	0,65; 0,66	Downregulated genes
79412	KREMEN2	0.65	0.94	Downregulated genes
94107	MGC14327	0.65	0.86	Downregulated genes
57186	C20orf74	0.65	0.77	Downregulated genes
7113	TMPRSS2	0.65	1.16	Downregulated genes
81575	APOLD1	0.65	1.07	Downregulated genes
57570	TRMT5	0.65	0.56	Downregulated genes
1523	CUTL1	0.65	0.7	Downregulated genes
27237	ARHGEF16	0.65	0.62	Downregulated genes
1999	ELF3	0.65	1.15	Downregulated genes
51619	UBE2D4	0.65	1.19	Downregulated genes
10269	ZMPSTE24	0.65	0.94	Downregulated genes
29108	PYCARD	0.65	0.47	Downregulated genes
9583	ENTPD4	0.65	0.65	Downregulated genes
4735	12:00:00 AM	0.65	1.07	Downregulated genes
258010	DKFZp313A2432	0.65	0.64	Downregulated genes
7108	TM7SF2	0,65; 0,70	0,73; 0,75	Downregulated genes
64328	XPO4	0.65	0.78	Downregulated genes
651175		0.65	0.86	Downregulated genes
634	CEACAM1	0.65	2.58	Downregulated genes
54764	ZRANB1	0,65; 0,66; 0,65	0,95; 0,78; 0,88	Downregulated genes
9517	SPTLC2	0.65	0.98	Downregulated genes
6645	SNTB2	0.65	1.01	Downregulated genes
22998	DKFZP686A01247	0.65	1.01	Downregulated genes
9804	TOMM20	0.65	1.03	Downregulated genes
10473	HMGN4	0,66; 0,70	0,99; 0,95	Downregulated genes
29927	SEC61A1	0.66	0.95	Downregulated genes
55270	NUDT15	0.66	0.97	Downregulated genes
5042	PABPC3	0.66	1.03	Downregulated genes
144165	PRICKLE1	0.66	0.77	Downregulated genes
284695	ZNF326	0.66	0.7	Downregulated genes
9448	MAP4K4	0.66	0.5	Downregulated genes
55344	PLCXD1	0.66	0.6	Downregulated genes
1374	CPT1A	0.66	0.89	Downregulated genes
6595	SMARCA2	0.66	1.13	Downregulated genes
60	ACTB	0.66	1.06	Downregulated genes
63967	CLSPN	0.66	0.58	Downregulated genes
2052	EPHX1	0.66	1.05	Downregulated genes
79572	ATP13A3	0,65; 0,69	0,99; 0,95	Downregulated genes
1396	CRIP1	0.66	0.7	Downregulated genes
387893	SETD8	0.66	1	Downregulated genes
80155	NARG1	0.66	0.79	Downregulated genes
9914	ATP2C2	0.66	0.91	Downregulated genes
8986	RPS6KA4	0.66	0.52	Downregulated genes
1982	EIF4G2	0.66	0.9	Downregulated genes
3911	LAMA5	0.66	0.92	Downregulated genes
23464	GCAT	0.66	0.75	Downregulated genes
10950	BTG3	0.66	0.81	Downregulated genes
126353	C19orf21	0.66	0.91	Downregulated genes
202915	MGC9712	0.66	0.92	Downregulated genes
1131	CHRM3	0,66; 0,68	0,90; 0,78	Downregulated genes
80312	CXXC6	0.66	1.01	Downregulated genes
7042	TGFB2	0.66	1.37	Downregulated genes
6574	SLC20A1	0,66; 0,73	1,20; 1,39	Downregulated genes
57580	PREX1	0.66	0.7	Downregulated genes
9529	BAG5	0.66	0.88	Downregulated genes
55802	DCP1A	0.66	1.35	Downregulated genes
9331	B4GALT6	0.66	1.69	Downregulated genes
6624	FSCN1	0.66	1.01	Downregulated genes
79805	VASH2	0.66	0.92	Downregulated genes
874	CBR3	0.66	1.1	Downregulated genes
6692	SPINT1	0.66	0.69	Downregulated genes
5155	PDGFB	0.67	0.93	Downregulated genes
2870	GRK6	0.67	0.64	Downregulated genes
7259	TSPYL1	0.67	1.32	Downregulated genes
9685	CLINT1	0.67	1.21	Downregulated genes
901	CCNG2	0.67	1.12	Downregulated genes
7791	ZYX	0.67	0.86	Downregulated genes
10048	RANBP9	0,67; 0,71	0,87; 0,92	Downregulated genes
6609	SMPD1	0.67	1.37	Downregulated genes
253461	ZBTB38	0.67	1.27	Downregulated genes
114548	NLRP3	0.67	1.91	Downregulated genes
5087	PBX1	0.67	0.74	Downregulated genes
79998	ANKRD53	0.67	0.62	Downregulated genes
196752		0.67	0.83	Downregulated genes
54994	C20orf11	0.67	0.83	Downregulated genes
399726	C10orf114	0.67	0.84	Downregulated genes
7040	TGFB1	0.67	1	Downregulated genes
3156	HMGCR	0.67	0.93	Downregulated genes
116064	LRRC58	0.67	0.89	Downregulated genes
347735	SERINC2	0.67	0.92	Downregulated genes
523	ATP6V1A	0,67; 0,72	1,40; 1,54	Downregulated genes
9355	LHX2	0.67	0.76	Downregulated genes
10491	CRTAP	0.67	0.86	Downregulated genes
375061	FAM89A	0.67	1.15	Downregulated genes
1939	LGTN	0.67	0.73	Downregulated genes
51629	SLC25A39	0.67	1.02	Downregulated genes
55020	FLJ20699	0.67	0.95	Downregulated genes
1994	ELAVL1	0,67; 0,68	0,79; 0,88	Downregulated genes
10755	GIPC1	0.67	1.16	Downregulated genes
55002	TMCO3	0.67	0.66	Downregulated genes
56951	C5orf15	0.67	1.56	Downregulated genes
54069	C21orf45	0.67	0.41	Downregulated genes
55884	WSB2	0.67	0.64	Downregulated genes
10653	SPINT2	0.67	1.1	Downregulated genes
84549	RBM13	0.67	1.03	Downregulated genes
90411	MCFD2	0.67	0.92	Downregulated genes
5725	PTBP1	0.67	0.48	Downregulated genes
10949	HNRPA0	0.68	0.95	Downregulated genes
8714	ABCC3	0.68	0.83	Downregulated genes
55107	TMEM16A	0,68; 0,69	0,94; 1,03	Downregulated genes
1522	CTSZ	0.68	1.27	Downregulated genes
27292	DIMT1L	0.68	0.86	Downregulated genes
112939	BTBD14B	0.68	1.12	Downregulated genes
3796	KIF2A	0.68	0.89	Downregulated genes
84818	IL17RC	0.68	0.95	Downregulated genes
2771	GNAI2	0.68	1	Downregulated genes
29095	ORMDL2	0.68	0.54	Downregulated genes
5634	PRPS2	0.68	0.66	Downregulated genes
79077	XTP3TPA	0.68	0.78	Downregulated genes
90390	THRAP6	0.68	0.53	Downregulated genes
65094	JMJD4	0.68	0.64	Downregulated genes
120103	SLC36A4	0.68	0.73	Downregulated genes
80854	SETD7	0.68	0.51	Downregulated genes
7026	NR2F2	0.68	1.22	Downregulated genes
85315	PAQR8	0.68	1.23	Downregulated genes
444	ASPH	0.68	0.93	Downregulated genes
5573	PRKAR1A	0,68; 0,69; 0,70	0,75; 0,81; 0,71	Downregulated genes
22809	ATF5	0.68	1.6	Downregulated genes
6850	SYK	0.68	0.74	Downregulated genes
2800	GOLGA1	0,68; 0,69	0,89; 0,94	Downregulated genes
11103	KRR1	0.68	1.11	Downregulated genes
56262	LRRC8A	0.68	1.33	Downregulated genes
7941	PLA2G7	0.68	0.36	Downregulated genes
6670	SP3	0.68	0.65	Downregulated genes
55183	RIF1	0.68	0.75	Downregulated genes
29887	SNX10	0.68	0.97	Downregulated genes
29957	SLC25A24	0.68	1.33	Downregulated genes
54918	CMTM6	0,68; 0,73	0,80; 0,87	Downregulated genes
11166	SOX21	0.68	0.69	Downregulated genes
1129	CHRM2	0.68	0.82	Downregulated genes
3759	KCNJ2	0.68	1.08	Downregulated genes
1912	PHC2	0,68; 0,73	0,87; 1,07	Downregulated genes
8562	DENR	0.68	1.01	Downregulated genes
4601	MXI1	0.68	1.49	Downregulated genes
27346	TMEM97	0,68; 0,70	0,59; 0,67	Downregulated genes
163	AP2B1	0.68	0.51	Downregulated genes
79616	CCNJL	0.68	1.16	Downregulated genes
220	ALDH1A3	0.68	1.33	Downregulated genes
79733	E2F8	0.68	0.24	Downregulated genes
79968	WDR76	0.68	0.64	Downregulated genes
357	SHROOM2	0.68	1.04	Downregulated genes
5141	PDE4A	0.68	0.83	Downregulated genes
4771	NF2	0.68	0.79	Downregulated genes
146223	CMTM4	0.69	0.72	Downregulated genes
9545	RAB3D	0.69	0.84	Downregulated genes
84250	ANKRD32	0.69	0.64	Downregulated genes
120224	TMEM45B	0.69	0.92	Downregulated genes
8289	ARID1A	0.69	0.96	Downregulated genes
54014	BRWD1	0.69	1.21	Downregulated genes
3775	KCNK1	0.69	0.52	Downregulated genes
57104	PNPLA2	0.69	0.75	Downregulated genes
79712	GTDC1	0.69	0.5	Downregulated genes
285237	C3orf38	0.69	1.16	Downregulated genes
51444	RNF138	0.69	0.64	Downregulated genes
347688	TUBB8	0.69	1.1	Downregulated genes
85477	SCIN	0.69	1.32	Downregulated genes
2801	GOLGA2	0,69; 0,74	0,89; 0,81	Downregulated genes
4851	NOTCH1	0.69	1.2	Downregulated genes
23625	FAM89B	0.69	0.92	Downregulated genes
57213	C13orf1	0.69	0.76	Downregulated genes
23185	LARP5	0.69	0.67	Downregulated genes
1984	EIF5A	0.69	1.1	Downregulated genes
202018	TAPT1	0.69	1.21	Downregulated genes
23764	MAFF	0.69	1.21	Downregulated genes
9189	ZBED1	0.69	0.8	Downregulated genes
5441	POLR2L	0.69	1.03	Downregulated genes
55284	UBE2W	0.69	0.73	Downregulated genes
158405	KIAA1958	0.69	0.69	Downregulated genes
399818	LOC399818	0.69	0.93	Downregulated genes
79977	GRHL2	0.69	0.8	Downregulated genes
57515	SERINC1	0.69	1.06	Downregulated genes
139818	DOCK11	0.69	0.89	Downregulated genes
10336	PCGF3	0.69	0.92	Downregulated genes
220042	FLJ25416	0.69	0.53	Downregulated genes
1718	DHCR24	0.69	0.88	Downregulated genes
5603	MAPK13	0.69	0.83	Downregulated genes
5834	PYGB	0.69	1.18	Downregulated genes
9419	CRIPT	0.69	0.78	Downregulated genes
4124	MAN2A1	0,69; 0,70	1,14; 1,15	Downregulated genes
6741	SSB	0.69	1.07	Downregulated genes
90624	LYRM7	0.69	0.76	Downregulated genes
119504	C10orf104	0.69	1	Downregulated genes
2746	GLUD1	0.69	0.76	Downregulated genes
3934	LCN2	0.69	0.94	Downregulated genes
196527	TMEM16F	0.69	1.17	Downregulated genes
51016	C14orf122	0.69	0.64	Downregulated genes
5034	P4HB	0.7	1.19	Downregulated genes
9550	ATP6V1G1	0.7	1.78	Downregulated genes
793	CALB1	0.7	0.81	Downregulated genes
91695	dJ222E13.2	0.7	0.67	Downregulated genes
79814	AGMAT	0.7	0.71	Downregulated genes
10112	KIF20A	0,70; 0,71; 0,72; 0,73	0,54; 0,57; 0,55; 0,59	Downregulated genes
10138	YAF2	0.7	1.12	Downregulated genes
2770	GNAI1	0.7	1.13	Downregulated genes
6397	SEC14L1	0,70; 0,72	1,27; 0,97	Downregulated genes
11342	RNF13	0,70; 0,72	0,94; 0,94	Downregulated genes
956	ENTPD3	0.7	0.91	Downregulated genes
2767	GNA11	0,70; 0,72	0,96; 0,95	Downregulated genes
64756	ATPAF1	0.7	0.34	Downregulated genes
9475	ROCK2	0,70; 0,70	0,64; 0,65	Downregulated genes
5422	POLA1	0.7	0.85	Downregulated genes
51523	CXXC5	0.7	1	Downregulated genes
162461	TMEM92	0.7	0.83	Downregulated genes
3014	H2AFX	0.7	0.65	Downregulated genes
3728	JUP	0.7	0.99	Downregulated genes
8091	HMGA2	0.7	2.83	Downregulated genes
10919	EHMT2	0.7	0.9	Downregulated genes
55331	PHCA	0.7	0.71	Downregulated genes
23129	PLXND1	0.7	0.98	Downregulated genes
10481	HOXB13	0.7	0.71	Downregulated genes
51592	TRIM33	0,70; 0,70	0,86; 0,87	Downregulated genes
64327	LMBR1	0.7	0.76	Downregulated genes
81027	TUBB1	0.7	0.98	Downregulated genes
126282	TNFAIP8L1	0.7	0.73	Downregulated genes
79668	PARP8	0.7	1.7	Downregulated genes
8111	GPR68	0.7	1.29	Downregulated genes
1847	DUSP5	0.7	0.76	Downregulated genes
23612	PHLDA3	0.7	1.14	Downregulated genes
842	CASP9	0.7	0.68	Downregulated genes
5889	RAD51C	0.7	0.58	Downregulated genes
57621	ZBTB2	0.71	1.05	Downregulated genes
9975	NR1D2	0.71	1.39	Downregulated genes
195828	ZNF367	0.71	0.69	Downregulated genes
10395	DLC1	0.71	1.19	Downregulated genes
9368	SLC9A3R1	0.71	0.75	Downregulated genes
55568	GALNT10	0.71	1.23	Downregulated genes
23429	RYBP	0.71	1.27	Downregulated genes
64423	C14orf173	0.71	1.28	Downregulated genes
89958	C9orf140	0,71; 0,72	0,71; 0,72	Downregulated genes
9526	MPDU1	0.71	0.84	Downregulated genes
10382	TUBB4	0.71	1.11	Downregulated genes
81848	SPRY4	0.71	0.6	Downregulated genes
11123	DSCR1L2	0.71	0.99	Downregulated genes
10075	HUWE1	0.71	0.96	Downregulated genes
14	AAMP	0.71	0.89	Downregulated genes
8394	PIP5K1A	0.71	1.05	Downregulated genes
3783	KCNN4	0.71	0.94	Downregulated genes
3068	HDGF	0.71	0.86	Downregulated genes
2118	ETV4	0.71	0.5	Downregulated genes
857	CAV1	0,71; 0,75	0,95; 1,03	Downregulated genes
57007	CXCR7	0.71	1.07	Downregulated genes
79850	FAM57A	0.71	1.28	Downregulated genes
84168	ANTXR1	0.71	0.51	Downregulated genes
