Probe ID	Gene Symbol	Description	CM/ES Fold change	CM/EB Fold change	FH/ES Fold change	FH/EB Fold change	AH/ES Fold change	AH/EB Fold change
2340341	RNF150	ring finger protein 150	9.76	3.95	26.93	10.89	19.21	7.77
4610543	KIFAP3	kinesin-associated protein 3	9.74	3.05	3.83	1.2	4.07	1.27
2850136	ISOC1	isochorismatase domain containing 1	9.74	6.54	4.89	3.28	5.2	3.49
4560156	OIT3	oncoprotein induced transcript 3	9.73	5.54	4.76	2.71	1.29	0.74
1300670	SCHIP1	schwannomin interacting protein 1	9.7	4.3	6.56	2.91	7.98	3.54
3420608	SCN2B	sodium channel, voltage-gated, type II, beta	9.69	2.28	33.32	7.85	48.72	11.48
3460086	TPO	thyroid peroxidase	9.65	9.65	21.82	21.82	173.75	173.75
7160193	WDR22	WD repeat domain 22	9.63	4.98	8.36	4.32	11.2	5.79
5420672	DUSP13	dual specificity phosphatase 13	9.63	5.29	7.55	4.14	15.02	8.24
3440736	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	9.63	38.02	17.75	70.07	1.78	7.04
4200181	SMYD2	SET and MYND domain containing 2	9.61	3.31	12.66	4.37	33.49	11.55
2120452	NMNAT1	nicotinamide nucleotide adenylyltransferase 1	9.55	3.09	9.69	3.14	11.68	3.78
4280577	SLC20A2	solute carrier family 20 (phosphate transporter), member 2	9.54	7.79	5.02	4.1	4	3.26
1820040	SAA1	serum amyloid A1	9.54	33.48	1.47	5.15	3.67	12.88
2850725	ZFYVE16	zinc finger, FYVE domain containing 16	9.49	2.3	2.79	0.68	2.44	0.59
6290068	C4orf29	chromosome 4 open reading frame 29 .	9.47	2.46	12.08	3.14	5.27	1.37
3930639	C15ORF52	FLJ43339 protein, chromosome 15 open reading frame 52	9.47	13.49	19.05	27.14	46.86	66.75
2970681	ADRBK2	adrenergic, beta, receptor kinase 2	9.43	31.15	0.3	1	0.41	1.35
1980386	SNTA1	syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)	9.42	13.39	11.59	16.47	10.49	14.91
3180040	PLUNC	palate, lung and nasal epithelium carcinoma associated	9.41	77.33	3.48	28.62	0.12	1
780497	FLJ46380	ring finger protein 207	9.41	15.24	24.53	39.75	8.32	13.49
3180528	FOLR2	folate receptor 2 (fetal)	9.35	9.35	983.07	983.07	1130.3	1130.3
430246	PHF20L1	PHD finger protein 20-like 1	9.34	4.68	2.28	1.14	3.3	1.65
3460041	JAK2	Janus kinase 2 (a protein tyrosine kinase)	9.27	2.72	25.52	7.48	29.79	8.74
6060088	LOC375449	similar to microtubule associated testis specific serine/threonine protein kinase	9.24	9.95	14.48	15.6	48.66	52.4
2140092	BAMBI	BMP and activin membrane-bound inhibitor homolog (Xenopus laevis)	9.23	3.35	1.56	0.56	0.63	0.23
5720681	TIPARP	TCDD-inducible poly(ADP-ribose) polymerase	9.22	5.83	3.56	2.25	2.11	1.34
4670202	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	9.19	13.27	2.32	3.35	2.3	3.32
6510563	PDK1	pyruvate dehydrogenase kinase, isozyme 1	9.18	3.99	10.51	4.57	3.81	1.66
3180605	OGN	osteoglycin (osteoinductive factor, mimecan)	9.18	4.44	165.46	79.98	78.59	37.99
10289	EPM2A	epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)	9.13	6.62	7.49	5.44	18.41	13.36
5130148	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	9.07	2.95	9.8	3.19	5.9	1.92
6100446	MYL9	myosin, light polypeptide 9, regulatory	9.04	20.09	9	20.01	8.85	19.67
2640475	RDH10	retinol dehydrogenase 10 (all-trans)	9.01	4.93	1.69	0.92	1.15	0.63
6350379	CCDC69	coiled-coil domain containing 69	9.01	9.74	3.92	4.23	8.81	9.53
6290093	SH3GL3	SH3-domain GRB2-like 3	9	5.25	1.07	0.62	0.03	0.02
730121	RSN	restin (Reed-Steinberg cell-expressed intermediate filament-associated protein)	8.98	3.54	4.55	1.79	12.16	4.79
5910408	C10orf32	chromosome 10 open reading frame 32	8.95	2	5.1	1.14	6.54	1.46
6840753	NDRG2	NDRG family member 2	8.94	4.41	7.83	3.86	9.53	4.7
6450082	FRY	furry homolog (Drosophila)	8.93	2.53	29.21	8.26	47.45	13.42
4730114	MYL9	myosin, light polypeptide 9, regulatory	8.77	21.62	8.73	21.52	6.69	16.49
6180196	TMEM25	transmembrane protein 25	8.71	4.27	25.91	12.71	32.1	15.74
2710520	HSPB7	heat shock 27kDa protein family, member 7 (cardiovascular)	8.61	62.06	18.2	131.26	27.57	198.77
610717	SLC25A30	solute carrier family 25, member 30	8.6	31.21	7.8	28.28	45.2	163.94
1470086	SSPN	sarcospan (Kras oncogene-associated gene)	8.6	10.36	28.26	34.02	20.63	24.84
2030195	CAV2	caveolin 2	8.59	8.48	10.74	10.61	20.64	20.38
150487	PKIG	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	8.58	8.58	21.25	21.25	445.17	445.17
6480201	SCMH1	sex comb on midleg homolog 1 (Drosophila)	8.57	3.3	4.24	1.64	3.56	1.37
6280010	PTGER3	prostaglandin E receptor 3 , transcript variant 10.	8.56	11.79	0.69	0.95	0.25	0.34
3120446	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	8.55	4.61	8.22	4.44	8.34	4.5
4730288	ATP1B1	ATPase, Na+/K+ transporting, beta 1 polypeptide	8.54	2.34	5.39	1.48	7.02	1.93
6840092	SNCA	synuclein, alpha (non A4 component of amyloid precursor)	8.54	2.83	8.47	2.81	1.17	0.39
7160367	UPB1	ureidopropionase, beta	8.45	2.26	24.29	6.51	13.5	3.62
6110121	PRICKLE1	prickle-like 1 (Drosophila)	8.44	4.85	5.02	2.89	1.4	0.8
6330463	LIX1L	Lix1 homolog (mouse) like	8.43	2.72	6.31	2.03	4.19	1.35
2350482	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	8.4	10.35	3.17	3.91	3.45	4.25
4060369	SORCS1	sortilin-related VPS10 domain containing receptor 1	8.4	3.26	2.22	0.86	2.53	0.98
6220138	ADCY6	adenylate cyclase 6	8.38	2.91	15.62	5.42	6.33	2.2
4480091	SPTBN1	spectrin, beta, non-erythrocytic 1	8.36	4.16	19.96	9.95	24.99	12.45
5890440	LOC149134	hypothetical protein LOC149134	8.31	2.19	8.73	2.3	3.57	0.94
2690402	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	8.3	12.05	9.03	13.12	14.05	20.42
4570521	CUGBP2	CUG triplet repeat, RNA binding protein 2	8.26	2.54	13.24	4.07	5.88	1.81
6960768	KIAA1754L	KIAA1754-like	8.26	11.27	3.16	4.32	0.2	0.28
4120601	MAPK4	mitogen-activated protein kinase 4	8.21	2.8	3.48	1.19	6.89	2.35
4760327	CPE	carboxypeptidase E	8.19	2.1	3.69	0.94	3.6	0.92
2340379	RXRG	retinoid X receptor, gamma	8.19	6.12	1.77	1.32	1.82	1.36
7210544	SORCS1	sortilin-related VPS10 domain containing receptor 1	8.18	3.46	2.33	0.99	2.59	1.1
1170500	LNPEP	leucyl/cystinyl aminopeptidase	8.12	3.2	4.55	1.79	8.52	3.36
6940446	KCNJ8	potassium inwardly-rectifying channel, subfamily J, member 8	8.08	10.24	19.92	25.23	23.8	30.15
5390132	ANK2	ankyrin 2, neuronal	8.07	2.18	16.17	4.36	21.33	5.75
580437	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1	8.06	2.06	8.87	2.26	11.77	3
6400500	HDAC9	histone deacetylase 9	8.02	6.03	2.98	2.24	1.7	1.28
6760746	MRPS36	mitochondrial ribosomal protein S36	7.81	5.61	4.09	2.93	8.02	5.76
4060477	KIAA0701	KIAA0701 protein	7.81	79.97	0.14	1.45	0.1	1
3710176	DMN	desmuslin	7.78	9.45	19.78	24.02	80.9	98.23
6980040	SLC30A3	solute carrier family 30 (zinc transporter), member 3	7.75	28.79	4.72	17.52	2.75	10.2
650735	ICA1	islet cell autoantigen 1, 69kDa	7.7	14.14	6.09	11.18	5.31	9.75
6330678	TRIM54	tripartite motif-containing 54	7.65	3.93	9.91	5.09	37.23	19.13
2640022	NNT	nicotinamide nucleotide transhydrogenase	7.62	4.09	6.69	3.59	14.89	7.99
2260739	HTF9C	HpaII tiny fragments locus 9C	7.57	3.13	0.14	0.06	0.72	0.3
540736	ETFDH	electron-transferring-flavoprotein dehydrogenase	7.56	4.11	7.92	4.3	28.36	15.39
5420113	SLC25A20	solute carrier family 25 (carnitine/acylcarnitine translocase), member 20	7.56	5.61	2.29	1.7	6.56	4.87
240079	KIAA0367	KIAA0367	7.53	12.31	0.25	0.41	0.24	0.39
7330333	IL17B	interleukin 17B	7.53	63.06	9.8	82.03	0.04	0.3
6060253	C10orf10	chromosome 10 open reading frame 10	7.52	3.36	13.34	5.96	9.46	4.23
870681	PPIC	peptidylprolyl isomerase C (cyclophilin C)	7.52	3.65	3.74	1.82	2.81	1.37
3780670	SLC4A3	solute carrier family 4, anion exchanger, member 3	7.51	7.39	62.71	61.67	70.34	69.17
3170537	CRSP2	cofactor required for Sp1 transcriptional activation, subunit 2, 150kDa	7.51	3.59	6.16	2.95	0.13	0.06
2060167	ATP2B4	ATPase, Ca++ transporting, plasma membrane 4	7.49	2.53	4.89	1.65	3.56	1.2
630544	ATP6V1G2	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G2	7.48	2.7	3.63	1.31	3.63	1.31
1710376	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	7.44	3.49	9.94	4.66	9.6	4.5
5820553	MGC23985	similar to AVLV472	7.44	3.33	18.02	8.06	20.24	9.06
6350086	PCDHB7	protocadherin beta 7	7.43	32.33	0.18	0.77	0.63	2.76
5550367	TLL2	tolloid-like 2	7.37	2.17	321.09	94.44	980.95	288.52
7560471	WHSC1	Wolf-Hirschhorn syndrome candidate 1	7.32	2.58	1.96	0.69	1.14	0.4
5420026	DPY19L4	dpy-19-like 4 (C. elegans)	7.28	2.81	3.63	1.4	2.51	0.97
5130242	ZNF650	zinc finger protein 650	7.25	3.65	3.56	1.79	8.79	4.42
2120703	OR1J1	olfactory receptor, family 1, subfamily J, member 1	7.21	41.95	0.46	2.67	0.17	1
6620082	SC5DL	sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, fungal)-like	7.21	2.02	0.67	0.19	1.18	0.33
1340170	RAFTLIN	raft-linking protein	7.2	8.72	4.02	4.87	4.27	5.17
1170392	C10orf71	chromosome 10 open reading frame 71	7.17	22.86	50.23	160.16	83.45	266.08
6760167	GPR126	G protein-coupled receptor 126	7.15	3.7	2.61	1.35	0.33	0.17
4280661	SEL1L	sel-1 suppressor of lin-12-like (C. elegans)	7.14	2.41	2.82	0.95	10.95	3.7
2970703	LCN12	lipocalcin 12	7.05	24.72	59.84	209.74	0.78	2.73
670669	HCN1	hyperpolarization activated cyclic nucleotide-gated potassium channel 1	7.03	22.32	1.24	3.94	0.12	0.39
1780327	CRI1	CREBBP/EP300 inhibitor 1	7.03	2.76	1.79	0.7	4.58	1.8
2940187	KCNH2	potassium voltage-gated channel, subfamily H (eag-related), member 2	6.97	4.44	7.13	4.55	9.11	5.81
5570685	RRAGD	Ras-related GTP binding D	6.95	8.23	6.24	7.39	14.74	17.45
770278	BRP44L	brain protein 44-like	6.95	3.4	14	6.84	39.28	19.21
4230133	EBI2	Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)	6.93	14.81	6.37	13.59	2.09	4.47
1110228	SNCA	synuclein, alpha (non A4 component of amyloid precursor)	6.92	2.93	6.1	2.59	0.88	0.37
4850170	PPAPDC3	phosphatidic acid phosphatase type 2 domain containing 3	6.86	9.5	22.37	30.97	25.2	34.89
7330019	CASZ1	castor homolog 1, zinc finger (Drosophila)	6.83	4.83	5.44	3.85	7.86	5.56
5900307	LOC144363	hypothetical protein LOC144363	6.82	3.4	2.8	1.4	8.34	4.16
2710367	DKFZp451A211	DKFZp451A211 protein	6.8	6.71	30.38	29.96	46.44	45.8
3520370	ABCA6	ATP-binding cassette, sub-family A , member 6 .	6.8	6.8	1144.52	1144.52	1752.07	1752.07
3360239	KATNAL1	katanin p60 subunit A-like 1	6.8	2.1	5.99	1.85	5.37	1.66
2320647	NEURL2	neuralized-like 2 (Drosophila)	6.79	16.4	3.04	7.34	1.34	3.24
7400475	DDX17	DEAD (Asp-Glu-Ala-Asp) box polypeptide 17	6.78	2.15	11.69	3.7	6.37	2.02
7150132	SLC25A4	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 4	6.72	12.85	11.14	21.29	29.12	55.66
4900561	NRIP2	nuclear receptor interacting protein 2	6.7	10.13	20.11	30.44	24.93	37.72
1260053	CAMK2D	calcium/calmodulin-dependent protein kinase (CaM kinase) II delta	6.69	3.78	9.5	5.37	7.62	4.31
2350731	WNT5B	wingless-type MMTV integration site family, member 5B	6.65	2.37	1.04	0.37	1.17	0.42
2120402	COL22A1	collagen, type XXII, alpha 1	6.62	2.18	0.81	0.27	0.06	0.02
5090397	TCP11L2	t-complex 11 (mouse) like 2	6.61	21.01	19.2	60.99	11.47	36.45
1400170	FLJ36748	hypothetical protein FLJ36748	6.55	5.97	21.4	19.52	9.89	9.02
6550017	MGC13034	transmembrane protein 174	6.55	37.48	0.43	2.47	0.43	2.46
940164	DIP2A	DIP2 disco-interacting protein 2 homolog A (Drosophila)	6.51	7.57	13.09	15.22	1.37	1.6
240437	CCRK	cell cycle related kinase	6.49	2.03	2.96	0.92	0.06	0.02
620468	DNAJB4	DnaJ (Hsp40) homolog, subfamily B, member 4	6.48	2.42	4.69	1.75	12.59	4.71
3710452	HEL308	DNA helicase HEL308	6.46	2.23	3.39	1.17	3.64	1.26
5090291	CAB39L	calcium binding protein 39-like	6.46	2.43	1.92	0.72	2.54	0.95
4220639	NFIB	nuclear factor I/B	6.45	4.42	42.36	29.03	38.28	26.23
5570376	JOSD2	Josephin domain containing 2	6.44	3.87	4.25	2.55	4.36	2.62
2510561	ARMCX3	armadillo repeat containing, X-linked 3	6.42	2.15	3.27	1.1	3.11	1.04
1940259	TXNDC13	thioredoxin domain containing 13	6.4	3.73	6.29	3.67	13.4	7.81
780220	ALPK3	alpha-kinase 3	6.4	55.6	13.87	120.45	16.21	140.76
6980128	TRAK2	trafficking protein, kinesin binding 2	6.38	4.25	5.4	3.6	14.57	9.71
870224	SLCO3A1	solute carrier organic anion transporter family, member 3A1	6.37	7.55	5.12	6.07	4.73	5.61
870397	WIG1	zinc finger, matrin type 3	6.32	2.2	1.31	0.45	2.13	0.74
4280114	ASB8	ankyrin repeat and SOCS box-containing 8	6.32	2.71	5.63	2.42	11.18	4.8
4010333	PCDHA12	protocadherin alpha 12	6.31	16.18	0.06	0.15	0.06	0.15
7610546	HMFN0839	lysophosphatidic acid acyltransferase theta	6.3	16.08	31.95	81.55	28.33	72.32
1990639	GRM8	glutamate receptor, metabotropic 8	6.29	4.71	0.01	0.01	0.01	0.01
2140253	CLK1	CDC-like kinase 1	6.28	2.27	4.93	1.78	3.03	1.09
7210543	MGC14376	hypothetical protein MGC14376	6.27	2.26	5.34	1.93	15.76	5.69
830070	PAM	peptidylglycine alpha-amidating monooxygenase	6.26	5.62	8.23	7.39	8.97	8.05
4210722	C1orf99	chromosome 1 open reading frame 99	6.24	26.8	0.4	1.71	0.23	1
4830048	SAP18	Sin3A-associated protein, 18kDa	6.24	3.62	2.41	1.4	3.53	2.05
1770324	RBM9	RNA binding motif protein 9	6.2	6.46	2.38	2.48	2.96	3.09
3450685	LGALS3	lectin, galactoside-binding, soluble, 3 (galectin 3)	6.15	2.69	10.77	4.71	9.74	4.26
4670735	NKX3-1	NK3 transcription factor related, locus 1 (Drosophila)	6.13	3.64	2.1	1.25	4.29	2.55
1230717	PIN4	protein (peptidylprolyl cis/trans isomerase) NIMA-interacting, 4 (parvulin)	6.1	2.39	3.13	1.23	1.89	0.74
730039	FLJ33718	docking protein 7	6.08	47.48	33.95	264.95	55.05	429.62
7320554	CRTAP	cartilage associated protein	6.08	3.24	3.53	1.88	2.46	1.31
4830672	LIN9	lin-9 homolog (C. elegans)	6.08	5.93	2.7	2.64	2.82	2.75
5960414	TNNI3	troponin I type 3 (cardiac)	6.04	19.37	27.09	86.79	81.54	261.22
70767	USP15	ubiquitin specific peptidase 15	6.01	3.92	4.01	2.61	6.43	4.19
4250754	KCNH7	potassium voltage-gated channel, subfamily H (eag-related), member 7	6.01	2.25	6.75	2.53	2.92	1.09
3140239	GADD45A	growth arrest and DNA-damage-inducible, alpha	5.99	2.57	3.64	1.56	3.71	1.59
4220161	KIAA1128	KIAA1128	5.97	2.34	6.97	2.74	13.13	5.15
290576	ASB4	ankyrin repeat and SOCS box-containing 4	5.96	9.25	77.07	119.6	3.02	4.69
5290452	CPEB3	cytoplasmic polyadenylation element binding protein 3	5.95	2.33	17.75	6.94	19.6	7.66
5550128	LOC349236	chromosome 9 open reading frame 164	5.94	5.84	2.4	2.36	8.38	8.23
580600	ZNF3	zinc finger protein 3	5.92	2.32	2.49	0.98	1.28	0.5
1400114	PTPN21	protein tyrosine phosphatase, non-receptor type 21	5.89	9.78	5.72	9.51	2.84	4.72
7160722	TDRD9	tudor domain containing 9	5.85	5.85	69.73	69.73	186.76	186.76
1230154	ASB2	ankyrin repeat and SOCS box-containing 2	5.85	3.96	4.88	3.31	5.89	3.99
2260136	CAV2	caveolin 2	5.78	10.09	8.49	14.82	9.06	15.81
6980402	AGL	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)	5.78	5.53	2.79	2.66	4.09	3.91
4390201	EPB41L3	erythrocyte membrane protein band 4.1-like 3	5.77	2.64	2.33	1.07	0.41	0.19
1010446	LMOD1	leiomodin 1 (smooth muscle)	5.75	4.19	2.44	1.78	3.53	2.57
1580239	HSPB2	heat shock 27kDa protein 2	5.7	14.04	26.94	66.35	14.8	36.45
2320491	FBXO3	F-box protein 3	5.67	2.48	4.57	2	8.4	3.68
1230730	C5orf5	chromosome 5 open reading frame 5	5.64	2.18	3.52	1.36	4.14	1.6
6450129	SCAND2	SCAN domain containing 2	5.61	2.24	16.71	6.67	5.74	2.29
4570181	ST7	suppression of tumorigenicity 7	5.6	3.92	2.52	1.77	2.27	1.59
3170048	KRTHA8	keratin 38	5.6	4.4	0.46	0.36	43.39	34.08
2450110	APOBEC3F	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F	5.59	3.57	2.29	1.46	3.37	2.15
2970564	ZNF626	zinc finger protein 626	5.57	7.61	2.41	3.29	2.45	3.35
4640133	RWDD1	RWD domain containing 1	5.56	2.51	1.21	0.55	1.23	0.56
5390520	PPFIA4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4	5.56	2.59	12.46	5.81	6.21	2.89
7560221	C21orf34	chromosome 21 open reading frame 34	5.56	2.68	11.39	5.5	47	22.68
7650338	ZFP3	zinc finger protein 3 homolog (mouse)	5.55	5.57	19.98	20.03	17.41	17.45
1770400	DOCK9	dedicator of cytokinesis 9	5.55	2.83	4.46	2.27	3.33	1.7
610193	LOC285193	similar to RIKEN cDNA 0710001B24	5.55	3.24	5.7	3.33	6.7	3.92
5220736	DCDC2	doublecortin domain containing 2	5.53	2.88	0.03	0.02	0.1	0.05
650059	PSD3	pleckstrin and Sec7 domain containing 3	5.53	2.78	9.7	4.87	5.66	2.85
1240411	CTF1	cardiotrophin 1	5.53	3.79	4.85	3.33	5.35	3.67
3130669	MGC33926	hypothetical protein MGC33926	5.51	2.94	3.09	1.65	0.96	0.51
540041	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	5.49	2.22	4.19	1.7	8.07	3.27
5720092	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	5.48	5.62	1.15	1.18	1.63	1.68
3390022	UNC5B	unc-5 homolog B (C. elegans)	5.48	3.11	1.33	0.76	0.09	0.05
4670541	LOC401431	hypothetical gene LOC401431	5.46	4.53	3.51	2.91	3.12	2.58
7320152	MRP63	mitochondrial ribosomal protein 63	5.41	2.12	0.7	0.27	0.75	0.29
2000450	LSP1	lymphocyte-specific protein 1	5.41	125.88	6.3	146.58	0.53	12.22
2340110	MGC13057	hypothetical protein MGC13057	5.41	7.95	5.2	7.64	5.15	7.57
5720075	FLJ45248	FLJ45248 protein	5.41	2.41	1.8	0.8	5.08	2.27
2600044	VIPR2	vasoactive intestinal peptide receptor 2	5.38	5.85	19.17	20.84	9	9.78
5340370	IBRDC1	IBR domain containing 1	5.35	4.04	2.11	1.59	1.54	1.16
6100687	GENX-3414	genethonin 1	5.31	5.62	3.39	3.59	3.02	3.19
6960707	CCPG1	cell cycle progression 1	5.31	2.81	3.28	1.74	11.95	6.33
1940672	FLJ20097	coiled-coil domain containing 132	5.3	2.79	1.75	0.92	3.51	1.84
4210639	ABCC9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	5.3	5.3	673.85	673.85	803.82	803.82
2850373	SFXN4	sideroflexin 4	5.3	3.43	9.75	6.31	3.84	2.49
6960364	SPATA18	spermatogenesis associated 18 homolog (rat)	5.3	3.35	0.6	0.38	0.76	0.48
7610398	ZCWPW1	zinc finger, CW type with PWWP domain 1	5.27	3.55	3.44	2.31	3.87	2.6
510632	TPM1	tropomyosin 1 (alpha)	5.27	6.24	6.16	7.29	9.42	11.15
4060162	ABRA	actin-binding Rho activating protein	5.23	96.72	16.78	310.26	19.03	351.92
2140673	DTNA	dystrobrevin, alpha	5.22	13.85	7.71	20.44	16.94	44.93
2970195	DTNA	dystrobrevin, alpha	5.2	12.29	7.48	17.67	16.14	38.11
2850270	SSH2	slingshot homolog 2 (Drosophila)	5.19	3.29	4.4	2.79	2.65	1.68
3990487	NCAM1	neural cell adhesion molecule 1	5.19	2.47	2.11	1.01	0.9	0.43
6290474	TCL6	T-cell leukemia/lymphoma 6	5.19	20.01	1.63	6.3	0.09	0.34
4920538	EDA	ectodysplasin A	5.16	29.68	3.78	21.74	0.55	3.19
3310019	GLRX2	glutaredoxin 2	5.13	3.67	2.54	1.82	6.46	4.63
270400	PLCL2	phospholipase C-like 2	5.13	3.78	7.22	5.32	6.72	4.95
630246	RGN	regucalcin (senescence marker protein-30)	5.12	9.68	2.72	5.15	5.78	10.92
4060220	ITGAV	integrin, alpha V (vitronectin receptor, alpha polypeptide, antigen CD51)	5.12	3.03	2.87	1.7	6.48	3.83
4890192	HIST1H2AC	histone 1, H2ac	5.11	2.34	1.94	0.89	2.97	1.36
4880563	CAST	calpastatin	5.09	6	8.79	10.37	12.82	15.12
1990451	SGCA	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)	5.08	6.96	23.96	32.82	46.03	63.04
1430519	TPD52L1	tumor protein D52-like 1	5.07	2.87	0.68	0.39	3.47	1.97
20220	DKK3	dickkopf homolog 3 (Xenopus laevis)	5.06	6.25	4.99	6.16	6.72	8.3
650152	GPR146	G protein-coupled receptor 146	5.06	4.61	134.12	122.14	95.97	87.39
3780592	LRRC23	leucine rich repeat containing 23	5.05	2.39	2.88	1.36	2.41	1.14
510470	FAM54B	family with sequence similarity 54, member B	5.04	3.03	4.39	2.64	7.7	4.63
2640093	AQP12A	aquaporin 12A	5.04	2.44	0.03	0.01	1.64	0.8
770022	C20orf22	abhydrolase domain containing 12	5.04	4.23	1.55	1.3	1.14	0.96
5900296	C10orf6	chromosome 10 open reading frame 6	5.03	2.35	5.31	2.49	3.95	1.85
6270537	MGST2	microsomal glutathione S-transferase 2	5.02	4.3	3.79	3.25	5.58	4.79
160286	FAM40B	family with sequence similarity 40, member B	5.01	14.97	6.22	18.57	1.53	4.56
2370672	FLNC	filamin C, gamma (actin binding protein 280)	5.01	3.1	6.77	4.19	10.25	6.34
1230040	IQWD1	IQ motif and WD repeats 1	4.99	3.82	4.54	3.47	11.91	9.11
4480475	MARK1	MAP/microtubule affinity-regulating kinase 1	4.98	2.46	2.98	1.47	2.29	1.13
2680682	PDLIM7	PDZ and LIM domain 7 (enigma)	4.98	2.57	2.02	1.04	0.87	0.45
4490541	EEF1A2	eukaryotic translation elongation factor 1 alpha 2 4.97	6.32	10.25	13.04	14.76	18.78
4290136	H2BFS	H2B histone family, member S	4.96	2.03	1.12	0.46	0.45	0.19
240468	ANTXR2	anthrax toxin receptor 2	4.95	4.13	4.32	3.61	3.88	3.24
7000736	GAMT	guanidinoacetate N-methyltransferase	4.93	2.82	2.47	1.41	3.67	2.1
1110382	NRTN	neurturin	4.93	2.38	2.32	1.12	2.24	1.08
3290402	PNMT	phenylethanolamine N-methyltransferase	4.92	18.06	2.63	9.66	1.04	3.82
3850598	FBXO32	F-box protein 32	4.92	10.4	10.28	21.73	2.59	5.48
7400671	FAM14A	family with sequence similarity 14, member A	4.92	2.29	1.2	0.56	1.52	0.71
6860603	C17orf44	chromosome 17 open reading frame 44 .	4.9	5.41	1.65	1.83	1.48	1.63
5700722	ZNF364	zinc finger protein 364	4.9	5.72	4.23	4.94	4.98	5.82
1990523	COL9A1	collagen, type IX, alpha 1	4.87	4.55	2.72	2.55	0.17	0.16
1450291	MEF2A	MADS box transcription enhancer factor 2, polypeptide A (myocyte enhancer factor 2A)	4.83	4.37	5.08	4.59	2.75	2.49
830014	DNAJB9	DnaJ (Hsp40) homolog, subfamily B, member 9	4.82	2.8	2.13	1.24	4.06	2.36
4880035	LOC133308	hypothetical protein BC009732	4.81	3.2	1.05	0.7	0.49	0.33
3890541	PDZK3	PDZ domain containing 2	4.75	15.95	33.61	112.78	0.63	2.11
770725	VPS13A	vacuolar protein sorting 13 homolog A (S. cerevisiae)	4.74	2.56	1.32	0.71	4.02	2.17
1570754	ZMYND11	zinc finger, MYND domain containing 11	4.73	2.44	2.78	1.43	3.82	1.97
20372	GPC1	glypican 1	4.73	2.97	2.72	1.71	4.63	2.91
730131	FXYD1	FXYD domain containing ion transport regulator 1 (phospholemman)	4.72	3.43	15.51	11.27	19.32	14.04
6400543	MXRA7	matrix-remodelling associated 7	4.72	2.28	3.81	1.84	4.83	2.33
6940403	PTP4A3	protein tyrosine phosphatase type IVA, member 3	4.71	4.28	9.17	8.34	19.92	18.12
4850424	ST7	suppression of tumorigenicity 7	4.71	4.01	2.15	1.83	2.13	1.82
10541	TM6SF1	transmembrane 6 superfamily member 1	4.68	5.77	3.77	4.65	5.57	6.87
2100193	SLC25A12	solute carrier family 25 (mitochondrial carrier, Aralar), member 12 4.67	5.91	3.08	3.9	9.07	11.48
2350639	MOAP1	modulator of apoptosis 1	4.66	4.35	2.44	2.27	3.64	3.39
380672	DMPK	dystrophia myotonica-protein kinase	4.64	2.83	7.77	4.74	9.94	6.06
380400	PDK4	pyruvate dehydrogenase kinase, isozyme 4	4.64	5.79	51.42	64.27	49.86	62.32
6660097	QKI	quaking homolog, KH domain RNA binding (mouse)	4.64	2.83	4.94	3.02	4.72	2.88
4610079	E2F8	E2F transcription factor 8	4.63	5.27	2.92	3.32	0.84	0.95
2470292	MAN1C1	mannosidase, alpha, class 1C, member 1	4.6	7.71	1.48	2.48	1.13	1.89
2710731	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative function)	4.6	4.78	2.66	2.77	8.8	9.15
5910593	PDK2	pyruvate dehydrogenase kinase, isozyme 2	4.6	2.89	5.13	3.23	7.84	4.93
4060008	LZIC	leucine zipper and CTNNBIP1 domain containing	4.59	2.55	1.82	1.01	1.84	1.02
1300129	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	4.58	7.75	4.51	7.64	5.18	8.76
