Acc	Symbol	name	Unigene	LLID	Function	Chromosome	Cytoband	0439gpr MPP vs LT	0461gpr LT vs MPP	5351gpr MPP vs LT	5352gpr LT vs MPP	5359gpr LT vs MPP	5360gpr MPP vs LT	Pass	Fold change	1/fold change	Score(d)	Numerator(r)	Denominator(s+s0)	q-value (%)
BG064437	Stk10	serine/threonine kinase 10	Mm.8235	20868		11		1.0856	0.9683	0.5028	0.4943	0.402	0.858	6	1.673042004	0.597713624	1.274497777	0.7185	0.563751474	7.135058957
NA	NA	NA	NA		NA			0.9207	0.4303	0.4571	0.6885	0.8633	0.6781	6	1.607359975	0.622138174	1.273011486	0.673	0.528667657	7.135058957
AV065971	Fabp1	fatty acid binding protein 1, liver	Mm.22126	14080		6		1.4174	0.6614	0.2406	0.4969	0.6531	2.0003	6	2.069781859	0.483142702	1.271980417	0.911616667	0.716690803	7.135058957
BG071280	Vldlr	very low density lipoprotein receptor	Mm.4141	22359		19		0.4224	1.0849	1.4159	1.4783	-0.3029	1.6226	6	2.134293891	0.468539035	1.266904868	0.953533333	0.752647936	7.135058957
AV037059	Rnf149	ring finger protein 149	Mm.28614	67702		1	1 B	1.333	0.4819	0.7747	1.2111	0.1025	0.9116	6	1.816096623	0.550631496	1.266196223	0.802466667	0.633761697	7.135058957
BG076391	AW610627	expressed sequence AW610627	Mm.27140	235682		9	9 F4	0.3829	0.4422	1.0883	1.3346		0.9671	5	1.710971817	0.584463163	1.263464057	0.774263333	0.61280994	7.135058957
NA	NA	NA	NA		NA			0.9384	1.118	0.5822	0.7953	0.2204	0.6875	6	1.682496012	0.594355049	1.262876489	0.723633333	0.573004043	7.135058957
AV087599				NA	0-6-methylguanine-DNA methyltransferase		NA	0.9386	1.2913	0.525	0.3317	1.5069	0.3415	6	1.861773632	0.537122227	1.262526615	0.8225	0.651471415	7.135058957
BG070679	Myc	myelocytomatosis oncogene	Mm.2444	17869		15		1.4691	1.3988	0.5551	0.6607	0.1344	0.7542	6	1.873294197	0.533818981	1.262210955	0.828716667	0.656559558	7.135058957
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								1.576	0.7895	0.8014	1.0253	0.5142	0.1547	6	1.838243711	0.543997509	1.261633892	0.810183333	0.642169918	7.135058957
AV004749	0710001E13Rik	RIKEN cDNA 0710001E13 gene	Mm.285991	74100		9	9 F3	0.2805		1.6231	1.4295	0.3759	1.2715	5	1.95004744	0.512808037	1.260151578	0.882795	0.700546676	7.135058957
BG071180		Transcribed sequences	Mm.17925	NA			NA	1.2617	1.5747	0.5413	0.8831	-0.2584	1.5327	6	2.067569435	0.483659694	1.259661621	0.922516667	0.732352762	7.135058957
NA	NA	NA	NA		NA			1.3499	1.3039	0.3153	0.3553	0.857	0.5823	6	1.808320473	0.552999325	1.25530729	0.79395	0.632474619	7.135058957
NA	NA	NA	NA		NA			0.6082	0.8528	1.4515	1.3723	0.7879	-0.0372	6	1.892535818	0.528391585	1.255047389	0.83925	0.668699849	7.135058957
BG074417		18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110049L02 product:unknown EST, full insert sequence	Mm.76729			9		1.3668	1.358	0.8109	1.1173	-0.2237	0.7499	6	1.934004798	0.517061799	1.253660036	0.8632	0.688543923	7.135058957
AV042917	Mthfd2	methylenetetrahydrofolate dehydrogenase (NAD+ dependent), methenyltetrahydrofolate cyclohydrolase	Mm.443	17768		6		0.8032	0.6678	0.5189	0.752	0.3197	1.2728	6	1.685829295	0.593179869	1.250691473	0.7224	0.577600484	7.135058957
AV085576	Ank1	ankyrin 1, erythroid	Mm.82564	11733		8		0.694	0.6996	0.41	0.7267	0.6197	0.5559	6	1.538665584	0.649913802	1.247493939	0.61765	0.495112626	7.135058957
AV087181	2310028N02Rik	RIKEN cDNA 2310028N02 gene	Mm.236300	66950		1	1 H6	0.0146	1.4587	1.0811	1.003	0.7343	0.5646	6	1.836859395	0.544407483	1.247441049	0.809383333	0.648834936	7.135058957
AV017481				NA	early B-cell factor		NA	0.9008		0.9106	0.9812	1.0068	0.8297	5	1.751299951	0.571004413	1.245847863	0.76229	0.611864436	7.135058957
NA	NA	NA	NA		NA			0.8774	0.4374	1.3328	0.8922	0.3923	0.5113	6	1.717326062	0.582300602	1.245779628	0.740566667	0.594460409	7.135058957
BG070640		Transcribed sequences	Mm.26223					1.6627	0.6704	0.3625	0.4819	0.4739	1.2815	6	1.876601258	0.532878253	1.242853754	0.82215	0.661501804	7.135058957
AV067337				NA			NA	1.9845	0.6491	0.3754	0.4134	0.519	1.3628	6	2.026544093	0.493450897	1.242542523	0.884033333	0.711471291	7.135058957
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.7568	0.9389	1.006	1.1357	0.7658	-0.0241	6	1.74935626	0.57163885	1.241938116	0.763183333	0.614509953	7.135058957
AV059483				NA	poly(rC) binding protein 2		NA	1.3732	0.9594	0.4974	0.8438	0.2772	0.5613	6	1.738137249	0.57532856	1.241181374	0.75205	0.605914668	7.135058957
AV104050	Baiap2	brain-specific angiogenesis inhibitor 1-associated protein 2	Mm.197534	108100		11	11 E2	0.8992	1.4938	1.0653	0.8428	0.2058	0.2895	6	1.82383408	0.54829549	1.240497503	0.7994	0.644418871	7.135058957
AV007829	2210408E11Rik	RIKEN cDNA 2210408E11 gene	Mm.28184	70179		3	3	0.8582	0.1959	0.8528	1.1995	0.546	0.6962	6	1.690180081	0.591652932	1.24013871	0.724766667	0.584423872	7.135058957
BG070708	Sytl4	synaptotagmin-like 4	Mm.38674	27359			X E3	0.3083	0.2918	1.0415	0.8107	1.1108	0.8334	6	1.702729481	0.587292351	1.239551772	0.73275	0.591141101	8.986046829
AV066162	0610006I08Rik	RIKEN cDNA 0610006I08 gene	Mm.144083	66836		19	19 A	1.7662	0.6942	0.2686	0.5608	0.4342	1.3762	6	1.94104652	0.515186004	1.237615301	0.850033333	0.686831629	8.986046829
BG074729		Adult male testis cDNA, RIKEN full-length enriched library, clone:4921518K07 product:unclassifiable, full insert sequence	Mm.100334					0.6611	1.3637	0.8326	0.7282	0.2427	0.5967	6	1.714608753	0.583223431	1.23746878	0.7375	0.595974631	8.986046829
NA	NA	NA	NA		NA			0.0556	1.0131	0.9067	1.109	0.7425	0.6331	6	1.718869004	0.5817779	1.236676388	0.743333333	0.601073442	8.986046829
BG064058	2510039O18Rik	RIKEN cDNA 2510039O18 gene	Mm.183076	77034		4	4 E2	1.2984	1.1586	0.3629	0.1355	0.6059	1.2689	6	1.834692288	0.545050528	1.235008377	0.805033333	0.651844431	8.986046829
AV005017	Sult4a1	sulfotransferase family 4A, member 1	Mm.248796	29859		15	15 E2	1.4832	1.0326	0.1711	0.2489	0.7688	1.1851	6	1.855541672	0.538926188	1.234996798	0.81495	0.659880254	8.986046829
BG067542	Troap	trophinin associated protein	Mm.124905	78733		15	15 F1	1.4233	0.1673	0.5787	0.5686	0.7932	1.1238	6	1.782273384	0.56108115	1.234895758	0.775816667	0.628244661	8.986046829
AV141036	Snn	stannin	Mm.325800	20621		16	16 A2	1.5416	1.8043	0.41	0.6537	0.1995	0.6409	6	2.002208973	0.499448366	1.232536465	0.875	0.709918144	8.986046829
AV092260				NA	Krt1-17, keratin complex 1, acidic, gene 17		NA	0.9545	0.5073	0.5398	0.609	1.2033	0.4124	6	1.66197064	0.601695346	1.232005666	0.704383333	0.571737089	8.986046829
BG074812		Transcribed sequence with weak similarity to protein ref:NP_005315.1 (H.sapiens) H3 histone, family 3B [Homo sapiens]	Mm.352549					0.589	0.8947	1.0268	0.7544	0.13	0.8697	6	1.668238893	0.599434532	1.231613017	0.710766667	0.577102269	8.986046829
BG075156		Transcribed sequences	Mm.348691					0.6568	1.2578	0.7107	0.7182	0.2066	0.7553	6	1.681927336	0.594556006	1.23138564	0.717566667	0.582731066	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								0.8264	1.031	0.473	0.5489	0.8921	0.3389	6	1.631387523	0.612975143	1.230404625	0.68505	0.556768063	8.986046829
BG075788				NA			NA	1.049	0.9903	0.2756	0.2893	0.7422	1.0577	6	1.707095464	0.585790321	1.230268911	0.734016667	0.596631078	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								1.0277	1.0277	0.2275	0.4329	0.5951	1.0529	6	1.697260807	0.589184641	1.227621054	0.7273	0.592446666	8.986046829
AV111369	Mrpl37	mitochondrial ribosomal protein L37	Mm.29517	56280		4	4 C7	0.3938	0.7332	0.7198	0.7498	0.9479	0.3995	6	1.592133061	0.628088207	1.227486761	0.657333333	0.535511546	8.986046829
AA198417	4930556P03Rik	RIKEN cDNA 4930556P03 gene	Mm.32826	75284		15	15 F1	0.9117	1.3537	0.5778	0.7269	0.1791	0.6951	6	1.722625433	0.580509251	1.22560671	0.740716667	0.604367339	8.986046829
BG073260		Transcribed sequences	Mm.182644					0.7881	1.6578	0.7416	0.5832	0.8747	0.1275	6	1.829728718	0.546529106	1.223862636	0.795483333	0.649977628	8.986046829
AU042949				NA			NA	1.2086	2.194	0	-0.1113	0.9126	1.9538	6	2.428163424	0.411833895	1.223728029	1.026283333	0.838653123	8.986046829
BE847062	Il10ra	interleukin 10 receptor, alpha	Mm.26658	16154		9		1.5407	2.3732	1.1163	1.5472	0.5228	-0.678	6	2.540402532	0.393638405	1.223705049	1.070366667	0.874693348	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								1.0422	1.9396	0.2886	0.445	0.6476	0.6935	6	1.943648168	0.514496408	1.222912836	0.84275	0.689133334	8.986046829
BG064372				NA			NA	2.2328	1.0768	0.5841	0.2519		0.9281	5	2.06707535	0.483775301	1.2186366	0.904525	0.742243422	8.986046829
NA	NA	NA	NA		NA			1.4155	0.2099	0.524	0.6427	0.7138	0.9931	6	1.742315062	0.573949007	1.218424669	0.749833333	0.61541214	8.986046829
AV140334				NA	AA871404 EST:bowel:Mus musculus		NA	1.78	0.8142	0.7915	0.8906	0.0709	0.5707	6	1.885503422	0.530362336	1.216651592	0.81965	0.673693279	8.986046829
AV162459	Ube2c	ubiquitin-conjugating enzyme E2C	Mm.89830	68612		2		1.2771	0.0995	0.2925	0.7081	1.0334	1.4507	6	1.855596033	0.5389104	1.214605268	0.810216667	0.66706171	8.986046829
AV043862				NA	NM_006145 ::		NA	0.8991	0.6804	1.3342	1.2162	-0.169	0.871	6	1.838428541	0.543942817	1.21209599	0.805316667	0.664400075	8.986046829
BG070880	Tgfbr1	transforming growth factor, beta receptor I	Mm.197552	21812		4		0.7723	0.9182	0.9108	0.7645	0.2973	0.379	6	1.617649687	0.618180814	1.211096261	0.673683333	0.556259114	8.986046829
AA116670	Pcbp2	poly(rC) binding protein 2	Mm.236513	18521		15		1.5292	0.4949	0.3792	0.679	0.54	0.8521	6	1.742704948	0.573820601	1.209526098	0.745733333	0.616550015	8.986046829
AV066165	D15Ertd747e	DNA segment, Chr 15, ERATO Doi 747, expressed	Mm.28597	52710		15		1.7969	0.6072	0.2647	0.5839	0.4377	1.2925	6	1.917045761	0.521635957	1.209476723	0.830483333	0.68664681	8.986046829
BG063013		16 days neonate thymus cDNA, RIKEN full-length enriched library, clone:A130091A19 product:unknown EST, full insert sequence	Mm.210679			9		1.0651	1.1677	0.8818	0.756		0.3813	5	1.695472867	0.589805959	1.208691425	0.734406667	0.607604763	8.986046829
BG072202	Cecr2	cat eye syndrome chromosome region, candidate 2 homolog (human)	Mm.333357	330409; 333801		6	6 F1	2.0972		0.4236	0.8475	0.4665	0.6778	5	1.900147271	0.526274997	1.207276676	0.849393333	0.703561454	8.986046829
AV168094	Siat8d	sialyltransferase 8 (alpha-2, 8-sialyltransferase) D	Mm.306228	20452		1	1 D	0.9494	0.1409	0.5876	0.7745	0.7989	0.8358	6	1.628604098	0.61402277	1.20664227	0.681183333	0.564527988	8.986046829
NA	NA	NA	NA		NA				0.5	0.1988	0.3652	1.0184	1.3084	5	1.558725895	0.641549616	1.206010809	0.774501667	0.642201264	8.986046829
AV030050				NA	C85492 EST:Mouse fertilized one-cell-embryo cDNA:Mus musculu		NA	0.1984	0.5571	0.6563	0.9553	0.862	0.8045	6	1.616308119	0.618693916	1.205554408	0.672266667	0.557641084	8.986046829
BG068408	Rnf141	ring finger protein 141	Mm.96867	67150		7	7 E3	0.5569	0.4304	0.7275	0.7127	0.4956	1.7645	6	1.820136164	0.549409445	1.204225086	0.781266667	0.648771293	8.986046829
BG071057	Baz1a	bromodomain adjacent to zinc finger domain 1A	Mm.263733	14896		12	12 C	0.707	0.7059	0.7167	0.3695	0.4083	1.3809	6	1.68838676	0.592281356	1.202570837	0.714716667	0.594323964	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								1.2893	1.8058	0.7293	0.6118	0.3998	0.1652	6	1.927828306	0.518718392	1.200157297	0.833533333	0.694520073	8.986046829
AV174372	Socs3	suppressor of cytokine signaling 3	Mm.3468	12702		11	11 E2	1.2459	0.9678	0.4802	0.5266	0.3845	0.5855	6	1.661492326	0.601868564	1.197861856	0.698416667	0.583052764	8.986046829
AV038244				NA	1600029B03 U73037 interferon regulatory factor 7:BAC librar		NA	1.5778	1.2893	0.5143	0.3928	0.2118	0.7952	6	1.84398792	0.542302902	1.19783505	0.796866667	0.66525576	8.986046829
BG072930	E130016E03Rik	RIKEN cDNA E130016E03 gene	Mm.249437	320890		4	4 A1	1.8207	1.0304	0.6571	0.4329	-0.0964	1.3767	6	2.005678569	0.498584377	1.197660162	0.870233333	0.726611238	8.986046829
AA002910	Fos	FBJ osteosarcoma oncogene	Mm.246513	14281		12		1.428	0.267	1.3065	1.7153	0.0596	0.4626	6	2.011882335	0.497046961	1.197203678	0.873166667	0.729338443	8.986046829
BG065221	Odc	ornithine decarboxylase, structural	Mm.34102	18263		12		1.4399	0.9355	0.6901	0.7433	1.1482	-0.1603	6	1.837363459	0.54425813	1.195103	0.79945	0.668938159	8.986046829
BG071534	2310014H01Rik	RIKEN cDNA 2310014H01 gene	Mm.279713	76448; 106582; 71377		17	17 B1	0.2042	0.8277	1.2924	1.4076	0.0476	1.071	6	1.860606758	0.537459082	1.192802608	0.808416667	0.677745556	8.986046829
AV008954	Pcbp2	poly(rC) binding protein 2	Mm.236513	18521		15		1.3544	1.0007	0.7096	0.806	0.1288	0.441	6	1.732085821	0.577338598	1.192039121	0.740083333	0.620854904	8.986046829
BG074371	4932409F11Rik	RIKEN cDNA 4932409F11 gene	Mm.212411	75725		6	6 A1	0.4759	0.2468	0.8159	0.7632	0.6395	1.123	6	1.628464691	0.614075335	1.19014822	0.677383333	0.569158801	8.986046829
AV253916	Ect2	ect2 oncogene	Mm.261453	13605		3	3 B	1.0705	0.1822	0.4122	0.342	1.3213	1.4678	6	1.849651584	0.540642361	1.188832716	0.799333333	0.672368217	8.986046829
BG073749	Hmga2	high mobility group AT-hook 2	Mm.157190	15364		10		1.3169	0.4274	0.7557	0.5319	0.1513	1.6976	6	1.887428596	0.529821368	1.187971497	0.813466667	0.684752681	8.986046829
BG076404		Transcribed sequences	Mm.197311					0.9883	1.0127	0.7502	0.6806	-0.1119	1.2213	6	1.757216259	0.569081919	1.187400291	0.756866667	0.637414925	8.986046829
http://genome-www4.stanford.edu/cgi-bin/SMD/source/sourceResult?choice=Gene&option=Name&criteria=								1.1234	1.2524	0.4314	0.5773	1.1823	0.0405	6	1.783236831	0.560778009	1.186297048	0.767883333	0.647294314	8.986046829
AW744546	Fos	FBJ osteosarcoma oncogene	Mm.246513	14281		12		1.0138	0.2846	1.3584	1.687	0.1415	0.4944	6	1.922158747	0.520248393	1.185508657	0.82995	0.700079241	8.986046829
BG073026				NA			NA	1.5559	1.336	0.0634	-0.0325	1.1115	1.0903	6	1.962868306	0.509458529	1.1851173	0.8541	0.720688154	8.986046829
AV113970				NA	neuron specific gene family member 2		NA	0.1845	0.9878	0.898	1.2056	1.0158	0.1767	6	1.740285572	0.574618336	1.183310905	0.744733333	0.629364041	8.986046829
AV007471		18-day embryo whole body cDNA, RIKEN full-length enriched library, clone:1110004M10 product:unclassifiable, full insert sequence	Mm.158212					2.0012	0.748	1.0717	0.9871		0.5278	5	2.034770946	0.491455808	1.183183124	0.867461667	0.733159263	8.986046829
BF538219	Edg3	endothelial differentiation, sphingolipid G-protein-coupled receptor, 3	Mm.136736	13610		13	13 A5	1.3295	1.3541	0.4686	0.4501	0.6107		5	1.7244054	0.579910037	1.182919331	0.753113333	0.636656544	8.986046829
BG070669		Transcribed sequences	Mm.26000					1.4403	1.1038	0.7646	0.8223	-0.2503	0.9389	6	1.847980412	0.541131277	1.182712204	0.803266667	0.679173398	8.986046829
AV122496	Brca1	breast cancer 1	Mm.244975	12189		11		1.012	0.9342	0.5668	0.5982	0.4098	0.392	6	1.593884938	0.62739786	1.177885336	0.652166667	0.553675852	8.986046829
AV140824				NA	AU019727 EST:Mouse eight-cell stage embryo cDNA:Mus musculus		NA	0.6024	0.7652	0.8537	0.7709	0.0535	1.1796	6	1.672371414	0.597953297	1.177566601	0.704216667	0.598027038	8.986046829
AA987018	Hoxa9	homeo box A9	Mm.4694	15405		6		0.9971	0.3661	0.5408	1.072	1.0722	0.2064	6	1.683069218	0.594152628	1.17412348	0.7091	0.603939885	8.986046829
NA	NA	NA	NA		NA			0.4485	0.5013	0.5307	0.5518	0.9715	0.6922	6	1.544546081	0.647439408	1.173732067	0.616	0.52482165	8.986046829
BG065120				NA			NA	0.6393	0.3447	1.2788	0.8765		1.1202	5	1.710586307	0.584594882	1.172092957	0.734211667	0.626410783	8.986046829
BG072662		Transcribed sequences	Mm.182599					2.1777	0.6258	1.6149	1.4993	-0.8555	1.1022	6	2.442805648	0.409365354	1.169479508	1.0274	0.878510477	8.986046829
AV006889				NA	AI120487 EST:Sugano mouse embryo mewa:Mus musculus		NA	1.4362	0.5503	0.6325	1.0316	-0.1641	1.3385	6	1.864394763	0.536367093	1.166964669	0.804166667	0.689109694	8.986046829
BG064546	D030051D21	hypothetical protein D030051D21	Mm.260103	214552		9	9 A5.3	2.1112		0.9735	0.6713	0.1321	0.9758	5	1.989871702	0.502544963	1.166869369	0.857258333	0.734665213	8.986046829
BG071368	9530029O12Rik	RIKEN cDNA 9530029O12 gene	Mm.31582	399629		11	11	0.7491	0.7683	0.7681	0.6814	0	1.7907	6	1.858425582	0.538089881	1.165844976	0.792933333	0.680136167	8.986046829
AV083810	Unc93b	unc-93 homolog B (C. elegans)	Mm.262094	54445		19	19 A	0.9262	1.6033	0.5618	0.7495	0.1898	0.4778	6	1.771530521	0.564483642	1.165191922	0.7514	0.644872305	8.986046829
AU014892	5730446C15Rik	RIKEN cDNA 5730446C15 gene	Mm.28796	226016		19	19 B	1.0624		0.5094	0.6344	0.2609	1.7226	5	1.760447557	0.56803737	1.164159605	0.774361667	0.665167958	8.986046829
AV060417	1810062O14Rik	RIKEN cDNA 1810062O14 gene	Mm.288312	108995		19	19 A	1.2751	1.2666	0.1063	0.0917	1.1867	0.7894	6	1.82880901	0.546803955	1.163616275	0.785966667	0.675451765	8.986046829
AV123991	Timeless	timeless homolog (Drosophila)	Mm.6458	21853		10		0.8977	1.4258	0.9971	0.8343	0.7336	-0.222	6	1.808143738	0.553053377	1.162588618	0.77775	0.668981261	8.986046829
NA	NA	NA	NA		NA			1.2397	2.8554	0.4928	0.2921	0.6642	0.3533	6	2.515383117	0.397553754	1.162089401	0.982916667	0.845818459	8.986046829
BG063362	Sh2bp1	SH2 domain binding protein 1 (tetratricopeptide repeat containing)	Mm.255858	22083		7		1.3109	0.5904	0.8898	0.6997	-0.1554	1.3056	6	1.805576917	0.553839601	1.156214495	0.7735	0.668993516	8.986046829
BG069966	2700050F09Rik	RIKEN cDNA 2700050F09 gene	Mm.203125	72587		5	5 G3	0.2329		0.6938	1.1611	0.8687	0.4296	5	1.533648143	0.652040042	1.155644272	0.669633333	0.579445898	8.986046829
NA	NA	NA	NA		NA			0.4987	0.9975	0.5682	0.5232	0.6323	0.4393	6	1.539211567	0.649683267	1.154429495	0.609866667	0.52828403	8.986046829
AV087190	Gsn	gelsolin	Mm.21109	227753		2		0.7838	1.4788	0.6116	0.7958	0.1018	0.5767	6	1.722894287	0.580418664	1.152403321	0.72475	0.628903082	8.986046829
AI893204	Ccnd1	cyclin D1	Mm.273049	12443		7		1.1256	0.7078	0.2495	0.3721	0.5487	1.1526	6	1.664028919	0.600951094	1.152304717	0.692716667	0.601157538	8.986046829
AA009268	Myc	myelocytomatosis oncogene	Mm.2444	17869		15		1.4439	1.1532	0.3088	0.6962	0.1433	0.7283	6	1.760773753	0.567932137	1.152112944	0.745616667	0.64717324	8.986046829
BG072008	Nup62	nucleoporin 62	Mm.2565	18226		7		1.1574	0.8478	0.3543	0	0.7146	1.6758	6	1.857443864	0.538374278	1.151748478	0.79165	0.687346252	8.986046829
