Probe set	Gene Symbol	Gene Title	SCTUB1	SCUTUB2	SCTUB3	SGLOM1	SGLOM2	SGLOM3	MES1	MES2	MES3	RPTEC1	RPTEC2	RPTEC3
209079_x_at	PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5	protocadherin gamma subfamily A, 1 /// protocadherin gamma subfamily A, 10 /// protocadherin gamma subfamily A, 11 /// protocadherin gamma subfamily A, 12 /// protocadherin gamma subfamily A, 2 /// protocadherin gamma subfamily A, 3 /// protocadherin gamma subfamily A, 4 /// protocadherin gamma subfamily A, 5 /// protocadherin gamma subfamily A, 6 /// protocadherin gamma subfamily A, 7 /// protocadherin gamma subfamily A, 8 /// protocadherin gamma subfamily A, 9 /// protocadherin gamma subfamily B, 1 /// protocadherin gamma subfamily B, 2 /// protocadherin gamma subfamily B, 3 /// protocadherin gamma subfamily B, 4 /// protocadherin gamma subfamily B, 5 /// protocadherin gamma subfamily B, 6 /// protocadherin gamma subfamily B, 7 /// protocadherin gamma subfamily C, 3 /// protocadherin gamma subfamily C, 4 /// protocadherin gamma subfamily C, 5	792.9	770.2	707.9	892.9	787.9	900.5	1547.1	2422.4	1662.4	689.9	771.2	760.7
209081_s_at	COL18A1	collagen, type XVIII, alpha 1	1540.1	2397.8	2368.4	1222.7	2522.8	2175.4	7.1	124.8	42.2	1023.3	977.8	966
209082_s_at	COL18A1	collagen, type XVIII, alpha 1	1851.6	2793.3	2821.4	1436.4	3139.5	3274.1	238.9	148.5	81.9	1436.1	1292.4	1383.2
209094_at	DDAH1	dimethylarginine dimethylaminohydrolase 1	3088.7	3842.5	3241.8	3506.3	4088.2	3568.8	11905.6	12075.1	10923.5	1677.4	1535.3	1448.6
209101_at	CTGF	connective tissue growth factor	3850.9	2987.4	5315	2921.3	8152.5	7053.1	18123	20513.5	20632.1	1629.8	1584.1	1678.9
209104_s_at	NHP2	NHP2 ribonucleoprotein homolog (yeast)	3662.7	3708.8	3638.3	3835.9	3326.8	3358.8	1809.9	1967.4	1956.9	3237.1	2949	3247.3
209109_s_at	TSPAN6	tetraspanin 6	800.2	738.3	754.3	793.2	1026.9	718.8	508	537.5	378.8	984.5	1006.8	1133.7
209111_at	RNF5	ring finger protein 5	756	989.7	877.2	867.9	901.1	1095.9	635.2	532.6	783.2	1483.9	1447.3	1365.9
209114_at	TSPAN1	tetraspanin 1	534.4	2905.7	1386.7	909	1072.1	844.5	22.8	218	46.2	4006.8	3375.5	2569.2
209118_s_at	TUBA1A	tubulin, alpha 1a	15389.6	20006.7	17236.8	23247.9	23329.7	19432.4	11275.8	10945.4	12267.7	17946.8	18738.2	17310.3
209120_at	NR2F2	nuclear receptor subfamily 2, group F, member 2	988.3	941	1084.4	1828.5	1804.7	1328.7	913.4	861.8	712.7	2261	2360.1	2148.6
209127_s_at	SART3	squamous cell carcinoma antigen recognized by T cells 3	623.4	704.4	508.8	653.3	691.7	698.7	396.1	406.3	430.6	732.2	733.5	803.6
209136_s_at	USP10	ubiquitin specific peptidase 10	1079.8	1042.3	744.5	841	767.9	814.5	406	298.3	182.2	1252.4	1259.4	1217.2
209137_s_at	USP10	ubiquitin specific peptidase 10	1305.4	1127.9	1300.2	1228.6	1031.6	1365.2	430.4	345.7	451.4	1727	1855.3	2266.2
209147_s_at	PPAP2A	phosphatidic acid phosphatase type 2A	560.9	757	528.3	709.6	873.2	683	1451.7	1350	1452.5	703.4	707.3	751.7
209156_s_at	COL6A2	collagen, type VI, alpha 2	1837.2	1865.1	352.9	1445.3	885.8	480.8	11720.3	14312.7	13776	253.7	257.6	288.9
209159_s_at	NDRG4	NDRG family member 4	220.5	219.4	153	123.9	182.3	186.6	16	14	27.1	15.4	21.6	8.8
209160_at	AKR1C3	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	1139.4	1857.9	3563.8	1781.9	3678.5	4538.3	327	547.8	368.5	9916.6	10342.9	10387.6
209164_s_at	CYB561	cytochrome b-561	213.6	361.1	346.6	307	292.3	379.2	668.4	914.6	844.4	231.2	272.6	243
209177_at	C3orf60	chromosome 3 open reading frame 60	2384.6	1899	1751.4	1800.3	1982.5	1778.3	1218.4	1235.5	1214	1922.9	1635.7	1826.4
209186_at	ATP2A2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	2035.1	1827.7	1744	1811.9	2059.3	1726	2858.6	3313.3	3462.7	2579.7	2599.5	2311.3
209209_s_at	FERMT2	fermitin family homolog 2 (Drosophila)	639.8	519	370.1	706.8	556.9	555.2	1789.5	2054.1	2388.3	502	551.5	609.5
209210_s_at	FERMT2	fermitin family homolog 2 (Drosophila)	2497.7	1659.9	2108.5	2630.2	2032.6	2388.6	9312.7	8230.7	7861.4	2714.8	2617.7	2912
209224_s_at	NDUFA2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2, 8kDa	3175.7	3717.6	3070.5	2700.4	2907.9	3404.4	1633.5	1614	1399.6	3309.2	3053	3505.6
209226_s_at	TNPO1	transportin 1	1160.4	1168.2	1049.9	1039.2	752.4	1238.9	484.9	455.8	209.4	1458.4	1780.6	1658.1
209230_s_at	NUPR1	nuclear protein 1	871	1552.1	1400.8	725.2	1459.7	1271.5	5003.5	4744.6	3985.1	476.7	525	635.5
209238_at	STX3	syntaxin 3	639.1	786.5	961.1	926.3	1035.2	1476.1	180.4	68.1	123.3	717.1	797	741.4
209239_at	NFKB1	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	1961.4	1095.1	1469.2	1830.3	1377.8	1588.7	446.6	561.3	433.9	1082.6	1040.4	1028.5
209247_s_at	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2	693.3	556.9	582.3	728.8	599.6	609.2	873.3	1059.1	955.2	467.8	426.2	418.6
209252_at	HARS2	histidyl-tRNA synthetase 2, mitochondrial (putative)	808	715.4	1065.3	831.3	908.9	928	487.9	441.7	500.3	470.9	536.6	560.8
209259_s_at	SMC3	structural maintenance of chromosomes 3	212.7	243.6	226.7	300.5	328.4	258.4	387.3	453.7	478.4	273.3	294	291.9
209265_s_at	METTL3	methyltransferase like 3	736.2	800.7	706.7	870.4	835.8	719.5	520.3	506.5	444.4	580.4	569.3	653.9
209268_at	VPS45	vacuolar protein sorting 45 homolog (S. cerevisiae)	387.6	360.6	433.9	349.7	459.6	374.4	557.4	532.6	637.7	304.7	313.1	324.2
209270_at	LAMB3	laminin, beta 3	4919.2	1768	1551.8	2923.7	1634	887.4	107.6	252.2	109.8	123.5	128.7	166.9
209278_s_at	TFPI2	tissue factor pathway inhibitor 2	1874.9	627.4	2723.9	2699.3	3698.8	3686.6	301.4	394.2	326.9	2650.1	2633.7	3076.7
209281_s_at	ATP2B1	ATPase, Ca++ transporting, plasma membrane 1	291.8	289	293.9	354.8	415.7	648.8	1101.1	861.7	963.7	555	517	632.1
209282_at	PRKD2	protein kinase D2	613.1	379.3	470.2	424.2	476.6	480.1	140	51.8	96	280.3	268.8	222.2
209286_at	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	766.6	567.9	450.8	426.7	700.8	686.6	4065.7	3976.1	4070.6	119	73.6	149.2
209287_s_at	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	454.7	269.6	316.3	312.5	265.7	248.2	1727.6	1378.3	1598.8	112.2	91.9	94.3
209288_s_at	CDC42EP3	CDC42 effector protein (Rho GTPase binding) 3	501.7	587.5	378.3	402.7	532.6	487.2	3239.4	3219.4	2827	157.3	185.1	204.4
209291_at	ID4	inhibitor of DNA binding 4, dominant negative helix-loop-helix protein	429	91.3	217.9	561	337.5	705.2	3298.1	3569.6	2533.6	1041.3	1373.7	1231.2
209295_at	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	2752.1	3020.8	2548.4	2981.7	2443.9	2732.8	937.6	740.4	1329.5	1793.3	2024.5	1870.8
209296_at	PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	989.2	1083.3	1159.2	884.5	1175.6	899.3	483.9	590	635.5	1103.4	1173.3	1022.8
209297_at	ITSN1	intersectin 1 (SH3 domain protein)	362	249.3	324.2	374.3	476.3	516.5	468.7	452.9	460.4	1075.9	894.9	1091.5
209301_at	CA2	carbonic anhydrase II	449.7	570	800.6	860.7	1072	1145.7	59.6	46.9	28.9	1809.8	2061.1	1966
209304_x_at	GADD45B	growth arrest and DNA-damage-inducible, beta	814	447.7	596.5	188.5	351	371.3	1178.5	1597.3	1710.1	853.3	804.4	733.8
209305_s_at	GADD45B	growth arrest and DNA-damage-inducible, beta	365.8	357.1	269.4	414.6	370.6	305.1	1393.4	725.5	835	600.2	612.8	551.5
209313_at	GPN1	GPN-loop GTPase 1	1690.3	1892.9	2099.6	1934.8	2049.2	2263.9	909.9	713.5	906.8	1084.2	995.4	1101.4
209329_x_at	HIGD2A	HIG1 domain family, member 2A	3482.6	3113.7	3117.8	2904.4	2893.1	2717.3	1511.1	1941.8	1821.7	4155.6	4300.8	4229.4
209335_at	DCN	decorin	32.2	75.2	18.1	15	56.8	80.1	2441.6	1902.1	3292	728.7	829.2	748.6
209337_at	PSIP1	PC4 and SFRS1 interacting protein 1	359.6	280.7	598.3	813.6	663.3	593.1	1295.6	1523	1813.9	544.4	635.4	733
209340_at	UAP1	UDP-N-acteylglucosamine pyrophosphorylase 1	749.4	1066.2	524.7	1202.2	689	559.6	5440	4704	6055.7	1039	976.9	847.4
209345_s_at	PI4K2A	phosphatidylinositol 4-kinase type 2 alpha	906.8	1114.3	1019.4	821.5	968.4	851.9	577.2	511.4	358.2	529.8	413	465.2
209351_at	KRT14	keratin 14	18	20.7	29.2	15.3	25.2	9.4	777.1	595.6	1160.1	9.5	9.8	4.6
209355_s_at	PPAP2B	phosphatidic acid phosphatase type 2B	121.5	150.5	233.6	127.5	259.3	171.3	9598.7	9406.7	10796.5	169.5	200	230
209356_x_at	EFEMP2	EGF-containing fibulin-like extracellular matrix protein 2	1443.3	889	863.4	1185.9	1000.3	976.1	3374.2	3719.6	3911.1	1070.4	1201.4	1170.6
209360_s_at	RUNX1	runt-related transcription factor 1	585.7	465.7	572	566.1	451.9	447.6	879.8	891	1040.5	186.2	250.8	169.8
209366_x_at	CYB5A	cytochrome b5 type A (microsomal)	1565.9	3256.6	2541.8	2120.3	2185.2	2400.3	1222.6	874.1	1256.7	6536.4	6419.1	6744.7
209367_at	STXBP2	syntaxin binding protein 2	572.5	525.8	752.7	419.4	563.1	469.8	44.3	35.1	34.2	515.7	438.4	349.7
209369_at	ANXA3	annexin A3	2359.1	2607.7	3693.4	2949.8	2917.4	3060.4	11.6	24	49.1	1025.7	999.5	1205.7
209375_at	XPC	xeroderma pigmentosum, complementation group C	847.1	440.5	537.5	816.5	849.3	886.8	458.6	592.5	468	1484.3	1394.5	1192.5
209383_at	DDIT3	DNA-damage-inducible transcript 3	530.6	629.6	671.5	685.8	524.2	691.7	708.5	825	795.8	351.3	414.7	415.8
209384_at	PROSC	proline synthetase co-transcribed homolog (bacterial)	768.3	861.5	712.7	812.7	912.9	896.3	512.8	612.5	483.4	888.1	933	904.3
209386_at	TM4SF1	transmembrane 4 L six family member 1	3612.2	4017.5	5877.8	5603.6	5148.7	4339.3	5252.8	4436.6	5260.8	1005	1024.9	976.9
209390_at	TSC1	tuberous sclerosis 1	715.8	606.9	724.8	467.6	437.2	554.2	630.1	607	582.1	349.8	359	341
209392_at	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	165.1	62.8	133.9	68.2	115.9	322	7107.1	7554.1	6920.7	170.1	165.6	191.4
209395_at	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	14.4	8.9	17	17.1	34.3	188.6	3272.2	2518.5	2768.1	6.6	23	7.3
209396_s_at	CHI3L1	chitinase 3-like 1 (cartilage glycoprotein-39)	7.4	17.2	31.2	13.4	81.2	167.9	2513.5	1696.4	2243.3	25.3	4.2	14.3
209420_s_at	SMPD1	sphingomyelin phosphodiesterase 1, acid lysosomal	456.8	440	392.1	265.5	538.6	459.9	859.2	1093	1132.9	1425.1	1424.6	1515.8
209424_s_at	AMACR	alpha-methylacyl-CoA racemase	264.1	190.1	360.7	573.6	308.8	395.6	220.7	88.4	76.3	2143.5	1778.2	1966.5
209433_s_at	PPAT	phosphoribosyl pyrophosphate amidotransferase	408.1	431.8	359.5	707.2	408.3	638.8	265.7	217.3	223.1	532.6	536	579.2
209443_at	SERPINA5	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5	29.7	25.2	36.7	64.1	72.2	77.9	21.3	42.2	16.2	109.3	110.8	125
209454_s_at	TEAD3	TEA domain family member 3	316.3	179.8	267.6	245.2	292.7	180	482.1	401.6	511.1	97.2	108.8	100.1
209457_at	DUSP5	dual specificity phosphatase 5	1136.6	1805.5	2949.5	1388.4	1499.7	2374	149.8	289.6	225.9	265.3	320.5	335.7
209459_s_at	ABAT	4-aminobutyrate aminotransferase	927	977	433.7	936.6	799.1	578.7	244.7	100.2	141.2	147.5	148.7	164.1
209460_at	ABAT	4-aminobutyrate aminotransferase	704.5	936.5	421.3	962.2	690.1	611	207.4	224.3	83.5	105.5	131.4	93.2
209462_at	APLP1	amyloid beta (A4) precursor-like protein 1	18.5	22.7	22.9	34.1	30.1	11.9	128.7	313.7	142.2	11.5	13.7	7.2
209471_s_at	FNTA	farnesyltransferase, CAAX box, alpha	990	1094	1220.4	1130.1	1141.5	1102.9	632.4	749	646.8	1103.6	1623.1	1424.4
209474_s_at	ENTPD1	ectonucleoside triphosphate diphosphohydrolase 1	6.3	7.7	8.6	45	15.3	17.3	159.8	73.1	237.3	9.8	5.2	18.3
209487_at	RBPMS	RNA binding protein with multiple splicing	2612.4	3934.9	2338.6	3962.3	3262.7	3791.1	750.4	880	1038.2	4166.3	3877.3	4106.6
209488_s_at	RBPMS	RNA binding protein with multiple splicing	3795.3	3805	2799.9	3343	3057.9	4095.1	876.5	962.6	1176	4272.1	4110.2	4070.4
209499_x_at	TNFSF12 /// TNFSF12-TNFSF13 /// TNFSF13	tumor necrosis factor (ligand) superfamily, member 12 /// TNFSF12-TNFSF13 readthrough transcript /// tumor necrosis factor (ligand) superfamily, member 13	280.4	527.1	914	428.3	590.7	739.1	24.1	25.7	104.2	264.8	268.2	267.9
209500_x_at	TNFSF12 /// TNFSF12-TNFSF13 /// TNFSF13	tumor necrosis factor (ligand) superfamily, member 12 /// TNFSF12-TNFSF13 readthrough transcript /// tumor necrosis factor (ligand) superfamily, member 13	719.9	1445.9	2336.8	918.5	1194.2	1297.2	225.5	231.5	121.4	641.2	493.5	717.5
209513_s_at	HSDL2	hydroxysteroid dehydrogenase like 2	617	736	810.7	994.8	904.6	1241.3	498.8	513.9	557.6	797.4	673.5	779.5
209536_s_at	EHD4	EH-domain containing 4	1907.4	1678.3	1778.7	1115	1335.2	1508.7	471.4	670.7	750	1777.6	1748.4	1922.5
209537_at	EXTL2	exostoses (multiple)-like 2	363.6	531.7	416.7	331.5	440.2	359	1506.7	1450.5	1188.1	272.8	358.1	323.6
209545_s_at	RIPK2	receptor-interacting serine-threonine kinase 2	3048.8	2104.4	2284.9	2097.7	1865.9	2097.5	794.7	675.2	512.8	2773.7	3329.5	2960.6
209550_at	NDN	necdin homolog (mouse)	230	272.1	308.7	361.6	371.8	523	1325.3	1325.5	1148.5	65.3	120.5	45.8
209552_at	PAX8	paired box 8	3418.1	3431.5	3308.3	2607.9	3418.5	2549.6	127	103.5	54.6	1575.9	1654.7	1596.8
209554_at	CD36	CD36 molecule (thrombospondin receptor)	10.7	17.4	16.2	34.8	58.9	83.2	13.8	24.7	17.3	6.5	7.4	5.2
209558_s_at	HIP1R	huntingtin interacting protein 1 related	482.9	464	849.1	521.4	582.7	722.1	22.9	17.4	68.2	295	355.2	407.1
209575_at	IL10RB	interleukin 10 receptor, beta	458	379.4	280.5	268.7	262.9	239.4	502.4	555.1	519.7	264.9	282.2	256.3
209581_at	PLA2G16	phospholipase A2, group XVI	2840.4	3849.5	3371.4	3782.3	3238.4	2932.3	849.2	755.6	718.6	1303.1	1277.9	1215.5
209585_s_at	MINPP1	multiple inositol polyphosphate histidine phosphatase, 1	562.2	651.7	572.8	486.4	559.4	452.9	708.6	617.6	628.6	1014.6	1002.3	897.7
209586_s_at	PRUNE	prune homolog (Drosophila)	987.6	564.2	1006.5	837.9	614.2	808	464.7	246.4	253.2	1289.7	1238.8	1439
209589_s_at	EPHB2	EPH receptor B2	707.5	430.3	492.6	488.9	436.9	511.6	149.7	119.5	118.8	457.4	376.8	276.5
209593_s_at	TOR1B	torsin family 1, member B (torsin B)	626.3	794.2	684.6	611.2	624.1	470	1414.1	1384	1667.3	444.8	480	424.3
209596_at	MXRA5	matrix-remodelling associated 5	33.7	57.8	142	101.4	130.8	52	1248.4	1216.2	1101.5	51.4	59.3	35.9
209610_s_at	SLC1A4	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	580	474.6	285.9	219.6	221.1	355.5	1481.6	1673.1	1653.7	77.8	99.2	94.6
209619_at	CD74	CD74 molecule, major histocompatibility complex, class II invariant chain	1153	908.4	1709	966.2	1673.5	1390	126.7	261	200.5	544.1	520.4	532.8
209623_at	MCCC2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	2321.8	1974	2096.7	1936.1	1714.6	2027.7	309.9	532.3	519.9	2216.4	2001.2	2145.7
209632_at	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	800.3	558.4	508.9	1154.7	737.3	1037.7	131.2	245.9	260	1286.6	1099.6	1548.1
209633_at	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha	2528.4	2026.6	1399.2	1338.2	2265.4	1963.6	575.8	682.8	556.5	2138	2922.2	2086.4
209647_s_at	SOCS5	suppressor of cytokine signaling 5	434	318.5	385.5	464.5	473.9	333.9	799.3	885.6	1258.6	354.3	402.3	379.5
209655_s_at	TMEM47	transmembrane protein 47	400.1	322.8	171.8	376	210.1	244.2	2300.9	2086.1	2191.3	1776.6	1783.8	2100
209656_s_at	TMEM47	transmembrane protein 47	639.6	812.8	439.9	670.4	554.6	251.1	5509.5	6553.5	6225.2	3546.3	3542.5	3680.7
209678_s_at	PRKCI	protein kinase C, iota	4621.5	2896.4	3648	4461.6	3659.6	4605.3	2073.1	2009.6	2047.3	3549.3	3711.2	3881.1
209682_at	CBLB	Cas-Br-M (murine) ecotropic retroviral transforming sequence b	481.7	196.9	261.8	197.1	255.7	424.1	2046.7	1636.3	1363.3	576.6	750.2	562.5
209683_at	FAM49A	family with sequence similarity 49, member A	215.2	361.2	276.2	240.4	144.6	190	17.5	15.8	19.4	116.5	91.8	107.8
209687_at	CXCL12	chemokine (C-X-C motif) ligand 12 (stromal cell-derived factor 1)	11.5	132.1	347.8	255.9	240.1	206.3	7183.2	6411.9	7202.4	21.4	24.6	29.1
209692_at	EYA2	eyes absent homolog 2 (Drosophila)	32.5	50.2	13.1	12.8	22.8	74.8	329.1	421.8	210.6	8.7	14.6	5.5
209705_at	MTF2	metal response element binding transcription factor 2	331.5	201.8	222.5	343	392.7	372.8	120.6	168.3	143.1	302.9	309.9	279.3
209708_at	MOXD1	monooxygenase, DBH-like 1	2360.2	1307.9	1316	1874.3	1181.8	1241.1	233.2	353.8	237.9	600.3	581	590.4
209749_s_at	ACE	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1	99	94	97.9	65.1	134.3	128.4	64	102.4	108.1	23.6	11.1	22.5
209758_s_at	MFAP5	microfibrillar associated protein 5	70.6	924.2	183.4	275.5	59.5	105.9	8644.3	7998.4	9381.8	49.4	84.8	63.5
209771_x_at	CD24	CD24 molecule	16696.8	12211.3	19216.9	20995.6	19898.6	19646.8	418.7	166.6	383.4	32897.7	29799.1	30547.7
209772_s_at	CD24	CD24 molecule	3845.2	3568.5	6662.7	4692.1	6531.6	5083.3	17.9	33.2	83.1	18165.8	12341.6	15903.9
209774_x_at	CXCL2	chemokine (C-X-C motif) ligand 2	3820.8	3312.3	8067.3	4744.6	5413.4	9949	58.7	35.3	111.2	1470.2	1561.3	1665.1
209780_at	PHTF2	putative homeodomain transcription factor 2	214.7	259.4	149.9	185.7	367.9	393.1	930.5	966.3	1237.8	272.7	278.1	315.9
209788_s_at	ERAP1	endoplasmic reticulum aminopeptidase 1	192.4	272.8	274.2	186.3	330.5	302.6	237.7	249.8	238.4	735.9	698.8	798.9
209789_at	CORO2B	coronin, actin binding protein, 2B	469.3	668.6	484.4	541.4	452.5	434.3	197.9	244.9	224	206	111.4	137
209790_s_at	CASP6	caspase 6, apoptosis-related cysteine peptidase	667.6	712.8	1083.3	770.3	1345.1	942.1	320.6	327.4	299.2	665.9	600.9	555.9
209796_s_at	CNPY2	canopy 2 homolog (zebrafish)	1752	1878.9	1893.2	1755.4	1937	1672.7	1144	1271.1	821.9	1020	974.6	1136.2
209800_at	KRT16	keratin 16	19.3	70.2	37.3	8.7	5.7	16.8	361.9	655.7	659.5	6.6	4.3	3
209807_s_at	NFIX	nuclear factor I/X (CCAAT-binding transcription factor)	13.4	10.8	12.6	12.6	12	21.6	145.4	62.5	66.5	7.4	9.6	6.5
209817_at	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform	256.9	305	262.9	266.4	332.8	235.7	783.5	919.8	903.8	241.4	350.4	305.7
209831_x_at	DNASE2	deoxyribonuclease II, lysosomal	696	678.2	857.3	501.3	584.3	685.2	351.7	371.4	392	606.8	616.7	539.5
209834_at	CHST3	carbohydrate (chondroitin 6) sulfotransferase 3	339.6	352	379.8	386.3	365.1	234.4	855.6	1261.7	1053.6	360.6	372.8	332.2
209871_s_at	APBA2	amyloid beta (A4) precursor protein-binding, family A, member 2	277.1	195.9	177.4	272.5	178.3	330.7	22.3	36.3	71	11.6	14.3	19.2
209875_s_at	SPP1	secreted phosphoprotein 1	8514.2	27209	25299.6	18042.5	29695.2	22875.2	170	33	145.4	18858	20020.1	17789.9
209894_at	LEPR	leptin receptor	164.4	506.6	359.8	529.9	537.4	341.9	4019.2	3870.2	4276.7	1266.1	1268.8	1110.9
209897_s_at	SLIT2	slit homolog 2 (Drosophila)	130.9	30.2	61.6	156.4	85.4	70.9	1529.1	1925	1933.5	255.7	246.6	299.4
209905_at	HOXA9	homeobox A9	578.6	561.6	584.3	954.7	694.5	926	294.1	342.7	349.7	1667.9	1871.1	1667.4
209907_s_at	ITSN2	intersectin 2	382.2	479.2	355.7	390.7	447.6	508.8	244.4	220.4	190	373.6	332.5	333.7
209909_s_at	TGFB2	transforming growth factor, beta 2	186	145.3	168.4	161	160.7	191	107.4	91	86.5	116.6	117.7	145.1
209916_at	DHTKD1	dehydrogenase E1 and transketolase domain containing 1	358.1	286.8	244.7	296.1	225.6	250.1	133.9	134.7	119.8	226.2	273.4	275.8
209919_x_at	GGT1	gamma-glutamyltransferase 1	701.6	1107.8	971.7	902.5	754.5	1047.2	124	84.9	51.1	1543.9	1134.3	1437.4
209921_at	SLC7A11	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	474.3	255.5	351.4	489.3	355.3	478.4	2906.6	3283.2	2905.1	121.7	138.6	132.9
209946_at	VEGFC	vascular endothelial growth factor C	415.6	457.8	447.1	325.4	86.1	283.7	2598.9	3050.4	3084	164.4	146.8	200.9
209955_s_at	FAP	fibroblast activation protein, alpha	20.2	6.3	18.7	24.4	21	13.4	1942.3	1744	2309.6	13.5	4.8	7.1
209993_at	ABCB1	ATP-binding cassette, sub-family B (MDR/TAP), member 1	267.2	596.5	389	547.8	639.1	557	4.8	43	6.1	1799.8	1772.5	1781.2
210002_at	GATA6	GATA binding protein 6	84.2	158.9	195.1	106.4	41.7	129.4	480.1	482.6	365.8	53.2	25.2	25
210018_x_at	MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	1632.3	1456.3	2161.6	1687.9	1566.5	1907.7	164.6	441.8	297.6	1030.8	1286.6	968.8
210026_s_at	CARD10	caspase recruitment domain family, member 10	1148.9	1446.9	1168.6	1275.8	1209	1210.3	323.6	223.8	225.6	2513.6	2617.6	2425.6
210038_at	PRKCQ	protein kinase C, theta	228.6	236.2	202	203	340.5	370.9	13.1	41.2	32.7	220.8	257.2	233.1
210041_s_at	PGM3	phosphoglucomutase 3	647	748.3	665.9	527.6	815.3	620.2	1218.2	908.7	970.6	291.5	381.2	290.6
210094_s_at	PARD3	par-3 partitioning defective 3 homolog (C. elegans)	1964.7	2219.7	2122	2621.3	1680.9	1757.6	405.1	383.5	396.4	1195	1313.9	1147.1
210095_s_at	IGFBP3	insulin-like growth factor binding protein 3	27904.3	23661.5	24246.5	23964.6	15046.1	29622	18271.4	22142.8	20400.5	7223.4	7008.1	7126.9
210097_s_at	NOL7	nucleolar protein 7, 27kDa	2184.8	2642.9	2333.1	2479.1	2371.8	2705.4	1427.6	1546	1476.1	2518.3	2694.7	2854.4
210113_s_at	NLRP1	NLR family, pyrin domain containing 1	19.7	22.6	31.2	16.3	11.8	16.4	123	39.8	75.6	7.2	8.1	4.5
210119_at	KCNJ15	potassium inwardly-rectifying channel, subfamily J, member 15	355	2496.8	1716.6	926.1	1629.9	1630.3	31.4	131.5	65.4	2487.8	3015.1	2469.4
210121_at	B3GALT2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 2	2.4	5	5.5	5	3.3	22.6	220.6	145.4	67.2	1	0.8	0.5
210131_x_at	SDHC	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa	1607.6	976.7	1221.9	1155.2	810.5	887.7	494.3	290.6	274.7	1640.9	2342.2	1961.1
210136_at	MBP	myelin basic protein	1095.9	955.5	1768.4	928.9	870.4	1532.4	239	163.8	160.3	699.5	661.1	679.5
210137_s_at	DCTD	dCMP deaminase	2134.1	2046.8	1934.7	1794.1	2010.1	1579.8	1526.5	1547.4	1662.3	1270.2	1092	1194.4
210138_at	RGS20	regulator of G-protein signaling 20	1081.8	1253.9	1316.3	1039.7	1184.5	1364.3	240.8	227.4	152.7	626.2	741.2	672.9
210139_s_at	PMP22	peripheral myelin protein 22	609.3	115.7	218.5	505.3	387.6	701.8	3510.2	3041.9	3657.4	116.9	185.2	160.4
210142_x_at	FLOT1	flotillin 1	1917.3	1636.6	1736.1	1672.3	1688.7	1538.5	2854.5	3119	2765.2	4193.6	3404.1	3694.5
210150_s_at	LAMA5	laminin, alpha 5	1034.3	1118.6	1250.1	952.6	1421.9	1194.2	130.6	152.5	115.4	957.7	883.5	822.5
210165_at	DNASE1	deoxyribonuclease I	14.5	14.1	19.6	11.8	17.2	11.8	11	9.3	7.6	5	6.4	5
210201_x_at	BIN1	bridging integrator 1	1836.3	996.3	1528.7	1414.2	1656	1713.5	642.2	946.9	833.1	4174.9	3996.7	4018.2
210211_s_at	HSP90AA1	heat shock protein 90kDa alpha (cytosolic), class A member 1	4161.6	6078.6	5949.1	6387.9	6956	7121.3	9092	8103.5	6304.8	3304.6	3066	3152
210213_s_at	EIF6	eukaryotic translation initiation factor 6	7169.2	6200.9	5984.6	5428.9	5836.5	4925.3	2357.2	2395.7	1634.6	4519.5	4444.9	4262.9
210224_at	MR1	major histocompatibility complex, class I-related	491.5	426.8	411.6	450.5	261.7	285.7	607.4	551.6	534.9	237.7	244.5	224.4
