Genbank ID	Gene Title	Gene symbol	5 h FC ± SEM	8 d FC ± SEM	1.5 mos FC ± SEM	6 mos FC ± SEM	Gene sequence
BB111454	exportin 7	Xpo7	-1.5 ± 0.4	-2.8 ± 0.4	N.C.	N.C.	569
BB115225	RIKEN cDNA 2410005O16 gene	2410005O16Rik	-2.6 ± 0.4	N.C.	N.C.	N.C.	572
BB115729	RIKEN cDNA 1810063B07 gene	1810063B07Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	573
BB115902	centaurin, beta 1	Centb1	-1.6 ± 0.4	N.C.	-1.8 ± 0.4	N.C.	574
BB122985	Serine racemase	Srr	-2.3 ± 0.4	-1.8 ± 0.4	N.C.	N.C.	575
BB123487	cDNA sequence BC031575	BC031575	-1.7 ± 0.4	N.C.	N.C.	N.C.	576
BB125550	RIKEN cDNA A630026N12 gene	A630026N12Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	577
BB130002	methyl CpG binding protein 2	Mecp2	-2.3 ± 0.4	N.C.	N.C.	N.C.	578
BB130018	RIKEN cDNA A930023H06 gene	1700030K01Rik	-5.6 ± 0.7	N.C.	N.C.	N.C.	579
BB130348	RIKEN cDNA A330076H08 gene	A330076H08Rik	-2.4 ± 0.4	-2.9 ± 0.4	N.C.	N.C.	580
BB131270	phytanoyl-CoA hydroxylase interacting protein-like	Phyhipl	-4.0 ± 0.5	N.C.	N.C.	N.C.	581
BB131315	RIKEN cDNA 9630050M13 gene	9630050M13Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	582
BB134615	schlafen 5	Slfn5	-2.3 ± 0.4	N.C.	N.C.	N.C.	583
BB137728	RIKEN cDNA 2310001H17 gene	2310001H17Rik	N.C.	N.C.	-1.6 ± 0.4	N.C.	584
BB152945	RIKEN cDNA 4930420O11 gene	4930420O11Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	586
BB156986	Muscleblind-like 3 (Drosophila)	Mbnl3	-1.6 ± 0.4	N.C.	N.C.	N.C.	588
BB159201	Similar to hypothetical protein FLJ38281	Zfp617	-1.9 ± 0.4	N.C.	N.C.	N.C.	589
BB164127	human immunodeficiency virus type I enhancer binding protein 3	Hivep3	-2.4 ± 0.4	N.C.	-1.7 ± 0.4	N.C.	590
BB166401	hypothetical gene supported by AK038224	LOC432971	-2.2 ± 0.4	N.C.	N.C.	N.C.	591
BB167921	RIKEN cDNA 4921504N20 gene	4921504N20Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	592
BB168118	RIKEN cDNA 2610020O08 gene	2610020O08Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	593
BB169770	RIKEN cDNA 2310047I15 gene	2310047I15Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	594
BB170718	Prickle-like 2 (Drosophila)	Prickle2	-2.3 ± 0.4	N.C.	N.C.	N.C.	595
BB174877	dispatched homolog 1 (Drosophila)	Disp1	-1.9 ± 0.5	N.C.	N.C.	N.C.	596
BB182501	RIKEN cDNA C630043F03 gene	C630043F03Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	597
BB183534	Stromal cell derived factor receptor 1 (Sdfr1), mRNA	Sdfr1	N.C.	N.C.	-1.5 ± 0.4	N.C.	598
BB185861	adaptor-related protein complex 1, sigma 2 subunit	Ap1s2	-1.7 ± 0.4	N.C.	N.C.	N.C.	599
BB187486	RIKEN cDNA A330042I21 gene	A330042I21Rik	-10.7 ± 0.4	N.C.	N.C.	-1.9 ± 0.4	600
BB191000	expressed sequence AI505012	AI505012	-1.7 ± 0.4	N.C.	N.C.	N.C.	601
BB199157	RIKEN cDNA 5830428M24 gene	5830428M24Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	603
BB202185	expressed sequence AI504432	AI504432	-3.4 ± 0.4	N.C.	-1.5 ± 0.3	N.C.	604
BB202611	Claudin 10	Cldn10	-1.9 ± 0.5	N.C.	N.C.	N.C.	605
BB206299	RIKEN cDNA 2810013E07 gene	2810013E07Rik	-1.6 ± 0.3	N.C.	N.C.	N.C.	606
BB208426	RIKEN cDNA A430088C08 gene	A430088C08Rik	-2.5 ± 0.4	N.C.	N.C.	N.C.	607
BB211735	RIKEN cDNA 1700129L13 gene	1700129L13Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	608
BB213784	RIKEN cDNA A030012M09 gene	A030012M09Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	609
BB213846	PR domain containing 15	Prdm15	-1.7 ± 0.4	N.C.	N.C.	N.C.	610
BB220405	RIKEN cDNA 2300009N04 gene	Cd200	-1.8 ± 0.4	N.C.	N.C.	N.C.	612
BB220605	RIKEN cDNA A530030E21 gene	A530030E21Rik	-4.6 ± 0.5	N.C.	-3.8 ± 0.4	N.C.	613
BB224832	RIKEN cDNA E430007M08 gene	E430007M08Rik	-1.9 ± 0.3	N.C.	N.C.	N.C.	614
BB225953	RIKEN cDNA 4932439K10 gene	4932439K10Rik	-2.0 ± 0.5	N.C.	N.C.	N.C.	615
BB228331	RIKEN cDNA A430106J12 gene	A430106J12Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	616
BB229269	RIKEN cDNA 0910001A06 gene	0910001A06Rik	-1.6 ± 0.5	N.C.	-1.7 ± 0.5	N.C.	617
BB234337	expressed sequence AI467606	AI467606	-1.9 ± 0.4	N.C.	-1.5 ± 0.4	N.C.	619
BB235551	RIKEN cDNA A630054L15 gene	A630054L15Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	620
BB236216	ecotropic viral integration site 2b	Evi2b	N.C.	N.C.	-2.0 ± 0.4	N.C.	621
BB238390	ligatin	Lgtn	-1.5 ± 0.4	N.C.	N.C.	N.C.	622
BB239429	RIKEN cDNA A630077B13 gene	A630077B13Rik	N.C.	N.C.	-7.8 ± 0.8	N.C.	623
BB251824	tubulin tyrosine ligase-like 1	Ttll1	-1.9 ± 0.4	N.C.	N.C.	N.C.	625
BB252479	RIKEN cDNA 1200011O22 gene	1200011O22Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	626
BB254725	Prolylcarboxypeptidase (angiotensinase C), mRNA (cDNA clone IMAGE:4222343)	Prcp	N.C.	N.C.	-1.5 ± 0.4	N.C.	627
BB255999	RIKEN cDNA 5730507N06 gene	5730507N06Rik	-4.3 ± 0.4	N.C.	N.C.	N.C.	628
BB256746	hypothetical protein D030056L22	D030056L22	-1.6 ± 0.4	N.C.	N.C.	N.C.	629
BB267264	RIKEN cDNA A230046K03 gene	A230046K03Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	630
BB277613	expressed sequence AI447928	AI447928	-1.7 ± 0.4	N.C.	N.C.	N.C.	632
BB281667	RIKEN cDNA C630016O21 gene	C630016O21Rik	-2.8 ± 0.4	N.C.	N.C.	N.C.	633
BB284309	asparagine-linked glycosylation 6 homolog (yeast, alpha-1,3,-glucosyltransferase)	Alg6	-2.0 ± 0.4	N.C.	N.C.	N.C.	634
BB285582	RIKEN cDNA 2610002I17 gene	2610002I17Rik	-2.1 ± 0.5	N.C.	N.C.	N.C.	635
BB291836	APG4 (ATG4) autophagy-related homolog C (S. cerevisiae)	Apg4c	-1.9 ± 0.4	N.C.	N.C.	N.C.	637
BB295976	RIKEN cDNA E430016P22 gene	E430016P22Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	638
BB298005	inhibitor of growth family, member 3	Ing3	-1.6 ± 0.4	N.C.	N.C.	N.C.	639
BB306828	Inhibitor of DNA binding 4	Idb4	-1.9 ± 0.4	N.C.	N.C.	N.C.	640
BB308071	RIKEN cDNA E130306M17 gene	E130306M17Rik	-7.2 ± 0.6	N.C.	N.C.	N.C.	641
BB308170	hypothetical protein B230218O03	B230218O03	-1.8 ± 0.4	N.C.	N.C.	N.C.	642
BB308532	expressed sequence AW212607	AW212607	-2.3 ± 0.4	N.C.	N.C.	N.C.	643
BB312129	radial spokehead-like 3	Rshl3	-2.2 ± 0.4	N.C.	N.C.	N.C.	644
BB314358	discs, large homolog-associated protein 4 (Drosophila)	Dlgap4	-2.2 ± 0.4	N.C.	N.C.	N.C.	645
BB316060	gamma-aminobutyric acid (GABA-B) receptor binding protein		N.C.	N.C.	-2.2 ± 0.4	N.C.	646
BB318743	RIKEN cDNA D830012I24 gene	D830012I24Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	647
BB320388	pericentrin 1	Pcnt1	-1.9 ± 0.4	N.C.	N.C.	N.C.	648
BB323696	RIKEN cDNA E030031F02 gene	E030031F02Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	649
BB323985	expressed sequence AW548124	AW548124	-1.6 ± 0.4	N.C.	N.C.	N.C.	650
BB324084	MARVEL (membrane-associating) domain containing 1	Marveld1	-2.0 ± 0.4	N.C.	N.C.	N.C.	651
BB326079	RIKEN cDNA B430203I24 gene	B430203I24Rik	-2.4 ± 0.4	N.C.	N.C.	-1.7 ± 0.4	652
BB333568	hect (homologous to the E6-AP (UBE3A) carboxyl terminus) domain and RCC1 (CHC1)-like domain (RLD) 2	Herc2	-2.6 ± 0.4	N.C.	N.C.	N.C.	653
BB355034	eukaryotic translation initiation factor 2C, 3	Eif2c3	-1.9 ± 0.4	N.C.	N.C.	N.C.	654
BB356786	PR domain containing 16	Prdm16	-1.6 ± 0.4	N.C.	N.C.	N.C.	655
BB357347	Heterogeneous nuclear ribonucleoprotein methyltransferase-like 1 (S. cerevisiae)	Hrmt1l1	-1.9 ± 0.4	N.C.	N.C.	N.C.	656
BB359043	RIKEN cDNA 1700007D05 gene	1700007D05Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	657
BB366379	roundabout homolog 2 (Drosophila)	Robo2	-2.6 ± 0.5	-2.3 ± 0.4	-2.3 ± 0.4	N.C.	658
BB371300	hypothetical LOC434179	LOC434179	-3.2 ± 0.4	N.C.	N.C.	N.C.	660
BB373038	RIKEN cDNA 6030432P03 gene	Rbms1	-3.1 ± 0.4	N.C.	N.C.	N.C.	661
BB374993	RIKEN cDNA A230006I23 gene	A230006I23Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	662
BB375353	RIKEN cDNA 6330441O12 gene	6330441O12Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	663
BB375580	RIKEN cDNA 9330177P20 gene	9330177P20Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	664
BB376389	jumonji, AT rich interactive domain 1C (Rbp2 like)	Jarid1c	-1.8 ± 0.4	N.C.	N.C.	N.C.	665
BB379386	RIKEN cDNA 2310061I04 gene	2310061I04Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	667
BB380335	DNA segment, Chr 10, ERATO Doi 516, expressed	D10Ertd516e	-2.1 ± 0.4	N.C.	N.C.	N.C.	668
BB385039	gem (nuclear organelle) associated protein 4	Gemin4	-1.5 ± 0.4	N.C.	N.C.	N.C.	669
BB388044	calcyphosphine 2	Caps2	-1.8 ± 0.4	N.C.	N.C.	N.C.	670
BB392869	armadillo repeat containing, X-linked 2	Armcx2	-1.6 ± 0.4	N.C.	-1.5 ± 0.4	N.C.	671
BB394466	Expressed sequence AL024069	AL024069	-3.3 ± 0.4	N.C.	N.C.	N.C.	672
BB401061	DEAD (Asp-Glu-Ala-Asp) box polypeptide 58	Ddx58	-1.6 ± 0.4	N.C.	N.C.	N.C.	674
BB401085	RIKEN cDNA 1810049H13 gene	1810049H13Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	675
BB401190	ankyrin repeat domain 27 (VPS9 domain)	Ankrd27	-2.2 ± 0.4	N.C.	N.C.	N.C.	676
BB401486	EST AA881470	AA881470	-1.8 ± 0.4	N.C.	N.C.	N.C.	677
BB405006	RIKEN cDNA C330016K18 gene	C330016K18Rik	N.C.	N.C.	N.C.	-1.5 ± 0.4	678
BB407125	similar to hypothetical protein BC017397	LOC433627	N.C.	N.C.	N.C.	-2.3 ± 0.4	679
BB414224	transmembrane protease, serine 2	Tmprss2	-1.6 ± 0.4	N.C.	N.C.	N.C.	680
BB425841	Alpha thalassemia/mental retardation syndrome X-linked homolog (human) (Atrx), mRNA	Atrx	N.C.	N.C.	-1.5 ± 0.4	N.C.	682
BB427728	RIKEN cDNA 4831403C07 gene	4831403C07Rik	-2.9 ± 0.4	N.C.	N.C.	N.C.	683
BB433489	RIKEN cDNA D430028G21 gene	D430028G21Rik	-2.8 ± 0.4	N.C.	N.C.	N.C.	685
BB434447	Secernin 3	Scrn3	-2.2 ± 0.4	N.C.	N.C.	N.C.	686
BB442939	RIKEN cDNA 1700065O13 gene	1700065O13Rik	-2.5 ± 0.4	N.C.	N.C.	N.C.	688
BB447861	hypothetical protein D030063E12	D030063E12	-1.7 ± 0.4	N.C.	N.C.	N.C.	689
BB448266	RIKEN cDNA D030065N23 gene	D030065N23Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	690
BB448454	cDNA sequence BC025458 /// kelch-like 17 (Drosophila)	BC025458 /// Klhl17	-1.6 ± 0.4	N.C.	N.C.	N.C.	691
BB449058	hypothetical protein D030069K18	D030069K18	-1.9 ± 0.4	N.C.	N.C.	N.C.	692
BB451286	RIKEN cDNA D130020G16 gene	2810055G20Rik	-5.6 ± 1.0	N.C.	N.C.	N.C.	693
BB453609	WD repeat domain 6	Wdr6	-1.5 ± 0.4	N.C.	N.C.	N.C.	694
BB456057	RIKEN cDNA D130043N08 gene	D130043N08Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	695
BB456609	RIKEN cDNA 4632427E13 gene	4632427E13Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	696
BB457951	hypothetical protein D130054H01	D130054H01	-2.2 ± 0.4	N.C.	N.C.	N.C.	697
BB458645	acid phosphatase-like 2	Acpl2	-2.2 ± 0.4	N.C.	N.C.	N.C.	698
BB458758	RIKEN cDNA D130058I21 gene	D130058I21Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	699
BB460570	RIKEN cDNA 9030425P06 gene	9030425P06Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	700
BB461323	RIKEN cDNA 1200015N20 gene	1200015N20Rik	-3.2 ± 0.4	N.C.	-1.5 ± 0.4	-1.5 ± 0.3	701
BB467791	cDNA sequence, BC023835	BC023835	-2.0 ± 0.4	N.C.	N.C.	N.C.	703
BB474427	Regulatory factor X, 3 (influences HLA class II expression)	Rfx3	-1.7 ± 0.4	-3.6 ± 0.5	N.C.	N.C.	706
BB477807	RIKEN cDNA 4933433P14 gene	4933433P14Rik	-1.9 ± 0.3	N.C.	N.C.	N.C.	707
BB478071	RIKEN cDNA D330028D13 gene	D330028D13Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	708
BB483585	RIKEN cDNA 2010007H06 gene	2010007H06Rik	-3.4 ± 0.4	N.C.	N.C.	N.C.	709
BB486252	cDNA BC060737	BC060737	-1.6 ± 0.4	N.C.	N.C.	N.C.	710
BB486367	RIKEN cDNA D430042O09 gene	D430042O09Rik	-1.5 ± 0.5	N.C.	N.C.	N.C.	711
BB493717	RIKEN cDNA C530008M17 gene	C530008M17Rik	-2.1 ± 0.4	N.C.	N.C.	N.C.	712
BB495464	hypothetical protein 9330112M16	9330112M16	-1.5 ± 0.4	N.C.	N.C.	N.C.	713
BB496399	RIKEN cDNA D430043L16 gene	D430043L16Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	714
BB499868	RIKEN cDNA C330006K01 gene	C330006K01Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	715
BB503979	RIKEN cDNA 4930573O21 gene	4930573O21Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	716
BB504570	aconitase 1	Aco1	-1.5 ± 0.4	N.C.	N.C.	N.C.	717
BB513634	RIKEN cDNA 1110054M08 gene	1110054M08Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	719
BB517855	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1	Qrsl1	-1.9 ± 0.4	N.C.	N.C.	N.C.	720
BB523168	RIKEN cDNA 2810025M15 gene	2810025M15Rik	-3.1 ± 0.5	N.C.	N.C.	N.C.	722
BB526251	RIKEN cDNA C130009A20 gene	C130009A20Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	723
BB527432	Neuron navigator 2	Nav2	-1.6 ± 0.4	N.C.	N.C.	N.C.	724
BB528702	pleckstrin homology domain containing, family M (with RUN domain) member 1	Plekhm1	-1.5 ± 0.4	N.C.	N.C.	N.C.	726
BB533448	RIKEN cDNA 1500041O16 gene	1500041O16Rik	-2.4 ± 0.4	N.C.	N.C.	N.C.	727
BB535044	cDNA sequence AK129018	AK129018	-2.1 ± 0.4	N.C.	N.C.	N.C.	728
BB536078	RIKEN cDNA 6030410K14 gene	6030410K14Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	729
BB541889	leucine-rich repeats and IQ motif containing 2	Lrriq2	-1.8 ± 0.4	N.C.	N.C.	N.C.	730
BB547181	expressed sequence C76566	C76566	N.C.	N.C.	-1.9 ± 0.4	-1.7 ± 0.4	734
BB550183	D site albumin promoter binding protein	Dbp	-5.4 ± 0.4	N.C.	-3.4 ± 0.4	-5.7 ± 0.4	735
BB552070	Growth hormone receptor	Ghr	-2.4 ± 0.4	N.C.	N.C.	N.C.	736
BB559552	RIKEN cDNA 2810002I04 gene	2810002I04Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	737
BB631473	RIKEN cDNA A130001G05 gene	A130001G05Rik	N.C.	N.C.	-1.5 ± 0.4	N.C.	738
BB648848	expressed sequence AI316828	AI316828	-1.6 ± 0.4	N.C.	N.C.	N.C.	740
BB667109	gene model 237, (NCBI)	Gm237	-1.5 ± 0.4	N.C.	N.C.	N.C.	741
BB667153	RIKEN cDNA 1500010G04 gene	1500010G04Rik	-1.9 ± 0.6	N.C.	N.C.	N.C.	742
BB667247	RIKEN cDNA 4933426L22 gene	4933426L22Rik	-2.3 ± 0.4	N.C.	N.C.	N.C.	743
BB667269	RIKEN cDNA 8430438D04 gene	8430438D04Rik	-2.9 ± 0.5	N.C.	-1.6 ± 0.4	-1.6 ± 0.4	744
BB667355	RIKEN cDNA A130014A01 gene	A130014A01Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	745
BB667768	PHD finger protein 20-like 1	Phf20l1	-1.5 ± 0.4	N.C.	N.C.	N.C.	746
BB667844	DNA segment, Chr 5, ERATO Doi 593, expressed	D5Ertd593e	N.C.	N.C.	N.C.	-1.5 ± 0.4	747
BB705620	RIKEN cDNA 1700049G17 gene	1700049G17Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	748
BB730977	RIKEN cDNA B430218L07 gene	B430218L07Rik	-2.0 ± 0.4	N.C.	N.C.	N.C.	749
BB731108	ADP-ribosylation factor related protein 2	Arfrp2	-2.8 ± 0.4	N.C.	N.C.	-1.7 ± 0.4	750
BB735632	WD repeat domain 40A	Wdr40a	-2.2 ± 0.4	N.C.	N.C.	N.C.	753
BB736636	RIKEN cDNA 1110006O17 gene	1110006O17Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	754
BB739221	polymerase (RNA) mitochondrial (DNA directed)	Polrmt	-1.6 ± 0.4	N.C.	N.C.	N.C.	755
BB740529	triggering receptor expressed on myeloid cells-like 4	Treml4	-2.0 ± 0.4	N.C.	-1.7 ± 0.4	N.C.	756
BB742199	sirtuin 3 (silent mating type information regulation 2, homolog) 3 (S. cerevisiae)	Sirt3	-2.0 ± 0.4	N.C.	N.C.	N.C.	757
BB744779	RIKEN cDNA 2010315B03 gene	2010315B03Rik	-2.9 ± 0.4	N.C.	N.C.	N.C.	758
BB747656	WD repeat domain 19	Wdr19	-2.4 ± 0.4	N.C.	N.C.	N.C.	759
BB747681	mitochondrial tumor suppressor 1	Mtus1	-1.9 ± 0.4	N.C.	N.C.	N.C.	760
BB753423	bromodomain containing 3	Brd3	-1.6 ± 0.4	N.C.	N.C.	N.C.	761
BB763097	RIKEN cDNA 3830406C13 gene	3830406C13Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	762
BB763470	RIKEN cDNA E430010N07 gene	E430010N07Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	763
BB763709	RIKEN cDNA D030011O10 gene	D030011O10Rik	-1.5 ± 0.3	-2.2 ± 0.4	N.C.	N.C.	764
BB770542	DDHD domain containing 2	Ddhd2	-1.5 ± 0.4	N.C.	N.C.	N.C.	767
BB772682	methylmalonic aciduria (cobalamin deficiency) type B homolog (human)	Mmab	-2.6 ± 0.4	N.C.	N.C.	N.C.	769
BB777344	similar to glucosamine-6-phosphate deaminase	LOC231914	-3.0 ± 0.4	N.C.	N.C.	N.C.	770
BB779105	cDNA sequence BC068171 /// similar to DYSKERIN	BC068171 /// LOC333827	-1.5 ± 0.4	N.C.	N.C.	N.C.	771
BB788270	expressed sequence AI848765	AI848765	-1.6 ± 0.3	N.C.	N.C.	N.C.	772
BB788678	RIKEN cDNA A630033E08 gene	A630033E08Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	773
BB795377	expressed sequence AI852640	AI852640	N.C.	N.C.	-1.7 ± 0.4	N.C.	776
BB796273	cDNA sequence BC035295	BC035295	-2.1 ± 0.4	N.C.	N.C.	N.C.	777
BB796313	RIKEN cDNA 3000004N20 gene	3000004N20Rik	-3.7 ± 0.4	N.C.	N.C.	N.C.	778
BB809239	PWWP domain containing 2	Pwwp2	-1.6 ± 0.4	N.C.	N.C.	N.C.	779
BB809870	RIKEN cDNA C330018D20 gene	C330018D20Rik	-2.5 ± 0.4	N.C.	N.C.	N.C.	780
BB815008	sorting nexin 16	Snx16	-3.2 ± 0.4	N.C.	N.C.	N.C.	782
BB817800	RIKEN cDNA 4930535B03 gene	4930535B03Rik	-2.2 ± 0.4	N.C.	-1.5 ± 0.4	N.C.	783
BB820613	RIKEN cDNA A530088I07 gene	A530088I07Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	784
BC014857	splicing factor, arginine/serine-rich 7	Sfrs7	-6.5 ± 0.4	N.C.	N.C.	N.C.	787
BC024934	aspartoacylase (aminoacylase) 2	Aspa	-1.8 ± 0.4	N.C.	N.C.	N.C.	788
BC027422	emopamil binding protein-like	Ebpl	-1.5 ± 0.4	N.C.	N.C.	N.C.	789
BE133443	cDNA sequence BC027057	BC027057	-2.2 ± 0.4	N.C.	N.C.	N.C.	790
BE136147	trinucleotide repeat containing 15	Tnrc15	-5.2 ± 0.6	-2.3 ± 0.4	N.C.	N.C.	791
BE197524	guanylate nucleotide binding protein 2	Gbp2	-1.8 ± 0.4	N.C.	N.C.	N.C.	792
BE200391	cytidine and dCMP deaminase domain containing 1	Cdadc1	-2.1 ± 0.4	N.C.	N.C.	N.C.	793
BE303700	RIKEN cDNA D330050I23 gene	D330050I23Rik	-2.2 ± 0.4	N.C.	N.C.	N.C.	794
BE446879	RNA binding motif protein 5	Rbm5	-5.0 ± 0.6	N.C.	N.C.	N.C.	795
BE553868	RIKEN cDNA 0610030E20 gene	0610030E20Rik	-2.0 ± 0.3	N.C.	N.C.	N.C.	796
BE626145	cDNA sequence BC038331	BC038331	-1.8 ± 0.4	N.C.	N.C.	N.C.	797
BE628126	RIKEN cDNA 8430426J06 gene	8430426J06Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	798
BE632903	expressed sequence AI426953	AI426953	N.C.	N.C.	-1.7 ± 0.5	N.C.	799
BE632919	hypothetical protein C430010C01	C430010C01	-2.8 ± 0.4	N.C.	N.C.	N.C.	800
BE651508	RIKEN cDNA 1810013L24 gene	1810013L24Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	801
BE685711	tripartite motif-containing 41	Trim41	-2.0 ± 0.4	N.C.	N.C.	N.C.	802
BE686894	decay accelerating factor 1	Daf1	-1.5 ± 0.4	N.C.	N.C.	N.C.	803
BE687858	cDNA sequence BC023892	BC023892	-1.5 ± 0.4	N.C.	N.C.	N.C.	804
BE688410	expressed sequence AI662270	AI662270	-1.5 ± 0.4	N.C.	-1.7 ± 0.4	N.C.	805
BE691021	DNA segment, Chr 3, ERATO Doi 300, expressed	D3Ertd300e	-2.1 ± 0.4	N.C.	N.C.	N.C.	806
BE691095	YEATS domain containing 2	Yeats2	-1.9 ± 0.4	N.C.	N.C.	N.C.	807
BE824567	RIKEN cDNA 6530403A03 gene	6530403A03Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	808
BE824681	zinc finger protein interacting with K protein 1	Zik1	-1.7 ± 0.4	-1.9 ± 0.4	N.C.	N.C.	809
BE824946	RIKEN cDNA 4833420K19 gene	4833420K19Rik	-2.7 ± 0.4	N.C.	N.C.	N.C.	810
BE852759	RIKEN cDNA 2210020M01 gene	2210020M01Rik	-1.9 ± 0.4	N.C.	N.C.	N.C.	811
BE948602	RIKEN cDNA E130308A19 gene	E130308A19Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	812
BE949451	RIKEN cDNA 1100001I19 gene	1100001I19Rik	-1.5 ± 0.4	N.C.	N.C.	N.C.	813
BE956926	RIKEN cDNA C130097A14 gene	C130097A14Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	815
BE980206	neuron navigator 1	Nav1	-1.8 ± 0.4	N.C.	N.C.	N.C.	816
BE981170	RIKEN cDNA 2010305B15 gene	2010305B15Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	817
BE989616	RIKEN cDNA 2810487A22 gene	2810487A22Rik	-2.6 ± 0.5	N.C.	N.C.	N.C.	819
BF019883	inhibitor of DNA binding 2	Id2	N.C.	N.C.	-1.6 ± 0.4	N.C.	820
BF020847	Coiled-coil-helix-coiled-coil-helix domain containing 7	Chchd7	-2.1 ± 0.4	N.C.	N.C.	N.C.	821
BF021001	RIKEN cDNA B230104P22 gene	B230104P22Rik	-2.8 ± 0.4	N.C.	N.C.	N.C.	822
BF122715	ACN9 homolog (S. cerevisiae)	Acn9	-1.6 ± 0.4	N.C.	N.C.	N.C.	823
BF140677	RIKEN cDNA A230048G03 gene /// hypothetical gene supported by NM_177332	A230048G03Rik /// LOC432415	-1.9 ± 0.4	N.C.	N.C.	N.C.	824
BF142017	RIKEN cDNA 5730601F06 gene	5730601F06Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	825
BF180812	RIKEN cDNA 6530407C02 gene	6530407C02Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	826
BF225404	cDNA sequence BC031441	BC031441	-1.9 ± 0.4	N.C.	N.C.	N.C.	827
BF226994	RIKEN cDNA 5730599I05 gene	5730599I05Rik	-1.6 ± 0.4	N.C.	N.C.	N.C.	828
BF320427	phosphoseryl-tRNA kinase	Pstk	-3.5 ± 0.5	N.C.	N.C.	N.C.	830
BF322785	major urinary protein 1	Mup1	-2.1 ± 0.5	-4.3 ± 0.4	N.C.	N.C.	831
BF455240	RIKEN cDNA 9130227C08 gene	9130227C08Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	832
BF461324	RIKEN cDNA A930008G19 gene	A930008G19Rik	-2.0 ± 0.5	N.C.	N.C.	N.C.	833
BF464165	RIKEN cDNA 5730509K17 gene	5730509K17Rik	-1.8 ± 0.4	N.C.	N.C.	N.C.	834
BF467246	RIKEN cDNA A830025F02 gene	A830025F02Rik	-1.7 ± 0.4	N.C.	N.C.	N.C.	835
BF468324	MYST histone acetyltransferase (monocytic leukemia) 3	Myst3	-1.6 ± 0.4	N.C.	N.C.	N.C.	836
BF471959	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	Hmgcll1	-1.6 ± 0.4	N.C.	N.C.	N.C.	837
BF681826	Ral GEF with PH domain and SH3 binding motif 1	Ralgps1	-1.9 ± 0.4	N.C.	N.C.	N.C.	838
BF682801	splicing factor, arginine/serine-rich 1 (ASF/SF2)	Sfrs1	-2.1 ± 0.4	N.C.	N.C.	N.C.	839
