Affymetrix ID	Fold Induction	Common name	Description
1387394_at	0.684	Il2rb	interleukin 2 receptor, beta chain
1395647_at	0.684		Similar to RIKEN cDNA 2300002G02 (LOC293481), mRNA
1396337_at	0.684		Transcribed sequences
1383291_at	0.684		Similar to Complement component C7 precursor (LOC310126), mRNA
1380451_at	0.684		Transcribed sequences
1397524_at	0.684		Transcribed sequences
1378368_at	0.685		Similar to expressed sequence AI481284 (LOC309550), mRNA
1377325_a_at	0.685		Transcribed sequences
1376575_at	0.685		Transcribed sequences
1370789_a_at	0.685	Prlr	prolactin receptor
1396439_at	0.685		Transcribed sequences
1369275_s_at	0.685	Cyp2a1	Cytochrome P450 IIA1 (hepatic steroid hydroxylase IIA1) gene
1375231_a_at	0.685		Similar to RIKEN cDNA 4930415K17 (LOC291670), mRNA
1368420_at	0.685	Cp	ceruloplasmin
1372320_at	0.685		Similar to Male-specific lethal 3-like 1 (MSL3-like 1) (Male-specific lethal-3 homolog 1) (LOC317464), mRNA
1370191_at	0.685	Oazi	ornithine decarboxylase antizyme inhibitor
1393641_at	0.685		Similar to B cell linker protein BLNK (LOC361756), mRNA
1368455_at	0.686	Nkg7	natural killer cell group 7 sequence
1393499_at	0.686	Pik3ca	phosphatidylinositol 3-kinase, catalytic, alpha polypeptide
1372456_at	0.686		Similar to imogen 44 (LOC290850), mRNA
1378757_at	0.686		Transcribed sequences
1377704_at	0.686		Transcribed sequences
1379276_at	0.686		Transcribed sequences
1386945_a_at	0.686	Prkab1	protein kinase, AMP-activated, beta 1 non-catalytic subunit
1389844_at	0.686	Fkbp4	FK506 binding protein 4 (59 kDa)
1373605_at	0.687		Similar to 106 kDa O-GlcNAc transferase-interacting protein (LOC316085), mRNA
1374956_at	0.687	Pcm1	pericentriolar material 1
1387521_at	0.687	Pdcd4	programmed cell death 4
1383319_at	0.687		UI-R-DK0-cdq-e-09-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cdq-e-09-0-UI 3, mRNA sequence.
1381629_at	0.687		UI-R-G0-ut-b-04-0-UI.s1 UI-R-G0 Rattus norvegicus cDNA clone UI-R-G0-ut-b-04-0-UI 3, mRNA sequence.
1395707_at	0.687		DRNBJF07 Rat DRG Library Rattus norvegicus cDNA clone DRNBJF07 5, mRNA sequence.
1399101_at	0.687		Similar to RNA-binding region (RNP1, RRM) containing 2; splicing factor (CC1.3); coactivator of activating protein-1 and estrogen receptors (LOC362251), mRNA
1379479_at	0.687	Kif4	kinesin heavy chain member 4
1398108_at	0.687		Basophilic leukemia expressed sequence 01 (Bles01) mRNA, partial sequence
1389906_at	0.687		Transcribed sequences
1369417_a_at	0.687	Opcml	opioid-binding protein/cell adhesion molecule-like
1370753_at	0.687	Olr1078	Rat olfactory protein mRNA, complete cds
1390070_at	0.688		UI-R-DK0-cgj-h-11-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cgj-h-11-0-UI 3, mRNA sequence.
1374540_at	0.688		Similar to RIKEN cDNA 2310021G01 (LOC311742), mRNA
1389070_at	0.688		Similar to Transcription intermediary factor 1-gamma (TIF1-gamma) (RET-fused gene 7 protein) (Rfg7 protein) (Tripartite motif protein 33) (LOC365894), mRNA
1383568_at	0.688		Similar to tubulin, epsilon 1; epsilon-tubulin (LOC361856), mRNA
1372135_at	0.688		EST217414 Normalized rat muscle, Bento Soares Rattus sp. cDNA clone RMUBL13 3 end, mRNA sequence.
1377497_at	0.688		Similar to 2,5-oligoadenylate synthetase-like 9 (LOC304545), mRNA
1384466_at	0.689		Transcribed sequences
1384214_a_at	0.689		Transcribed sequences
1394702_at	0.689		Transcribed sequences
1380257_at	0.689		Similar to SMC5 structural maintenance of chromosomes 5-like 1 (LOC293967), mRNA
1377917_at	0.689		Similar to RIKEN cDNA 3300002I08 (LOC290965), mRNA
1370638_at	0.689	Ank3	ankyrin 3 (G)
1391709_at	0.689		Transcribed sequence with weak  similarity to protein sp:Q14585 (H.sapiens) Z345_HUMAN Zinc finger protein 345
1396178_at	0.689	Myo9a	myosin IXA
1378595_at	0.689		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1377885_at	0.69		Transcribed sequence with weak  similarity to protein ref:NP_115697.1 (H.sapiens)  hypothetical protein MGC13057 [Homo sapiens]
1395722_at	0.69		Transcribed sequence with moderate similarity to protein pir:S12207 (M.musculus) S12207 hypothetical protein
1370739_x_at	0.69	Trdn	triadin 1
1390536_at	0.69		Transcribed sequences
1391436_at	0.69		Transcribed sequences
1373696_at	0.69		LOC362536 (LOC362536), mRNA
1384171_x_at	0.691		Transcribed sequences
1388778_at	0.691		Transcribed sequences
1383144_at	0.691		UI-R-BT0-pw-d-04-0-UI.s1 UI-R-BT0 Rattus norvegicus cDNA clone UI-R-BT0-pw-d-04-0-UI 3, mRNA sequence.
1376244_at	0.691	Slc6a11	solute carrier family 6 (neurotransmitter transporter, GABA), member 11
1394795_at	0.691		Transcribed sequences
1380051_at	0.691		Transcribed sequences
1369006_at	0.691	Hk2	hexokinase 2
1396872_at	0.691		Transcribed sequences
1381915_at	0.692		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1391460_at	0.692		Transcribed sequences
1373577_at	0.692	Nrp	neuropilin
1398818_at	0.692	Gng5	G protein gamma-5 subunit
1392524_at	0.692	Arfd1	ADP-ribosylation factor domain protein 1, 64kD
1381175_at	0.692		Similar to modulator of estrogen induced transcription (LOC315792), mRNA
1383384_at	0.692		UI-R-CT0-bue-g-01-0-UI.s1 UI-R-CT0 Rattus norvegicus cDNA clone UI-R-CT0-bue-g-01-0-UI 3, mRNA sequence.
1394860_at	0.692		Transcribed sequences
1377723_at	0.692		Transcribed sequences
1395414_at	0.692		Similar to amylo-1,6-glucosidase, 4-alpha-glucanotransferase isoform 1; glycogen debranching enzyme; amylo-1,6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III); Amylo-1,6-gluco ...
1391961_a_at	0.692		Hypothetical LOC314472 (LOC314472), mRNA
1388866_at	0.692		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1391208_at	0.693		Transcribed sequences
1389086_at	0.693		Similar to hypothetical protein FLJ10052 (LOC289335), mRNA
1374025_at	0.693		Similar to RIKEN cDNA 4933408N02 (LOC363118), mRNA
1384737_at	0.693		Transcribed sequences
1387514_at	0.694	LOC171057	dopamine responsive protein
1391445_at	0.694		Transcribed sequences
1397741_at	0.694		Similar to RIKEN cDNA G431002C21 (LOC362811), mRNA
1380182_at	0.694		Transcribed sequences
1397149_at	0.694		Transcribed sequences
1375886_at	0.694		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1373343_at	0.694		Transcribed sequences
1394664_at	0.695		Transcribed sequences
1397486_x_at	0.695		Transcribed sequences
1398615_at	0.695		Transcribed sequences
1376105_at	0.695		Similar to collagen type XIV (LOC314981), mRNA
1397253_at	0.695		Similar to mKIAA1122 protein (LOC312398), mRNA
1397866_at	0.695		Similar to NK13 (LOC364705), mRNA
1368745_at	0.695	Slc10a2	solute carrier family 10, member 2
1374379_at	0.695		UI-R-BS2-bev-d-04-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-bev-d-04-0-UI 3, mRNA sequence.
1385482_at	0.695		UI-R-DK0-cdq-d-09-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cdq-d-09-0-UI 3, mRNA sequence.
1372283_at	0.696		Hypothetical LOC299075 (LOC299075), mRNA
1392610_at	0.696		Similar to p53-binding protein-3 (LOC362501), mRNA
1371721_at	0.696		Transcribed sequence with moderate similarity to protein ref:NP_057585.1 (H.sapiens)  hypothetical protein FLJ10597 [Homo sapiens]
1390711_at	0.696		UI-R-BS0-aoe-g-10-0-UI.s1 UI-R-BS0 Rattus norvegicus cDNA clone UI-R-BS0-aoe-g-10-0-UI 3, mRNA sequence.
1383466_at	0.696		Similar to dJ862K6.2.2 (splicing factor, arginine/serine-rich 6 (SRP55-2)(isoform 2)) (LOC362264), mRNA
1383110_at	0.697		Transcribed sequences
1374158_at	0.697		Transcribed sequences
1376634_a_at	0.697		Similar to hypothetical protein MGC28965 (LOC362462), mRNA
1388141_at	0.697	Cetn3	centrin, EF-hand protein, 3 (CDC31 homolog, yeast)
1373679_at	0.697		Transcribed sequences
1384960_at	0.697		UI-R-DA0-bzh-b-10-0-UI.s1 UI-R-DA0 Rattus norvegicus cDNA clone UI-R-DA0-bzh-b-10-0-UI 3, mRNA sequence.
1396147_at	0.697		Transcribed sequences
1368846_at	0.697	1G5	vesicle-associated calmodulin-binding protein
1377224_at	0.698		Transcribed sequences
1388557_at	0.698		EST449513 Rat Gene Index, normalized rat, Rattus norvegicus cDNA Rattus norvegicus cDNA clone RGIEX76 3 sequence, mRNA sequence.
1388575_at	0.698		Transcribed sequences
1371864_at	0.698		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1373568_at	0.698		Similar to transforming protein bmi1 - mouse (LOC307151), mRNA
1383002_at	0.698		Transcribed sequence with moderate similarity to protein ref:NP_057520.2 (H.sapiens)  transcription factor TZP; hepatocellular carcinoma-associated antigen 58; C2H2 zinc finger protein; glioma-expressed antigen 2 [Homo sapiens]
1368061_at	0.698	Kcnh1	potassium voltage-gated channel, subfamily H (eag-related), member 1
1395923_at	0.698		Similar to IDN3 protein isoform A (LOC294787), mRNA
1367666_at	0.698	Hnrnph1	heterogeneous nuclear ribonucleoprotein H1
1376633_at	0.698		Transcribed sequences
1374612_at	0.698		Transcribed sequences
1387733_at	0.699	Drd3	dopamine receptor D3
1377262_at	0.699		Similar to KIAA2010 protein (LOC360993), mRNA
1392832_at	0.699		Transcribed sequence with strong similarity to protein ref:NP_004664.1 (H.sapiens)  angiopoietin-like 1 precursor; angiopoietin Y1; angiopoietin 3 [Homo sapiens]
1393772_at	0.699		Transcribed sequences
1385014_at	0.699		Transcribed sequence with strong similarity to protein ref:NP_060629.1 (H.sapiens)  hypothetical protein FLJ10628 [Homo sapiens]
1377675_at	0.699		Transcribed sequences
1391336_at	0.699		Similar to I-kappa-B-interacting Ras-like protein 2 (LOC287707), mRNA
1374633_at	0.699		Transcribed sequences
1376124_at	0.7		Transcribed sequences
1374156_at	0.7		Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1378620_at	0.7		Transcribed sequences
1376411_at	0.7		Transcribed sequences
1370171_at	0.7	Hnrpu	transporter protein; system N1 Na+ and H+-coupled glutamine transporter
1370883_at	0.7	RT1-Da	Rat MHC class II RT1.u-D-alpha chain mRNA, 3 end
1382263_at	0.7		Similar to DNA segment, Chr 3, ERATO Doi 250, expressed (LOC308017), mRNA
1379380_at	0.7		Similar to sprouty 1 (LOC294981), mRNA
1373913_at	0.701		Similar to polynucleotide phosphorylase-like protein (LOC360992), mRNA
1392083_at	0.701		Similar to Ext1 (LOC299907), mRNA
1372143_at	0.701	Ube2v2	ubiquitin-conjugating enzyme E2 variant 2
1379345_at	0.701		Similar to type XV collagen (LOC298069), mRNA
1373097_at	0.701		Similar to Excision repair protein ERCC-6 (Cockayne syndrome protein CSB) (LOC306274), mRNA
1381187_at	0.701		Transcribed sequences
1392199_at	0.701		Transcribed sequences
1378135_at	0.701		Transcribed sequence with moderate similarity to protein pir:S12207 (M.musculus) S12207 hypothetical protein
1388745_at	0.701		Similar to sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A (LOC310630), mRNA
1390314_at	0.701		Transcribed sequences
1381989_at	0.701		UI-R-DD0-cbc-g-10-0-UI.s1 UI-R-DD0 Rattus norvegicus cDNA clone UI-R-DD0-cbc-g-10-0-UI 3, mRNA sequence.
1382158_at	0.701		Transcribed sequences
1385798_at	0.701		Transcribed sequences
1379896_at	0.701		Similar to RIKEN cDNA 1810047H21 gene (LOC303607), mRNA
1391293_at	0.702		Transcribed sequences
1377257_at	0.702		Transcribed sequences
1382198_at	0.702		Similar to PUM1 (LOC298874), mRNA
1380814_at	0.702		Transcribed sequences
1393847_at	0.702		UI-R-C0-jh-d-12-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-jh-d-12-0-UI 3, mRNA sequence.
1390949_at	0.702		Transcribed sequences
1379044_at	0.702		Similar to RIKEN cDNA 1700108L22 (LOC310348), mRNA
1377599_at	0.702		Similar to Kiaa0575 (LOC313977), mRNA
1387456_at	0.702	Stau2	staufen, RNA binding protein, homolog 2 (Drosophila)
1395896_at	0.702		EST229697 Normalized rat kidney, Bento Soares Rattus sp. cDNA clone RKICJ75 3 end, mRNA sequence.
1368818_at	0.702		Transcribed sequence with strong similarity to protein ref:NP_076476.1 (R.norvegicus)  TEMO [Rattus norvegicus]
1398131_at	0.702		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1393214_at	0.703		Transcribed sequences
1390798_at	0.703	Ptprc	protein tyrosine phosphatase, receptor type, C
1392483_at	0.703		Transcribed sequences
1389872_at	0.703		Transcribed sequence with moderate similarity to protein ref:NP_071347.1 (H.sapiens)  hypothetical protein FLJ12565 [Homo sapiens]
1382528_at	0.703		Similar to RIKEN cDNA 4933428G09 (LOC360947), mRNA
1390291_at	0.703		Transcribed sequences
1377742_at	0.703		Transcribed sequences
1385005_at	0.703		Transcribed sequences
1382671_at	0.704		Transcribed sequences
1379885_at	0.704	Fmo4	flavin containing monooxygenase 4
1396091_at	0.704		Transcribed sequence with strong similarity to protein pir:S43826 (H.sapiens) S43826 finger protein OZF, Krueppel-related - human
1395237_at	0.704	LOC308306	annexin V-binding protein ABP-7
1368932_at	0.704	Rock1	Rho-associated kinase beta
1377686_at	0.704		Transcribed sequences
1374063_at	0.704		UI-R-AG0-wu-a-05-0-UI.s1 UI-R-AG0 Rattus norvegicus cDNA clone UI-R-AG0-wu-a-05-0-UI 3, mRNA sequence.
1377748_at	0.705		Similar to KRAB box containing zinc finger protein (LOC314600), mRNA
1384256_at	0.705		UI-R-DK0-cds-d-10-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cds-d-10-0-UI 3, mRNA sequence.
1387080_at	0.705	Cspg6	chondroitin sulfate proteoglycan 6
1389153_at	0.705	Rda288	hypothetical RNA binding protein RDA288
1374214_at	0.705		Transcribed sequences
1386266_at	0.705		Similar to RIKEN cDNA 1200009B18; EST AA408438 (LOC297728), mRNA
1380047_at	0.705		Transcribed sequences
1370683_at	0.705	Kcnk15	potassium channel, subfamily K, member 15 (TASK-5)
1373983_at	0.706		Transcribed sequence with moderate similarity to protein ref:NP_075388.1 (H.sapiens)  hypothetical protein FLJ11021 similar to splicing factor, argini [Homo sapiens]
1372785_at	0.706		DRNBYA06 Rat DRG Library Rattus norvegicus cDNA clone DRNBYA06 5, mRNA sequence.
1395837_at	0.706		Transcribed sequences
1381014_at	0.706		Similar to RIKEN cDNA A430056A10; expressed sequence AW261460 (LOC310969), mRNA
1390163_at	0.706		Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1378098_at	0.706		Transcribed sequences
1378185_at	0.706		Transcribed sequences
1374935_at	0.706		Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1392525_at	0.706		UI-R-A0-bf-a-01-0-UI.s1 UI-R-A0 Rattus norvegicus cDNA clone UI-R-A0-bf-a-01-0-UI 3, mRNA sequence.
1390710_x_at	0.706		Similar to gp250 precursor (LOC300652), mRNA
1389352_at	0.707	Wbp4	Transcribed sequences
1383290_at	0.707		Similar to serine protease inhibitor, Kunitz type 1 (LOC311331), mRNA
1368350_at	0.707	Ptprz1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1
1391037_at	0.707		Transcribed sequence with weak  similarity to protein pdb:1JZ5 (E. coli) B Chain B, E. Coli
1394011_at	0.707		UI-R-C3-te-d-04-0-UI.r1 UI-R-C3 Rattus norvegicus cDNA clone UI-R-C3-te-d-04-0-UI 5, mRNA sequence.
1374574_at	0.707		Similar to hypothetical protein MGC38960 (LOC300836), mRNA
1386026_at	0.707		Transcribed sequences
1375523_at	0.707		Rat mRNA
1388856_at	0.708	Kitl	kit ligand
1394913_at	0.708		Similar to OL-protocadherin isoform (LOC361943), mRNA
1374093_at	0.708		Transcribed sequences
1396126_at	0.708		Transcribed sequences
1396637_at	0.708		Transcribed sequences
1393666_at	0.708		Transcribed sequences
1384286_at	0.709		Transcribed sequences
1398491_at	0.709		Transcribed sequences
1391617_at	0.709		Transcribed sequences
1396028_at	0.709		Transcribed sequences
1380399_at	0.709		Transcribed sequences
1372872_at	0.709		Similar to adenylate kinase isozyme 5 (LOC365985), mRNA
1372816_at	0.709		Transcribed sequences
1374081_at	0.709		Similar to H63 breast cancer expressed gene isoform a; gene associated with HER-2/neu overexpression (LOC362204), mRNA
1376314_at	0.709		Similar to RIKEN cDNA 3010021M21 (LOC363065), mRNA
1381544_at	0.71		Transcribed sequences
1368013_at	0.71	Smhs1	Smhs1 protein
1394503_at	0.71		Transcribed sequences
1389908_at	0.71	Nfia	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1394441_at	0.71		Similar to SPla/RYanodine receptor SPRY (1J970) (LOC291860), mRNA
1373849_at	0.71		Similar to BAF53a (LOC361925), mRNA
1396202_at	0.71		Transcribed sequences
1378862_at	0.71		Transcribed sequences
1373967_at	0.71		Transcribed sequences
1377043_at	0.711		Transcribed sequences
1379772_at	0.711		Transcribed sequences
1371528_at	0.711		Similar to FK506-binding protein 38 (LOC290652), mRNA
1393562_at	0.711		Transcribed sequence with weak  similarity to protein ref:NP_286085.1 (E. coli)  beta-D-galactosidase [Escherichia coli O157:H7 EDL933]
1385504_at	0.711		UI-R-BO0-aib-a-02-0-UI.s1 UI-R-BO0 Rattus norvegicus cDNA clone UI-R-BO0-aib-a-02-0-UI 3, mRNA sequence.
1373892_at	0.711		Transcribed sequences
1390169_at	0.712		Transcribed sequences
1397698_at	0.712		Transcribed sequences
1370526_at	0.712	Itgae	integrin alpha E1, epithelial-associated
1372404_at	0.712		Similar to EN-7 protein (LOC366957), mRNA
1391798_at	0.712		Transcribed sequences
1383150_at	0.712		UI-R-BJ1-awo-h-03-0-UI.s1 UI-R-BJ1 Rattus norvegicus cDNA clone UI-R-BJ1-awo-h-03-0-UI 3, mRNA sequence.
1398807_at	0.712	Ppm1b	protein phosphatase 1B, magnesium dependent, beta isoform
1371813_at	0.712		Similar to hypothetical protein B130036O03 (LOC361650), mRNA
1378486_at	0.713		Transcribed sequences
1376214_at	0.713		Similar to RIKEN cDNA 1810037K07 (LOC313520), mRNA
1386948_at	0.713	Nes	nestin
1386914_at	0.713	Gmpr	guanosine monophosphate reductase
1389647_at	0.713		Transcribed sequences
1379675_at	0.713		Transcribed sequences
1367768_at	0.713	Lxn	latexin
1386448_at	0.713		rx00101s Rat mixed-tissue library Rattus norvegicus cDNA clone rx00101 3, mRNA sequence.
1374274_at	0.713		Transcribed sequences
1383540_at	0.713		Transcribed sequences
1375849_at	0.713		Transcribed sequences
1397152_at	0.713		Transcribed sequences
1390229_at	0.713	LOC60332	Testis-specific A-kinase-anchoring-protein
1385054_at	0.714		UI-R-BX0-ark-a-11-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-ark-a-11-0-UI 3, mRNA sequence.
1385264_at	0.714		Transcribed sequence
1382978_at	0.714		Transcribed sequences
1396575_at	0.714	LOC367085	Similar to KIAA1391 protein (LOC367085), mRNA
