Gene	Entrez	Fold-change	Pattern
pfdn5	56612	29	Both-L
pgam1	18648	13	Both-L
pgk1	18655	13|50	Both-L
pgpep1	66522	29	Both-L
pgrmc2	70804	38	Both-L
phb2	12034	28	Both-L
phf20	228829	40	Both-L
phf8	320595	26	Both-L
phldb2	208177	68	Both-L
pias4	59004	49	Both-L
pigq	14755	10|29	Both-L
pkp2	67451	53	Both-L
pkp4	227937	8	Both-L
pla2g7	27226	4	Both-L
pldn	18457	34	Both-L
plec1	18810	73	Both-L
pold1	18971	73	Both-L
pole	18973	35	Both-L
pou2af1	18985	72	Both-L
ppap2b	67916	73	Both-L
ppp1r3c	53412	47	Both-L
ppp1r7	66385	72	Both-L
pqlc1	66943	37	Both-L
prepl	213760	22	Both-L
prpf38a	230596	42	Both-L
prpsap2	212627	56	Both-L
prrx2	20204	72	Both-L
psma5	26442	43	Both-L
psmc2	19181	34	Both-L
ptch1	19206	7	Both-L
ptp4a2	19244	10|70	Both-L
ptprf	19268	9	Both-L
ptprk	19272	5	Both-L
pvrl3	58998	5	Both-L
rab2	59021	72	Both-L
rab31	106572	76	Both-L
rab3ip	216363	75	Both-L
rabgap1	227800	5	Both-L
rabgap1l	29809	5	Both-L
racgap1	26934	71	Both-L
rai14	75646	70	Both-L
rbbp8	225182	38	Both-L
rbm3	19652	57	Both-L
rbm6	19654	22	Both-L
rbms1	56878	68	Both-L
rbmx2	209003	18	Both-L
rbp1	19659	62	Both-L
rcc2	108911	21	Both-L
rcn1	19672	53	Both-L
rdx	19684	19|43	Both-L
rerg	232441	75	Both-L
ret	19713	73	Both-L
rgs19	56470	76	Both-L
rhpn2	52428	5|64	Both-L
rin1	225870	72	Both-L
ripk4	72388	22	Both-L
ris2	67177	68	Both-L
rnf12	19820	50	Both-L
rnf14	56736	66	Both-L
rnf157	217340	71	Both-L
rnf184	77853	67	Both-L
rnf6	74132	56	Both-L
rnmtl1	67390	66	Both-L
rpe	66646	37	Both-L
rpl12	269261	57	Both-L
rpl18	19899	36|43	Both-L
rpl29	19944	50	Both-L
rpl30	19946	50	Both-L
rplp2	67186	50	Both-L
rpo1-3	20018	6	Both-L
rpp14	67053	7	Both-L
rps12	20042	36	Both-L
rps20	67427	50	Both-L
rps21	66481	44|51	Both-L
rps6	20104	48	Both-L
rps6ka2	20112	11	Both-L
rps8	20116	43	Both-L
rrm1	20133	26	Both-L
rwdd3	73170	66|73	Both-L
s100a13	20196	22	Both-L
sall2	50524	33	Both-L
sat1	20229	47	Both-L
sca10	54138	56	Both-L
scel	64929	15	Both-L
scn11a	24046	15	Both-L
scoc	56367	27	Both-L
scye1	13722	68	Both-L
sdfr1	20320	38	Both-L
sema3a	20346	71	Both-L
serpina3a	74069	64	Both-L
serpinb5	20724	64|72	Both-L
set	56086	26	Both-L
setdb1	84505	43	Both-L
sfrp1	20377	2|5|8	Both-L
sgce	20392	37	Both-L
sgk3	170755	65	Both-L
sh3bgrl	56726	28|29	Both-L
sh3gl2	20404	22|75	Both-L
shoc2	56392	66	Both-L
shrm	27428	68	Both-L
sim2	20465	73	Both-L
six1	20471	37	Both-L
slc12a2	20496	9|64	Both-L
slc17a6	140919	72	Both-L
slc1a3	20512	64	Both-L
slc22a5	20520	69	Both-L
slc25a11	67863	45	Both-L
slc25a20	57279	46	Both-L
slc25a5	11740	14|45|58|59	Both-L
slc26a4	23985	47	Both-L
slc2a3	20527	73	Both-L
slc32a1	22348	72	Both-L
slc44a2	68682	8	Both-L
smoc2	64074	14|40	Both-L
snap23	20619	69	Both-L
snap91	20616	5	Both-L
snapap	20615	6	Both-L
snapc3	77634	74	Both-L
snrpb2	20639	42	Both-L
snx1	56440	51	Both-L
snx6	72183	27	Both-L
solt	60411	21	Both-L
sort1	20661	43	Both-L
sos1	20662	74	Both-L
sox17	20671	72	Both-L
sox2	20674	37	Both-L
spag5	54141	66|70	Both-L
spag6	50525	39	Both-L
spbc25	66442	20	Both-L
spnb2	20742	15	Both-L
spock1	20745	2	Both-L
spp1	20750	63	Both-L
sptlc1	268656	36	Both-L
ssbp1	381760	28	Both-L
sspn	16651	56	Both-L
ssr1	107513	73	Both-L
st3gal5	20454	39|55	Both-L
stard5	170460	22	Both-L
stau1	20853	73	Both-L
stc1	20855	64	Both-L
stk39	53416	45	Both-L
sucla2	20916	51	Both-L
sumf1	58911	38	Both-L
surf1	20930	2	Both-L
syce2	71846	71	Both-L
syf2	68592	11	Both-L
syngr1	20972	31	Both-L
syt13	80976	65	Both-L
sytl2	83671	73	Both-L
tacc3	21335	7	Both-L
taf9	108143	28	Both-L
tank	21353	29	Both-L
tceal1	237052	71	Both-L
tcf4	21413	54|61	Both-L
tde1	26943	45|46	Both-L
tec	21682	23	Both-L
tecta	21683	32	Both-L
tectb	21684	0	Both-L
tekt1	21689	15	Both-L
tgfa	21802	75	Both-L
tgfb2	21808	1|4|24	Both-L
tgfbr1	21812	7	Both-L
thbs1	21825	22|31	Both-L
thtpa	105663	56	Both-L
thumpd3	14911	45	Both-L
tial1	21843	18|19|34	Both-L
timm17a	21854	28	Both-L
tlk2	24086	74	Both-L
tm2d1	94043	65	Both-L
tm9sf2	68059	29	Both-L
tmed2	56334	28|29	Both-L
tmem14c	66154	28	Both-L
tmem16a	101772	64	Both-L
tmem2	83921	7	Both-L
tmem30b	238257	4	Both-L
tmem4	56530	70	Both-L
tmprss2	50528	15	Both-L
tmsb4x	19241	44	Both-L
tnc	21923	31	Both-L
tnfrsf19	29820	38	Both-L
tnfrsf21	94185	23	Both-L
tnfrsf22	79202	66	Both-L
tnfsf5ip1	107047	28	Both-L
tnrc6a	233833	5	Both-L
topbp1	235559	42	Both-L
tpbg	21983	64	Both-L
tpm1	22003	22|39|52	Both-L
tpm3	59069	25	Both-L
tpp1	12751	5|10	Both-L
traf3ip2	103213	74	Both-L
trhr	22045	72	Both-L
trim2	80890	23	Both-L
trim37	68729	30|46	Both-L
trio	223435	76	Both-L
trit1	66966	45	Both-L
trnt1	70047	56	Both-L
trpc1	22063	15	Both-L
tsc1	64930	71	Both-L
tsga14	83922	59	Both-L
tsga2	22092	23	Both-L
tsn	22099	5	Both-L
tspan13	66109	38	Both-L
tspan8	216350	64	Both-L
ttc8	76260	19	Both-L
ttyh1	57776	60	Both-L
u2af1	108121	26	Both-L
ubc	22190	43	Both-L
ube2r2	67615	9	Both-L
ubqln1	56085	50	Both-L
uchl3	50933	19	Both-L
uchl5	56207	34	Both-L
ugp2	216558	59|61	Both-L
unc5c	22253	19	Both-L
ung	22256	74	Both-L
upp1	22271	64	Both-L
uqcrc2	67003	42|51	Both-L
usmg4	83679	3	Both-L
usp25	30940	22	Both-L
usp47	74996	18	Both-L
utx	22289	73	Both-L
vdr	22337	23	Both-L
vim	22352	10|25	Both-L
vps39	269338	64	Both-L
wasl	73178	67	Both-L
wbp11	60321	21	Both-L
wdr31	71354	22	Both-L
wdr43	72515	3	Both-L
wdr45	54636	17	Both-L
wdr46	57315	71	Both-L
wif1	24117	72	Both-L
wnt5a	22418	5|64	Both-L
wtap	60532	76	Both-L
wwox	80707	65	Both-L
xrcc6	14375	43	Both-L
ypel1	106369	76	Both-L
za20d2	22682	71	Both-L
zbtb20	56490	46	Both-L
zdhhc2	70546	26|72	Both-L
zfp191	59057	56	Both-L
zfp260	26466	76	Both-L
zfp644	52397	73	Both-L
zfr	22763	61	Both-L
zkscan1	74570	19	Both-L
zmym6	100177	34	Both-L
znrd1	66136	36	Both-L
zranb1	360216	67	Both-L
zwint	52696	20|57	Both-L
mdm4	17248	6.5	14-Up
fxc1	14356	3.3	14-Down
vars2	22321	3.1	14-Up
sntb1	20649	3.0	14-Up
uqcrb	67530	3.0	14-Down
ndufa3	66091	3.0	14-Down
surb7	108098	2.9	14-Down
ppih	433064	2.9	14-Down
bc005512	192885	2.8	14-Up
rgs3	50780	2.8	14-Up
gas5	14455	2.8	14-Down
timm8b	30057	2.8	14-Down
1435524_at	1435524_at	2.7	14-Down
5730427n09rik	433230	2.7	14-Down
atp5e	67126	2.7	14-Down
cpsf2	51786	2.7	14-Down
polr2j	20022	2.7	14-Down
rlf	109263	2.6	14-Up
tmc6	217353	2.6	14-Up
magoh	17149	2.6	14-Down
uqcr	66594	2.6	14-Down
ash1l	192195	2.5	14-Up
ssx2ip	99167	2.5	14-Up
anapc11	66156	2.5	14-Down
bc026432	233890	2.5	14-Down
fnbp3	56194	2.5	14-Down
mrps18b	66973	2.5	14-Down
snrpg	68011	2.5	14-Down
txn1	22166	2.5	14-Down
btbd2	208198	2.4	14-Up
dnm2	13430	2.4	14-Up
1433516_a_at	1433516_a_at	2.4	14-Down
1500034e06rik	78304	2.4	14-Down
abcf1	224742	2.4	14-Down
atp5g1	11951	2.4	14-Down
hist1h2bc	319179	2.4	14-Down
hspe1	15528	2.4	14-Down
xpa	22590	2.4	14-Up
ndufs5	595136	2.4	14-Down
nicn1	66257	2.3	14-Up
1434823_x_at	1434823_x_at	2.3	14-Down
2010100o12rik	67067	2.3	14-Down
2310047m15rik	69666	2.3	14-Down
chchd7	66433	2.3	14-Down
ndufb4	68194	2.3	14-Down
nucks1	98415	2.3	14-Down
rpa3	68240	2.3	14-Down
rpl22l1	68028	2.3	14-Down
tceb2	67673	2.3	14-Down
tm2d3	68634	2.3	14-Down
tmsb10	19240	2.3	14-Down
usmg5	66477	2.3	14-Down
afg3l2	69597	2.3	14-Up
chfr	231600	2.3	14-Up
fzd6	14368	2.3	14-Up
txndc5	105245	2.3	14-Up
nola3	66181	2.3	14-Down
bola2	66162	2.2	14-Down
mgi:1353606	30954	2.2	14-Down
tomm7	66169	2.2	14-Down
3110056o03rik	73218	2.2	14-Up
4432405b04rik	67978	2.2	14-Up
ext2	14043	2.2	14-Up
fert2	14158	2.2	14-Up
map2k4	26398	2.2	14-Up
mtap7	17761	2.2	14-Up
nfkb2	18034	2.2	14-Up
trim26	22670	2.2	14-Up
1110001a16rik	68554	2.2	14-Down
1110058l19rik	68002	2.2	14-Down
1810020g14rik	66272	2.2	14-Down
2310016e02rik	67695	2.2	14-Down
2810410m20rik	66310	2.2	14-Down
anp32a	11737	2.2	14-Down
atp5l	27425	2.2	14-Down
calm2	12314	2.2	14-Down
d10ertd641e	52717	2.2	14-Down
etfa	110842	2.2	14-Down
gpx1	14775	2.2	14-Down
immp1l	66541	2.2	14-Down
med31	67279	2.2	14-Down
mrpl20	66448	2.2	14-Down
mrps16	66242	2.2	14-Down
mrps33	14548	2.2	14-Down
ndufa4	17992	2.2	14-Down
ndufb3	66495	2.2	14-Down
pfdn1	67199	2.2	14-Down
phpt1	75454	2.2	14-Down
sec61b	66212	2.2	14-Down
sec61g	20335	2.2	14-Down
snrpd1	20641	2.2	14-Down
snrpe	20643	2.2	14-Down
stra13	20892	2.2	14-Down
loc383438	383438	2.2	14-Down
mrps14	64659	2.2	14-Down
ndufb2	68198	2.2	14-Down
ndufs4	17993	2.2	14-Down
rpl37a	19981	2.2	14-Down
rps15	20054	2.2	14-Down
1200011i18rik	67467	2.1	14-Up
2310045a20rik	231238	2.1	14-Up
9830165k03rik	216846	2.1	14-Up
abcb8	74610	2.1	14-Up
mapk8	26419	2.1	14-Up
pdgfc	54635	2.1	14-Up
sncaip	67847	2.1	14-Up
ubxd1	66530	2.1	14-Up
1190005p17rik	66225	2.1	14-Down
2310039h08rik	67101	2.1	14-Down
2410015n17rik	66422	2.1	14-Down
2610528m18rik	83815	2.1	14-Down
5730437n04rik	70544	2.1	14-Down
ai413631	381045	2.1	14-Down
atp6v1f	66144	2.1	14-Down
bloc1s1	14533	2.1	14-Down
churc1	211151	2.1	14-Down
cnih4	98417	2.1	14-Down
cox5a	12858	2.1	14-Down
ga17	98221	2.1	14-Down
mrps17	66258	2.1	14-Down
myl6	17904	2.1	14-Down
ndufa2	17991	2.1	14-Down
nedd8	18002	2.1	14-Down
polr3k	67005	2.1	14-Down
ptk9	19230	2.1	14-Down
ranbp1	19385	2.1	14-Down
rhoc	11853	2.1	14-Down
rpl41	67945	2.1	14-Down
rps16	20055	2.1	14-Down
sf3b5	66125	2.1	14-Down
spint2	20733	2.1	14-Down
timm50	66525	2.1	14-Down
arih2	23807	2.1	14-Up
mycbp	56309	2.1	14-Down
atox1	11927	2.1	14-Down
dbi	13167	2.1	14-Down
glrx1	93692	2.1	14-Down
shfm1	20422	2.1	14-Down
tbca	21371	2.1	14-Down
tceb1	67923	2.1	14-Down
aa536749	26936	2.0	14-Up
arfgap1	228998	2.0	14-Up
camsap1	227634	2.0	14-Up
clstn3	232370	2.0	14-Up
crat	12908	2.0	14-Up
d15wsu169e	223666	2.0	14-Up
ggps1	14593	2.0	14-Up
ncoa5	228869	2.0	14-Up
paxip1	55982	2.0	14-Up
0610006i08rik	66836	2.0	14-Down
0610009h04rik	55978	2.0	14-Down
1110008h02rik	73824	2.0	14-Down
1500040f11rik	22272	2.0	14-Down
1810035l17rik	380773	2.0	14-Down
2210411k19rik	70164	2.0	14-Down
ccdc5	225745	2.0	14-Down
cdc26	66440	2.0	14-Down
cox6b1	110323	2.0	14-Down
cox8a	12868	2.0	14-Down
d10ertd214e	52637	2.0	14-Down
glo1	109801	2.0	14-Down
gm561	228715	2.0	14-Down
gng5	14707	2.0	14-Down
hist1h4h	69386	2.0	14-Down
lsm8	76522	2.0	14-Down
mrpl36	94066	2.0	14-Down
mthfs	107885	2.0	14-Down
ndufa1	54405	2.0	14-Down
nt5c	50773	2.0	14-Down
pdcd5	56330	2.0	14-Down
polr2i	69920	2.0	14-Down
ppp1r11	76497	2.0	14-Down
rpl13a	22121	2.0	14-Down
rpl37	67281	2.0	14-Down
sc4mol	66234	2.0	14-Down
sdhd	66925	2.0	14-Down
sip1	66603	2.0	14-Down
smc6l1	67241	2.0	14-Down
smu1	74255	2.0	14-Down
snrpd3	67332	2.0	14-Down
sub1	20024	2.0	14-Down
tmco1	68944	2.0	14-Down
txnl2	30926	2.0	14-Down
ube2a	22209	2.0	14-Down
vkorc1	27973	2.0	14-Down
wdr33	74320	2.0	14-Down
rbm14	56275	2.0	14-Down
arpp19	59046	2.0	14-Down
atp5h	71679	2.0	14-Down
cox6c	12864	2.0	14-Down
ndufc2	68197	2.0	14-Down
rbx1	56438	2.0	14-Down
rpl23	65019	2.0	14-Down
rps17	20068	2.0	14-Down
dhx30	72831	1.9	14-Up
ndufb11	104130	1.9	14-Down
rpl27	19942	1.9	14-Down
rps27l	67941	1.9	14-Down
1436270_at	327951	1.9	14-Up
1810048p08rik	69834	1.9	14-Up
2700050l05rik	214764	1.9	14-Up
acad10	71985	1.9	14-Up
attp	54122	1.9	14-Up
ccdc21	70012	1.9	14-Up
eif3s8	56347	1.9	14-Up
fgfr1	14182	1.9	14-Up
gopc	94221	1.9	14-Up
gprasp1	67298	1.9	14-Up
habp4	56541	1.9	14-Up
itsn1	16443	1.9	14-Up
ldb1	16825	1.9	14-Up
lime1	72699	1.9	14-Up
mgi:2384747	170942	1.9	14-Up
mrg2	17537	1.9	14-Up
nol1	110109	1.9	14-Up
parp8	52552	1.9	14-Up
pcyt1a	13026	1.9	14-Up
rap1gds1	229877	1.9	14-Up
rcor1	217864	1.9	14-Up
ripk1	19766	1.9	14-Up
sfrs16	53609	1.9	14-Up
stk11ip	71728	1.9	14-Up
unc84a	77053	1.9	14-Up
xpc	22591	1.9	14-Up
0610038d11rik	67674	1.9	14-Down
0610041e09rik	66074	1.9	14-Down
1190017o12rik	68936	1.9	14-Down
1200011o22rik	71735	1.9	14-Down
2010107e04rik	70257	1.9	14-Down
2510005d08rik	68043	1.9	14-Down
2700038c09rik	66496	1.9	14-Down
2810428i15rik	66462	1.9	14-Down
a430005l14rik	97159	1.9	14-Down
acot7	70025	1.9	14-Down
ai462493	107197	1.9	14-Down
ap2s1	232910	1.9	14-Down
aurkaip1	66077	1.9	14-Down
b2m	12010	1.9	14-Down
bc056474	414077	1.9	14-Down
bpgm	12183	1.9	14-Down
ccl27	20301	1.9	14-Down
commd6	66200	1.9	14-Down
cyp51	13121	1.9	14-Down
d13wsu50e	28077	1.9	14-Down
dad1	13135	1.9	14-Down
dncl2a	67068	1.9	14-Down
eif2s2	67204	1.9	14-Down
fdft1	14137	1.9	14-Down
frg1	14300	1.9	14-Down
ftl1	14325	1.9	14-Down
grpel1	17713	1.9	14-Down
hist3h2a	319162	1.9	14-Down
ier3ip1	66191	1.9	14-Down
ixl	67224	1.9	14-Down
lsm7	66094	1.9	14-Down
mgi:1925112	77862	1.9	14-Down
mgi:1932697	83409	1.9	14-Down
mrpl18	67681	1.9	14-Down
mrpl19	56284	1.9	14-Down
mrpl50	28028	1.9	14-Down
mrpl53	68499	1.9	14-Down
ndufa13	67184	1.9	14-Down
nudt16l1	66911	1.9	14-Down
pdzk11	72621	1.9	14-Down
phf22	71793	1.9	14-Down
polr2c	20021	1.9	14-Down
polr2g	67710	1.9	14-Down
polr2k	17749	1.9	14-Down
ppie	56031	1.9	14-Down
psma2	19166	1.9	14-Down
psmb4	19172	1.9	14-Down
psmc3	19182	1.9	14-Down
psmd10	53380	1.9	14-Down
rpl10	110954	1.9	14-Down
rps10	545151	1.9	14-Down
son	20658	1.9	14-Down
spcs1	69019	1.9	14-Down
ssb	20823	1.9	14-Down
ssna1	68475	1.9	14-Down
ssrp1	20833	1.9	14-Down
ssu72	68991	1.9	14-Down
supt4h1	20922	1.9	14-Down
timm17b	21855	1.9	14-Down
timm8a	30058	1.9	14-Down
ttc1	66827	1.9	14-Down
uba52	22186	1.9	14-Down
zfp706	68036	1.9	14-Down
tpr	108989	1.9	14-Up
banf1	23825	1.9	14-Down
rps29	20090	1.9	14-Down
rps7	20115	1.9	14-Down
dnajb1	81489	1.9	14-Up
slc35b4	58246	1.9	14-Up
1110002e23rik	66119	1.9	14-Down
2510010f15rik	67921	1.9	14-Down
atp5k	11958	1.9	14-Down
bzw1	66882	1.9	14-Down
hsbp1	68196	1.9	14-Down
ndufa5	68202	1.9	14-Down
rnf7	19823	1.9	14-Down
rps9	76846	1.9	14-Down
ndufa12	66414	1.8	14-Down
rps13	68052	1.8	14-Down
6030465e24rik	214585	1.8	14-Up
abcc5	27416	1.8	14-Up
abhd10	213012	1.8	14-Up
atrn	11990	1.8	14-Up
capn10	23830	1.8	14-Up
capn5	12337	1.8	14-Up
ctnnbl1	66642	1.8	14-Up
d1bwg0491e	56030	1.8	14-Up
dnajc13	235567	1.8	14-Up
eif1ay	66235	1.8	14-Up
etv3	27049	1.8	14-Up
galntl1	108760	1.8	14-Up
gtf2ird1	57080	1.8	14-Up
gtpbp2	56055	1.8	14-Up
hiat1	15247	1.8	14-Up
jak1	16451	1.8	14-Up
kpna6	16650	1.8	14-Up
leprel2	14789	1.8	14-Up
nisch	64652	1.8	14-Up
parn	74108	1.8	14-Up
pus3	67049	1.8	14-Up
rrbp1	81910	1.8	14-Up
rsafd1	100929	1.8	14-Up
scamp2	24044	1.8	14-Up
sin3a	20466	1.8	14-Up
slk	20874	1.8	14-Up
sox4	20677	1.8	14-Up
taf5l	102162	1.8	14-Up
tmco3	234076	1.8	14-Up
vps33b	233405	1.8	14-Up
zc3hc1	232679	1.8	14-Up
zcchc10	67966	1.8	14-Up
0610009e20rik	66048	1.8	14-Down
0610040d20rik	66070	1.8	14-Down
1100001i22rik	68436	1.8	14-Down
1110020p15rik	66152	1.8	14-Down
1810006k21rik	69038	1.8	14-Down
1810009a15rik	66276	1.8	14-Down
1810037i17rik	67704	1.8	14-Down
1810046j19rik	103742	1.8	14-Down
2010309e21rik	66488	1.8	14-Down
2400002f11rik	66405	1.8	14-Down
2410015m20rik	224904	1.8	14-Down
2610001j05rik	66520	1.8	14-Down
2610524h06rik	330173	1.8	14-Down
2700059d21rik	433693	1.8	14-Down
2810441k11rik	68642	1.8	14-Down
2900010m23rik	67267	1.8	14-Down
3110001d03rik	66928	1.8	14-Down
3732413i11rik	74315	1.8	14-Down
4732486i23rik	99003	1.8	14-Down
5133401n09rik	75731	1.8	14-Down
a230072i16rik	217057	1.8	14-Down
acyp1	66204	1.8	14-Down
apoa1bp	246703	1.8	14-Down
arpc3	56378	1.8	14-Down
arpc4	68089	1.8	14-Down
atp5c1	11949	1.8	14-Down
avpi1	69534	1.8	14-Down
bxdc1	67239	1.8	14-Down
cetn3	12626	1.8	14-Down
commd2	52245	1.8	14-Down
coq7	12850	1.8	14-Down
cox17	12856	1.8	14-Down
cox7a2	12866	1.8	14-Down
ctps	51797	1.8	14-Down
cyb5	109672	1.8	14-Down
dazap1	70248	1.8	14-Down
dedd	21945	1.8	14-Down
dph5	69740	1.8	14-Down
ebpl	68177	1.8	14-Down
esd	13885	1.8	14-Down
gm137	230075	1.8	14-Down
grcc10	14790	1.8	14-Down
h3f3b	15081	1.8	14-Down
hint1	15254	1.8	14-Down
ict1	68572	1.8	14-Down
itgb3bp	67733	1.8	14-Down
itm2a	16431	1.8	14-Down
krtcap2	66059	1.8	14-Down
loc545161	545161	1.8	14-Down
lsm3	67678	1.8	14-Down
lsm4	50783	1.8	14-Down
med4	67381	1.8	14-Down
mrps18a	68565	1.8	14-Down
mtch2	56428	1.8	14-Down
mylc2b	67938	1.8	14-Down
nat5	67877	1.8	14-Down
ndufa6	67130	1.8	14-Down
ndufa7	66416	1.8	14-Down
ndufc1	66377	1.8	14-Down
ndufs6	407785	1.8	14-Down
nme2	18103	1.8	14-Down
npm1	18148	1.8	14-Down
nrip1	268903	1.8	14-Down
nupl1	71844	1.8	14-Down
ormdl1	227102	1.8	14-Down
ormdl2	66844	1.8	14-Down
pafah1b2	18475	1.8	14-Down
pigf	18701	1.8	14-Down
polr2d	69241	1.8	14-Down
polr2e	66420	1.8	14-Down
polr2l	66491	1.8	14-Down
psma1	26440	1.8	14-Down
psma3	19167	1.8	14-Down
psmb1	19170	1.8	14-Down
rg9mtd3	69934	1.8	14-Down
rhoa	11848	1.8	14-Down
rpl36	54217	1.8	14-Down
rpl38	67671	1.8	14-Down
rpo1-1	20016	1.8	14-Down
sara1	20224	1.8	14-Down
seh1l	72124	1.8	14-Down
sf3a3	75062	1.8	14-Down
slc25a14	20523	1.8	14-Down
sri	109552	1.8	14-Down
thoc3	73666	1.8	14-Down
tmbim4	68212	1.8	14-Down
ubl4	27643	1.8	14-Down
vps28	66914	1.8	14-Down
wbp1	22377	1.8	14-Down
zfp161	22666	1.8	14-Down
rps24	20088	1.8	14-Down
d8ertd325e	66855	1.8	14-Up
per3	18628	1.8	14-Up
slc20a2	20516	1.8	14-Up
smyd5	232187	1.8	14-Up
btf3	218490	1.8	14-Down
glrx2	69367	1.8	14-Down
mdh2	17448	1.8	14-Down
prdx1	18477	1.8	14-Down
snrpa1	68981	1.7	14-Down
ndufs8	225887	1.7	14-Down
1450938_at	1450938_at	1.7	14-Up
1451626_x_at	1451626_x_at	1.7	14-Up
2210418o10rik	76958	1.7	14-Up
2410024a21rik	76559	1.7	14-Up
5430437p03rik	68251	1.7	14-Up
5930434b04rik	381356	1.7	14-Up
aa415817	94184	1.7	14-Up
arhgap1	228359	1.7	14-Up
b430110g05rik	229517	1.7	14-Up
bc017158	233913	1.7	14-Up
bcdin3	231803	1.7	14-Up
cdc2l1	12537	1.7	14-Up
chd1	12648	1.7	14-Up
eif2ak4	27103	1.7	14-Up
eif4g1	208643	1.7	14-Up
gabre	14404	1.7	14-Up
herc2	15204	1.7	14-Up
inpp5b	16330	1.7	14-Up
marveld2	218518	1.7	14-Up
nab1	17936	1.7	14-Up
nomo1	211548	1.7	14-Up
nudc	18221	1.7	14-Up
oact2	67216	1.7	14-Up
pak1	18479	1.7	14-Up
plxdc2	67448	1.7	14-Up
slc35b2	73836	1.7	14-Up
thap4	67026	1.7	14-Up
txnrd1	50493	1.7	14-Up
ube2g2	22213	1.7	14-Up
vps24	66700	1.7	14-Up
vps52	224705	1.7	14-Up
wdr42a	98193	1.7	14-Up
zfp282	101095	1.7	14-Up
zfp612	234725	1.7	14-Up
1110017o22rik	66167	1.7	14-Down
1110019j04rik	68512	1.7	14-Down
1110057k04rik	68832	1.7	14-Down
1200020a08rik	56724	1.7	14-Down
1440253_at	1440253_at	1.7	14-Down
1451370_at	1451370_at	1.7	14-Down
1500006o09rik	66231	1.7	14-Down
1810034k20rik	67881	1.7	14-Down
1810063b05rik	67892	1.7	14-Down
2010012o05rik	66439	1.7	14-Down
2310028o11rik	433771	1.7	14-Down
2510048o06rik	66537	1.7	14-Down
2810021g02rik	353208	1.7	14-Down
2810409h07rik	67059	1.7	14-Down
4732497o03rik	216987	1.7	14-Down
4733401h18rik	66706	1.7	14-Down
5033425b17rik	69804	1.7	14-Down
6330577e15rik	67788	1.7	14-Down
ai314976	106821	1.7	14-Down
apip	56369	1.7	14-Down
arbp	11837	1.7	14-Down
arhgef2	16800	1.7	14-Down
armc1	74252	1.7	14-Down
arpc5l	74192	1.7	14-Down
bc009118	234309	1.7	14-Down
bc025076	216829	1.7	14-Down
bcap31	27061	1.7	14-Down
bclaf1	72567	1.7	14-Down
bet1	12068	1.7	14-Down
c330027g06rik	68280	1.7	14-Down
cdk7	12572	1.7	14-Down
chchd2	14004	1.7	14-Down
chchd6	66098	1.7	14-Down
clpp	53895	1.7	14-Down
cox4i1	12857	1.7	14-Down
cox6a1	12861	1.7	14-Down
cox7c	12867	1.7	14-Down
d11ertd99e	52469	1.7	14-Down
derl2	116891	1.7	14-Down
eny2	223527	1.7	14-Down
gtf2h2	23894	1.7	14-Down
hadh2	15108	1.7	14-Down
hars2	66044	1.7	14-Down
hbxip	68576	1.7	14-Down
hmox2	15369	1.7	14-Down
igbp1	18518	1.7	14-Down
loc544825	544825	1.7	14-Down
mgi:2389572	210766	1.7	14-Down
mif	17319	1.7	14-Down
mrpl30	107734	1.7	14-Down
mrpl32	75398	1.7	14-Down
mrpl35	66223	1.7	14-Down
mrps36	66128	1.7	14-Down
nhp2l1	20826	1.7	14-Down
npm3	18150	1.7	14-Down
nup37	69736	1.7	14-Down
osgep	66246	1.7	14-Down
park7	57320	1.7	14-Down
ppcs	106564	1.7	14-Down
psma7	26444	1.7	14-Down
psmb3	26446	1.7	14-Down
psme2	19188	1.7	14-Down
ptp4a1	19243	1.7	14-Down
rab3gap2	98732	1.7	14-Down
rai12	54351	1.7	14-Down
rap2c	72065	1.7	14-Down
rpl11	67025	1.7	14-Down
rpl7l1	66229	1.7	14-Down
rps25	75617	1.7	14-Down
rps26	27370	1.7	14-Down
rps5	20103	1.7	14-Down
sec22l2	317717	1.7	14-Down
sin3b	20467	1.7	14-Down
tiprl	226591	1.7	14-Down
trappc4	60409	1.7	14-Down
ube2d3	66105	1.7	14-Down
usp14	59025	1.7	14-Down
vbp1	22327	1.7	14-Down
xist	213742	1.7	14-Down
stx6	58244	1.7	14-Up
a730042j05rik	234069	1.7	14-Up
plod2	26432	1.7	14-Up
2700049h19rik	109008	1.7	14-Down
hax1	23897	1.7	14-Down
naca	17938	1.7	14-Down
sfrs1	110809	1.7	14-Down
golga4	54214	1.6	14-Up
mrpl44	69163	1.6	14-Down
4933424m23rik	260345	1.6	14-Up
aco2	11429	1.6	14-Up
ai413782	104799	1.6	14-Up
baiap2l1	66898	1.6	14-Up
cog8	97484	1.6	14-Up
cstf1	67337	1.6	14-Up
ddx56	52513	1.6	14-Up
dnmbp	71972	1.6	14-Up
e130307m08rik	68047	1.6	14-Up
gpam	14732	1.6	14-Up
myo5a	17918	1.6	14-Up
nsf	18195	1.6	14-Up
pdcd6ip	18571	1.6	14-Up
rbm4	19653	1.6	14-Up
rnf25	57751	1.6	14-Up
smarcd1	83797	1.6	14-Up
0610009d07rik	66055	1.6	14-Down
1110019n10rik	68523	1.6	14-Down
1426558_x_at	1426558_x_at	1.6	14-Down
