GeneID, ranked according to fold change	gene symbol	Fold change after EZH2 knockdown	Corresponding change after NIPP1 knockdown	Expression
4836	NMT1	1.47	1.21	Upregulated genes
23167	KIAA0143	1.47	1.28	Upregulated genes
5806	PTX3	1.47	1.3	Upregulated genes
55362	TMEM63B	1.47	1.06	Upregulated genes
9530	BAG4	1.47	1.11	Upregulated genes
56894	AGPAT3	1.47	0.88	Upregulated genes
23023	TMCC1	1.46	0.61	Upregulated genes
55608	ANKRD10	1.46	1.4	Upregulated genes
5581	PRKCE	1.46	1.09	Upregulated genes
51706	CYB5R1	1.46	0.55	Upregulated genes
80110	ZNF614	1.46	1.2	Upregulated genes
151556	GPR155	1.46	1.27	Upregulated genes
1291	COL6A1	1.46	1.05	Upregulated genes
91775	FAM55C	1.45	1.19	Upregulated genes
9148	NEURL	1.45	0.94	Upregulated genes
25941	C18orf10	1.45	0.88	Upregulated genes
2017	CTTN	1.45	1.23	Upregulated genes
9961	MVP	1.45	1.06	Upregulated genes
1946	EFNA5	1.45	1.38	Upregulated genes
51510	CHMP5	1.45	1.46	Upregulated genes
10972	TMED10	1.45	0.86	Upregulated genes
51510	CHMP5	1.45	1.38	Upregulated genes
51704	GPRC5B	1.45	0.61	Upregulated genes
307	ANXA4	1.44	1.31	Upregulated genes
23341	DNAJC16	1.44	1.25	Upregulated genes
79414	LRFN3	1.44	0.97	Upregulated genes
27347	STK39	1.44	0.4	Upregulated genes
59277	NTN4	1.44	0.82	Upregulated genes
7026	NR2F2	1.44	0.83	Upregulated genes
1876	E2F6	1.44	1.27	Upregulated genes
51024	FIS1	1.44	1.04	Upregulated genes
10884	MRPS30	1.43	1.78	Upregulated genes
23515	MORC3	1.43	0.79	Upregulated genes
4016	LOXL1	1.42	1.07	Upregulated genes
53373	TPCN1	1.42	0.95	Upregulated genes
163486	DENND1B	1.42	1.24	Upregulated genes
25941	C18orf10	1.42	0.82	Upregulated genes
54884	RETSAT	1.42	1.08	Upregulated genes
11339	OIP5	0.14	1.04	Downregulated genes
1979	EIF4EBP2	0,18; 0,42	1,07; 0,82	Downregulated genes
79075	DCC1	0,20; 0,20; 0,20; 0,20; 0,21; 0,21; 0,21; 0,22; 0,22	0,82; 0,82; 0,84; 0,84; 0,82; 0,83 0,82; 0,85; 0,84; 0,83	Downregulated genes
7019	TFAM	0,22; 0,25; 0,28; 0,28	0,94; 0,93; 0,87; 0,85	Downregulated genes
58477	SRPRB	0,23; 0,35	1,08; 1,02	Downregulated genes
727	C5	0.24	0.47	Downregulated genes
79733	E2F8	0.24	0.68	Downregulated genes
54801	FAM29A	0,25; 0,58; 0,71	1,00; 0,96; 1,15	Downregulated genes
9926	LPGAT1	0,25; 0,34	0,61; 0,62	Downregulated genes
30061	SLC40A1	0.25	0.39	Downregulated genes
9218	VAPA	0,27; 0,37	1,02; 0,74	Downregulated genes
151188	ARL6IP6	0.28	0.41	Downregulated genes
9802	DAZAP2	0.28	1.49	Downregulated genes
7739	ZNF185	0.28	0.77	Downregulated genes
2146	EZH2	0.3	0.76	Downregulated genes
5814	PURB	0,30; 0,34	0,56; 0,57	Downregulated genes
3161	HMMR	0.3	0.53	Downregulated genes
3614	IMPDH1	0,31; 0,33; 0,59	0,75; 0,90; 0,87	Downregulated genes
8270	LAGE3	0,31; 0,35	1,00; 0;98	Downregulated genes
23014	FBXO21	0.32	0.71	Downregulated genes
3688	ITGB1	0,33; 0,34; 0,35; 0,36	0,89; 0,85; 0,81; 0,85	Downregulated genes
9531	BAG3	0,33; 0,38	1,55; 1,41	Downregulated genes
7468	WHSC1	0.33	0.54	Downregulated genes
7064	THOP1	0.33	1.18	Downregulated genes
79023	NUP37	0.34	1.18	Downregulated genes
3625	INHBB	0.34	0.5	Downregulated genes
64756	ATPAF1	0.34	0.7	Downregulated genes
595	CCND1	0,34; 0,44; 0,32	0,61; 0,58; 0,59	Downregulated genes
220963	SLC16A9	0.34	0.36	Downregulated genes
57380	MRS2L	0.34	1.03	Downregulated genes
55635	DEPDC1	0,35; 0,36	0,99; 0,86	Downregulated genes
9019	MPZL1	0.35	0.83	Downregulated genes
26130	GAPVD1	0,35; 0,59; 0,59; 0,64	0,98; 1,02; 0,93; 1,08	Downregulated genes
84319	C3orf26	0.36	0.76	Downregulated genes
7941	PLA2G7	0.36	0.68	Downregulated genes
5879	RAC1	0.36	0.93	Downregulated genes
80777	CYB5B	0.36	1.15	Downregulated genes
51026	GOLT1B	0,36; 0,67	0,62; 0,91	Downregulated genes
55166	CENPQ	0,37; 0,37; 0,37; 0,37; 0,37; 0,38; 0,38; 0,38; 0,39; 0,41	1,06; 1,00; 1,05; 1,02; 1,04; 1,03; 1,08; 1,06; 1,07; 1,05	Downregulated genes
6418	SET	0,37; 0,41; 0,45; 0,46	0,91; 0,74; 0,96; 0,78	Downregulated genes
29089	UBE2T	0.38	0.81	Downregulated genes
340252	ZNF680	0.38	0.79	Downregulated genes
54621	FLJ20674	0.38	0.43	Downregulated genes
50862	RNF141	0.38	0.64	Downregulated genes
7730	ZNF177	0,39; 0,65	1,00; 1,11	Downregulated genes
79720	VPS37B	0.39	0.76	Downregulated genes
6672	SP100	0.39	0.81	Downregulated genes
56061	UBFD1	0.39	0.98	Downregulated genes
3146	HMGB1	0,39; 0,42; 0,42; 0,47; 0,48	0,84; 0,83; 0,83; 0,77; 0,80	Downregulated genes
9633	MTL5	0.39	0.92	Downregulated genes
1727	CYB5R3	0.39	0.82	Downregulated genes
4602	MYB	0.39	0.88	Downregulated genes
2664	GDI1	0.39	0.79	Downregulated genes
167227	DCP2	0.4	0.56	Downregulated genes
8720	MBTPS1	0,40; 0,71	0,79; 0,78	Downregulated genes
116832	RPL39L	0.4	1.04	Downregulated genes
127262	FAM79A	0.4	0.54	Downregulated genes
3148	HMGB2	0,40; 0,41	0,61; 0,64	Downregulated genes
10302	SNAPC5	0,40; 0,48	1,12; 1,07	Downregulated genes
6683	SPAST	0.4	0.4	Downregulated genes
2177	FANCD2	0,40; 0,48; 0,67	0,80; 0,90; 0,83	Downregulated genes
25913	POT1	0,41; 0,47	1,02; 1,13	Downregulated genes
54069	C21orf45	0,41; 0,59	0,67; 0,81	Downregulated genes
25979	DHRS7B	0,41; 0,51; 0,58	1,00; 1,00; 1,01	Downregulated genes
205327	FLJ38973	0,41; 0,46; 0,54	0,95; 0,96; 0,85	Downregulated genes
22891	ZNF365	0,41; 0,53	1,20; 1,27	Downregulated genes
55148	C14orf130	0.42	0.48	Downregulated genes
9158	FIBP	0,42; 0,49	0,73; 0,83	Downregulated genes
10615	SPAG5	0.43	0.75	Downregulated genes
79568	C2orf47	0.43	1.04	Downregulated genes
118987	PDZD8	0,43; 0,50; 0,57; 0,62	0,68; 0,57; 0,77; 0,68	Downregulated genes
3251	HPRT1	0.43	0.74	Downregulated genes
203547	LOC203547	0.43	0.39	Downregulated genes
165215	KIAA1946	0.43	1.14	Downregulated genes
64946	CENPH	0.43	1.02	Downregulated genes
23062	GGA2	0,43; 0,46	1,00; 0,95	Downregulated genes
51367	POP5	0.43	1.19	Downregulated genes
60492	CCDC90B	0,43; 0,45; 0,56	1,12; 1,15; 1,17	Downregulated genes
79086	C19orf42	0.43	0.99	Downregulated genes
9117	SEC22C	0,44; 0,58; 0,61	1,07; 1,15; 1,05	Downregulated genes
8434	RECK	0.44	0.8	Downregulated genes
201299	RDM1	0.44	1.25	Downregulated genes
2289	FKBP5	0.44	1.04	Downregulated genes
400	ARL1	0.44	0.63	Downregulated genes
6749	SSRP1	0.44	0.84	Downregulated genes
286148	DPY19L4	0.44	1.29	Downregulated genes
253782	LASS6	0,44; 0,46	0,57; 0,54	Downregulated genes
10855	HPSE	0.44	0.53	Downregulated genes
79598	LRRIQ2	0,44; 0,51; 0,52	0,51; 0,66; 0,44	Downregulated genes
171568	POLR3H	0,44; 0,70	0,91; 1,05	Downregulated genes
51021	MRPS16	0.44	0.88	Downregulated genes
26150	RIBC2	0.44	0.96	Downregulated genes
3992	FADS1	0,44; 0,46	0,91; 0,86	Downregulated genes
29953	TRHDE	0.45	0.99	Downregulated genes
90161	HS6ST2	0.45	0.81	Downregulated genes
23259	DDHD2	0.45	0.9	Downregulated genes
148327	CREB3L4	0.45	0.93	Downregulated genes
224	ALDH3A2	0.45	0.84	Downregulated genes
4171	MCM2	0.45	0.82	Downregulated genes
63877	C10orf84	0.45	0.85	Downregulated genes
83451	ABHD11	0,45; 0,57	0,84; 0,85	Downregulated genes
55165	CEP55	0.45	0.8	Downregulated genes
672	BRCA1	0,45; 0,45; 0,46; 0,46; 0,47; 0,47; 0,47; 0,47; 0,47; 0,48	0,87; 0,88; 0,83; 0,87; 0,84; 0,86; 0,90; 0,88; 0,90; 0,89	Downregulated genes
120	ADD3	0,45; 0,48	0,81; 0,88	Downregulated genes
5218	PFTK1	0,45; 0,65	0,86; 0,91	Downregulated genes
79664	NARG2	0.45	0.99	Downregulated genes
821	CANX	0,45; 0,59; 0,67	0,79; 0,79; 0,77	Downregulated genes
28973	MRPS18B	0.45	1.36	Downregulated genes
10785	WDR4	0,45; 0,47	0,89; 0,92	Downregulated genes
1870	E2F2	0.45	0.85	Downregulated genes
1112	FOXN3	0,46; 0,47	0,65; 0,66	Downregulated genes
5832	ALDH18A1	0.46	0.94	Downregulated genes
5985	RFC5	0.46	0.89	Downregulated genes
1633	DCK	0,46; 0,48	0,80; 0,78	Downregulated genes
55884	WSB2	0,46; 0,64	0,79; 0,67	Downregulated genes
401431	LOC401431	0.46	1.11	Downregulated genes
81620	CDT1	0,46; 0,70	0,96; 0,88	Downregulated genes
56919	DHX33	0.46	1.42	Downregulated genes
57150	C6orf162	0.46	1.31	Downregulated genes
84953	MICALCL	0.47	0.72	Downregulated genes
29967	LRP12	0,47; 0,65	0,98; 0,95	Downregulated genes
64769	C1orf149	0,47; 0,59	1,05; 1,04	Downregulated genes
11340	EXOSC8	0,47; 0,47	1,17; 1,20	Downregulated genes
51232	CRIM1	0,47; 0,56	1,02; 0,99	Downregulated genes
23657	SLC7A11	0,47; 0,51; 0,51	1,02; 1,40; 1,22	Downregulated genes
29108	PYCARD	0.47	0.65	Downregulated genes
403313	PPAPDC2	0.47	0.72	Downregulated genes
83879	CDCA7	0,47; 0,52	0,90; 0,84	Downregulated genes
123920	CMTM3	0.47	0.75	Downregulated genes
84306	PDCD2L	0.47	1.04	Downregulated genes
84057	MND1	0.47	0.73	Downregulated genes
219790	PLEKHK1	0.47	0.87	Downregulated genes
10211	FLOT1	0,47; 0,49	1,01; 0,98	Downregulated genes
51227	PIGP	0.47	1	Downregulated genes
51115	FAM82B	0.47	1.07	Downregulated genes
54502	FLJ20273	0.47	0.87	Downregulated genes
84722	PSRC1	0.47	0.85	Downregulated genes
95681	TSGA14	0.48	0.58	Downregulated genes
8322	FZD4	0.48	0.59	Downregulated genes
9918	NCAPD2	0,48; 0,50	0,74; 0,71	Downregulated genes
27333	GOLPH4	0.48	0.84	Downregulated genes
8812	CCNK	0,48; 0,63	0,90; 0,80	Downregulated genes
2149	F2R	0.48	0.4	Downregulated genes
993	CDC25A	0.48	0.81	Downregulated genes
5725	PTBP1	0.48	0.67	Downregulated genes
83540	NUF2	0.48	1.02	Downregulated genes
25840	METTL7A	0.48	1.01	Downregulated genes
54885	TBC1D8B	0,48; 0,53	1,26; 1,21	Downregulated genes
641	BLM	0.48	0.77	Downregulated genes
115209	OMA1	0,48; 0,49	0,92; 0,87	Downregulated genes
11219	TREX2	0.48	0.95	Downregulated genes
83641	FAM107B	0.49	0.81	Downregulated genes
7153	TOP2A	0.49	0.77	Downregulated genes
83461	CDCA3	0,49; 0,65	0,75; 0,88	Downregulated genes
3672	ITGA1	0.49	0.94	Downregulated genes
10204	NUTF2	0,49; 0,53	1,08; 1,05	Downregulated genes
55958	KLHL9	0.49	1.1	Downregulated genes
6845	SYBL1	0.49	1.14	Downregulated genes
57226	LYRM2	0,49; 0,55	0,96; 0,87	Downregulated genes
2150	F2RL1	0.49	0.94	Downregulated genes
64881	PCDH20	0.49	0.58	Downregulated genes
372	ARCN1	0.49	0.91	Downregulated genes
6722	SRF	0,49; 0,53	1,00; 0,98	Downregulated genes
4077	NBR1	0.49	0.97	Downregulated genes
5525	PPP2R5A	0,49; 0,50; 0,52	0,95; 0,81; 0,89	Downregulated genes
286826	LIN9	0.49	1.17	Downregulated genes
51611	DPH5	0,49; 0,68	1,23; 1,32	Downregulated genes
8669	EIF3S1	0.49	1.26	Downregulated genes
55771	PRR11	0.49	0.73	Downregulated genes
54890	ALKBH5	0,49; 0,59	0,82; 0,89	Downregulated genes
25912	C1orf43	0.49	1	Downregulated genes
55222	LRRC20	0.49	1.29	Downregulated genes
1969	EPHA2	0.49	0.57	Downregulated genes
1763	DNA2L	0.49	1	Downregulated genes
60509	AGBL5	0.49	1.05	Downregulated genes
5037	PEBP1	0.49	1.05	Downregulated genes
5495	PPM1B	0.5	0.82	Downregulated genes
1373	CPS1	0,50; 0,50; 0,51; 0,51; 0,51; 0,52; 0,52; 0,53; 0,55; 0,55	1,26; 1,27; 1,20; 1,19; 1,25; 1,20; 1,20; 1,23; 1,30; 1,36	Downregulated genes
1894	ECT2	0,50; 0,51; 0,52	0,72; 0,81; 0,74	Downregulated genes
94239	H2AFV	0,50; 0,61; 0,68	0,54; 0,90; 0,87	Downregulated genes
8323	FZD6	0.5	0.86	Downregulated genes
79712	GTDC1	0.5	0.69	Downregulated genes
84296	GINS4	0.5	0.8	Downregulated genes
56925	LXN	0.5	0.86	Downregulated genes
4627	MYH9	0.5	0.89	Downregulated genes
114819	KIAA1922	0.5	0.89	Downregulated genes
6785	ELOVL4	0.5	0.98	Downregulated genes
995	CDC25C	0.5	0.98	Downregulated genes
54933	RHBDL2	0,50; 0,60	1,03; 1,03	Downregulated genes
7247	TSN	0,50; 0,50	1,33; 1,20	Downregulated genes
7105	TSPAN6	0,50; 0,51	0,83; 1,03	Downregulated genes
2965	GTF2H1	0.5	0.65	Downregulated genes
10460	TACC3	0.5	0.89	Downregulated genes
1070	CETN3	0.5	1.01	Downregulated genes
285521	COX18	0,50; 0,56	1,08; 0,88	Downregulated genes
284111	SLC13A5	0.5	0.99	Downregulated genes
2118	ETV4	0,50; 0,56	0,71; 0,76	Downregulated genes
23492	CBX7	0,50; 0,54	0,87; 0,78	Downregulated genes
10293	TRAIP	0.5	1.02	Downregulated genes
169792	GLIS3	0.5	1.17	Downregulated genes
55544	RBM38	0.5	0.77	Downregulated genes
23300	ASCIZ	0.5	0.86	Downregulated genes
55617	TASP1	0.5	1.16	Downregulated genes
9448	MAP4K4	0.5	0.66	Downregulated genes
85414	SLC45A3	0.5	0.8	Downregulated genes
55247	NEIL3	0.5	0.97	Downregulated genes
5824	PEX19	0.51	0.64	Downregulated genes
84168	ANTXR1	0.51	0.71	Downregulated genes
2034	EPAS1	0.51	0.63	Downregulated genes
163	AP2B1	0.51	0.68	Downregulated genes
81555	YIPF5	0.51	0.78	Downregulated genes
22826	DNAJC8	0,51; 0,51	1,17; 2,21	Downregulated genes
25788	RAD54B	0,51; 0,51; 0,51; 0,52; 0,52; 0,52; 0,52	1,24; 1,24; 1,24; 1,28; 1,25; 1,27; 1,27	Downregulated genes
145482	ZADH1	0.51	1.07	Downregulated genes
50809	HP1BP3	0,51; 0,56	0,91; 1,12	Downregulated genes
55776	C6orf64	0,51; 0,68	1,11; 0,89	Downregulated genes
9122	SLC16A4	0.51	0.53	Downregulated genes
158293	FAM120AOS	0.51	0.8	Downregulated genes
80854	SETD7	0.51	0.68	Downregulated genes
10683	DLL3	0,51; 0,68	1,21; 0,84	Downregulated genes
1063	CENPF	0,51; 0,58	0,76; 1,02	Downregulated genes
5001	ORC5L	0,51; 0,54	0,99; 0,97	Downregulated genes
7515	XRCC1	0.51	1.06	Downregulated genes
5468	PPARG	0.51	0.97	Downregulated genes
79801	SHCBP1	0.51	0.84	Downregulated genes
25886	WDR51A	0,51; 0,55	0,92; 0,89	Downregulated genes
57405	SPC25	0.51	0.97	Downregulated genes
114569	MAL2	0.51	0.89	Downregulated genes
6119	RPA3	0,52; 0,53	0,85; 0,92	Downregulated genes
150590	C2orf15	0.52	0.99	Downregulated genes
84280	BTBD10	0.52	1.13	Downregulated genes
1389	CREBL2	0.52	0.73	Downregulated genes
10207	INADL	0.52	0.75	Downregulated genes
340719	NANOS1	0.52	0.61	Downregulated genes
8773	SNAP23	0.52	1.03	Downregulated genes
54517	PUS7	0.52	1.51	Downregulated genes
54928	IMPAD1	0.52	0.85	Downregulated genes
4670	HNRPM	0.52	1.04	Downregulated genes
8986	RPS6KA4	0.52	0.66	Downregulated genes
79366	NSBP1	0,52; 0,53; 0,60; 0,61; 0,61; 0,61; 0,61; 0,62; 0,62; 0,62; 0,65	1,23; 1,18; 1,19; 1,22; 1,23; 1,19; 1,21; 1,21; 1,17; 1,22; 1,19	Downregulated genes
3294	HSD17B2	0.52	0.5	Downregulated genes
650200	LOC650200	0.52	1.12	Downregulated genes
9928	KIF14	0.52	0.89	Downregulated genes
79868	CXorf45	0.52	1.43	Downregulated genes
3775	KCNK1	0.52	0.69	Downregulated genes
115752	DIS3L	0.52	0.87	Downregulated genes
283152	LOC283152	0.52	0.96	Downregulated genes
78996	C7orf49	0.52	0.76	Downregulated genes
89978	ATPBD4	0.52	1.32	Downregulated genes
5494	PPM1A	0.52	0.95	Downregulated genes
10137	RBM12	0.52	0.39	Downregulated genes
5911	RAP2A	0.52	0.47	Downregulated genes
6241	RRM2	0,52; 0,54; 0,54	0,63; 0,63; 0,48	Downregulated genes
79730	NSUN7	0,52; 0,56	0,97; 1,15	Downregulated genes
348995	NUP43	0,53; 0,56	0,91; 0,89	Downregulated genes
220042	FLJ25416	0.53	0.69	Downregulated genes
549	AUH	0.53	0.9	Downregulated genes
890	CCNA2	0,53; 0,54; 0,55; 0,55; 0,56; 0,56; 0,57; 0,57; 0,57; 0,57	0,80; 0,78; 0,79; 0,82; 0,81; 0,80; 0,82; 0,87; 0,84; 0,81	Downregulated genes
57678	GPAM	0.53	0.86	Downregulated genes
115111	SLC26A7	0.53	0.97	Downregulated genes
23122	CLASP2	0,53; 0,67	1,04; 0,98	Downregulated genes
7804	LRP8	0,53; 0,55	0,96; 0,81	Downregulated genes
253714	C6orf167	0.53	0.86	Downregulated genes
24137	KIF4A	0.53	0.53	Downregulated genes
7919	BAT1	0,53; 0,56	0,75; 0,81	Downregulated genes
23177	CEP68	0.53	1,04; 0,91; 0,58	Downregulated genes
9946	CRYZL1	0.53	1.26	Downregulated genes
79447	C16orf53	0,53; 0,63	0,89; 0,97	Downregulated genes
219844	HYLS1	0.53	0.91	Downregulated genes
11051	NUDT21	0.53	0.55	Downregulated genes
79866	C13orf34	0.53	1.2	Downregulated genes
5062	PAK2	0.53	0.41	Downregulated genes
11001	SLC27A2	0.53	0.87	Downregulated genes
4927	NUP88	0.53	0.86	Downregulated genes
90390	THRAP6	0.53	0.68	Downregulated genes
51283	BFAR	0.53	0.78	Downregulated genes
53820	DSCR6	0.53	0.8	Downregulated genes
91431	LOC91431	0.54	1.18	Downregulated genes
11169	WDHD1	0,54; 0,54; 0,55; 0,55; 0,55; 0,55; 0,56; 0,56; 0,56	0,99; 0,96; 0,99; 0,99; 1,00; 1,00; 1,00; 0,97; 0,98	Downregulated genes
5557	PRIM1	0,54; 0,54; 0,55; 0,55; 0,56; 0,56; 0,56; 0,57; 0,59; 0,59; 0,61	0,93; 0,89; 0,87; 0,87; 0,89; 0,88; 0,89; 0,89; 0,85; 0,89; 0,93	Downregulated genes
58478	ENOPH1	0.54	1.03	Downregulated genes
373	TRIM23	0.54	0.95	Downregulated genes
29095	ORMDL2	0.54	0.68	Downregulated genes
9133	CCNB2	0,54; 0,55	0,87; 0,91	Downregulated genes
2175	FANCA	0,54; 0,55; 0,55; 0,55; 0,55; 0,55; 0,56; 0,56; 0,56	0,78; 0,77; 0,77; 0,78; 0,77; 0,79; 0,75; 0,79; 0,77; 0,79	Downregulated genes
10112	KIF20A	0,54; 0,54; 0,55; 0,55; 0,56; 0,56; 0,56; 0,57; 0,58; 0,59	0,70; 0,72; 0,72; 0,74; 0,74; 0,71; 0,73; 0,71; 0,75; 0,73	Downregulated genes
734	OSGIN2	0.54	0.87	Downregulated genes
23421	ITGB3BP	0,54; 0,55; 0,56; 0,56; 0,56; 0,57; 0,58; 0,58; 0,58; 0,59	0,87; 0,94; 0,92; 0,91; 0,89; 0,88; 0,94; 0,90; 0,91; 0,93	Downregulated genes
65003	MRPL11	0.54	0.94	Downregulated genes
118	ADD1	0.54	0.82	Downregulated genes
51390	AIG1	0.54	0.75	Downregulated genes
140545	RNF32	0.54	1	Downregulated genes
6500	SKP1A	0,54; 0,56; 0,61	1,02; 1,04; 1,02	Downregulated genes
151473	SLC16A14	0.54	0.46	Downregulated genes
113115	FAM54A	0.54	1.18	Downregulated genes
79892	C10orf119	0.54	0.94	Downregulated genes
10263	CDK2AP2	0,54; 0,61	0,72; 0,78	Downregulated genes
78991	PCYOX1L	0.54	1.18	Downregulated genes
1841	DTYMK	0,54; 0,60	0,93; 1,05	Downregulated genes
140885	SIRPA	0,54; 0,70	0,94; 0,91	Downregulated genes
7372	UMPS	0.54	1	Downregulated genes
414328	C9orf103	0.54	0.95	Downregulated genes
400961	PAIP2B	0.54	0.95	Downregulated genes
26043	UBXD7	0.54	0.88	Downregulated genes
117144	CATSPER1	0.54	0.78	Downregulated genes
84058	WDR54	0.54	0.93	Downregulated genes
9110	MTMR4	0.55	1.02	Downregulated genes
348235	FAM33A	0,55; 0,65	0,88; 0,91	Downregulated genes
8438	RAD54L	0.55	0.92	Downregulated genes
91754	NEK9	0.55	1.34	Downregulated genes
55055	ZWILCH	0.55	0.94	Downregulated genes
7504	XK	0.55	0.57	Downregulated genes
4957	ODF2	0.55	0.88	Downregulated genes
55319	FLJ11184	0.55	1	Downregulated genes
11039	SMA4	0,55; 0,62	0,87; 0,92	Downregulated genes
7272	TTK	0.55	0.8	Downregulated genes
29911	HOOK2	0.55	0.91	Downregulated genes
9037	SEMA5A	0.55	0.4	Downregulated genes
1545	CYP1B1	0.55	0.47	Downregulated genes
23484	LEPROTL1	0.55	0.62	Downregulated genes
1836	SLC26A2	0.55	0.83	Downregulated genes
140707	BRI3BP	0.55	0.74	Downregulated genes
84886	C1orf198	0.55	0.81	Downregulated genes
157570	ESCO2	0.55	0.77	Downregulated genes
55355	DKFZp762E1312	0.55	0.75	Downregulated genes
9770	RASSF2	0.55	0.85	Downregulated genes
93594	WDR67	0.55	1.06	Downregulated genes
84661	LOC84661	0.55	1.31	Downregulated genes
51096	UTP18	0.55	1.23	Downregulated genes
57082	CASC5	0.55	0.75	Downregulated genes
7298	TYMS	0.55	0.75	Downregulated genes
11275	KLHL2	0.55	1.07	Downregulated genes
57570	TRMT5	0.56	0.65	Downregulated genes
10189	THOC4	0.56	0.85	Downregulated genes
348654	FLJ40869	0,56; 0,59	0,89; 0,75	Downregulated genes
54478	FAM64A	0,56; 0,56; 0,56; 0,57; 0,57; 0,57; 0,57; 0,57; 0,58; 0,59	0,80; 0,82; 0,82; 0,80; 0,82; 0,82; 0,82; 0,81; 0,81; 0,82	Downregulated genes
146909	LOC146909	0.56	0.92	Downregulated genes
90407	TMEM41A	0.56	1.02	Downregulated genes
55872	PBK	0.56	0.79	Downregulated genes
10206	TRIM13	0.56	0.79	Downregulated genes
2178	FANCE	0.56	0.96	Downregulated genes
9212	AURKB	0.56	1.1	Downregulated genes
1020	CDK5	0.56	0.89	Downregulated genes
5649	RELN	0.56	1.29	Downregulated genes
55143	CDCA8	0.56	0.93	Downregulated genes
10403	NDC80	0,56; 0,57	0,94; 1,18	Downregulated genes
285368	PRRT3	0.56	0.62	Downregulated genes
3281	HSBP1	0.56	0.81	Downregulated genes
26227	PHGDH	0.56	0.93	Downregulated genes
23404	EXOSC2	0.56	0.72	Downregulated genes
56852	RAD18	0.56	1.14	Downregulated genes
5723	PSPH	0,56; 0,59; 0,60	1,23; 1,19; 0,82	Downregulated genes
9735	KNTC1	0,56; 0,58; 0,59; 0,59; 0,61; 0,61; 0,61; 0,61; 0,62	0,90; 0,93; 0,91; 0,90; 0,91; 0,96; 0,91; 0,98; 0,90; 0,93	Downregulated genes
347734	SLC35B2	0.56	0.63	Downregulated genes
85444	LRRCC1	0,56; 0,66	0,91; 0,98	Downregulated genes
221150	C13orf3	0.56	1.08	Downregulated genes
51763	SKIP	0.56	0.84	Downregulated genes
56261	RP5-1022P6.2	0.56	1.06	Downregulated genes
5692	PSMB4	0.56	0.93	Downregulated genes
5608	MAP2K6	0.56	0.73	Downregulated genes
56992	KIF15	0.56	0.88	Downregulated genes
23592	LEMD3	0.56	1.02	Downregulated genes
51361	HOOK1	0,57; 0,59	0,64; 0,83	Downregulated genes
675	BRCA2	0.57	0.88	Downregulated genes
8125	ANP32A	0.57	0.71	Downregulated genes
51257	MARCH2	0,57; 0,57; 0,63	0,99; 0,99; 1,02	Downregulated genes
3920	LAMP2	0.57	0.67	Downregulated genes
23367	LARP1	0,57; 0,67	0,88; 0,86	Downregulated genes
50855	PARD6A	0.57	0.92	Downregulated genes
6908	TBP	0.57	0.99	Downregulated genes
23149	FCHO1	0.57	0.88	Downregulated genes
26015	RPAP1	0.57	1.19	Downregulated genes
11031	RAB31	0.57	1.19	Downregulated genes
10529	NEBL	0.57	0.47	Downregulated genes
991	CDC20	0.57	0.83	Downregulated genes
113622	ADPRHL1	0.57	1.12	Downregulated genes
57409	MIF4GD	0.57	1.1	Downregulated genes
10438	C1D	0,57; 0,58; 0,65	0,86; 0,89; 1,00	Downregulated genes
56986	DTWD1	0,57; 0,57; 0,57; 0,57; 0,58; 0,58; 0,59; 0,59; 0,59; 0,59; 0,60; 0,60	0,97; 0,96; 1,00; 0,97; 1,02; 0,99; 1,02; 0,96; 0,97; 0,99; 1,00; 0,88	Downregulated genes
89122	TRIM4	0.57	1.39	Downregulated genes
5156	PDGFRA	0.57	0.79	Downregulated genes
64110	MAGEF1	0.57	0.99	Downregulated genes
5984	RFC4	0.57	1.1	Downregulated genes
9787	DLG7	0.57	0.96	Downregulated genes
891	CCNB1	0.57	0.86	Downregulated genes
58489	FAM108C1	0,57; 0,62	0,93; 1,07	Downregulated genes
29028	ATAD2	0,57; 0,57; 0,58; 0,58; 0,59; 0,59; 0,59; 0,59; 0,60	0,86; 0,87; 0,88; 0,88; 0,91; 0,87; 0,85; 0,89; 0,87; 0,90	Downregulated genes
2992	GYG1	0,57; 0,68; 0,69	1,19; 1,08; 1,17	Downregulated genes
84996	C21orf119	0,57; 0,59	1,21; 1,10	Downregulated genes
28982	FLVCR1	0,57; 0,69	0,79; 0,88	Downregulated genes
10971	YWHAQ	0,57; 0,57; 0,58; 0,59; 0,60; 0,63	0,87; 0,89; 0,86; 0,94; 0,98; 0,93	Downregulated genes
9401	RECQL4	0.57	0.75	Downregulated genes
7329	UBE2I	0.57	0.78	Downregulated genes
55388	MCM10	0,57; 0,66	0,90; 0,95	Downregulated genes
84928	FLJ14803	0.57	1.1	Downregulated genes
839	CASP6	0.57	0.91	Downregulated genes
8318	CDC45L	0.57	0.77	Downregulated genes
5757	PTMA	0,57; 0,58; 0,58; 0,58; 0,59; 0,60; 0,61; 0,64	0,73; 0,84; 0,80; 0,85; 0,80; 0,84; 0,86; 0,94	Downregulated genes
26035	GLCE	0.57	0.85	Downregulated genes
2523	FUT1	0.57	0.85	Downregulated genes
254863	C17orf61	0.57	0.82	Downregulated genes
81610	FAM83D	0.58	0.84	Downregulated genes
55320	C14orf106	0,58; 0,59	1,07; 0,87	Downregulated genes
23035	PHLPPL	0.58	0.73	Downregulated genes
23216	TBC1D1	0.58	0.71	Downregulated genes
