Probe ID	Gene symbol	Gene title	P value	Expression difference
209712_at	SLC35D1	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	0.002625667	2.470063604
201446_s_at	TIA1	TIA1 cytotoxic granule-associated RNA binding protein	0.000203214	2.400278787
226381_at	PS1TP4	HBV preS1-transactivated protein 4	0.000618337	2.275074517
213490_s_at	MAP2K2	mitogen-activated protein kinase kinase 2	0.003217364	2.372332758
211115_x_at	SIP1	survival of motor neuron protein interacting protein 1	0.00013316	2.328708043
203925_at	GCLM	glutamate-cysteine ligase, modifier subunit	0.004143438	2.745780754
206052_s_at	SLBP	stem-loop (histone) binding protein	9.07E-05	2.437124872
1558254_s_at	SRPK2	SFRS protein kinase 2	0.000268276	2.368712302
206468_s_at	KIAA0859	KIAA0859	0.000523293	2.43053725
227621_at	---	Transcribed locus	0.000441563	2.415235354
203486_s_at	ARMC8	armadillo repeat containing 8	0.000886227	2.572946122
204799_at	ZBED4	zinc finger, BED-type containing 4	0.005594282	2.112831011
200753_x_at	SFRS2	splicing factor, arginine/serine-rich 2	0.001673799	2.655946985
224356_x_at	MS4A6A	membrane-spanning 4-domains, subfamily A, member 6A	0.006024312	2.694220753
209234_at	KIF1B	kinesin family member 1B	0.000763778	2.390202838
208731_at	RAB2A	RAB2A, member RAS oncogene family	0.000792498	2.162554003
1553750_a_at	FAM76B	family with sequence similarity 76, member B	0.003120186	2.457774222
227354_at	PAG1	phosphoprotein associated with glycosphingolipid microdomains 1	0.000967362	2.204944139
222549_at	CLDN1	Claudin 1	0.004316877	2.703188258
233898_s_at	FGFR1OP2	FGFR1 oncogene partner 2	0.006063787	2.385099231
211561_x_at	MAPK14	mitogen-activated protein kinase 14	0.002797635	2.597690736
209362_at	SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)	0.000588232	2.420804052
239651_at	ANAPC5	anaphase promoting complex subunit 5	0.000203686	2.363157732
201383_s_at	LOC727732	neighbor of BRCA1 gene 1	0.003612213	2.422740988
210240_s_at	CDKN2D	cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)	0.007523917	2.681895297
239358_at	---	Transcribed locus	0.000783033	2.364872711
219204_s_at	SRR	serine racemase	0.0004432	2.323889311
201021_s_at	DSTN	destrin (actin depolymerizing factor)	0.000147137	2.268380859
207858_s_at	PKLR	pyruvate kinase, liver and RBC	0.001336144	2.482315953
200669_s_at	UBE2D3	ubiquitin-conjugating enzyme E2D 3 (UBC4/5 homolog, yeast)	0.000833357	2.606690959
221736_at	KIAA1219	KIAA1219	0.009415458	2.130412601
202128_at	KIAA0317	KIAA0317	0.000632361	2.218125545
221590_s_at	ALDH6A1	Clone FLB9440 PRO2550	0.009439345	2.853733876
211801_x_at	MFN1	mitofusin 1	0.001005339	2.272225877
225149_at	PCID2	PCI domain containing 2	0.00062965	2.557859002
205173_x_at	CD58	CD58 molecule	0.000654182	2.593444081
225135_at	SIN3A	SIN3 homolog A, transcription regulator (yeast)	0.000258939	2.363459264
225024_at	C20orf77	chromosome 20 open reading frame 77	0.001707403	2.570984805
204768_s_at	FEN1	flap structure-specific endonuclease 1	0.005558409	2.742100114
209623_at	MCCC2	methylcrotonoyl-Coenzyme A carboxylase 2 (beta)	0.003731455	2.386862348
223273_at	C14orf142	chromosome 14 open reading frame 142	0.000754842	2.512499761
235542_at	MGC22014	hypothetical protein MGC22014	0.002560124	2.720196645
224430_s_at	MTO1	mitochondrial translation optimization 1 homolog (S. cerevisiae)	0.000767143	2.386153964
209925_at	NAIP	occludin	0.009639022	2.313124884
200950_at	ARPC1A	actin related protein 2/3 complex, subunit 1A, 41kDa	0.001700207	2.50179229
202033_s_at	RB1CC1	RB1-inducible coiled-coil 1	0.000558819	2.505069257
204827_s_at	CCNF	cyclin F	0.003180845	2.158821494
203968_s_at	CDC6	cell division cycle 6 homolog (S. cerevisiae)	0.000662525	2.298336909
209095_at	DLD	dihydrolipoamide dehydrogenase	0.000786542	2.436317123
210063_at	SARDH	sarcosine dehydrogenase	0.009722885	2.283653848
204496_at	STRN3	striatin, calmodulin binding protein 3	0.000194229	2.494960569
203843_at	RPS6KA3	ribosomal protein S6 kinase, 90kDa, polypeptide 3	0.000712454	2.486513253
218558_s_at	MRPL39	mitochondrial ribosomal protein L39	0.006516533	2.283193247
201866_s_at	NR3C1	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)	0.00671207	2.338288294
243041_s_at	RBMS3	RNA binding motif, single stranded interacting protein	0.000978284	2.504205598
207088_s_at	SLC25A11	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11	0.000125937	2.353221477
221787_at	C6orf120	chromosome 6 open reading frame 120	0.000959964	2.442587141
209238_at	STX3	syntaxin 3	0.007633133	2.589038022
226818_at	MPEG1	macrophage expressed gene 1	0.003635018	2.556797905
215921_at	LOC388237	similar to kidney-specific protein (KS)	0.005226002	2.291673837
209862_s_at	CEP57	centrosomal protein 57kDa	0.001619767	2.338605283
60815_at	POLR2J4	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa pseudogene	0.009151569	2.166936207
209711_at	SLC35D1	solute carrier family 35 (UDP-glucuronic acid/UDP-N-acetylgalactosamine dual transporter), member D1	0.001325169	2.319740003
212193_s_at	LARP1	La ribonucleoprotein domain family, member 1	0.000134511	2.436630816
223427_s_at	EPB41L4B	erythrocyte membrane protein band 4.1 like 4B	0.006643417	2.867449884
209339_at	SIAH2	seven in absentia homolog 2 (Drosophila)	0.000848254	2.640678447
224918_x_at	MGST1	microsomal glutathione S-transferase 1	0.004034795	2.744802155
229720_at	BAG1	BCL2-associated athanogene	0.0011274	2.568522742
218726_at	DKFZp762E1312	hypothetical protein DKFZp762E1312	0.003288309	2.692399473
226942_at	PHF20L1	PHD finger protein 20-like 1	0.002264352	2.20133375
238469_at	---	MRNA full length insert cDNA clone EUROIMAGE 1509279	0.003256806	2.414041362
201912_s_at	GSPT1	G1 to S phase transition 1	0.000518023	2.544279681
219217_at	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)	0.000312967	2.263620163
203194_s_at	NUP98	nucleoporin 98kDa	0.001433573	2.678365015
225230_at	TMEM77	transmembrane protein 77	0.001907034	2.595014602
234032_at	---	PRO1550	0.001554045	2.373355652
211935_at	ARL6IP1	ADP-ribosylation factor-like 6 interacting protein 1	0.000703297	2.627991043
207414_s_at	PCSK6	proprotein convertase subtilisin/kexin type 6	0.009664739	2.448264407
224830_at	NUDT21	nudix (nucleoside diphosphate linked moiety X)-type motif 21	2.62E-05	2.379013151
229650_s_at	C19orf42	chromosome 19 open reading frame 42	0.000246819	2.357406324
225475_at	MIER1	mesoderm induction early response 1 homolog (Xenopus laevis)	0.007026701	2.211861993
218294_s_at	NUP50	nucleoporin 50kDa	0.002220722	2.565185223
209142_s_at	UBE2G1	ubiquitin-conjugating enzyme E2G 1 (UBC7 homolog, yeast)	0.000129127	2.432837354
203352_at	ORC4L	origin recognition complex, subunit 4-like (yeast)	0.000290592	2.491622285
212306_at	CLASP2	cytoplasmic linker associated protein 2	0.000525471	2.239929523
203972_s_at	PEX3	peroxisomal biogenesis factor 3	0.001442121	2.560672186
210878_s_at	JMJD1B	jumonji domain containing 1B	0.008155692	2.504896883
211984_at	CALM1	calmodulin 1 (phosphorylase kinase, delta)	0.008712903	2.147380927
225508_at	KIAA1468	KIAA1468	0.000940426	2.621218044
203427_at	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)	0.00169866	2.70457081
204312_x_at	CREB1	cAMP responsive element binding protein 1	0.006070481	2.415812778
218438_s_at	MED28	mediator of RNA polymerase II transcription, subunit 28 homolog (S. cerevisiae)	0.002570125	2.452021305
224875_at	C5orf24	chromosome 5 open reading frame 24	0.000648045	2.259206414
238781_at	---	---	0.002314415	2.217600673
AFFX-r2-Bs-phe-M_at	---	---	0.000351497	2.42224666
201747_s_at	SAFB	scaffold attachment factor B	0.001478154	2.551308543
225411_at	---	Full-length cDNA clone CS0DL008YP09 of B cells (Ramos cell line) Cot 25-normalized of Homo sapiens (human)	0.000597976	2.459215858
203506_s_at	MED12	mediator of RNA polymerase II transcription, subunit 12 homolog (S. cerevisiae)	0.005135176	2.271192097
214697_s_at	ROD1	ROD1 regulator of differentiation 1 (S. pombe)	0.001503803	2.601847601
225644_at	CCDC117	coiled-coil domain containing 117	0.000144164	2.507067816
218514_at	C17orf71	chromosome 17 open reading frame 71	0.008673877	2.800439854
221547_at	PRPF18	PRP18 pre-mRNA processing factor 18 homolog (S. cerevisiae)	0.002866307	2.425448828
201737_s_at	6-Mar	membrane-associated ring finger (C3HC4) 6	0.000471527	2.461056031
202979_s_at	CREBZF	CREB/ATF bZIP transcription factor	0.002215703	2.721419577
211098_x_at	TMCO1	transmembrane and coiled-coil domains 1	0.004012234	2.829975552
200756_x_at	CALU	calumenin	0.000626245	2.576495097
205051_s_at	KIT	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	0.006159117	2.870604116
229606_at	---	Transcribed locus, strongly similar to XP_517366.1  similar to Serine/threonine protein phosphatase 2B catalytic subunit, alpha isoform (Calmodulin-dependent calcineurin A subunit, alpha isoform) (CAM-PRP catalytic subunit) [Pan troglodytes]	0.004444116	2.299068641
241343_at	RNASEH1	Ribonuclease H1	0.006398237	2.399940426
224571_at	IRF2BP2	interferon regulatory factor 2 binding protein 2	0.000171327	2.295343424
208914_at	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	0.0010699	2.288247408
233849_s_at	ARHGAP5	Rho GTPase activating protein 5	0.000224812	2.358740444
225647_s_at	CTSC	cathepsin C	0.004188043	2.360264588
202980_s_at	SIAH1	seven in absentia homolog 1 (Drosophila)	0.000820926	2.342560331
216602_s_at	FARSA	phenylalanyl-tRNA synthetase, alpha subunit	0.000261249	2.48997119
1559895_x_at	---	---	0.001082251	2.406906341
238714_at	---	Transcribed locus	0.003437016	2.372810249
211934_x_at	GANAB	glucosidase, alpha; neutral AB	0.000120189	2.379611999
223774_at	C1orf79	chromosome 1 open reading frame 79	0.00077885	2.440419238
201393_s_at	IGF2R	insulin-like growth factor 2 receptor	0.000992084	2.344807424
220553_s_at	PRPF39	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	0.009457318	2.457450402
1554089_s_at	SBDS	Shwachman-Bodian-Diamond syndrome	0.000401973	2.388948257
209397_at	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial	0.00034456	2.605732227
205518_s_at	CMAH	cytidine monophosphate-N-acetylneuraminic acid hydroxylase (CMP-N-acetylneuraminate monooxygenase)	0.007001085	2.440697412
208698_s_at	NONO	non-POU domain containing, octamer-binding	2.64E-05	2.478156456
243856_at	---	Transcribed locus	0.003419565	2.354600522
208454_s_at	PGCP	plasma glutamate carboxypeptidase	0.002918358	2.823355144
207845_s_at	ANAPC10	anaphase promoting complex subunit 10	0.000895485	2.736263409
222805_at	MANEA	mannosidase, endo-alpha	0.004567701	2.834473706
204224_s_at	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	0.001007212	2.71820878
1559052_s_at	PAK2	p21 (CDKN1A)-activated kinase 2	0.000207696	2.391726636
214834_at	PAR-SN	small nuclear ribonucleoprotein polypeptide N	9.03E-06	2.4507322
231855_at	KIAA1524	KIAA1524	0.004936716	2.662761004
219079_at	CYB5R4	cytochrome b5 reductase 4	0.000542311	2.578343987
206535_at	SLC2A2	solute carrier family 2 (facilitated glucose transporter), member 2	0.005030917	2.781251969
211963_s_at	ARPC5	actin related protein 2/3 complex, subunit 5, 16kDa	0.002099244	2.37725985
227157_at	CCDC111	coiled-coil domain containing 111	0.009365471	2.411251389
1554260_a_at	FRYL	FRY-like	0.00170683	2.710912767
213111_at	PIP5K3	phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III	0.001013579	2.385564919
225446_at	BRWD1	bromodomain and WD repeat domain containing 1	0.002862558	2.616825566
236196_at	---	CDNA FLJ42548 fis, clone BRACE3004996	0.000897203	2.575449662
203492_x_at	CEP57	centrosomal protein 57kDa	0.000202675	2.511281713
1556059_s_at	SPEN	spen homolog, transcriptional regulator (Drosophila)	0.000350663	2.572526614
203381_s_at	APOE	apolipoprotein E	0.002120419	2.498617321
226316_at	---	CDNA clone IMAGE:5295896	0.002493995	2.220558705
240038_at	ELL2	Elongation factor, RNA polymerase II, 2	0.001472197	2.654089007
1557830_at	---	CDNA FLJ10112 fis, clone HEMBA1002750	0.000340548	2.514691682
215549_x_at	LOC643854	similar to CTAGE family, member 5	0.005487824	2.671744793
222580_at	ZNF644	zinc finger protein 644	0.001650763	2.489709458
221691_x_at	NPM1	nucleophosmin (nucleolar phosphoprotein B23, numatrin)	0.000194827	2.368906496
208351_s_at	MAPK1	mitogen-activated protein kinase 1	0.006625058	2.485580471
60794_f_at	LOC730051	zinc finger protein 814	0.003411652	2.394097543
219342_at	CASD1	CAS1 domain containing 1	0.000848669	2.377856974
208916_at	SLC1A5	solute carrier family 1 (neutral amino acid transporter), member 5	0.003928357	2.750939216
206158_s_at	CNBP	CCHC-type zinc finger, nucleic acid binding protein	7.03E-07	2.483006851
233632_s_at	XRN1	5-3 exoribonuclease 1	4.56E-05	2.590538216
225291_at	PNPT1	polyribonucleotide nucleotidyltransferase 1	0.00087114	2.520285984
1558214_s_at	CTNNA1	catenin (cadherin-associated protein), alpha 1, 102kDa	0.001128927	2.488924325
222157_s_at	WDR48	WD repeat domain 48	6.79E-05	2.486572283
210334_x_at	BIRC5	baculoviral IAP repeat-containing 5 (survivin)	0.004547306	2.818680836
1554351_a_at	TIPRL	TIP41, TOR signalling pathway regulator-like (S. cerevisiae)	0.004048508	2.483254756
222955_s_at	FAM45A	family with sequence similarity 45, member B	0.001929526	2.803526532
209363_s_at	SURB7	SRB7 suppressor of RNA polymerase B homolog (yeast)	0.003118093	2.489586867
209046_s_at	GABARAPL2	GABA(A) receptor-associated protein-like 2	1.99E-05	2.538719905
201156_s_at	RAB5C	RAB5C, member RAS oncogene family	0.009424009	2.629985422
218937_at	ZNF434	zinc finger protein 434	1.73E-05	2.496833103
218823_s_at	KCTD9	potassium channel tetramerisation domain containing 9	0.008426145	3.0946563
226688_at	C3orf23	chromosome 3 open reading frame 23	0.001039224	2.578536378
218136_s_at	SLC25A37	solute carrier family 25, member 37	0.002687885	2.904748894
201078_at	TM9SF2	transmembrane 9 superfamily member 2	0.0009673	2.731439604
203076_s_at	SMAD2	SMAD family member 2	2.10E-05	2.490458638
204317_at	GTSE1	G-2 and S-phase expressed 1	0.005790915	2.291272392
205071_x_at	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	0.004220743	2.330741243
213024_at	TMF1	TATA element modulatory factor 1	0.004153007	2.541821348
213376_at	ZBTB1	zinc finger and BTB domain containing 1	0.000959584	2.781640836
204709_s_at	KIF23	kinesin family member 23	0.001383773	2.725858882
232312_at	SAPS3	SAPS domain family, member 3	0.001171692	2.557865821
202089_s_at	SLC39A6	solute carrier family 39 (zinc transporter), member 6	0.000360546	2.462335522
202635_s_at	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	5.75E-05	2.615674541
1555193_a_at	ZNF277P	zinc finger protein 277 pseudogene	0.0005619	2.583959812
204350_s_at	CRSP9	cofactor required for Sp1 transcriptional activation, subunit 9, 33kDa	0.001191282	2.480757275
205227_at	IL1RAP	interleukin 1 receptor accessory protein	0.00373809	2.585983751
221188_s_at	CIDEB	cell death-inducing DFFA-like effector b	0.001254127	2.724417428
220083_x_at	UCHL5	ubiquitin carboxyl-terminal hydrolase L5	0.000584422	2.722395474
201478_s_at	DKC1	dyskeratosis congenita 1, dyskerin	0.000657278	2.622978444
223181_at	C18orf55	chromosome 18 open reading frame 55	0.000918315	2.340652754
201267_s_at	PSMC3	proteasome (prosome, macropain) 26S subunit, ATPase, 3	0.000167646	2.612163821
227506_at	SLC16A9	solute carrier family 16, member 9 (monocarboxylic acid transporter 9)	0.002528149	2.714608161
212232_at	FNBP4	formin binding protein 4	0.001751451	2.299160148
203923_s_at	CYBB	cytochrome b-245, beta polypeptide (chronic granulomatous disease)	0.00078531	2.703223116
225724_at	FLJ31306	hypothetical protein FLJ31306	0.000163863	2.576520168
201726_at	ELAVL1	ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)	0.000133297	2.586754224
215726_s_at	CYB5A	cytochrome b5 type A (microsomal)	0.001048534	2.776292559
210988_s_at	PRUNE	prune homolog (Drosophila)	7.67E-05	2.491666389
226390_at	STARD4	START domain containing 4, sterol regulated	0.001276597	2.721565553
202058_s_at	KPNA1	karyopherin alpha 1 (importin alpha 5)	0.007375699	2.418415829
228195_at	MGC13057	hypothetical protein MGC13057	2.08E-05	2.599205268
235438_at	---	MRNA; cDNA DKFZp686E22185 (from clone DKFZp686E22185)	0.001343303	2.554858968
219954_s_at	GBA3	glucosidase, beta, acid 3 (cytosolic)	0.000998738	2.738138245
214949_at	---	CDNA FLJ31919 fis, clone NT2RP7004964	0.000693523	2.370778333
213012_at	NEDD4	neural precursor cell expressed, developmentally down-regulated 4	0.001183309	2.527411275
222420_s_at	UBE2H	ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)	0.000216169	2.698721965
207630_s_at	CREM	cAMP responsive element modulator	0.00281378	2.414816272
210465_s_at	SNAPC3	small nuclear RNA activating complex, polypeptide 3, 50kDa	0.007119425	2.61172246
1555751_a_at	GEMIN7	gem (nuclear organelle) associated protein 7	0.002014238	2.648243674
216389_s_at	WDR23	WD repeat domain 23	0.00743033	3.085442242
242572_at	---	Full length insert cDNA YH93B03	0.009333373	3.054731448
209387_s_at	TM4SF1	transmembrane 4 L six family member 1	0.000645419	2.61940522
221479_s_at	BNIP3L	BCL2/adenovirus E1B 19kDa interacting protein 3-like	0.000401951	2.618889932
222553_x_at	OXR1	oxidation resistance 1	0.000138049	2.615548074
208152_s_at	DDX21	DEAD (Asp-Glu-Ala-Asp) box polypeptide 21	4.73E-05	2.605806821
212286_at	ANKRD12	ankyrin repeat domain 12	0.001837015	2.449471221
1559954_s_at	DDX42	DEAD (Asp-Glu-Ala-Asp) box polypeptide 42	0.002457963	2.458358673
	---	---	0.000316545	2.529389405
212621_at	KIAA0286	KIAA0286 protein	0.000396163	2.431555992
211337_s_at	76P	gamma tubulin ring complex protein (76p gene)	0.001303059	2.839769713
201312_s_at	SH3BGRL	SH3 domain binding glutamic acid-rich protein like	0.003622376	2.805920104
1564064_a_at	ATP11B	ATPase, Class VI, type 11B	0.00284028	2.778284912
218748_s_at	EXOC5	exocyst complex component 5	0.001322744	2.535906994
221381_s_at	MORF4	mortality factor 4 like 1	0.00021832	2.650078293
203680_at	PRKAR2B	protein kinase, cAMP-dependent, regulatory, type II, beta	0.005345296	3.090489882
1554533_at	C2	complement component 2	0.0047133	2.982705206
222740_at	ATAD2	ATPase family, AAA domain containing 2	0.000597351	2.75118265
243494_at	---	---	0.002753617	2.454232802
242518_at	---	CDNA FLJ43403 fis, clone OCBBF2016612	0.008232068	2.582492034
1554433_a_at	ZNF146	zinc finger protein 146	1.44E-05	2.537190245
1555522_s_at	C2orf4P	mediator of cell motility 1	0.000110365	2.627253149
205837_s_at	GYPA	glycophorin A (MNS blood group)	0.002249508	2.87282364
205548_s_at	BTG3	BTG family, member 3	0.000305748	2.627197265
212808_at	NFATC2IP	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein	0.006661771	2.912676846
200698_at	KDELR2	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2	2.44E-05	2.505871611
202026_at	SDHD	succinate dehydrogenase complex, subunit D, integral membrane protein	2.12E-05	2.644465531
218954_s_at	BRF2	BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like	0.000967073	2.379580268
209457_at	DUSP5	dual specificity phosphatase 5	0.003993607	2.644230141
1555860_x_at	---	CDNA FLJ36321 fis, clone THYMU2005482	0.000594211	2.578364339
1556035_s_at	ZNF207	zinc finger protein 207	0.003284975	3.006616281
201624_at	DARS	aspartyl-tRNA synthetase	0.001802985	2.818321523
208846_s_at	VDAC3	voltage-dependent anion channel 3	0.000170592	2.620137703
209766_at	PRDX3	peroxiredoxin 3	0.00011459	2.552799613
211578_s_at	RPS6KB1	ribosomal protein S6 kinase, 70kDa, polypeptide 1	0.005492142	2.458040942
202538_s_at	CHMP2B	chromatin modifying protein 2B	0.005585539	3.138932745
201753_s_at	ADD3	adducin 3 (gamma)	0.000832093	2.452090679
211297_s_at	CDK7	cyclin-dependent kinase 7 (MO15 homolog, Xenopus laevis, cdk-activating kinase)	0.002459848	2.723535973
207239_s_at	PCTK1	PCTAIRE protein kinase 1	0.00018711	2.472030273
242693_at	---	---	0.005330395	2.398020005
202470_s_at	CPSF6	cleavage and polyadenylation specific factor 6, 68kDa	0.001666957	2.762110199
209102_s_at	HBP1	HMG-box transcription factor 1	0.001223019	2.830475702
212406_s_at	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	0.000277057	2.732282808
216064_s_at	AGA	aspartylglucosaminidase	0.003035032	3.022788529
223472_at	WHSC1	Wolf-Hirschhorn syndrome candidate 1	0.002171514	2.46792779
213047_x_at	SET	SET translocation (myeloid leukemia-associated)	0.000397144	2.621725879
203553_s_at	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	9.98E-05	2.655737584
211708_s_at	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	0.004552637	3.057170131
218813_s_at	SH3GLB2	SH3-domain GRB2-like endophilin B2	0.001392429	2.670405142
211530_x_at	HLA-G	HLA-G histocompatibility antigen, class I, G	0.000257143	2.784154281
1554352_s_at	DENND4A	DENN/MADD domain containing 4A	0.005958269	3.120956342
242059_at	---	Transcribed locus	0.00299536	2.539383795
215984_s_at	ARFRP1	ADP-ribosylation factor related protein 1	0.000712826	2.620499191
201583_s_at	SEC23B	Sec23 homolog B (S. cerevisiae)	2.80E-05	2.587664308
218343_s_at	GTF3C3	general transcription factor IIIC, polypeptide 3, 102kDa	0.000769018	2.808046034
203935_at	ACVR1	activin A receptor, type I	0.005913247	2.301196954
219657_s_at	KLF3	Kruppel-like factor 3 (basic)	0.000310732	2.628296772
220235_s_at	C1orf103	chromosome 1 open reading frame 103	0.001075063	2.814470701
205885_s_at	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	0.008910046	3.013873277
208699_x_at	TKT	transketolase (Wernicke-Korsakoff syndrome)	0.001357928	2.962615605
227722_at	RPS23	ribosomal protein S23	0.003298059	2.597344002
232985_s_at	DPPA4	developmental pluripotency associated 4	0.000854434	2.612179675
200722_s_at	CAPRIN1	cell cycle associated protein 1	0.000241987	2.725206692
1555815_a_at	L3MBTL2	l(3)mbt-like 2 (Drosophila)	0.004659316	2.817756179
1570523_s_at	ATG10	ATG10 autophagy related 10 homolog (S. cerevisiae)	0.00167331	2.926488212
223223_at	ARV1	ARV1 homolog (S. cerevisiae)	0.000136837	2.76864986
219311_at	CEP76	centrosomal protein 76kDa	0.001493693	2.823453431
1555229_a_at	C1S	complement component 1, s subcomponent	0.002565966	2.678325904
1553694_a_at	PIK3C2A	phosphoinositide-3-kinase, class 2, alpha polypeptide	0.00095946	2.617174894
201869_s_at	TBL1X	transducin (beta)-like 1X-linked	0.002098595	2.827668854
210759_s_at	PSMA1	proteasome (prosome, macropain) subunit, alpha type, 1	3.15E-05	2.731276671
224630_at	C2orf30	chromosome 2 open reading frame 30	0.000263134	2.607400713
213285_at	TMEM30B	transmembrane protein 30B	0.002188956	2.792058267
201301_s_at	ANXA4	annexin A4	0.003441693	2.681660497
203829_at	ELP4	elongation protein 4 homolog (S. cerevisiae)	0.002916631	2.46554654
209566_at	INSIG2	insulin induced gene 2	0.004306437	2.617258698
215177_s_at	ITGA6	integrin, alpha 6	0.002365995	2.754225236
235315_at	TSC22D1	TSC22 domain family, member 1	0.000333382	2.534148073
223140_s_at	DHX36	DEAH (Asp-Glu-Ala-His) box polypeptide 36	4.94E-05	2.683063959
202516_s_at	DLG1	discs, large homolog 1 (Drosophila)	9.45E-06	2.604558911
209227_at	TUSC3	tumor suppressor candidate 3	0.007845302	2.496970313
226331_at	---	ARTC1 mRNA, complete sequence	0.005409977	3.215882694
204688_at	SGCE	sarcoglycan, epsilon	0.000112529	2.633716431
221268_s_at	SGPP1	sphingosine-1-phosphate phosphatase 1	0.003494985	2.634568175
213359_at	HNRPD	Heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)	0.000134014	2.791195272
223559_s_at	C9orf80	chromosome 9 open reading frame 80	1.72E-05	2.696049905
234982_at	ZNF650	zinc finger protein 650	0.000154493	2.697181346
218195_at	C6orf211	chromosome 6 open reading frame 211	0.000186433	2.509240856
213647_at	DNA2L	DNA2 DNA replication helicase 2-like (yeast)	0.005787401	2.982245547
209109_s_at	TSPAN6	tetraspanin 6	0.000178926	2.745488965
226310_at	RICTOR	rapamycin-insensitive companion of mTOR	0.001610764	2.792089837
202647_s_at	NRAS	neuroblastoma RAS viral (v-ras) oncogene homolog	0.000134499	2.743215682
235226_at	CDC2L6	cell division cycle 2-like 6 (CDK8-like)	0.005376581	2.840784899
231997_at	TBCEL	tubulin folding cofactor E-like	0.00667224	2.81475496
212271_at	MAPK1	mitogen-activated protein kinase 1	0.002718229	2.360593829
201688_s_at	TPD52	tumor protein D52	0.00971887	2.929442628
201633_s_at	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	0.004345089	2.679959967
218260_at	C19orf58	chromosome 19 open reading frame 58	0.00082937	2.659285633
210826_x_at	RAD17	RAD17 homolog (S. pombe)	0.000555517	2.619737108
209257_s_at	SMC3	structural maintenance of chromosomes 3	0.002892599	3.016628655
227338_at	LOC440983	hypothetical gene supported by BC066916	0.006640948	3.193024722
201686_x_at	API5	apoptosis inhibitor 5	0.006265464	2.567741555
244103_at	C1orf55	chromosome 1 open reading frame 55	0.003541016	3.182026288
217738_at	PBEF1	pre-B-cell colony enhancing factor 1	0.002965173	2.959864315
219485_s_at	PSMD10	proteasome (prosome, macropain) 26S subunit, non-ATPase, 10	7.59E-06	2.681175139
208666_s_at	ST13	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein)	0.000643074	2.770934146
225774_at	RSPRY1	ring finger and SPRY domain containing 1	0.000562138	2.92644001
244860_at	---	Transcribed locus	0.00037151	2.835847955
207843_x_at	CYB5A	cytochrome b5 type A (microsomal)	0.003008621	3.037024866
223229_at	UBE2T	ubiquitin-conjugating enzyme E2T (putative)	0.004465097	3.08160694
212195_at	IL6ST	Interleukin 6 signal transducer (gp130, oncostatin M receptor)	1.48E-05	2.632773323
210417_s_at	PIK4CB	phosphatidylinositol 4-kinase, catalytic, beta polypeptide	0.00106575	2.558493332
215121_x_at		immunoglobulin lambda locus	0.004440825	3.130081055
201071_x_at	SF3B1	splicing factor 3b, subunit 1, 155kDa	3.02E-05	2.675797031
200922_at	KDELR1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1	0.00241392	2.660405691
206095_s_at	FUSIP1	FUS interacting protein (serine/arginine-rich) 1	0.000122982	2.737491692
209043_at	PAPSS1	3-phosphoadenosine 5-phosphosulfate synthase 1	0.003374582	2.340403327
201504_s_at	TSN	translin	0.003485083	2.567331965
228478_at	---	Full length insert cDNA YH99G08	0.001780347	3.048899443
214578_s_at	ROCK1	Rho-associated, coiled-coil containing protein kinase 1	0.003977001	3.05952581
218177_at	CHMP1B	chromatin modifying protein 1B	0.000765119	2.838127874
209162_s_at	PRPF4	PRP4 pre-mRNA processing factor 4 homolog (yeast)	0.0015969	2.719843529
