GENE ID	Acession No.	Symbol	AT-MSC	AT-MSC-Hepa	Liver	Hepatocyte	Fold change AT-MSC-Hepa/AT-MSC
	AK098314		0.12	1.78	1.54	1	15.23
7103	NM_004616	TSPAN8	0.13	1.93	5.46	1	15.22
	BG115911		0.21	3.19	0.53	1	15.22
50834	NM_019599	TAS2R1	0.55	8.44	1.4	1	15.22
	A_32_P42842		0.55	8.41	139.04	1	15.2
	BM768581		0.09	1.38	0.23	1	15.2
10840	NM_012190	ALDH1L1	0.01	0.22	5.38	1	15.19
3728	NM_002230	JUP	0.02	0.25	0.3	1	15.19
54436	NM_018986	SH3TC1	0.03	0.51	1.18	1	15.18
167838	NM_153235	TXLNB	0.85	12.87	1.89	1	15.16
10461	U08023	MERTK	0.17	2.54	14.55	1	15.15
	THC2440027		0.08	1.28	1.87	1	15.15
55138	NM_018088	FAM90A1	0.16	2.43	3.13	1	15.06
	BC030083		0.6	9	4.42	1	15.02
	NM_002900		0.31	4.72	0.75	1	15.01
196410	NM_152637	METTL7B	0.01	0.2	1.52	1	15.01
	AK021427		0.07	1.03	2.37	1	14.98
8843	NM_006018	GPR109B	0.63	9.45	1.09	1	14.97
643194	AK027541	LOC643194	0.01	0.15	0.39	1	14.95
	A_32_P48949		0.99	14.83	1.37	1	14.91
78989	NM_199235	COLEC11	1.89	28.16	97.84	1	14.88
646023	AK091970	FLJ34651	0.02	0.26	3.55	1	14.88
114782	AB067468	KIAA1881	0.04	0.52	1.31	1	14.86
80319	NM_025212	CXXC4	0.29	4.35	7.57	1	14.84
54886	NM_207299		0.25	3.7	2.6	1	14.78
	ENST00000256367		0.01	0.15	0.02	1	14.72
5791	NM_006504	PTPRE	2.21	32.54	16.23	1	14.7
	A_24_P780319		0.03	0.45	0.23	1	14.65
364	NM_001170	AQP7	0.01	0.15	0.16	1	14.64
	THC2376526		0.11	1.58	7.07	1	14.63
745	NM_013279	C11orf9	0.02	0.33	0.09	1	14.61
1942	NM_004428	EFNA1	0.12	1.82	16.55	1	14.61
	XM_497583		0.1	1.53	1.11	1	14.6
6372	NM_002993	CXCL6	2.24	32.58	4.57	1	14.57
	AI916628		0.05	0.8	4.2	1	14.55
400604	BC039664	LOC400604	0.06	0.82	0.95	1	14.51
	THC2415723		0.07	0.98	0.13	1	14.49
5320	NM_000300	PLA2G2A	0.11	1.66	266.8	1	14.48
92312	AK125482	LOC92312	0.09	1.34	0.24	1	14.47
	BC041401		0.87	12.58	1.36	1	14.46
	THC2318057		0.04	0.53	0.02	1	14.44
89870	NM_033229	TRIM15	0.01	0.14	0.21	1	14.42
	A_24_P350136		0.02	0.25	0.15	1	14.41
	THC2350023		0.61	8.83	4.08	1	14.38
366	NM_020980	AQP9	0.01	0.14	6.18	1	14.38
57715	NM_017893	SEMA4G	0.04	0.55	2.41	1	14.37
	XM_497684		0.15	2.22	0.38	1	14.33
285401	AK091178	LOC285401	0.01	0.14	0.05	1	14.32
85442	AK074179	KNDC1	0.06	0.9	2.23	1	14.31
3382	NM_004968	ICA1	0.57	8.17	40.16	1	14.28
	AK091028		0.17	2.36	0.65	1	14.26
4239	NM_002404	MFAP4	144.31	2052.83	56.49	1	14.23
619279	AK131274	ZNF704	0.07	1.06	1.16	1	14.22
947	NM_001773	CD34	1.08	15.31	15.14	1	14.21
6280	NM_002965	S100A9	0.01	0.14	1.02	1	14.19
	THC2314823		0.07	0.94	0.14	1	14.19
6688	NM_003120	SPI1	0.59	8.38	1.54	1	14.19
10331	NM_014256	B3GNT3	0.01	0.14	0.04	1	14.16
92421	NM_152284	CHMP4C	0.08	1.11	0.91	1	14.16
	ENST00000295989		0.74	10.47	4.51	1	14.15
63947	NM_033053	DMRTC1	0.41	5.72	1.17	1	14.08
	THC2435579		0.07	0.93	1.36	1	14.08
440738	NM_001004343	MAP1LC3C	1.36	19.14	1.05	1	14.08
912	NM_001766	CD1D	0.58	8.15	126.69	1	14.05
	A_24_P401601		0.02	0.22	0.1	1	14.02
9368	NM_004252	SLC9A3R1	0.02	0.23	0.6	1	13.99
54	NM_001611	ACP5	0.11	1.56	5.15	1	13.98
	A_32_P83411		0.6	8.44	4.15	1	13.95
	A_24_P562369		0.04	0.54	1.67	1	13.9
148641	NM_173508	SLC35F3	0.01	0.18	0.02	1	13.88
2982	NM_000856	GUCY1A3	1.87	25.92	46.73	1	13.86
3784	NM_000218	KCNQ1	0.55	7.65	109.5	1	13.85
1840	NM_004416	DTX1	0.1	1.4	27.51	1	13.78
72	NM_001615	ACTG2	0.79	10.85	7.48	1	13.77
2977	NM_000855	GUCY1A2	0.76	10.45	1.31	1	13.77
	A_24_P930596		0.6	8.31	1.36	1	13.74
	THC2252745		0.08	1.03	2.31	1	13.73
6364	NM_004591	CCL20	0.01	0.14	0.01	1	13.72
4094	AF055376	MAF	0.3	4.08	7.46	1	13.67
	AK094799		0.09	1.19	1.14	1	13.67
8528	NM_003649	DDO	0.06	0.83	1.28	1	13.64
	A_24_P745352		0.01	0.14	0.05	1	13.63
80223	NM_001002233	RAB11FIP1	0.01	0.19	0.13	1	13.59
254427	NM_153256	C10orf47	0.01	0.14	0.23	1	13.58
	A_24_P289573		0.12	1.69	1.32	1	13.54
5745	NM_000316	PTHR1	1.6	21.65	126.09	1	13.53
	A_24_P15083		0.1	1.38	3.04	1	13.51
	THC2342908		0.56	7.58	1.33	1	13.5
	NM_153204		0.1	1.3	1.03	1	13.5
23676	NM_014332	SMPX	0.09	1.18	0.2	1	13.45
144193	NM_152435	AMDHD1	0.04	0.52	17.81	1	13.44
56159	NM_001003811	TEX11	0.04	0.49	0.09	1	13.4
79632	NM_024581	C6orf60	0.11	1.54	3.88	1	13.39
53347	NM_018961	UBASH3A	0.56	7.48	5.05	1	13.34
	THC2317680		0.55	7.39	1.5	1	13.32
1548	NM_000762	CYP2A6	0.05	0.61	493.31	1	13.31
8564	NM_003679	KMO	0.19	2.57	7.09	1	13.31
	ENST00000344259		0.07	0.94	2.4	1	13.3
135398	NM_153344	C6orf141	0.03	0.43	0.03	1	13.29
	A_24_P153003		0.01	0.15	0.03	1	13.27
4485	NM_020998	MST1	0.12	1.54	12.07	1	13.26
	THC2339079		0.03	0.42	2.45	1	13.24
25928	NM_015464	SOSTDC1	0.56	7.39	1.37	1	13.22
760	NM_000067	CA2	0.02	0.24	3.82	1	13.21
389125	NM_205853	MUSTN1	0.56	7.4	10.37	1	13.21
5029	NM_176072	P2RY2	0.01	0.13	0.22	1	13.19
1612	NM_004938	DAPK1	0.03	0.35	0.31	1	13.18
8794	NM_003841	TNFRSF10C	0.08	0.99	0.12	1	13.18
2523	NM_000148	FUT1	0.02	0.23	0.75	1	13.15
2308	NM_002015	FOXO1A	0.13	1.74	2.53	1	13.11
	XM_060887		0.08	1.01	0.39	1	13.11
83729	NM_031479	INHBE	0.06	0.73	0.91	1	13.07
129807	NM_080741	NEU4	0.03	0.33	3.44	1	13.04
10008	NM_005472	KCNE3	0.28	3.68	5.07	1	13.04
3937	NM_005565	LCP2	0.68	8.88	57.44	1	13.03
119467	NM_152311	TMEM12	0.43	5.53	251.07	1	13.01
83543	NM_001002260	C9orf58	0.24	3.07	11.53	1	13.01
	ENST00000244221		0.15	1.89	18.93	1	12.98
	THC2306075		0.05	0.66	0.11	1	12.96
	THC2272363		0.14	1.78	4.38	1	12.95
	ENST00000305423		0.02	0.26	0.17	1	12.92
	CR613736		0.01	0.13	0.07	1	12.91
27284	D89479	SULT1B1	0.18	2.34	37.5	1	12.91
	A_24_P900555		0.04	0.47	1.94	1	12.91
	A_23_P347100		0.16	2.01	0.81	1	12.9
79656	NM_024603	C1orf165	0.63	8.09	2.42	1	12.81
4938	NM_002534	OAS1	0.04	0.54	0.39	1	12.76
	AK125162		0.6	7.6	1.4	1	12.76
9480	NM_004852	ONECUT2	0.02	0.21	1.1	1	12.72
	THC2384778		0.14	1.84	2.15	1	12.7
	CR627448		0.05	0.6	0.41	1	12.67
4647	NM_000260	MYO7A	0.03	0.37	0.54	1	12.65
1674	NM_017569	DES	0.32	4.07	2.01	1	12.64
7006	NM_003215	TEC	0.05	0.63	0.92	1	12.6
	A_24_P93111		0.01	0.13	0.03	1	12.59
	AF289562		1.24	15.56	6.33	1	12.58
6423	NM_003013	SFRP2	2.05	25.75	1.07	1	12.58
650	NM_001200	BMP2	0.01	0.14	0.02	1	12.56
	THC2380698		0.2	2.53	3.26	1	12.55
420	NM_021071	ART4	0.03	0.39	1.44	1	12.55
80008	NM_024943	TMEM156	0.17	2.09	0.41	1	12.52
5730	NM_000954	PTGDS	1.52	19.02	2.78	1	12.51
51085	NM_032951	MLXIPL	0.16	1.97	25.63	1	12.51
84451	NM_032435	KIAA1804	0.03	0.43	0.4	1	12.51
90060	NM_033626	CCDC120	0.02	0.28	0.11	1	12.51
	A_23_P170713		0.13	1.69	3.07	1	12.5
	AW505189		0.25	3.07	0.25	1	12.47
2159	NM_000504	F10	0.07	0.82	6.36	1	12.46
55224	NM_018208	ETNK2	0.01	0.12	2.28	1	12.45
	AK021751		0.59	7.36	1.48	1	12.41
23214	NM_015171	XPO6	0.07	0.88	0.57	1	12.4
114088	NM_052978	TRIM9	0.61	7.62	4.25	1	12.39
	BC063641		0.03	0.4	4.44	1	12.37
	XM_372996		0.09	1.09	0.77	1	12.37
390211	A_24_P890995	LOC390211	0.01	0.12	0.04	1	12.36
3291	NM_000196	HSD11B2	0.11	1.41	1.2	1	12.36
	AA704712		0.09	1.16	0.23	1	12.35
	AL049227		3.37	41.6	0.67	1	12.33
	ENST00000284293		0.09	1.14	0.85	1	12.32
	AK124939		0.07	0.87	2.5	1	12.32
3898	NM_005558	LAD1	0.01	0.12	0.11	1	12.32
84700	NM_032608	MYO18B	1.18	14.49	1.16	1	12.3
	AK023620		0.61	7.53	1.36	1	12.27
752	NM_005892	FMNL1	0.03	0.39	0.31	1	12.24
	THC2339241		0.47	5.71	4.51	1	12.22
	A_24_P701814		0.4	4.92	1.36	1	12.21
	A_24_P358474		0.01	0.12	0.04	1	12.2
462	NM_000488	SERPINC1	0.01	0.12	8.24	1	12.17
	A_23_P64051		0.06	0.7	0.24	1	12.17
23550	NM_012455	PSD4	0.01	0.17	0.91	1	12.15
	A_23_P170719		0.01	0.15	0.17	1	12.13
55281	NM_018295	TMEM140	0.29	3.55	1.6	1	12.12
	DR008018		0.19	2.31	1.51	1	12.12
9144	NM_004710	SYNGR2	0.02	0.23	0.29	1	12.11
51557	NM_016571	GLULD1	0.56	6.79	1.29	1	12.07
2039	NM_001978	EPB49	0.01	0.18	0.18	1	12.06
23624	NM_012116	CBLC	0.01	0.12	0.23	1	12.03
	AW444553		0.14	1.69	2.09	1	12.03
58494	NM_021219	JAM2	5.91	70.97	31.62	1	12.01
638	NM_001197	BIK	0.01	0.14	0.02	1	12
2051	NM_004445	EPHB6	0.21	2.49	0.37	1	11.98
1848	NM_001946	DUSP6	0.37	4.48	2.68	1	11.98
10266	NM_005854	RAMP2	0.6	7.16	1.39	1	11.97
151230	BC016950	KLHL23	0.07	0.89	0.74	1	11.94
10809	NM_006645	STARD10	0.03	0.33	1.02	1	11.93
23460	NM_080284	ABCA6	0.39	4.61	16.06	1	11.91
	A_32_P97373		0.12	1.38	2.18	1	11.9
57733	NM_020973	GBA3	0.13	1.55	45.52	1	11.9
57402	NM_020672	S100A14	0.01	0.12	0.03	1	11.88
206338	NM_173800	FLJ90650	1.54	18.26	1.28	1	11.87
56134	NM_031883	PCDHAC2	0.59	7.01	1.24	1	11.86
26998	NM_014375	FETUB	0.01	0.12	1.28	1	11.82
	A_24_P221057		0.12	1.4	0.87	1	11.81
1045	NM_001265	CDX2	0.14	1.63	0.83	1	11.77
347735	NM_178865	SERINC2	0.04	0.46	0.45	1	11.76
28234	NM_019844	SLCO1B3	0.01	0.12	18.97	1	11.74
7068	NM_000461	THRB	0.02	0.24	0.77	1	11.73
200931	NM_152672	OSTalpha	0.01	0.12	0.75	1	11.72
123264	NM_178859	OSTbeta	0.01	0.16	0.59	1	11.71
58475	NM_021201	MS4A7	0.44	5.13	38.08	1	11.71
285016	NM_001002919	LOC285016	0.13	1.54	4.18	1	11.71
2538	NM_000151	G6PC	0.05	0.6	355.27	1	11.69
54083	AL117578	C21orf30	0.04	0.45	3.21	1	11.68
7122	NM_003277	CLDN5	0.01	0.12	1.69	1	11.66
	BM550834		2.45	28.5	40.61	1	11.63
5207	NM_002625	PFKFB1	0.02	0.22	2.11	1	11.62
	ENST00000308989		0.13	1.54	1.67	1	11.61
	AK002066		0.33	3.84	1.26	1	11.6
3012	NM_021052	HIST1H2AE	0.07	0.81	0.54	1	11.6
3965	NM_009587	LGALS9	0.03	0.4	0.4	1	11.59
	THC2408277		0.65	7.57	3.36	1	11.58
285189	THC2308082	PLGLA1	0.16	1.88	20.55	1	11.56
	A_23_P136392		0.09	1.1	0.46	1	11.56
	AF086375		0.51	5.88	5.22	1	11.55
	AX781433		0.09	1.05	21.52	1	11.55
5414	NM_004574	39329	0.17	1.94	8.34	1	11.53
	XM_496156		0.03	0.29	0.75	1	11.52
	ENST00000327707		0.02	0.27	0.14	1	11.52
9781	NM_014746	RNF144	0.37	4.25	0.78	1	11.5
388533	NM_207392	UNQ467	0.36	4.16	3.03	1	11.5
	M27126		1.63	18.64	109.57	1	11.47
3856	NM_002273	KRT8	0.01	0.16	0.08	1	11.45
	AF010235		0.57	6.49	1.39	1	11.45
1368	NM_001874	CPM	0.05	0.63	0.85	1	11.44
80318	NM_025211	GKAP1	0.12	1.32	2.47	1	11.42
	A_24_P333112		0.16	1.84	1.28	1	11.4
	A_24_P169843		0.02	0.22	0.09	1	11.38
54039	NM_020528	PCBP3	0.63	7.18	1.36	1	11.38
2220	NM_004108	FCN2	0.59	6.67	4529.42	1	11.37
	AK096387		1.56	17.67	33.09	1	11.34
	AK026756		0.25	2.87	2.65	1	11.34
	AK056882		0.06	0.69	0.26	1	11.34
1287	NM_033380	COL4A5	6.07	68.67	17.94	1	11.31
2646	NM_001486	GCKR	0.03	0.37	4.01	1	11.3
27063	NM_014391	ANKRD1	0.14	1.59	0.01	1	11.3
	THC2329321		0.36	4.08	0.68	1	11.3
	CR593784		0.91	10.27	2.01	1	11.29
80310	NM_025208	PDGFD	3.86	43.59	3.42	1	11.28
	A_24_P910504		0.66	7.47	25.25	1	11.28
646990	BC014346	LOC646990	0.13	1.41	1.63	1	11.25
1238	NM_001296	CCBP2	0.11	1.24	0.42	1	11.23
	AK024336		0.67	7.45	1.36	1	11.2
51066	NM_015931	C3orf32	0.11	1.25	0.13	1	11.19
79817	NM_024761	MOBKL2B	0.15	1.72	1.69	1	11.17
389432	THC2278542		1.34	15.02	63.64	1	11.17
26154	NM_173076	ABCA12	0.56	6.28	1.37	1	11.16
28999	NM_014079	KLF15	0.1	1.07	7.76	1	11.16
10786	NM_006632	SLC17A3	0.02	0.21	1.04	1	11.15
3957	NM_006498	LGALS2	0.05	0.56	5	1	11.14
51704	NM_016235	GPRC5B	0.04	0.47	0.05	1	11.13
6590	NM_003064	SLPI	0.04	0.48	6.22	1	11.11
2331	NM_002023	FMOD	2.97	33.03	7.69	1	11.1
	A_24_P685729		0.14	1.61	1.21	1	11.1
1370	BC042334	CPN2	0.04	0.42	4.66	1	11.09
54760	NM_017573	PCSK4	0.26	2.85	3.24	1	11.08
	THC2442822		1.39	15.38	2.66	1	11.07
93986	NM_014491	FOXP2	0.21	2.32	2.16	1	11.07
6934	NM_030756	TCF7L2	0.14	1.59	1.1	1	11.06
	CR749547		0.57	6.28	3.45	1	11.05
	CR603982		1.13	12.43	1.35	1	11.03
	BC030768		0.04	0.43	2.41	1	11.02
387914	NM_001007538	TMEM46	0.15	1.71	15.31	1	11.02
9340	BC043390	GLP2R	0.11	1.22	0.51	1	11.01
340277	NM_199136	MGC72075	0.14	1.54	4.18	1	11
5918	NM_002888	RARRES1	1.67	18.36	1.46	1	10.97
9649	NM_014636	RALGPS1	0.14	1.52	0.29	1	10.96
2878	NM_002084	GPX3	0.15	1.67	3.92	1	10.94
140	NM_000677	ADORA3	0.69	7.48	16.63	1	10.9
	A_24_P917595		0.56	6.09	3.01	1	10.88
54143	AY077696	C21orf74	0.08	0.82	0.19	1	10.87
145226	NM_152443	RDH12	0.03	0.3	2.48	1	10.86
56521	NM_021800	DNAJC12	0.1	1.12	2.32	1	10.86
643431	A_24_P247074	LOC643431	0.01	0.11	0.05	1	10.83
4908	NM_002527	NTF3	0.63	6.78	11.03	1	10.78
3283	NM_000862	HSD3B1	0.14	1.51	0.39	1	10.77
285489	NM_173660	C4orf25	0.01	0.11	0.05	1	10.77
6236	NM_004165	RRAD	0.01	0.11	0.01	1	10.76
	A_23_P135063		0.39	4.23	0.31	1	10.76
	BX537788		2.21	23.8	1.38	1	10.76
	AV741130		0.01	0.11	0.07	1	10.76
	A_32_P13081		0.22	2.4	1.56	1	10.75
	THC2316753		0.07	0.79	1.69	1	10.75
	ENST00000332888		0.01	0.11	0.03	1	10.75
	AK000144		0.12	1.25	0.3	1	10.74
2643	NM_000161	GCH1	0.04	0.41	4.59	1	10.73
	A_32_P122595		0.28	3.06	0.96	1	10.73
	A_32_P160793		0.16	1.68	1.99	1	10.72
79730	NM_024677	NSUN7	0.12	1.25	0.58	1	10.69
	A_24_P238427		0.11	1.17	1.86	1	10.66
	AK024956		0.18	1.97	1.81	1	10.64
6768	NM_021978	ST14	0.02	0.2	0.08	1	10.63
2065	NM_001982	ERBB3	0.05	0.53	1.89	1	10.61
	BG191465		0.01	0.15	0.01	1	10.58
123591	NM_152335	C15orf27	0.57	6.04	1.38	1	10.57
252953	NR_001535	TTTY21	0.56	5.9	1.38	1	10.57
9633	NM_004923	MTL5	0.15	1.61	2.29	1	10.57
	BC018589		0.03	0.31	0.21	1	10.56
	ENST00000227451		0.07	0.69	2.06	1	10.56
	BC037328		0.66	6.99	4.78	1	10.56
400451	NM_207446	LOC400451	0.14	1.44	0.75	1	10.56
57007	NM_020311	CMKOR1	0.05	0.52	4.59	1	10.54
3481	NM_001007139	IGF2	0.01	0.11	0.41	1	10.54
	A_24_P247454		0.03	0.26	0.11	1	10.53
	A_24_P491471		0.61	6.45	1.36	1	10.51
283284	NM_173588	IGSF22	0.04	0.46	0.14	1	10.51
94	NM_000020	ACVRL1	8.24	86.55	13.46	1	10.5
	A_23_P156562		0.21	2.21	3.63	1	10.5
2161	NM_000505	F12	0.02	0.25	9.25	1	10.46
150209	NM_144704	AIFL	0.09	0.95	0.37	1	10.41
51222	NM_016423	ZNF219	0.08	0.82	0.49	1	10.37
302	NM_001002857	ANXA2	0.13	1.33	0.07	1	10.36
128346	NM_174896	C1orf162	0.19	1.98	20.76	1	10.34
1154	NM_145071	CISH	0.18	1.89	15.99	1	10.34
1240	NM_004072	CMKLR1	1.43	14.78	8.87	1	10.33
27289	NM_014470	RND1	0.03	0.27	0.34	1	10.32
3918	NM_005562	LAMC2	0.05	0.52	0.01	1	10.32
	THC2343287		0.64	6.61	20.42	1	10.31
151438	AK055877	LOC151438	0.39	4.06	51.81	1	10.3
	THC2407816		0.04	0.43	0.24	1	10.28
138311	NM_152421	FAM69B	0.56	5.77	3.44	1	10.27
5896	NM_000448	RAG1	0.21	2.16	1.85	1	10.26
6206	NM_001016	RPS12	0.19	1.91	1.84	1	10.24
54972	NM_017870	TMEM132A	0.05	0.47	0.01	1	10.24
5212	NM_053276	VIT	27.78	284.03	2.44	1	10.23
2940	NM_000847	GSTA3	0.01	0.1	0.04	1	10.22
127	NM_000670	ADH4	0.04	0.37	68.83	1	10.21
89790	NM_033130	SIGLEC10	0.59	6.06	29.62	1	10.21
80035	AK021784	C15orf28	0.34	3.5	2.55	1	10.2
	THC2308325		1.17	11.96	1.38	1	10.2
221613	NM_170745	HIST1H2AA	0.09	0.89	0.54	1	10.2
	BC038245		0.11	1.12	0.23	1	10.2
	ENST00000327669		0.04	0.46	0.64	1	10.19
245	AF020774	ALOX12P2	0.05	0.55	0.45	1	10.16
121601	NM_178826	TMEM16D	3.17	32.18	1.36	1	10.14
128578	BC014951	C20orf107	0.56	5.68	1.38	1	10.13
445329	NM_001017389	SULT1A4	0.15	1.54	1.94	1	10.11
85320	NM_033151	ABCC11	0.03	0.31	9.81	1	10.11
83938	NM_032024	C10orf11	0.12	1.17	0.76	1	10.08
	A_24_P281395		0.56	5.61	1.39	1	10.08
57502	NM_020742	NLGN4X	0.58	5.87	4.79	1	10.07
55824	NM_018440	PAG1	0.22	2.23	1.35	1	10.07
3911	NM_005560	LAMA5	0.08	0.81	0.37	1	10.07
	AK025173		0.56	5.64	1.39	1	10.06
	A_23_P90470		0.71	7.14	2.86	1	10.06
	ENST00000305570		0.11	1.07	0.26	1	10.06
79603	NM_024552	LASS4	0.05	0.55	1.47	1	10.05
23596	NM_014322	OPN3	0.07	0.74	0.33	1	10.04
